year, UKESM1-0-LL, CESM2-WACCM, CNRM-ESM2-1, IPSL-CM6A-LR
1.906000000000000000e+03, 8.612934150228413191e-11, 3.266010733354727336e-11, 1.254981119418992751e-11, -3.090488535168860478e-10
1.907000000000000000e+03, 8.921563247375152899e-11, 3.260817512925975732e-11, 1.266725546720956745e-11, -3.028260465230086024e-10
1.908000000000000000e+03, 8.678918053118459948e-11, 3.289179519964311490e-11, 1.211162539659903432e-11, -3.092214950125896209e-10
1.909000000000000000e+03, 8.589262852261788591e-11, 3.313267057496690061e-11, 1.289927338617805043e-11, -3.044992877588897095e-10
1.910000000000000000e+03, 9.063059032956911835e-11, 3.329358920844242470e-11, 1.292735491731369705e-11, -3.015926142429697896e-10
1.911000000000000000e+03, 8.729204835982111993e-11, 3.967090862912501466e-11, 1.439345116294963213e-11, -3.378176316524455959e-10
1.912000000000000000e+03, 8.441757740728322994e-11, 3.995904456222865967e-11, 1.460626875011909604e-11, -3.209845083657987612e-10
1.913000000000000000e+03, 9.109113166591988370e-11, 4.047837618352643159e-11, 1.470041807397241689e-11, -3.191717017122828095e-10
1.914000000000000000e+03, 9.127126657860411998e-11, 4.106487239686567035e-11, 1.528288907507523385e-11, -3.279214173103685838e-10
1.915000000000000000e+03, 9.448277235087365686e-11, 4.127774022839884182e-11, 1.590246572524690589e-11, -3.287065974218797045e-10
1.916000000000000000e+03, 9.453277725700341617e-11, 4.166490976027890201e-11, 1.607774737925070378e-11, -3.228698810318116293e-10
1.917000000000000000e+03, 9.370976868293305800e-11, 4.156892404649685382e-11, 1.654082847890346797e-11, -3.376737578208267793e-10
1.918000000000000000e+03, 9.403824072365290789e-11, 4.159637403123281914e-11, 1.709328605176410594e-11, -3.503988877731786790e-10
1.919000000000000000e+03, 9.640055539519317785e-11, 4.189614797758792078e-11, 1.862241940552924699e-11, -3.390071952727445739e-10
1.920000000000000000e+03, 9.524444797021444853e-11, 4.187665001166363447e-11, 1.898785026868189217e-11, -3.420299387998753904e-10
1.921000000000000000e+03, 9.256537809005306351e-11, 5.321603430212746960e-11, 2.265616539219491009e-11, -3.744281095754569185e-10
1.922000000000000000e+03, 1.020060797415897111e-10, 5.452516474198684957e-11, 2.316321666943580202e-11, -3.718844050132297096e-10
1.923000000000000000e+03, 9.560314027727136916e-11, 5.529154422578863847e-11, 2.376049729313736717e-11, -3.854084515130793844e-10
1.924000000000000000e+03, 9.593259639742822897e-11, 5.642785746875134598e-11, 2.666251062679814122e-11, -3.840262958642230055e-10
1.925000000000000000e+03, 1.028653343784366656e-10, 5.688080982554887931e-11, 2.759312482363160600e-11, -3.855922734302276712e-10
1.926000000000000000e+03, 1.045530516177921194e-10, 5.763847872548036642e-11, 2.914967644363502272e-11, -4.049274912270089111e-10
1.927000000000000000e+03, 1.128474863301140818e-10, 5.800881552486084851e-11, 3.270239679702149210e-11, -3.928310237086264034e-10
1.928000000000000000e+03, 1.092187332642112821e-10, 5.865324011925430115e-11, 3.425143870107740090e-11, -4.026414159628095025e-10
1.929000000000000000e+03, 1.004892326755137024e-10, 5.931333519189806260e-11, 3.497746869802926244e-11, -4.199063148984774087e-10
1.930000000000000000e+03, 1.049158257265660060e-10, 6.029182176981947938e-11, 3.600011966924723399e-11, -4.134232079310175275e-10
1.931000000000000000e+03, 1.087522823689068092e-10, 8.515394937022712981e-11, 4.720761510301845389e-11, -4.486725875683855134e-10
1.932000000000000000e+03, 1.183994205836451476e-10, 8.761293984646224949e-11, 4.906639204703628424e-11, -4.570076215428587291e-10
1.933000000000000000e+03, 1.143487975225445283e-10, 8.975038679771692072e-11, 5.612138576789292094e-11, -4.520038604805386556e-10
1.934000000000000000e+03, 1.180413602339133876e-10, 9.176167867890890224e-11, 5.897943746149036215e-11, -4.576843978049234974e-10
1.935000000000000000e+03, 1.207114099366472084e-10, 9.411646642489483688e-11, 5.981058218649016781e-11, -4.665083875039710644e-10
1.936000000000000000e+03, 1.221971721377977673e-10, 9.528113621882582566e-11, 6.150467936058926493e-11, -4.731722852722627506e-10
1.937000000000000000e+03, 1.181707033549628103e-10, 9.606285619049152323e-11, 6.351294769317318892e-11, -4.989787547068823499e-10
1.938000000000000000e+03, 1.302225605104959578e-10, 9.778776361143042821e-11, 7.298173699515051539e-11, -5.024444743224613788e-10
1.939000000000000000e+03, 1.258260434365047249e-10, 9.972997362813398809e-11, 7.586738895612163949e-11, -4.923063701237773316e-10
1.940000000000000000e+03, 1.237956128706170315e-10, 9.946143306958566908e-11, 7.886123660981238738e-11, -5.098299140698200157e-10
1.941000000000000000e+03, 1.357531148123931023e-10, 1.806215496211834833e-10, 9.093381451762967901e-11, -6.430203098796211851e-10
1.942000000000000000e+03, 1.298682911178101538e-10, 1.878843192027789525e-10, 1.002328793551406130e-10, -6.769441314018747185e-10
1.943000000000000000e+03, 1.294047145970249816e-10, 1.930100093918965250e-10, 1.118596257612493017e-10, -6.701220946841974181e-10
1.944000000000000000e+03, 1.376751561704895289e-10, 1.994845329734542928e-10, 1.307878185822027139e-10, -6.829547908956068962e-10
1.945000000000000000e+03, 1.552893398304811672e-10, 2.039204808319050783e-10, 1.493396234119290629e-10, -6.810145975015548576e-10
1.946000000000000000e+03, 1.463625353411259456e-10, 2.052436469574777455e-10, 1.683226594405009314e-10, -6.900538606921045419e-10
1.947000000000000000e+03, 1.612144098033737185e-10, 2.086827856258536099e-10, 2.001665507936737271e-10, -7.305050516726708341e-10
1.948000000000000000e+03, 1.597358537045744153e-10, 2.119087080710748468e-10, 2.218711935964482378e-10, -7.298504347429806027e-10
1.949000000000000000e+03, 1.701192218687224880e-10, 2.134251201574022411e-10, 2.354277261315043214e-10, -7.529420921958891700e-10
1.950000000000000000e+03, 1.717589718998040885e-10, 2.155155264997532500e-10, 2.610521536829566982e-10, -7.422650262754332278e-10
1.951000000000000000e+03, 1.675441085488188433e-10, 2.238763943024680318e-10, 2.627973692149940507e-10, -8.106155213901015634e-10
1.952000000000000000e+03, 1.794030953045987192e-10, 2.239617402299122316e-10, 2.799579895619095070e-10, -8.213425026905685686e-10
1.953000000000000000e+03, 1.720734111574632821e-10, 2.260486312224831783e-10, 2.940598345878526638e-10, -8.460538998902646604e-10
1.954000000000000000e+03, 1.848815676359757126e-10, 2.279414183710484538e-10, 3.049546081742919586e-10, -8.395896469084805841e-10
1.955000000000000000e+03, 2.049264972144365935e-10, 2.306315400325351523e-10, 3.190541389125105454e-10, -8.659401767236840930e-10
1.956000000000000000e+03, 2.098780576158386151e-10, 2.304691439066690599e-10, 3.294625311744190579e-10, -9.004835964743932607e-10
1.957000000000000000e+03, 2.118483557830175020e-10, 2.307531872023093164e-10, 3.418306007479807390e-10, -8.868814545367648059e-10
1.958000000000000000e+03, 2.183190130036351430e-10, 2.324535851809961694e-10, 3.506884145185878392e-10, -9.119232055190824060e-10
1.959000000000000000e+03, 2.042608933415721293e-10, 2.356650755601706974e-10, 3.584278648805180243e-10, -8.973284214519191462e-10
1.960000000000000000e+03, 2.142400537442370152e-10, 2.357372878945536424e-10, 3.677246093903675878e-10, -9.240870948016247650e-10
1.961000000000000000e+03, 2.149373324512079676e-10, 1.455964300186462931e-10, 1.471151294174087053e-10, -8.528982364163403320e-10
1.962000000000000000e+03, 2.291902955904381944e-10, 1.398588446847017252e-10, 1.384879701105125278e-10, -8.355321703349565088e-10
1.963000000000000000e+03, 2.394237903729490770e-10, 1.358050959924564039e-10, 1.290936132172228005e-10, -8.369942426474059112e-10
1.964000000000000000e+03, 2.671988194972979749e-10, 1.336153361378759078e-10, 1.191861033619319821e-10, -8.611773262504195600e-10
1.965000000000000000e+03, 2.383088532194900548e-10, 1.310559834920642319e-10, 1.086801225326706965e-10, -8.459072647294186179e-10
1.966000000000000000e+03, 2.868737498074180008e-10, 1.298368470009671389e-10, 9.992489693524680757e-11, -8.526849328552590773e-10
1.967000000000000000e+03, 2.531173756355868588e-10, 1.293311408186974809e-10, 9.059659681246847069e-11, -8.566896015431502479e-10
1.968000000000000000e+03, 2.673411485875755938e-10, 1.288773275130871188e-10, 8.017097139297677579e-11, -8.440806475977680796e-10
1.969000000000000000e+03, 2.574643661528265380e-10, 1.290504532580467786e-10, 7.351033973522729483e-11, -8.603557504812587514e-10
1.970000000000000000e+03, 2.634665035853630200e-10, 1.290157541158406499e-10, 6.478286180453234140e-11, -8.665884482067715126e-10
1.971000000000000000e+03, 2.691475993452566697e-10, 1.374163843387786785e-10, 5.519784254700098970e-11, -8.673081494641629520e-10
1.972000000000000000e+03, 2.703917234618217366e-10, 1.381186899492069133e-10, 5.661458866808782580e-11, -8.262094209334350485e-10
1.973000000000000000e+03, 2.948024176129867927e-10, 1.400483893935295392e-10, 5.618289512631118796e-11, -8.639824035604865416e-10
1.974000000000000000e+03, 2.922358145695839982e-10, 1.401234787037484706e-10, 5.659093011947822200e-11, -8.686611581777369040e-10
1.975000000000000000e+03, 2.613403598768900892e-10, 1.409563551026016670e-10, 5.721762045784138641e-11, -8.962951520922268022e-10
1.976000000000000000e+03, 2.797219987465835662e-10, 1.411205815797639821e-10, 5.940345312334179880e-11, -9.013204715425550171e-10
1.977000000000000000e+03, 3.271352086654277641e-10, 1.413014486715961868e-10, 5.965695215172365436e-11, -9.235422712401006724e-10
1.978000000000000000e+03, 3.223697569331374685e-10, 1.427457446614639178e-10, 5.979555943355938164e-11, -9.096326555806379106e-10
1.979000000000000000e+03, 2.819176925648047445e-10, 1.437241393619878980e-10, 6.011551392761508226e-11, -9.077013945701736774e-10
1.980000000000000000e+03, 2.990619449181258996e-10, 1.451399912743463962e-10, 5.946992327488430879e-11, -9.245973247494922468e-10
1.981000000000000000e+03, 3.061559906061769566e-10, 1.410213599877717935e-10, 7.209754432598652137e-11, -9.947270206841669764e-10
1.982000000000000000e+03, 2.937254550805478462e-10, 1.404684216326129405e-10, 7.343591898067244374e-11, -9.488304788523629884e-10
1.983000000000000000e+03, 3.028972564884377713e-10, 1.417029733902944087e-10, 7.528649027341570678e-11, -9.392621680528179445e-10
1.984000000000000000e+03, 2.908495972918363278e-10, 1.426663521031551587e-10, 7.567799299910093429e-11, -9.384805369021922445e-10
1.985000000000000000e+03, 3.149817832640945060e-10, 1.441390111265309332e-10, 7.671423058132049624e-11, -9.476860292576928312e-10
1.986000000000000000e+03, 3.298336145827041954e-10, 1.456647534812877642e-10, 7.682358826296653554e-11, -9.968588058440261047e-10
1.987000000000000000e+03, 3.254609653711096586e-10, 1.472054732804100583e-10, 7.747778786374784635e-11, -9.741156739186549190e-10
1.988000000000000000e+03, 3.318107770002451478e-10, 1.491749449564481832e-10, 7.799162788630684543e-11, -9.740041972388200802e-10
1.989000000000000000e+03, 3.215338541032367823e-10, 1.514418050572694079e-10, 7.858608387119912339e-11, -1.027749782661990197e-09
1.990000000000000000e+03, 3.035782401508201177e-10, 1.553048673696293995e-10, 7.902696638362251292e-11, -1.044199960629076853e-09
1.991000000000000000e+03, 3.480649310017111469e-10, 1.694658472774682473e-10, 9.963945239938788480e-11, -1.048389090875801064e-09
1.992000000000000000e+03, 3.400659882982889083e-10, 1.724574055489050211e-10, 1.008758374608667018e-10, -1.032494098216007458e-09
1.993000000000000000e+03, 3.631137479285413328e-10, 1.773964696076896070e-10, 1.030104709743443167e-10, -1.099190093818339113e-09
1.994000000000000000e+03, 3.610584820347944034e-10, 1.792101236279537685e-10, 1.028024878429263356e-10, -1.091950104128338257e-09
1.995000000000000000e+03, 3.467699575975019499e-10, 1.838771310645684979e-10, 1.036163972083936483e-10, -1.136887776082881066e-09
1.996000000000000000e+03, 3.141373641133773206e-10, 1.874403137585732387e-10, 1.037892542538065094e-10, -1.119383597083486297e-09
1.997000000000000000e+03, 3.411764540648578229e-10, 1.897057973383262607e-10, 1.038066532152578844e-10, -1.105822465372640867e-09
1.998000000000000000e+03, 3.094101231990589667e-10, 1.933428677013531374e-10, 1.027793791350678953e-10, -1.163953396094166209e-09
1.999000000000000000e+03, 3.690539677456142488e-10, 1.965720340508180969e-10, 1.047782856135772050e-10, -1.144144996808505878e-09
2.000000000000000000e+03, 3.530014385475099545e-10, 1.981508536406628132e-10, 1.053614085617126697e-10, -1.145120859527445134e-09
2.001000000000000000e+03, 3.555545114538272171e-10, 1.854458089925448482e-10, 1.263068799288059701e-10, -1.133301551096398416e-09
2.002000000000000000e+03, 3.476709829019653506e-10, 2.017235655410493896e-10, 1.387559321094717690e-10, -1.204705723820705921e-09
2.003000000000000000e+03, 3.735971428890087435e-10, 1.962906273162627700e-10, 1.424846404973259275e-10, -1.272915178263852138e-09
2.004000000000000000e+03, 3.627829789746008060e-10, 2.028380209758879265e-10, 1.907510123628670772e-10, -1.268887013131965397e-09
2.005000000000000000e+03, 3.757947721249318188e-10, 1.989521230035785251e-10, 1.374993392011653133e-10, -1.273856398069333023e-09
2.006000000000000000e+03, 4.385248082750202715e-10, 1.901352783089765190e-10, 1.489345008088848601e-10, -1.298661963110388926e-09
2.007000000000000000e+03, 4.119714678723178169e-10, 1.777759075317584866e-10, 1.297922269740936060e-10, -1.228221486597300261e-09
2.008000000000000000e+03, 3.867826705042052389e-10, 1.790025760747608064e-10, 1.296171415542564388e-10, -1.280202223118285361e-09
2.009000000000000000e+03, 3.546117872287436748e-10, 1.906539422067476901e-10, 1.719117236768426270e-10, -1.260733964297562392e-09
2.010000000000000000e+03, 3.643540707190980121e-10, 2.841389704121336676e-10, 3.150295299613459244e-10, -1.422655648526515863e-09
2.011000000000000000e+03, 3.979062277559416974e-10, 2.296386204911751944e-10, 2.214353726691211096e-10, -1.396843360273848464e-09
2.012000000000000000e+03, 4.611616924729001979e-10, 2.051346171230112338e-10, 1.803052774810164892e-10, -1.453156634401438230e-09
2.013000000000000000e+03, 4.814075404682957894e-10, 2.417803120080934874e-10, 2.415637611199631450e-10, -1.524962457611670947e-09
2.014000000000000000e+03, 4.476952952379771163e-10, 2.525226902842074318e-10, 2.622274050055732878e-10, -1.525537819274542228e-09
