year, NorESM2-MM, CESM2-WACCM, NorESM2-LM, GFDL-ESM4, MIROC-ES2L, CMCC-CM2-SR5, CNRM-ESM2-1, CanESM5, EC-Earth3-Veg, ACCESS-ESM1-5, MPI-ESM1-2-LR, TaiESM1, IPSL-CM6A-LR
1.921000000000000000e+03, 6.456926624794950165e+00, 6.194519199663543141e+00, 5.720296282853481351e+00, 5.105282950221273097e+01, 6.915278654914916956e+01, 9.713662894290637340e+00, 5.237691706956867677e+01, 1.740160666921047294e+01, 1.132252537872959941e+01, 9.013508768515157143e+00, 5.747577810882578575e+01, 1.875097592302711336e+00, 1.540601628138236023e+01
1.922000000000000000e+03, 6.513257506266718622e+00, 6.026834313477025695e+00, 5.831723553070936816e+00, 5.098939965430694343e+01, 6.900390261538619541e+01, 9.558144119297045549e+00, 5.252895497499820010e+01, 1.750308337210007537e+01, 1.123689725436467235e+01, 9.064775078384252893e+00, 5.739403799507682891e+01, 1.771331873022506720e+00, 1.545422322892856393e+01
1.923000000000000000e+03, 6.471039842798676389e+00, 6.160472188506584068e+00, 5.878912870090938547e+00, 5.077573052599257153e+01, 6.900438953021199495e+01, 9.965737743517523839e+00, 5.255672493966642378e+01, 1.731665841319552612e+01, 1.143016811617200901e+01, 9.092158422626400949e+00, 5.729727107953884513e+01, 1.692681407215402389e+00, 1.540580854655647691e+01
1.924000000000000000e+03, 6.394941056357151155e+00, 6.218655022645106278e+00, 5.860100900282067649e+00, 5.074457844235626425e+01, 6.908193411536987583e+01, 1.009253606728385755e+01, 5.266208703138557468e+01, 1.702152196818649443e+01, 1.143709019809688243e+01, 9.152251215112755744e+00, 5.717341132706365414e+01, 1.619200636269752636e+00, 1.537398008458427867e+01
1.925000000000000000e+03, 6.427184997061641702e+00, 6.291824405904571371e+00, 5.878322708678647146e+00, 5.088483889732294330e+01, 6.915254718772953879e+01, 9.954065783537378920e+00, 5.281105538267684807e+01, 1.703550477452670719e+01, 1.149865324859248794e+01, 9.135816346146031108e+00, 5.715053659513780815e+01, 2.122467146371214586e+00, 1.543245236724967562e+01
1.926000000000000000e+03, 6.410992981716996830e+00, 6.257867981080673658e+00, 5.939473638591452165e+00, 5.071469243818606287e+01, 6.906747734041090325e+01, 9.815940947537786343e+00, 5.309772572240773059e+01, 1.743149124944027406e+01, 1.148485168506750043e+01, 9.130645462158703651e+00, 5.711735341129907795e+01, 1.934982020242406398e+00, 1.543409011061271308e+01
1.927000000000000000e+03, 6.341249714077306088e+00, 6.262828944141026533e+00, 6.007165160251444647e+00, 5.070463189632706502e+01, 6.885097988487632392e+01, 9.593702622902050337e+00, 5.311785356714906925e+01, 1.777776077765581775e+01, 1.131158063377955614e+01, 9.129414666030072567e+00, 5.716155159832878496e+01, 1.675262675255623890e+00, 1.542402544066017533e+01
1.928000000000000000e+03, 6.315552756563501902e+00, 6.209825150141952577e+00, 5.934827556729014297e+00, 5.058334760347531756e+01, 6.873018201578010178e+01, 9.777307482990833520e+00, 5.314240550710173494e+01, 1.775646945464360726e+01, 1.127735964709777861e+01, 9.207119771906780770e+00, 5.713901754856171067e+01, 1.758104369506244824e+00, 1.540621073050091638e+01
1.929000000000000000e+03, 6.419667640550959398e+00, 6.188581986539459123e+00, 5.776352651768600133e+00, 5.061434319783723623e+01, 6.858978050985635377e+01, 9.565453913218844306e+00, 5.314657859854006716e+01, 1.765577037565516605e+01, 1.115916141950777529e+01, 9.224817522626965527e+00, 5.707247602781387030e+01, 1.818465890092525017e+00, 1.544897767258718169e+01
1.930000000000000000e+03, 6.324857641157184851e+00, 6.146161943049826881e+00, 5.741424265495346901e+00, 5.076341473765749157e+01, 6.862613580945600233e+01, 9.809338203907111975e+00, 5.334053093234276588e+01, 1.764517780528469970e+01, 1.131664200368015472e+01, 9.304882833340547776e+00, 5.699330696259114859e+01, 1.867853522349474771e+00, 1.544537224318722224e+01
1.931000000000000000e+03, 6.294806124355853960e+00, 6.071822129211256858e+00, 5.818088013714834972e+00, 5.095741745439869419e+01, 6.879512232173621555e+01, 9.954026338688164444e+00, 5.336325271698469663e+01, 1.747480426905552875e+01, 1.152056287118396938e+01, 9.292992899991849853e+00, 5.693853767208377548e+01, 1.557082634036831337e+00, 1.553722659022896124e+01
1.932000000000000000e+03, 6.224567038349637649e+00, 6.175710820888402175e+00, 5.913694072835159687e+00, 5.070055143596292169e+01, 6.882734937389574270e+01, 9.678990300151999904e+00, 5.342425139070353879e+01, 1.770864840807989182e+01, 1.153943164024946988e+01, 9.241634967554880120e+00, 5.699200193920695057e+01, 1.864020854375783687e+00, 1.556615993902545725e+01
1.933000000000000000e+03, 6.165468679784421369e+00, 6.265122837206882345e+00, 5.986738203079285725e+00, 5.070031466249066909e+01, 6.875537910984431278e+01, 9.326769234901387762e+00, 5.383806467255256933e+01, 1.777907175277875851e+01, 1.142710775671184820e+01, 9.203020405642522661e+00, 5.687936750641335237e+01, 2.001299219214210723e+00, 1.561511005965252963e+01
1.934000000000000000e+03, 6.204334747280503493e+00, 6.368523898154589524e+00, 6.066001655571583662e+00, 5.076501314354315042e+01, 6.870146369778736073e+01, 1.016342854177277921e+01, 5.392091280366427242e+01, 1.760110766466173615e+01, 1.142184133476718344e+01, 9.202541000166428731e+00, 5.684704146338986419e+01, 1.593604111102229881e+00, 1.557410339513052833e+01
1.935000000000000000e+03, 6.219928204281750972e+00, 6.243773496003059087e+00, 5.907273412757375830e+00, 5.079012176204857099e+01, 6.851988472799369845e+01, 9.952458428725973860e+00, 5.411044152454866918e+01, 1.752379285935903397e+01, 1.146314774159039551e+01, 9.165397790929839417e+00, 5.681811376391390667e+01, 1.775457565350137878e+00, 1.559174225522033019e+01
1.936000000000000000e+03, 6.328928367905578334e+00, 6.229015746330048842e+00, 5.897576970889431891e+00, 5.056157411698909954e+01, 6.849683296211260597e+01, 9.508244556081157484e+00, 5.420427820416349363e+01, 1.746803963880504895e+01, 1.163103892819364837e+01, 9.168301548757018082e+00, 5.676559132895217630e+01, 1.885350040299220709e+00, 1.553293214349126572e+01
1.937000000000000000e+03, 6.334520314800744956e+00, 6.282669445794180518e+00, 5.938151174510164054e+00, 5.063599939195668043e+01, 6.870630424926572744e+01, 1.027118814444034811e+01, 5.442541593185195836e+01, 1.754186029357316201e+01, 1.151278550031413772e+01, 9.214910559257258882e+00, 5.677807570858786335e+01, 1.724469995157746460e+00, 1.552741047340898284e+01
1.938000000000000000e+03, 6.360114691894290573e+00, 6.316137695967862342e+00, 5.994657269939390076e+00, 5.061029753681322063e+01, 6.886359807183480086e+01, 1.007243874608568035e+01, 5.439189346169147399e+01, 1.772205304328992881e+01, 1.153641883645462229e+01, 9.248124997395262170e+00, 5.668839999728511714e+01, 1.719992858913035549e+00, 1.564324021050340185e+01
1.939000000000000000e+03, 6.361366145353807511e+00, 6.267354612630911426e+00, 6.037377230723712351e+00, 5.049365418826087648e+01, 6.870971366263736968e+01, 9.662874977290025313e+00, 5.448032958210313836e+01, 1.765992704690202331e+01, 1.143149816910879046e+01, 9.318013142750173117e+00, 5.659314371635117169e+01, 1.784217325624872341e+00, 1.573223076867691894e+01
1.940000000000000000e+03, 6.372866268440667170e+00, 6.298264837955003692e+00, 5.895084642759412574e+00, 5.037111436583879254e+01, 6.861811111661583595e+01, 9.649057847711642211e+00, 5.451457194190020772e+01, 1.763460974341396792e+01, 1.149965304960696244e+01, 9.450755125775049947e+00, 5.649590034150016749e+01, 1.771982399468517766e+00, 1.574626968044554332e+01
1.941000000000000000e+03, 6.427749432669989993e+00, 6.326863437629571152e+00, 5.821059815194626452e+00, 5.033052443335211024e+01, 6.852533705848362899e+01, 9.289497818455863865e+00, 5.472523407782043847e+01, 1.788873198666095021e+01, 1.113411355174049078e+01, 9.532613390357782990e+00, 5.645773454827031657e+01, 1.822629849307980887e+00, 1.573488103655535930e+01
1.942000000000000000e+03, 6.415907682449163651e+00, 6.292700616227675070e+00, 5.893819529797385215e+00, 5.035847906439594368e+01, 6.868546258014592354e+01, 9.872899536915685559e+00, 5.493155132614717218e+01, 1.809349554268030502e+01, 1.113014227131572120e+01, 9.576270192664644298e+00, 5.628524534035399540e+01, 1.742480040744026404e+00, 1.575996399237870982e+01
1.943000000000000000e+03, 6.448098492610508714e+00, 6.272998670240943042e+00, 5.939832777778007333e+00, 5.028885279780804751e+01, 6.896569644887736672e+01, 9.990937207182890134e+00, 5.502423307535169528e+01, 1.802077328117932709e+01, 1.104226794321466620e+01, 9.552799090591218345e+00, 5.621439293771663159e+01, 1.647121608168067519e+00, 1.573168289079173832e+01
1.944000000000000000e+03, 6.526367828337366284e+00, 6.285994652487819856e+00, 5.937772936953526148e+00, 5.021904311625656447e+01, 6.913547787132705480e+01, 9.688396025781868204e+00, 5.497122828194476796e+01, 1.802693416665552562e+01, 1.098292230776247180e+01, 9.567384429193785067e+00, 5.632163000103111017e+01, 1.785490434874917431e+00, 1.579785398935881346e+01
1.945000000000000000e+03, 6.554368192844448160e+00, 6.309467217734562539e+00, 5.855863938528250046e+00, 5.019537694801055494e+01, 6.901332805135463389e+01, 9.330893207192167083e+00, 5.525297032075074810e+01, 1.798719346655282436e+01, 1.075594687042262798e+01, 9.510514590429815840e+00, 5.641867441277484119e+01, 1.892469657483472290e+00, 1.582821185640998074e+01
1.946000000000000000e+03, 6.583870081258615059e+00, 6.231080926174191958e+00, 5.794149170471492027e+00, 5.025823153436083146e+01, 6.908013089430539821e+01, 1.003911562113004052e+01, 5.549524083572929101e+01, 1.791304180108285493e+01, 1.067025839360325357e+01, 9.479204586257624854e+00, 5.642162837271439457e+01, 1.747324622950370498e+00, 1.589131089022066057e+01
1.947000000000000000e+03, 6.460544699102999999e+00, 6.298472521549333791e+00, 5.767083047288656950e+00, 5.027485457044785733e+01, 6.914422668933757166e+01, 1.009314113073528496e+01, 5.573064242856263917e+01, 1.799151298633936236e+01, 1.098456736271011280e+01, 9.531953424749540105e+00, 5.629529910775262636e+01, 1.700032708554028549e+00, 1.589352487776984901e+01
1.948000000000000000e+03, 6.401337397084849279e+00, 6.414312966371621627e+00, 5.742496854380211957e+00, 5.023674410466469453e+01, 6.912529593596345023e+01, 9.365810482975597040e+00, 5.590390844436719675e+01, 1.766386562055891929e+01, 1.119013346020442690e+01, 9.570196623077121600e+00, 5.627162051596569370e+01, 1.719382587068134072e+00, 1.590516360035560872e+01
1.949000000000000000e+03, 6.354614951480503926e+00, 6.219883482371557193e+00, 5.857439976113137270e+00, 5.018205541141309567e+01, 6.894728673865166968e+01, 9.191711963311517408e+00, 5.628820171249185478e+01, 1.738098339737652154e+01, 1.108833661686684025e+01, 9.639249134244929351e+00, 5.643097524671743770e+01, 1.904823755527796036e+00, 1.593766584756747307e+01
1.950000000000000000e+03, 6.405070819390654258e+00, 6.197068267646602457e+00, 5.922741662169615395e+00, 5.014792644441883596e+01, 6.876741379807998555e+01, 1.004381660486460071e+01, 5.639072590475685587e+01, 1.740225432405382833e+01, 1.120933211830502962e+01, 9.766636488605016098e+00, 5.638162069418051914e+01, 1.826044231162076814e+00, 1.597699936182387681e+01
1.951000000000000000e+03, 6.462779343453781244e+00, 6.250820336103357633e+00, 5.910389743025096010e+00, 5.004913264408784102e+01, 6.880445350840237495e+01, 1.018273623103610248e+01, 5.638153195268721873e+01, 1.775151011101917220e+01, 1.126707815887723818e+01, 9.809429663925360643e+00, 5.634883397815109163e+01, 1.768878517217488788e+00, 1.594761171317105841e+01
1.952000000000000000e+03, 6.554430072689417131e+00, 6.106148554950567409e+00, 6.074917871814639270e+00, 5.007121620286621066e+01, 6.895028501785405695e+01, 9.624171484700998036e+00, 5.653896156759490310e+01, 1.780034745572701382e+01, 1.141121499436198405e+01, 9.746070580269215355e+00, 5.627881586229268862e+01, 1.958380723885564612e+00, 1.599718701184544756e+01
1.953000000000000000e+03, 6.503816033142999942e+00, 6.122844939472264159e+00, 5.997698883451791474e+00, 5.006142482875794997e+01, 6.891111011001501652e+01, 9.816364042095617748e+00, 5.663454573803892345e+01, 1.804901222348894407e+01, 1.107145837647213504e+01, 9.711207820974211202e+00, 5.624692225628376718e+01, 1.838292043039734258e+00, 1.603460619925857245e+01
1.954000000000000000e+03, 6.525937704131567152e+00, 6.383059853022352570e+00, 5.916873909776986018e+00, 5.009825423402921274e+01, 6.895164374192398782e+01, 1.005020210944188186e+01, 5.662480674708513817e+01, 1.840749595908297565e+01, 1.105260976238509585e+01, 9.663697032472711612e+00, 5.627251655757805793e+01, 1.839550204033096215e+00, 1.606291271690152556e+01
1.955000000000000000e+03, 6.624007224563254859e+00, 6.190695841039825176e+00, 5.866557566615559161e+00, 5.008822070833617346e+01, 6.911145842050380850e+01, 1.006977485001627848e+01, 5.679263380042321074e+01, 1.846450703327171183e+01, 1.099993559172746771e+01, 9.647404282217879157e+00, 5.630899367497949015e+01, 1.707372293639465965e+00, 1.599459255035135286e+01
1.956000000000000000e+03, 6.629428648281637138e+00, 6.083267887374463889e+00, 5.946404120474571009e+00, 4.987732504030681469e+01, 6.902258506382823100e+01, 9.876652584732534379e+00, 5.672587821357928561e+01, 1.836726881967348390e+01, 1.116003769088475828e+01, 9.598316049827076313e+00, 5.637090332713929541e+01, 1.876124155521350367e+00, 1.609589169577629164e+01
1.957000000000000000e+03, 6.710441896120242333e+00, 6.307151559885203262e+00, 5.966297086742285316e+00, 4.968173474380266441e+01, 6.895464284783157893e+01, 9.524097533141910432e+00, 5.677673072994267045e+01, 1.838605910170459978e+01, 1.131322972311780894e+01, 9.554114328881242457e+00, 5.642469547730615176e+01, 2.174227542786008271e+00, 1.609057610596279630e+01
1.958000000000000000e+03, 6.674342506740329029e+00, 6.531451699711487535e+00, 5.934870437457022696e+00, 4.959789807455951660e+01, 6.890626307791227134e+01, 1.025301467492407426e+01, 5.688685582309951627e+01, 1.845236586307319016e+01, 1.118955432334452915e+01, 9.624168285918472066e+00, 5.637929627892838624e+01, 1.897862816225852400e+00, 1.608964306633275143e+01
1.959000000000000000e+03, 6.644488624726128556e+00, 6.573759044169399601e+00, 6.016566279737542544e+00, 4.957982593417302297e+01, 6.899180698759430186e+01, 1.031417628893855465e+01, 5.703327590817101367e+01, 1.847248678966876057e+01, 1.147581679550317624e+01, 9.668511309524527420e+00, 5.632046335518383984e+01, 1.829023492377093607e+00, 1.613344622748945767e+01
1.960000000000000000e+03, 6.612255912042185102e+00, 6.488431834460331338e+00, 6.111415425069582241e+00, 4.952806850337336897e+01, 6.907093945604140117e+01, 1.001429083892901772e+01, 5.712030642695550142e+01, 1.815537903454164947e+01, 1.117770316260106611e+01, 9.759486631558317526e+00, 5.620318004078360730e+01, 1.747356246378468869e+00, 1.613609337081009443e+01
1.961000000000000000e+03, 6.496069299428990362e+00, 6.452831479209399923e+00, 6.219047000577980988e+00, 4.961470811258774205e+01, 6.892859548461606778e+01, 9.853272972310252342e+00, 5.738773225323848948e+01, 1.775548708893547101e+01, 1.106358096086136023e+01, 9.752464449942982228e+00, 5.614430748697866136e+01, 1.684862053566004825e+00, 1.612996259187046988e+01
1.962000000000000000e+03, 6.688165314038264420e+00, 6.551231277195694425e+00, 6.099299169494752704e+00, 4.973127694504513840e+01, 6.890393353052806447e+01, 9.806309408195531319e+00, 5.771015533244987950e+01, 1.760409479533236166e+01, 1.121375050637797521e+01, 9.789306693076976984e+00, 5.620681314284703234e+01, 1.796244380937105589e+00, 1.611319039133082143e+01
1.963000000000000000e+03, 6.723133004628161657e+00, 6.593635800612701381e+00, 6.190966155690828643e+00, 4.970421753206683491e+01, 6.924043107298228961e+01, 9.542621357022037287e+00, 5.756450357151444308e+01, 1.801825369912946684e+01, 1.131430726775526985e+01, 9.826120026468464275e+00, 5.639321147619892827e+01, 1.875979860228442542e+00, 1.614820513236622546e+01
1.964000000000000000e+03, 6.732823583441352788e+00, 6.549336558659986096e+00, 6.175400766989512569e+00, 4.990846842747842516e+01, 6.945145988481263544e+01, 9.739240436030101478e+00, 5.782744720405740679e+01, 1.823018485285588142e+01, 1.131960441315924193e+01, 9.891601183822904986e+00, 5.636480792551061114e+01, 1.935466240740308486e+00, 1.622522627791757799e+01
1.965000000000000000e+03, 6.738243035556538807e+00, 6.638690414950880303e+00, 6.130633336834875990e+00, 5.007894339565512354e+01, 6.955779253972787046e+01, 9.687857886251794781e+00, 5.803589088491577996e+01, 1.833270485181050446e+01, 1.136142410107098577e+01, 9.967233344459058841e+00, 5.634514372176224839e+01, 1.854105855689248239e+00, 1.623591619574622769e+01
1.966000000000000000e+03, 6.804552206128991365e+00, 6.656560385978441907e+00, 6.089616507257704647e+00, 5.008124389350570738e+01, 6.947559136099052068e+01, 1.018871975559813414e+01, 5.802396562188833684e+01, 1.845861471778061258e+01, 1.131461403429329948e+01, 1.006744904180276023e+01, 5.633581935318024136e+01, 1.896210781140053703e+00, 1.625872653632732323e+01
1.967000000000000000e+03, 6.931491103024845835e+00, 6.529780880596229409e+00, 6.069074964414826745e+00, 4.995551057936468453e+01, 6.956918810826627464e+01, 9.983743587087531068e+00, 5.818202324242079726e+01, 1.846186324038558979e+01, 1.126750982653816102e+01, 1.006647814513311090e+01, 5.646621147350617775e+01, 1.799485353663773601e+00, 1.632933583026749247e+01
1.968000000000000000e+03, 6.854156039651672749e+00, 6.580456862142950669e+00, 6.152955417538458427e+00, 4.995232887980083802e+01, 6.982693255749295247e+01, 9.956228789995984485e+00, 5.843141497296365827e+01, 1.843557801508357130e+01, 1.138202864890354427e+01, 1.005103806962758561e+01, 5.637465797204080786e+01, 1.776605223620614016e+00, 1.636689830989505978e+01
1.969000000000000000e+03, 6.847696094679860401e+00, 6.498509080192955700e+00, 6.151376888110874575e+00, 5.007795732194221472e+01, 7.006820136370333785e+01, 1.036133644865653380e+01, 5.833112669466203215e+01, 1.848748988487061951e+01, 1.119144745811694719e+01, 1.001033659801845310e+01, 5.639367424720092004e+01, 1.878639213840601618e+00, 1.639335374036088666e+01
1.970000000000000000e+03, 6.788518984032577919e+00, 6.643345594106080831e+00, 6.040147486636261220e+00, 5.018295402475846601e+01, 7.011630294915148909e+01, 9.734498738763589287e+00, 5.860035751189666797e+01, 1.853314551941035404e+01, 1.104720567290144295e+01, 9.969125540931162988e+00, 5.637547648042985315e+01, 1.991413850939352193e+00, 1.645473379460993968e+01
1.971000000000000000e+03, 6.718449130568617811e+00, 6.659038542922063542e+00, 6.041661599006211247e+00, 5.026500987932821829e+01, 7.012668928999278251e+01, 9.583498184950229870e+00, 5.860544009303946922e+01, 1.842727862812308004e+01, 1.094204337803438243e+01, 9.970923927917542784e+00, 5.639114690770526295e+01, 1.830508376181650743e+00, 1.646192822822166235e+01
1.972000000000000000e+03, 6.626700606129301896e+00, 6.669397964184474503e+00, 6.087087017040001768e+00, 5.017440044747171157e+01, 7.039356043383072858e+01, 9.933552986889866432e+00, 5.887068075131625022e+01, 1.832791545154664448e+01, 1.107936546341570683e+01, 9.979492527797200196e+00, 5.635929094957340624e+01, 1.839056727499466026e+00, 1.651186054416830373e+01
1.973000000000000000e+03, 6.648486417129062076e+00, 6.609820737164093352e+00, 6.181451359996169792e+00, 5.022458194293266587e+01, 7.045486767125046867e+01, 1.034089185155529478e+01, 5.897319207137772423e+01, 1.814212773114505595e+01, 1.121499952666251154e+01, 1.002681138335918298e+01, 5.625146133328359355e+01, 1.938944028744715498e+00, 1.653774073043202009e+01
1.974000000000000000e+03, 6.714726401346165829e+00, 6.600068876026369047e+00, 6.306058464830811339e+00, 5.034268982308965690e+01, 7.040636737438039461e+01, 1.031219575134675281e+01, 5.919663024611865154e+01, 1.819730845442989065e+01, 1.141342380755625818e+01, 1.012661843831096853e+01, 5.633731628107589273e+01, 2.016344771856476648e+00, 1.657121507797079829e+01
1.975000000000000000e+03, 6.743319340330781841e+00, 6.734984287560216387e+00, 6.302868987254868216e+00, 5.043263973424904378e+01, 7.028714003962478785e+01, 1.013315632305301506e+01, 5.919765969460105026e+01, 1.827418707180652646e+01, 1.143677565690130038e+01, 1.012648771800588676e+01, 5.639027084118498578e+01, 1.966621924306754199e+00, 1.666046896368533226e+01
1.976000000000000000e+03, 6.782286151489087977e+00, 6.639840717981130069e+00, 6.239434119414220881e+00, 5.066317992731934794e+01, 7.016461981314476759e+01, 1.023491013644270886e+01, 5.929906418249311173e+01, 1.851169100231288667e+01, 1.145317306231260446e+01, 1.015645045149173953e+01, 5.644978102804412856e+01, 1.862198593123284729e+00, 1.665220532696462641e+01
1.977000000000000000e+03, 6.920178298793016047e+00, 6.613221824199335686e+00, 6.156020346575370894e+00, 5.059571131467838256e+01, 7.028261446401700141e+01, 1.002561389994072272e+01, 5.948916016952714614e+01, 1.845274801763369865e+01, 1.134581739368074338e+01, 1.017053711962799234e+01, 5.651138416351930260e+01, 1.947910849422600732e+00, 1.666340668758317278e+01
1.978000000000000000e+03, 6.962884006786163482e+00, 6.718972268241224732e+00, 6.257643268046679808e+00, 5.060975381642088422e+01, 7.047100794348676800e+01, 9.921272909797274053e+00, 5.975720823976613616e+01, 1.840531122962453736e+01, 1.120574227879699514e+01, 1.013207567340686488e+01, 5.638036237886598911e+01, 2.018475985062191391e+00, 1.663587862158539110e+01
1.979000000000000000e+03, 6.966602967871716956e+00, 6.745388785988668090e+00, 6.312553342840976356e+00, 5.073984673743121476e+01, 7.069393872806914203e+01, 9.994933642751467673e+00, 5.994137093753287360e+01, 1.860339600176361330e+01, 1.105218581656356314e+01, 1.005984347798040446e+01, 5.626551380068903541e+01, 1.876902395691317782e+00, 1.673411795112217604e+01
1.980000000000000000e+03, 6.905436024022386654e+00, 6.786923565478677034e+00, 6.256854538765040274e+00, 5.079834621348602752e+01, 7.065514201738501754e+01, 9.888914750214034655e+00, 6.017228513485495967e+01, 1.892936555595015946e+01, 1.122367813281129401e+01, 1.003724195242026518e+01, 5.617945080233578636e+01, 1.892012213767146234e+00, 1.678778696019510974e+01
1.981000000000000000e+03, 6.885660234806245228e+00, 6.735975091178421081e+00, 6.196457501191669159e+00, 5.055438388042016129e+01, 7.063932774222726607e+01, 9.885402205819323385e+00, 6.032052677166017673e+01, 1.849784586929370533e+01, 1.127877390669088697e+01, 1.013836435816811132e+01, 5.614341472944153821e+01, 2.033110233953543844e+00, 1.695985133242065146e+01
1.982000000000000000e+03, 6.845624706561017625e+00, 6.631361950014824203e+00, 6.193710879732315711e+00, 5.036277946243736636e+01, 7.079059718987848271e+01, 1.017322961365843703e+01, 6.046722617341360007e+01, 1.824355140028692901e+01, 1.138978774745610778e+01, 1.026305881267291831e+01, 5.617499888049939472e+01, 1.750729941159256953e+00, 1.704714468139388472e+01
1.983000000000000000e+03, 6.993175538381668943e+00, 6.670294311911654894e+00, 6.128801459269095808e+00, 5.037474608254589725e+01, 7.105563301612079385e+01, 1.050025259171831848e+01, 6.037160204957940834e+01, 1.822597325069026297e+01, 1.164549134502975924e+01, 1.029324841125950485e+01, 5.616355233902763899e+01, 1.762641682999199322e+00, 1.714116568252807937e+01
1.984000000000000000e+03, 7.098286461755387577e+00, 6.743564501366635433e+00, 6.219403804772125177e+00, 5.034266111542179090e+01, 7.133139750216112418e+01, 9.761773226653224000e+00, 6.070761344146640681e+01, 1.831572256692441769e+01, 1.157446694960432865e+01, 1.028731870013705851e+01, 5.623830132090184009e+01, 1.806304156877795775e+00, 1.732842766145437352e+01
1.985000000000000000e+03, 7.077019000464960463e+00, 6.789204907969900837e+00, 6.334183868325737876e+00, 5.053501304070623945e+01, 7.118128120007837367e+01, 1.012274305411650310e+01, 6.083316593723168353e+01, 1.834441039591194667e+01, 1.155398241367807088e+01, 1.024389977786541905e+01, 5.639849553281445083e+01, 2.127988190509060296e+00, 1.733088452104085420e+01
1.986000000000000000e+03, 7.005881215696826203e+00, 6.900075558928535635e+00, 6.380534828401270175e+00, 5.053063812200732485e+01, 7.091835345355238474e+01, 1.060026749083015396e+01, 6.089738941377719073e+01, 1.840613768210641865e+01, 1.147067151110317340e+01, 1.022967968084084944e+01, 5.639657004267408524e+01, 1.889668141044483551e+00, 1.730741602994192618e+01
1.987000000000000000e+03, 7.061585987849099411e+00, 6.889755525779844625e+00, 6.418739092702425708e+00, 5.051887363631328753e+01, 7.080476462689796335e+01, 1.033636016633127852e+01, 6.118528956339400793e+01, 1.830897779250337720e+01, 1.123981011824534271e+01, 1.031638128200629012e+01, 5.638873098348827284e+01, 1.721874704803426859e+00, 1.732282339225809409e+01
1.988000000000000000e+03, 7.078656552484627440e+00, 6.893209515386408803e+00, 6.349307483728866330e+00, 5.047103455984544240e+01, 7.093221512778119120e+01, 1.000582499363079414e+01, 6.108218402730906149e+01, 1.839665865220709762e+01, 1.132223003841466813e+01, 1.038907903457404913e+01, 5.643326245502164795e+01, 1.948088364848315823e+00, 1.734951387964541780e+01
1.989000000000000000e+03, 7.060816050660291054e+00, 6.837153079091880414e+00, 6.143870404313884315e+00, 5.053645824149501919e+01, 7.112503573975250504e+01, 9.970341240893384693e+00, 6.141827622652960628e+01, 1.828598141811229638e+01, 1.162015783902409893e+01, 1.044934674995097268e+01, 5.642075828411658733e+01, 1.891852237850608853e+00, 1.739870627303251283e+01
1.990000000000000000e+03, 6.868605940964089385e+00, 6.874680654848777550e+00, 6.179542019090576765e+00, 5.056891862709903052e+01, 7.104673749295541541e+01, 1.029712226161826472e+01, 6.140888523649731923e+01, 1.844481842770456836e+01, 1.144204430826355789e+01, 1.046626302631433880e+01, 5.635804631558023203e+01, 1.994097973213749153e+00, 1.750285910145748147e+01
1.991000000000000000e+03, 6.778957607656505679e+00, 6.943435409279357984e+00, 6.235264670584914626e+00, 5.061489753921397750e+01, 7.077181415221173211e+01, 1.014558161396915814e+01, 6.129015673270263420e+01, 1.867767531626996558e+01, 1.135089541300944127e+01, 1.044370806774135474e+01, 5.631040952954588619e+01, 1.868758986623469731e+00, 1.754175273750121633e+01
1.992000000000000000e+03, 6.915477825587113436e+00, 6.856170145012753459e+00, 6.339932895950406433e+00, 5.088813483456426923e+01, 7.086710965313687893e+01, 1.037339530051748504e+01, 6.131152983975793092e+01, 1.855646669713264174e+01, 1.116403061490553483e+01, 1.045991410467165217e+01, 5.638025777880488931e+01, 1.688744941022058521e+00, 1.760086906830364839e+01
1.993000000000000000e+03, 6.999253941434783854e+00, 6.696377962310642751e+00, 6.534159061944854407e+00, 5.107445643368156851e+01, 7.129824187651195189e+01, 1.046512986252406385e+01, 6.140070311083409393e+01, 1.858042799885055985e+01, 1.149617301699615091e+01, 1.049417045040969754e+01, 5.656206893583600959e+01, 2.094206725792225665e+00, 1.768192619138728361e+01
1.994000000000000000e+03, 6.998443287388238510e+00, 6.758180995042503802e+00, 6.543654396907659709e+00, 5.120049860326912494e+01, 7.177834462673915539e+01, 1.050767137767382664e+01, 6.173384152571358641e+01, 1.869758266209862541e+01, 1.183692537516978049e+01, 1.047061836267728907e+01, 5.666628173957999337e+01, 1.957185999730384651e+00, 1.777381433981720349e+01
1.995000000000000000e+03, 6.915452744278911545e+00, 6.866335492547644748e+00, 6.451974157469347659e+00, 5.116750169670621062e+01, 7.182709056395498237e+01, 1.099803118563954385e+01, 6.170638869515845926e+01, 1.884366020616090154e+01, 1.142953341403672063e+01, 1.042717280029103222e+01, 5.670109130712616263e+01, 2.077615764698105494e+00, 1.787007357510396943e+01
1.996000000000000000e+03, 7.034254221362465920e+00, 6.851817333760135575e+00, 6.382823107467411994e+00, 5.115381237005800585e+01, 7.171849479400262339e+01, 1.055951894793582291e+01, 6.159902606022171057e+01, 1.879641753132875692e+01, 1.137688873291619096e+01, 1.041523457506612260e+01, 5.662890936061725000e+01, 1.993752785415521256e+00, 1.790519356593540579e+01
