year, CESM2-WACCM, INM-CM5-0, CNRM-ESM2-1, UKESM1-0-LL, ACCESS-ESM1-5, NorESM2-LM, CMCC-CM2-SR5, NorESM2-MM, TaiESM1, CanESM5, MIROC-ES2L, EC-Earth3-Veg, IPSL-CM6A-LR, MPI-ESM1-2-LR, INM-CM4-8, GFDL-ESM4
1.905000000000000000e+03, 1.979278872550651380e+00, 2.362417573050415331e+00, 2.104931570160500254e+00, 1.932223489423514629e+00, 2.437593395894555037e+00, 2.063332624123442205e+00, 2.080920920651077477e+00, 1.865388225396134025e+00, 2.126090032845155520e+00, 2.147854709215324842e+00, 2.309274074774680940e+00, 1.983518361533143093e+00, 2.472558270050515539e+00, 2.268608460180673525e+00, 2.188219445660738671e+00, 2.404764316967132665e+00
1.906000000000000000e+03, 2.086606245034651863e+00, 2.255103217785174863e+00, 2.109517204634816956e+00, 2.115607758790865489e+00, 2.348674954729144559e+00, 2.003704885084900855e+00, 1.967349169121927810e+00, 1.963329030767059891e+00, 2.033752809979302523e+00, 2.127795511368808512e+00, 2.314075739722035951e+00, 2.035700645238215145e+00, 2.499662644610002982e+00, 2.175043972156468275e+00, 2.216917739858968339e+00, 2.296756138650313694e+00
1.907000000000000000e+03, 1.948794986336699786e+00, 2.252567731424119923e+00, 2.214690841146087052e+00, 2.049130726716972717e+00, 2.264893141994377856e+00, 1.974952734422375844e+00, 2.030592397593428799e+00, 1.853157283109796882e+00, 2.071481675999427896e+00, 2.132912277943941781e+00, 2.228466757413650523e+00, 2.204025954979663915e+00, 2.452492098740554738e+00, 2.171481506921273841e+00, 2.155803511331999545e+00, 2.206974555504793933e+00
1.908000000000000000e+03, 2.025744167526663642e+00, 2.142857781032572184e+00, 2.158137051645303117e+00, 2.141434768422938006e+00, 2.279840084064699735e+00, 1.949850002446109398e+00, 2.080396000122838984e+00, 2.004253981787931238e+00, 2.073667384149280313e+00, 2.093034590204071232e+00, 2.331308676530655433e+00, 2.033098708719206726e+00, 2.558869685225382717e+00, 2.138999414413280675e+00, 2.133969314355763203e+00, 2.285699868234679855e+00
1.909000000000000000e+03, 2.020752278817938841e+00, 2.220379471257760695e+00, 2.227447255502030821e+00, 2.069824884905345996e+00, 2.271988472022390404e+00, 1.955304050171772223e+00, 2.252859087137297323e+00, 1.866025024244054586e+00, 1.989901910061939505e+00, 2.213912493124061243e+00, 2.218328136083665747e+00, 2.098061279690300207e+00, 2.518585703742556525e+00, 2.216997429805969144e+00, 2.171441254200037196e+00, 2.329584106931826604e+00
1.910000000000000000e+03, 1.903944600989844638e+00, 2.140509164930792796e+00, 2.189764296018822609e+00, 2.050661332340293352e+00, 2.247600730485580289e+00, 1.982085247912717341e+00, 2.305294411562213597e+00, 1.885734993444581953e+00, 2.036284173906047545e+00, 2.122408813420330720e+00, 2.158329086241613570e+00, 2.105358603161779030e+00, 2.610436646352693124e+00, 2.210053683992815987e+00, 2.124867759385889787e+00, 2.455193552459383088e+00
1.911000000000000000e+03, 1.989573734448839115e+00, 2.166334616310943595e+00, 2.132680360701572297e+00, 2.021356159717753620e+00, 2.332614100034074767e+00, 1.886762423426720847e+00, 2.111499711493597609e+00, 2.035102123877390312e+00, 1.994663189617236876e+00, 2.213289669886273181e+00, 2.258387367707018090e+00, 2.091565774865334681e+00, 2.530559598004029187e+00, 2.161453024334022643e+00, 2.112714924765251467e+00, 2.383679094456676140e+00
1.912000000000000000e+03, 1.998484178758762830e+00, 2.218847532971238490e+00, 2.278251810649525311e+00, 2.055106317409760575e+00, 2.364057804284716457e+00, 2.045818968540677130e+00, 2.045629072880276844e+00, 2.008726162903538892e+00, 1.931931635101025835e+00, 2.185951476914408609e+00, 2.235709536915509332e+00, 2.125701102770637618e+00, 2.558726843639427262e+00, 2.210312261233392306e+00, 2.099911642107503251e+00, 2.362077094246054720e+00
1.913000000000000000e+03, 1.945734579264918995e+00, 2.124238715297388058e+00, 2.145213860826328478e+00, 2.110313452294604097e+00, 2.370424416647937349e+00, 1.921127271949419457e+00, 2.084188320020558205e+00, 1.973752933346117677e+00, 2.009678500832329018e+00, 2.244853252216407302e+00, 2.180512552697952522e+00, 2.057306230586155138e+00, 2.454654669933702849e+00, 2.028315852579301914e+00, 2.109206739207435177e+00, 2.335833402808772163e+00
1.914000000000000000e+03, 1.959554184990420778e+00, 2.201028223475014922e+00, 2.110563255916474645e+00, 2.107542548224103474e+00, 2.561545187224400166e+00, 1.830354345854624976e+00, 2.038859181394867548e+00, 1.990713087876635701e+00, 2.030479911811649885e+00, 2.209608453276177720e+00, 2.229513752974837004e+00, 2.005018810300255527e+00, 2.525978273516367612e+00, 2.205313940426213204e+00, 2.066082710132139511e+00, 2.321178723487280937e+00
1.915000000000000000e+03, 1.963133987670340419e+00, 2.228939122737877643e+00, 2.173600370600913489e+00, 1.979360867561558379e+00, 2.457253879886733827e+00, 1.925377412729254445e+00, 2.099004432079283777e+00, 2.027812363708002774e+00, 2.113647443610795484e+00, 2.030978277818893396e+00, 2.312455760074338951e+00, 1.941271726505901851e+00, 2.576972461358739253e+00, 2.166175308492282792e+00, 2.200634585861230619e+00, 2.297146358033475888e+00
1.916000000000000000e+03, 2.066963485914080412e+00, 2.222994504575094510e+00, 2.196169168649813930e+00, 2.179832999044099662e+00, 2.345511131195791243e+00, 2.023006134275153745e+00, 2.277120587500029991e+00, 1.931435652539616132e+00, 2.123494990681277894e+00, 2.146109181628928830e+00, 2.399012808531091334e+00, 1.991345635934761216e+00, 2.456131448313462418e+00, 2.076492691798323964e+00, 2.111941732038475017e+00, 2.360821361291164600e+00
1.917000000000000000e+03, 2.074504071130965244e+00, 2.099508627639544045e+00, 2.293169739519709704e+00, 1.967666616507565802e+00, 2.258139753790996629e+00, 1.895823799985140168e+00, 2.046870973354861345e+00, 2.007017101103090617e+00, 2.058089893230222067e+00, 2.232009551945275838e+00, 2.295371897414642870e+00, 2.049893237026264359e+00, 2.570275023615881338e+00, 2.145442400936797167e+00, 2.086071044774520100e+00, 2.317564209185907220e+00
1.918000000000000000e+03, 2.065304237312725721e+00, 2.242465032010049875e+00, 2.179654584323909017e+00, 2.085655652067510690e+00, 2.246639122919935616e+00, 2.011186385104655638e+00, 2.128895702490711361e+00, 1.910184873814455564e+00, 2.009851599940021494e+00, 2.212091731330513511e+00, 2.192354141998107409e+00, 2.027235866401734921e+00, 2.546608314862169209e+00, 2.118557164352302014e+00, 2.149963280166997226e+00, 2.291680157995560574e+00
1.919000000000000000e+03, 2.032066409587437672e+00, 2.197874275173947733e+00, 2.190006739746594988e+00, 2.100119765085362467e+00, 2.240436625195804776e+00, 1.940548979913138128e+00, 2.173150525413700684e+00, 1.881112006774561918e+00, 2.085939985863592305e+00, 2.009406572144716741e+00, 2.279190986456579804e+00, 2.030373727797345929e+00, 2.442333610604485283e+00, 2.073054432689716897e+00, 2.114748389201796197e+00, 2.431387024360996740e+00
1.920000000000000000e+03, 1.976747696353803541e+00, 2.186899633036983204e+00, 2.282272283802087465e+00, 2.082199202669039462e+00, 2.251616467964046020e+00, 1.955448155068772342e+00, 2.098397261927644308e+00, 1.988564907703438633e+00, 2.029503697930546302e+00, 2.193906392327157118e+00, 2.338094685450268884e+00, 1.989068503252282571e+00, 2.550924023790717587e+00, 2.243577713295298537e+00, 2.113915709584996083e+00, 2.495014148143404498e+00
1.921000000000000000e+03, 2.092265943528301531e+00, 2.164435197670599997e+00, 2.233220317033710600e+00, 2.018794345062342455e+00, 2.417241165497559408e+00, 2.034052024710096607e+00, 2.219271582009535226e+00, 1.912210699168480632e+00, 1.990164117148231604e+00, 2.093870376966969982e+00, 2.259889649719410087e+00, 1.974817296112602483e+00, 2.620356922665014299e+00, 2.201188472899725301e+00, 2.116720279202843003e+00, 2.271495398914241015e+00
1.922000000000000000e+03, 2.124656217538831715e+00, 2.210552542462814074e+00, 2.186539537780299192e+00, 2.087942710692308967e+00, 2.324842442028081990e+00, 1.983685981457460556e+00, 2.189646422571892348e+00, 1.952763544541547658e+00, 2.013783641171453809e+00, 2.184892762735927363e+00, 2.292348340797185635e+00, 2.106091326591410962e+00, 2.445475569526456727e+00, 2.124500397877182145e+00, 2.183164014270052355e+00, 2.326378369943766788e+00
1.923000000000000000e+03, 2.061652049423587485e+00, 2.369673292141334819e+00, 2.236837111382945498e+00, 2.065961384301266079e+00, 2.406920926840506514e+00, 1.948202064021290703e+00, 2.181647353485381746e+00, 1.888212582535599093e+00, 2.165537185548924271e+00, 2.129024080450446998e+00, 2.162699276327335163e+00, 2.076220647661775498e+00, 2.485517751676110443e+00, 2.120175181566263056e+00, 2.129385873431237641e+00, 2.402012657500282256e+00
1.924000000000000000e+03, 2.061769221666393648e+00, 2.199565314153116180e+00, 2.179034206549509189e+00, 2.233438301864193676e+00, 2.409240650161821318e+00, 2.035372557838819318e+00, 2.138291754112099152e+00, 1.913925817547073693e+00, 2.099327539109957286e+00, 2.151706925812434612e+00, 2.197595990228447871e+00, 2.025271665419874800e+00, 2.616118511627858023e+00, 2.107819306490569478e+00, 1.963419825454800760e+00, 2.339729135940651794e+00
1.925000000000000000e+03, 2.056078584501745077e+00, 2.181572474766197089e+00, 2.263013687520141204e+00, 1.989342077634339567e+00, 2.312635913316836600e+00, 2.050859564037474048e+00, 2.118247004267714839e+00, 1.853654511701688268e+00, 1.928104967327562758e+00, 2.166037721962639662e+00, 2.301276321867987473e+00, 2.127218660952489238e+00, 2.486657800069032920e+00, 2.120832847585713221e+00, 2.229500420786581394e+00, 2.249405673590155086e+00
1.926000000000000000e+03, 2.110701860315313372e+00, 2.249235433088395464e+00, 2.253025786215250736e+00, 2.059761043552400306e+00, 2.531987981231847762e+00, 1.912385985297312851e+00, 2.164226843144760437e+00, 1.873533757546132161e+00, 2.045942219405079143e+00, 2.047783335116621029e+00, 2.259721292603138476e+00, 2.185626809498423029e+00, 2.472770434913222903e+00, 2.077691456298696338e+00, 2.086901742179169794e+00, 2.265346219717708554e+00
1.927000000000000000e+03, 2.050227350833802920e+00, 2.224621475045226671e+00, 2.284514187306013522e+00, 2.053639890238298182e+00, 2.433165601644183607e+00, 2.027647681107752842e+00, 2.231211645580489566e+00, 1.954457197397099000e+00, 2.079714820086970395e+00, 2.074784983900414659e+00, 2.279593716093771594e+00, 2.071779109189131773e+00, 2.430043005949875212e+00, 2.146684070344890394e+00, 2.187313535563493616e+00, 2.340805775183564030e+00
1.928000000000000000e+03, 2.048123713203794161e+00, 2.232917795342516332e+00, 2.259332706015660275e+00, 2.007402052984223584e+00, 2.318927668852648782e+00, 1.887342267594658507e+00, 2.201613938644931157e+00, 1.921385171851412998e+00, 1.996028829649491909e+00, 2.161075133043394825e+00, 2.257611123906199779e+00, 2.021278138148946191e+00, 2.506354458712944933e+00, 2.121619949956147888e+00, 2.140337435703829172e+00, 2.467482137651498597e+00
1.929000000000000000e+03, 2.076055959532480344e+00, 2.196013285045587793e+00, 2.231733857612799632e+00, 2.184287271626506488e+00, 2.293488805475332182e+00, 1.984047433816195305e+00, 2.218908230282089722e+00, 1.880854570540635873e+00, 2.007069142695274699e+00, 2.106585295420613235e+00, 2.286752973824047963e+00, 2.102526619279346143e+00, 2.610049154701557406e+00, 2.110808350539262523e+00, 2.200717264587526589e+00, 2.463887890805991798e+00
1.930000000000000000e+03, 2.049206586321100421e+00, 2.267582521156065845e+00, 2.139293769698989323e+00, 2.106588697718891012e+00, 2.383599486161879888e+00, 1.896353637034874584e+00, 2.090152747334283134e+00, 1.996747486628968504e+00, 2.109705918240114109e+00, 2.169321441521864458e+00, 2.242102645670122740e+00, 2.037449236833905886e+00, 2.566105235521857875e+00, 2.308347894832643021e+00, 2.191015765405235349e+00, 2.428747703647261336e+00
1.931000000000000000e+03, 2.063103034805404246e+00, 2.244705744824386784e+00, 2.310011019244557318e+00, 2.028233016399273225e+00, 2.327920272455064055e+00, 1.931525533816455420e+00, 2.110046535292064984e+00, 1.958561917636588490e+00, 2.152592059762280297e+00, 2.182480668432849491e+00, 2.212610489244706713e+00, 2.104851964147135490e+00, 2.465728747264283260e+00, 2.137522115038298143e+00, 2.156137249861663996e+00, 2.382973659672608768e+00
1.932000000000000000e+03, 1.981548013449219159e+00, 2.257485559663092278e+00, 2.314283134069671455e+00, 1.983876956284155835e+00, 2.338944029551703441e+00, 2.027521677741481287e+00, 2.163603283210529415e+00, 2.034313483108528331e+00, 2.081026281066777006e+00, 2.107411354068111642e+00, 2.361478093814093793e+00, 2.159339810642329827e+00, 2.523669760168614218e+00, 2.088565141468972541e+00, 2.176375077409993253e+00, 2.416353717388027178e+00
1.933000000000000000e+03, 1.998671526603116533e+00, 2.151519386390956079e+00, 2.214294407030350520e+00, 2.009788923706070207e+00, 2.376893313910349637e+00, 1.982565419670342388e+00, 2.222277059855368719e+00, 2.019974176751986761e+00, 2.040708533416586423e+00, 2.122880761392622162e+00, 2.310093231267502656e+00, 2.006343760385769670e+00, 2.586680310564309693e+00, 2.179399728032231032e+00, 2.140076787915408563e+00, 2.421448622120787597e+00
1.934000000000000000e+03, 1.974622107674683047e+00, 2.232688524011657183e+00, 2.174216581331127607e+00, 2.056787673936816496e+00, 2.385228737966917922e+00, 1.918642637028245446e+00, 2.045788224158454405e+00, 2.071747637756480298e+00, 2.039104194428277506e+00, 2.239735530607529057e+00, 2.338816416391077180e+00, 2.041531254357910719e+00, 2.515722006025542523e+00, 2.217361259540838958e+00, 2.088932138617809908e+00, 2.311033103818462831e+00
1.935000000000000000e+03, 2.003508010337077483e+00, 2.243404844273112264e+00, 2.159066201435471122e+00, 2.082544775184953068e+00, 2.361768710492709644e+00, 1.967975313601956877e+00, 2.210874090030896522e+00, 1.986836831819897897e+00, 2.145922042216964698e+00, 2.206303959719629226e+00, 2.297149327477879144e+00, 2.055571541267545044e+00, 2.480679616238730123e+00, 2.164350141875840183e+00, 2.181099560970155782e+00, 2.292630704182149426e+00
1.936000000000000000e+03, 2.116991925709046818e+00, 2.307695433640153837e+00, 2.182808807680019836e+00, 2.057166090193117025e+00, 2.316842104051447304e+00, 2.034988940081482234e+00, 2.215859649572681445e+00, 1.940912730549381848e+00, 2.119766211624804608e+00, 2.170203367006442452e+00, 2.290795301415692986e+00, 1.923793094543154281e+00, 2.473587650962739026e+00, 2.145770185257115159e+00, 2.087166191300796392e+00, 2.343913284370009453e+00
1.937000000000000000e+03, 1.999812103317206713e+00, 2.301674004574237209e+00, 2.214274071398392607e+00, 2.071972952921415256e+00, 2.312462709669065308e+00, 1.976366437493626727e+00, 2.118375005885726914e+00, 1.947858713777964601e+00, 2.073072937582450148e+00, 2.077410159980744631e+00, 2.235477330701769905e+00, 1.928476562672771122e+00, 2.540247690563690153e+00, 2.092628203791856656e+00, 2.119577434173739672e+00, 2.321614198705973298e+00
1.938000000000000000e+03, 2.072109224625920731e+00, 2.189315302480674408e+00, 2.195388523125954006e+00, 2.035256051129537003e+00, 2.470743014961404693e+00, 2.013453476638741080e+00, 2.091441353082692078e+00, 2.002357505392079240e+00, 2.020251145319945429e+00, 2.232578474173232408e+00, 2.369654464642074299e+00, 2.061710548343103078e+00, 2.532704952091541895e+00, 2.175448653561936396e+00, 2.119189086615056450e+00, 2.296347407671942342e+00
1.939000000000000000e+03, 2.199464408803609494e+00, 2.248560330013886333e+00, 2.265095589063430115e+00, 2.034431638405821197e+00, 2.322734242669292737e+00, 2.070952737660110010e+00, 2.049401063485863705e+00, 1.991021827831357616e+00, 2.110789250606203371e+00, 2.192366358565411844e+00, 2.302213445345192344e+00, 2.146710965365354440e+00, 2.498254290708328718e+00, 2.183318509211065628e+00, 2.060937115182170931e+00, 2.342006187673165929e+00
1.940000000000000000e+03, 2.072651544149141767e+00, 2.149134642028491804e+00, 2.234102007182019012e+00, 2.058992059932308383e+00, 2.310138734949797268e+00, 2.104537155755926037e+00, 2.082425229682192569e+00, 2.016431858796353449e+00, 2.026215302455176115e+00, 2.141199817347129830e+00, 2.240325780407040668e+00, 2.099524808081611571e+00, 2.533231195487950060e+00, 2.143304535894338780e+00, 2.188026084638283741e+00, 2.354509747113499696e+00
1.941000000000000000e+03, 1.985523659003271657e+00, 2.292118720627962514e+00, 2.206113375062621618e+00, 1.985084585342042462e+00, 2.362492625383899369e+00, 1.998736208323014907e+00, 2.210157551284940514e+00, 1.960137807672525323e+00, 2.066071931592349475e+00, 2.023005284916973068e+00, 2.306662396225929168e+00, 1.991615818106437175e+00, 2.547309062766627274e+00, 2.110017674656703868e+00, 2.092117070338201934e+00, 2.303505765815801798e+00
1.942000000000000000e+03, 2.100074778508973505e+00, 2.203495115597558396e+00, 2.185817288921724000e+00, 2.065412940320701995e+00, 2.363688660067071012e+00, 1.905480418999030201e+00, 2.046738987082918904e+00, 2.129364475972333803e+00, 2.080506499624320771e+00, 2.137762428025634875e+00, 2.207645861212271576e+00, 2.157552136211105864e+00, 2.550743675880944306e+00, 2.236310488372051264e+00, 2.129136060421179977e+00, 2.245144492788956114e+00
1.943000000000000000e+03, 2.104823738586913073e+00, 2.167750469240667943e+00, 2.187269229495266920e+00, 2.127816901905239977e+00, 2.351265246616370597e+00, 2.068295587366860921e+00, 1.960041637139213089e+00, 1.937134225676291788e+00, 2.112321954750698172e+00, 2.254422174533705636e+00, 2.238608918612498666e+00, 1.990308945163715038e+00, 2.545431677641090573e+00, 2.145677796453043573e+00, 2.121545365924518922e+00, 2.334480158553543294e+00
1.944000000000000000e+03, 2.053334671496757302e+00, 2.125189400193990164e+00, 2.244433165230241389e+00, 2.049147818241304542e+00, 2.208855437780127495e+00, 1.995477026871338655e+00, 2.171849110037833430e+00, 1.941498512700630563e+00, 2.092344977448961973e+00, 2.106307558963220750e+00, 2.293681675844632561e+00, 2.121747754342833137e+00, 2.514209948833594943e+00, 2.147019041607687750e+00, 2.141546585784277035e+00, 2.301968590008375060e+00
1.945000000000000000e+03, 1.981193330013102605e+00, 2.090792734870766001e+00, 2.212992490844023052e+00, 2.017676173352262570e+00, 2.280785867396449174e+00, 2.001282620183622907e+00, 2.151797789747932566e+00, 1.931281232253611480e+00, 2.098568572310238078e+00, 2.082378047902142981e+00, 2.224412847293217865e+00, 2.033199951169869735e+00, 2.482139865830390590e+00, 2.125187921292348570e+00, 2.140434782568465089e+00, 2.261553246732895150e+00
1.946000000000000000e+03, 2.132912598202295396e+00, 2.229427046181528649e+00, 2.296834703180761661e+00, 2.099482128952479432e+00, 2.430662514311413780e+00, 2.005822310411834231e+00, 1.988680437284785718e+00, 1.912040498047624659e+00, 2.046694229800031906e+00, 2.064412760885972364e+00, 2.317163060540893049e+00, 2.020967581873725827e+00, 2.499549986206040408e+00, 2.222386280138354930e+00, 2.084546646587412955e+00, 2.325772335185432915e+00
1.947000000000000000e+03, 1.925810381572013119e+00, 2.268190255263124122e+00, 2.300706395744413157e+00, 2.004186390592265887e+00, 2.394043312168135706e+00, 1.915742280377386697e+00, 2.073010222399859437e+00, 1.985812492216584069e+00, 2.190142768194372369e+00, 2.173482895451710917e+00, 2.230069328883380830e+00, 2.007919673381864722e+00, 2.529529722144582493e+00, 2.167433455264833331e+00, 2.170070508305121493e+00, 2.310885570027912284e+00
1.948000000000000000e+03, 1.927988232230742449e+00, 2.208131165344504598e+00, 2.247603899167245345e+00, 1.919879303979628249e+00, 2.439585132882108542e+00, 2.095276704689896352e+00, 2.183669376107428395e+00, 1.976734331505037856e+00, 2.128014097731723009e+00, 2.313476179416486644e+00, 2.325073989473094294e+00, 2.116407417968091842e+00, 2.540742738268812584e+00, 2.114747221209555494e+00, 2.233525683497893599e+00, 2.302909416251540442e+00
1.949000000000000000e+03, 2.071494730727121869e+00, 2.249956302242943185e+00, 2.209303515987620425e+00, 1.954710926602125420e+00, 2.400257661392707575e+00, 1.975848303187966115e+00, 2.104538773908688043e+00, 1.991119145869215012e+00, 2.014422756391308411e+00, 2.148585092961698528e+00, 2.309328110371763554e+00, 2.115082780930487072e+00, 2.469222984766680451e+00, 2.032999387748390951e+00, 2.152881551837077190e+00, 2.363499736570668031e+00
1.950000000000000000e+03, 1.985901769879418799e+00, 2.217324935336054015e+00, 2.201048121435940530e+00, 1.898318379552770052e+00, 2.297524946122596390e+00, 1.992497724152586080e+00, 2.051342842214445295e+00, 1.963893809644957189e+00, 1.939358426068968466e+00, 2.182018892004000232e+00, 2.321481137100183556e+00, 2.116249045718294752e+00, 2.462705758097128328e+00, 2.152215244198009358e+00, 2.165865036383478159e+00, 2.302063030293137302e+00
1.951000000000000000e+03, 2.009720114992274542e+00, 2.249118318989690835e+00, 2.161334168607693229e+00, 2.054811744176082922e+00, 2.372002954068502145e+00, 2.042517970455784315e+00, 2.181855808568724964e+00, 1.960747927862753981e+00, 2.146312856590694818e+00, 2.134861100762865505e+00, 2.329238490267305561e+00, 1.938951439033021584e+00, 2.554270261885361215e+00, 2.195838211655963601e+00, 2.139947400054075022e+00, 2.236055326921551956e+00
1.952000000000000000e+03, 2.013060703804363527e+00, 2.178656786789487931e+00, 2.127652293509066705e+00, 2.071454853803734064e+00, 2.453606050306654573e+00, 1.908964606446200696e+00, 2.211397306778634775e+00, 2.000258732496785985e+00, 2.099253994880202256e+00, 2.296031936116744276e+00, 2.330398139982045258e+00, 2.084059947918119882e+00, 2.662917828480506621e+00, 2.227225127954266082e+00, 2.140349225993825044e+00, 2.340498243443043691e+00
1.953000000000000000e+03, 2.013443359327470983e+00, 2.093363967507629209e+00, 2.159828689753551689e+00, 2.049825361345002595e+00, 2.313930252612712124e+00, 1.929613862925026568e+00, 2.176322366546497911e+00, 1.990174557841176028e+00, 2.026395107084861813e+00, 2.056116627710599332e+00, 2.292323841027326559e+00, 2.014758680196732765e+00, 2.610277475548519188e+00, 2.217859334295262386e+00, 2.178149210771597399e+00, 2.405360558810631044e+00
1.954000000000000000e+03, 1.845021978984525024e+00, 2.231666848118515123e+00, 2.327187161257980641e+00, 2.211498132852990128e+00, 2.276645372796771927e+00, 2.007767838049099307e+00, 2.162796017264649429e+00, 1.976352061491466028e+00, 2.048939678605671055e+00, 2.120873449088249707e+00, 2.258006729317481476e+00, 2.085573514149314356e+00, 2.500326867647955531e+00, 2.185209844292828940e+00, 2.252037257464056363e+00, 2.374628141011508209e+00
1.955000000000000000e+03, 2.097407550075205407e+00, 2.188448156429625868e+00, 2.151973721006485540e+00, 2.069967833755966158e+00, 2.309937644413311730e+00, 1.950057969683156811e+00, 2.078469980854576793e+00, 1.952244794343481971e+00, 2.155239953961617605e+00, 2.068892111631023045e+00, 2.301205804490511930e+00, 1.995474669840722415e+00, 2.662453019753936001e+00, 2.145853180272432770e+00, 2.094984222867685375e+00, 2.303982572350054436e+00
1.956000000000000000e+03, 2.110558532350133465e+00, 2.332556317750603903e+00, 2.147566228616797357e+00, 2.048522711549412900e+00, 2.277215480440873741e+00, 1.840144567731545777e+00, 2.220033533237074863e+00, 1.984073594634148563e+00, 1.955476861500269781e+00, 2.245457157736483911e+00, 2.294279397564171319e+00, 2.011911825497214590e+00, 2.427777977149830235e+00, 2.094473748407467362e+00, 2.062031574135835488e+00, 2.321457862136342865e+00
1.957000000000000000e+03, 2.072899484136711656e+00, 2.349129482187330531e+00, 2.241691551640005997e+00, 2.071692763411190352e+00, 2.440557465391512526e+00, 1.968367322621157545e+00, 2.195183625728009069e+00, 1.910555281797979399e+00, 1.936904985848127980e+00, 2.085737960026569304e+00, 2.308509916041126431e+00, 2.089224501322032967e+00, 2.481702278954530438e+00, 2.065414756517855999e+00, 2.223968228038850192e+00, 2.205943597141160950e+00
1.958000000000000000e+03, 2.107180489715784422e+00, 2.278617483254783416e+00, 2.297503922374204866e+00, 1.987891324016689998e+00, 2.363421265267364291e+00, 1.961703750317571160e+00, 2.053263804926653169e+00, 1.940338864817743758e+00, 1.876271406027954169e+00, 2.103229646704442679e+00, 2.202242183588146496e+00, 2.047688827053888883e+00, 2.574554983003073616e+00, 1.998497698800416611e+00, 2.196427010416074577e+00, 2.311458048719513325e+00
1.959000000000000000e+03, 2.047813437461309061e+00, 2.179464823318901345e+00, 2.243934654166106935e+00, 2.026613774780955612e+00, 2.367577816412623104e+00, 1.899145874298894254e+00, 1.988824637632913728e+00, 1.893286568502238421e+00, 2.043939118797428289e+00, 2.085174184133950170e+00, 2.277092880660284813e+00, 1.966124707414655060e+00, 2.444483679016978162e+00, 2.091826075868846502e+00, 2.170542589125032507e+00, 2.479487320672017603e+00
1.960000000000000000e+03, 1.991988009917050162e+00, 2.117092320763187541e+00, 2.286735947797733814e+00, 2.111728335674192714e+00, 2.275232724772816795e+00, 2.033366994342850731e+00, 2.072201742064126773e+00, 2.006564377403203370e+00, 2.015082775314991803e+00, 2.220531512551186193e+00, 2.304377110121631489e+00, 2.054778788600196915e+00, 2.469812954614663880e+00, 2.186058543746028704e+00, 2.188516564250676755e+00, 2.292321469159423586e+00
1.961000000000000000e+03, 2.019797293145985329e+00, 2.248006999812696360e+00, 2.287110723650635613e+00, 2.087183447348966769e+00, 2.321464682942371738e+00, 1.881590737927010482e+00, 2.045938442003080837e+00, 1.991334392986554791e+00, 2.033733930472889639e+00, 2.311419780840662241e+00, 2.249728304391277245e+00, 2.060407628056841300e+00, 2.552403325223275399e+00, 2.280355999998791905e+00, 2.128631390867979256e+00, 2.395098755066249474e+00
1.962000000000000000e+03, 1.875768120779390813e+00, 2.152988313159176492e+00, 2.202179271833751173e+00, 2.172421016840942798e+00, 2.357292941138584563e+00, 1.968684391551479118e+00, 2.117794576756753422e+00, 2.013445942984529058e+00, 1.997495195311444371e+00, 2.140130966523350331e+00, 2.280944228699834486e+00, 1.990194644541211311e+00, 2.613500526862471141e+00, 2.144238152330946612e+00, 2.094141174831900543e+00, 2.381846270709764291e+00
1.963000000000000000e+03, 1.916420190953370017e+00, 2.147615472324539976e+00, 2.297613230465790135e+00, 2.017379412039294717e+00, 2.478391133119595580e+00, 1.982525376038271059e+00, 2.138430517991471991e+00, 1.965003947514906146e+00, 2.000876639753179198e+00, 2.147094611085033300e+00, 2.297512212780794982e+00, 2.057237017883446928e+00, 2.582801866944715474e+00, 2.100338260619464492e+00, 2.183711504209528531e+00, 2.347689544644396609e+00
1.964000000000000000e+03, 1.933556435829534736e+00, 2.209692866737003936e+00, 2.199895997486850607e+00, 2.031755627250119378e+00, 2.360176554649132008e+00, 1.992371322294628655e+00, 2.158449487814498191e+00, 1.895495671854869446e+00, 2.020992169604643784e+00, 2.102474572073730563e+00, 2.296320479466527953e+00, 2.061578542344448817e+00, 2.566150986591890781e+00, 2.148082941014952674e+00, 2.136087737995004066e+00, 2.271444845251681777e+00
1.965000000000000000e+03, 1.973701703344862279e+00, 2.211577281167600439e+00, 2.198954729249952944e+00, 2.107233625712357838e+00, 2.367463052390379019e+00, 2.032132928688592521e+00, 2.219861424638251979e+00, 1.955764831774355006e+00, 1.991670161583950716e+00, 2.025289154106539424e+00, 2.227297109252176277e+00, 2.063780352322245992e+00, 2.572742504213020087e+00, 2.126583646588267484e+00, 2.090242001823483520e+00, 2.215246697654511987e+00
1.966000000000000000e+03, 1.958639942865203931e+00, 2.204866928786465952e+00, 2.238048680613922148e+00, 2.158166967930809754e+00, 2.343639149649339615e+00, 2.012545509202196214e+00, 2.095397284546150818e+00, 1.962506820947391262e+00, 1.989350157379948358e+00, 2.093420441455584147e+00, 2.277019125964520274e+00, 2.094238238180897937e+00, 2.585178959372052887e+00, 2.304569033972355019e+00, 2.193334830329601637e+00, 2.255871090592771466e+00
