year, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, CNRM-ESM2-1, NorESM2-MM, INM-CM5-0, CMCC-CM2-SR5, MIROC-ES2L, INM-CM4-8, CESM2-WACCM, ACCESS-ESM1-5, EC-Earth3-Veg, CanESM5
1.912000000000000000e+03, 4.721530861467416074e+00, 8.773018837486526778e+00, 4.535218830759884412e+00, 5.318539613547176970e+00, 8.292005108488051945e+00, 7.645548089663195768e+00, 7.644419076837412952e+00, 4.958140029560100359e+00, 8.980891776502149426e+00, 6.008653145394284856e+00, 9.058566126139242058e+00, 8.692520585485480566e+00, 4.426175688775898287e+00, 6.225156612928995692e+00, 6.910524777706032573e+00, 7.956825515582147013e+00
1.913000000000000000e+03, 4.490917591374827822e+00, 8.459664147932276279e+00, 4.929418356519358113e+00, 5.140796130982319134e+00, 8.938683941940103850e+00, 7.316928992848984237e+00, 6.775145846605183486e+00, 4.695968148443031787e+00, 8.299446628839959317e+00, 6.164609562605697590e+00, 8.868927550532912818e+00, 8.441500953273280317e+00, 4.616142249939591657e+00, 6.175220993057045860e+00, 6.436011956511175747e+00, 8.136241376560455763e+00
1.914000000000000000e+03, 4.189156292804985249e+00, 9.270307792734767460e+00, 4.668609714221035212e+00, 5.170512440542512245e+00, 8.619892512601817103e+00, 7.387802509147316954e+00, 6.563125703659967058e+00, 5.017215503171241764e+00, 8.485219312013688509e+00, 6.087105854176973807e+00, 9.015418751239749895e+00, 8.129430463445451949e+00, 4.663232605807632325e+00, 6.585611727075409760e+00, 6.785830864360629100e+00, 7.892362855370491204e+00
1.915000000000000000e+03, 4.487196711576916464e+00, 9.583594010329763435e+00, 4.746799625459048322e+00, 5.547860173893233160e+00, 8.304885992758736180e+00, 7.594685059047197484e+00, 6.910675456242633352e+00, 5.011922555894472886e+00, 8.619583092930232837e+00, 6.387880632039016682e+00, 9.647997239499545685e+00, 8.277653699598159776e+00, 4.549372044842852958e+00, 6.445313140824218578e+00, 5.776430772372197708e+00, 8.146529292649733023e+00
1.916000000000000000e+03, 4.539079254423768361e+00, 9.213506838676602584e+00, 4.805872487277774496e+00, 5.113957533323126192e+00, 8.584503437680522708e+00, 7.457076858219698678e+00, 7.264890865534806785e+00, 5.132226077795299268e+00, 8.727975968549385399e+00, 6.668189244896773005e+00, 9.323041264329701150e+00, 8.385465307414515124e+00, 4.792508686118795325e+00, 6.274645646769620555e+00, 6.351003785790195089e+00, 8.478705207538400401e+00
1.917000000000000000e+03, 4.135557295045476423e+00, 8.840035036469481966e+00, 4.716001737877252076e+00, 5.601783998187940483e+00, 8.121680619642527077e+00, 7.457582297937994653e+00, 7.346031725300468551e+00, 4.811350876240021890e+00, 7.992648751456195910e+00, 5.932847596107485799e+00, 9.529414434331476613e+00, 8.048763355788056018e+00, 4.901312187023984634e+00, 5.991534218062548156e+00, 6.961195586685645864e+00, 8.574698421805488024e+00
1.918000000000000000e+03, 4.331418932950017009e+00, 9.317597543436944463e+00, 4.557372886888675367e+00, 5.402917719373871996e+00, 8.279508568104919419e+00, 7.088182016314261702e+00, 7.110117910208988867e+00, 4.671259363445284585e+00, 8.338919736702420593e+00, 6.223186206269911480e+00, 8.921076814730314553e+00, 8.305016853695166290e+00, 4.834911212413781634e+00, 5.853990048800246093e+00, 6.109999040402698256e+00, 8.511653965097986330e+00
1.919000000000000000e+03, 4.880182594579672184e+00, 8.964041290989841926e+00, 4.723754503014562012e+00, 5.259612613594004671e+00, 9.132006643141659552e+00, 7.497355322708741276e+00, 7.246712020854958247e+00, 4.815132172580801395e+00, 8.347469326612648288e+00, 6.755130368597583868e+00, 9.321607189924458581e+00, 7.777465166499947458e+00, 4.781400066527124793e+00, 5.840029633685643873e+00, 6.776277219327512924e+00, 8.425218055872056411e+00
1.920000000000000000e+03, 4.889067411947999098e+00, 9.340434505156839151e+00, 4.888584008963847261e+00, 5.398769937480002667e+00, 8.767086816127891424e+00, 7.834623908506838319e+00, 7.563557495400637265e+00, 4.984459267495479295e+00, 8.469329854557582138e+00, 6.008161717755820419e+00, 9.489483995906649483e+00, 8.473572959048649267e+00, 4.695396577790024395e+00, 5.867419577291665078e+00, 6.076036634575439521e+00, 8.240705518886692005e+00
1.921000000000000000e+03, 4.512842692193415495e+00, 9.404625231360320470e+00, 4.689768258707100124e+00, 5.507067707217981223e+00, 8.662956446350545292e+00, 7.534980197193934082e+00, 7.593308681544447936e+00, 4.731173056798282595e+00, 8.779576758338025755e+00, 6.770322516358933562e+00, 9.651962152035032716e+00, 8.309819227154919830e+00, 5.024768200604516011e+00, 6.238154314082569485e+00, 6.276925413992816338e+00, 8.063962693801105530e+00
1.922000000000000000e+03, 4.561834049550052228e+00, 9.298248702958783696e+00, 4.817719705969722988e+00, 5.270944890132785332e+00, 9.044072769597407913e+00, 7.477230199497248542e+00, 7.273169372946230560e+00, 4.916321813778885996e+00, 8.535331687426582548e+00, 6.535326725923650493e+00, 9.055177912027941645e+00, 8.768095449701950983e+00, 5.312260699869514546e+00, 6.285783840755366114e+00, 6.798954831640255492e+00, 8.253309856159839697e+00
1.923000000000000000e+03, 4.532722811903353133e+00, 8.917636656441807474e+00, 4.897736244802436190e+00, 5.162822301577100426e+00, 8.796716268350561307e+00, 7.697983683749587414e+00, 7.602358647160610161e+00, 4.827998913318087837e+00, 8.982526573935679437e+00, 6.176272446704438757e+00, 8.742269877976360348e+00, 8.335338709628043574e+00, 4.892598652700892004e+00, 6.327457103875449462e+00, 6.635090584487506327e+00, 8.319894021817562546e+00
1.924000000000000000e+03, 4.432591609712813963e+00, 9.528815932248896559e+00, 5.194745794129557837e+00, 5.457970159316737124e+00, 9.279600643258007153e+00, 7.926146722703047764e+00, 7.490447484940289335e+00, 4.833696373468955088e+00, 8.480047446301590242e+00, 6.415008257488200805e+00, 8.776782295016507973e+00, 7.365437458419267003e+00, 5.198641638306650492e+00, 6.289523340305821719e+00, 6.435775847773901326e+00, 8.802724042345067446e+00
1.925000000000000000e+03, 4.599027375669320961e+00, 9.349296619876202641e+00, 4.347009367596275098e+00, 5.393780175672309163e+00, 8.938150588946729869e+00, 7.173916341973355593e+00, 7.694291629369939933e+00, 4.462155096867192583e+00, 8.430276241630345169e+00, 6.397820287551715168e+00, 9.096705731200579237e+00, 8.320529890308051790e+00, 4.836936187914587570e+00, 6.246093313188743501e+00, 6.460997675293370435e+00, 8.474737108568538346e+00
1.926000000000000000e+03, 4.489921312220424454e+00, 9.371047967425264247e+00, 4.718244997385262707e+00, 5.399591486839585563e+00, 8.754396052749500612e+00, 7.152214968442783594e+00, 7.380839284687261248e+00, 4.795927721446584080e+00, 8.816676006573015201e+00, 6.408029408994805110e+00, 9.380832640807494016e+00, 7.846125006558301251e+00, 4.874007051765068432e+00, 6.479377941649109296e+00, 6.750665633570221758e+00, 8.194806200374200600e+00
1.927000000000000000e+03, 4.441624394661269015e+00, 9.263966006266620923e+00, 5.109515126426574128e+00, 5.189403749828118251e+00, 8.952725425107809443e+00, 7.419432360187799169e+00, 7.560154279238846087e+00, 5.062459903522973370e+00, 9.057019212836857847e+00, 6.707619430335980404e+00, 9.993019720035443143e+00, 8.138120620585699072e+00, 4.983047949548038424e+00, 6.894938341040353080e+00, 6.419311401984768573e+00, 8.339559601110451581e+00
1.928000000000000000e+03, 4.410458783719707121e+00, 9.481476658437799188e+00, 4.733902387983632387e+00, 5.457341632399691278e+00, 8.091442351421438417e+00, 8.022586031871242085e+00, 7.525074661246701879e+00, 5.032785250098021024e+00, 8.510690758203548256e+00, 6.518895991505107901e+00, 9.477791245602734449e+00, 8.511073780186404036e+00, 4.897065637226224233e+00, 6.461794563087934762e+00, 7.107933227256110875e+00, 8.195188951167780900e+00
1.929000000000000000e+03, 4.789403247482557191e+00, 8.843859543077376983e+00, 4.816631708775553022e+00, 5.640898344692780952e+00, 8.677466624179940524e+00, 8.062290877622841023e+00, 7.522769449596871993e+00, 4.793996655284085584e+00, 8.447409579503988297e+00, 6.476866437125246456e+00, 9.747090706552361539e+00, 8.359526474384962214e+00, 4.898990928866074235e+00, 6.412783341016091931e+00, 6.490461657813602514e+00, 8.472016877050215555e+00
1.930000000000000000e+03, 4.702649401044487476e+00, 9.516061437593192451e+00, 4.870396046994323491e+00, 5.679665528284854048e+00, 9.279315426452612314e+00, 8.022046198761668023e+00, 7.263381419120078952e+00, 4.990638732558981161e+00, 8.928894889499011001e+00, 6.426134355337174142e+00, 9.127892058485565840e+00, 8.426218041936360592e+00, 4.941503380887118269e+00, 6.279278569960092149e+00, 6.773544712810863899e+00, 7.860718155472238067e+00
1.931000000000000000e+03, 4.813082670099524840e+00, 9.281571819596329931e+00, 5.252804472666303681e+00, 5.591310490196176985e+00, 8.496053688855003116e+00, 7.485585453742928053e+00, 7.671184459415613333e+00, 4.995833328890221026e+00, 8.596893418877469273e+00, 6.250321680000849867e+00, 9.083566026142380068e+00, 8.345436503869349210e+00, 5.292816086968702649e+00, 6.362726060029340047e+00, 6.631453946120977605e+00, 8.629342733466415893e+00
1.932000000000000000e+03, 4.726977130946622196e+00, 8.855389303276920643e+00, 4.685804355263567089e+00, 5.539783542358716950e+00, 8.448709203592164485e+00, 8.286420365546046440e+00, 8.060733893434402830e+00, 4.878736039831776061e+00, 8.625672703767635952e+00, 6.672246782141153965e+00, 9.535850159968397577e+00, 8.539180203217117793e+00, 5.192834995279936194e+00, 6.188759666657587033e+00, 6.866566030726915848e+00, 8.243219406056564225e+00
1.933000000000000000e+03, 4.599042093942381726e+00, 9.147540597967410037e+00, 4.717812987202506747e+00, 5.410725254087821234e+00, 8.483235675454128710e+00, 7.863920852150477536e+00, 7.200511549341397810e+00, 5.078326391610312740e+00, 7.911119365519100555e+00, 6.740300451303053109e+00, 9.380265014333277307e+00, 8.521084591130001940e+00, 4.947815785307902559e+00, 6.062981584386692546e+00, 6.158460522333777831e+00, 8.364646119708712746e+00
1.934000000000000000e+03, 4.417986611649492801e+00, 9.523695313205108093e+00, 5.315081134231643745e+00, 5.509044753309035869e+00, 8.409335975502949978e+00, 7.772329441754108004e+00, 7.488639427492949530e+00, 5.211250506706800678e+00, 8.958026773260977293e+00, 5.902753096493984941e+00, 9.459059570263436356e+00, 8.106230858535319328e+00, 4.790553098229765716e+00, 6.380466826833537830e+00, 6.795761252793727003e+00, 8.418471343670168139e+00
1.935000000000000000e+03, 4.951077203608821975e+00, 9.358237893374086624e+00, 4.878775742052546605e+00, 5.270855283377275491e+00, 8.608294971361070580e+00, 7.346005573513999742e+00, 7.146400787027162416e+00, 5.169491406809488154e+00, 8.819371858448707968e+00, 6.701008944344789775e+00, 9.767278750288248546e+00, 8.408981493031673082e+00, 5.226203732680661851e+00, 6.205386963595874938e+00, 6.356588514001630053e+00, 8.466918773965881329e+00
1.936000000000000000e+03, 4.643694664775824599e+00, 9.188897668874130176e+00, 4.762397610508180890e+00, 5.710107411164792701e+00, 8.778728178886828104e+00, 7.518948104102928909e+00, 7.621566466836008580e+00, 4.864527019639117711e+00, 8.700652823485068410e+00, 6.853509883303821049e+00, 9.561614080483515465e+00, 8.263937477392676811e+00, 5.320393709807934357e+00, 6.250969573413845737e+00, 6.625500393105943076e+00, 8.548633762281827586e+00
1.937000000000000000e+03, 4.526281044719453028e+00, 9.095862151406082674e+00, 5.107867842091381227e+00, 5.991111795643476512e+00, 8.674514990314307283e+00, 7.352899904854075963e+00, 7.156847359739912484e+00, 5.102694725203648751e+00, 8.765221056946881362e+00, 5.943616026523202756e+00, 9.342814386637703805e+00, 7.926479506775310213e+00, 4.752193138042426490e+00, 6.386584097529183879e+00, 5.880313556716025403e+00, 8.451236929060938152e+00
1.938000000000000000e+03, 4.643513188796126734e+00, 9.511844997802905155e+00, 4.835523469320205159e+00, 5.850395527427993514e+00, 8.456046191615966379e+00, 7.526215713625319381e+00, 7.359036636764670014e+00, 4.982313274090604871e+00, 8.284950668927432815e+00, 6.355290296778437487e+00, 9.142731919485298064e+00, 8.162926474278133782e+00, 5.246185864213717132e+00, 6.366101754026122883e+00, 6.743054014364293636e+00, 8.661694419021946700e+00
1.939000000000000000e+03, 4.528264162323076825e+00, 9.261987140534094110e+00, 4.832273070893079669e+00, 5.692772289552403997e+00, 8.676090284506637218e+00, 7.260109824967681647e+00, 7.171374408322636285e+00, 5.174696820167932643e+00, 8.543865839796238149e+00, 6.372807076524083847e+00, 1.008747973904733541e+01, 7.634816784358334552e+00, 5.113004447327431201e+00, 6.674058595337798216e+00, 6.308079104127578773e+00, 8.667714350534792445e+00
1.940000000000000000e+03, 5.028984325159566282e+00, 9.674900653666234973e+00, 4.955556916789279676e+00, 5.339396332563630665e+00, 9.003279313626176616e+00, 7.315494381901770815e+00, 7.437025808902905766e+00, 5.212193899523995810e+00, 8.376998408499831683e+00, 6.162181503592406351e+00, 9.518018322974411305e+00, 8.238976076302821028e+00, 5.098991532797508164e+00, 6.443670093921743280e+00, 6.668043132868721301e+00, 8.570482393551939637e+00
1.941000000000000000e+03, 4.834987410515940276e+00, 9.167114693875978659e+00, 4.797208099105659151e+00, 5.788281893555770274e+00, 8.691869631968449639e+00, 7.301060636991773656e+00, 7.590280072805051681e+00, 5.239588937635573096e+00, 9.190478691110278930e+00, 7.031540599782924339e+00, 9.881618290560524542e+00, 8.202873482859393661e+00, 4.979224341028798406e+00, 6.545645667137137025e+00, 6.146043652952556613e+00, 8.382485942725834249e+00
1.942000000000000000e+03, 4.534154006894659084e+00, 9.505728405280789772e+00, 4.952590997735944356e+00, 5.719775100360513065e+00, 8.732078641639560601e+00, 7.477190285321902330e+00, 7.169044459587954776e+00, 5.238410721210822629e+00, 8.711933536789224775e+00, 6.025870772899436290e+00, 9.037898633156281392e+00, 8.680257541018125522e+00, 5.227275580001008670e+00, 6.230728842667735634e+00, 6.619149265724384001e+00, 8.452311573281344081e+00
1.943000000000000000e+03, 4.361609167659101338e+00, 9.498578173974125960e+00, 5.347148952819293477e+00, 5.903358746022718151e+00, 8.869710693827705938e+00, 7.311557898304849701e+00, 7.260649708460786833e+00, 5.058918400514717639e+00, 8.708113744877866935e+00, 6.318914333218367041e+00, 8.974004790088514483e+00, 8.386189113302167542e+00, 4.970362640800970233e+00, 6.354157418597276674e+00, 6.551486593356108834e+00, 8.654080420349433922e+00
1.944000000000000000e+03, 4.479445268851312001e+00, 9.583139327863420931e+00, 4.767873137743122491e+00, 5.856041042875079761e+00, 9.361349696756409600e+00, 7.132164360983777485e+00, 7.955160465244966339e+00, 5.121976039220504262e+00, 8.656224777772937529e+00, 6.730314146997456781e+00, 9.460445094696147805e+00, 8.344365616634979332e+00, 5.183775805586058105e+00, 6.121008619584373811e+00, 6.847210450020968509e+00, 8.385114805679297234e+00
1.945000000000000000e+03, 4.915135678425444965e+00, 9.379519486049831656e+00, 4.721096460624442770e+00, 5.867023367181338322e+00, 8.546088390968652249e+00, 6.969052236102114328e+00, 7.810384872284743096e+00, 4.729897013467136091e+00, 8.063352301649333143e+00, 6.664525832200946631e+00, 9.167737448010120360e+00, 8.102778508754989062e+00, 4.997447848235761825e+00, 5.924743564782620986e+00, 7.292115908677349267e+00, 8.103431141871329402e+00
1.946000000000000000e+03, 4.780760614533304143e+00, 9.702550736479535587e+00, 4.895567894848539936e+00, 5.588863137197426667e+00, 9.115308876150558959e+00, 7.174829417684283506e+00, 7.776743298836772844e+00, 4.975910304790000183e+00, 8.454980722665107251e+00, 5.977255065221760866e+00, 9.119077146493220098e+00, 7.983009204483886734e+00, 5.189239567416658261e+00, 6.208667422794698076e+00, 6.770942640560746462e+00, 8.530951087675520128e+00
1.947000000000000000e+03, 4.776648451081944025e+00, 9.298573863480951829e+00, 5.135177956468964133e+00, 5.944196737783577156e+00, 8.977864204767863399e+00, 7.170908136743984862e+00, 7.919744143744856579e+00, 5.051082509194348091e+00, 8.798060508361400522e+00, 6.197536588819559711e+00, 9.543952605732901162e+00, 8.588198823245587477e+00, 4.901230113956899004e+00, 6.568867275300542374e+00, 6.278093078389285431e+00, 8.392039992515842428e+00
1.948000000000000000e+03, 5.026060316124546290e+00, 9.470567457457663707e+00, 4.985962379374517361e+00, 5.944362582686622432e+00, 8.540026688048557801e+00, 7.478029011411631011e+00, 7.979263938611267371e+00, 5.304717997745356683e+00, 8.560528371252480895e+00, 7.322481351639249958e+00, 9.660909847226747615e+00, 8.450030667039079901e+00, 4.679982458007981627e+00, 6.652838669119061521e+00, 6.634398830953502468e+00, 8.884512808865261846e+00
1.949000000000000000e+03, 4.623221361131106377e+00, 8.860865584123574834e+00, 4.792390302509833333e+00, 5.900745897140832419e+00, 7.983995579242763263e+00, 7.440664383477897381e+00, 7.451689471765481798e+00, 5.262484440333388136e+00, 8.600320536995797127e+00, 6.711018200116718901e+00, 1.002993856161886299e+01, 8.749403018355659256e+00, 5.067259001371072991e+00, 6.897304905006051534e+00, 6.262901994096353064e+00, 8.679605229487886930e+00
1.950000000000000000e+03, 4.760903340418304097e+00, 9.613981963034563094e+00, 4.768654322951192626e+00, 5.469391501410603595e+00, 7.749823699342308636e+00, 7.626901705150924471e+00, 7.486311586513182625e+00, 5.155596287272163458e+00, 8.954864375258685172e+00, 5.833133996015311240e+00, 9.775063666446929034e+00, 8.354717099179412187e+00, 4.953620020005780944e+00, 6.746879177944136607e+00, 6.933899949009149744e+00, 8.847018024883077203e+00
1.951000000000000000e+03, 4.780633321585922246e+00, 9.280321787031132530e+00, 5.012842865585243501e+00, 6.060671961975439892e+00, 8.443488965466128704e+00, 7.237134642307381682e+00, 7.289279532298470698e+00, 5.096639728419605220e+00, 9.266800053709999929e+00, 6.606303663375597601e+00, 9.510275705375436317e+00, 8.493827941546191695e+00, 5.103259915392705182e+00, 6.283133780456052975e+00, 5.800194839380777623e+00, 8.589971963130134114e+00
1.952000000000000000e+03, 4.584702759400660632e+00, 9.786340765528287022e+00, 4.757287922143603964e+00, 6.012228833339475997e+00, 8.724257301057148695e+00, 7.125699045248128805e+00, 6.984515523675897342e+00, 5.093419806641220404e+00, 8.695830138858045899e+00, 7.007817234872188550e+00, 9.542321694447545966e+00, 8.653711687734100266e+00, 5.493200373240074263e+00, 6.795484346136200671e+00, 7.091207861651746214e+00, 8.593786785165635322e+00
1.953000000000000000e+03, 4.906799917549196977e+00, 9.408328638455138559e+00, 5.070675323829843428e+00, 6.029815393864114803e+00, 8.482295685446869626e+00, 7.541623908752844052e+00, 7.122772860941857687e+00, 5.345207797528613192e+00, 8.247800721331067564e+00, 6.656544285618696044e+00, 9.437131423463821278e+00, 8.112088721408595049e+00, 5.112754685472857830e+00, 6.345456788861759456e+00, 6.277144001974693133e+00, 8.421405076048653626e+00
1.954000000000000000e+03, 4.930039956764263209e+00, 9.180196966587239160e+00, 4.846373118866461382e+00, 5.677862041915773261e+00, 9.279531926339364745e+00, 7.858026952333212023e+00, 7.787826543137053470e+00, 5.392311614307113921e+00, 8.890094303170053891e+00, 6.416165925839088402e+00, 9.336983301889164366e+00, 8.523317090363640602e+00, 4.609975265197008731e+00, 6.328568976883138575e+00, 6.751163261998105014e+00, 8.582250436818835482e+00
1.955000000000000000e+03, 4.983761962380870436e+00, 9.291501747349668605e+00, 5.113062159749535596e+00, 6.148945189761609420e+00, 9.067077039616407319e+00, 7.335013023927047904e+00, 6.981724557117466645e+00, 5.219763072819582739e+00, 8.693966659927117036e+00, 6.466800466116859880e+00, 9.099825148061480462e+00, 8.464189604524065658e+00, 5.464273967611097405e+00, 6.295997062187841387e+00, 6.459610364353227219e+00, 8.492473806862859576e+00
1.956000000000000000e+03, 4.974168487697625984e+00, 9.382814594698158928e+00, 4.902328392851018179e+00, 5.854713084087833863e+00, 8.692558502962967282e+00, 7.239880336718198528e+00, 7.248989206757926240e+00, 5.308249500708332569e+00, 9.060152001160881596e+00, 7.186311765593861978e+00, 9.867396298615803474e+00, 8.267068698674872707e+00, 5.654029137271881389e+00, 6.197892743800247572e+00, 6.146455559844311800e+00, 8.751431142965492072e+00
1.957000000000000000e+03, 4.918133774654800838e+00, 8.931512198072569575e+00, 4.437929994345634732e+00, 5.756394875244117415e+00, 8.846792041320162170e+00, 6.800672073534465234e+00, 7.744976565290283332e+00, 4.928178173916693439e+00, 9.214851003479655134e+00, 6.964062379182924367e+00, 9.113052775724547416e+00, 8.398987095131476011e+00, 5.286440567137855595e+00, 6.482952161519571987e+00, 6.971734659717314209e+00, 8.355213749664610390e+00
1.958000000000000000e+03, 5.021481058032138733e+00, 8.604833902588026717e+00, 4.677340956652364490e+00, 5.845642656976770546e+00, 8.763869758783028985e+00, 7.301242737439453734e+00, 7.934105462320175661e+00, 5.280491605421587131e+00, 8.968773517688626740e+00, 5.984172977698261064e+00, 9.224980545189573888e+00, 8.211499193606526248e+00, 5.137262329578066833e+00, 6.533008973040304035e+00, 6.177640869398913992e+00, 8.718772500429940564e+00
1.959000000000000000e+03, 4.833307207797472138e+00, 9.104500953925494855e+00, 4.879807157855996280e+00, 5.751083875901676024e+00, 8.405443745838303116e+00, 7.500112951525717442e+00, 7.873937320092109005e+00, 4.991010463157359744e+00, 8.567157561417445777e+00, 6.450687146752360768e+00, 9.069813120665475736e+00, 8.644613008199566906e+00, 5.305648794754360686e+00, 6.719813239984874897e+00, 6.431905430539034185e+00, 8.328259845989142818e+00
1.960000000000000000e+03, 4.888158332472800183e+00, 9.669666512403196634e+00, 5.025524385430575336e+00, 5.843294697943984595e+00, 8.794200359392785771e+00, 7.462146494053557788e+00, 8.138949788337299651e+00, 5.470144955543386089e+00, 8.137768971682714181e+00, 6.483711060351491362e+00, 9.360599801319347435e+00, 8.569097943406390527e+00, 5.176068269474236594e+00, 6.469007205060245624e+00, 6.677053913689459108e+00, 8.729143484931382702e+00
1.961000000000000000e+03, 4.714177174694607508e+00, 1.001823779855668128e+01, 4.981338146323411209e+00, 5.778748276405886841e+00, 8.631539965055589292e+00, 7.450453104634395807e+00, 8.138000550093988039e+00, 5.436744162896722798e+00, 8.939623036190429417e+00, 6.455222277458822155e+00, 9.405763794354694340e+00, 8.425587274307211771e+00, 5.437799558411969159e+00, 6.589423161777732574e+00, 6.737864030250179326e+00, 8.795370776464450202e+00
1.962000000000000000e+03, 5.130677588939630773e+00, 9.729966642557014822e+00, 4.840473552596353812e+00, 5.972065859438187019e+00, 9.905682749694934230e+00, 7.372029512939354490e+00, 7.381133039582955746e+00, 5.048744247527413798e+00, 8.603105588804080384e+00, 6.657590323515455211e+00, 9.584006095476109266e+00, 8.465004700391796533e+00, 4.874824303010366400e+00, 6.642944321383606798e+00, 6.757052993895628745e+00, 9.291385971483524742e+00
1.963000000000000000e+03, 4.769854523114399392e+00, 9.143417795080898358e+00, 4.906061887649855180e+00, 6.285100931167738381e+00, 9.549155970334970434e+00, 7.687251899458100723e+00, 8.100573649983138225e+00, 5.310471734166201330e+00, 8.697741800781900068e+00, 6.828797166432312160e+00, 9.204219653781489541e+00, 8.804195088362980925e+00, 5.043427923163335436e+00, 6.875174116899858134e+00, 6.756834401963061509e+00, 8.330744266485551108e+00
1.964000000000000000e+03, 4.976581645192800885e+00, 9.255004075923752183e+00, 4.817616929236368861e+00, 5.885949178635475398e+00, 8.312633608177156574e+00, 7.300617182892081836e+00, 7.826646183856630579e+00, 5.308697955150885051e+00, 8.738662565802419735e+00, 6.731147894690499456e+00, 9.506501100753553146e+00, 8.305251386461135255e+00, 5.387369972489767456e+00, 6.844781394266555630e+00, 6.712187035195186446e+00, 8.447461930406031883e+00
1.965000000000000000e+03, 4.882790743021796054e+00, 9.401347030639211511e+00, 4.989148875943549832e+00, 5.857549992571928321e+00, 9.347837469288286627e+00, 7.115932536401358810e+00, 7.512818575080522088e+00, 5.246728590207252019e+00, 9.240383989945271992e+00, 7.234703570540551354e+00, 9.768392054151796344e+00, 8.154162458396903901e+00, 5.089199081975412930e+00, 7.084494470455318549e+00, 6.749771720352531368e+00, 8.435619187891738591e+00
1.966000000000000000e+03, 5.049733068188993812e+00, 9.876323125799094882e+00, 4.785671969005479198e+00, 6.019890513223111306e+00, 9.631281449618123602e+00, 7.025157005047185876e+00, 7.961273032554732509e+00, 5.310434623676731469e+00, 8.771376533196137970e+00, 6.037602725345069921e+00, 9.948649833594386038e+00, 8.763728524933220854e+00, 5.053646246273587828e+00, 6.907157823523193407e+00, 7.145970508250322872e+00, 8.474920541005587893e+00
1.967000000000000000e+03, 4.947496412350526285e+00, 9.261446287068812566e+00, 5.008718685891808242e+00, 6.121555041203428971e+00, 8.910453599222350363e+00, 6.939249482839097816e+00, 7.573391444951697693e+00, 5.007169241716589170e+00, 9.007159604899875660e+00, 6.744320089552034325e+00, 9.109917499222827786e+00, 8.243229881103308898e+00, 5.469713757916246699e+00, 6.482469275069781212e+00, 6.370532631733563989e+00, 8.739785008194230542e+00
1.968000000000000000e+03, 4.848620484120764296e+00, 1.004117427167192389e+01, 5.064120816605804265e+00, 6.088218203720177968e+00, 8.779187317824636239e+00, 7.574921352941292874e+00, 7.307843700005278720e+00, 5.357833890301661128e+00, 8.856492408717810960e+00, 6.729010773549632951e+00, 9.254087786486273615e+00, 8.785356190866915327e+00, 5.316140331496667315e+00, 6.269383607367172040e+00, 6.819129645302063558e+00, 9.006292107096907529e+00
1.969000000000000000e+03, 5.040525700792728436e+00, 9.266658576387289514e+00, 4.818073782757876344e+00, 6.147754869852186665e+00, 9.542807921971592222e+00, 7.319437716823540718e+00, 8.123776432438980066e+00, 5.087378038500975919e+00, 8.372595818950028246e+00, 6.617892003825178726e+00, 9.430683397790406985e+00, 8.623446633108054371e+00, 5.664855341441640491e+00, 6.496023339278046649e+00, 7.034900174975812881e+00, 8.571834876856184948e+00
1.970000000000000000e+03, 5.261212019591521738e+00, 9.375656896080698743e+00, 4.779493868068338536e+00, 6.044944457205321697e+00, 8.884952687485439426e+00, 7.074802695494127214e+00, 7.859774858000968756e+00, 5.166452368646509363e+00, 8.937109936588742087e+00, 7.052507417428995673e+00, 9.552724440856245280e+00, 8.138890182246584004e+00, 5.299592275248699025e+00, 6.872779596238429711e+00, 7.019329163357355128e+00, 8.409482771066349116e+00
1.971000000000000000e+03, 5.099245704991156813e+00, 9.052027944089649836e+00, 5.217266034915732043e+00, 6.110498304913380530e+00, 8.777021622241072407e+00, 7.173551335827701436e+00, 8.375869462490213024e+00, 5.217612103572306204e+00, 8.817444067095172144e+00, 7.138738075082199153e+00, 9.763067397658131696e+00, 8.609305567046263263e+00, 5.409149750871074858e+00, 6.473026198374737916e+00, 6.890575108528902426e+00, 8.638217465753390556e+00
1.972000000000000000e+03, 5.134881718388178307e+00, 1.003827803916377270e+01, 5.015600264329268754e+00, 6.238189034625609253e+00, 8.823068877345555450e+00, 7.402754000318619632e+00, 7.942602957256566398e+00, 5.422112386296308983e+00, 8.878091537430268687e+00, 6.856748240505648795e+00, 9.463514012693744704e+00, 8.691636194392700077e+00, 5.447514177415651027e+00, 6.589010136592132305e+00, 6.983093581828360819e+00, 8.877893499044352765e+00
1.973000000000000000e+03, 5.100912969011468512e+00, 1.015567852432137386e+01, 4.788451648028551055e+00, 6.375167659614842108e+00, 8.943925240687743639e+00, 7.513055227607551956e+00, 7.986065778483128597e+00, 5.410718196787886569e+00, 8.951214632681185890e+00, 6.634632525250546031e+00, 9.635308530367918678e+00, 7.702939923507043041e+00, 5.783692995761106737e+00, 6.985678866119611641e+00, 7.136525438670176413e+00, 8.884296571147107358e+00
