year, MPI-ESM1-2-LR, EC-Earth3-Veg
1.935000000000000000e+03, 5.630253602591914388e-10, 2.372353801454751121e-10
1.936000000000000000e+03, 5.241383018390108791e-10, 2.151278535649823553e-10
1.937000000000000000e+03, 5.296733026424439862e-10, 2.520420430002397915e-10
1.938000000000000000e+03, 5.492546559495236193e-10, 2.048941072156552417e-10
1.939000000000000000e+03, 5.370232535177460015e-10, 2.846108597250444071e-10
1.940000000000000000e+03, 5.729694770600299076e-10, 2.292774014761929904e-10
1.941000000000000000e+03, 5.457930546227031696e-10, 2.630937463798131586e-10
1.942000000000000000e+03, 5.545220581194851543e-10, 2.321637717886611526e-10
1.943000000000000000e+03, 5.509186509967614061e-10, 2.604860537740476091e-10
1.944000000000000000e+03, 5.624632352552076323e-10, 2.509020585952807538e-10
1.945000000000000000e+03, 5.512912277591653063e-10, 2.870931443155098399e-10
1.946000000000000000e+03, 5.663099135779262029e-10, 2.845140020818762030e-10
1.947000000000000000e+03, 5.541559150518906713e-10, 2.807507315635430829e-10
1.948000000000000000e+03, 5.718079883539297650e-10, 2.669086503356640458e-10
1.949000000000000000e+03, 5.319900165192086035e-10, 2.855239656792004255e-10
1.950000000000000000e+03, 5.575137952538950458e-10, 2.647165279620808036e-10
1.951000000000000000e+03, 5.481234065976070555e-10, 3.232455964416018075e-10
1.952000000000000000e+03, 5.770979683278495907e-10, 2.576179356827082339e-10
1.953000000000000000e+03, 5.550842415161676523e-10, 3.442923444553349745e-10
1.954000000000000000e+03, 5.419861807020834510e-10, 2.639034806994710413e-10
1.955000000000000000e+03, 5.566117333888481868e-10, 3.211791268439940882e-10
1.956000000000000000e+03, 5.524624619603089377e-10, 2.908992520130256192e-10
1.957000000000000000e+03, 5.325172374151516238e-10, 3.146249757106666698e-10
1.958000000000000000e+03, 5.052149130296150743e-10, 3.225888392020536274e-10
1.959000000000000000e+03, 5.210679107549057442e-10, 2.976080165272805547e-10
1.960000000000000000e+03, 5.682730267498258043e-10, 3.045750963981319642e-10
1.961000000000000000e+03, 5.980873773270642455e-10, 3.218120846060674663e-10
1.962000000000000000e+03, 5.741407189459264818e-10, 3.144201500382981854e-10
1.963000000000000000e+03, 5.547075271479992234e-10, 3.203768345083800387e-10
1.964000000000000000e+03, 5.626135106199078724e-10, 3.275889018419460534e-10
1.965000000000000000e+03, 5.589258328877349642e-10, 3.041392585937237424e-10
1.966000000000000000e+03, 5.864432190857904394e-10, 3.099621011961135368e-10
1.967000000000000000e+03, 5.705535945023559920e-10, 3.116025745684275453e-10
1.968000000000000000e+03, 5.957403481833897382e-10, 2.813648235415359639e-10
1.969000000000000000e+03, 5.602495365143802423e-10, 3.059919562824858623e-10
1.970000000000000000e+03, 5.582020573756042472e-10, 3.033140779786579122e-10
1.971000000000000000e+03, 5.492432496337242796e-10, 2.955859380159520535e-10
1.972000000000000000e+03, 5.896820506726548024e-10, 3.009411001299642253e-10
1.973000000000000000e+03, 6.173071115331236999e-10, 3.021105133582870104e-10
1.974000000000000000e+03, 5.904215606564754892e-10, 3.101847787845653666e-10
1.975000000000000000e+03, 5.711594970863860214e-10, 3.102476274794684129e-10
1.976000000000000000e+03, 5.973033047345909673e-10, 3.014286666992582734e-10
1.977000000000000000e+03, 5.486717442174179123e-10, 3.257808244668789833e-10
1.978000000000000000e+03, 5.637768414271804921e-10, 2.970022932634550678e-10
1.979000000000000000e+03, 5.596556736820895006e-10, 2.877777584924887821e-10
1.980000000000000000e+03, 6.157422019003136235e-10, 3.285110343450041612e-10
1.981000000000000000e+03, 5.919038921340594466e-10, 2.943448339426940907e-10
1.982000000000000000e+03, 5.942366916299589286e-10, 3.304214636020395814e-10
1.983000000000000000e+03, 6.074587504257404561e-10, 2.739448896008377447e-10
1.984000000000000000e+03, 6.332267528129876210e-10, 2.976779168073871228e-10
1.985000000000000000e+03, 5.919288100502582690e-10, 2.961711824997004225e-10
1.986000000000000000e+03, 6.180832615174434413e-10, 3.361532780687444629e-10
1.987000000000000000e+03, 5.931429261327988089e-10, 3.040268860965527682e-10
1.988000000000000000e+03, 5.912508432717467730e-10, 3.307023173170104225e-10
1.989000000000000000e+03, 6.133361131429396504e-10, 3.021832590324088697e-10
1.990000000000000000e+03, 5.930166747755250611e-10, 3.032305939090464411e-10
1.991000000000000000e+03, 6.122344834901495926e-10, 3.043246343053363671e-10
1.992000000000000000e+03, 6.467908243140013866e-10, 3.351756902596664760e-10
1.993000000000000000e+03, 6.276586811163845594e-10, 3.367720081032077255e-10
1.994000000000000000e+03, 6.350777446688831450e-10, 3.154945116204785049e-10
1.995000000000000000e+03, 6.114306080162106373e-10, 3.246249742396448748e-10
1.996000000000000000e+03, 6.510518570694433853e-10, 3.133248908217219207e-10
1.997000000000000000e+03, 6.629889356132937448e-10, 3.373419974505998445e-10
1.998000000000000000e+03, 6.936280776739141859e-10, 3.281734070508661518e-10
1.999000000000000000e+03, 6.909027438671678678e-10, 3.415667467593810753e-10
2.000000000000000000e+03, 6.777839144962582539e-10, 3.207470147086033920e-10
2.001000000000000000e+03, 6.533933730630590870e-10, 3.459807303648302566e-10
2.002000000000000000e+03, 6.123001822283256400e-10, 3.146295203372010662e-10
2.003000000000000000e+03, 6.489064408036559560e-10, 3.174448398979929078e-10
2.004000000000000000e+03, 6.676499275485118711e-10, 3.238405526908530261e-10
2.005000000000000000e+03, 6.858936386904923146e-10, 3.534258837314356161e-10
2.006000000000000000e+03, 6.474454786896758053e-10, 3.233235919139410406e-10
2.007000000000000000e+03, 6.690707129482772631e-10, 3.509108717814712567e-10
2.008000000000000000e+03, 7.047164228488073400e-10, 3.359059449116456448e-10
2.009000000000000000e+03, 6.934449679781909279e-10, 3.336432287641887150e-10
2.010000000000000000e+03, 6.822661347480088467e-10, 3.422464456324251931e-10
2.011000000000000000e+03, 6.983613442364218737e-10, 3.281854067701552760e-10
2.012000000000000000e+03, 7.667494085333488264e-10, 3.617050741243739177e-10
2.013000000000000000e+03, 7.247600304405019210e-10, 3.429032532849802230e-10
2.014000000000000000e+03, 7.096302582911986885e-10, 3.374482698859395014e-10
