year, MPI-ESM1-2-LR, EC-Earth3-Veg
1.850000000000000000e+03, 5.223856662626265980e-10, 3.753542996474826248e-11
1.851000000000000000e+03, 5.286402868563215844e-10, 3.369520025248608870e-11
1.852000000000000000e+03, 5.167887422072979665e-10, 3.719479184755903034e-11
1.853000000000000000e+03, 5.573176355453246148e-10, 3.673654500176233712e-11
1.854000000000000000e+03, 5.922367429361803294e-10, 4.000057750119909984e-11
1.855000000000000000e+03, 5.858926029040886817e-10, 4.226399584845448661e-11
1.856000000000000000e+03, 5.661401624791396644e-10, 3.931798156579574337e-11
1.857000000000000000e+03, 5.610069051588777954e-10, 4.232550434610279855e-11
1.858000000000000000e+03, 5.802743111020402932e-10, 4.544419919756379892e-11
1.859000000000000000e+03, 5.687375383777904004e-10, 4.360336418129334287e-11
1.860000000000000000e+03, 5.467370070302704690e-10, 4.262966910234749852e-11
1.861000000000000000e+03, 5.851617820481350162e-10, 4.561458064228198248e-11
1.862000000000000000e+03, 5.657620845297151495e-10, 4.182068363394430432e-11
1.863000000000000000e+03, 5.385153268060591972e-10, 4.431342519188745824e-11
1.864000000000000000e+03, 5.615415328455512464e-10, 4.695675612962218118e-11
1.865000000000000000e+03, 5.936250338343649524e-10, 4.271415035440566119e-11
1.866000000000000000e+03, 5.893341530561977028e-10, 4.559484086119989191e-11
1.867000000000000000e+03, 5.807599681115279871e-10, 4.458518200401872978e-11
1.868000000000000000e+03, 5.619875437291007471e-10, 4.606571857005496255e-11
1.869000000000000000e+03, 5.100768147642913054e-10, 4.557180723798280275e-11
1.870000000000000000e+03, 5.115938828772672188e-10, 4.712853083902701600e-11
1.871000000000000000e+03, 5.605047833735776203e-10, 4.548702360603943653e-11
1.872000000000000000e+03, 5.740215905678742754e-10, 4.740617634434084280e-11
1.873000000000000000e+03, 5.192601475932536635e-10, 5.131109548945453687e-11
1.874000000000000000e+03, 5.070489836662151531e-10, 5.462811127529812661e-11
1.875000000000000000e+03, 5.199730496063181265e-10, 5.673066043737422450e-11
1.876000000000000000e+03, 5.607623526400723045e-10, 6.150561607879862619e-11
1.877000000000000000e+03, 5.640775336984056223e-10, 6.943248654924899953e-11
1.878000000000000000e+03, 5.579025553676079713e-10, 6.975438068763900419e-11
1.879000000000000000e+03, 5.041408349517373983e-10, 7.883668088699250993e-11
1.880000000000000000e+03, 5.753755454744461276e-10, 7.057654193245105877e-11
1.881000000000000000e+03, 5.549046378551949186e-10, 7.731372855223081357e-11
1.882000000000000000e+03, 4.940926696326458846e-10, 8.109488189033216359e-11
1.883000000000000000e+03, 5.278063948818549603e-10, 7.429964455853536135e-11
1.884000000000000000e+03, 5.311821188612135785e-10, 8.851054755278024545e-11
1.885000000000000000e+03, 5.528228873790743111e-10, 8.304556800771004788e-11
1.886000000000000000e+03, 5.364379186217853701e-10, 8.082585051644506068e-11
1.887000000000000000e+03, 5.269674998582683099e-10, 9.077644955066590255e-11
1.888000000000000000e+03, 5.072513126873193775e-10, 8.019793241597633470e-11
1.889000000000000000e+03, 5.490829987850502013e-10, 9.246580456099024621e-11
1.890000000000000000e+03, 5.346660455846296841e-10, 8.473474682483161421e-11
1.891000000000000000e+03, 5.191474748993389775e-10, 1.016443893938253985e-10
1.892000000000000000e+03, 4.742297384483813330e-10, 1.005535130630768740e-10
1.893000000000000000e+03, 5.215231400064867527e-10, 1.025541049362855686e-10
1.894000000000000000e+03, 5.296421764436119560e-10, 1.127994226627764269e-10
1.895000000000000000e+03, 5.309855739096811158e-10, 1.199688634108396172e-10
1.896000000000000000e+03, 5.251160457232620186e-10, 1.261263082208646387e-10
1.897000000000000000e+03, 5.408318574000509760e-10, 1.321164653936593893e-10
1.898000000000000000e+03, 5.443558911300205988e-10, 1.349550113790329628e-10
1.899000000000000000e+03, 5.376921970544772637e-10, 1.440908829832308673e-10
1.900000000000000000e+03, 5.160196638538232840e-10, 1.355417392686042665e-10
1.901000000000000000e+03, 5.133898438973162910e-10, 1.576961782031684956e-10
1.902000000000000000e+03, 5.384540726418711244e-10, 1.612645730407249877e-10
1.903000000000000000e+03, 5.268811517506389468e-10, 1.672611472409033729e-10
1.904000000000000000e+03, 5.563476836798419451e-10, 1.473396558872501776e-10
1.905000000000000000e+03, 5.471424865313303521e-10, 1.536976150982743780e-10
1.906000000000000000e+03, 5.540527316599177346e-10, 1.413234929741674885e-10
1.907000000000000000e+03, 5.459274213577570880e-10, 1.885574209192346766e-10
1.908000000000000000e+03, 5.223198175438866623e-10, 1.543804447688326221e-10
1.909000000000000000e+03, 5.394000925422461478e-10, 1.692515914359918092e-10
1.910000000000000000e+03, 5.193225020923635879e-10, 1.561764264899128547e-10
1.911000000000000000e+03, 5.371297658503923063e-10, 1.849179856558162026e-10
1.912000000000000000e+03, 5.137946604839811200e-10, 1.680071187265384525e-10
1.913000000000000000e+03, 4.825751080351169666e-10, 1.850678488831551610e-10
1.914000000000000000e+03, 5.205788331832312255e-10, 1.599338139875191646e-10
1.915000000000000000e+03, 5.526010341089072707e-10, 1.711892566259619388e-10
1.916000000000000000e+03, 5.303880626460578329e-10, 1.471733271620019873e-10
1.917000000000000000e+03, 5.127068760293527745e-10, 1.731337726451447140e-10
1.918000000000000000e+03, 5.318644249965386895e-10, 1.827257859529539306e-10
1.919000000000000000e+03, 5.254493821964764861e-10, 1.644083898763397736e-10
1.920000000000000000e+03, 5.376399505176402192e-10, 1.855916476844291717e-10
1.921000000000000000e+03, 5.374514823519792110e-10, 1.647782854524871665e-10
1.922000000000000000e+03, 5.382341230162163533e-10, 1.723078552722255079e-10
1.923000000000000000e+03, 5.123338927025438046e-10, 2.022991742977978064e-10
1.924000000000000000e+03, 5.457951069134505588e-10, 1.774097706498800520e-10
1.925000000000000000e+03, 5.583946414241528929e-10, 1.940395600215875666e-10
1.926000000000000000e+03, 5.586351565003387191e-10, 1.836073230615067324e-10
1.927000000000000000e+03, 5.400825106590038071e-10, 2.017216790035594315e-10
1.928000000000000000e+03, 5.480031430878224179e-10, 1.900084918216062550e-10
1.929000000000000000e+03, 5.181892693646360588e-10, 2.189168917533973172e-10
1.930000000000000000e+03, 5.462854438733006566e-10, 1.946488140114957635e-10
1.931000000000000000e+03, 5.483993746978017598e-10, 2.227990567006600228e-10
1.932000000000000000e+03, 5.182961216186974807e-10, 2.089892477711025542e-10
1.933000000000000000e+03, 5.395067074961770774e-10, 2.345736455379267207e-10
1.934000000000000000e+03, 5.600383501089161667e-10, 1.905496778799574416e-10
