year, CESM2-WACCM, GFDL-ESM4, CMCC-ESM2, CNRM-ESM2-1, CanESM5, MPI-ESM1-2-LR, MIROC-ES2L, UKESM1-0-LL
1.969000000000000000e+03, 5.554561393438805789e-10, -2.896649703200492307e-10, 2.694650413815339827e-10, 8.021725104084535620e-10, -3.970262444828090395e-10, -4.206495523272906977e-10, 4.251145918374841424e-10, -8.768457811841477646e-11
1.970000000000000000e+03, 2.294410511574850078e-10, -2.084347072652632329e-10, 4.240388246624829134e-10, 2.958699890785485493e-10, -5.674025928036728345e-10, 1.544451227546533992e-10, 3.160394425828458861e-11, 8.696029018589809137e-11
1.971000000000000000e+03, 1.673343640470133184e-10, -2.057950110751423262e-10, 1.454692349841508000e-10, 9.780786024666955647e-10, -1.691070815290817414e-10, -2.973171144546427003e-10, 5.767051533169168857e-10, -5.066025444074898579e-10
1.972000000000000000e+03, 2.595089299539568590e-10, -1.529556759096991992e-11, -2.051116894008950119e-10, 4.528400115508060217e-10, -2.682909263414956124e-10, 3.394626673144407721e-10, 1.888376009184616490e-10, -6.654960569102702335e-11
1.973000000000000000e+03, 2.261734362503415326e-10, 7.413406487154675525e-11, -7.063120524109628030e-10, 7.154667063120808315e-10, -1.398949496444153680e-10, 3.489781411709949307e-10, 2.553631629993199875e-10, -4.273475045053931984e-11
1.974000000000000000e+03, 2.877889241280279341e-10, -1.587049852032670798e-10, -2.320477481569592353e-10, 4.414513115062723255e-10, -2.263023876785693935e-10, 3.127706671310095525e-13, 3.107311760714013286e-10, -3.656370873286988494e-10
1.975000000000000000e+03, -1.400214986879836885e-12, 6.463513453086709924e-11, 2.012682090087386334e-10, 5.367792597695971051e-10, 3.623196919794517339e-11, 1.531138374915342301e-10, 2.304857210601848104e-10, 1.210978866825494605e-10
1.976000000000000000e+03, 4.647242835517116287e-10, -2.857086857688859619e-10, 8.323239320516687218e-11, 8.685173952127942725e-10, -1.193007128749641886e-10, 2.215262142149844045e-10, 6.369879718980953111e-10, -1.362910985838106112e-10
1.977000000000000000e+03, 5.196711217065168763e-10, 2.538058782986582508e-10, 4.672185193158429368e-10, 1.034800813814112096e-09, -4.030437132319999695e-10, -4.868318907629126140e-10, 4.885041740519259128e-10, 1.077742482888602130e-11
1.978000000000000000e+03, 3.092167067180625048e-10, 2.419902415316206429e-10, -3.071760819932964954e-10, 8.714670814780400367e-10, -1.576124120519989600e-10, -3.784623965766417361e-10, 6.714219535851281035e-10, -4.425448905962126276e-10
1.979000000000000000e+03, 3.153799461565341165e-10, 3.017576103465355338e-10, -7.542678942132104647e-10, 7.669859880196287794e-10, 3.605363112612596808e-12, -1.974917466585698688e-10, 1.555780497891714813e-10, 9.645264996807340540e-11
1.980000000000000000e+03, 1.890141553466005702e-10, -1.109257611235432974e-09, -1.902356634786005286e-11, 7.131642935733808815e-10, -6.863193428458795566e-10, 2.257729043520376600e-10, 7.644838879280168835e-10, -3.232355888578985067e-10
1.981000000000000000e+03, 1.228390305362523586e-10, -3.546619930953690649e-10, 1.085195724814867071e-09, 3.803189445015584790e-10, -3.527186303176025057e-10, 1.991394981981776415e-10, -3.903560346409294800e-10, 6.662538463901234349e-11
1.982000000000000000e+03, 3.421145373154197328e-10, -9.747618236046876926e-11, -9.347766370177085341e-11, 4.461843263901340300e-10, -1.041026154968442886e-10, 4.624112647287250931e-11, 8.309058120585660053e-12, 2.820892447028795696e-10
1.983000000000000000e+03, 6.017476311546569758e-10, -8.090096708156334200e-12, -7.998022961028708700e-10, 1.264927935311280367e-09, 1.695382614147331997e-10, 3.154517289499217004e-10, 5.250126410085476169e-10, 6.952782536988891599e-11
1.984000000000000000e+03, 4.413256270591616168e-10, 4.276136348652321111e-10, -2.996917586256450564e-10, 6.157068626701882435e-10, 2.107730610954396232e-10, 5.856985016772343112e-10, -8.834869864428694199e-11, 3.883131815626796554e-10
1.985000000000000000e+03, 5.445431690009336557e-10, -6.423534580723124939e-11, 2.450799511629875380e-10, 8.977453952704035711e-10, -7.251215587835319787e-11, -1.675367083399703369e-10, 1.939786360801401267e-10, -4.607047341548557865e-10
1.986000000000000000e+03, 2.417448459169269259e-10, 2.846827035554971300e-10, 3.183125245089055983e-10, 8.751476617442261690e-10, -1.335098276570397160e-10, 1.508653542420179106e-10, -2.303915569540993658e-10, 4.634628613564772835e-11
1.987000000000000000e+03, 2.406474503404167255e-10, -1.401302877755753887e-11, -6.347294668825519572e-10, 2.979471060908584612e-10, 2.593694954192152679e-10, 5.002053585586112037e-11, 1.001179618633854156e-09, -6.114599058208220406e-11
1.988000000000000000e+03, 3.109265884786826486e-10, 9.439235635140914882e-11, -1.403006479865848030e-11, 1.061825182922859524e-09, -3.364601012207272212e-10, 8.508449063739346803e-11, 5.146590269672986006e-10, 5.784437590968990389e-11
1.989000000000000000e+03, 1.468094300460056422e-10, 8.916117826635652620e-11, 4.110230093535434220e-10, 5.277353962963822091e-10, 4.239396173167669193e-10, -9.708644971285998311e-11, 3.133177980136509024e-10, 1.265107298758334749e-10
1.990000000000000000e+03, -3.736347606747728185e-11, -1.376488202166965842e-10, -3.663207135388878767e-10, 2.943875082057035720e-10, 4.009571066742358486e-10, -1.443504811378383893e-10, 9.343874583752669092e-10, 1.584245245619110100e-10
1.991000000000000000e+03, 1.984393385214238789e-10, 1.287097498157098061e-10, -1.692692257947901448e-10, 5.682157904324401915e-10, -1.959557362077852190e-10, 4.149357884356538392e-10, 3.179904010662970502e-10, -2.962463377082363152e-10
1.992000000000000000e+03, 2.070397905886481531e-10, 2.203645632394394026e-10, -7.509347224076824116e-10, 5.416984187236101605e-10, -2.029582359463382142e-10, 4.866853121438433835e-10, 8.261587269410862988e-10, 1.243432531680358133e-10
1.993000000000000000e+03, 6.284740440596037241e-10, 3.050012421392176117e-10, -5.573260644358847679e-10, 6.028772047808894188e-10, 3.678360833782681306e-10, 4.019101659726281964e-10, 5.972387538063889573e-10, 1.435771922081976552e-10
1.994000000000000000e+03, 4.269373632579498480e-10, 1.586212818367662919e-10, 1.910583998003577947e-09, 5.169946698178758293e-10, 2.094829840613636445e-10, 2.357296005187671984e-10, 4.582878524429286988e-10, 1.492770645425261136e-10
1.995000000000000000e+03, 1.852796444995873699e-10, -1.287262416628750642e-10, 2.466034125475983077e-10, 1.674753752650999596e-10, 1.674433962864857476e-10, -2.282496824980857436e-10, 8.784889957825573238e-10, 1.040998979637758485e-10
1.996000000000000000e+03, 3.931640956973662036e-10, 4.802744807325526375e-10, 2.130615694040362215e-10, 1.050827120682790624e-09, -1.639114450027010353e-10, 1.726715746793463383e-11, 1.192927814555116853e-09, 2.392212801360524355e-10
1.997000000000000000e+03, 6.273259849151725724e-10, 4.331779511516746905e-10, -5.633111316989988353e-11, 1.003111336742391765e-09, -4.404063496990679004e-11, 4.829520546803927406e-10, -5.187846777957472672e-11, 7.207992082044563419e-11
1.998000000000000000e+03, 1.427699659452817002e-10, 7.047967834610153846e-11, -8.163448062793558928e-10, 9.903759119318906867e-10, 4.451499273218632129e-11, 8.918514597883497791e-10, 5.027332425864941404e-10, 4.863230286328401083e-10
1.999000000000000000e+03, 2.062434991902885706e-10, 1.724717233994786238e-10, 1.834432369197622556e-10, 1.153565939065538908e-09, 6.482884889716892442e-11, 5.630447736877781749e-10, 4.634704957241524091e-10, 1.077019015788126469e-10
2.000000000000000000e+03, 6.518409902148296207e-10, 1.794232737806983952e-10, 2.032810494269532535e-10, 9.495363509328067021e-10, 4.611527790829492971e-10, 3.088198602650077007e-10, 2.796822685411180220e-11, 7.023356453880521530e-10
2.001000000000000000e+03, 3.726417396090737331e-10, 2.343695720923091939e-10, -7.151482714190663945e-10, 1.049924101361336726e-09, 9.610861196578685819e-11, -1.342407294757658644e-11, 4.962540712461280661e-11, 2.759303090166051221e-10
2.002000000000000000e+03, 3.482637085847801318e-10, -7.141363558203889150e-11, 5.536306596604856030e-10, 2.035500890925787558e-11, -1.907707858236593935e-10, -8.493380595262020369e-10, 3.896748843136065675e-10, 7.214295690864363030e-10
2.003000000000000000e+03, -2.003331666164402990e-10, 3.330897121169611918e-10, 3.970886519567334322e-11, 1.113732660880550822e-09, 2.424861758233226258e-11, 5.270856868474164909e-10, 6.535795501256285647e-10, 6.902093163781132856e-10
2.004000000000000000e+03, 3.750563984595433914e-10, -2.049192883179153697e-10, -4.014383662908593594e-10, 9.295032163154080426e-10, 2.226698704572586517e-10, 6.455371875699414905e-10, 4.183227750313888308e-10, 6.985776739563465976e-10
2.005000000000000000e+03, 3.400606400550485798e-10, 1.962254693950681480e-10, -2.005961860495840682e-10, 8.216387966373346184e-10, 1.124971216501726708e-10, 5.431396569539193710e-10, 8.308539323948898210e-10, 6.632014975656421032e-10
2.006000000000000000e+03, 4.550891952843778279e-10, 7.590534996309300629e-10, -4.869241780641683601e-10, 8.987922193684430732e-10, 7.759426169017017493e-10, -4.614940338609719447e-10, 7.787530287272631809e-10, -1.885550066581309439e-11
2.007000000000000000e+03, 4.688580116963313340e-10, -2.099465639664687765e-10, -1.110189020798230167e-09, 3.753429011114684366e-10, 2.770182592178994843e-10, 4.533483729120565885e-11, 2.527688226478966094e-10, -3.609933931162542245e-11
2.008000000000000000e+03, 7.809931715545241089e-10, -2.349590361804830562e-11, -3.687048572458950853e-10, 6.759309754712837367e-10, 1.875935890069970101e-10, 5.768231406051461121e-10, 8.782395280694120808e-10, 6.982901354187238476e-10
2.009000000000000000e+03, 2.284481217939656060e-10, 4.072411304084003686e-10, 6.420568654822123281e-10, 9.941268111257394764e-10, 7.217820818041504764e-11, 3.315373548661195557e-10, 1.200239085805161418e-09, 3.940703792432350004e-10
2.010000000000000000e+03, 3.110252641422690333e-10, 2.271580129592025255e-10, -4.442205149010650227e-10, 6.059380916533995754e-10, 2.974011061930752064e-10, -2.376106287505692781e-11, 9.169713913248822387e-10, 6.655067517951131494e-10
2.011000000000000000e+03, 4.455278111763807768e-10, 5.928127134943865701e-10, -9.703961500330697422e-10, 5.982503290375930370e-10, 3.258138251572574405e-10, 2.595132958191463749e-10, 8.921707366300232946e-10, 3.648803657038311376e-10
2.012000000000000000e+03, 6.290486426754968262e-10, 3.686017300273287574e-10, -2.284373699871980185e-10, 5.568533761851221733e-10, 6.129229991426099386e-10, 1.046245823168920626e-09, 1.045576624191461124e-09, 2.943499628331738341e-10
2.013000000000000000e+03, 6.007769742065547441e-10, 4.215152970181334289e-10, 1.956340250927804462e-10, 2.463588447190665502e-10, 5.870437558864605619e-10, 6.467191242256974730e-10, 9.431228008179606604e-10, 7.783921044762266577e-10
2.014000000000000000e+03, 3.226617319349349991e-10, -5.847538557251994593e-10, 4.688024278016265328e-10, 2.288726921950696710e-10, 4.865359519976368454e-10, 4.567072420510156564e-10, 1.117606253486927010e-09, 1.126955787167651347e-09
