year, IPSL-CM6A-LR, CMCC-ESM2, ACCESS-ESM1-5, MIROC-ES2L, CESM2-WACCM, UKESM1-0-LL, MPI-ESM1-2-LR, CNRM-ESM2-1
1.884000000000000000e+03, 6.550415860284384873e-10, 5.169842029287477195e-11, 1.053146199651763948e-10, 7.441956233484184386e-10, 1.141071049030206051e-10, 1.165404129416341343e-11, 3.831309972215332109e-10, 1.521650893054585473e-10
1.885000000000000000e+03, 6.565130532327381362e-10, 5.222762200679284021e-11, 1.035701901473557159e-10, 7.504943657629881568e-10, 1.241759496960179033e-10, 1.256270567943616339e-11, 3.982242765821998124e-10, 1.461818103962094102e-10
1.886000000000000000e+03, 7.080685334944581878e-10, 5.305707470153377068e-11, 1.024489151939691034e-10, 7.585900283395548540e-10, 1.283383433698122372e-10, 1.306814525233616999e-11, 4.145906041029919216e-10, 1.402134973944266210e-10
1.887000000000000000e+03, 7.364744095134173543e-10, 5.407601890441335249e-11, 1.014078357661856318e-10, 7.667067145748672978e-10, 1.253666774101200156e-10, 1.376357280688513041e-11, 4.092244650838585839e-10, 1.339241301427638588e-10
1.888000000000000000e+03, 7.189500368441540268e-10, 5.527739078134614808e-11, 1.009313247837832368e-10, 7.730613094458824197e-10, 1.214839405593579122e-10, 1.489372086884632531e-11, 4.138542266675269682e-10, 1.274418785086621160e-10
1.889000000000000000e+03, 7.410824028655908658e-10, 5.665002641643175085e-11, 1.003751730106308271e-10, 7.843541905911523147e-10, 1.224477638552409657e-10, 1.524668932965846144e-11, 4.120858446192493531e-10, 1.209398828085574628e-10
1.890000000000000000e+03, 7.580812026681495468e-10, 5.965501321100382305e-11, 9.964475134915934767e-11, 8.561626223829234588e-10, 1.304258267035997676e-10, 1.865238818508960136e-11, 4.013532065146563368e-10, 1.143331342581310101e-10
1.891000000000000000e+03, 7.830288195466732296e-10, 6.409502250210147445e-11, 1.229053265391995388e-10, 8.762561603296188468e-10, 1.406292625428367701e-10, 2.481391474417552318e-11, 4.000608521608590350e-10, 1.147336847961246284e-10
1.892000000000000000e+03, 7.713305669879110508e-10, 6.833905629618387464e-11, 1.338675088313300686e-10, 8.867066007246743059e-10, 1.397652735705840465e-10, 3.124150304766059778e-11, 3.999474547999576233e-10, 1.211106709432297306e-10
1.893000000000000000e+03, 8.346258794708984617e-10, 7.218239878478207876e-11, 1.391853884958099264e-10, 9.013839043031851897e-10, 1.467107737170469200e-10, 3.537462100241847734e-11, 4.044065615823362122e-10, 1.276543936393541223e-10
1.894000000000000000e+03, 8.312008659714748368e-10, 7.569028344063117754e-11, 1.417063722167292761e-10, 9.182701476405281216e-10, 1.603668150217613264e-10, 3.818607546923145870e-11, 4.186602582688522706e-10, 1.343021428575832739e-10
1.895000000000000000e+03, 8.384877532317441673e-10, 7.885377555953937754e-11, 1.437956809884742641e-10, 9.380471411495096953e-10, 1.624314582922810672e-10, 4.133811048318235280e-11, 4.325175596733102999e-10, 1.411718341824532449e-10
1.896000000000000000e+03, 8.487168641851754340e-10, 8.180366467328343977e-11, 1.461261960820929114e-10, 9.498795448303003522e-10, 1.712781424834386802e-10, 4.477314595388661736e-11, 4.425759072089638987e-10, 1.480277680221153804e-10
1.897000000000000000e+03, 8.718348720517674932e-10, 8.454289730224384537e-11, 1.472593028124254568e-10, 9.546313529216634006e-10, 1.713059389401931769e-10, 5.113928619562428455e-11, 4.463539365120052175e-10, 1.550528170254344479e-10
1.898000000000000000e+03, 8.795917192588611324e-10, 8.715449148167986451e-11, 1.484554199040084456e-10, 9.656629375160045578e-10, 1.805627040203750401e-10, 5.624670139591890597e-11, 4.537066763228666845e-10, 1.620296455401655388e-10
1.899000000000000000e+03, 8.814050361900926322e-10, 8.970664064269871332e-11, 1.499002128416229666e-10, 9.749552864507158705e-10, 1.833557746488562704e-10, 5.909581927248689535e-11, 4.639230738953124253e-10, 1.692292241599895885e-10
1.900000000000000000e+03, 9.158963568899603658e-10, 9.089049128399957876e-11, 1.515352356272753020e-10, 9.178361273545237175e-10, 1.990631049181388570e-10, 4.386274264867541492e-11, 4.872828327084663163e-10, 1.762770915474490854e-10
1.901000000000000000e+03, 8.765200783588063873e-10, 9.188204036316715826e-11, 1.247250050905077219e-10, 9.097238153231100586e-10, 1.992979026746901929e-10, 2.451237275081998081e-11, 4.946008601991066472e-10, 1.782701202398916706e-10
1.902000000000000000e+03, 9.180574686031526437e-10, 9.397439479335072495e-11, 1.138377060679697784e-10, 9.028841255776305205e-10, 1.831495666250832285e-10, 1.702477365892572557e-11, 4.995112839583543064e-10, 1.700888721278298544e-10
1.903000000000000000e+03, 8.817039403341941403e-10, 9.614712888198386960e-11, 1.081520316045378410e-10, 9.004107375748320555e-10, 1.937870198667660922e-10, 1.380907387445905585e-11, 5.074887974509332398e-10, 1.619142687458112900e-10
1.904000000000000000e+03, 9.189621817112857176e-10, 9.829919517908918419e-11, 1.050760615765449466e-10, 9.119532914306220150e-10, 1.985721880100712232e-10, 1.244232712627438756e-11, 5.247837982810344107e-10, 1.537325489908609337e-10
1.905000000000000000e+03, 8.838042037349770811e-10, 1.004834291719984891e-10, 1.032094838170415143e-10, 9.277772157783337123e-10, 2.003648045472785657e-10, 1.262653246168584317e-11, 5.500293334587377811e-10, 1.456185728367409980e-10
1.906000000000000000e+03, 9.275327051114691587e-10, 1.027448498065018854e-10, 1.013819490831633013e-10, 9.393124262436901256e-10, 1.954807272251457862e-10, 1.299272933304554287e-11, 5.656468353811088573e-10, 1.373695230896557565e-10
1.907000000000000000e+03, 9.143527059048642512e-10, 1.050375524738775449e-10, 1.005223632965680887e-10, 9.473224637941537965e-10, 1.832670009013555825e-10, 1.325401574522249001e-11, 5.751039512358436387e-10, 1.290869348369969889e-10
1.908000000000000000e+03, 9.482204952575442262e-10, 1.073669663685990672e-10, 9.932536190632155562e-11, 9.557506179739311089e-10, 1.929409391549040848e-10, 1.414954513057041765e-11, 5.785488002530100057e-10, 1.205511683452597743e-10
1.909000000000000000e+03, 9.139074793147257824e-10, 1.097974564603648527e-10, 9.871979278288722867e-11, 9.635999817860994318e-10, 2.084608821350548144e-10, 1.501226709474651630e-11, 5.872006728555617729e-10, 1.122656487655527864e-10
1.910000000000000000e+03, 9.205350467463881288e-10, 1.119220658606882995e-10, 9.800726469090376021e-11, 9.206171852165357668e-10, 2.018584271602413423e-10, 1.215768028270070184e-11, 5.774641180412779162e-10, 1.040303383553848665e-10
1.911000000000000000e+03, 9.216793564096954553e-10, 1.140481017266715043e-10, 9.186170537892217352e-11, 9.160330719562313972e-10, 1.965067939753235989e-10, 8.489042842107963050e-12, 5.751672922972766179e-10, 1.040665855053112804e-10
1.912000000000000000e+03, 9.195833143199520966e-10, 1.164068620560307846e-10, 8.949826671338831787e-11, 9.144949894255186301e-10, 2.064209779112954828e-10, 6.795868959702285749e-12, 5.790672274582150254e-10, 1.000445237167383568e-10
1.913000000000000000e+03, 9.103338246310983103e-10, 1.186317668905622995e-10, 8.793863438847845549e-11, 9.169742868760982065e-10, 2.091622827061481822e-10, 6.071687968300888779e-12, 5.683774064007029564e-10, 9.577167734174826249e-11
1.914000000000000000e+03, 9.032274920302739493e-10, 1.208391088780688108e-10, 8.678498752212833178e-11, 9.168009941276572542e-10, 2.073318084793564703e-10, 5.653210747867479034e-12, 5.680163893486825517e-10, 9.145233021184199444e-11
1.915000000000000000e+03, 9.802897966653895588e-10, 1.231089194008215633e-10, 8.619422110644828532e-11, 9.258645120773901546e-10, 2.119957064047338459e-10, 5.281567442129928420e-12, 5.837052186420033711e-10, 8.712684605937965362e-11
1.916000000000000000e+03, 9.208573300480267882e-10, 1.253755635143476406e-10, 8.574140446492699831e-11, 9.365761916836170229e-10, 2.283235837724858279e-10, 4.879285551255411126e-12, 5.914764867574728711e-10, 8.278571421517551394e-11
1.917000000000000000e+03, 9.910395906381606979e-10, 1.275463266651764110e-10, 8.524548840957894172e-11, 9.474433535165075530e-10, 2.260413849099879574e-10, 4.457222870079172318e-12, 5.946216550183761175e-10, 7.842553570902640064e-11
1.918000000000000000e+03, 9.613740351126101396e-10, 1.296671373059401924e-10, 8.513989585831207219e-11, 9.499710977911007360e-10, 2.286225209035801920e-10, 4.075140726467045969e-12, 5.861987763630253436e-10, 7.399192323028289467e-11
1.919000000000000000e+03, 9.627745395366301043e-10, 1.318906636316185958e-10, 8.491396962442611165e-11, 9.496096337928385865e-10, 2.279062426653537182e-10, 3.954709989167831396e-12, 5.945601758770639630e-10, 6.966833982834739706e-11
1.920000000000000000e+03, 9.446974382797497298e-10, 1.342528494648423250e-10, 8.490338589031540032e-11, 9.867422295917684324e-10, 2.452545746561283184e-10, 4.207594981761371390e-12, 6.108339172431947237e-10, 6.540571997946832516e-11
1.921000000000000000e+03, 9.819719076436719041e-10, 1.366442851711449526e-10, 8.513306772836301947e-11, 9.968798353776186655e-10, 2.529372441379574344e-10, 4.121804681273088096e-12, 6.270726292979412266e-10, 6.550916236078083038e-11
1.922000000000000000e+03, 9.419529417038027466e-10, 1.387055136571356655e-10, 8.525465862848358691e-11, 9.976845121931674880e-10, 2.605300026010418072e-10, 4.410025047824284678e-12, 6.383277776646658953e-10, 6.880292524602155653e-11
1.923000000000000000e+03, 1.010458615044497123e-09, 1.401274795261457905e-10, 8.531448183375200269e-11, 9.931222723511131971e-10, 2.581888847831189933e-10, 5.096932718917087986e-12, 6.344763319061794608e-10, 7.211772187204937210e-11
1.924000000000000000e+03, 1.065582790795869733e-09, 1.410092551782175647e-10, 8.565204322390990082e-11, 9.837361394497844028e-10, 2.580977845002967541e-10, 5.660994142868435759e-12, 6.382840163006183565e-10, 7.553758686636006826e-11
1.925000000000000000e+03, 1.000297242842947861e-09, 1.414797822226059891e-10, 8.601976672320464087e-11, 9.786205680281601695e-10, 2.458331335122241868e-10, 7.113282200253525825e-12, 6.498112098542208588e-10, 7.923983604708150312e-11
1.926000000000000000e+03, 1.044087404671394830e-09, 1.417689634384067533e-10, 8.651845166059748107e-11, 9.821830623474912194e-10, 2.376858508289249335e-10, 8.720426147078330656e-12, 6.538982217660977308e-10, 8.297144827758426940e-11
1.927000000000000000e+03, 1.019775933271102724e-09, 1.419234780168275071e-10, 8.639222053899976682e-11, 9.935028425856708151e-10, 2.370608260695156951e-10, 1.012874905421771628e-11, 6.578568122830238647e-10, 8.677401703341211275e-11
1.928000000000000000e+03, 1.086921532717899803e-09, 1.418954738370374130e-10, 8.651399633515021639e-11, 1.001472038127604352e-09, 2.409836818032639032e-10, 1.136033305887754958e-11, 6.658989954085361461e-10, 9.065883994449293948e-11
1.929000000000000000e+03, 1.045171314612234465e-09, 1.417969725721016097e-10, 8.690768477232976954e-11, 1.008282111620600931e-09, 2.517436293423085816e-10, 1.378586768474002422e-11, 6.642245449460116677e-10, 9.460389332157920043e-11
1.930000000000000000e+03, 1.039145770392512969e-09, 1.422004958416428499e-10, 8.697686885597089994e-11, 9.981925777961970384e-10, 2.388271035332027221e-10, 1.129871582006875647e-11, 6.352602931302066230e-10, 9.874966438976125695e-11
1.931000000000000000e+03, 1.083905638014724187e-09, 1.428639676008473312e-10, 9.469167111964784981e-11, 1.004139384256415562e-09, 2.474185542000216191e-10, 6.525393570537084300e-12, 6.239487294359194113e-10, 9.964280080679727180e-11
1.932000000000000000e+03, 1.091717917957492615e-09, 1.430440832495104395e-10, 9.820994573020025463e-11, 1.009505427521742765e-09, 2.489275693449661352e-10, 4.705795086648842048e-12, 6.101565933276798778e-10, 9.944372486559365131e-11
1.933000000000000000e+03, 1.044069718345464124e-09, 1.427851216373966096e-10, 9.990215955388615898e-11, 1.005788271410434601e-09, 2.469581257155744731e-10, 4.022893247510348616e-12, 5.942241746744292885e-10, 9.933717156541743834e-11
1.934000000000000000e+03, 1.029951512228659335e-09, 1.422871554597355328e-10, 1.008135486777273820e-10, 1.002182414262159496e-09, 2.335389749195081258e-10, 3.726463106029557813e-12, 5.955067031775461084e-10, 9.931803168928201119e-11
1.935000000000000000e+03, 9.923200097833264336e-10, 1.416135710383989803e-10, 1.020413682739293694e-10, 1.004581933519275872e-09, 2.542582497816809484e-10, 3.753872553780582436e-12, 6.219825861394314645e-10, 9.923079220627907750e-11
1.936000000000000000e+03, 9.848700376068348670e-10, 1.407867957746681926e-10, 1.023999282179788421e-10, 1.005881147036320018e-09, 2.747603496305442237e-10, 4.426391650370777881e-12, 6.154590101344899488e-10, 9.919173923826190275e-11
1.937000000000000000e+03, 1.101932592132833198e-09, 1.397684451022423411e-10, 1.032319338985835923e-10, 1.010950597565834615e-09, 2.630215600401028106e-10, 4.831515708803257893e-12, 6.218138040066000690e-10, 9.895554899864777556e-11
1.938000000000000000e+03, 1.094389636755067062e-09, 1.386178782879507590e-10, 1.038065150233226799e-10, 1.006794506976400529e-09, 2.585865875746236660e-10, 5.133117485596171529e-12, 6.165205867569457631e-10, 9.873144089748611343e-11
1.939000000000000000e+03, 1.073313521432062281e-09, 1.373985917726513215e-10, 1.044894498116785413e-10, 1.004081119741566376e-09, 2.611931502156027405e-10, 5.181530737901270300e-12, 6.112419482234747985e-10, 9.824863464336596810e-11
1.940000000000000000e+03, 1.012441093378416725e-09, 1.363273046708973247e-10, 1.044968432601346875e-10, 1.059895925578945958e-09, 2.620601220631647300e-10, 5.722436395530392509e-12, 6.245035692345378610e-10, 9.766096255742531942e-11
1.941000000000000000e+03, 1.148005920712207751e-09, 1.353741636376368532e-10, 1.130339648792377609e-10, 1.075517637259568060e-09, 2.691462933863419380e-10, 6.297038849056264608e-12, 6.336947511763438631e-10, 9.883285072957972393e-11
1.942000000000000000e+03, 1.102803358444325178e-09, 1.344109486680759717e-10, 1.174202875397246587e-10, 1.079391811971713131e-09, 2.676253484724047741e-10, 6.916170029358294708e-12, 6.341283843956361018e-10, 1.005152280782809777e-10
1.943000000000000000e+03, 1.158393921114730572e-09, 1.335859150087802394e-10, 1.194885654237052626e-10, 1.079659324059262341e-09, 2.742640371609208172e-10, 7.558737656239572820e-12, 6.403681252791115777e-10, 1.019951570669050943e-10
1.944000000000000000e+03, 1.122661024008163963e-09, 1.328540312544437219e-10, 1.206765518385652768e-10, 1.079365600590709124e-09, 2.799713948357096530e-10, 8.187829388391935676e-12, 6.410392814441725522e-10, 1.035936728810652526e-10
1.945000000000000000e+03, 1.174645209902563123e-09, 1.320718690576851224e-10, 1.220722804962879943e-10, 1.084325274196893508e-09, 2.690183754947055154e-10, 9.166570075565393125e-12, 6.424429563029457815e-10, 1.050972297948040920e-10
1.946000000000000000e+03, 1.206424068571974200e-09, 1.312719866053348811e-10, 1.228077628100558551e-10, 1.088414057644467817e-09, 2.927271848323181891e-10, 1.063470241034449464e-11, 6.563653959798488292e-10, 1.066302626291531284e-10
1.947000000000000000e+03, 1.240166712005936245e-09, 1.304249613164651254e-10, 1.232702349584047232e-10, 1.098226343514681192e-09, 2.869529037277074948e-10, 1.277609558149690345e-11, 6.673215106905648407e-10, 1.080117806292659707e-10
1.948000000000000000e+03, 1.224773640487419467e-09, 1.295235630800016817e-10, 1.238751351665967400e-10, 1.104414667150956948e-09, 2.617488063863289631e-10, 1.512576483838697221e-11, 6.505456657020953073e-10, 1.094643779715631556e-10
1.949000000000000000e+03, 1.248218260179091180e-09, 1.285696698691763764e-10, 1.247438795841021096e-10, 1.114304795908290352e-09, 2.803226977252076677e-10, 1.849728132148775646e-11, 6.589741995277135210e-10, 1.107712300629581332e-10
1.950000000000000000e+03, 1.167552672547633847e-09, 1.241089780972465224e-10, 1.330864318167231018e-10, 1.099903541221470467e-09, 2.817599106333008809e-10, 2.133015162347142685e-11, 6.502135450497949746e-10, 1.122220377627046313e-10
1.951000000000000000e+03, 1.226405282450681768e-09, 1.168913048108120779e-10, 1.246624149095840835e-10, 1.108306054226542468e-09, 2.700269411672324570e-10, 2.274726368707299856e-11, 6.545721904766340628e-10, 1.132675288394887707e-10
1.952000000000000000e+03, 1.312738772612651059e-09, 1.104711324181271350e-10, 1.197648316406877146e-10, 1.107849834537757457e-09, 2.934165028398438333e-10, 2.556556074050381147e-11, 6.668381568339369622e-10, 1.076390701682373912e-10
1.953000000000000000e+03, 1.258876981409160375e-09, 1.047535908507599821e-10, 1.171309681010830769e-10, 1.109361886168334510e-09, 2.887071808420758393e-10, 2.867985955997253094e-11, 6.635627466951520428e-10, 1.022126218958456338e-10
1.954000000000000000e+03, 1.177906023568608094e-09, 1.010297077779068767e-10, 1.136322907011817506e-10, 1.106404568462899603e-09, 2.398170017940475048e-10, 3.146085259883708248e-11, 6.516063722753265874e-10, 9.695438311705153879e-11
1.955000000000000000e+03, 1.255686437217982216e-09, 1.007354484853416087e-10, 1.086557392045832385e-10, 1.100736280512611724e-09, 2.578249910180270962e-10, 3.440656344574383822e-11, 6.566782250281449275e-10, 9.182854242931643745e-11
1.956000000000000000e+03, 1.265847877371867689e-09, 1.023084591161791478e-10, 1.056556217912930705e-10, 1.099810212966268286e-09, 2.988121871248578235e-10, 3.822887492445836722e-11, 6.695037947477630223e-10, 8.693341658361252316e-11
1.957000000000000000e+03, 1.291818791382780851e-09, 1.037529471302765702e-10, 1.039821712575152240e-10, 1.097125712769299395e-09, 2.977519348562014408e-10, 4.111224519638830760e-11, 6.533931259515930417e-10, 8.235030141472732214e-11
1.958000000000000000e+03, 1.243547948537973032e-09, 1.046501925733866366e-10, 1.016497714098192249e-10, 1.090955803672730134e-09, 2.835605218284835105e-10, 4.318367445618739464e-11, 6.495589141990754485e-10, 7.810169378539574739e-11
1.959000000000000000e+03, 1.200671634551007909e-09, 1.049491220043757279e-10, 1.004250099257013813e-10, 1.080940458915029143e-09, 2.861428335647679358e-10, 4.489952016652402871e-11, 6.416462109144162417e-10, 7.397961451570023035e-11
1.960000000000000000e+03, 1.314935919116591199e-09, 1.038739580083567305e-10, 9.915031982522500064e-11, 9.819112043305681743e-10, 2.789406317290975979e-10, 3.330860795940758186e-11, 6.314055333811538341e-10, 7.018084911906321659e-11
1.961000000000000000e+03, 1.218672171385253977e-09, 1.017473410161636075e-10, 8.700268293789232099e-11, 9.513439168617754317e-10, 2.893137297165931639e-10, 1.859064497876815553e-11, 6.452289049867325777e-10, 7.218630981615789475e-11
1.962000000000000000e+03, 1.223489880777751984e-09, 9.950770039970037119e-11, 8.069808080174472450e-11, 9.449581700472701955e-10, 2.931443305577837978e-10, 1.276524374169696214e-11, 6.458832235418214501e-10, 6.980571688053241594e-11
1.963000000000000000e+03, 1.283691981064597031e-09, 9.755819556856893562e-11, 7.735800514666356569e-11, 9.388900406375703679e-10, 3.025661054066949180e-10, 1.028152842944587770e-11, 6.483023812789528300e-10, 6.718372319730389349e-11
1.964000000000000000e+03, 1.216539463521535438e-09, 9.615568796807956491e-11, 7.514627267285857942e-11, 9.450991764655993530e-10, 3.075118891272125762e-10, 8.902077639796504422e-12, 6.332830343230213088e-10, 6.438620618611584852e-11
1.965000000000000000e+03, 1.199088506187619706e-09, 9.539814108479378804e-11, 7.359440157269441501e-11, 9.497789370268325006e-10, 3.288966670161480565e-10, 8.399171992606225081e-12, 6.405781775289388855e-10, 6.135393800157126698e-11
1.966000000000000000e+03, 1.242693750061243142e-09, 9.525784011125935592e-11, 7.226631789922071527e-11, 9.593214827524037095e-10, 3.151822724237477842e-10, 8.487348829854936179e-12, 6.533132699948958606e-10, 5.794734246402524143e-11
1.967000000000000000e+03, 1.275596105739579227e-09, 9.557118491386655358e-11, 7.179508603494603555e-11, 9.532373390789071409e-10, 3.289022270824211511e-10, 8.236341282410828188e-12, 6.554463472378583574e-10, 5.424622454694596523e-11
1.968000000000000000e+03, 1.196152744234907747e-09, 9.599119094470021544e-11, 7.044961427265444293e-11, 9.537166488812688872e-10, 3.210651232853328681e-10, 7.901161184694862631e-12, 6.410038456876686661e-10, 5.026098044142886276e-11
