year, GFDL-ESM4, NorESM2-MM, CNRM-ESM2-1, CESM2-WACCM, TaiESM1, TaiESM1, CNRM-ESM2-1, NorESM2-MM, GFDL-ESM4, MPI-ESM1-2-LR, NorESM2-LM, EC-Earth3-Veg
1.924000000000000000e+03, 5.582328577488525368e-10, 1.627201802502895071e-10, 4.468371930076507551e-10, 1.842784806218845278e-10, 2.085894819663537810e-10, 2.085894819663537810e-10, 4.468371930076507551e-10, 1.627201802502895071e-10, 5.606740965124656609e-10, 8.017624055457999192e-10, 1.594050087621615111e-10, 5.116502067004481817e-10
1.925000000000000000e+03, 8.785046147860566610e-10, 2.357573801209551912e-10, 3.723137731429974058e-10, 1.709914277231227379e-10, 2.732442311459036977e-10, 2.732442311459036977e-10, 3.723137731429974058e-10, 2.357573801209551912e-10, 8.809341131893695771e-10, 6.096090083172874301e-10, 1.435359841014137498e-10, 3.809962731225159855e-10
1.926000000000000000e+03, 4.637329351349723583e-10, 1.821812742884971361e-10, 3.800848792881557333e-10, 2.121299376828498267e-10, 2.229735994441139914e-10, 2.229735994441139914e-10, 3.800848792881557333e-10, 1.821812742884971361e-10, 4.661444000183774321e-10, 4.481417437344445614e-10, 1.956316217871819832e-10, 3.664763678068238921e-10
1.927000000000000000e+03, 4.819964220037730346e-10, 2.201362075593051665e-10, 3.826769654204066263e-10, 1.595780191329672220e-10, 1.858212307987327439e-10, 1.858212307987327439e-10, 3.826769654204066263e-10, 2.201362075593051665e-10, 4.843708854270330936e-10, 3.863317278843416044e-10, 1.339042885044038981e-10, 4.598058903469265078e-10
1.928000000000000000e+03, 6.586348040510338244e-10, 2.060087363173072732e-10, 4.660737310069438077e-10, 1.929200168404678739e-10, 2.391647465732497783e-10, 2.391647465732497783e-10, 4.660737310069438077e-10, 2.060087363173072732e-10, 6.609823083926715187e-10, 5.658833209312491542e-10, 1.283765346779909404e-10, 4.118496798060899436e-10
1.929000000000000000e+03, 4.467955947583412724e-10, 2.123373320395491318e-10, 5.060168150005228341e-10, 1.799061647603677978e-10, 2.211690949520167244e-10, 2.211690949520167244e-10, 5.060168150005228341e-10, 2.123373320395491318e-10, 4.491017655331551633e-10, 4.610159721568665856e-10, 1.278270579514475814e-10, 6.054954262283873192e-10
1.930000000000000000e+03, 6.440264873168051526e-10, 2.033112058828023933e-10, 4.923367140884103880e-10, 1.265934038044740708e-10, 1.894539202084586038e-10, 1.894539202084586038e-10, 4.923367140884103880e-10, 2.033112058828023933e-10, 6.463542662304389379e-10, 3.530399380306523727e-10, 1.473404403471821535e-10, 5.880195360957116657e-10
1.931000000000000000e+03, 7.736227464129896003e-10, 2.469389962290175586e-10, 3.017735606922536208e-10, 2.298646794797163537e-10, 2.046780284499649890e-10, 2.046780284499649890e-10, 3.017735606922536208e-10, 2.469389962290175586e-10, 7.760785064682354865e-10, 5.980186784760122434e-10, 1.820506863201331685e-10, 3.918855369030596851e-10
1.932000000000000000e+03, 4.754970015098536376e-10, 1.643284236228017739e-10, 3.966417254686673717e-10, 2.072072518778890045e-10, 2.298726602246259239e-10, 2.298726602246259239e-10, 3.966417254686673717e-10, 1.643284236228017739e-10, 4.780253017860725773e-10, 4.727052246122769158e-10, 2.059875380491209492e-10, 3.106346999662854009e-10
1.933000000000000000e+03, 7.056770613466376510e-10, 1.659156591106146649e-10, 4.136768267262478562e-10, 2.136570643735005070e-10, 2.342966142048033845e-10, 2.342966142048033845e-10, 4.136768267262478562e-10, 1.659156591106146649e-10, 7.082034352306147430e-10, 4.225471097227811740e-10, 1.632962253537817677e-10, 4.118316754784332323e-10
1.934000000000000000e+03, 6.819899575573331354e-10, 3.192143941882923301e-10, 3.394216197391618617e-10, 2.354546555285373444e-10, 2.102919006003846359e-10, 2.102919006003846359e-10, 3.394216197391618617e-10, 3.192143941882923301e-10, 6.846176270234597892e-10, 3.435274418402920113e-10, 1.808149735997981120e-10, 4.265967735824022794e-10
1.935000000000000000e+03, 8.620540843431817172e-10, 1.358673456730905684e-10, 4.338448400805621962e-10, 2.303093228973724584e-10, 2.193249579655217979e-10, 2.193249579655217979e-10, 4.338448400805621962e-10, 1.358673456730905684e-10, 8.647393234016712098e-10, 4.506581792661183624e-10, 1.475125980701990480e-10, 3.880244679395862328e-10
1.936000000000000000e+03, 4.666914913623673868e-10, 1.687479498384571110e-10, 3.823375275201374978e-10, 3.593903561750468347e-10, 1.982202644261208119e-10, 1.982202644261208119e-10, 3.823375275201374978e-10, 1.687479498384571110e-10, 4.693653464098915605e-10, 4.362401593894699058e-10, 1.810248878909940514e-10, 5.639579375112033845e-10
1.937000000000000000e+03, 7.075257810109183698e-10, 1.483906630820094185e-10, 4.685743563404429036e-10, 2.428666460353028276e-10, 1.906845355243199294e-10, 1.906845355243199294e-10, 4.685743563404429036e-10, 1.483906630820094185e-10, 7.101938918301815294e-10, 4.199742960491841560e-10, 2.013456346072028190e-10, 4.758974909129757513e-10
1.938000000000000000e+03, 6.178009664467664305e-10, 2.024013908818526835e-10, 5.416338490412045161e-10, 1.986906251002576828e-10, 2.121772631761433950e-10, 2.121772631761433950e-10, 5.416338490412045161e-10, 2.024013908818526835e-10, 6.204679917919869865e-10, 4.829173825619817767e-10, 2.152587983214657596e-10, 4.256027555584653326e-10
1.939000000000000000e+03, 5.784415114697583204e-10, 2.003783495590744775e-10, 3.789406100318030933e-10, 1.813519212839817962e-10, 2.034210369916868135e-10, 2.034210369916868135e-10, 3.789406100318030933e-10, 2.003783495590744775e-10, 5.811885595468275836e-10, 4.570608737004641969e-10, 1.512590864811451698e-10, 4.448056833171098296e-10
1.940000000000000000e+03, 5.883657667550113837e-10, 2.619455250943853203e-10, 3.794061846551840228e-10, 2.006870371201906575e-10, 2.077323264117565775e-10, 2.077323264117565775e-10, 3.794061846551840228e-10, 2.619455250943853203e-10, 5.911188173451014112e-10, 4.325600404054213556e-10, 1.406771036782741571e-10, 4.376488280653319180e-10
1.941000000000000000e+03, 5.706004920795479681e-10, 4.154019647248931684e-10, 4.104593098385628557e-10, 3.131154265730602688e-10, 2.329098400805747182e-10, 2.329098400805747182e-10, 4.104593098385628557e-10, 4.154019647248931684e-10, 5.735246561382634462e-10, 4.099432165828506175e-10, 2.281501644400077663e-10, 4.879081125812576135e-10
1.942000000000000000e+03, 5.846090654721752514e-10, 3.734881031778961165e-10, 4.207168407075890178e-10, 2.851267913480320979e-10, 2.060220748276296924e-10, 2.060220748276296924e-10, 4.207168407075890178e-10, 3.734881031778961165e-10, 5.876485957979131832e-10, 5.159897566790757669e-10, 1.895117381943550887e-10, 3.258451498674526526e-10
1.943000000000000000e+03, 5.033908154527827100e-10, 2.306841446665044876e-10, 3.482267993960601934e-10, 2.882458944024670870e-10, 2.190641569434216536e-10, 2.190641569434216536e-10, 3.482267993960601934e-10, 2.306841446665044876e-10, 5.064432607620595839e-10, 4.462909408018993532e-10, 2.392027318408314885e-10, 3.724308297311403492e-10
1.944000000000000000e+03, 5.150930749629288407e-10, 2.562960007543450857e-10, 4.289091146298382348e-10, 2.625160561132561088e-10, 2.125207279381729928e-10, 2.125207279381729928e-10, 4.289091146298382348e-10, 2.562960007543450857e-10, 5.181965205669508703e-10, 5.079954191096317547e-10, 2.520812756646358122e-10, 6.225557267269233188e-10
1.945000000000000000e+03, 4.640025550559822480e-10, 2.953949611978614101e-10, 3.538929286106522214e-10, 2.781895694524501152e-10, 2.373825502194637834e-10, 2.373825502194637834e-10, 3.538929286106522214e-10, 2.953949611978614101e-10, 4.671106755178927782e-10, 6.320909549993135956e-10, 2.395776172720801526e-10, 9.358992660504645542e-10
1.946000000000000000e+03, 4.036144508705158676e-10, 3.422746250553811625e-10, 3.784808736402144791e-10, 2.501563009536328521e-10, 2.158118553724274923e-10, 2.158118553724274923e-10, 3.784808736402144791e-10, 3.422746250553811625e-10, 4.066870675951672687e-10, 4.227866787346753015e-10, 2.063090708387243081e-10, 6.210879065510596499e-10
1.947000000000000000e+03, 4.074141317946585384e-10, 2.330034450232899566e-10, 3.991571603012852449e-10, 2.792434084587694246e-10, 1.845023549274502682e-10, 1.845023549274502682e-10, 3.991571603012852449e-10, 2.330034450232899566e-10, 4.106209146584477332e-10, 4.722576180025883912e-10, 2.386881273588364716e-10, 4.174083509286428969e-10
1.948000000000000000e+03, 4.052872983295340554e-10, 3.182765505350524708e-10, 3.747814897119652590e-10, 3.029738324456326244e-10, 1.738925203144595994e-10, 1.738925203144595994e-10, 3.747814897119652590e-10, 3.182765505350524708e-10, 4.085933054575679543e-10, 5.983149527518274464e-10, 2.003993151659016179e-10, 3.594108930499179925e-10
1.949000000000000000e+03, 5.431818415812105490e-10, 1.950953913420460711e-10, 3.687670499738612477e-10, 2.917735256838243738e-10, 2.429590172443787779e-10, 2.429590172443787779e-10, 3.687670499738612477e-10, 1.950953913420460711e-10, 5.464483116503267850e-10, 4.009648113169505328e-10, 1.901636272799261902e-10, 5.449679212830343367e-10
1.950000000000000000e+03, 3.604124189707280231e-10, 2.703727070456756319e-10, 4.844495372858605940e-10, 2.261323458975932525e-10, 2.456068094836120808e-10, 2.456068094836120808e-10, 4.844495372858605940e-10, 2.703727070456756319e-10, 3.636836024274170209e-10, 3.866597621391825899e-10, 2.098187666365651161e-10, 2.607901092188454848e-10
1.951000000000000000e+03, 5.628514768089019624e-10, 4.538663164535511674e-10, 4.308947834604367233e-10, 3.263729196946775663e-10, 1.977399804399582087e-10, 1.977399804399582087e-10, 4.308947834604367233e-10, 4.538663164535511674e-10, 5.662197288952022418e-10, 4.683063895535098835e-10, 2.526109568417386068e-10, 4.337161111883785067e-10
1.952000000000000000e+03, 5.791521193589658836e-10, 3.002908690840508126e-10, 4.155176174898259512e-10, 3.130704190393411758e-10, 2.188628605338587006e-10, 2.188628605338587006e-10, 4.155176174898259512e-10, 3.002908690840508126e-10, 5.825125454013835525e-10, 4.174264674198629551e-10, 2.672253858063529117e-10, 3.081305744904746069e-10
1.953000000000000000e+03, 4.357758966143772613e-10, 2.706249802910851135e-10, 4.380269030896455058e-10, 2.442988955310888963e-10, 2.232961719463828838e-10, 2.232961719463828838e-10, 4.380269030896455058e-10, 2.706249802910851135e-10, 4.391586800480892041e-10, 4.103478093075614217e-10, 1.713339203872151151e-10, 3.849091149090228036e-10
1.954000000000000000e+03, 5.356126566781727696e-10, 2.048526326493284473e-10, 4.087223122140065155e-10, 4.132302393222845785e-10, 2.116378865510115404e-10, 2.116378865510115404e-10, 4.087223122140065155e-10, 2.048526326493284473e-10, 5.390494599816528116e-10, 3.679836042198982029e-10, 2.066905942993649932e-10, 4.205877627838078421e-10
1.955000000000000000e+03, 6.504430493494497659e-10, 2.222331229292608237e-10, 5.830015527426300561e-10, 2.357658095388335238e-10, 1.926696455513013386e-10, 1.926696455513013386e-10, 5.830015527426300561e-10, 2.222331229292608237e-10, 6.538796290350128822e-10, 5.209809513988616640e-10, 2.510913055581197808e-10, 4.085698101257132530e-10
1.956000000000000000e+03, 8.049909284257598357e-10, 2.241706102231980572e-10, 4.002725649603922710e-10, 2.144068363567457778e-10, 2.222040521376600749e-10, 2.222040521376600749e-10, 4.002725649603922710e-10, 2.241706102231980572e-10, 8.083949542630789420e-10, 4.769264347341994348e-10, 2.352100375370519208e-10, 4.236633992677210553e-10
1.957000000000000000e+03, 5.340413773509878930e-10, 2.306569422504119866e-10, 3.265077225365392357e-10, 2.765079616898442962e-10, 2.558394885774704831e-10, 2.558394885774704831e-10, 3.265077225365392357e-10, 2.306569422504119866e-10, 5.374323522954258882e-10, 4.019056698901323261e-10, 2.378812440057848660e-10, 2.438013950104908069e-10
1.958000000000000000e+03, 4.428184651600763684e-10, 1.978700988959722893e-10, 4.467062328436773313e-10, 2.983170089789388272e-10, 2.473519877608143812e-10, 2.473519877608143812e-10, 4.467062328436773313e-10, 1.978700988959722893e-10, 4.463139669097017109e-10, 5.286703813450448235e-10, 2.514908370278183044e-10, 3.299113354190967988e-10
1.959000000000000000e+03, 5.565348913476152618e-10, 3.341024882899300651e-10, 4.108862287959921644e-10, 1.746135500039963156e-10, 2.287208823953184729e-10, 2.287208823953184729e-10, 4.108862287959921644e-10, 3.341024882899300651e-10, 5.599859390030755721e-10, 7.280771237952360940e-10, 2.468824352958191950e-10, 3.104329559488343891e-10
1.960000000000000000e+03, 4.116357846211139299e-10, 2.738015853584130728e-10, 4.065261863112078865e-10, 2.126503385965396632e-10, 1.844619634357117826e-10, 1.844619634357117826e-10, 4.065261863112078865e-10, 2.738015853584130728e-10, 4.150864464423661507e-10, 3.945120898426903271e-10, 1.318472886285877054e-10, 2.630502879485693188e-10
1.961000000000000000e+03, 5.374376149628957608e-10, 8.119495303345061770e-11, 3.917432467055413857e-10, 9.921574173485849128e-11, 1.799686836822841042e-10, 1.799686836822841042e-10, 3.917432467055413857e-10, 8.119495303345061770e-11, 5.407091424502413047e-10, 6.302652881512260440e-10, 6.884570128277341779e-11, 3.067369010027051455e-10
1.962000000000000000e+03, 4.964347450877284534e-10, 1.744881628293156904e-10, 4.358377692224720503e-10, 1.268205987530058317e-10, 1.945990536264601395e-10, 1.945990536264601395e-10, 4.358377692224720503e-10, 1.744881628293156904e-10, 4.995554950604161043e-10, 3.909074142869105590e-10, 6.872275743141706122e-11, 3.039611477280584994e-10
1.963000000000000000e+03, 4.770080055625489857e-10, 8.130520350400676125e-11, 3.742177826985525801e-10, 1.260035078513772671e-10, 2.201635381635407472e-10, 2.201635381635407472e-10, 3.742177826985525801e-10, 8.130520350400676125e-11, 4.800591926779218615e-10, 5.200423322253640366e-10, 6.034780140988009828e-11, 3.954441697033939672e-10
1.964000000000000000e+03, 5.544822419871597491e-10, 8.532580384022812485e-11, 4.383631452673633065e-10, 1.803665005369833090e-10, 1.781892714950139396e-10, 1.781892714950139396e-10, 4.383631452673633065e-10, 8.532580384022812485e-11, 5.574161070498474879e-10, 3.977181044835804766e-10, 4.472400512582014251e-11, 2.650413766273247448e-10
1.965000000000000000e+03, 6.320649960101886435e-10, 1.116869402106276702e-10, 4.601976724016788779e-10, 1.004114423764360908e-10, 2.088744819939976551e-10, 2.088744819939976551e-10, 4.601976724016788779e-10, 1.116869402106276702e-10, 6.350466796005184901e-10, 3.360188667173247698e-10, 5.045513545131404185e-11, 3.009091489763212226e-10
1.966000000000000000e+03, 6.432520095496788279e-10, 1.147397216911202035e-10, 4.022212834708936881e-10, 1.450975695396752829e-10, 2.027510422296122242e-10, 2.027510422296122242e-10, 4.022212834708936881e-10, 1.147397216911202035e-10, 6.462688020318939144e-10, 4.901922096976288433e-10, 7.776658201069331069e-11, 4.121932673678339376e-10
1.967000000000000000e+03, 4.764539331418220892e-10, 1.541465887875961690e-10, 4.365923193601746424e-10, 1.083323350593936355e-10, 1.972566986137493442e-10, 1.972566986137493442e-10, 4.365923193601746424e-10, 1.541465887875961690e-10, 4.795087313172810516e-10, 4.105630822177496456e-10, 7.657107909827799697e-11, 5.407826510966125544e-10
1.968000000000000000e+03, 3.443332062443825415e-10, 1.020942283364291193e-10, 3.886153228649400363e-10, 1.113450315531252352e-10, 1.850337002071775916e-10, 1.850337002071775916e-10, 3.886153228649400363e-10, 1.020942283364291193e-10, 3.472835365491095170e-10, 4.785742704751159269e-10, 5.645680718461645366e-11, 4.625361186408062558e-10
1.969000000000000000e+03, 4.283928930529596082e-10, 1.089043433705834670e-10, 3.855199318701364339e-10, 1.174171373885281701e-10, 1.986203608831367533e-10, 1.986203608831367533e-10, 3.855199318701364339e-10, 1.089043433705834670e-10, 4.311449150221696785e-10, 7.020453368130940539e-10, 5.566167812741277932e-11, 4.021634732673870818e-10
1.970000000000000000e+03, 3.886547959127331687e-10, 1.056690519480999523e-10, 3.733246598443464627e-10, 9.679433178340022573e-11, 2.055657130666987727e-10, 2.055657130666987727e-10, 3.733246598443464627e-10, 1.056690519480999523e-10, 3.914655829718825633e-10, 4.169377507006232360e-10, 5.288507851192973148e-11, 4.081572459891091744e-10
1.971000000000000000e+03, 6.590094663096610815e-10, 1.131653887510486364e-10, 4.716561002329649768e-10, 1.565816486652357724e-10, 2.123619683944876841e-10, 2.123619683944876841e-10, 4.716561002329649768e-10, 1.131653887510486364e-10, 6.619079374443123467e-10, 3.876571473823631750e-10, 1.259561818997927332e-10, 4.552730765004986193e-10
1.972000000000000000e+03, 3.777949921316204955e-10, 2.368179793053738009e-10, 4.038283275035366983e-10, 1.511380529588060839e-10, 2.318768020972540355e-10, 2.318768020972540355e-10, 4.038283275035366983e-10, 2.368179793053738009e-10, 3.805725012991452932e-10, 5.014502397502366338e-10, 1.154915214212616431e-10, 4.370359712959336396e-10
1.973000000000000000e+03, 4.377094715802386538e-10, 1.339883973342457908e-10, 4.445582009940062003e-10, 1.651695554989192517e-10, 2.264378264643676097e-10, 2.264378264643676097e-10, 4.445582009940062003e-10, 1.339883973342457908e-10, 4.405139400797875015e-10, 4.861577668651206158e-10, 1.221662949684398189e-10, 3.719246775228927879e-10
1.974000000000000000e+03, 5.445420737926019964e-10, 1.288910654596133378e-10, 4.777969758852922340e-10, 1.185141909500936948e-10, 2.225400766662634617e-10, 2.225400766662634617e-10, 4.777969758852922340e-10, 1.288910654596133378e-10, 5.473449807241053772e-10, 4.064332601162567265e-10, 1.208233786378844145e-10, 2.893568554718541913e-10
1.975000000000000000e+03, 6.139503844400364584e-10, 1.710564159342047107e-10, 3.916189451002422887e-10, 1.480092729628185174e-10, 1.766234703733747556e-10, 1.766234703733747556e-10, 3.916189451002422887e-10, 1.710564159342047107e-10, 6.167936862967628501e-10, 4.438444398443001226e-10, 9.611090969692783494e-11, 3.922816219734812430e-10
1.976000000000000000e+03, 5.213209753097778113e-10, 1.752362206776474730e-10, 4.253011861386796413e-10, 1.233557139058267494e-10, 2.216825926469177178e-10, 2.216825926469177178e-10, 4.253011861386796413e-10, 1.752362206776474730e-10, 5.242199305899333983e-10, 5.982708550951704656e-10, 1.177588920523558759e-10, 4.504486057342736202e-10
1.977000000000000000e+03, 3.888553562642006828e-10, 1.421657635281844207e-10, 3.706512093743845569e-10, 1.267141963349888773e-10, 2.424407096849522383e-10, 2.424407096849522383e-10, 3.706512093743845569e-10, 1.421657635281844207e-10, 3.918234750490534324e-10, 5.672076756006537192e-10, 1.474825252211065874e-10, 3.970053207911499633e-10
1.978000000000000000e+03, 4.686627761485560676e-10, 1.600574355324906565e-10, 3.735568077384953986e-10, 1.707380170707023668e-10, 2.748298423528856619e-10, 2.748298423528856619e-10, 3.735568077384953986e-10, 1.600574355324906565e-10, 4.715844583948370521e-10, 7.254264287847811717e-10, 1.189346114892244728e-10, 3.924039782644794388e-10
1.979000000000000000e+03, 6.123440981469910829e-10, 1.799517460105076973e-10, 4.482128960611107728e-10, 1.152841628786011193e-10, 2.236585483755285420e-10, 2.236585483755285420e-10, 4.482128960611107728e-10, 1.799517460105076973e-10, 6.151460743199538085e-10, 5.459494898220624533e-10, 1.111620678331634724e-10, 3.158922435452056662e-10
1.980000000000000000e+03, 1.102265336669157792e-09, 1.526418733334404254e-10, 4.123507329965646732e-10, 1.671826762435200126e-10, 2.402651390007435381e-10, 2.402651390007435381e-10, 4.123507329965646732e-10, 1.526418733334404254e-10, 1.105011380251103536e-09, 4.852994100301681324e-10, 1.066035854245781669e-10, 2.971763946542884140e-10
1.981000000000000000e+03, 4.862169368440716836e-10, 1.402515883890506939e-10, 5.079714960378785025e-10, 2.231773417993183859e-10, 2.590572037275800044e-10, 2.590572037275800044e-10, 5.079714960378785025e-10, 1.402515883890506939e-10, 4.889857530350667779e-10, 4.802423026289373549e-10, 1.378449619454504055e-10, 2.957277429507315382e-10
1.982000000000000000e+03, 5.648574656782291967e-10, 1.266519618698920944e-10, 4.007916185308727911e-10, 1.829432293731677087e-10, 1.809826016711062363e-10, 1.809826016711062363e-10, 4.007916185308727911e-10, 1.266519618698920944e-10, 5.677988078725126784e-10, 5.444069524543237124e-10, 1.317771527217651225e-10, 3.336651808560005990e-10
1.983000000000000000e+03, 5.312504309915404214e-10, 1.791442030694507734e-10, 3.682471881557083753e-10, 1.202099047063189402e-10, 1.887715621050968331e-10, 1.887715621050968331e-10, 3.682471881557083753e-10, 1.791442030694507734e-10, 5.341791126888813538e-10, 4.301378075853903504e-10, 1.711044707975201044e-10, 2.871084345464621037e-10
1.984000000000000000e+03, 3.733900744085109714e-10, 1.452292028076452855e-10, 4.495520077615352390e-10, 1.092653120913934501e-10, 2.205254469046977835e-10, 2.205254469046977835e-10, 4.495520077615352390e-10, 1.452292028076452855e-10, 3.762749329844253339e-10, 5.201495435980031503e-10, 1.470820441072650998e-10, 4.268402301018022423e-10
1.985000000000000000e+03, 5.167988594659173985e-10, 1.571765356554737277e-10, 4.061527145701394498e-10, 1.289853043221850024e-10, 2.765388230329451640e-10, 2.765388230329451640e-10, 4.061527145701394498e-10, 1.571765356554737277e-10, 5.196157021789590506e-10, 5.418025916927877857e-10, 1.243314079484776957e-10, 3.057054022685018368e-10
1.986000000000000000e+03, 4.702989292280946043e-10, 1.683346126681151784e-10, 5.223062602165646893e-10, 1.212535855381993945e-10, 2.177190783407341990e-10, 2.177190783407341990e-10, 5.223062602165646893e-10, 1.683346126681151784e-10, 4.731683730852944612e-10, 3.937360665207313075e-10, 1.869951772285532619e-10, 3.522495497283187418e-10
1.987000000000000000e+03, 7.884769017245900947e-10, 1.793273789615126903e-10, 5.682916901674567077e-10, 1.596607379570560079e-10, 1.932284272940705574e-10, 1.932284272940705574e-10, 5.682916901674567077e-10, 1.793273789615126903e-10, 7.912320166128754784e-10, 4.838075715757476734e-10, 1.396184820482300268e-10, 4.229574448131543729e-10
1.988000000000000000e+03, 5.223599200904220066e-10, 1.854667217908807164e-10, 4.289351439420007924e-10, 1.585217764457137393e-10, 2.072498704669654771e-10, 2.072498704669654771e-10, 4.289351439420007924e-10, 1.854667217908807164e-10, 5.251211639965345445e-10, 4.628323583664434125e-10, 1.118854913857995344e-10, 3.269120072722143738e-10
1.989000000000000000e+03, 7.229173559483731459e-10, 1.503353857229861117e-10, 5.590920385397607649e-10, 1.528038734048057885e-10, 2.075614194820127254e-10, 2.075614194820127254e-10, 5.590920385397607649e-10, 1.503353857229861117e-10, 7.257337055047136573e-10, 5.124781899063576481e-10, 8.624640813503757781e-11, 4.038920110332230807e-10
1.990000000000000000e+03, 5.715768060127524205e-10, 1.273437264763932854e-10, 5.910228360964942895e-10, 1.410397887236872305e-10, 2.173987577187349530e-10, 2.173987577187349530e-10, 5.910228360964942895e-10, 1.273437264763932854e-10, 5.745323517178824972e-10, 4.945877568408480324e-10, 1.434866382549918637e-10, 5.260964478068517655e-10
1.991000000000000000e+03, 5.101632400257835124e-10, 1.383138680398176784e-10, 5.212432051415531014e-10, 1.584451504759440448e-10, 1.775887092405808044e-10, 1.775887092405808044e-10, 5.212432051415531014e-10, 1.383138680398176784e-10, 5.131355702852158689e-10, 3.726648194504966806e-10, 9.946150405359105493e-11, 4.027152531920528296e-10
1.992000000000000000e+03, 5.884745000491669156e-10, 1.218307541514862287e-10, 5.853443769722255544e-10, 1.093435671567980868e-10, 1.887293000863302948e-10, 1.887293000863302948e-10, 5.853443769722255544e-10, 1.218307541514862287e-10, 5.913390025749155763e-10, 3.408510530860772658e-10, 1.153273306585238630e-10, 3.569950557725147824e-10
1.993000000000000000e+03, 4.725848152045571955e-10, 1.055433270237436567e-10, 5.184433186859807119e-10, 1.049930724407725148e-10, 2.476040050580139067e-10, 2.476040050580139067e-10, 5.184433186859807119e-10, 1.055433270237436567e-10, 4.753958821469641152e-10, 4.116285868310556459e-10, 1.030794955518836541e-10, 3.398060375804303552e-10
1.994000000000000000e+03, 4.380960490623447111e-10, 9.687880290289744203e-11, 4.214090678947680473e-10, 1.174545774611298669e-10, 2.256101508700059302e-10, 2.256101508700059302e-10, 4.214090678947680473e-10, 9.687880290289744203e-11, 4.409806448168703705e-10, 5.744168013303771002e-10, 7.618668751569796360e-11, 2.886859220313127397e-10
1.995000000000000000e+03, 6.848161460693179987e-10, 8.394084268795848135e-11, 5.956974400853525191e-10, 1.190386920126722304e-10, 2.800788288217348682e-10, 2.800788288217348682e-10, 5.956974400853525191e-10, 8.394084268795848135e-11, 6.878166625858321687e-10, 4.968599782045540146e-10, 8.736936896116789827e-11, 4.138065972357508274e-10
1.996000000000000000e+03, 3.734711020931145650e-10, 9.121432920770315084e-11, 4.261900053236112279e-10, 9.832200940623782662e-11, 2.096293165774341030e-10, 2.096293165774341030e-10, 4.261900053236112279e-10, 9.121432920770315084e-11, 3.765055307481602735e-10, 4.895886738027489696e-10, 7.454076781087992517e-11, 3.723491677751948470e-10
1.997000000000000000e+03, 4.003835176006491359e-10, 1.516000740548989717e-10, 4.603603546956472998e-10, 1.043380633259915934e-10, 1.878511697032487933e-10, 1.878511697032487933e-10, 4.603603546956472998e-10, 1.516000740548989717e-10, 4.034668382690395126e-10, 4.425341898283468116e-10, 9.263348516966277923e-11, 4.280269285819997340e-10
1.998000000000000000e+03, 4.834222992646952486e-10, 1.444627170913776302e-10, 4.090540535660814972e-10, 1.189192565886809950e-10, 2.275357795415282603e-10, 2.275357795415282603e-10, 4.090540535660814972e-10, 1.444627170913776302e-10, 4.864955806623068514e-10, 3.681620056925337412e-10, 1.100458226855664282e-10, 3.408155378182025181e-10
1.999000000000000000e+03, 5.100319284033373736e-10, 1.321681690622939546e-10, 4.873337873191140866e-10, 1.220382408638754993e-10, 2.038706976262938275e-10, 2.038706976262938275e-10, 4.873337873191140866e-10, 1.321681690622939546e-10, 5.132529249261425554e-10, 5.773626149708786164e-10, 7.521367016922783134e-11, 3.616916577327646023e-10
2.000000000000000000e+03, 4.433299490266233236e-10, 1.230872957905470652e-10, 4.512296023694953937e-10, 1.012886621063043763e-10, 2.748715602701578849e-10, 2.748715602701578849e-10, 4.512296023694953937e-10, 1.230872957905470652e-10, 4.464059828740881964e-10, 4.107502123195570828e-10, 6.978062382743495252e-11, 3.291996044931915142e-10
2.001000000000000000e+03, 4.765189532838704299e-10, 2.036915074271006155e-10, 4.636721156783324852e-10, 1.268542246822759293e-10, 2.520127821111209175e-10, 2.520127821111209175e-10, 4.636721156783324852e-10, 2.036915074271006155e-10, 4.796338612622470682e-10, 5.699719274102656911e-10, 8.840706277896164898e-11, 3.586848338272831706e-10
2.002000000000000000e+03, 6.410151626635592846e-10, 1.748850592469630185e-10, 5.413939115724172750e-10, 1.730422469326402424e-10, 2.361570957256663439e-10, 2.361570957256663439e-10, 5.413939115724172750e-10, 1.748850592469630185e-10, 6.441437560304427619e-10, 6.633482189248824635e-10, 7.940211507172475788e-11, 3.243542286212311040e-10
2.003000000000000000e+03, 4.179579693948145802e-10, 1.876877648904231734e-10, 5.309856746592652911e-10, 3.679418140398686563e-10, 2.299454054038852240e-10, 2.299454054038852240e-10, 5.309856746592652911e-10, 1.876877648904231734e-10, 4.211095754026596062e-10, 3.974318414011494719e-10, 2.801332063712495630e-10, 3.564567195206784029e-10
2.004000000000000000e+03, 5.741436727765031282e-10, 6.699796980665488675e-11, 5.779056965891002686e-10, 1.338398613415278731e-10, 1.984417444604494551e-10, 1.984417444604494551e-10, 5.779056965891002686e-10, 6.699796980665488675e-11, 5.771757264027140110e-10, 6.064346634355736167e-10, 8.010614654283796849e-11, 2.803855644055145926e-10
2.005000000000000000e+03, 4.374115623793722759e-10, 2.544489581753400242e-10, 5.414635189744276396e-10, 1.095380540331209628e-10, 2.810931461403509938e-10, 2.810931461403509938e-10, 5.414635189744276396e-10, 2.544489581753400242e-10, 4.405044578222552803e-10, 6.559622444477907143e-10, 7.660433744939973229e-11, 4.101718150071521248e-10
