year, TaiESM1, CNRM-ESM2-1, NorESM2-LM, MPI-ESM1-2-LR, GFDL-ESM4, CanESM5, MIROC-ES2L, NorESM2-MM, UKESM1-0-LL, CESM2-WACCM, EC-Earth3-Veg, ACCESS-ESM1-5, CMCC-CM2-SR5, IPSL-CM6A-LR
1.914000000000000000e+03, 4.516475418224250582e+00, 6.058834981196447700e+00, 4.090185727216346656e+00, 8.579944713349798135e+00, 6.482410128209915356e+00, 8.286323241286124741e+00, 8.515491496793604398e+00, 4.689604109030652168e+00, 8.634664705577803190e+00, 4.490046019257618148e+00, 5.502798836968639584e+00, 6.068298524923384285e+00, 5.937646048521504127e+00, 4.575698160349494614e+00
1.915000000000000000e+03, 4.683546137999220704e+00, 6.356756829942441733e+00, 4.229272574460637202e+00, 8.725332020939861266e+00, 6.835352793661741977e+00, 7.934796699827860955e+00, 8.755155655116578117e+00, 4.738127732032421768e+00, 8.208586574186254481e+00, 4.309040294979618935e+00, 5.345399112986501500e+00, 6.164582904255943241e+00, 5.956219181854812028e+00, 4.756158701844814374e+00
1.916000000000000000e+03, 4.547164770869112971e+00, 6.579423505411957862e+00, 4.262290796785940472e+00, 8.392269298575277148e+00, 6.756459681457755551e+00, 8.353810125723535762e+00, 8.946590617843419579e+00, 4.645999736989899986e+00, 8.615439959144158166e+00, 4.675977750843973269e+00, 5.451870161024335637e+00, 6.169240256328071936e+00, 6.164266078668656945e+00, 4.597391530054369291e+00
1.917000000000000000e+03, 4.571331663822694402e+00, 6.669262074806309393e+00, 3.942322498100689465e+00, 8.494355778180079142e+00, 6.513523197007852872e+00, 8.742098997152758955e+00, 9.057252403323087009e+00, 4.538876676341448757e+00, 8.224050213564158440e+00, 4.509214925470182322e+00, 5.257996707072924991e+00, 6.177901119513445671e+00, 5.915479460950028745e+00, 4.644837707623007184e+00
1.918000000000000000e+03, 4.651904424379714520e+00, 6.286535004352903577e+00, 4.335627776075636319e+00, 8.635690410717232979e+00, 6.452290187338021177e+00, 8.439655191866608064e+00, 8.556077748793391891e+00, 4.702318323725748428e+00, 8.463772468712260633e+00, 4.624674392911122034e+00, 5.145963245086266902e+00, 6.095905840882766213e+00, 6.227234525310517910e+00, 4.683249010407630308e+00
1.919000000000000000e+03, 4.707752551525355322e+00, 6.472826544157774364e+00, 4.573714745585371055e+00, 8.629936071683628640e+00, 6.545302546071646965e+00, 8.517344065679427700e+00, 8.673763530825850054e+00, 4.476890524388616122e+00, 8.594572847072747379e+00, 4.462373798855455931e+00, 5.675226612279422156e+00, 5.950419500480330193e+00, 6.083615703321067159e+00, 4.600135410757506982e+00
1.920000000000000000e+03, 4.487960286170822322e+00, 6.618828232781408971e+00, 4.451735358211363902e+00, 8.884758406216306525e+00, 6.719091505521798346e+00, 8.644737764470225017e+00, 8.520913414083386428e+00, 4.548781446388526106e+00, 8.556994820304993254e+00, 4.492931937679470522e+00, 5.381660314958747193e+00, 5.939137886129915778e+00, 5.896394920031108100e+00, 4.708843498336855227e+00
1.921000000000000000e+03, 4.669833946907892219e+00, 6.826999804412521300e+00, 4.373849702264389627e+00, 8.728993812019361087e+00, 6.594479325857437679e+00, 8.212985927278090514e+00, 8.959823382945815595e+00, 4.419187680128008999e+00, 8.334674314600768241e+00, 4.808658316342140360e+00, 5.750284040916983308e+00, 5.989858964650199624e+00, 6.398444984382686940e+00, 4.621419016385697631e+00
1.922000000000000000e+03, 4.777444032092099668e+00, 6.600400593711465369e+00, 4.276020523173872157e+00, 8.739303100369966160e+00, 6.669300963512839076e+00, 8.622228068918738941e+00, 8.811213470298184802e+00, 4.661123120492180583e+00, 8.878486585542431087e+00, 4.912723133128171327e+00, 4.928859913578895302e+00, 5.995730676692828887e+00, 6.162957334509415297e+00, 4.687163546972141326e+00
1.923000000000000000e+03, 4.626124815757032493e+00, 6.788874530213135472e+00, 4.403965642743076891e+00, 8.603369087095858347e+00, 6.725566441055274680e+00, 8.614115320612222959e+00, 8.725564926589095549e+00, 4.622319461113058026e+00, 8.654175492582385942e+00, 4.617859992686950577e+00, 5.426848728490408114e+00, 5.997191223423511630e+00, 6.131403980003965692e+00, 4.633856843390077529e+00
1.924000000000000000e+03, 4.393091906824319715e+00, 6.649587836322742973e+00, 4.216171049642905011e+00, 8.476954223283266643e+00, 6.643108065425324504e+00, 8.751840989124497483e+00, 8.529849256466372154e+00, 4.612560236256899593e+00, 8.811864443639008115e+00, 4.824184883592155693e+00, 5.371952079774236388e+00, 6.029423689795553543e+00, 6.111157422571620756e+00, 4.653798542550518391e+00
1.925000000000000000e+03, 4.765143371450239584e+00, 6.752450693491192091e+00, 4.305624904004330844e+00, 8.662502078478034662e+00, 6.594202473575091261e+00, 8.537408576920240577e+00, 8.528107481604976670e+00, 4.249183160890556366e+00, 8.540379688093024058e+00, 4.744953387293727509e+00, 5.243629532508460755e+00, 6.144592260609435641e+00, 6.191739035470977370e+00, 4.592566861605901885e+00
1.926000000000000000e+03, 4.875795728670767382e+00, 6.698948080811144123e+00, 4.043860316141998368e+00, 8.750251976568295120e+00, 6.456215429733628497e+00, 8.210061710710885308e+00, 8.748374080263728203e+00, 4.471606914040607172e+00, 8.420953563162472122e+00, 4.659617252128450460e+00, 5.452543010896368614e+00, 6.113945118304429549e+00, 6.221030615940720487e+00, 4.691216007466094240e+00
1.927000000000000000e+03, 4.548793529117014067e+00, 6.828858661000279717e+00, 4.373183804309305422e+00, 8.727379288675344071e+00, 6.531024193306796732e+00, 8.595800532651761472e+00, 8.852791045695266092e+00, 4.674766244867531562e+00, 8.444096892918505404e+00, 4.786471904014682366e+00, 5.424182360893818000e+00, 6.291111326907712353e+00, 6.123688155848403092e+00, 4.606737838640852623e+00
1.928000000000000000e+03, 4.520794234095466102e+00, 6.931203673738886906e+00, 4.296481780100225301e+00, 8.764942868449946189e+00, 6.780309916516903179e+00, 8.488105870046142698e+00, 8.724415686898474576e+00, 4.585062792152098332e+00, 8.210670135469312569e+00, 4.703115162538564320e+00, 5.710692021070376434e+00, 6.243112127863618355e+00, 6.239852783560829508e+00, 4.598448484710823791e+00
1.929000000000000000e+03, 4.608112817191965860e+00, 6.689963730822970689e+00, 4.593128768211197865e+00, 8.469236466778987449e+00, 6.721877011693905501e+00, 8.527051621332990550e+00, 8.827733188017724331e+00, 4.585043512030093638e+00, 8.736452769417359931e+00, 4.650621962990243219e+00, 5.622174460782813021e+00, 6.139157771494677895e+00, 6.143670090252400406e+00, 4.697983522869103368e+00
1.930000000000000000e+03, 4.749578520378457291e+00, 6.685493631349606503e+00, 4.243485207559441363e+00, 8.881107300918138492e+00, 6.675989427762925033e+00, 8.606387159338105164e+00, 8.606139774044017088e+00, 4.669362226363940493e+00, 9.015441345159473485e+00, 4.742947386288358658e+00, 5.330044603748830490e+00, 6.118490038313463941e+00, 6.147221797963914547e+00, 4.683783842704661637e+00
1.931000000000000000e+03, 4.491870624203286866e+00, 6.934792448985324320e+00, 4.344022519398141213e+00, 8.356814778549633616e+00, 6.727395323639490776e+00, 8.645713737095366724e+00, 8.568638931923631574e+00, 4.767729252009146990e+00, 8.609650660429519320e+00, 4.743781228312641041e+00, 5.085150396823551411e+00, 6.235236238078661231e+00, 6.151064430629787694e+00, 4.766140389313781256e+00
1.932000000000000000e+03, 4.749148316948833326e+00, 7.066795444965132234e+00, 4.345593248055797275e+00, 8.298147028149385207e+00, 7.091843361709159410e+00, 8.260663929249259851e+00, 8.670561811100872873e+00, 4.729838695894829748e+00, 8.312753311893910535e+00, 4.824368181206579287e+00, 5.521685911904834043e+00, 6.237500100659730151e+00, 6.208405862422500476e+00, 4.658028434521927608e+00
1.933000000000000000e+03, 5.054393581155370185e+00, 6.597586255901568109e+00, 4.319824755466453503e+00, 8.552029895559945416e+00, 6.795997664354507251e+00, 8.654339019839211389e+00, 8.669404622908510660e+00, 4.607818223077626563e+00, 8.267127819121142807e+00, 4.600823735431579742e+00, 5.786641056801117955e+00, 6.133271870243758528e+00, 6.042399930669438035e+00, 4.668737053061254194e+00
1.934000000000000000e+03, 4.485503316535131013e+00, 6.791648472511447210e+00, 4.266737821591966906e+00, 8.760264530179993514e+00, 6.683027064741294154e+00, 8.766398125974781408e+00, 8.714897444221158196e+00, 4.808321419445912959e+00, 8.351674157210437599e+00, 4.628129490679712355e+00, 5.359024594870316349e+00, 6.091007590962983720e+00, 6.043792784257751904e+00, 4.739989643497705352e+00
1.935000000000000000e+03, 4.627097571161039369e+00, 6.361196863206845187e+00, 4.530237763087155756e+00, 8.842463270888478277e+00, 6.579408044643745512e+00, 8.632126571212907606e+00, 9.047236802216527707e+00, 4.821108007709122845e+00, 8.516576141166540381e+00, 4.695313611178448809e+00, 5.115554932276788591e+00, 6.245741483614649425e+00, 6.341784539832245216e+00, 4.597146299391649649e+00
1.936000000000000000e+03, 4.884298761472928518e+00, 6.713971315017629671e+00, 4.493035841125259111e+00, 8.619415991846688385e+00, 6.588116632518417504e+00, 8.621940193523935037e+00, 8.567926697989248552e+00, 4.598225554299377293e+00, 8.492921602038078888e+00, 5.005730272737660691e+00, 5.545421193344138189e+00, 6.049236664323193402e+00, 6.112616625679920368e+00, 4.742512011215643142e+00
1.937000000000000000e+03, 4.695913732698351772e+00, 6.572302331435603051e+00, 4.118796360351211661e+00, 8.559192882649201195e+00, 6.398751540618595968e+00, 8.328453351929919535e+00, 8.611391243757354985e+00, 4.754972999717062443e+00, 8.621055301386526537e+00, 4.491814624646396581e+00, 5.457704602418352202e+00, 6.055712756748412140e+00, 6.084999810642590212e+00, 4.787574793118876570e+00
1.938000000000000000e+03, 4.683226666468805810e+00, 6.667894501445915445e+00, 4.321266118556882141e+00, 8.827810795114862330e+00, 6.680651001237778885e+00, 8.752344397606011128e+00, 8.655939644952875156e+00, 4.695682364474509818e+00, 8.407026413927743747e+00, 4.898599470793367772e+00, 5.551087020471725531e+00, 6.168819467147281799e+00, 6.259891193095778128e+00, 4.826218762596021783e+00
1.939000000000000000e+03, 4.863305861932021301e+00, 6.585438893357968837e+00, 4.376648893575362465e+00, 8.636036088197563743e+00, 6.387830107836579785e+00, 8.649156091702460358e+00, 8.799468253712483090e+00, 4.800383616648375096e+00, 8.741913651942295971e+00, 4.798166172706604726e+00, 4.763806496031976145e+00, 6.086413392495479080e+00, 5.986658638042027469e+00, 4.842340403007949767e+00
1.940000000000000000e+03, 4.762396458540051114e+00, 6.617852403026886599e+00, 4.699547341753773644e+00, 8.915362139639695371e+00, 6.518603815491166742e+00, 8.636313124166163036e+00, 8.823649814585635909e+00, 4.704798607315884951e+00, 8.405816709734882153e+00, 4.785527851578596170e+00, 5.634126986845053864e+00, 6.131050708850845687e+00, 5.746528144368398650e+00, 4.715821495603708335e+00
1.941000000000000000e+03, 4.781782691545703123e+00, 6.753600907826519339e+00, 4.573413254841659281e+00, 8.784253404652314856e+00, 6.283715549323457772e+00, 8.467321630646596375e+00, 8.881329984638879793e+00, 4.783558607408901153e+00, 8.378308377399529050e+00, 4.618054818148038088e+00, 5.656274188413987325e+00, 6.123402869505897073e+00, 6.170149157598681988e+00, 4.788788920221920264e+00
1.942000000000000000e+03, 4.725682141823130067e+00, 6.463698977892781805e+00, 4.220910493835959620e+00, 8.895100306582422789e+00, 6.519530823577192713e+00, 8.591325451782958922e+00, 8.484276154952768323e+00, 4.986334087994300113e+00, 8.596263411079675620e+00, 4.854577632663863440e+00, 5.464076448724574320e+00, 6.257654547186695559e+00, 6.155684107609662448e+00, 4.863915264473654076e+00
1.943000000000000000e+03, 4.614410516719608779e+00, 6.644986839348508312e+00, 4.289575756332001610e+00, 8.460502703086859810e+00, 6.457074653022177202e+00, 8.936958154915901176e+00, 8.523076488079588842e+00, 4.652145177986432678e+00, 8.971104646983354414e+00, 4.672796122161233079e+00, 5.362108969580022588e+00, 6.179511874784957115e+00, 6.067209534679387950e+00, 4.892538787750107865e+00
1.944000000000000000e+03, 4.735413899129421900e+00, 6.919857856680585506e+00, 4.259246882280894653e+00, 8.712283227364885363e+00, 6.374139434079784117e+00, 8.597871704126358594e+00, 8.673344188915224962e+00, 4.803555212874598190e+00, 8.683586526690378449e+00, 4.775648900462791779e+00, 5.517739922525639606e+00, 6.142747699152366181e+00, 6.327924493355859603e+00, 4.874053514915670071e+00
1.945000000000000000e+03, 4.827280071552124241e+00, 6.897303039107764100e+00, 4.499991948284217891e+00, 8.546658898981860375e+00, 6.234167636515027588e+00, 8.592479277694302198e+00, 8.957121246629553113e+00, 4.426967048504325319e+00, 8.325137383899862797e+00, 4.677393448881193905e+00, 5.930230765567132245e+00, 6.241800028551558022e+00, 6.018768952590579424e+00, 4.903483614036905358e+00
1.946000000000000000e+03, 4.658950457807331524e+00, 6.905840389678966851e+00, 4.620924472378582060e+00, 8.936709615062994772e+00, 6.136547800286929366e+00, 8.703775841214458353e+00, 8.512951378573109906e+00, 4.646363805343239228e+00, 8.742842424372543775e+00, 4.780464697704914556e+00, 5.560949460460298255e+00, 6.048989481138939084e+00, 5.980166813043084950e+00, 4.848806005802369867e+00
1.947000000000000000e+03, 4.634825355389935453e+00, 7.109257102670084372e+00, 4.464024210259535330e+00, 8.837741736430922757e+00, 6.323767110877589026e+00, 8.766807553091039651e+00, 8.693791999537372917e+00, 4.677036854873726668e+00, 8.351062359081204534e+00, 4.461464651141395343e+00, 5.150537273461441856e+00, 6.122875454666833583e+00, 6.134690546355840546e+00, 4.854173841807216228e+00
1.948000000000000000e+03, 4.614098530718480973e+00, 6.904663423602169559e+00, 4.597697949378841464e+00, 8.360018951307427670e+00, 6.511114486732332729e+00, 9.299925898598644380e+00, 8.747557608462489753e+00, 4.860629767337067975e+00, 8.063124935111675384e+00, 4.575488034526443037e+00, 5.416259118445712950e+00, 6.296849038501887819e+00, 6.345584964042133791e+00, 4.964403665345293426e+00
1.949000000000000000e+03, 4.672287697831142950e+00, 6.711701085836256908e+00, 4.329325493230284039e+00, 8.572095314595385318e+00, 6.411471944924297617e+00, 8.857417562194125793e+00, 8.973467512716306160e+00, 4.818910132427323134e+00, 8.223004671171423752e+00, 4.820549014595318482e+00, 5.385792764987821002e+00, 6.297039757409378602e+00, 6.133127137903334081e+00, 4.840026218227122534e+00
1.950000000000000000e+03, 4.621741581758730177e+00, 6.778807095957924744e+00, 4.501466829084065147e+00, 8.749527431304892744e+00, 6.613760809933451945e+00, 8.735627332728567396e+00, 8.882500153161807077e+00, 4.772876528720683353e+00, 7.858474105650627095e+00, 4.566903511495286949e+00, 5.256444986905054684e+00, 6.284190685604486681e+00, 5.990915486723370265e+00, 4.825562895963891208e+00
1.951000000000000000e+03, 4.733049854809340040e+00, 6.692304631045041141e+00, 4.316930673592744405e+00, 8.848767398142772578e+00, 6.351931369602281663e+00, 8.650563130464012929e+00, 8.518794168218176921e+00, 4.524873834059278010e+00, 8.294145799348942916e+00, 4.687114373431603198e+00, 5.201128555431431266e+00, 6.324869476844333427e+00, 6.392480874668078350e+00, 4.996597654188336790e+00
1.952000000000000000e+03, 4.839130747113790321e+00, 6.336065636127292677e+00, 4.293246965388901160e+00, 8.967652258009964683e+00, 6.102530361393332825e+00, 8.832658195384931687e+00, 8.628322188238842116e+00, 4.790060853497425164e+00, 8.296065836567775520e+00, 5.065398186252610735e+00, 5.385247898604597516e+00, 6.392504470530560923e+00, 6.296930033279636518e+00, 4.925345114258175450e+00
1.953000000000000000e+03, 4.762443061948119727e+00, 6.403944665092025090e+00, 4.461230825415026580e+00, 8.681045047839472062e+00, 6.309758771212431228e+00, 8.411446619323985630e+00, 8.715332194437211299e+00, 4.831819258667448658e+00, 8.275154183590798240e+00, 4.624725039669633553e+00, 5.693563949682925340e+00, 6.452133504228362071e+00, 6.229944188157333862e+00, 4.951398030712974574e+00
1.954000000000000000e+03, 4.721489432636809092e+00, 6.789106855995669321e+00, 4.661531692322991915e+00, 8.537764021249801161e+00, 6.569268163542552053e+00, 8.821626170473134465e+00, 8.688621878989568614e+00, 4.833590236932233886e+00, 8.850747521382279714e+00, 4.463527258590905156e+00, 5.253757477380580632e+00, 6.221299263484646680e+00, 6.179624375891878074e+00, 4.959415326041998640e+00
1.955000000000000000e+03, 4.637955024283805017e+00, 6.550118734365044659e+00, 4.513069007916624464e+00, 8.389398157959675473e+00, 6.445391548884146893e+00, 8.721240645634416921e+00, 8.501529709584302097e+00, 4.723135456448433800e+00, 8.878313948102361408e+00, 5.057915804368841250e+00, 5.425941937685995420e+00, 6.265087902898053507e+00, 6.145047429315015464e+00, 4.920773514998398213e+00
1.956000000000000000e+03, 4.423348486124148771e+00, 6.428971344425480794e+00, 4.452944475296407134e+00, 8.717490549497391328e+00, 6.218603839669268218e+00, 8.906574340247169985e+00, 8.891847270741125797e+00, 4.894276534048261240e+00, 8.679075771809548812e+00, 4.889302528275101700e+00, 4.754979152660235187e+00, 6.304252996760005168e+00, 6.643184695699813069e+00, 4.930755990701020330e+00
1.957000000000000000e+03, 4.788299183946542747e+00, 6.980687793132153374e+00, 4.696551929819030136e+00, 8.455483066292824645e+00, 6.077452724920897609e+00, 8.601854334632800914e+00, 8.728698374099357338e+00, 4.566487229110077983e+00, 8.336177235567395982e+00, 4.720693201511629411e+00, 5.356376859917633126e+00, 6.180396867210464329e+00, 6.380134257642362527e+00, 4.880345541696388345e+00
1.958000000000000000e+03, 4.576113487349473985e+00, 6.993675244273846126e+00, 4.513795766297040046e+00, 8.288576106229319507e+00, 6.123672754017688291e+00, 8.899735089409064770e+00, 8.761151188857120076e+00, 4.905012414178946401e+00, 8.302434484466777675e+00, 4.613956637073358458e+00, 4.990719852607058193e+00, 6.270025479621756936e+00, 6.131404545795432703e+00, 4.855056841878343299e+00
1.959000000000000000e+03, 4.585360411385530632e+00, 7.058908052453862325e+00, 4.437404154255007782e+00, 8.307586328378503637e+00, 6.306878846631010838e+00, 8.934513106755824552e+00, 8.553417189496691719e+00, 4.567465950269558483e+00, 8.227123529506489064e+00, 4.951230357610075572e+00, 5.209751994033190670e+00, 6.226450186218167815e+00, 6.228014929167432712e+00, 4.881773671763106393e+00
1.960000000000000000e+03, 4.676961392368516712e+00, 7.154690905762046249e+00, 4.413653400086883671e+00, 8.900493366120954875e+00, 6.328663174812547254e+00, 9.172404093829914729e+00, 8.656776461531300981e+00, 5.013435782463362855e+00, 8.506708220464533454e+00, 4.841322896943050402e+00, 5.530115090951614576e+00, 6.349307947690029152e+00, 6.144105843266841838e+00, 4.948971065486387211e+00
1.961000000000000000e+03, 4.559642700249775693e+00, 7.125221957632913217e+00, 4.389943804793798421e+00, 9.011649974202304847e+00, 6.250460217785603234e+00, 9.136779847630995377e+00, 8.916316260250056303e+00, 4.953482238877305655e+00, 8.661862509295593426e+00, 4.868090834581376924e+00, 5.145395848334440636e+00, 6.257126376455786954e+00, 6.207765944237816136e+00, 4.850853983801563629e+00
1.962000000000000000e+03, 4.550925144087538676e+00, 6.935528692096229797e+00, 4.496805929027409832e+00, 8.655162096048826470e+00, 6.252257871389779176e+00, 8.839054902793614943e+00, 8.453326735028854344e+00, 4.581865377048218946e+00, 9.179816577142258183e+00, 4.588153258372514642e+00, 4.925994093634179727e+00, 6.324331608501108981e+00, 6.343082474616852373e+00, 4.854121948558542066e+00
1.963000000000000000e+03, 4.582445027055108255e+00, 7.121988089284104539e+00, 4.354119633254202704e+00, 8.480445735971992249e+00, 6.276812116261079488e+00, 8.644415257487287008e+00, 8.386088533230109832e+00, 4.787424561917635657e+00, 8.753540114965463914e+00, 4.574139892352408587e+00, 5.081725846722975781e+00, 6.360878890610117686e+00, 6.172694204400580809e+00, 5.016776209328744685e+00
1.964000000000000000e+03, 4.808619143524725636e+00, 7.060426371962487124e+00, 4.586413671789539848e+00, 8.702125793752804483e+00, 6.112663305672832337e+00, 8.582418890798843236e+00, 8.372477381632322135e+00, 4.775726431317606213e+00, 8.196486288483741944e+00, 4.645782145978571087e+00, 5.232865970904095221e+00, 6.389557822493108219e+00, 6.233377219754682841e+00, 4.955027725331871302e+00
1.965000000000000000e+03, 4.582002651111310776e+00, 6.826950828906116264e+00, 4.526718964894555164e+00, 8.688715543701995614e+00, 6.020724936376669056e+00, 8.629217641647761283e+00, 8.493888001308967262e+00, 4.739947158715296816e+00, 8.649675778469264387e+00, 4.687571931127911817e+00, 5.148682102455591547e+00, 6.356154190283999306e+00, 6.472150212184175189e+00, 4.881119829392020826e+00
1.966000000000000000e+03, 4.587801606512360131e+00, 7.124132032684541649e+00, 4.669698914854594207e+00, 8.886435908839958486e+00, 6.163776440555168712e+00, 8.679156080688104069e+00, 8.885513465265050925e+00, 4.656728082574633554e+00, 9.184922548967096034e+00, 4.705665001404635284e+00, 5.577627347157654292e+00, 6.492225444947816726e+00, 6.275995290040396135e+00, 4.947482644853266720e+00
1.967000000000000000e+03, 4.611750409961381081e+00, 6.843147891787465298e+00, 4.297147025856983049e+00, 8.700869633111484092e+00, 5.938208324547923134e+00, 8.790726890981934716e+00, 8.530543054799506919e+00, 4.666715195316890608e+00, 8.430791920006447171e+00, 4.826452781618442600e+00, 5.175822139320056081e+00, 6.448062783838935275e+00, 6.244889730713413911e+00, 4.932293176829818826e+00
1.968000000000000000e+03, 4.552813696962346945e+00, 6.732019110975537401e+00, 4.335155370171639433e+00, 9.002569921084118576e+00, 6.095435512178003279e+00, 9.063211170080638368e+00, 8.364141687195845165e+00, 4.755812476009337431e+00, 8.765955250437897917e+00, 4.942701958994431877e+00, 5.400567578925639545e+00, 6.339448402526048909e+00, 6.217750302259501538e+00, 4.972973942304534489e+00
1.969000000000000000e+03, 4.770381947530484723e+00, 7.104345317326859366e+00, 4.555772039129333706e+00, 8.641417972560281768e+00, 6.326221900618476113e+00, 8.869215063014417311e+00, 8.381419117396452734e+00, 4.741162670073597596e+00, 9.097200284496361533e+00, 4.892890921383636460e+00, 5.272939468222056725e+00, 6.334546279316885631e+00, 6.429397881697566319e+00, 5.006138787089214226e+00
1.970000000000000000e+03, 4.877178373539652334e+00, 7.240947938934565897e+00, 4.668800457118901015e+00, 8.511417211336599564e+00, 6.105439637454393775e+00, 8.839874018931764610e+00, 8.800576546477318018e+00, 4.763198768299423236e+00, 8.370692258599250479e+00, 4.799648394624411729e+00, 5.831703067854776990e+00, 6.406170938374119217e+00, 6.244566772859045045e+00, 5.033049676878714074e+00
1.971000000000000000e+03, 4.546816928490737375e+00, 7.166991958181938571e+00, 4.501999624286126434e+00, 8.557827441509894939e+00, 6.047127210824844390e+00, 8.764481157776858211e+00, 8.592686807038438346e+00, 4.760628888092263367e+00, 8.720293223034998320e+00, 4.889721325388404871e+00, 5.349391485899835708e+00, 6.498319059024207256e+00, 6.410570529466284029e+00, 5.002503186343160380e+00
1.972000000000000000e+03, 4.578427453429038785e+00, 7.202009042407205186e+00, 4.620627985819910855e+00, 8.971667378103747481e+00, 6.301973811328421604e+00, 9.079909972655748618e+00, 8.587070513795952209e+00, 4.731961083513972710e+00, 8.424751074951757346e+00, 4.815277047830355706e+00, 5.319875204490498000e+00, 6.357618264998444957e+00, 6.302200168689815030e+00, 4.995649030403781055e+00
1.973000000000000000e+03, 4.738417959528974599e+00, 7.013687305310687847e+00, 4.417763435316625298e+00, 9.090454165921185492e+00, 6.267459052824718491e+00, 8.988237284091514567e+00, 8.701501207756862755e+00, 4.763752777647455083e+00, 8.517363679546500421e+00, 5.171895099592997980e+00, 5.058769625209866838e+00, 6.329564667740817718e+00, 6.345721307639900388e+00, 5.189416455084248092e+00
1.974000000000000000e+03, 4.676102227186428095e+00, 7.014475934415764335e+00, 4.579011076923038104e+00, 8.864198262301798081e+00, 6.161746360458416838e+00, 8.740994328894629462e+00, 8.709750390157775968e+00, 4.925899596203332287e+00, 8.334864689518541425e+00, 4.904866647695792281e+00, 5.257493831579216348e+00, 6.510537257415197843e+00, 6.308972862672261428e+00, 5.020609867289605788e+00
1.975000000000000000e+03, 4.713570914334930251e+00, 6.923847343889022454e+00, 4.639403131262904267e+00, 8.623502947573673083e+00, 5.912336747198357223e+00, 8.632057140264404183e+00, 9.028017768202907689e+00, 5.015682600946727021e+00, 8.313656715074577264e+00, 4.785640784049441265e+00, 5.354490184504724581e+00, 6.550684407242795437e+00, 6.025274121577300690e+00, 5.007534325486252769e+00
1.976000000000000000e+03, 4.580232125634132956e+00, 7.111031712073484279e+00, 4.579153566561964261e+00, 8.675799431964520636e+00, 6.353414110813438320e+00, 8.808843312893616329e+00, 8.726185817236173037e+00, 4.829881735984888458e+00, 9.067029534836620996e+00, 5.086559158805745717e+00, 5.408699912228761342e+00, 6.600205988510778887e+00, 6.542533795719975842e+00, 5.075365565068350904e+00
1.977000000000000000e+03, 4.582278986800322862e+00, 7.357536553236550425e+00, 4.564833784382609672e+00, 8.517970796632186037e+00, 6.251041528321041874e+00, 9.198161957297957159e+00, 8.565270591309596782e+00, 4.933172824973299342e+00, 8.902536737302460423e+00, 5.089250530607743350e+00, 5.507848204744395737e+00, 6.550350513582965384e+00, 6.363922077983557912e+00, 5.009189398228857115e+00
1.978000000000000000e+03, 4.805912902659295938e+00, 7.512314666959222009e+00, 4.282707890511486148e+00, 8.672290645966947764e+00, 6.189520996682013276e+00, 8.785959928137307529e+00, 8.711261152321702284e+00, 4.938853214539744130e+00, 8.407999228203182795e+00, 4.956528482529662050e+00, 5.953937299561387064e+00, 6.665726689876124489e+00, 6.260414124015999171e+00, 5.044288445005781440e+00
1.979000000000000000e+03, 4.601600982822774633e+00, 7.197027348891936072e+00, 4.481856684260888457e+00, 8.491165981292544629e+00, 6.223143376941261629e+00, 8.760451739306773788e+00, 8.554360297932717572e+00, 5.138288099630837991e+00, 8.670323456645343541e+00, 5.132774938466199366e+00, 5.278116299255999344e+00, 6.599515587311303833e+00, 6.564454198930243400e+00, 5.138276580613622357e+00
1.980000000000000000e+03, 4.675729356949963389e+00, 7.408296012978407674e+00, 4.761267911761793314e+00, 9.181985975053569504e+00, 6.074185303573008454e+00, 8.865753128865165422e+00, 8.946284247539402656e+00, 5.115237417005534581e+00, 8.755054644404983932e+00, 5.017599277178868888e+00, 5.226849233207785161e+00, 6.530737834294627397e+00, 6.307612420315439117e+00, 5.176349706446105259e+00
1.981000000000000000e+03, 4.859418338316924491e+00, 7.178919557299605181e+00, 4.637732729337381343e+00, 8.901790148210865894e+00, 6.177422404956881330e+00, 9.450760026836675820e+00, 8.940484466957464349e+00, 5.135400938555326533e+00, 9.072236124772304677e+00, 5.080387741393181500e+00, 5.468484062304979965e+00, 6.467346450191842955e+00, 6.786012556338193669e+00, 5.363016400248442395e+00
1.982000000000000000e+03, 4.511708966475813654e+00, 6.974656072749560565e+00, 4.839575217803935736e+00, 8.929059034731059441e+00, 6.207180768008162097e+00, 9.027302414249945173e+00, 8.660981838705140490e+00, 5.272673065662518255e+00, 8.793952963292101188e+00, 5.253470936377514278e+00, 5.199942525055058162e+00, 6.509385727809019251e+00, 6.390487746263592506e+00, 5.295554471708741495e+00
1.983000000000000000e+03, 4.671110958405872537e+00, 7.389427789487045040e+00, 4.739204430327206730e+00, 8.928032615100802261e+00, 5.929903519272791357e+00, 9.063900380936326329e+00, 8.542159359996503554e+00, 4.894472726945907404e+00, 8.638789571384297261e+00, 5.160044770556922344e+00, 5.512384587494591592e+00, 6.659359001051027960e+00, 6.749469645493369363e+00, 5.210945526752305490e+00
1.984000000000000000e+03, 4.750249407345697783e+00, 7.456946925697737427e+00, 4.587062865550602275e+00, 9.060351654243191888e+00, 6.112795414768729785e+00, 9.187873793178333415e+00, 8.641306945743313150e+00, 4.994092834135797077e+00, 8.536198197490124429e+00, 5.452181463596491362e+00, 5.442407960222463537e+00, 6.574053908510342659e+00, 6.577850144318372116e+00, 5.283121502189171537e+00
