year, TaiESM1, MIROC-ES2L, ACCESS-ESM1-5, CanESM5, INM-CM4-8, NorESM2-LM, INM-CM5-0, NorESM2-MM, UKESM1-0-LL, EC-Earth3-Veg, CMCC-CM2-SR5, GFDL-ESM4, MPI-ESM1-2-LR, CESM2-WACCM, CNRM-ESM2-1, IPSL-CM6A-LR
1.912000000000000000e+03, 2.744708815336161365e+02, 2.783506926665499464e+02, 2.761825728844812033e+02, 2.742687556601338201e+02, 2.758522428299069134e+02, 2.765956496149347004e+02, 2.752035035299008996e+02, 2.748983266115723723e+02, 2.738294874107949113e+02, 2.740035875550207720e+02, 2.763027099920518594e+02, 2.751783791104938359e+02, 2.741388636868094295e+02, 2.758475005617142415e+02, 2.753765752984232336e+02, 2.739384197882099556e+02
1.913000000000000000e+03, 2.746705024257101968e+02, 2.772651785518050360e+02, 2.759715641911408284e+02, 2.746221564619002606e+02, 2.759789390667287989e+02, 2.766323348097520807e+02, 2.755246164938661195e+02, 2.752240614398773459e+02, 2.739959045628925196e+02, 2.741661355206708777e+02, 2.762870361657813305e+02, 2.750728539811208293e+02, 2.746187877090875986e+02, 2.762167377000159831e+02, 2.749104099652819286e+02, 2.735305733257582119e+02
1.914000000000000000e+03, 2.751893910611192382e+02, 2.777722972948956794e+02, 2.764485101826894606e+02, 2.742106241312319526e+02, 2.757159593160355371e+02, 2.760175905292346101e+02, 2.751591072517863950e+02, 2.753501685316726366e+02, 2.739494253887397690e+02, 2.736560483370203087e+02, 2.762855856908212218e+02, 2.752308723985973415e+02, 2.747114151327340323e+02, 2.762375665465248176e+02, 2.749115580645267869e+02, 2.732756878621146370e+02
1.915000000000000000e+03, 2.745161748547717480e+02, 2.784286154728862357e+02, 2.766992257527741685e+02, 2.744822696858761901e+02, 2.751151467618559536e+02, 2.762734963408004205e+02, 2.758669482978411907e+02, 2.761077416238191518e+02, 2.744678683127277168e+02, 2.732230337446421800e+02, 2.760475252191791924e+02, 2.759171027187825302e+02, 2.754455221333818713e+02, 2.758824604018264495e+02, 2.751751585012817145e+02, 2.735994200551079985e+02
1.916000000000000000e+03, 2.750867383202227643e+02, 2.785617584367450945e+02, 2.767532963393723549e+02, 2.752125149088273588e+02, 2.754648821787588986e+02, 2.762904617065667026e+02, 2.756741635603949021e+02, 2.755638137944368964e+02, 2.737757658624860255e+02, 2.731614996311794243e+02, 2.762830226679514567e+02, 2.758479915737981401e+02, 2.749120089960786686e+02, 2.763409364990944823e+02, 2.751824456557954477e+02, 2.742734119313682299e+02
1.917000000000000000e+03, 2.753594236692470076e+02, 2.791767791128410749e+02, 2.766298071159743586e+02, 2.753682588040861674e+02, 2.762315244438203763e+02, 2.763327005995404306e+02, 2.759024060669456162e+02, 2.754193685892307144e+02, 2.734316230810783281e+02, 2.738881363651154857e+02, 2.760304324728394931e+02, 2.756827827934057495e+02, 2.750416983161205167e+02, 2.759944782260305374e+02, 2.746962493136740591e+02, 2.738189939600086973e+02
1.918000000000000000e+03, 2.752051409229699743e+02, 2.781138009622069376e+02, 2.762733094649782970e+02, 2.753900405659846911e+02, 2.762052415084740460e+02, 2.767969369786791844e+02, 2.757406830143183356e+02, 2.757188823980105212e+02, 2.738080789892398457e+02, 2.740725951524129300e+02, 2.759040028597687524e+02, 2.758111263018099635e+02, 2.746940030634534082e+02, 2.762112185320088997e+02, 2.747661496013492410e+02, 2.738086412478249372e+02
1.919000000000000000e+03, 2.745852816353304320e+02, 2.782107461134394839e+02, 2.766470170507992066e+02, 2.757222315294355894e+02, 2.758122710431815108e+02, 2.770090032962053215e+02, 2.753108554234417511e+02, 2.756341500780830529e+02, 2.750158870036382268e+02, 2.744103523983363857e+02, 2.756536609627887060e+02, 2.753906610599695455e+02, 2.750388599637594211e+02, 2.757376205078653015e+02, 2.752200140794547565e+02, 2.739441143111216661e+02
1.920000000000000000e+03, 2.753351995063950426e+02, 2.780733328414484049e+02, 2.765677786858151990e+02, 2.749102208638296361e+02, 2.757555649277563816e+02, 2.773454844928366470e+02, 2.759922260821153941e+02, 2.759099917752205897e+02, 2.745818073826553132e+02, 2.739018490340293965e+02, 2.754964656764036022e+02, 2.760748206271152867e+02, 2.751345113029449294e+02, 2.756952108395624919e+02, 2.748235712271493298e+02, 2.747772006020928757e+02
1.921000000000000000e+03, 2.746540951993991371e+02, 2.786708141751195171e+02, 2.768174574412072957e+02, 2.750181929103432026e+02, 2.756867447257140498e+02, 2.765063214882376883e+02, 2.757380285624413432e+02, 2.759221113808928294e+02, 2.736073495901387673e+02, 2.743886151718898532e+02, 2.764648694248434708e+02, 2.758423808121834213e+02, 2.753300835551640375e+02, 2.768844092262634149e+02, 2.751918864338163075e+02, 2.743004141895847283e+02
1.922000000000000000e+03, 2.753474029240136929e+02, 2.782812296602941160e+02, 2.763416157059758120e+02, 2.748830366671687671e+02, 2.762271747864166400e+02, 2.769390839487726907e+02, 2.756673947953971719e+02, 2.758023090267792554e+02, 2.740082888316747471e+02, 2.738371353784648932e+02, 2.764653647298801502e+02, 2.757296205190376668e+02, 2.755230252936743227e+02, 2.763517871958131309e+02, 2.750459479919200589e+02, 2.737124501486738950e+02
1.923000000000000000e+03, 2.753754243385955647e+02, 2.781571616663542272e+02, 2.761251103642707676e+02, 2.754032634380403692e+02, 2.757770699347876189e+02, 2.770826340788540278e+02, 2.756624334485829309e+02, 2.754281465388454535e+02, 2.740035325897267739e+02, 2.743385221580106759e+02, 2.759981658720780615e+02, 2.759148616265414375e+02, 2.754630489854305324e+02, 2.765479563435575301e+02, 2.749926521263899417e+02, 2.737834470263244384e+02
1.924000000000000000e+03, 2.754689633883197644e+02, 2.778281575801060512e+02, 2.761472960818744014e+02, 2.758587197853721591e+02, 2.763339900597970882e+02, 2.766562006390033730e+02, 2.757688137281270997e+02, 2.751357478978403037e+02, 2.741777981423859387e+02, 2.741439005029504870e+02, 2.753182201929546409e+02, 2.757862276198467271e+02, 2.756769646202887429e+02, 2.767231496501349852e+02, 2.756041566699677787e+02, 2.733890206206953053e+02
1.925000000000000000e+03, 2.752587483162383819e+02, 2.779696135178661507e+02, 2.768635642818238694e+02, 2.753623323090416761e+02, 2.759428169976004028e+02, 2.770583257584605121e+02, 2.758725103915574550e+02, 2.754093913773808708e+02, 2.740029277496960276e+02, 2.745813114921966189e+02, 2.760249591493364392e+02, 2.756041758138632076e+02, 2.751009686400836358e+02, 2.761490651483753709e+02, 2.749584304948523936e+02, 2.735010513899294438e+02
1.926000000000000000e+03, 2.750955906551232601e+02, 2.783313354002341384e+02, 2.767907142918445516e+02, 2.752845958951144780e+02, 2.759852848774986569e+02, 2.770456648868603793e+02, 2.755223214266600280e+02, 2.751338757982265975e+02, 2.741597509402148489e+02, 2.741825917345489074e+02, 2.759883445798835169e+02, 2.756229448448344215e+02, 2.752087556995652449e+02, 2.766789225192510457e+02, 2.745116905049656566e+02, 2.739827334408956290e+02
1.927000000000000000e+03, 2.750798208101356295e+02, 2.785130530951456649e+02, 2.770387739371202542e+02, 2.751885524099085387e+02, 2.759024348816755605e+02, 2.769986770593581014e+02, 2.758874598952892825e+02, 2.759356026430120892e+02, 2.739678340982695772e+02, 2.747193902475110576e+02, 2.757131009164945112e+02, 2.753353135216926830e+02, 2.753011705933797089e+02, 2.766980752520902342e+02, 2.746482836266586105e+02, 2.739350784889805368e+02
1.928000000000000000e+03, 2.754173999051089368e+02, 2.782899479236564844e+02, 2.767581635836053238e+02, 2.750582680000886171e+02, 2.761950652929938883e+02, 2.768431486797620096e+02, 2.753571343740452448e+02, 2.756955266198699519e+02, 2.736010053724885438e+02, 2.747950903146748374e+02, 2.759850712694663457e+02, 2.758740064811407819e+02, 2.750916822375759807e+02, 2.765798455584266549e+02, 2.754495668479257802e+02, 2.737070195108695430e+02
1.929000000000000000e+03, 2.751728723585363809e+02, 2.784535948781572188e+02, 2.761944184107446176e+02, 2.750687412858983976e+02, 2.760063006486668655e+02, 2.773374743572092598e+02, 2.759137814693714290e+02, 2.753573116916906542e+02, 2.738618987147457915e+02, 2.748053134833362492e+02, 2.763685610386789904e+02, 2.756274046735607612e+02, 2.753609628733761383e+02, 2.760001883457854319e+02, 2.753722148119690019e+02, 2.744493694756565674e+02
1.930000000000000000e+03, 2.747897522302453694e+02, 2.779472336632817928e+02, 2.763549954938428073e+02, 2.746254653342123788e+02, 2.760985227956121548e+02, 2.773127096309908666e+02, 2.766856393600713773e+02, 2.760644258022470012e+02, 2.740726261102099102e+02, 2.740454341276013679e+02, 2.764066604281448463e+02, 2.753343410508639408e+02, 2.749801020054188143e+02, 2.770826516101024595e+02, 2.752627972291683136e+02, 2.736945098583830713e+02
1.931000000000000000e+03, 2.757102583313394462e+02, 2.779260223560739860e+02, 2.768127558033673949e+02, 2.751270246786825737e+02, 2.762885274301943923e+02, 2.769361979820222359e+02, 2.758781482692090208e+02, 2.767777653139879703e+02, 2.738456017818163559e+02, 2.742446136281158715e+02, 2.762726112989155922e+02, 2.756029237869329336e+02, 2.749186573856271707e+02, 2.767724876102232088e+02, 2.751622870894327093e+02, 2.736855648846954523e+02
1.932000000000000000e+03, 2.751142962015518378e+02, 2.781840740924869237e+02, 2.768863858978907047e+02, 2.751963824099035492e+02, 2.765225067083372323e+02, 2.765697468902386618e+02, 2.760465117885746622e+02, 2.751918337097916378e+02, 2.737959985792099928e+02, 2.747112777582968306e+02, 2.756762817679419868e+02, 2.765225385026857907e+02, 2.750764710391931089e+02, 2.768701568035183413e+02, 2.751459759591021452e+02, 2.735021976307543810e+02
1.933000000000000000e+03, 2.756623766420251513e+02, 2.784924546569257586e+02, 2.767283145246874483e+02, 2.754120238674914276e+02, 2.757673394675767895e+02, 2.765859392506908421e+02, 2.764559876685211179e+02, 2.755839853400635207e+02, 2.736579935360270497e+02, 2.743652168417867756e+02, 2.764234715697501770e+02, 2.758350765477653113e+02, 2.749182230668465650e+02, 2.768504722557234459e+02, 2.753092291173311992e+02, 2.736722234492717689e+02
1.934000000000000000e+03, 2.760788672367020240e+02, 2.784139755225104977e+02, 2.769346386507424427e+02, 2.752020162175483051e+02, 2.758175153585499970e+02, 2.766438361265903723e+02, 2.754418546864841915e+02, 2.756321762450922392e+02, 2.737089844796720399e+02, 2.742009792018679377e+02, 2.757816769284657994e+02, 2.757867816574204767e+02, 2.749614671802517023e+02, 2.767513626904526518e+02, 2.745832900123866693e+02, 2.741100883567518167e+02
1.935000000000000000e+03, 2.759188028029669795e+02, 2.790166909465042977e+02, 2.770143391072479631e+02, 2.750572774384811510e+02, 2.762388534666032456e+02, 2.766906348284134651e+02, 2.758056794549364668e+02, 2.756429172202446694e+02, 2.741225007909854412e+02, 2.740686967166825525e+02, 2.757907363278176263e+02, 2.755516421355833359e+02, 2.755419303732319918e+02, 2.765569892507647296e+02, 2.754980877824692698e+02, 2.737843939528028727e+02
1.936000000000000000e+03, 2.752269791122400875e+02, 2.781714305010461885e+02, 2.764691479852991733e+02, 2.746073633604801216e+02, 2.763276896238938320e+02, 2.763134212719663765e+02, 2.754609164951925777e+02, 2.749999566248482665e+02, 2.743881340634003436e+02, 2.743346964613994032e+02, 2.768157579138816118e+02, 2.757105360227844812e+02, 2.750101674185782485e+02, 2.773026119795273416e+02, 2.744880540056554423e+02, 2.746753116682509699e+02
1.937000000000000000e+03, 2.760662265843345722e+02, 2.781780638968010066e+02, 2.764268630187530107e+02, 2.752621333033590645e+02, 2.763555958459293720e+02, 2.766900903802070957e+02, 2.755140481795007759e+02, 2.752531519494964414e+02, 2.735855608450211776e+02, 2.742407402470501552e+02, 2.761301603193975325e+02, 2.751826589344356648e+02, 2.746941218656442061e+02, 2.766801144137951951e+02, 2.749278501173893687e+02, 2.738993937404637791e+02
1.938000000000000000e+03, 2.753467955348551754e+02, 2.782906844854994688e+02, 2.766474699529622399e+02, 2.752818040269213498e+02, 2.758191412587290756e+02, 2.768671172634943218e+02, 2.756409828435661211e+02, 2.755102120399349701e+02, 2.733125010701254496e+02, 2.741320202064882210e+02, 2.757282778071303255e+02, 2.760777302612228823e+02, 2.752878272082490980e+02, 2.766574394689829433e+02, 2.755026199223259482e+02, 2.742293920757190904e+02
1.939000000000000000e+03, 2.756438934861512280e+02, 2.783983179221713158e+02, 2.763747952293178969e+02, 2.755567573308622968e+02, 2.758801021936291136e+02, 2.764386633644225526e+02, 2.753972789916018087e+02, 2.752036005331746651e+02, 2.738768800091949629e+02, 2.737804587195728914e+02, 2.757829852260605890e+02, 2.754874963263419545e+02, 2.752803730223558318e+02, 2.763807386906316310e+02, 2.743966349449252675e+02, 2.735545858444198188e+02
1.940000000000000000e+03, 2.760713938280421758e+02, 2.787148558183395153e+02, 2.768499983185173505e+02, 2.753719894933101955e+02, 2.758388531181848862e+02, 2.767327103199128828e+02, 2.754240508258313298e+02, 2.758924549339743066e+02, 2.736337341643324521e+02, 2.743956465066034980e+02, 2.752475037889317946e+02, 2.757563560728787024e+02, 2.755351114469995082e+02, 2.759592214403009507e+02, 2.749830383553971274e+02, 2.738966925390653273e+02
1.941000000000000000e+03, 2.753734743317850189e+02, 2.786574207243504588e+02, 2.762046914873338324e+02, 2.757087456611970424e+02, 2.761355594892591512e+02, 2.769194254305695608e+02, 2.756829051829075752e+02, 2.759695967349485954e+02, 2.738507711790285271e+02, 2.748114193673116006e+02, 2.765419975201293710e+02, 2.751339526699989051e+02, 2.753433460694372457e+02, 2.769418112768928495e+02, 2.751033157701370442e+02, 2.742322644373971343e+02
1.942000000000000000e+03, 2.750610506170357326e+02, 2.782611009494108316e+02, 2.763081612912865239e+02, 2.747720542453567987e+02, 2.762246106845528857e+02, 2.771163503809073632e+02, 2.761689587295748538e+02, 2.754291731537114742e+02, 2.740694703202528899e+02, 2.740565574847001926e+02, 2.759292367656047986e+02, 2.758174524959505334e+02, 2.753523538214253676e+02, 2.769666832623065034e+02, 2.751962312777497459e+02, 2.748040855992442744e+02
1.943000000000000000e+03, 2.761128378556375083e+02, 2.781544917926816538e+02, 2.764999123904726730e+02, 2.745928482950557168e+02, 2.763022484614460836e+02, 2.768361750335800480e+02, 2.761294012744542101e+02, 2.758060034559630935e+02, 2.734725564804563192e+02, 2.743353551458625361e+02, 2.758969001177587188e+02, 2.756011649267599068e+02, 2.752213280056326425e+02, 2.764457165046205773e+02, 2.746202328503943590e+02, 2.742936199310876191e+02
1.944000000000000000e+03, 2.752255435701100055e+02, 2.787323714851771683e+02, 2.763781599634972395e+02, 2.749036419799952000e+02, 2.765786849015542543e+02, 2.767321177093047595e+02, 2.753481288700697860e+02, 2.758116085163565572e+02, 2.741701799638095167e+02, 2.750070631468235547e+02, 2.765984736600322549e+02, 2.755098758896032791e+02, 2.753228453581161261e+02, 2.766024883424194627e+02, 2.751350237743010894e+02, 2.743858039826059212e+02
1.945000000000000000e+03, 2.749764732108312160e+02, 2.787490678757184241e+02, 2.766365927720528930e+02, 2.749469824999434309e+02, 2.761459065759219698e+02, 2.765969708423377256e+02, 2.754353279526524148e+02, 2.748228355644939711e+02, 2.737761582243805378e+02, 2.753126145318764770e+02, 2.766202802012691677e+02, 2.754042050215764448e+02, 2.749623754511973175e+02, 2.767267963555771075e+02, 2.747955099851350269e+02, 2.738138589854128213e+02
1.946000000000000000e+03, 2.752020338786131788e+02, 2.781562891129659647e+02, 2.762023152915999162e+02, 2.752838938453153901e+02, 2.761673387944245519e+02, 2.770987088577610393e+02, 2.755815864788188492e+02, 2.752539247055581200e+02, 2.744636764429663458e+02, 2.746206787032924694e+02, 2.761838118584731205e+02, 2.748047195900711017e+02, 2.752460920611248980e+02, 2.758735543901501615e+02, 2.746742178196962527e+02, 2.743322221619120569e+02
1.947000000000000000e+03, 2.753615180421001014e+02, 2.783210389156898827e+02, 2.763597723213699737e+02, 2.748025141750605940e+02, 2.762084706136928958e+02, 2.769720816594046369e+02, 2.754776175886060514e+02, 2.754946039618681652e+02, 2.742645479475873458e+02, 2.747043379113308106e+02, 2.760428523780586261e+02, 2.756010327672481139e+02, 2.759340756782580684e+02, 2.758941450143763632e+02, 2.743397019134351922e+02, 2.743509341570224933e+02
1.948000000000000000e+03, 2.755320658954593114e+02, 2.785364338021599906e+02, 2.768208760980654688e+02, 2.752425790718190228e+02, 2.763590587806982057e+02, 2.767327932509544439e+02, 2.760711774922380073e+02, 2.757373526356790876e+02, 2.738820239242773482e+02, 2.747016900976431089e+02, 2.767702100774262135e+02, 2.756215538155682907e+02, 2.753268052561064110e+02, 2.756862652686966726e+02, 2.746903593736416838e+02, 2.749531649384063030e+02
1.949000000000000000e+03, 2.756163721903677697e+02, 2.787166239160276291e+02, 2.765912409690520235e+02, 2.753300306961542674e+02, 2.763447559334638868e+02, 2.765983002902080443e+02, 2.752482794994302253e+02, 2.761132602429777876e+02, 2.741868067029337794e+02, 2.746168379568116507e+02, 2.763935533528540418e+02, 2.756212574940750528e+02, 2.753538909941862016e+02, 2.768260677423916150e+02, 2.738896001646805871e+02, 2.745388808115166626e+02
1.950000000000000000e+03, 2.748044401372313246e+02, 2.784948562846553841e+02, 2.763531176734172732e+02, 2.752722396212877243e+02, 2.763046237747443570e+02, 2.768582920819429773e+02, 2.759642554467615128e+02, 2.759770020834530442e+02, 2.735462127457787460e+02, 2.748594286792963430e+02, 2.758597138921088003e+02, 2.759275435423558633e+02, 2.750819392186083405e+02, 2.764136076059695597e+02, 2.749356613113655499e+02, 2.741123119707885394e+02
1.951000000000000000e+03, 2.748081102260399007e+02, 2.783887115673696258e+02, 2.763003987190592170e+02, 2.750060319656965362e+02, 2.763625137162493388e+02, 2.763837795212157289e+02, 2.758362486280341841e+02, 2.760564829030310534e+02, 2.739058991022654936e+02, 2.742268569727675072e+02, 2.762991805493378479e+02, 2.755901230411247980e+02, 2.756899700257972086e+02, 2.770315856303535611e+02, 2.746806382078909223e+02, 2.748711723378377769e+02
1.952000000000000000e+03, 2.753399151635584872e+02, 2.778027689627851373e+02, 2.767135919953306029e+02, 2.747166299494033979e+02, 2.760314902974771485e+02, 2.766862497351422689e+02, 2.760695104287459003e+02, 2.759792746846392220e+02, 2.739774607013156924e+02, 2.748051636880572914e+02, 2.763407773437377841e+02, 2.751768645052189299e+02, 2.755947161224625575e+02, 2.770429056150168208e+02, 2.747819046322957774e+02, 2.747054368960911006e+02
1.953000000000000000e+03, 2.758383855665616124e+02, 2.786714185412273537e+02, 2.768007636591111122e+02, 2.755148426917283473e+02, 2.759374443908953367e+02, 2.761621149523148802e+02, 2.760573675142445040e+02, 2.756941372735562368e+02, 2.733263107605302480e+02, 2.747514131851457364e+02, 2.762615838954696414e+02, 2.754940994902823377e+02, 2.755999976255331489e+02, 2.764913548975540039e+02, 2.746756034211683186e+02, 2.745720336485464941e+02
1.954000000000000000e+03, 2.745884108932964978e+02, 2.790167494979897356e+02, 2.760395922806129079e+02, 2.751762388448534580e+02, 2.761624558563767096e+02, 2.765748184267014835e+02, 2.756335950990566630e+02, 2.756965651328487752e+02, 2.741706503984253800e+02, 2.743487561366261502e+02, 2.753302879039325148e+02, 2.757515781412677143e+02, 2.753511278403744313e+02, 2.763176119526323191e+02, 2.741897312196287544e+02, 2.747427791650360973e+02
1.955000000000000000e+03, 2.755670468643726281e+02, 2.781986984461097450e+02, 2.764216772987634840e+02, 2.749990414947137083e+02, 2.769020161400169400e+02, 2.768183056996743971e+02, 2.756042561018000470e+02, 2.755466070385942317e+02, 2.739698355703800985e+02, 2.746279810326586244e+02, 2.761957697103233613e+02, 2.760375120175742722e+02, 2.751475856199185159e+02, 2.770900716721031358e+02, 2.753995566516704230e+02, 2.746069526273451515e+02
1.956000000000000000e+03, 2.749203026806484331e+02, 2.789073963083285435e+02, 2.767495788047948508e+02, 2.750938376924847262e+02, 2.756005659075022436e+02, 2.768964718531603353e+02, 2.758228782328451416e+02, 2.758567697004322099e+02, 2.738126331783594765e+02, 2.738726014144207284e+02, 2.771901039222585155e+02, 2.753419205286048737e+02, 2.756655789152959528e+02, 2.769363508408569601e+02, 2.750755650700751289e+02, 2.742298406606518029e+02
1.957000000000000000e+03, 2.749936921060046302e+02, 2.782518802973992820e+02, 2.760923264052483432e+02, 2.748395270847191227e+02, 2.759584591151581776e+02, 2.770000945949228708e+02, 2.762387441675367654e+02, 2.748649058285030833e+02, 2.735851067052874441e+02, 2.744713667540394226e+02, 2.774122722827333405e+02, 2.757732116611609285e+02, 2.752898438733014359e+02, 2.760499730541283725e+02, 2.751359883769038106e+02, 2.751683736464396475e+02
1.958000000000000000e+03, 2.751175911686186168e+02, 2.785179689423308105e+02, 2.762064812979533599e+02, 2.748270879347613800e+02, 2.760331645173874335e+02, 2.770166466936923939e+02, 2.758347717091499476e+02, 2.753787163221407468e+02, 2.738956974587638342e+02, 2.744267188267412507e+02, 2.764767461407142832e+02, 2.754519369646729956e+02, 2.753756575423094546e+02, 2.762957614898479051e+02, 2.756696445666855197e+02, 2.752554127085543314e+02
1.959000000000000000e+03, 2.754606545308999443e+02, 2.783517373288900103e+02, 2.764956151941324265e+02, 2.747488077374141540e+02, 2.760327188441926296e+02, 2.770694689514718334e+02, 2.755625926548985376e+02, 2.754307902936076289e+02, 2.737670387485005108e+02, 2.741395192493175159e+02, 2.762609653171707009e+02, 2.754144405358733252e+02, 2.749798789643580221e+02, 2.760972449739155650e+02, 2.747431141167312489e+02, 2.742600655107274292e+02
1.960000000000000000e+03, 2.748074488912706101e+02, 2.788255079766283870e+02, 2.763152528146729310e+02, 2.756115746306741130e+02, 2.760144260017571582e+02, 2.769929475701715660e+02, 2.759689836719260825e+02, 2.758709757946954824e+02, 2.738271882677830718e+02, 2.743883737505536828e+02, 2.757339069847401447e+02, 2.757497830345173497e+02, 2.755089435281623196e+02, 2.765140798616336042e+02, 2.745304239251901777e+02, 2.744650810036285407e+02
1.961000000000000000e+03, 2.744318827744966143e+02, 2.786571870691004165e+02, 2.760759282621007742e+02, 2.754573797188493245e+02, 2.767491424960229551e+02, 2.762122536089252094e+02, 2.757889732410871488e+02, 2.759451612018829678e+02, 2.734925415102272837e+02, 2.740858966681240645e+02, 2.760038123749152987e+02, 2.753278328601847420e+02, 2.755048153437325027e+02, 2.763166423484288430e+02, 2.748527494537283360e+02, 2.744585671393701318e+02
1.962000000000000000e+03, 2.751147946082094791e+02, 2.780062578941538050e+02, 2.763161877488181517e+02, 2.749664074161297549e+02, 2.760357213223884969e+02, 2.761093412459881620e+02, 2.758407908112165501e+02, 2.753642559815903041e+02, 2.735765357109829097e+02, 2.742896182124388815e+02, 2.760955342311908112e+02, 2.751693430595270229e+02, 2.752358002501793521e+02, 2.765518941393519299e+02, 2.752114283898249596e+02, 2.746546303740686881e+02
1.963000000000000000e+03, 2.754017182117607376e+02, 2.776778207026659402e+02, 2.766249368369161061e+02, 2.747503136104662076e+02, 2.759224540583077214e+02, 2.760689589006844358e+02, 2.760234268575925398e+02, 2.752738056865765657e+02, 2.738851974113605934e+02, 2.743338015262275462e+02, 2.763611761122992903e+02, 2.756620100523512065e+02, 2.748268775589654638e+02, 2.763719662270107165e+02, 2.751375559851904313e+02, 2.750086079686956282e+02
1.964000000000000000e+03, 2.746003478505944031e+02, 2.772996961259867135e+02, 2.760648932936628626e+02, 2.744519192588293777e+02, 2.754716546162584336e+02, 2.758639938244793939e+02, 2.758706438859210834e+02, 2.750623241600378037e+02, 2.736240159562290728e+02, 2.744142109554984472e+02, 2.760371369995330610e+02, 2.749693895118555815e+02, 2.747218144275346958e+02, 2.765977729266827509e+02, 2.746629005709594935e+02, 2.749808889993014418e+02
1.965000000000000000e+03, 2.751906701440722713e+02, 2.777980870530816446e+02, 2.759337758898512334e+02, 2.749040650845659002e+02, 2.755046570346345902e+02, 2.762650166529325020e+02, 2.760162937882611232e+02, 2.751531892300270101e+02, 2.728779426649342099e+02, 2.740202515265440297e+02, 2.773579580689389559e+02, 2.747595203671050399e+02, 2.752523285988597763e+02, 2.762540404179773645e+02, 2.750927629195073223e+02, 2.750480620754498204e+02
1.966000000000000000e+03, 2.742856265008891228e+02, 2.786272025458973758e+02, 2.764343482214030701e+02, 2.749188414862488798e+02, 2.761215469507600915e+02, 2.764085334677665742e+02, 2.757130702149030412e+02, 2.747696975318239652e+02, 2.733801776935448515e+02, 2.749014292561316779e+02, 2.760654857619349514e+02, 2.749648844211871506e+02, 2.750752400891320804e+02, 2.755658665062012460e+02, 2.748352432259841862e+02, 2.745165183033821563e+02
1.967000000000000000e+03, 2.746563813245700771e+02, 2.784038395377655206e+02, 2.762158153944289438e+02, 2.751501542904535427e+02, 2.758282654838246799e+02, 2.762295384804646119e+02, 2.753573270742788850e+02, 2.748151785785180437e+02, 2.739046592516667147e+02, 2.740968741130650983e+02, 2.760858864756906428e+02, 2.748772214106792262e+02, 2.751133720714673814e+02, 2.765329751703368970e+02, 2.755283917706252055e+02, 2.745451156869766010e+02
1.968000000000000000e+03, 2.755727391996238111e+02, 2.775527706849129004e+02, 2.759326948585143100e+02, 2.754050164950410249e+02, 2.757727920450411148e+02, 2.756337108625186261e+02, 2.755452967774961621e+02, 2.746260123405996296e+02, 2.725843290380288977e+02, 2.741513435047530720e+02, 2.764209372055047993e+02, 2.749996166962619668e+02, 2.760382042749857305e+02, 2.759303541210725825e+02, 2.737237592845433483e+02, 2.745990426016543893e+02
1.969000000000000000e+03, 2.748572026389703069e+02, 2.783546429448649633e+02, 2.767196368941135347e+02, 2.749673562110664307e+02, 2.763617728173143746e+02, 2.758971237528259621e+02, 2.754817843461569282e+02, 2.744555171227246433e+02, 2.732960865457557702e+02, 2.752274360427585975e+02, 2.769668445040973666e+02, 2.753632332073578368e+02, 2.752146808492582863e+02, 2.755912968844242528e+02, 2.754965377557655870e+02, 2.753038503506972461e+02
1.970000000000000000e+03, 2.748012786684562911e+02, 2.784537319643137607e+02, 2.767137597298964806e+02, 2.747024021975951200e+02, 2.764293794920886853e+02, 2.765434202815193885e+02, 2.755338010376221405e+02, 2.747666646924796510e+02, 2.734226811662095429e+02, 2.747417466768050076e+02, 2.759430172820300982e+02, 2.752592601299467674e+02, 2.746759678973589303e+02, 2.757369014224353805e+02, 2.753445837561728808e+02, 2.748996316643271598e+02
1.971000000000000000e+03, 2.752104919026404559e+02, 2.782380538507662209e+02, 2.763736007118687326e+02, 2.747949434644530129e+02, 2.758467290444327773e+02, 2.763703172554925231e+02, 2.757299868254930857e+02, 2.743754835586988747e+02, 2.731813459681322911e+02, 2.746439591859879101e+02, 2.767814386891226377e+02, 2.753758247829306924e+02, 2.752070611426790947e+02, 2.758645092525647442e+02, 2.754825889767059834e+02, 2.745975637018885891e+02
1.972000000000000000e+03, 2.751561830209311097e+02, 2.778770469382639590e+02, 2.762365602998386862e+02, 2.745567583610492193e+02, 2.759096845924950685e+02, 2.763239683076953384e+02, 2.755937966268687092e+02, 2.756042420144069638e+02, 2.727815421137020735e+02, 2.744084807097964358e+02, 2.764991433568373509e+02, 2.756029177702008610e+02, 2.749119582796659529e+02, 2.762290851257679947e+02, 2.749898613066014832e+02, 2.741862393710703714e+02
1.973000000000000000e+03, 2.747584858654128652e+02, 2.781888397399787891e+02, 2.761608636308384916e+02, 2.750564678041455977e+02, 2.754010062942636523e+02, 2.761391200395563033e+02, 2.754942549886446272e+02, 2.746599670495843384e+02, 2.732671886527293736e+02, 2.746232420793740516e+02, 2.760352701401661193e+02, 2.753268727521204369e+02, 2.757053026618799549e+02, 2.766756283885827088e+02, 2.750547399294106299e+02, 2.755358445337350872e+02
