year, INM-CM5-0, CMCC-CM2-SR5, MIROC-ES2L, EC-Earth3-Veg, MPI-ESM1-2-LR, ACCESS-ESM1-5, IPSL-CM6A-LR, NorESM2-LM, CESM2-WACCM, CNRM-ESM2-1, GFDL-ESM4, UKESM1-0-LL, TaiESM1, INM-CM4-8, CanESM5, NorESM2-MM
1.909000000000000000e+03, 1.156427170181970467e+02, 5.598162681743902169e+01, 7.743076672379253012e+01, 5.226056720119543542e+01, 3.899161938230332680e+01, 9.587153843739783099e+01, 3.926028247806814875e+01, 5.945083432629373021e+01, 6.343225309158206926e+01, 8.443828718991821347e+01, 7.854378769824545259e+01, 7.149653692164626761e+01, 4.299809663886211553e+01, 1.135390607044688949e+02, 6.868232465038970247e+01, 6.133604738020807190e+01
1.910000000000000000e+03, 1.156639296229106861e+02, 5.642621463124918790e+01, 7.709263300142627884e+01, 5.196785080228786313e+01, 3.875905989023105036e+01, 9.565901783328899910e+01, 3.921381218947235681e+01, 5.953347703376690703e+01, 6.329918379835022790e+01, 8.432438013789126785e+01, 7.841119559154321905e+01, 7.112868943820021173e+01, 4.232983243775981208e+01, 1.136142785164927460e+02, 6.873415610185425351e+01, 6.122571945483238665e+01
1.911000000000000000e+03, 1.153361919841656231e+02, 5.664429292056262710e+01, 7.707643619248212019e+01, 5.193025502800221460e+01, 3.882721329564110846e+01, 9.550560303121379491e+01, 3.928802562927459263e+01, 5.947797999342446928e+01, 6.309050115076861687e+01, 8.419520629339793061e+01, 7.839676056158528183e+01, 7.079828913971461191e+01, 4.202717078577938281e+01, 1.135666300983676678e+02, 6.874885873669944658e+01, 6.143986357398640763e+01
1.912000000000000000e+03, 1.155007427047870436e+02, 5.528859671738405979e+01, 7.701941257146692976e+01, 5.157303374400235185e+01, 3.861035430028616844e+01, 9.547235952768861011e+01, 3.923153583640451814e+01, 5.946521648229269630e+01, 6.292551448578270623e+01, 8.427151669333964890e+01, 7.819519799790737125e+01, 7.052267344961205708e+01, 4.176123926134238218e+01, 1.137058538370030902e+02, 6.873176521051138366e+01, 6.163634424762454245e+01
1.913000000000000000e+03, 1.157305329916853935e+02, 5.534829090389364836e+01, 7.663327917845667514e+01, 5.163859843220939183e+01, 3.823344118449469420e+01, 9.558263085797088365e+01, 3.902532148109413868e+01, 5.932787590605111916e+01, 6.278198735832835808e+01, 8.414594538948875879e+01, 7.793533316742701800e+01, 7.046683155858909231e+01, 4.190060784425369889e+01, 1.141112710985832308e+02, 6.862774073645969963e+01, 6.146246036475466923e+01
1.914000000000000000e+03, 1.157040279969872643e+02, 5.502648253800022360e+01, 7.642160747032075108e+01, 5.117938566964922842e+01, 3.824265108410316572e+01, 9.572819374436261342e+01, 3.888989895441976330e+01, 5.904836962645351406e+01, 6.270952535586486931e+01, 8.385935941682758710e+01, 7.768584233730756239e+01, 7.036316400449662467e+01, 4.199891922802417810e+01, 1.140496362652626630e+02, 6.852373818310302056e+01, 6.140390359675225085e+01
1.915000000000000000e+03, 1.159157293678328529e+02, 5.511995043151897278e+01, 7.649256936570617427e+01, 5.097472158131918718e+01, 3.833375723238542321e+01, 9.599847142852902948e+01, 3.890933334115826625e+01, 5.883497612524553233e+01, 6.259202480693935655e+01, 8.384889970040525498e+01, 7.737139693929148621e+01, 7.024983716874868378e+01, 4.160161308639978017e+01, 1.140424946877163137e+02, 6.837680924707279928e+01, 6.147941913828404381e+01
1.916000000000000000e+03, 1.160724915011150102e+02, 5.569380683457784897e+01, 7.673874099710471341e+01, 5.007678519417301288e+01, 3.807317858834070279e+01, 9.597740024969392891e+01, 3.874489778083368918e+01, 5.878226280455546515e+01, 6.248698957319160030e+01, 8.386452256180911036e+01, 7.719724906787172358e+01, 7.004987360041188538e+01, 4.184018206090691194e+01, 1.140240244977613315e+02, 6.846078514004777560e+01, 6.157765098499742606e+01
1.917000000000000000e+03, 1.159903472739846819e+02, 5.534814432880439483e+01, 7.679636324194804331e+01, 4.999643868629138410e+01, 3.786035195328555147e+01, 9.591784860440495208e+01, 3.873199683152473227e+01, 5.852599832360343157e+01, 6.253648681886834737e+01, 8.400274246517477650e+01, 7.702271467895931778e+01, 6.988086389949123145e+01, 4.187581386005263795e+01, 1.140157925996471562e+02, 6.858169106742820986e+01, 6.148247572426535612e+01
1.918000000000000000e+03, 1.157769127775814297e+02, 5.454013472387774897e+01, 7.656945561245861143e+01, 5.008154842171967402e+01, 3.762706539335902534e+01, 9.566195976136488355e+01, 3.866541536173819793e+01, 5.829079826742162140e+01, 6.246930737551122093e+01, 8.393130966177059804e+01, 7.671093530404137084e+01, 6.959332917001908925e+01, 4.167369805170955033e+01, 1.139797947314876012e+02, 6.875480890356791974e+01, 6.120586325814282702e+01
1.919000000000000000e+03, 1.158678527130018523e+02, 5.535997522797621428e+01, 7.649104943915816079e+01, 4.962030572395288175e+01, 3.750801629723816433e+01, 9.545331021437316110e+01, 3.852229522065388778e+01, 5.843923881455498304e+01, 6.239727470650152696e+01, 8.372938248827105667e+01, 7.654069761315471965e+01, 6.973697966138965398e+01, 4.133250083036459444e+01, 1.138612703203680923e+02, 6.879298329670007206e+01, 6.112726759406029231e+01
1.920000000000000000e+03, 1.158652997922921344e+02, 5.565275629723292639e+01, 7.653738268363248665e+01, 4.956804406315465172e+01, 3.753285260443913529e+01, 9.535220670659364828e+01, 3.844255184457696117e+01, 5.865797292899971183e+01, 6.218698898731280167e+01, 8.383564792348282424e+01, 7.662181363268082634e+01, 6.971466919957265418e+01, 4.141748670867048077e+01, 1.138921095534740715e+02, 6.871399509196821498e+01, 6.107166295999508776e+01
1.921000000000000000e+03, 1.161354915739539564e+02, 5.523935959562277276e+01, 7.676104695275654421e+01, 4.886957052284918035e+01, 3.753850851425178803e+01, 9.534431091313010143e+01, 3.839815704129500062e+01, 5.861761852400615425e+01, 6.206745114427027943e+01, 8.404211911077125308e+01, 7.640842622260471728e+01, 6.967712068342314069e+01, 4.116405266136857222e+01, 1.141208885028295015e+02, 6.845411178425864307e+01, 6.091516457106078519e+01
1.922000000000000000e+03, 1.162756443949723746e+02, 5.557882140799750914e+01, 7.670253183757763793e+01, 4.828438228361409301e+01, 3.746995285228806694e+01, 9.546405906276493170e+01, 3.833780391775285779e+01, 5.846281084800573780e+01, 6.223661473188555959e+01, 8.395573013873976720e+01, 7.618841579004811138e+01, 6.954415250559870287e+01, 4.092753006051465547e+01, 1.143666257535828095e+02, 6.830613222104310012e+01, 6.069594247777300922e+01
1.923000000000000000e+03, 1.163978393345511506e+02, 5.498603525060154595e+01, 7.630125295318239864e+01, 4.830032801809402088e+01, 3.710355017414734391e+01, 9.558641126013549183e+01, 3.811071313121129833e+01, 5.829485705699131870e+01, 6.218929279470328453e+01, 8.409069659255230533e+01, 7.607114962620907761e+01, 6.961902224823411700e+01, 4.107416980667816375e+01, 1.146537783417129646e+02, 6.834059752726713555e+01, 6.056126672394742627e+01
1.924000000000000000e+03, 1.165626277429941240e+02, 5.447490008411804041e+01, 7.575958699020637255e+01, 4.810659718302605370e+01, 3.702266795184353043e+01, 9.571997050494273651e+01, 3.796917379472483844e+01, 5.810996521065899856e+01, 6.207776199445950738e+01, 8.417821847602161256e+01, 7.614775848128255120e+01, 6.969195590295363729e+01, 4.154005742622704389e+01, 1.142193506128902669e+02, 6.857979610502208345e+01, 6.054155139720741374e+01
1.925000000000000000e+03, 1.164252900611400321e+02, 5.452305250519194857e+01, 7.550987629563765324e+01, 4.783067812670098107e+01, 3.682426681976148330e+01, 9.580841998006917493e+01, 3.787553941224362575e+01, 5.801409716116145177e+01, 6.194750473338448415e+01, 8.422129506206526628e+01, 7.572703202858669158e+01, 6.978517046981602334e+01, 4.091360521058527411e+01, 1.140174365540992909e+02, 6.884009964341329635e+01, 6.028168392244727869e+01
1.926000000000000000e+03, 1.166008348018995378e+02, 5.435111568274236760e+01, 7.560426834733979717e+01, 4.750140915000722686e+01, 3.664786648494090571e+01, 9.590742882334410524e+01, 3.777587232991037069e+01, 5.795439489893923479e+01, 6.177510995841505093e+01, 8.421036594849501000e+01, 7.543581360056856511e+01, 6.971716826433321046e+01, 4.016649682996579429e+01, 1.140339773164669595e+02, 6.863306663975534150e+01, 6.011490425333849430e+01
1.927000000000000000e+03, 1.169284435371993283e+02, 5.461119758188034723e+01, 7.610304245668666567e+01, 4.745316021178494736e+01, 3.634040911458378531e+01, 9.630575283088047911e+01, 3.761877134118503818e+01, 5.776074012105709699e+01, 6.166103046839082680e+01, 8.425365810310054826e+01, 7.525862158194631490e+01, 6.974290070690041432e+01, 4.054887213859974082e+01, 1.140065160456348394e+02, 6.835341133307480277e+01, 6.017469170314566895e+01
1.928000000000000000e+03, 1.168594315330146998e+02, 5.463796847422189984e+01, 7.644221280287223408e+01, 4.713702226517386862e+01, 3.625194461690178116e+01, 9.651029157098719224e+01, 3.746030846576274342e+01, 5.761071651747350586e+01, 6.157506987917491870e+01, 8.433433646161759611e+01, 7.520428458286906448e+01, 6.952595396234551117e+01, 4.078295918108130280e+01, 1.140654310362015309e+02, 6.827697069964960974e+01, 6.025719876923513141e+01
1.929000000000000000e+03, 1.168200244731788189e+02, 5.495664135059020339e+01, 7.664961469954512552e+01, 4.718660354474778984e+01, 3.589248773696082395e+01, 9.653218669310869871e+01, 3.749112993998235766e+01, 5.770362052661935337e+01, 6.150384881947989157e+01, 8.438828705111616557e+01, 7.530939495661981198e+01, 6.927998557109464173e+01, 4.062999931438995560e+01, 1.142930206846917116e+02, 6.833570292145174108e+01, 6.010118923056759854e+01
1.930000000000000000e+03, 1.170475663119209884e+02, 5.436278199138792644e+01, 7.666289420697593471e+01, 4.662088106283583500e+01, 3.577997189315790649e+01, 9.653125660981102385e+01, 3.758961772412318680e+01, 5.783158061659798932e+01, 6.146950932437524528e+01, 8.423256827504947353e+01, 7.521522105399311897e+01, 6.926906167216002075e+01, 4.020244948366706694e+01, 1.143624423180014702e+02, 6.819595706685019820e+01, 6.011575110908994901e+01
1.931000000000000000e+03, 1.171541171721863606e+02, 5.380028179678267719e+01, 7.639866845966444941e+01, 4.649488768553057838e+01, 3.591201271022087127e+01, 9.655898272182842845e+01, 3.753281089143384008e+01, 5.786478611025557939e+01, 6.159290159227948180e+01, 8.411436923873846183e+01, 7.473622846253229568e+01, 6.920124767683243761e+01, 4.098241255803416294e+01, 1.145369987274775809e+02, 6.816121851187283198e+01, 6.002587581902440661e+01
1.932000000000000000e+03, 1.171183905335713291e+02, 5.371853803039008568e+01, 7.633709343621519849e+01, 4.619869355371213970e+01, 3.562445348677068324e+01, 9.650581204802305990e+01, 3.743050628310837880e+01, 5.776090930504979326e+01, 6.167444829447921961e+01, 8.425001504893238291e+01, 7.476369603959037136e+01, 6.904367208689652102e+01, 4.091006049251196686e+01, 1.146328145359660340e+02, 6.816288225450439597e+01, 5.995392726430188191e+01
1.933000000000000000e+03, 1.168640673934569776e+02, 5.463565517934692650e+01, 7.640748995046946845e+01, 4.619396316877231357e+01, 3.562711464360229030e+01, 9.636320476528871382e+01, 3.730730265798310796e+01, 5.767106274691023771e+01, 6.155530295729359835e+01, 8.390629562514583029e+01, 7.482558070441389475e+01, 6.887257801102305166e+01, 4.001896789229429174e+01, 1.147385682246008827e+02, 6.807253273537479288e+01, 5.999936423410772335e+01
1.934000000000000000e+03, 1.168302068470254511e+02, 5.365497744241646672e+01, 7.644298899959457572e+01, 4.551036660789885246e+01, 3.570641627946030638e+01, 9.645180614832395349e+01, 3.727169983558935229e+01, 5.736874179436755128e+01, 6.129953810840525108e+01, 8.369112624878189877e+01, 7.461010724984305398e+01, 6.866110979232522027e+01, 4.045616185262531417e+01, 1.147526507967185694e+02, 6.813817230057145480e+01, 5.995213549530718922e+01
1.935000000000000000e+03, 1.171549961337675398e+02, 5.325044715892690306e+01, 7.680084228387003975e+01, 4.536195194329351210e+01, 3.586956406169219491e+01, 9.652320101348604453e+01, 3.714074871016704549e+01, 5.740211151970952130e+01, 6.132832799291163184e+01, 8.351588613780718617e+01, 7.426009403813391430e+01, 6.847636431426336401e+01, 4.084766611222901389e+01, 1.147426920448097576e+02, 6.821622160863549311e+01, 6.006582706971131813e+01
1.936000000000000000e+03, 1.171856861976217630e+02, 5.416119666945293432e+01, 7.692480423855813854e+01, 4.512480183828662206e+01, 3.560698374962579749e+01, 9.650498633496009404e+01, 3.725745412719323468e+01, 5.736836006978826674e+01, 6.130705609338016160e+01, 8.337766060564004533e+01, 7.414025240621022306e+01, 6.859612754226704112e+01, 4.032303963841704331e+01, 1.147943829133628242e+02, 6.832131661283678170e+01, 6.001474906748584459e+01
1.937000000000000000e+03, 1.172710110626008202e+02, 5.320500121556580808e+01, 7.695961647434806707e+01, 4.462998283774972919e+01, 3.549940622919474009e+01, 9.661824623621187413e+01, 3.748089356960577589e+01, 5.719105176867019935e+01, 6.116092394514331687e+01, 8.310343597614269129e+01, 7.383312848982976107e+01, 6.841665165359538037e+01, 4.038654874406821449e+01, 1.145838158434010410e+02, 6.850044007362276943e+01, 5.999822417152738296e+01
1.938000000000000000e+03, 1.171604275605616294e+02, 5.268263560444346894e+01, 7.682094320120661735e+01, 4.390010701661240233e+01, 3.553553627656391001e+01, 9.671067535065107279e+01, 3.754592623701231702e+01, 5.700311165281625136e+01, 6.102693476211982926e+01, 8.301516839059765118e+01, 7.367452418777925516e+01, 6.832254125306532444e+01, 4.054594012179062901e+01, 1.145188215195483679e+02, 6.855179842205804164e+01, 5.989216672390050888e+01
1.939000000000000000e+03, 1.170079964828607757e+02, 5.290309877738366851e+01, 7.717304749251003670e+01, 4.395925175521259831e+01, 3.552616387436237488e+01, 9.687464297914225142e+01, 3.753163735094879883e+01, 5.682179692429336626e+01, 6.109832951677238810e+01, 8.271990829777111287e+01, 7.348444700134378138e+01, 6.817112453534693373e+01, 4.026773324251386299e+01, 1.142652099815955324e+02, 6.874340164633363770e+01, 5.984843923667724397e+01
1.940000000000000000e+03, 1.169785271161725717e+02, 5.266059174912508922e+01, 7.731602026092483015e+01, 4.372083763832196013e+01, 3.567812205215334131e+01, 9.699856948283807867e+01, 3.735500927301164609e+01, 5.681796105043165568e+01, 6.105057128436397562e+01, 8.262460896905956531e+01, 7.334625801361552533e+01, 6.825213385765466967e+01, 3.998574573708560109e+01, 1.141932179561180476e+02, 6.888724916275171495e+01, 5.985057961896392698e+01
1.941000000000000000e+03, 1.172635796815188201e+02, 5.327012855155962967e+01, 7.748116990880264154e+01, 4.361034640341306812e+01, 3.557900518063925688e+01, 9.696264260270461932e+01, 3.731890088928714277e+01, 5.685273737562739882e+01, 6.087307926833729255e+01, 8.254926629911531677e+01, 7.312309617331115419e+01, 6.809151660005991857e+01, 3.978151059204600415e+01, 1.143413905424298918e+02, 6.875656214809214362e+01, 5.974942756379789444e+01
1.942000000000000000e+03, 1.175922971511513566e+02, 5.279153875645835114e+01, 7.724962264706564952e+01, 4.301285264108628326e+01, 3.559349782238225401e+01, 9.692080968110812478e+01, 3.732717734499402695e+01, 5.674594343288830345e+01, 6.073764174705912922e+01, 8.216056392366608918e+01, 7.297318861592414407e+01, 6.804202304610623742e+01, 3.955342134210138738e+01, 1.144917651865796699e+02, 6.860662832314046966e+01, 5.951064017154494223e+01
1.943000000000000000e+03, 1.175652432460321819e+02, 5.230122239548875740e+01, 7.683836022245344566e+01, 4.302081778175575977e+01, 3.561137661085994210e+01, 9.679545818328475093e+01, 3.740057115335721249e+01, 5.643597407590745263e+01, 6.062571127541011151e+01, 8.195619352485608999e+01, 7.275898747721929283e+01, 6.794166432710396464e+01, 4.004413965975115985e+01, 1.146689032077355819e+02, 6.861083626218312759e+01, 5.939847654147701661e+01
1.944000000000000000e+03, 1.176533766507102001e+02, 5.253852767427407855e+01, 7.658009557220252361e+01, 4.300025618119062187e+01, 3.559434918557183636e+01, 9.667288708267543029e+01, 3.739489678533900729e+01, 5.617595616449906260e+01, 6.045084153402083160e+01, 8.212043368538785160e+01, 7.247388009540136977e+01, 6.801147652460043957e+01, 4.016443928806193497e+01, 1.145676288310161084e+02, 6.857882902781177847e+01, 5.917195951224919526e+01
1.945000000000000000e+03, 1.175000587756760666e+02, 5.336051886038718806e+01, 7.650267568078962199e+01, 4.290527051028865202e+01, 3.537392058272953932e+01, 9.636875086194118012e+01, 3.739511069695055312e+01, 5.613254681416156444e+01, 6.036549912412964147e+01, 8.200101163881592470e+01, 7.226194942372086416e+01, 6.787121706269076071e+01, 3.962682200149794909e+01, 1.145151181530203104e+02, 6.833503357753528462e+01, 5.892116388105402081e+01
1.946000000000000000e+03, 1.173607990965007701e+02, 5.256276462570631480e+01, 7.608250904295439909e+01, 4.279271303076783539e+01, 3.535209403894138092e+01, 9.615348350855980186e+01, 3.722021574564722357e+01, 5.617495674699500086e+01, 6.026534085825405640e+01, 8.177324394067595392e+01, 7.200784125075169584e+01, 6.783544383379799569e+01, 3.948259637508103737e+01, 1.143125042030960259e+02, 6.824340660712532269e+01, 5.853734652362370383e+01
1.947000000000000000e+03, 1.175004566077750923e+02, 5.196965161763803565e+01, 7.610073717918587022e+01, 4.233483628998890680e+01, 3.536170427505380331e+01, 9.622333981013947835e+01, 3.717923172213020422e+01, 5.606553088581905087e+01, 6.015045457809618767e+01, 8.155959076309241595e+01, 7.180883997013937403e+01, 6.791333990804190535e+01, 3.951759773237795770e+01, 1.143656505356447326e+02, 6.802484406832914487e+01, 5.848796987532808345e+01
1.948000000000000000e+03, 1.176650511889858564e+02, 5.290126314821439024e+01, 7.621531866543065803e+01, 4.176969445987990781e+01, 3.520346620568897578e+01, 9.641899006799751248e+01, 3.726543795209022392e+01, 5.613577936803083190e+01, 5.975857836766854092e+01, 8.144409187033082276e+01, 7.165466925034787948e+01, 6.779878818531703644e+01, 3.986547219729818892e+01, 1.145900729342007622e+02, 6.814735199595324389e+01, 5.845219195782518540e+01
1.949000000000000000e+03, 1.175362102837622160e+02, 5.389820783337314225e+01, 7.657767310748461398e+01, 4.163003689006414021e+01, 3.480691413818939850e+01, 9.659546485044799624e+01, 3.726345309202721268e+01, 5.603802712404056052e+01, 5.955770274409992737e+01, 8.113223928191510481e+01, 7.158772302684542410e+01, 6.754712039196228091e+01, 3.977630062744233186e+01, 1.148703604049721037e+02, 6.831475955175687886e+01, 5.861288573705668625e+01
1.950000000000000000e+03, 1.177809440725373662e+02, 5.297145096465446557e+01, 7.688511353198973097e+01, 4.115630387264593537e+01, 3.484671691889162304e+01, 9.669082720620559712e+01, 3.707352081380421538e+01, 5.591450307927446772e+01, 5.952370644389573329e+01, 8.082867645900917353e+01, 7.158275313991464373e+01, 6.711916564954753994e+01, 3.954364774304470842e+01, 1.150000539604345846e+02, 6.843773980983483796e+01, 5.859029326470839294e+01
1.951000000000000000e+03, 1.181068557661724441e+02, 5.222068331407305664e+01, 7.692886952233212128e+01, 4.125692915393497628e+01, 3.485131248903533674e+01, 9.659576957372652828e+01, 3.712084330789176789e+01, 5.584121325863613805e+01, 5.944590389842566935e+01, 8.099057176604001995e+01, 7.160462989217219842e+01, 6.688336003200947744e+01, 3.945756977422468736e+01, 1.149564404120951480e+02, 6.844215979977592212e+01, 5.839846520299383315e+01
1.952000000000000000e+03, 1.181764571344805290e+02, 5.282522484135758134e+01, 7.684633163280770418e+01, 4.070382662052995926e+01, 3.490905903915364661e+01, 9.657229128134325435e+01, 3.715071984312955067e+01, 5.556131602500680344e+01, 5.954715497199769914e+01, 8.085230590922921579e+01, 7.144802036739086759e+01, 6.682652517363824529e+01, 3.909586835555466422e+01, 1.151916866074072203e+02, 6.829246139311898389e+01, 5.812969449383322740e+01
1.953000000000000000e+03, 1.179689299331653842e+02, 5.300382276675765070e+01, 7.670026257266526670e+01, 4.101092633722142722e+01, 3.480294455242648866e+01, 9.663535725947328103e+01, 3.719163212982864763e+01, 5.555036017007258664e+01, 5.967159541674401169e+01, 8.089331819424586456e+01, 7.145337911914987217e+01, 6.663566748585712674e+01, 3.907927315366144683e+01, 1.151593405708372586e+02, 6.827086433021329981e+01, 5.815449864337180230e+01
1.954000000000000000e+03, 1.180925499754224006e+02, 5.275479539271630358e+01, 7.646464919204183275e+01, 4.059560692051476138e+01, 3.470508397204266515e+01, 9.654650227305033638e+01, 3.712223958713253325e+01, 5.568756229610841757e+01, 5.916959122590539266e+01, 8.116712929432925705e+01, 7.155513181916765575e+01, 6.662840910298146468e+01, 3.897408121341175757e+01, 1.151017943535701988e+02, 6.794380877895876836e+01, 5.825006750061793781e+01
1.955000000000000000e+03, 1.182315088120334821e+02, 5.262712227348288252e+01, 7.613700126941570545e+01, 4.056580392408245928e+01, 3.465051617976202891e+01, 9.648019441958059872e+01, 3.724151841591427825e+01, 5.569747085288426547e+01, 5.914761015109592535e+01, 8.115561582704283694e+01, 7.140722332305762166e+01, 6.663147895619742656e+01, 3.930969486459196816e+01, 1.153222068842257784e+02, 6.789467219600386727e+01, 5.822811870245298849e+01
1.956000000000000000e+03, 1.182884475863952787e+02, 5.279414087263958777e+01, 7.628885167616303420e+01, 4.038900369323158657e+01, 3.445921201193808514e+01, 9.640092034706933077e+01, 3.727108498834632400e+01, 5.566353963474553979e+01, 5.950403069751844498e+01, 8.121931946053079798e+01, 7.131822488079784250e+01, 6.644792139982732238e+01, 3.939541436290378584e+01, 1.152352945797880750e+02, 6.786568201817341617e+01, 5.815450642426070971e+01
1.957000000000000000e+03, 1.186462350157414249e+02, 5.361612106694292379e+01, 7.606228628298921990e+01, 4.003659346540184316e+01, 3.422614715665356044e+01, 9.644798585408041447e+01, 3.717966838725003242e+01, 5.555147954394722376e+01, 5.949680416373407610e+01, 8.145911647449320014e+01, 7.115798523949422361e+01, 6.625926737026017577e+01, 3.868359087106619398e+01, 1.153238320405452271e+02, 6.784161836533530732e+01, 5.796379963507899191e+01
1.958000000000000000e+03, 1.188618730650036639e+02, 5.279959262307718859e+01, 7.595301806809489165e+01, 4.021658106808273914e+01, 3.396052607102512866e+01, 9.659244190736063729e+01, 3.713468695810711040e+01, 5.545987597966957594e+01, 5.924245516304824832e+01, 8.172880782670419819e+01, 7.108174311155464409e+01, 6.621097464030764002e+01, 3.827086300673251174e+01, 1.152063570578890790e+02, 6.778958220059318762e+01, 5.783748818148308146e+01
1.959000000000000000e+03, 1.188352159472386234e+02, 5.201991096539327941e+01, 7.566255995035473347e+01, 3.983856450977062735e+01, 3.370877088231922158e+01, 9.675827030113474336e+01, 3.710809781571303745e+01, 5.531027125079896933e+01, 5.910560735452203573e+01, 8.179882235805141022e+01, 7.102104818474174408e+01, 6.591566409483266398e+01, 3.835309752315577470e+01, 1.153351334666397889e+02, 6.755158961809212315e+01, 5.769331029408645151e+01
1.960000000000000000e+03, 1.185060884823419656e+02, 5.202082447389688724e+01, 7.565871572828748981e+01, 3.983380948507264918e+01, 3.381288117872356480e+01, 9.677777192507727477e+01, 3.712090475078824880e+01, 5.517254549517193851e+01, 5.904588723838914888e+01, 8.209608742486040001e+01, 7.106707380053489942e+01, 6.573596037109619772e+01, 3.851626275795126730e+01, 1.154188640889983049e+02, 6.750585600904841499e+01, 5.754039000458458020e+01
1.961000000000000000e+03, 1.185240735967722685e+02, 5.215639011664762847e+01, 7.571873634514300022e+01, 4.008304142768714229e+01, 3.409282246913772951e+01, 9.685490861129351003e+01, 3.711014801465253754e+01, 5.517292364008455507e+01, 5.919411592625502294e+01, 8.225568432442136668e+01, 7.098630746121362733e+01, 6.556261017241821776e+01, 3.901342638065444390e+01, 1.154422886555547905e+02, 6.768348769211426941e+01, 5.789196931532121226e+01
1.962000000000000000e+03, 1.185857493556574980e+02, 5.216621281045941316e+01, 7.600010619372623921e+01, 4.026386836397578151e+01, 3.403490282748945361e+01, 9.702809795199134157e+01, 3.720190186042237457e+01, 5.541550867603764630e+01, 5.916715033581866834e+01, 8.211641682923901442e+01, 7.082757475604446995e+01, 6.577997677157456735e+01, 3.913240637144004808e+01, 1.153727759284596033e+02, 6.811707841358300186e+01, 5.778673489282048337e+01
1.963000000000000000e+03, 1.185813282162667690e+02, 5.280074885722354594e+01, 7.591124899397077286e+01, 4.055222222382875685e+01, 3.386360904960989870e+01, 9.726973487782771599e+01, 3.746635125305385827e+01, 5.548741599878211872e+01, 5.905077747180744296e+01, 8.236476818589459015e+01, 7.087822949145906648e+01, 6.594943319665712522e+01, 3.924377140031637623e+01, 1.155199701799143241e+02, 6.815353791503373770e+01, 5.783068800059901093e+01
1.964000000000000000e+03, 1.185911027534415609e+02, 5.286265885722694691e+01, 7.604755598612878487e+01, 4.066209964721814885e+01, 3.377201646134098212e+01, 9.752461925989904046e+01, 3.754226623751236502e+01, 5.554961423170229295e+01, 5.915849414382734750e+01, 8.244877942547570626e+01, 7.083086424025044892e+01, 6.579452306167867448e+01, 3.895615960007950207e+01, 1.156000774689600235e+02, 6.786037479429329267e+01, 5.802659164780710910e+01
1.965000000000000000e+03, 1.188291070587401919e+02, 5.338388093010124180e+01, 7.624189018875794943e+01, 4.071063231587464060e+01, 3.377137232956025059e+01, 9.786665139187600460e+01, 3.759463988304531767e+01, 5.564260856729357130e+01, 5.918152288784679627e+01, 8.244278509285219059e+01, 7.061119117734310180e+01, 6.575649458400005187e+01, 3.909288576616069122e+01, 1.154482686524998769e+02, 6.778308015342332737e+01, 5.814500771274745716e+01
1.966000000000000000e+03, 1.190456260663094383e+02, 5.283830608106149640e+01, 7.671358949250176806e+01, 4.083602625025321942e+01, 3.387329672620693088e+01, 9.817491199649046507e+01, 3.762173820176501948e+01, 5.568521202297827699e+01, 5.906605222867825944e+01, 8.260592352097197022e+01, 7.038912318842929494e+01, 6.586891662837662409e+01, 3.915385287059789476e+01, 1.155672306747971447e+02, 6.757873726817142312e+01, 5.822678245396118513e+01
1.967000000000000000e+03, 1.192095999468114513e+02, 5.266027806193543626e+01, 7.669134819887413812e+01, 4.096337493871622826e+01, 3.373730451407628550e+01, 9.814174802699163536e+01, 3.774971680430451926e+01, 5.582615465067964777e+01, 5.926916265942409012e+01, 8.272615148676612762e+01, 7.018491931419413277e+01, 6.581868069534145604e+01, 3.923436916482833681e+01, 1.156554944199105392e+02, 6.763970492717609773e+01, 5.811148560899991367e+01
1.968000000000000000e+03, 1.192603208447001180e+02, 5.297564492725231133e+01, 7.647878832280257200e+01, 4.071302597890308306e+01, 3.393272742180217705e+01, 9.803735487665419157e+01, 3.783755324795845354e+01, 5.589531479975116923e+01, 5.935945870302984417e+01, 8.251227199220819841e+01, 7.028522604868058465e+01, 6.559382705381105438e+01, 3.959595644473169784e+01, 1.156699533323414357e+02, 6.783488648427345424e+01, 5.814499770687967839e+01
1.969000000000000000e+03, 1.191359403690268977e+02, 5.230500461776330923e+01, 7.638065845809700249e+01, 4.091365911124722032e+01, 3.371669090447432637e+01, 9.797272363810225215e+01, 3.802487313519801404e+01, 5.591224163349674114e+01, 5.961223932613489040e+01, 8.293114394825430225e+01, 7.029542617546978533e+01, 6.557404506225202567e+01, 3.973896551423909784e+01, 1.158954308045909158e+02, 6.780224259204361204e+01, 5.816830280515284812e+01
1.970000000000000000e+03, 1.191459387484589598e+02, 5.300927805489036615e+01, 7.650797688397109653e+01, 4.110888834564994454e+01, 3.362114577459078646e+01, 9.818678348099794562e+01, 3.809705982413356651e+01, 5.618272695429218544e+01, 5.974324017599860781e+01, 8.302895511730356759e+01, 7.009459254254299765e+01, 6.556505457989619856e+01, 3.900172529645769259e+01, 1.158082552515809596e+02, 6.760774231703327075e+01, 5.817609564097525521e+01
