year, UKESM1-0-LL, CNRM-ESM2-1, TaiESM1, NorESM2-LM, ACCESS-ESM1-5, CanESM5, EC-Earth3-Veg, CMCC-ESM2, NorESM2-MM, INM-CM5-0, MPI-ESM1-2-LR, GFDL-ESM4, IPSL-CM6A-LR, CESM2-WACCM, INM-CM4-8, MIROC-ES2L
1.912000000000000000e+03, 2.165979945261931050e+00, 1.041186202959186957e+00, 1.410960964021462205e+00, 9.095823782520457979e-01, 9.871755086507747468e-01, 1.017601651189606660e+00, 1.385956675842304531e+00, 1.833442771289032436e+00, 9.566746665657074322e-01, 1.509082015453641734e+00, 1.257138690878478071e+00, 2.075676698162827627e+00, 1.074406845100895458e+00, 9.093142608143358618e-01, 1.514702112144242108e+00, 1.018899161098936634e+00
1.913000000000000000e+03, 2.199749950875506954e+00, 9.734448895371847765e-01, 1.429837298098098453e+00, 8.906342750438098754e-01, 9.974804420570646535e-01, 1.033471403824090862e+00, 1.436181740849388433e+00, 1.957678606447949887e+00, 9.382555261041384265e-01, 1.479570114570428530e+00, 1.235555595446091726e+00, 2.024181173148249524e+00, 1.046416256235840336e+00, 9.031910444967015117e-01, 1.506069718820381320e+00, 9.967050295577005725e-01
1.914000000000000000e+03, 2.187868878684864349e+00, 9.436592933351545254e-01, 1.471289457456691707e+00, 8.769267382726372295e-01, 1.025114300912410181e+00, 1.024699727156230367e+00, 1.354524434709561298e+00, 1.961143502549098860e+00, 9.399165874648230945e-01, 1.470140545202374138e+00, 1.275382197342108226e+00, 2.077523113817564049e+00, 1.046914622660968908e+00, 9.212602121861074300e-01, 1.511304602023451293e+00, 1.006494678626708161e+00
1.915000000000000000e+03, 2.194405448141893089e+00, 9.875628471658079999e-01, 1.436806233456290105e+00, 8.732984084111806711e-01, 1.033245681799687565e+00, 1.035524521253934349e+00, 1.345728608972952323e+00, 1.835223237445122724e+00, 9.476735924373604902e-01, 1.520468763794497802e+00, 1.300264586414569878e+00, 2.066046285203745114e+00, 1.079824579412558272e+00, 9.147075205135735132e-01, 1.497650945338754980e+00, 1.020750483946734732e+00
1.916000000000000000e+03, 2.186652717912046739e+00, 1.005927903147724400e+00, 1.455683714942658025e+00, 8.646334931823292935e-01, 1.010872521130186774e+00, 1.057100231133001333e+00, 1.277000738112964884e+00, 1.809355834595088863e+00, 9.701129550451076389e-01, 1.542255130456670731e+00, 1.277739237847892007e+00, 2.054105877952592252e+00, 1.052236948294589247e+00, 9.341935167261234962e-01, 1.505159582994679335e+00, 1.025942936773797776e+00
1.917000000000000000e+03, 2.158198351986432950e+00, 1.039055160783292964e+00, 1.499974114461472441e+00, 8.346975338898926511e-01, 9.836029526443094140e-01, 1.061697835085352537e+00, 1.351567437797993598e+00, 1.883699294030363403e+00, 9.578165550294829300e-01, 1.509173249281968943e+00, 1.276502560791903607e+00, 2.041898786479095840e+00, 1.069358132492956415e+00, 9.455170733178773768e-01, 1.534015252269800511e+00, 1.042651859308396878e+00
1.918000000000000000e+03, 2.149992837829690639e+00, 1.014457735473324185e+00, 1.539175986143569430e+00, 8.342317731021031690e-01, 9.668223276349359185e-01, 1.059804199297536220e+00, 1.383106284826659982e+00, 1.923049918088897581e+00, 9.250083741461290199e-01, 1.532296449026271601e+00, 1.278798960274189822e+00, 1.985463581637788355e+00, 1.070129941591062339e+00, 9.482180872284904360e-01, 1.563317683988196816e+00, 9.973405560865898911e-01
1.919000000000000000e+03, 2.225882339484690497e+00, 9.986014204945591333e-01, 1.511951660795592289e+00, 8.759604389154799220e-01, 9.589859994703109347e-01, 1.056160958128786742e+00, 1.338432446930932551e+00, 1.834697804657881459e+00, 9.327781048817453957e-01, 1.511055213583039292e+00, 1.277740289135439022e+00, 2.032461845158989089e+00, 1.057652471363816904e+00, 9.571027026302056928e-01, 1.507345461881152593e+00, 1.031017687049178067e+00
1.920000000000000000e+03, 2.229923277129060910e+00, 1.035605463159746442e+00, 1.502818858926136869e+00, 9.035295598022284880e-01, 9.668099843769586421e-01, 1.039524147561624812e+00, 1.343629234604752254e+00, 1.926165128574848673e+00, 9.427175478755784876e-01, 1.525089301204661796e+00, 1.276521399238321752e+00, 2.100389343990812563e+00, 1.074568563918065767e+00, 9.398861363046703277e-01, 1.517804158259854708e+00, 1.027643018414859721e+00
1.921000000000000000e+03, 2.202619081536941525e+00, 1.059316471758359857e+00, 1.478398268101298374e+00, 8.958626283135593393e-01, 9.921582609178768442e-01, 1.020573905267604609e+00, 1.282813546182470565e+00, 1.998452835080284373e+00, 9.340005059383648112e-01, 1.546223279735275735e+00, 1.273418642833629599e+00, 2.054536447762692841e+00, 1.076070561168987805e+00, 9.540570983526364124e-01, 1.516207704895267350e+00, 1.034870742253077402e+00
1.922000000000000000e+03, 2.181226135786616727e+00, 1.021309933978999718e+00, 1.495050323486762700e+00, 8.967819028262949965e-01, 1.015344605929312527e+00, 1.025371771672622057e+00, 1.324879151609984484e+00, 1.847063110080950699e+00, 9.201942504397929712e-01, 1.520879584717557353e+00, 1.276490371771066945e+00, 2.044077318671519983e+00, 1.082235674638261091e+00, 9.776983301117843084e-01, 1.595363100079133956e+00, 1.027078663085976729e+00
1.923000000000000000e+03, 2.198103881982606200e+00, 1.056973993685521362e+00, 1.516565331181928267e+00, 8.811590174122182484e-01, 1.014058843274084021e+00, 1.034600090287421725e+00, 1.368398923370979015e+00, 1.770421133668214075e+00, 9.099942846768576121e-01, 1.508817183795585493e+00, 1.256761662610953234e+00, 2.038246335539723120e+00, 1.048531672427408967e+00, 9.865982545143658911e-01, 1.534812270450365279e+00, 1.008259841501170540e+00
1.924000000000000000e+03, 2.221970703464932306e+00, 1.042317236203798458e+00, 1.603944511893755420e+00, 8.678160332261273258e-01, 1.016117363549141617e+00, 1.069757565709378078e+00, 1.352502706182055592e+00, 1.789200244948595753e+00, 9.328528706641906476e-01, 1.511280071214975873e+00, 1.298315227593634713e+00, 2.119410879364838962e+00, 1.053261205774104647e+00, 9.923667769001399686e-01, 1.515859761253296689e+00, 9.910786990299854660e-01
1.925000000000000000e+03, 2.212833510673944293e+00, 1.053382153528370058e+00, 1.536892663773951950e+00, 8.650647940825491045e-01, 1.011273177058904960e+00, 1.062503454925874724e+00, 1.369320104320474574e+00, 1.815704009363866556e+00, 9.101599002680923478e-01, 1.524377573792527363e+00, 1.289394119921868143e+00, 1.980037018124780834e+00, 1.060809379321779877e+00, 9.778299088063537869e-01, 1.547971238940542005e+00, 1.012101878797414312e+00
1.926000000000000000e+03, 2.196584474060049530e+00, 1.026628727727578960e+00, 1.470445553182657461e+00, 8.798969951742046103e-01, 1.026658432381898356e+00, 1.049559716381418317e+00, 1.360625437626954426e+00, 1.807181621979207176e+00, 9.124264024562491748e-01, 1.526412911930065563e+00, 1.274238393678376546e+00, 1.972657088809857573e+00, 1.056042564542870155e+00, 9.740284367095168871e-01, 1.531796367823207827e+00, 1.021288034559539648e+00
1.927000000000000000e+03, 2.203559263247694133e+00, 1.049213734160762135e+00, 1.500015431140943045e+00, 8.761909660685204271e-01, 1.067433073963778289e+00, 1.034574154038280458e+00, 1.376147835106052097e+00, 1.871316974740354411e+00, 9.255516358059898696e-01, 1.571168843464137321e+00, 1.267313929350379675e+00, 2.045995852937273263e+00, 1.041843518831533588e+00, 9.775971064816332268e-01, 1.532790076607292162e+00, 1.041914872670344883e+00
1.928000000000000000e+03, 2.165475182751718020e+00, 1.053167099634088943e+00, 1.562336621710958884e+00, 8.551017250508562428e-01, 1.056037745594756494e+00, 1.024309526162932027e+00, 1.387887639214580693e+00, 2.033065026710267897e+00, 9.412467439584625284e-01, 1.526370756968038478e+00, 1.269456119019686247e+00, 2.079608362749349570e+00, 1.037632390336024057e+00, 9.563562496503811294e-01, 1.527212815424318304e+00, 1.035011829026922570e+00
1.929000000000000000e+03, 2.164396408701572128e+00, 1.058315612721070886e+00, 1.544421594550273946e+00, 8.749765055306680805e-01, 1.038790490475488548e+00, 1.046028504744319632e+00, 1.409991458612049886e+00, 1.930238044910266737e+00, 9.343934266002271727e-01, 1.510322509477522779e+00, 1.259129370480719379e+00, 2.176193192676520116e+00, 1.063322043656628413e+00, 9.637119231683677345e-01, 1.546391180563690959e+00, 1.051359932094702021e+00
1.930000000000000000e+03, 2.207456837988420073e+00, 1.028546681214212333e+00, 1.494766044433536445e+00, 8.945555015902937335e-01, 1.037882759971338942e+00, 1.019070016410388968e+00, 1.348841975071888744e+00, 1.815506596542724616e+00, 9.529565249480397293e-01, 1.557988041227643672e+00, 1.279752292498201216e+00, 2.153046747685860129e+00, 1.100105712767535993e+00, 9.665256758805205184e-01, 1.542352682859122304e+00, 1.011760694503702540e+00
1.931000000000000000e+03, 2.156747287665526258e+00, 1.039705586889011490e+00, 1.597539504758214157e+00, 9.147545823601057613e-01, 1.042830210201384000e+00, 1.049976776518644073e+00, 1.394599650200381902e+00, 1.857418365852111730e+00, 9.559101485191903169e-01, 1.544269087168473664e+00, 1.262803193952450664e+00, 2.049302944846188357e+00, 1.087160483715587267e+00, 9.802118878084541409e-01, 1.558638757014314757e+00, 1.021157876566692879e+00
1.932000000000000000e+03, 2.142330337933386009e+00, 1.087959735059355282e+00, 1.670097623918443741e+00, 9.011766893956891789e-01, 1.017038603735227031e+00, 1.042662511645534584e+00, 1.395052604474869229e+00, 1.977972627025044616e+00, 9.214892283174824783e-01, 1.535621071884006872e+00, 1.258309353258729724e+00, 2.092588325488779155e+00, 1.077290955416532414e+00, 1.013542101631950576e+00, 1.588578565025980271e+00, 1.014405914341821369e+00
1.933000000000000000e+03, 2.146288799830088578e+00, 9.983054889960503164e-01, 1.536384009346694501e+00, 8.990879803661444569e-01, 9.968962400606289354e-01, 1.036297180134653217e+00, 1.397253580203201562e+00, 2.020265743932608604e+00, 9.542376292436223206e-01, 1.544894051890362219e+00, 1.263261741877834243e+00, 2.109098133474646808e+00, 1.062751838649829361e+00, 1.008105908110453752e+00, 1.554465285276051212e+00, 1.017807369519923677e+00
1.934000000000000000e+03, 2.155188639628971004e+00, 1.030685091260720165e+00, 1.554937098775195148e+00, 8.894716381265563854e-01, 1.030710044545087190e+00, 1.047245557214664391e+00, 1.337350659802738040e+00, 1.991263230162022335e+00, 9.767156278713716722e-01, 1.551831184879330250e+00, 1.273493445357936960e+00, 2.095105875256360051e+00, 1.082574653806649634e+00, 9.812471150958963495e-01, 1.512486111355487495e+00, 1.024055111329706724e+00
1.935000000000000000e+03, 2.145851660129740601e+00, 1.003077189172749017e+00, 1.650524124608603760e+00, 9.014564792824893980e-01, 1.029094569862202269e+00, 1.049998800207970540e+00, 1.384655614754224828e+00, 1.929124597024765020e+00, 9.746453056026139761e-01, 1.564506689018530183e+00, 1.272792721050320708e+00, 2.000193143559787945e+00, 1.057010490684758608e+00, 1.001647611004946370e+00, 1.541563076307025382e+00, 1.053372707921439888e+00
1.936000000000000000e+03, 2.191875376926403884e+00, 1.049508155080553617e+00, 1.638654045707008455e+00, 9.045266793260828830e-01, 1.023447789665141716e+00, 1.052618720936768115e+00, 1.341377935733977900e+00, 1.833883124929437169e+00, 9.659288655689695080e-01, 1.533651785150371927e+00, 1.264051747851922203e+00, 2.027192524071972368e+00, 1.099989667763286549e+00, 1.024550947911594401e+00, 1.560315572192934930e+00, 1.035730173566367540e+00
1.937000000000000000e+03, 2.150030899809033169e+00, 9.983700864493610938e-01, 1.618303953852707533e+00, 8.805108564942215610e-01, 1.035772402833441630e+00, 1.039018762822478736e+00, 1.350631552131370761e+00, 1.939565570670693795e+00, 9.877605578357465665e-01, 1.543731483937563320e+00, 1.258726434986006559e+00, 2.007019448956906427e+00, 1.138117238642850859e+00, 9.849289630921823635e-01, 1.533418926166623342e+00, 1.026485379097135997e+00
1.938000000000000000e+03, 2.123589851759656977e+00, 1.022689528757389388e+00, 1.654972466801539754e+00, 8.921281275957501089e-01, 1.039085841361183205e+00, 1.049835952533494376e+00, 1.277775740091494416e+00, 1.950714694647248004e+00, 9.717961547117481835e-01, 1.508919346683888163e+00, 1.274430412155358905e+00, 2.025419084813865567e+00, 1.141033277583537231e+00, 1.004164878984624698e+00, 1.488472431810638597e+00, 1.007005601528313754e+00
1.939000000000000000e+03, 2.113838405546339505e+00, 9.957404827617543086e-01, 1.652865699026397461e+00, 8.639945709386110950e-01, 1.057972325499534350e+00, 1.055600789414334884e+00, 1.380189988721510330e+00, 1.902240350355335563e+00, 9.765864038529548097e-01, 1.502052635890438470e+00, 1.259114814115732894e+00, 1.991815249959733025e+00, 1.126255081401578151e+00, 1.013494381371631281e+00, 1.476145704749070253e+00, 1.054445000196914339e+00
1.940000000000000000e+03, 2.173560223197133379e+00, 1.022683004202048496e+00, 1.591886289293128920e+00, 8.938544618353317928e-01, 1.058823242952143362e+00, 1.061310823031671680e+00, 1.332067395271499644e+00, 1.869988947871981999e+00, 9.812401128391980976e-01, 1.485610628686972357e+00, 1.278401081077861212e+00, 1.975720884686154033e+00, 1.091454720304758208e+00, 1.014604966084759807e+00, 1.517502125343165975e+00, 1.040568953069948677e+00
1.941000000000000000e+03, 2.150046456914481485e+00, 1.037115305129598042e+00, 1.567927145318543269e+00, 9.088799901000360615e-01, 1.049910201563877044e+00, 1.038050581126070737e+00, 1.369249911957537424e+00, 1.932163030208459586e+00, 9.909645582847081968e-01, 1.545734351762477088e+00, 1.266205676097220678e+00, 1.979455593868228780e+00, 1.105985968437695144e+00, 1.001109983568508444e+00, 1.545959862665517548e+00, 1.046221326965708576e+00
1.942000000000000000e+03, 2.172549153596825544e+00, 9.958670429888902831e-01, 1.521392867961145257e+00, 8.901561784602644023e-01, 1.037438645794132697e+00, 1.033619434789473379e+00, 1.310381641038191880e+00, 1.893281058041732079e+00, 9.915155186343328486e-01, 1.549763927776378836e+00, 1.261598859898652947e+00, 2.002469320090416005e+00, 1.117928811456588845e+00, 1.004170699934127553e+00, 1.570048134762900061e+00, 1.015442914352210568e+00
1.943000000000000000e+03, 2.151639624267280393e+00, 1.005191873881676967e+00, 1.591831046756446044e+00, 8.752586406675926245e-01, 1.033227467283851286e+00, 1.046857806754564857e+00, 1.350741619512491942e+00, 1.916951971759685014e+00, 9.772073349550004506e-01, 1.537120444725226687e+00, 1.262389724231655297e+00, 1.975481295652403491e+00, 1.143254340334402652e+00, 1.000609639589102207e+00, 1.550850401632430930e+00, 1.019698744378827904e+00
1.944000000000000000e+03, 2.189842013127717202e+00, 1.088438443751786888e+00, 1.628804947901792977e+00, 8.731354317279166333e-01, 1.021767249130657751e+00, 1.046312734059868577e+00, 1.367095505456885629e+00, 1.969615827064695956e+00, 9.667111616589089129e-01, 1.529317131557557552e+00, 1.270704807160331740e+00, 1.948464587021132788e+00, 1.149510083160070861e+00, 9.921577052175624134e-01, 1.556513342557214186e+00, 1.019993074042674586e+00
1.945000000000000000e+03, 2.147945684022030566e+00, 1.063544785661612480e+00, 1.588862859848499509e+00, 8.825425894334670840e-01, 9.926729053747304077e-01, 1.011155972348550591e+00, 1.414770141569620332e+00, 2.000381384812949026e+00, 9.643866393312651164e-01, 1.446367861013618139e+00, 1.269602559802563535e+00, 1.968344856276142751e+00, 1.136261017304251331e+00, 1.001176691268733654e+00, 1.527486422344866979e+00, 1.030678720218471511e+00
1.946000000000000000e+03, 2.177873495073428423e+00, 1.068732020872470656e+00, 1.586316200521944220e+00, 8.899882034387210927e-01, 1.003504997915065866e+00, 1.030066947732424687e+00, 1.420380754420372593e+00, 1.916719762606660993e+00, 9.406408854945429443e-01, 1.507990873562589318e+00, 1.277957238362277259e+00, 1.964180246502378990e+00, 1.099346789069351127e+00, 1.003214444867805533e+00, 1.539111053463577017e+00, 1.005354141079338959e+00
1.947000000000000000e+03, 2.203094564286286694e+00, 1.066565760000004026e+00, 1.560877697979856427e+00, 8.978339928146759075e-01, 1.032057392382252914e+00, 1.027381094771811165e+00, 1.365122050675587451e+00, 1.859972777963928126e+00, 9.355434859844417028e-01, 1.503583191281731235e+00, 1.264506079976394526e+00, 1.967811349873771043e+00, 1.113015010523881410e+00, 1.000083094962276986e+00, 1.569998792102597518e+00, 1.016131489039134861e+00
1.948000000000000000e+03, 2.170867848094399033e+00, 1.074895654669285605e+00, 1.607678463558385396e+00, 9.184226109092220591e-01, 1.059856460952619317e+00, 1.046204751146335710e+00, 1.340432507529719652e+00, 1.895283070609873111e+00, 9.591565623395933438e-01, 1.533986026227465382e+00, 1.267503988492702627e+00, 1.992671605310031735e+00, 1.142300244309166324e+00, 9.735818630751630343e-01, 1.569225551642335459e+00, 1.024927733457035695e+00
1.949000000000000000e+03, 2.148001978713574900e+00, 1.024876825084046539e+00, 1.618108456583866595e+00, 8.967843684505151236e-01, 1.079941615553277057e+00, 1.054679864237826559e+00, 1.344827440036175936e+00, 1.961093543652932869e+00, 9.842244168817242400e-01, 1.524087024141750790e+00, 1.253780854016165014e+00, 2.010695243628445983e+00, 1.144817245948579254e+00, 9.639601365076135853e-01, 1.579480169811761092e+00, 1.045304280214703896e+00
1.950000000000000000e+03, 2.084110082340428605e+00, 1.017737397185308756e+00, 1.623606722879913811e+00, 9.030447807836167184e-01, 1.082724132300571407e+00, 1.062458990465402042e+00, 1.333123251857169844e+00, 2.031927296189857568e+00, 9.870260676579923897e-01, 1.549324175757112343e+00, 1.274175667695109038e+00, 1.995984009222701472e+00, 1.113726977665059570e+00, 9.558874396861287703e-01, 1.578409430652065959e+00, 1.040513250667472800e+00
1.951000000000000000e+03, 2.127178723286219153e+00, 1.027055532111611935e+00, 1.618074673680937714e+00, 9.070456582183135108e-01, 1.046581779280947533e+00, 1.050061192688097167e+00, 1.377917409868234966e+00, 1.920342588765741931e+00, 9.770069182807594732e-01, 1.528834010670565347e+00, 1.249362429670573649e+00, 1.965418762843983203e+00, 1.141219373669791981e+00, 9.732119816591549011e-01, 1.561331887275434704e+00, 1.031672394641312662e+00
1.952000000000000000e+03, 2.149170648845384779e+00, 9.688967939799078000e-01, 1.525567858017790934e+00, 8.988650724060555097e-01, 1.059115440600620905e+00, 1.044180858067269346e+00, 1.309103731095131673e+00, 1.831651240012345916e+00, 9.728110863940208075e-01, 1.500313195986756387e+00, 1.275722758916197686e+00, 1.950981316905627816e+00, 1.138526671052193739e+00, 9.899956595841904461e-01, 1.571865679611729183e+00, 1.028473127593956260e+00
1.953000000000000000e+03, 2.135991538630772624e+00, 9.703928126967135137e-01, 1.514926515652199379e+00, 8.919609551468761222e-01, 1.028416010087269683e+00, 1.043143137013776256e+00, 1.390420258465517644e+00, 1.848124890332188075e+00, 9.668215211714527024e-01, 1.509604172953249224e+00, 1.255563976384645786e+00, 2.011390290178750373e+00, 1.156139690763249295e+00, 1.001120911311609740e+00, 1.532089154047178381e+00, 1.005739709756335198e+00
1.954000000000000000e+03, 2.183012373442248411e+00, 1.041907699155155909e+00, 1.499038713767099518e+00, 9.263920974377630735e-01, 1.025358980914192975e+00, 1.037748909405711739e+00, 1.289593998371705075e+00, 1.905556233934676325e+00, 9.924403146907810891e-01, 1.548520021461354812e+00, 1.251335708714591766e+00, 2.029938905904609125e+00, 1.127809242009634394e+00, 9.597204450552951904e-01, 1.548959907114207502e+00, 1.027772925369898172e+00
1.955000000000000000e+03, 2.188632259386913859e+00, 9.691864921396099453e-01, 1.574804701470826629e+00, 9.262290772605679123e-01, 1.036254603211229863e+00, 1.036061793126841879e+00, 1.351357639623081752e+00, 1.896038261150374771e+00, 1.007193976326041795e+00, 1.525980302059706917e+00, 1.276131548408057981e+00, 1.951793323488876686e+00, 1.167142171067669709e+00, 9.967477050786412995e-01, 1.593588523643847177e+00, 9.977171946202854080e-01
1.956000000000000000e+03, 2.144850152598714033e+00, 9.960230103297296189e-01, 1.577630551880091936e+00, 9.403329622599982951e-01, 1.013636388988000903e+00, 1.050162876407803481e+00, 1.316463443721495041e+00, 1.960617624643995471e+00, 9.973968866765725583e-01, 1.528939244016131793e+00, 1.271913845278820121e+00, 1.913700432622239100e+00, 1.149083846756821625e+00, 1.024337137571448286e+00, 1.536029360723557335e+00, 1.040451808909863329e+00
1.957000000000000000e+03, 2.149124324277634557e+00, 1.051175523989064109e+00, 1.516899911192433503e+00, 9.325550393253191350e-01, 1.028288334669701820e+00, 1.029309597213322158e+00, 1.335090169683871064e+00, 1.939849530629357055e+00, 9.837078340678563348e-01, 1.538179413475934565e+00, 1.254724034887886974e+00, 1.887986181521523532e+00, 1.130739854073208095e+00, 1.037430194606440592e+00, 1.545296014489433878e+00, 1.005638273987652820e+00
1.958000000000000000e+03, 2.174534697311955256e+00, 1.064452098176920547e+00, 1.448119880771254309e+00, 9.428010999270339809e-01, 1.046403972465114407e+00, 1.044653398559968416e+00, 1.368120730979431876e+00, 1.925875189642968000e+00, 9.911744803082137567e-01, 1.544581017634394371e+00, 1.241921233971919225e+00, 1.940011900559832858e+00, 1.135161597504040998e+00, 1.027042758315815485e+00, 1.531616051254804267e+00, 1.000312043939943774e+00
1.959000000000000000e+03, 2.127457238381453841e+00, 1.062468817554655942e+00, 1.444633043643407833e+00, 9.378852112047907363e-01, 1.069942138302464540e+00, 1.019103881135255518e+00, 1.299490684694414755e+00, 2.000631945203438899e+00, 9.743327612464257603e-01, 1.507531687799918529e+00, 1.241172048251752535e+00, 1.947561281617245843e+00, 1.133245495273679904e+00, 1.013981122546276037e+00, 1.563866855621450114e+00, 9.952579656240794215e-01
1.960000000000000000e+03, 2.159271373212955147e+00, 1.101731440973679588e+00, 1.492093160820265219e+00, 9.251225756188897753e-01, 1.053004895314555656e+00, 1.032645369287517711e+00, 1.337644739034332231e+00, 1.920486978573328063e+00, 9.859900880118462885e-01, 1.522746327281485623e+00, 1.264579553303553094e+00, 1.961821666728005509e+00, 1.134506705055853049e+00, 1.016577157095613471e+00, 1.559894392789722417e+00, 9.953977163358705971e-01
1.961000000000000000e+03, 2.126404177771194615e+00, 1.081795805311162706e+00, 1.558497728923328163e+00, 9.116984557963848657e-01, 1.051252096469903696e+00, 1.042019449588780233e+00, 1.374632538945286919e+00, 1.941876407486139433e+00, 9.899894675189095938e-01, 1.520252627776530696e+00, 1.276193690765631716e+00, 1.965982155737235670e+00, 1.116765467307008208e+00, 1.035034663443590519e+00, 1.601536561393699376e+00, 1.003652427198317598e+00
1.962000000000000000e+03, 2.197855481449770831e+00, 1.009312188471503724e+00, 1.569718808375177632e+00, 9.413903695727281473e-01, 1.063016838444883927e+00, 1.081537372353946536e+00, 1.353962253340762700e+00, 2.034363297540099591e+00, 9.921595630729930226e-01, 1.497089592457606200e+00, 1.255474274093554277e+00, 1.950734770756695768e+00, 1.124832998130324002e+00, 1.001073718052399197e+00, 1.561402242177152733e+00, 1.024483021755141054e+00
1.963000000000000000e+03, 2.175489153236441098e+00, 1.074904100658752526e+00, 1.586695915035257753e+00, 9.303851140832014588e-01, 1.085219177469437302e+00, 1.033890153392322597e+00, 1.383049612212311041e+00, 2.153968780618895629e+00, 9.932226273611671763e-01, 1.533888008641631995e+00, 1.249666659292373971e+00, 1.996953871742707332e+00, 1.167114304902091115e+00, 9.929366952993704531e-01, 1.503685469557622056e+00, 9.836119582713128695e-01
1.964000000000000000e+03, 2.121160683711552419e+00, 1.056052198376944418e+00, 1.544901228241168489e+00, 9.374990012386645866e-01, 1.091722751937399316e+00, 1.013079891355493478e+00, 1.398572853267938010e+00, 2.030475304745354759e+00, 9.765765750598437434e-01, 1.524400482140478630e+00, 1.256387395087940506e+00, 1.957595462746083204e+00, 1.155159348673323372e+00, 1.010818655738803473e+00, 1.522277410716337043e+00, 9.936460938818486577e-01
1.965000000000000000e+03, 2.159884153614742619e+00, 1.017112461954989167e+00, 1.543680329204253798e+00, 9.267942316366092337e-01, 1.122112332309393112e+00, 1.022240270851771937e+00, 1.384947830134599878e+00, 1.924280854693462439e+00, 1.011846124597730823e+00, 1.562167412155677226e+00, 1.244967337732765911e+00, 1.931455287897452244e+00, 1.146414303248328270e+00, 9.944496760372005806e-01, 1.519005593190004388e+00, 1.006107831144049447e+00
1.966000000000000000e+03, 2.174155591280446664e+00, 1.063616439398244573e+00, 1.563446902733787613e+00, 9.226604191640167540e-01, 1.119045966504252920e+00, 1.017048781621615161e+00, 1.401447445136048797e+00, 1.935796822244678195e+00, 1.000264234628010396e+00, 1.528419829110504224e+00, 1.269336512619245072e+00, 1.893926868317437506e+00, 1.138686510865050794e+00, 9.859459114572203253e-01, 1.561276495090521355e+00, 1.026878644501849402e+00
1.967000000000000000e+03, 2.146754123609259324e+00, 1.028367614901521510e+00, 1.591358251276094649e+00, 9.217217310122696183e-01, 1.073906390188920534e+00, 1.033168056984172356e+00, 1.378094571023128712e+00, 1.989959099987505198e+00, 9.811262311939565883e-01, 1.532878386279658667e+00, 1.248889161964350958e+00, 1.857166539275228567e+00, 1.150424000103118738e+00, 1.012865127512660557e+00, 1.527799960445434424e+00, 9.942105169206744142e-01
1.968000000000000000e+03, 2.103750340753349768e+00, 9.922927880485594709e-01, 1.614692355557363790e+00, 9.359512892334814760e-01, 1.039799487829073055e+00, 1.049274183367856939e+00, 1.334212654203118520e+00, 2.058821133227839439e+00, 1.001129838926397397e+00, 1.503325123862859769e+00, 1.274213988526522678e+00, 1.957438308750980571e+00, 1.156511493688604286e+00, 1.013936306157282585e+00, 1.520422246489762319e+00, 1.008319156921950510e+00
1.969000000000000000e+03, 2.153294179287963850e+00, 1.082552914497360907e+00, 1.646543711235083585e+00, 9.391399242632412214e-01, 1.046282560473787981e+00, 1.040511124340823379e+00, 1.402233071068710313e+00, 1.994777437828349154e+00, 9.755209431349430860e-01, 1.499020790778675005e+00, 1.245180709895493898e+00, 1.936386571416062186e+00, 1.174247806534405747e+00, 1.025517726508555105e+00, 1.564449567459868407e+00, 1.003750006843237896e+00
1.970000000000000000e+03, 2.143886218878494176e+00, 1.044249794449056079e+00, 1.546855330761344849e+00, 9.466890764987355711e-01, 1.077211723957394396e+00, 1.031268093435113942e+00, 1.402676392318962018e+00, 1.929621712712780601e+00, 9.837044614021916988e-01, 1.543345881396148256e+00, 1.239513215088681397e+00, 1.911158233271368800e+00, 1.171953829454918994e+00, 1.032057645138856783e+00, 1.535149661944356092e+00, 9.938884783484245311e-01
1.971000000000000000e+03, 2.138410070475110558e+00, 1.095526920971795493e+00, 1.482793893083708792e+00, 9.537335395292468876e-01, 1.070135779135965137e+00, 1.036436738810030400e+00, 1.387013339748614182e+00, 1.873713924184672086e+00, 9.680875498801252421e-01, 1.528469530810114607e+00, 1.247318049184407585e+00, 1.920972496917127348e+00, 1.171073887278140990e+00, 1.039985821076493178e+00, 1.550098238109912208e+00, 1.044001233855374355e+00
1.972000000000000000e+03, 2.130788301496541859e+00, 1.067071453040524531e+00, 1.585296517539088290e+00, 9.632795623937153717e-01, 1.070021508888281847e+00, 1.039582074810095014e+00, 1.393612687328738442e+00, 1.933419905117058191e+00, 9.965687865935511924e-01, 1.513911514678254244e+00, 1.262711929066959060e+00, 1.916292546780193229e+00, 1.172098940460323924e+00, 1.038904945103195088e+00, 1.573098602550624392e+00, 1.010738178323106862e+00
1.973000000000000000e+03, 2.133419102805631073e+00, 1.072789083995875581e+00, 1.597273100997413264e+00, 9.670514416376057021e-01, 1.101069658710140731e+00, 1.049678389333628337e+00, 1.396075748238997383e+00, 2.022389245308728434e+00, 9.835853878189462218e-01, 1.506505435205416132e+00, 1.279011642128884407e+00, 1.954746519564941165e+00, 1.201711250586556368e+00, 1.058207893529067078e+00, 1.500592425946822628e+00, 9.936351504663964995e-01
