year, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM5-0, IPSL-CM6A-LR, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, NorESM2-MM, CNRM-ESM2-1, TaiESM1, MIROC-ES2L, ACCESS-ESM1-5, GFDL-ESM4, NorESM2-LM, INM-CM4-8, CESM2-WACCM
1.912000000000000000e+03, 1.664708079318910094e+01, 1.822316911799826400e+01, 1.790016903458846897e+01, 1.216840527693952723e+01, 1.380418723044598295e+01, 1.439949434591476241e+01, 1.460503465783048149e+01, 1.140879945502030246e+01, 1.337854646836615480e+01, 1.287264043572183958e+01, 1.589371971410448303e+01, 1.212478328536551508e+01, 1.525059295156561490e+01, 1.096498550429191710e+01, 1.744068904273962062e+01, 1.042437115890425758e+01
1.913000000000000000e+03, 1.612465305539213034e+01, 1.766675518076134210e+01, 1.686236991267767849e+01, 1.180210104247279723e+01, 1.406317688211792039e+01, 1.475139278919878549e+01, 1.586929219642782840e+01, 1.097899970688191473e+01, 1.210931210840669969e+01, 1.350790621414000015e+01, 1.549511288023660605e+01, 1.190496299683566228e+01, 1.460391783012488887e+01, 1.062221001896273620e+01, 1.704937112389637832e+01, 1.070573768091992406e+01
1.914000000000000000e+03, 1.755712726467018925e+01, 1.829624577873812186e+01, 1.724921242013762779e+01, 1.187789988118742635e+01, 1.389966854225169968e+01, 1.428920169408819696e+01, 1.541536363081447902e+01, 1.153591329899476747e+01, 1.161599159345398746e+01, 1.342003141692281254e+01, 1.569169710896147585e+01, 1.267709794127333822e+01, 1.498262408596440665e+01, 1.013832112962593435e+01, 1.661622881221256520e+01, 1.097133155797149051e+01
1.915000000000000000e+03, 1.824270566215424338e+01, 1.674884952352918788e+01, 1.760784362588960050e+01, 1.263547839960951080e+01, 1.436576362396709250e+01, 1.471738967240556306e+01, 1.495059921723370522e+01, 1.158610573185141668e+01, 1.233678758119936170e+01, 1.329778671362737974e+01, 1.669570555750546603e+01, 1.249798000497275829e+01, 1.539270026021600302e+01, 1.049707968110704392e+01, 1.679569659900181833e+01, 1.066301316447156822e+01
1.916000000000000000e+03, 1.741241271154994408e+01, 1.742305808410564794e+01, 1.778393818377855240e+01, 1.192007282511331034e+01, 1.507638953651035152e+01, 1.519333502125640578e+01, 1.551708656883142723e+01, 1.188209436978394251e+01, 1.278344396768612334e+01, 1.357156057316245601e+01, 1.628006470898640146e+01, 1.223759406245795311e+01, 1.524118849857234359e+01, 1.079124603039700858e+01, 1.713300471024737348e+01, 1.104869848311465397e+01
1.917000000000000000e+03, 1.701041780042800511e+01, 1.821706931964208920e+01, 1.664838597071833703e+01, 1.262820304188514520e+01, 1.385606601577304886e+01, 1.539049594973051960e+01, 1.453453735507276967e+01, 1.141714174809161264e+01, 1.324703634900024518e+01, 1.360442023990432503e+01, 1.661750222177877490e+01, 1.183501823244108664e+01, 1.516868302836399174e+01, 9.839932248449702712e+00, 1.661475197162288708e+01, 1.123802045011452400e+01
1.918000000000000000e+03, 1.769451322264508875e+01, 1.734241808630251924e+01, 1.712011564048715329e+01, 1.233347646665479402e+01, 1.396875639712624917e+01, 1.527841217732228785e+01, 1.467919575579736424e+01, 1.101542348803556592e+01, 1.268163047395692367e+01, 1.361245565354385967e+01, 1.557827686517834209e+01, 1.155788644735760862e+01, 1.431033454940979688e+01, 1.017904747307283841e+01, 1.709068779184821096e+01, 1.126358801710387425e+01
1.919000000000000000e+03, 1.730823624193335775e+01, 1.855141372175409131e+01, 1.706667420131698520e+01, 1.209686264191546812e+01, 1.495334079217498946e+01, 1.521378458463358285e+01, 1.649905875042557923e+01, 1.113243442693038787e+01, 1.268813721430195862e+01, 1.370839770057042273e+01, 1.621987546226801058e+01, 1.150504658414724446e+01, 1.510221531706972797e+01, 1.108490496427484295e+01, 1.597986466220700130e+01, 1.125696768628109723e+01
1.920000000000000000e+03, 1.776062750890579522e+01, 1.742398656471850771e+01, 1.747116740495551923e+01, 1.245646256935758167e+01, 1.432059269984065963e+01, 1.495948773178796287e+01, 1.597689552128579216e+01, 1.162976571920682112e+01, 1.334592070399777342e+01, 1.392270805077252760e+01, 1.643031754554256452e+01, 1.153263350026779754e+01, 1.579025692932366809e+01, 1.114535174024766917e+01, 1.711136119883888185e+01, 1.106430881906992347e+01
1.921000000000000000e+03, 1.786179899178410579e+01, 1.795319505350288125e+01, 1.786384746487767217e+01, 1.252351207623921603e+01, 1.521578837174877563e+01, 1.457045451410535186e+01, 1.579226142561664226e+01, 1.111837433712099354e+01, 1.368558884020659505e+01, 1.352072774680245892e+01, 1.676926998131747482e+01, 1.201863112353317220e+01, 1.522836123069190783e+01, 1.046904379556101361e+01, 1.688729327705526728e+01, 1.166440944788528356e+01
1.922000000000000000e+03, 1.771574271034417336e+01, 1.802520008338363411e+01, 1.740106657444495042e+01, 1.225729228582275887e+01, 1.516166307033563854e+01, 1.482338853693386405e+01, 1.600505635936830373e+01, 1.139681419916922422e+01, 1.306029671181305396e+01, 1.384821693299052825e+01, 1.585952161703374053e+01, 1.222383786627386826e+01, 1.500007358922291090e+01, 1.075789174365480960e+01, 1.780886947823435307e+01, 1.208246362417657416e+01
1.923000000000000000e+03, 1.700275307787255130e+01, 1.805047459655169817e+01, 1.819469763394273443e+01, 1.196770378048542582e+01, 1.426361548987938477e+01, 1.495489507664702167e+01, 1.576504668361852346e+01, 1.116775964841074931e+01, 1.356180914758068212e+01, 1.389211696915486449e+01, 1.534953234523051258e+01, 1.225080233119448359e+01, 1.543085912128285209e+01, 1.050800592872379013e+01, 1.704523225031871903e+01, 1.159487358450069827e+01
1.924000000000000000e+03, 1.826470041509498188e+01, 1.792285535563096133e+01, 1.747774442136451256e+01, 1.233742278233055600e+01, 1.441210204944864515e+01, 1.569845911178421005e+01, 1.668469633419717724e+01, 1.132225661825509810e+01, 1.333680880356178911e+01, 1.463868016478386025e+01, 1.535281612361838022e+01, 1.230801871260993785e+01, 1.593737014763672555e+01, 1.033630395074877839e+01, 1.560733848567138438e+01, 1.206373149609839679e+01
1.925000000000000000e+03, 1.804934011326223953e+01, 1.766681391949310509e+01, 1.734423946231800429e+01, 1.223444355137892536e+01, 1.461987443571610434e+01, 1.532345136567463051e+01, 1.602187623210576461e+01, 1.048613750619073315e+01, 1.363175543618452679e+01, 1.338187378041796904e+01, 1.585740039699564363e+01, 1.230012262955842495e+01, 1.458796867720464263e+01, 1.068375977710891434e+01, 1.707161011161415942e+01, 1.144275607559254482e+01
1.926000000000000000e+03, 1.781804536916233062e+01, 1.785302370418397189e+01, 1.790690502321902144e+01, 1.239144401843509868e+01, 1.460516278094013209e+01, 1.492815080609227252e+01, 1.574137227216782264e+01, 1.109095714564277202e+01, 1.318359337680415599e+01, 1.359155000655923295e+01, 1.629694960283872973e+01, 1.260091197783480510e+01, 1.441391115270643120e+01, 1.061418699315392011e+01, 1.636390641380801370e+01, 1.142459233591906553e+01
1.927000000000000000e+03, 1.764107438951107909e+01, 1.758292403831077877e+01, 1.847148852812121689e+01, 1.203125055288592904e+01, 1.508206967043127555e+01, 1.505991424699015724e+01, 1.598438863012119704e+01, 1.168419411960352328e+01, 1.347502398144682623e+01, 1.423183535730847993e+01, 1.721457404993185136e+01, 1.338780773878501229e+01, 1.513833949356800801e+01, 1.053759832918953876e+01, 1.678413877424345557e+01, 1.167461943625990983e+01
1.928000000000000000e+03, 1.821398407784031903e+01, 1.897614248069287868e+01, 1.736856179693796776e+01, 1.231756771934048089e+01, 1.491300743334205414e+01, 1.467854869272494689e+01, 1.458107477980562727e+01, 1.163063394164799114e+01, 1.351889238882989552e+01, 1.404683688501891403e+01, 1.646767066214248487e+01, 1.261581056064312811e+01, 1.595102042667023845e+01, 1.018019769809101760e+01, 1.739380478306469158e+01, 1.131640948685513237e+01
1.929000000000000000e+03, 1.713141834066422575e+01, 1.787401450330424524e+01, 1.743682721234752009e+01, 1.264092453630386004e+01, 1.496008483507613995e+01, 1.513407847306518761e+01, 1.539493301689459237e+01, 1.128122543513240039e+01, 1.349052738243652882e+01, 1.398556783910311907e+01, 1.689372869774734554e+01, 1.244604720414418608e+01, 1.610702362096646567e+01, 1.084189937898199929e+01, 1.727035432877642052e+01, 1.146004400807554724e+01
1.930000000000000000e+03, 1.809248251364334692e+01, 1.814636640006353829e+01, 1.823769978203092279e+01, 1.286563622665436846e+01, 1.461438234569158290e+01, 1.437696788332615405e+01, 1.664786151792660007e+01, 1.163921155045097677e+01, 1.297360867074545254e+01, 1.375181018887149342e+01, 1.591532799186223990e+01, 1.227839271637455987e+01, 1.610128632341909238e+01, 1.073337950031100441e+01, 1.719327636160947037e+01, 1.155272399494257130e+01
1.931000000000000000e+03, 1.794813201315910334e+01, 1.758085819679328665e+01, 1.760354175667872667e+01, 1.270087112826583464e+01, 1.423380766898446126e+01, 1.544434732580936576e+01, 1.508378081054793718e+01, 1.157507103321816189e+01, 1.345042407157430020e+01, 1.483578178054825791e+01, 1.586952079674330385e+01, 1.241600898045696155e+01, 1.510222227651695626e+01, 1.115837648853418074e+01, 1.718939058108389872e+01, 1.192128897482974281e+01
1.932000000000000000e+03, 1.717361770187684300e+01, 1.818659989699417423e+01, 1.778205340215308183e+01, 1.253401974813629494e+01, 1.479561230074427947e+01, 1.488814829939714279e+01, 1.496863689466662173e+01, 1.119553685608785720e+01, 1.422339272818531875e+01, 1.446081622078084905e+01, 1.651236719131131636e+01, 1.205483989665726519e+01, 1.642134181567461582e+01, 1.088168154552224820e+01, 1.762529139090387176e+01, 1.217873003880768579e+01
1.933000000000000000e+03, 1.764852059449520993e+01, 1.768299200156274154e+01, 1.662901238948845162e+01, 1.227657094012774408e+01, 1.538816496576842852e+01, 1.507425045037298794e+01, 1.506776649035297488e+01, 1.163919116002951881e+01, 1.266107652865646038e+01, 1.375808866766337424e+01, 1.627964528356109852e+01, 1.200395011944174506e+01, 1.593341489858155136e+01, 1.072653359593680378e+01, 1.734556810634814994e+01, 1.170680939942980636e+01
1.934000000000000000e+03, 1.819851417229686419e+01, 1.799237892188251919e+01, 1.825021613523583142e+01, 1.256958195237353948e+01, 1.385670798466594533e+01, 1.509044070424526751e+01, 1.502896378088357743e+01, 1.192011507373879553e+01, 1.324925496537804115e+01, 1.468473414031123347e+01, 1.640958176866630680e+01, 1.252759553355132027e+01, 1.575748079299647841e+01, 1.051770571035390489e+01, 1.670370544782279865e+01, 1.135281089081558648e+01
1.935000000000000000e+03, 1.825093858950178571e+01, 1.705251834114420006e+01, 1.804451768381299459e+01, 1.211613517080930258e+01, 1.465634982721494595e+01, 1.523725809166150214e+01, 1.528320357210943925e+01, 1.190439514566515555e+01, 1.257470485677181671e+01, 1.468168169001049606e+01, 1.697872963351727194e+01, 1.234502763785546442e+01, 1.479344917150326921e+01, 1.127481615733731601e+01, 1.724128549342413663e+01, 1.213022221063972950e+01
1.936000000000000000e+03, 1.756622405801676834e+01, 1.805257346654115480e+01, 1.772841756403040847e+01, 1.299201623629456037e+01, 1.545180050367519442e+01, 1.521180671036758625e+01, 1.580048113964533840e+01, 1.136812055782579201e+01, 1.351014499306899452e+01, 1.427808973404548887e+01, 1.656908462931102477e+01, 1.227860026432888141e+01, 1.526058746096811447e+01, 1.091024378591213662e+01, 1.708052918281428489e+01, 1.238722172477749695e+01
1.937000000000000000e+03, 1.769992693214615898e+01, 1.703661107136807118e+01, 1.792257809549592196e+01, 1.349901787796138031e+01, 1.395053686327249309e+01, 1.512415959370311747e+01, 1.528515354849916186e+01, 1.180488166989823107e+01, 1.276414697747955529e+01, 1.485362813521319225e+01, 1.625184085431311587e+01, 1.247423387515359039e+01, 1.473813174113657531e+01, 1.056729987111425295e+01, 1.643860374268150437e+01, 1.114579950337636483e+01
1.938000000000000000e+03, 1.850119558772565753e+01, 1.804238198862449138e+01, 1.701325228978407722e+01, 1.322909695991303280e+01, 1.416149820151843741e+01, 1.542928210129625555e+01, 1.491055131699468284e+01, 1.162684984824369927e+01, 1.326758523923325761e+01, 1.448568944582006068e+01, 1.593601710237048330e+01, 1.246779677979946399e+01, 1.521796544750814206e+01, 1.089223469098614849e+01, 1.669418093563955452e+01, 1.216231386184827556e+01
1.939000000000000000e+03, 1.791278775328123984e+01, 1.647009838596812159e+01, 1.741343396730516702e+01, 1.300577888752217071e+01, 1.428527147325404911e+01, 1.542097147722353156e+01, 1.533955487437706111e+01, 1.198414288256159566e+01, 1.273778288095091327e+01, 1.450374496393344614e+01, 1.739076972734330084e+01, 1.286180109659499493e+01, 1.457929423358465648e+01, 1.057292516731960674e+01, 1.591422395584349836e+01, 1.195423199855412122e+01
1.940000000000000000e+03, 1.855461876697337331e+01, 1.756932170804224924e+01, 1.705240622306749998e+01, 1.227001834507676037e+01, 1.394862327675743607e+01, 1.541011791635419037e+01, 1.590903270290274030e+01, 1.212091218965164607e+01, 1.309085024314580714e+01, 1.443227774423962195e+01, 1.660170594416729983e+01, 1.253202558705413239e+01, 1.466288550383289113e+01, 1.142953114658193137e+01, 1.691210492506089480e+01, 1.198186622017174408e+01
1.941000000000000000e+03, 1.786071087545943925e+01, 1.724049957560953317e+01, 1.846533305765812472e+01, 1.305080342946876470e+01, 1.566982316333647063e+01, 1.519412968846254053e+01, 1.545278001574996729e+01, 1.227306028333336485e+01, 1.338820291640025317e+01, 1.411042584759388241e+01, 1.710643901889532614e+01, 1.257192091580995275e+01, 1.450066646230010647e+01, 1.118317945161154903e+01, 1.680256643397793326e+01, 1.180095604250029595e+01
1.942000000000000000e+03, 1.814300483010487497e+01, 1.774032163955340735e+01, 1.777066325815062697e+01, 1.311142599877191728e+01, 1.407786453400563076e+01, 1.513052458264363764e+01, 1.572729504725052330e+01, 1.221394543841891434e+01, 1.251724604363326421e+01, 1.396783136885988874e+01, 1.577791293076508872e+01, 1.226971867489319834e+01, 1.495919871964852810e+01, 1.068866575270545383e+01, 1.761446644225271285e+01, 1.212364056693303560e+01
1.943000000000000000e+03, 1.818398807962200436e+01, 1.741397742318451236e+01, 1.768654589584151893e+01, 1.348712016270952319e+01, 1.408829562205852604e+01, 1.536500864976114222e+01, 1.575198918311591889e+01, 1.179375786726286535e+01, 1.282079934986499659e+01, 1.505312072451822658e+01, 1.571771962708188397e+01, 1.230098950523574608e+01, 1.462306381508761532e+01, 1.018724045441305215e+01, 1.715856441712907454e+01, 1.169893224405607057e+01
1.944000000000000000e+03, 1.837499805700933564e+01, 1.818835988782827684e+01, 1.755567156787175165e+01, 1.334300703905056018e+01, 1.482961182470980788e+01, 1.509721438295605722e+01, 1.663395867457692745e+01, 1.197271575943735300e+01, 1.412875372394658591e+01, 1.426274318455789114e+01, 1.641123018664830013e+01, 1.187543838683080644e+01, 1.422799142271967554e+01, 1.044746665822743381e+01, 1.703915373606893979e+01, 1.205278190367422475e+01
1.945000000000000000e+03, 1.820327097640600655e+01, 1.913241658452146865e+01, 1.648450130289945648e+01, 1.327316108558742336e+01, 1.515349239922388414e+01, 1.459844725075762817e+01, 1.510428514313679926e+01, 1.134937123040121421e+01, 1.384976110696130647e+01, 1.410880260901086025e+01, 1.609597112905214900e+01, 1.167721008738108246e+01, 1.416561699066509483e+01, 1.113710684744245150e+01, 1.662050583771252832e+01, 1.191512595836780619e+01
1.946000000000000000e+03, 1.873021548173758077e+01, 1.832207484565607913e+01, 1.730336866729134826e+01, 1.283683205459949761e+01, 1.390150523270776439e+01, 1.534875669306428314e+01, 1.636253166166499184e+01, 1.153736657203271498e+01, 1.368771895232885782e+01, 1.431535249151315448e+01, 1.585516917379960233e+01, 1.197676760972293941e+01, 1.434604665507484711e+01, 1.103747478091678325e+01, 1.648811607573712479e+01, 1.192289625461545199e+01
1.947000000000000000e+03, 1.834139336352685845e+01, 1.711623046173213325e+01, 1.786355131197800716e+01, 1.327146586296115416e+01, 1.390067891572006609e+01, 1.500658256391772483e+01, 1.600431676556821969e+01, 1.159232560776037424e+01, 1.373088640414882633e+01, 1.450878224414605810e+01, 1.651809655837207913e+01, 1.254521081503065716e+01, 1.443185663020178922e+01, 1.096797304512032589e+01, 1.755139953230304428e+01, 1.167696742474405269e+01
1.948000000000000000e+03, 1.819730993659070251e+01, 1.765433630385075148e+01, 1.755842266082732550e+01, 1.350228059642961043e+01, 1.590202753999674634e+01, 1.570971297881986395e+01, 1.529397229868614083e+01, 1.219029277643184628e+01, 1.398311628071676438e+01, 1.462329745597873831e+01, 1.669785976000440186e+01, 1.291053086986850751e+01, 1.482408789251311276e+01, 1.144420082312759135e+01, 1.722679433751184419e+01, 1.121832210648311623e+01
1.949000000000000000e+03, 1.715809638207088028e+01, 1.716687725173287049e+01, 1.753520710870600752e+01, 1.335276703012245747e+01, 1.557087303209927143e+01, 1.549152251472513697e+01, 1.440202752555218524e+01, 1.225053626254205064e+01, 1.314192734826989550e+01, 1.438591684731714970e+01, 1.733690094263916492e+01, 1.316284202302472650e+01, 1.492853876673920510e+01, 1.078134003666525587e+01, 1.780410371630028621e+01, 1.161910829007456414e+01
1.950000000000000000e+03, 1.846782004666389909e+01, 1.797285772099067458e+01, 1.821024048095739190e+01, 1.265540126697304579e+01, 1.403537021161034737e+01, 1.572761498975068051e+01, 1.369999495300870151e+01, 1.199952130803285399e+01, 1.302633952327901312e+01, 1.417851198716473071e+01, 1.694546732871657113e+01, 1.293417183585800778e+01, 1.515068170413755766e+01, 1.100205432741542566e+01, 1.706150946654443956e+01, 1.150469545328495791e+01
1.951000000000000000e+03, 1.797508240721112216e+01, 1.653635098258932246e+01, 1.869895233943721280e+01, 1.361548861605187710e+01, 1.467041011121980887e+01, 1.533310764846360286e+01, 1.487650593900026230e+01, 1.196112177216022765e+01, 1.307107687523198969e+01, 1.448356747416246826e+01, 1.646798229750327636e+01, 1.230353313632867618e+01, 1.444009439258615046e+01, 1.100368121667164267e+01, 1.726988601951326885e+01, 1.196211122922733594e+01
1.952000000000000000e+03, 1.897520851626319782e+01, 1.850484924606251980e+01, 1.769928132526013442e+01, 1.349755741385713037e+01, 1.533385453191329439e+01, 1.528882212125571805e+01, 1.536117783772979450e+01, 1.192821772904791722e+01, 1.222688508464965196e+01, 1.383328867081290348e+01, 1.654578292440158904e+01, 1.304477051490372297e+01, 1.416423361209201204e+01, 1.092844049220959768e+01, 1.750844870216909044e+01, 1.235805904434356250e+01
1.953000000000000000e+03, 1.805257780323352179e+01, 1.721758130312197466e+01, 1.690692538574226589e+01, 1.361890723862345887e+01, 1.512249676481997263e+01, 1.521364981373912961e+01, 1.509754490893266698e+01, 1.218318135443031203e+01, 1.241623845406833659e+01, 1.442117406076034136e+01, 1.637191517932754437e+01, 1.250542186079980134e+01, 1.487533364183559037e+01, 1.110083526850386626e+01, 1.657322690127613285e+01, 1.188339632675156210e+01
1.954000000000000000e+03, 1.756899561031669421e+01, 1.777120844545810741e+01, 1.801041346725718029e+01, 1.303859172235736708e+01, 1.467496467465687360e+01, 1.529359217889817479e+01, 1.679374350081325673e+01, 1.241657205478897552e+01, 1.360591847261278708e+01, 1.381340707339381346e+01, 1.625175669304492132e+01, 1.226667622676286484e+01, 1.551186223718140589e+01, 1.134725206856284352e+01, 1.733150002590107519e+01, 1.089888016457704190e+01
1.955000000000000000e+03, 1.792348147997552132e+01, 1.738471106953189960e+01, 1.783550987719773318e+01, 1.383187380409298406e+01, 1.465760988965431189e+01, 1.516058347030822695e+01, 1.628704360032506315e+01, 1.222996599010491181e+01, 1.244897744083602653e+01, 1.446500465107995304e+01, 1.583337595641748408e+01, 1.229490764109553425e+01, 1.466708075279274759e+01, 1.136657229453428819e+01, 1.721161447272036682e+01, 1.247213295043452241e+01
1.956000000000000000e+03, 1.822451989840969233e+01, 1.666667848648522465e+01, 1.829216456702023663e+01, 1.329283539307244588e+01, 1.576852803296188554e+01, 1.544092686054385766e+01, 1.547043590979168215e+01, 1.218191743566593210e+01, 1.271596874631995178e+01, 1.414740844957385946e+01, 1.706500647286229011e+01, 1.224746568028587745e+01, 1.430678059260875656e+01, 1.145786170921085478e+01, 1.680749873483603452e+01, 1.278766056006469221e+01
1.957000000000000000e+03, 1.730599792178257701e+01, 1.770359867628296513e+01, 1.877024496053499547e+01, 1.307352585458930072e+01, 1.581153904188814252e+01, 1.496019790000086758e+01, 1.572039498006747849e+01, 1.163768484907058109e+01, 1.360072997830377872e+01, 1.332296165380070896e+01, 1.591936279889918282e+01, 1.252514406960486149e+01, 1.365735394630241117e+01, 1.132770197990118710e+01, 1.714421172576573937e+01, 1.229084405397251700e+01
1.958000000000000000e+03, 1.690249526302430638e+01, 1.653600494628517481e+01, 1.829150437194681089e+01, 1.332805797058292363e+01, 1.411292875682507741e+01, 1.561985832146415198e+01, 1.569392281367760233e+01, 1.214955799564697791e+01, 1.412306407123308993e+01, 1.328571743013298168e+01, 1.607937450459135675e+01, 1.268733701897208022e+01, 1.440044997602792343e+01, 1.139200069468985888e+01, 1.682018772579250765e+01, 1.222051119109442752e+01
1.959000000000000000e+03, 1.756424058830156554e+01, 1.702754773157914769e+01, 1.752123199985025082e+01, 1.306713189994212954e+01, 1.442462806020429333e+01, 1.490050693161082052e+01, 1.494114189743551613e+01, 1.160917858620004672e+01, 1.381859806026491988e+01, 1.372431802868917217e+01, 1.577944911045587695e+01, 1.283103436013170118e+01, 1.475491946872127436e+01, 1.115362806055337508e+01, 1.750660652388275551e+01, 1.219177601848475412e+01
1.960000000000000000e+03, 1.853811948315851765e+01, 1.769296788847517732e+01, 1.688655139241571490e+01, 1.335687339993000755e+01, 1.438880892969466352e+01, 1.541495492896576103e+01, 1.563426793375330703e+01, 1.236793202747701059e+01, 1.444070696609093574e+01, 1.397699874311397750e+01, 1.623115136415839288e+01, 1.253359794960306672e+01, 1.471242010881362106e+01, 1.105057773187381365e+01, 1.738354535721859406e+01, 1.199738274817708827e+01
1.961000000000000000e+03, 1.946573651481368472e+01, 1.750482033614015620e+01, 1.806055931579088281e+01, 1.301643807184437662e+01, 1.452148895994567823e+01, 1.556961911834526013e+01, 1.521089735183986136e+01, 1.215779352297459148e+01, 1.446055246837113373e+01, 1.420435907164111100e+01, 1.633940695856949787e+01, 1.262916428570272664e+01, 1.468300143188714912e+01, 1.089637333659877427e+01, 1.740286148309839120e+01, 1.240630756117656297e+01
1.962000000000000000e+03, 1.865696191438472340e+01, 1.721061373450733001e+01, 1.770459296858560094e+01, 1.343397721728110739e+01, 1.483770948134229961e+01, 1.632494020398315371e+01, 1.771345862580209385e+01, 1.173411023276804954e+01, 1.311630890857812659e+01, 1.403345304300864349e+01, 1.653555604276305857e+01, 1.273971435880750924e+01, 1.443488292229992531e+01, 1.157352152025100267e+01, 1.721160864299502435e+01, 1.150525051105312535e+01
1.963000000000000000e+03, 1.781984552849790404e+01, 1.717957374733845199e+01, 1.779913097819901679e+01, 1.404550630213220508e+01, 1.524655030528423794e+01, 1.496316713895646267e+01, 1.693644321315640866e+01, 1.213601829613015148e+01, 1.419478706614435382e+01, 1.433970699941476745e+01, 1.591846105675860734e+01, 1.310538739400519681e+01, 1.502917099426648662e+01, 1.094613128034946747e+01, 1.758132778856282386e+01, 1.180111049855100269e+01
1.964000000000000000e+03, 1.784799614312623461e+01, 1.750452523278098482e+01, 1.788908982984749585e+01, 1.339604094781895682e+01, 1.523127818082278573e+01, 1.498115845423013681e+01, 1.464416256356155266e+01, 1.216973413265395010e+01, 1.370199476855754916e+01, 1.385369389506843163e+01, 1.637395485585080834e+01, 1.316608030892424175e+01, 1.438237012356606392e+01, 1.135546659251647306e+01, 1.682371346280783442e+01, 1.229842115366115074e+01
1.965000000000000000e+03, 1.806673369002666973e+01, 1.739214209964063329e+01, 1.863192291115694843e+01, 1.334974653581595661e+01, 1.618698597036228648e+01, 1.501278914025076894e+01, 1.649659601664238551e+01, 1.219815680474349051e+01, 1.311286078214985018e+01, 1.421377359202833013e+01, 1.678893459765028595e+01, 1.357307461383426173e+01, 1.393056035268223880e+01, 1.111812884975315896e+01, 1.660043099674511424e+01, 1.185301691527312151e+01
1.966000000000000000e+03, 1.899009852880430671e+01, 1.834278544107972664e+01, 1.778820333808076981e+01, 1.350075019897395023e+01, 1.415600106171677730e+01, 1.507640991313033219e+01, 1.719635143568043034e+01, 1.215666732533107641e+01, 1.406068708699771896e+01, 1.389719921852829643e+01, 1.716164707046209870e+01, 1.338217779006459374e+01, 1.374053893515263702e+01, 1.132737634473702570e+01, 1.759410177026916600e+01, 1.166269105558364672e+01
1.967000000000000000e+03, 1.793981422931246072e+01, 1.685549529643963140e+01, 1.827621767088068339e+01, 1.368616252130065547e+01, 1.500301497587015653e+01, 1.542237812669851849e+01, 1.587611000126693916e+01, 1.173402836274699723e+01, 1.353762834409188542e+01, 1.443816235467553000e+01, 1.585010427427729418e+01, 1.265801356791229537e+01, 1.357917171092112696e+01, 1.113245067796435706e+01, 1.677288211161230080e+01, 1.242238604823993420e+01
1.968000000000000000e+03, 1.944952150647720401e+01, 1.786412783368766455e+01, 1.784468339454440411e+01, 1.367832880905960735e+01, 1.512671204549246795e+01, 1.592087972562198317e+01, 1.542522580087110740e+01, 1.210927852488958045e+01, 1.284712327119391873e+01, 1.455708885378745698e+01, 1.603439380464274322e+01, 1.219612544209752869e+01, 1.470236788759606661e+01, 1.100732339100259871e+01, 1.776967884786959573e+01, 1.213391017317073128e+01
1.969000000000000000e+03, 1.780450385510604860e+01, 1.819566673049802574e+01, 1.716599256475085156e+01, 1.385225039147672454e+01, 1.463775846578694662e+01, 1.538813346505108726e+01, 1.675120094107394664e+01, 1.153444356268002835e+01, 1.416295934128653933e+01, 1.441310391560373461e+01, 1.627615114826466680e+01, 1.255974663719630513e+01, 1.432965631476747959e+01, 1.129863531511218966e+01, 1.745655600845756084e+01, 1.248684074871872163e+01
1.970000000000000000e+03, 1.799299855153790162e+01, 1.877672084250452045e+01, 1.802178536889664073e+01, 1.367963772721603277e+01, 1.515522595270590855e+01, 1.499057394424002787e+01, 1.553783224654360140e+01, 1.167576263271221038e+01, 1.389182990448763810e+01, 1.367323065321197895e+01, 1.651516591399234102e+01, 1.306298258700566173e+01, 1.392618622456550703e+01, 1.179663333769182820e+01, 1.673387466826401848e+01, 1.215214344737907659e+01
1.971000000000000000e+03, 1.762025053882545222e+01, 1.823563956940124342e+01, 1.787736640235431196e+01, 1.375827843020128149e+01, 1.613944716049752515e+01, 1.534255132046692438e+01, 1.552904045875055239e+01, 1.157262801750436054e+01, 1.486751454177049148e+01, 1.416706781769081402e+01, 1.685952120244219898e+01, 1.253362476672156234e+01, 1.416322157632163226e+01, 1.133418886213018872e+01, 1.729325122568011608e+01, 1.222355385665866834e+01
1.972000000000000000e+03, 1.926588939860921812e+01, 1.833466641157944466e+01, 1.787632186763141817e+01, 1.389955950955687847e+01, 1.572410943052904386e+01, 1.561091049110401130e+01, 1.548257828390269175e+01, 1.211064725154072441e+01, 1.417393870376615439e+01, 1.442173696038422825e+01, 1.635525458573867041e+01, 1.267496539293941993e+01, 1.439266582294801289e+01, 1.152701762316367429e+01, 1.735364372118171872e+01, 1.250455617752825077e+01
1.973000000000000000e+03, 1.959268241043277570e+01, 1.820784845911668270e+01, 1.807680884824278067e+01, 1.436047828993790532e+01, 1.518303749221979260e+01, 1.569053547726426245e+01, 1.562345728290452840e+01, 1.188579907148082171e+01, 1.414182738841416764e+01, 1.415843108197391587e+01, 1.662489843946751478e+01, 1.324913002007392926e+01, 1.474004417648736620e+01, 1.130250510427367061e+01, 1.571378308520703726e+01, 1.297848153203236166e+01
