year, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM5-0, IPSL-CM6A-LR, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, NorESM2-MM, CNRM-ESM2-1, TaiESM1, MIROC-ES2L, ACCESS-ESM1-5, GFDL-ESM4, NorESM2-LM, INM-CM4-8, CESM2-WACCM
1.866000000000000000e+03, 1.764976162313877239e+01, 1.922679968099248171e+01, 1.646910271021232575e+01, 1.136668697321850985e+01, 1.346986370474295036e+01, 1.457711712994899678e+01, 1.525997743154698050e+01, 1.151940630516300601e+01, 1.200250533452016199e+01, 1.480583037068615226e+01, 1.643528758514693777e+01, 1.201173310993039500e+01, 1.598131587688535049e+01, 9.663835129286828973e+00, 1.697508422413624274e+01, 1.131475394987169558e+01
1.867000000000000000e+03, 1.801029096830522391e+01, 1.994648708864384545e+01, 1.657072645417834522e+01, 1.120277743177281415e+01, 1.363907607118378529e+01, 1.456683634506794611e+01, 1.689362186319865700e+01, 1.130866572116006985e+01, 1.189693016055493935e+01, 1.441324520331732373e+01, 1.605273217206136493e+01, 1.183060461478311431e+01, 1.660379769603049738e+01, 9.990550551358355236e+00, 1.718534592615931089e+01, 1.060353872211178583e+01
1.868000000000000000e+03, 1.747388018443321300e+01, 2.008530951569028744e+01, 1.686288000327561321e+01, 1.148896110048438679e+01, 1.368437225156702475e+01, 1.364154263667149003e+01, 1.550720527042347463e+01, 1.090564661421416659e+01, 1.199927899932273867e+01, 1.325160113973735143e+01, 1.618792066238319549e+01, 1.189169795967996457e+01, 1.629293391596928231e+01, 1.020904328287716467e+01, 1.715482079031922780e+01, 1.126145202111476173e+01
1.869000000000000000e+03, 1.624242051574544021e+01, 2.004462568725239535e+01, 1.632733837239727137e+01, 1.123419954883325644e+01, 1.483230669542205149e+01, 1.341992790359180887e+01, 1.535933443612770688e+01, 1.112507583144710921e+01, 1.240266909439427501e+01, 1.308883154184554520e+01, 1.702425849264164626e+01, 1.225049267103826089e+01, 1.561473015738668657e+01, 1.005452770685611696e+01, 1.603495883558174384e+01, 1.027574343252912747e+01
1.870000000000000000e+03, 1.648999709033743954e+01, 2.061227877587539581e+01, 1.740022032202017854e+01, 1.169516792528312266e+01, 1.483902124911747578e+01, 1.399566102687295555e+01, 1.433321418871448039e+01, 1.078430766858648404e+01, 1.295358451521578225e+01, 1.401654062840971982e+01, 1.624315267540090701e+01, 1.159789685464313180e+01, 1.618556666400115773e+01, 9.621584165788702236e+00, 1.651777410716296046e+01, 1.093153570905446692e+01
1.871000000000000000e+03, 1.767818783557754969e+01, 2.028289631599099252e+01, 1.721454324122377955e+01, 1.197423816728174195e+01, 1.475605155702720417e+01, 1.372811876462359670e+01, 1.573678057941272357e+01, 1.089668698866105068e+01, 1.230371456922381590e+01, 1.389920740952041101e+01, 1.681974645393030343e+01, 1.237655909646154839e+01, 1.689543879206693688e+01, 1.001501608985953595e+01, 1.602548270446505896e+01, 1.089050755715837404e+01
1.872000000000000000e+03, 1.783795411249625573e+01, 2.047969087716171188e+01, 1.669888302483236586e+01, 1.205593008972724256e+01, 1.465259377426298570e+01, 1.375088952393383757e+01, 1.473359277693024971e+01, 1.061312992678455380e+01, 1.209502463334760947e+01, 1.434658004762689920e+01, 1.633825470530280910e+01, 1.242274797317100621e+01, 1.677468656514671608e+01, 1.021909352675503868e+01, 1.679340022288537426e+01, 1.069587215572557071e+01
1.873000000000000000e+03, 1.620860943408047206e+01, 2.017456596811835823e+01, 1.688816238024170957e+01, 1.202636812529687482e+01, 1.480970085397371783e+01, 1.392387886534459440e+01, 1.686633872950021384e+01, 1.064023850125962234e+01, 1.245904813483714157e+01, 1.472441719200114996e+01, 1.557113615196777268e+01, 1.241500546242961711e+01, 1.541879447049263518e+01, 1.000607813618545450e+01, 1.648089088587285289e+01, 1.096461504042243718e+01
1.874000000000000000e+03, 1.671884027818001428e+01, 2.023266401346389998e+01, 1.623984070822449155e+01, 1.192999303569401270e+01, 1.393870564723700411e+01, 1.423956891723767448e+01, 1.654508719469316702e+01, 1.083405761831375536e+01, 1.163385471965091789e+01, 1.424311033958807649e+01, 1.641278202265602815e+01, 1.213675103453249626e+01, 1.606175085397109115e+01, 9.527081627262289132e+00, 1.663954428838932742e+01, 1.077584801599743969e+01
1.875000000000000000e+03, 1.693178964241925399e+01, 2.023769451144369924e+01, 1.628142384369232332e+01, 1.173080143023719124e+01, 1.475879729596415224e+01, 1.454440241371900022e+01, 1.508629233947500836e+01, 1.110561858494074983e+01, 1.179418490856084567e+01, 1.386254620663795301e+01, 1.702546324946566614e+01, 1.205935105855602885e+01, 1.642892713984187125e+01, 1.019123889017740225e+01, 1.678300606460851441e+01, 1.061010062918708563e+01
1.876000000000000000e+03, 1.761632182100187549e+01, 1.987773830963642752e+01, 1.595077418507387890e+01, 1.153140906319814185e+01, 1.392094644875920473e+01, 1.435946682489127824e+01, 1.561839878061492826e+01, 1.088440622165760274e+01, 1.219045091569830142e+01, 1.441014219581776956e+01, 1.735274616720379015e+01, 1.182395011261590945e+01, 1.559060150365744946e+01, 1.008867893091500356e+01, 1.599432035256919882e+01, 1.069367549868773892e+01
1.877000000000000000e+03, 1.812046407903566703e+01, 2.018639705188432387e+01, 1.748764475718077804e+01, 1.184955124700716844e+01, 1.450633004723184882e+01, 1.426540225023085107e+01, 1.630869943061772531e+01, 1.098211759883269245e+01, 1.288516403084038053e+01, 1.444346879765799052e+01, 1.629613969930781181e+01, 1.144326366765398362e+01, 1.514158844123838144e+01, 9.740131555476681413e+00, 1.643661444919640502e+01, 1.070610517799810602e+01
1.878000000000000000e+03, 1.755741136458226848e+01, 1.987256457937446186e+01, 1.729631749945587060e+01, 1.176075349182928598e+01, 1.445691659724817590e+01, 1.416241753523301483e+01, 1.640327408514497165e+01, 1.127277971401105461e+01, 1.256825651256965770e+01, 1.448209651049664970e+01, 1.667764641403670822e+01, 1.169474695855852886e+01, 1.544255201830364754e+01, 1.035698074255981105e+01, 1.657233236118496222e+01, 1.101068306086349935e+01
1.879000000000000000e+03, 1.617205837325272455e+01, 1.899107843071982415e+01, 1.766160180568362037e+01, 1.156402091972798196e+01, 1.387158551689900676e+01, 1.405615243628772149e+01, 1.643331595681622304e+01, 1.062506911713417779e+01, 1.256931679713185090e+01, 1.461033263341677468e+01, 1.627285288365020222e+01, 1.186351622061569522e+01, 1.623584159205987021e+01, 1.032550366420752042e+01, 1.686815947016265582e+01, 1.170168176847818131e+01
1.880000000000000000e+03, 1.849402063952464559e+01, 1.991338682389995896e+01, 1.702130161632090832e+01, 1.151618808293065044e+01, 1.310588651830383888e+01, 1.436855705181316623e+01, 1.649447692017148981e+01, 1.060055887115731466e+01, 1.229395740279089466e+01, 1.422221698240452881e+01, 1.642061541679005998e+01, 1.162412545381932105e+01, 1.585328120872189217e+01, 1.042815162144725072e+01, 1.640024632911680769e+01, 1.099562566774318739e+01
1.881000000000000000e+03, 1.781500465036991088e+01, 1.960051494804669048e+01, 1.639262591392797219e+01, 1.179238890976199627e+01, 1.412406488179435016e+01, 1.465771184047327047e+01, 1.522943003867094092e+01, 1.077875793630282786e+01, 1.310287990378027168e+01, 1.472121442385817858e+01, 1.664919768353788854e+01, 1.134215693796158853e+01, 1.600366707366521979e+01, 1.013776417721825673e+01, 1.671758904991420636e+01, 1.066390908178856378e+01
1.882000000000000000e+03, 1.583228733406922828e+01, 2.003072698365778948e+01, 1.695837212566878449e+01, 1.194938552050230740e+01, 1.453549376392325598e+01, 1.446084572397959001e+01, 1.465825589015192776e+01, 1.096968215196261554e+01, 1.236476038246766507e+01, 1.453693498336558676e+01, 1.695914894880871771e+01, 1.188037356730767513e+01, 1.646060913951961879e+01, 9.971208000287511197e+00, 1.689045953585809912e+01, 1.129324148636030500e+01
1.883000000000000000e+03, 1.689047695215425904e+01, 2.012869135369493989e+01, 1.645088927594783357e+01, 1.170427480612647209e+01, 1.385617949082594791e+01, 1.385474310455358271e+01, 1.618971481318164507e+01, 1.036315498164928250e+01, 1.231197787664032361e+01, 1.349302911014127027e+01, 1.714984932833967690e+01, 1.216877089173318360e+01, 1.589577117930263661e+01, 1.019456226101907248e+01, 1.687834321510445434e+01, 1.133298219019072128e+01
1.884000000000000000e+03, 1.681291415851622517e+01, 1.959244598879024579e+01, 1.690985641323014832e+01, 1.133476634189965893e+01, 1.415696945955031794e+01, 1.445419411212085059e+01, 1.594010004332413111e+01, 1.063270194232526933e+01, 1.245861356329636749e+01, 1.364783387679720406e+01, 1.605943234261494013e+01, 1.246621562682528150e+01, 1.605837466793273904e+01, 1.046390994511829753e+01, 1.767466816616552805e+01, 1.091114109182842995e+01
1.885000000000000000e+03, 1.794563884420810496e+01, 1.911863845071031065e+01, 1.692882700415861663e+01, 1.123669768832474425e+01, 1.430176583946837887e+01, 1.436285189328595813e+01, 1.670523242987322021e+01, 1.066881224325790178e+01, 1.274222140242318524e+01, 1.411722981323742410e+01, 1.604386988094760369e+01, 1.198945991463301830e+01, 1.566105196378834741e+01, 1.056760892865519708e+01, 1.642940634685577095e+01, 1.128149528047838324e+01
1.886000000000000000e+03, 1.713538904727881373e+01, 1.947621173788690996e+01, 1.635012691055625567e+01, 1.194972325603444929e+01, 1.472411140558745224e+01, 1.429323187065440770e+01, 1.550458242698687528e+01, 1.097318130943005521e+01, 1.259721185465486926e+01, 1.420031436155051807e+01, 1.647191019181138927e+01, 1.192300299271047059e+01, 1.561154838730263172e+01, 1.036594731345746467e+01, 1.662139436892810451e+01, 1.082878235845815951e+01
1.887000000000000000e+03, 1.704955364384247929e+01, 1.870152892355896412e+01, 1.689016375195156527e+01, 1.170079467291262709e+01, 1.434168358651309205e+01, 1.426885825517403461e+01, 1.602707146364088686e+01, 1.114120018696128334e+01, 1.201677993310514836e+01, 1.379039891941497586e+01, 1.706983962289580958e+01, 1.213391167198108178e+01, 1.588639827937775806e+01, 1.024231250591368436e+01, 1.641292568565802057e+01, 1.121918198025030833e+01
1.888000000000000000e+03, 1.669347444634937361e+01, 1.964570825390462261e+01, 1.665723941265302344e+01, 1.158520752073429350e+01, 1.424063192889708596e+01, 1.467417055006155202e+01, 1.666783239063311584e+01, 1.113965843712999693e+01, 1.228620547137746932e+01, 1.447222045523622391e+01, 1.632507147998636654e+01, 1.206232733067984420e+01, 1.549925426480259283e+01, 1.062162373231863199e+01, 1.690827906294300575e+01, 1.034763591763815960e+01
1.889000000000000000e+03, 1.751875746210784612e+01, 1.916117336631823420e+01, 1.721446564055873907e+01, 1.175172469551204202e+01, 1.403717531553642317e+01, 1.433660897933022227e+01, 1.607213735302353896e+01, 1.141656654748959987e+01, 1.255854536249661102e+01, 1.410270307749918928e+01, 1.669626796696583071e+01, 1.226698908720153192e+01, 1.557626815940285425e+01, 1.087615674201425797e+01, 1.651063513154614171e+01, 1.111246423978114350e+01
1.890000000000000000e+03, 1.685513764730631436e+01, 2.042367741909357193e+01, 1.732017911760843631e+01, 1.147638322105633257e+01, 1.370595944556189494e+01, 1.410956069302604909e+01, 1.643740053258148137e+01, 1.083556063032900774e+01, 1.207029690090239704e+01, 1.455201547379670401e+01, 1.609679214571546169e+01, 1.239424802847247875e+01, 1.653018638042222221e+01, 1.045198562467134984e+01, 1.672281869572731239e+01, 1.115461528412750347e+01
1.891000000000000000e+03, 1.713968826411786850e+01, 1.984137435957498496e+01, 1.679974395076812499e+01, 1.130360890753907022e+01, 1.437657556405972947e+01, 1.382354423402174071e+01, 1.632979496315602930e+01, 1.114541131208717140e+01, 1.285249780557350086e+01, 1.395851184107801579e+01, 1.572176407271985532e+01, 1.202392668118851660e+01, 1.546866032500750165e+01, 1.048305485315174757e+01, 1.638110005055438378e+01, 1.114795355395817111e+01
1.892000000000000000e+03, 1.550707247802878541e+01, 1.821935088347848719e+01, 1.755872786332977498e+01, 1.126748659148503506e+01, 1.429483864297819729e+01, 1.469245702958533606e+01, 1.689102727799997083e+01, 1.098272576146657187e+01, 1.214412386447714276e+01, 1.343389316578936388e+01, 1.673758993187544419e+01, 1.161739603930828935e+01, 1.519109258964073739e+01, 1.034423026685580105e+01, 1.722871863496532896e+01, 1.021066674364852922e+01
1.893000000000000000e+03, 1.715146094659079168e+01, 1.896117076377383626e+01, 1.666761429994098975e+01, 1.148933807825169851e+01, 1.425772579020356901e+01, 1.377810234278317481e+01, 1.512275395025513802e+01, 1.090676030706838517e+01, 1.242166002658942858e+01, 1.357015399603357153e+01, 1.669429249579598462e+01, 1.154516866758677018e+01, 1.643025362507585641e+01, 1.051696921002548635e+01, 1.695425353095747312e+01, 1.045567194979750703e+01
1.894000000000000000e+03, 1.723462733276684489e+01, 2.057266525129022128e+01, 1.660861970947006228e+01, 1.168766316748183165e+01, 1.498021675430646660e+01, 1.446667591573389799e+01, 1.568628153212427634e+01, 1.090103774222144217e+01, 1.259779734049592115e+01, 1.459831220040578437e+01, 1.673825004550346307e+01, 1.193997989998581488e+01, 1.583225363412495135e+01, 1.057885196325072741e+01, 1.626808875424486800e+01, 1.104690075335350841e+01
1.895000000000000000e+03, 1.722189880744227963e+01, 1.983062108688609371e+01, 1.690819276611668798e+01, 1.194507951898452802e+01, 1.419297368441014484e+01, 1.452801669195750556e+01, 1.554144774495200920e+01, 1.070409258223215510e+01, 1.279392686109861721e+01, 1.399036736076491394e+01, 1.605296803767928182e+01, 1.186659703518549058e+01, 1.581870152689082865e+01, 1.096028858761104097e+01, 1.675924116731007985e+01, 1.096068091200187844e+01
1.896000000000000000e+03, 1.712881264344746413e+01, 1.954289185151656838e+01, 1.679555557460368220e+01, 1.209377430987354174e+01, 1.324075275730289647e+01, 1.495805646445971782e+01, 1.599379650306036638e+01, 1.077366693645646833e+01, 1.292586066444130566e+01, 1.407316150406190225e+01, 1.605163597126679420e+01, 1.226798555342058350e+01, 1.668243771806823617e+01, 1.057557255632774051e+01, 1.599809067764251758e+01, 1.080375616297528829e+01
1.897000000000000000e+03, 1.775890163427176205e+01, 1.956991423125035467e+01, 1.666998216143003830e+01, 1.176800513922166402e+01, 1.383013727597664655e+01, 1.466289957011794343e+01, 1.595360170337262318e+01, 1.132641251250036873e+01, 1.273412530930848341e+01, 1.378418820516189314e+01, 1.588640439496668755e+01, 1.254891446398402977e+01, 1.604866435096700883e+01, 1.053239638564920710e+01, 1.709826811120748502e+01, 1.090118888150136556e+01
1.898000000000000000e+03, 1.731611905696093601e+01, 1.975069732496698194e+01, 1.701085146949902693e+01, 1.180429810375125399e+01, 1.382194642221822356e+01, 1.450828249464098008e+01, 1.514718598426403950e+01, 1.135211321369908255e+01, 1.216987958261752034e+01, 1.357258269703409503e+01, 1.690779352464427632e+01, 1.234031816227913048e+01, 1.522292175389708113e+01, 1.053934305780759040e+01, 1.694893227073416142e+01, 1.135510011775013695e+01
1.899000000000000000e+03, 1.769020250150300200e+01, 1.941082679753883866e+01, 1.778862864130994836e+01, 1.166877104616723848e+01, 1.373954980535433990e+01, 1.483915467682905565e+01, 1.509837378197264357e+01, 1.161224431616380137e+01, 1.179443653522564617e+01, 1.425095763367587942e+01, 1.624247604324265737e+01, 1.192638639810157919e+01, 1.568450098980227736e+01, 1.032263904522723763e+01, 1.653600553450304389e+01, 1.150904778332150613e+01
1.900000000000000000e+03, 1.674366825251378899e+01, 1.916529713282881531e+01, 1.627356456201462009e+01, 1.200592136193632697e+01, 1.440873425082233972e+01, 1.486155644904762774e+01, 1.512904015907239241e+01, 1.135115215638916908e+01, 1.206660617309175976e+01, 1.450550232012377450e+01, 1.610342531403440702e+01, 1.195692167529782601e+01, 1.638834333135871901e+01, 1.023078451606077088e+01, 1.707745909063289247e+01, 1.118678347599185763e+01
1.901000000000000000e+03, 1.679023363308024841e+01, 1.883465144987385642e+01, 1.734681706365715925e+01, 1.239993214738089655e+01, 1.505973640025536575e+01, 1.481061124581365007e+01, 1.541130127873479339e+01, 1.077584523431183072e+01, 1.340080212346849997e+01, 1.391012697717084734e+01, 1.598265721880958168e+01, 1.155347463019564458e+01, 1.567223428012708020e+01, 1.082743795493414041e+01, 1.651704213577828284e+01, 1.107173211575088345e+01
1.902000000000000000e+03, 1.768546270026931921e+01, 1.928695925824951729e+01, 1.815333823937946178e+01, 1.226077890197227127e+01, 1.476099246456570846e+01, 1.437676136724319242e+01, 1.521769396468869573e+01, 1.125168109659041349e+01, 1.260536585272219234e+01, 1.403831022250889582e+01, 1.616095512021189506e+01, 1.139708902814900782e+01, 1.521137255227165674e+01, 1.059535133608868485e+01, 1.621491649712238825e+01, 1.108957583968233429e+01
1.903000000000000000e+03, 1.688557218296619311e+01, 1.766861666554934018e+01, 1.738463378094303380e+01, 1.173905331261987506e+01, 1.336608911856926518e+01, 1.411844756308208382e+01, 1.542411777278627483e+01, 1.105260038436112957e+01, 1.312133264270836719e+01, 1.371889642008562937e+01, 1.620309634470384097e+01, 1.174487564683334995e+01, 1.507533334447402140e+01, 1.075275671224381924e+01, 1.714191924745200879e+01, 1.085426674283731074e+01
1.904000000000000000e+03, 1.789286518618801836e+01, 1.818430887229298065e+01, 1.704241601371846215e+01, 1.234253874947418517e+01, 1.349249770832361506e+01, 1.411603531381643251e+01, 1.559299877443786464e+01, 1.156214263944978704e+01, 1.162794863758087338e+01, 1.364816734965713785e+01, 1.651031795240171363e+01, 1.198200566813285661e+01, 1.556133927511512560e+01, 1.058833639718372055e+01, 1.668086805755348223e+01, 1.137642062147115318e+01
1.905000000000000000e+03, 1.781719314191056114e+01, 1.777747728561794460e+01, 1.769217182582118397e+01, 1.149857353110290958e+01, 1.431012380371168824e+01, 1.403027857315310634e+01, 1.468546106316461675e+01, 1.081302665088765202e+01, 1.127362057894634439e+01, 1.380872390542768713e+01, 1.616800694609134936e+01, 1.217225285716327576e+01, 1.559208802516747383e+01, 1.071353025897033184e+01, 1.764904831838887489e+01, 1.098981323750050443e+01
1.906000000000000000e+03, 1.813639661735401276e+01, 1.894142445479837633e+01, 1.792121786214726953e+01, 1.191604159976093591e+01, 1.408029881418488749e+01, 1.457772477340121497e+01, 1.514465083542199331e+01, 1.127741426704709404e+01, 1.239709066497455403e+01, 1.390502734161688991e+01, 1.601863043460961578e+01, 1.197211211746133763e+01, 1.589886273429303110e+01, 1.035587667494699637e+01, 1.741341227259721691e+01, 1.118053295424947891e+01
1.907000000000000000e+03, 1.759651037997893042e+01, 1.762025548173166811e+01, 1.758287102371647137e+01, 1.165642777059016311e+01, 1.366881328607787616e+01, 1.443439262160334025e+01, 1.464739323672609572e+01, 1.068796532277175615e+01, 1.231890115670468333e+01, 1.385598526949892673e+01, 1.576882022495900593e+01, 1.180726660306262943e+01, 1.495350169971895227e+01, 1.045149422494534974e+01, 1.643581859590576855e+01, 1.047870524381203516e+01
1.908000000000000000e+03, 1.670103466849957741e+01, 1.896328088970145842e+01, 1.773156847015400572e+01, 1.213614164303798404e+01, 1.394690734241033603e+01, 1.500156235018832973e+01, 1.550233976984991635e+01, 1.101867468651746584e+01, 1.231715596257502376e+01, 1.390422156330465420e+01, 1.703555433448426015e+01, 1.185897855965941083e+01, 1.381731401393667014e+01, 9.970925744397913348e+00, 1.687635428949577943e+01, 1.067393991602866343e+01
1.909000000000000000e+03, 1.738398822401426358e+01, 1.855008472220574589e+01, 1.758805933412028821e+01, 1.181314624690758741e+01, 1.441576962208692336e+01, 1.458777392781000692e+01, 1.551158953206203606e+01, 1.061969176413122007e+01, 1.294131936417421436e+01, 1.387543453356074608e+01, 1.599194298401206993e+01, 1.166104394841611125e+01, 1.526967764915009163e+01, 1.088142738861560055e+01, 1.697512064148418176e+01, 1.101042121596385925e+01
1.910000000000000000e+03, 1.717307512540474335e+01, 1.860578517726462167e+01, 1.718384416220932209e+01, 1.227190492561689972e+01, 1.536146201258812205e+01, 1.507454778647531590e+01, 1.508755710308708231e+01, 1.078363687894438350e+01, 1.245536704112328863e+01, 1.336418705477200142e+01, 1.557895999668317621e+01, 1.170775778529320377e+01, 1.576828145117629099e+01, 1.081801440369132372e+01, 1.685694995111476402e+01, 1.062781015315302824e+01
1.911000000000000000e+03, 1.772685437304779654e+01, 1.770053507352017874e+01, 1.681087297399870550e+01, 1.246746803093012801e+01, 1.456688504177435917e+01, 1.467174614673703736e+01, 1.372239679816706825e+01, 1.184068953978141892e+01, 1.216571319761778014e+01, 1.360916784190836815e+01, 1.650848449579385147e+01, 1.144264991906148943e+01, 1.569032301714246458e+01, 1.044487903176843702e+01, 1.657219737714875762e+01, 1.085920010446172768e+01
