year, IPSL-CM6A-LR, MIROC-ES2L, GFDL-ESM4, CESM2-WACCM, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, TaiESM1, CMCC-CM2-SR5, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, ACCESS-ESM1-5
1.920000000000000000e+03, 8.759302169199332866e+01, 2.756982233603610553e+02, 9.093061672370433257e+01, 5.239784358820999159e+02, 2.233492531764688067e+02, 2.694344340006089169e+02, 1.594697748341795887e+02, 7.980835494931787366e+01, 7.721559664735647175e+02, 3.822325405073174238e+02, 3.158366857534820724e+02, 6.647359772310204562e+02, 3.387677180439782774e+02, 1.689490783759562191e+02
1.921000000000000000e+03, 8.759339004966793141e+01, 2.756695150031549701e+02, 9.085688426972036780e+01, 5.240152974948645124e+02, 2.231705060279642794e+02, 2.693238637218061626e+02, 1.593592874348907173e+02, 7.980919246744466022e+01, 7.720950416060134103e+02, 3.822556017445442649e+02, 3.158608206366224067e+02, 6.647096360730297420e+02, 3.389526745498944251e+02, 1.689728271419796499e+02
1.922000000000000000e+03, 8.761974993473396012e+01, 2.755530871423977715e+02, 9.081941491049042270e+01, 5.239958483045079447e+02, 2.229995820336751535e+02, 2.692047076647279482e+02, 1.593417690843773755e+02, 7.984991487238561092e+01, 7.719751089634335131e+02, 3.821855094810524065e+02, 3.159083337102114797e+02, 6.647219119624869563e+02, 3.391684671679765302e+02, 1.690176162150317509e+02
1.923000000000000000e+03, 8.761999749515210567e+01, 2.753702829990965029e+02, 9.075072770875586059e+01, 5.239730261077239675e+02, 2.228564345937221844e+02, 2.691288975181203114e+02, 1.593131214097527959e+02, 7.976911072803164870e+01, 7.719282466634814455e+02, 3.820337785495069056e+02, 3.159537387356167528e+02, 6.647518391927815173e+02, 3.393883985807186718e+02, 1.690807994096334426e+02
1.924000000000000000e+03, 8.760198353015069017e+01, 2.751099709600494521e+02, 9.068850921931181119e+01, 5.240083829094310204e+02, 2.226814709213467722e+02, 2.690512692152304908e+02, 1.593022700819144291e+02, 7.963907780797143232e+01, 7.719510220159062328e+02, 3.818504683291386641e+02, 3.159930331825330541e+02, 6.647796112836211933e+02, 3.396036431602574908e+02, 1.691505789015237156e+02
1.925000000000000000e+03, 8.761629918643669157e+01, 2.749355827496408438e+02, 9.055595113399816398e+01, 5.240479640523246871e+02, 2.224753391629697035e+02, 2.689898516606444900e+02, 1.594590597902056288e+02, 7.968295542690181321e+01, 7.719252297155653650e+02, 3.818908854805920328e+02, 3.160364380523212162e+02, 6.647821793303279492e+02, 3.398351141404254463e+02, 1.692184197599918321e+02
1.926000000000000000e+03, 8.763304900052575874e+01, 2.748452031488621401e+02, 9.041779424476460747e+01, 5.240973181900227473e+02, 2.222508937237536770e+02, 2.689434608120332655e+02, 1.594626294363906709e+02, 7.989788692452479779e+01, 7.718999279308690120e+02, 3.818983179433921009e+02, 3.160845032186336425e+02, 6.647853906992761495e+02, 3.400761273977589099e+02, 1.692699960659079466e+02
1.927000000000000000e+03, 8.763137546359843100e+01, 2.747646313869857408e+02, 9.038954062173830550e+01, 5.241330413446688681e+02, 2.220596940086042821e+02, 2.688803981786327881e+02, 1.594624408601519008e+02, 7.982920850759605003e+01, 7.718266526330751276e+02, 3.819801712857198481e+02, 3.161126113947855174e+02, 6.648364261193274842e+02, 3.402936231468062829e+02, 1.693283151618446141e+02
1.928000000000000000e+03, 8.761497335192795788e+01, 2.747078638357398290e+02, 9.033323979431122552e+01, 5.241669001432155710e+02, 2.219123516764213662e+02, 2.687941258585099717e+02, 1.594812119423046965e+02, 7.973354681375302278e+01, 7.717251543815060586e+02, 3.820982977697431693e+02, 3.161182586492503788e+02, 6.648750543069530750e+02, 3.404532661939023228e+02, 1.694230805531809096e+02
1.929000000000000000e+03, 8.763173054719690924e+01, 2.746939882335860830e+02, 9.036795027472371089e+01, 5.241778468580765775e+02, 2.217697592947662031e+02, 2.686609411217838215e+02, 1.594727267895641774e+02, 7.972327956616459232e+01, 7.715922164487488999e+02, 3.818993368281902008e+02, 3.161555787896398897e+02, 6.648747660847916450e+02, 3.405970191040005375e+02, 1.695093827548651291e+02
1.930000000000000000e+03, 8.766852665047271387e+01, 2.745852613071017458e+02, 9.035995504012500135e+01, 5.242025689994932236e+02, 2.215869663233072515e+02, 2.685727830584291382e+02, 1.593703141546265272e+02, 7.980240439343739922e+01, 7.715386380244975726e+02, 3.816408735983328597e+02, 3.161981512666978915e+02, 6.648417177052700708e+02, 3.407799695330270424e+02, 1.695885970104740181e+02
1.931000000000000000e+03, 8.769625359018795052e+01, 2.744378366246986047e+02, 9.039545714019826050e+01, 5.241888914626163114e+02, 2.213912088605182191e+02, 2.685518690183731678e+02, 1.593569565446946115e+02, 7.964443757714107619e+01, 7.715059741594158140e+02, 3.814227537242762764e+02, 3.162288020420192538e+02, 6.648286141379771834e+02, 3.409883592698969892e+02, 1.696609410736520829e+02
1.932000000000000000e+03, 8.772197492344871250e+01, 2.744148845881263128e+02, 9.028399679054280114e+01, 5.241803614384041339e+02, 2.211830917289602212e+02, 2.685694748649037820e+02, 1.594951333591063758e+02, 7.957869101155291958e+01, 7.714994291617144881e+02, 3.812481147069983081e+02, 3.162461539175589564e+02, 6.648373039951304690e+02, 3.411641243589149894e+02, 1.696998675061306301e+02
1.933000000000000000e+03, 8.775540122963843714e+01, 2.744509959186488004e+02, 9.010583976601348866e+01, 5.242136168204692694e+02, 2.209926313075905853e+02, 2.685089075833162156e+02, 1.594074134652122439e+02, 7.976599733252919577e+01, 7.713178811630467635e+02, 3.812263244792172827e+02, 3.162458223244913142e+02, 6.648560126398873535e+02, 3.413614417577376798e+02, 1.696907236953857137e+02
1.934000000000000000e+03, 8.777570485102462783e+01, 2.744153403311252646e+02, 9.000248237576938948e+01, 5.242763652220100994e+02, 2.208124824525660586e+02, 2.683994718939380277e+02, 1.593567539295948166e+02, 7.970857264254087227e+01, 7.712569157449497652e+02, 3.813355996423775309e+02, 3.162417295280448570e+02, 6.649212465141837356e+02, 3.416082974831383581e+02, 1.696897545480969427e+02
1.935000000000000000e+03, 8.778422529846875477e+01, 2.743463392759305748e+02, 8.992330818006416848e+01, 5.243135286176110412e+02, 2.206211017527370473e+02, 2.683609873189502082e+02, 1.593009330639824839e+02, 7.957598439953838465e+01, 7.713147797641747729e+02, 3.812040670039139059e+02, 3.162263152083944533e+02, 6.649584041307127791e+02, 3.418329755485464716e+02, 1.696968049431744703e+02
1.936000000000000000e+03, 8.779997488487286716e+01, 2.742125161863322091e+02, 8.986254006759320134e+01, 5.243199554829485578e+02, 2.204282056734426760e+02, 2.683149979395400919e+02, 1.592483006176002505e+02, 7.968006620922031402e+01, 7.711778020036667840e+02, 3.810597089247043527e+02, 3.162348320584993644e+02, 6.649626717515197925e+02, 3.420643614589379240e+02, 1.696839182801413415e+02
1.937000000000000000e+03, 8.781262171857127896e+01, 2.740860033302916463e+02, 8.979751295685468904e+01, 5.243107737343320878e+02, 2.202203303255062110e+02, 2.682094759645815429e+02, 1.592288513023340215e+02, 7.968005841230220199e+01, 7.711448466300259952e+02, 3.809231583765844675e+02, 3.162696437695204281e+02, 6.649669146175167498e+02, 3.422639305861501384e+02, 1.697047484698169626e+02
1.938000000000000000e+03, 8.786025174149045824e+01, 2.739724025554015157e+02, 8.977011511602621852e+01, 5.243521020275939009e+02, 2.200236910804343609e+02, 2.681133305371958500e+02, 1.591534897756036173e+02, 7.962870201933920100e+01, 7.712031915404310212e+02, 3.807852843808122998e+02, 3.163051736912805154e+02, 6.649984692051148158e+02, 3.424603034889611877e+02, 1.697458145921442565e+02
1.939000000000000000e+03, 8.790414531951367394e+01, 2.739718296474222257e+02, 8.964444898052022381e+01, 5.243755749231082746e+02, 2.198694375783181556e+02, 2.680650611234438543e+02, 1.591000023450602328e+02, 7.967285068998744180e+01, 7.711695644612809701e+02, 3.806279178287845184e+02, 3.163381909909635397e+02, 6.650321922900666323e+02, 3.426737417315109724e+02, 1.697980528104079667e+02
1.940000000000000000e+03, 8.794094763191357345e+01, 2.740076293745307794e+02, 8.958995389276171295e+01, 5.244034476056397125e+02, 2.196894107072331792e+02, 2.680612152664352834e+02, 1.590307387112552249e+02, 7.972487476187816924e+01, 7.711033135447171389e+02, 3.804788546887808707e+02, 3.163675448454032448e+02, 6.650562273159665665e+02, 3.428789191807923089e+02, 1.699103897163135457e+02
1.941000000000000000e+03, 8.795721432272759444e+01, 2.739742117789999156e+02, 8.948963496256742189e+01, 5.244488672277465184e+02, 2.194995722784497048e+02, 2.679591487910930709e+02, 1.589774656098834953e+02, 7.973988655558878236e+01, 7.709592719865001982e+02, 3.806493349818812248e+02, 3.163896416433836976e+02, 6.650584659177886806e+02, 3.430729681699574485e+02, 1.700296948862006445e+02
1.942000000000000000e+03, 8.798086075146588314e+01, 2.738784882631305209e+02, 8.943302554119783565e+01, 5.245092414495962885e+02, 2.193416209722595056e+02, 2.678063157734779907e+02, 1.588390794694634849e+02, 7.979007001465524240e+01, 7.708344002448206993e+02, 3.806673797265473809e+02, 3.164133840718251918e+02, 6.650669175643654398e+02, 3.433204661455304745e+02, 1.701538090936941785e+02
1.943000000000000000e+03, 8.798853141729441063e+01, 2.737257978526109810e+02, 8.929554360549222736e+01, 5.245392597037634914e+02, 2.192103011106524377e+02, 2.676799038004667182e+02, 1.587967808336508142e+02, 7.967966369715908570e+01, 7.708349863347900737e+02, 3.803905536976225790e+02, 3.164256062885194751e+02, 6.651003548958150304e+02, 3.435587784947091450e+02, 1.702379994077009826e+02
1.944000000000000000e+03, 8.801588608385053192e+01, 2.736328401908425576e+02, 8.923251702808703101e+01, 5.245788320351957736e+02, 2.190694404935655086e+02, 2.675394736957797477e+02, 1.589376970362606016e+02, 7.960518641900044656e+01, 7.708022523969535769e+02, 3.801834914546349751e+02, 3.164880269536141668e+02, 6.651272458112665618e+02, 3.437279635665517503e+02, 1.703153997468132559e+02
1.945000000000000000e+03, 8.805400239336245249e+01, 2.735566715156844566e+02, 8.911405331960860110e+01, 5.246260505377206300e+02, 2.189389917957992679e+02, 2.673926487077117713e+02, 1.590557151122027335e+02, 7.970565616733871650e+01, 7.706388617900983036e+02, 3.803073593175369069e+02, 3.165570112346239853e+02, 6.651339400806411959e+02, 3.439221908231779139e+02, 1.703642417193481151e+02
1.946000000000000000e+03, 8.808101411767290756e+01, 2.733672313472053474e+02, 8.908628710560188324e+01, 5.246700852349573552e+02, 2.187836315046330924e+02, 2.672068926356390648e+02, 1.591190411799463789e+02, 7.974941241429513639e+01, 7.705676227920934025e+02, 3.803660819907447603e+02, 3.166453913785824170e+02, 6.651161184643568731e+02, 3.441773976675315794e+02, 1.703786732712895287e+02
1.947000000000000000e+03, 8.809502411042836911e+01, 2.733034794936060621e+02, 8.911813240511180823e+01, 5.246868801341231574e+02, 2.186315849862343725e+02, 2.670800293810809194e+02, 1.590128405877801185e+02, 7.975243124587061061e+01, 7.705942446545651592e+02, 3.804007093016444401e+02, 3.166859281960553858e+02, 6.651039448491909525e+02, 3.444768903017434809e+02, 1.704438263171659003e+02
1.948000000000000000e+03, 8.813419201918999590e+01, 2.732452566418012339e+02, 8.906480422347195258e+01, 5.247745570028091606e+02, 2.184933252518897859e+02, 2.670297295370041866e+02, 1.590241649911024524e+02, 7.964995288359962444e+01, 7.705133287558636539e+02, 3.806369439281681935e+02, 3.167117581567156890e+02, 6.650766656216831052e+02, 3.447401692327504179e+02, 1.705440807687150482e+02
1.949000000000000000e+03, 8.816396415751407289e+01, 2.732296413736809768e+02, 8.902650261013447164e+01, 5.248368249135301085e+02, 2.183000261256455019e+02, 2.669407220269650907e+02, 1.591807094735852388e+02, 7.962099620424146451e+01, 7.702717173269396653e+02, 3.806688704956911806e+02, 3.167201965279194837e+02, 6.650558197696177558e+02, 3.450324349937746433e+02, 1.706667210944999056e+02
1.950000000000000000e+03, 8.819227284628384211e+01, 2.732131319372552412e+02, 8.895578612518080774e+01, 5.248440616233592664e+02, 2.180786060250895559e+02, 2.668370612206263104e+02, 1.591112290393800492e+02, 7.969492521370882798e+01, 7.701723633041918902e+02, 3.805351370595707294e+02, 3.167508575295316291e+02, 6.650807009680653437e+02, 3.453392275383047831e+02, 1.708373435007438275e+02
1.951000000000000000e+03, 8.819601940523158135e+01, 2.732072435464272075e+02, 8.872820309480532330e+01, 5.248863371802129905e+02, 2.178530876088195214e+02, 2.667397988153311417e+02, 1.590600138207816201e+02, 7.972719073595855832e+01, 7.702403087877795542e+02, 3.804231314846246050e+02, 3.167839220424766609e+02, 6.650976136837778085e+02, 3.455686933925511539e+02, 1.710250713483453637e+02
1.952000000000000000e+03, 8.822274528580069841e+01, 2.732757783859685787e+02, 8.865473063495410599e+01, 5.248992297547754333e+02, 2.176648586053603651e+02, 2.666346026176670989e+02, 1.589706561155601321e+02, 7.977573568605053822e+01, 7.701836463437650764e+02, 3.804156325901022342e+02, 3.168532085261265365e+02, 6.651429843914439743e+02, 3.458253746112137037e+02, 1.711440517773221472e+02
1.953000000000000000e+03, 8.827209387450479028e+01, 2.734409762018144079e+02, 8.866412781646980079e+01, 5.248727678972405783e+02, 2.174653081725672337e+02, 2.665370428287232585e+02, 1.589344825082202419e+02, 7.982129707110590289e+01, 7.700605665733854721e+02, 3.805515219489888636e+02, 3.168771427658578546e+02, 6.652008758752604081e+02, 3.461164978181631682e+02, 1.712270140122839450e+02
1.954000000000000000e+03, 8.831749252853894916e+01, 2.734850180399421902e+02, 8.857338800466716577e+01, 5.249338054665831805e+02, 2.172821403286824022e+02, 2.663955679418390901e+02, 1.589336162288056187e+02, 7.985033234144376024e+01, 7.700169254988880994e+02, 3.804684879157454702e+02, 3.168974804277433464e+02, 6.652189012419981964e+02, 3.463634867068475955e+02, 1.712638604015049850e+02
1.955000000000000000e+03, 8.831971120502797135e+01, 2.734345898389449872e+02, 8.842193465008514863e+01, 5.250036153004466541e+02, 2.171140112480063635e+02, 2.662956708962386188e+02, 1.589640196431984407e+02, 7.979999896020268579e+01, 7.699951914750514561e+02, 3.803113957946164874e+02, 3.169514287569065800e+02, 6.652204708728919513e+02, 3.465830828688497149e+02, 1.713036427167218960e+02
1.956000000000000000e+03, 8.835554849329258786e+01, 2.734603686954604314e+02, 8.832268170730009160e+01, 5.249673938198668566e+02, 2.169631853352248072e+02, 2.661842917966037021e+02, 1.590390457671078934e+02, 7.973886366889666988e+01, 7.699611928238737164e+02, 3.801522641298857366e+02, 3.170291565625318526e+02, 6.652402630889955617e+02, 3.468051478808054071e+02, 1.713416400443132375e+02
1.957000000000000000e+03, 8.838193985840220535e+01, 2.734360297108843838e+02, 8.821129508534238539e+01, 5.249687128432407235e+02, 2.168045384374938180e+02, 2.661586525494414559e+02, 1.590589156743080537e+02, 7.989274792201337050e+01, 7.698059191604886564e+02, 3.800973084526679031e+02, 3.171053684585550627e+02, 6.652817220243069869e+02, 3.470477675449679396e+02, 1.713475038506231556e+02
1.958000000000000000e+03, 8.839953763760874494e+01, 2.733536417328368202e+02, 8.812970456552926635e+01, 5.250388902595823311e+02, 2.166152468592904654e+02, 2.660986825079164646e+02, 1.590228939983169312e+02, 8.005586534787136088e+01, 7.697237498881944475e+02, 3.802244785902580020e+02, 3.172067336237585664e+02, 6.652909905229782908e+02, 3.472644077094328736e+02, 1.713956860457523703e+02
1.959000000000000000e+03, 8.842026232935799612e+01, 2.731802032218311638e+02, 8.817825586233996660e+01, 5.251507309943497148e+02, 2.164372368265656803e+02, 2.660530291490625814e+02, 1.590091770084480629e+02, 8.003618911175503570e+01, 7.697891244178723582e+02, 3.803788660819969891e+02, 3.172826706053755288e+02, 6.653205004486302414e+02, 3.474856820726743081e+02, 1.714723601170630047e+02
1.960000000000000000e+03, 8.843402287187842603e+01, 2.731082580603201109e+02, 8.810025194587062458e+01, 5.252373972925564658e+02, 2.162798637349274884e+02, 2.659820909594620844e+02, 1.589771579227720792e+02, 8.001782671244765766e+01, 7.697957423124319121e+02, 3.804165132797295996e+02, 3.173552342623613072e+02, 6.653648081073713456e+02, 3.476965299996048202e+02, 1.715870985442440997e+02
1.961000000000000000e+03, 8.843821197685092272e+01, 2.730551711872200826e+02, 8.799575317029196242e+01, 5.253084681812498502e+02, 2.161042536696787693e+02, 2.658523917160849237e+02, 1.589348304088948396e+02, 7.992993454430818190e+01, 7.697518757747802738e+02, 3.803036634111144849e+02, 3.173836807717154898e+02, 6.654325022490702395e+02, 3.479746986354470550e+02, 1.716798342060110372e+02
1.962000000000000000e+03, 8.845556014256951016e+01, 2.729520539470264566e+02, 8.797739279076303376e+01, 5.253912629440684441e+02, 2.158739803219892792e+02, 2.657800698006405469e+02, 1.589988039587952358e+02, 7.989000382059072081e+01, 7.697427954362341325e+02, 3.800230164979906817e+02, 3.174588361879303875e+02, 6.654903798764570411e+02, 3.482706581877797589e+02, 1.717759275737853386e+02
1.963000000000000000e+03, 8.847932429733467075e+01, 2.728789329862780164e+02, 8.795305185670592607e+01, 5.255110795740778258e+02, 2.156028591139212836e+02, 2.657843405943655171e+02, 1.591843448015014530e+02, 7.986546440548552539e+01, 7.696532741696751145e+02, 3.800926154825753542e+02, 3.175637644347065134e+02, 6.655407804863499450e+02, 3.485169282690270052e+02, 1.718903297873321208e+02
1.964000000000000000e+03, 8.851245948148422826e+01, 2.729102381209701775e+02, 8.787176455145534248e+01, 5.256182832342890379e+02, 2.154163150214264135e+02, 2.657825793222225457e+02, 1.591514854907653671e+02, 7.995915529047208281e+01, 7.695664941716358953e+02, 3.802721993757474479e+02, 3.176489550189596116e+02, 6.656173350301427263e+02, 3.487516681090481825e+02, 1.720226787437373730e+02
1.965000000000000000e+03, 8.853188641833349948e+01, 2.730655897348348731e+02, 8.780274844612866048e+01, 5.257156616641143501e+02, 2.152629290473927028e+02, 2.657497106372012468e+02, 1.590816912086006880e+02, 7.998548068404029721e+01, 7.694784111755830054e+02, 3.802843915407156601e+02, 3.177348299240942424e+02, 6.656825118187705357e+02, 3.490203561525418081e+02, 1.721559862142861448e+02
1.966000000000000000e+03, 8.855863266264067590e+01, 2.732112844979686770e+02, 8.776636076024931299e+01, 5.258285644618675860e+02, 2.151000228203618292e+02, 2.657158607688193683e+02, 1.590301750760239088e+02, 8.000172631289149194e+01, 7.694526794756840218e+02, 3.802637460965103742e+02, 3.178218659849586061e+02, 6.657574537457684301e+02, 3.493062699833345732e+02, 1.723239887715038208e+02
1.967000000000000000e+03, 8.860537684878197240e+01, 2.731924232636835086e+02, 8.770469955687437391e+01, 5.259128799311690727e+02, 2.149425189358016155e+02, 2.656405358275263779e+02, 1.591305904278750347e+02, 8.004547987462849790e+01, 7.694770332314478765e+02, 3.803115915444807342e+02, 3.179450342538625023e+02, 6.658152187002233404e+02, 3.495296164546937803e+02, 1.724719791424055302e+02
1.968000000000000000e+03, 8.864243494021532399e+01, 2.731589289726509833e+02, 8.773442722772355751e+01, 5.259942558259773477e+02, 2.147609523862985554e+02, 2.655851327286199535e+02, 1.590625513290777917e+02, 7.998612807378550826e+01, 7.694137422149511849e+02, 3.803484265839807676e+02, 3.180745606516498469e+02, 6.658995041382395357e+02, 3.498074104070769295e+02, 1.725666092150879933e+02
1.969000000000000000e+03, 8.867681550967888882e+01, 2.732347750732537293e+02, 8.765817874782510444e+01, 5.260651764972302544e+02, 2.145607632906066158e+02, 2.655342092364394375e+02, 1.591621028499397710e+02, 7.996985614905617012e+01, 7.694642844039760803e+02, 3.801442350325821735e+02, 3.181914513169989505e+02, 6.660020857019148934e+02, 3.500501564957671121e+02, 1.726269124283561212e+02
1.970000000000000000e+03, 8.871714178019524866e+01, 2.733399188928652279e+02, 8.753532264212127245e+01, 5.261355424979535655e+02, 2.143727221004370449e+02, 2.654260903647239047e+02, 1.592012414413557337e+02, 8.015738578932911196e+01, 7.694530968200948564e+02, 3.800651068188266777e+02, 3.183111212669930978e+02, 6.660711376822899865e+02, 3.502801788204212698e+02, 1.726878847034703028e+02
1.971000000000000000e+03, 8.875338611292104929e+01, 2.733703427748517925e+02, 8.751308494693181217e+01, 5.262511249336789660e+02, 2.142118980845098690e+02, 2.652814070262127188e+02, 1.592033595040543048e+02, 8.017413062613314878e+01, 7.693027023237493722e+02, 3.800715946184711811e+02, 3.184114857920736767e+02, 6.661280990085542726e+02, 3.504877495070464306e+02, 1.727773131473162209e+02
1.972000000000000000e+03, 8.878859899624524132e+01, 2.733806704873337594e+02, 8.744924493567063450e+01, 5.263570513311027526e+02, 2.140539539255705961e+02, 2.652064646988362142e+02, 1.591830709310445968e+02, 8.009707543561813736e+01, 7.692382146768826487e+02, 3.800331561210846871e+02, 3.184957583596152517e+02, 6.661978815166646655e+02, 3.507529093920383616e+02, 1.728449894037910042e+02
1.973000000000000000e+03, 8.883571248216746596e+01, 2.734723257292783387e+02, 8.733836415148226706e+01, 5.264678793745956682e+02, 2.138761725154302837e+02, 2.651505766562318627e+02, 1.591184428221177427e+02, 8.018691270384799452e+01, 7.692090207155272310e+02, 3.801253119766620330e+02, 3.185819842878757413e+02, 6.662780534786138560e+02, 3.510416987366903072e+02, 1.729153512048604000e+02
1.974000000000000000e+03, 8.887894040019533293e+01, 2.735476551565861314e+02, 8.724918369280581487e+01, 5.265303364233910770e+02, 2.136750943429826179e+02, 2.651496617881610973e+02, 1.591853093330255149e+02, 8.029144810490608108e+01, 7.692400990784996111e+02, 3.801428156510714871e+02, 3.186825150396506956e+02, 6.663940759688964590e+02, 3.513646946165837903e+02, 1.730396773379029014e+02
1.975000000000000000e+03, 8.892656269171104100e+01, 2.736070114950393304e+02, 8.721884059635434028e+01, 5.266415694797442484e+02, 2.134870324988432344e+02, 2.651380025117482546e+02, 1.592002902814704726e+02, 8.038651176643180918e+01, 7.692174705307510294e+02, 3.803320785341823580e+02, 3.187817663381536022e+02, 6.665259071442102368e+02, 3.516297708832169064e+02, 1.731704573422141209e+02
1.976000000000000000e+03, 8.897327881062950894e+01, 2.737237025814922617e+02, 8.721543569899813519e+01, 5.267662336860272490e+02, 2.133117225284632639e+02, 2.651175684345090531e+02, 1.593149896201499303e+02, 8.034714010242703353e+01, 7.692455307046916460e+02, 3.803233458517522081e+02, 3.188726399958873117e+02, 6.666336160175608256e+02, 3.518720140201461959e+02, 1.732985507613970526e+02
1.977000000000000000e+03, 8.900190781408842611e+01, 2.738380295455542637e+02, 8.714693219734024865e+01, 5.268516213085434856e+02, 2.131509568766771281e+02, 2.650793030334229456e+02, 1.594578924782284446e+02, 8.035294188121601167e+01, 7.692173924720110563e+02, 3.801261569012518180e+02, 3.189758555546980006e+02, 6.667165040122063147e+02, 3.521237511002506153e+02, 1.734108371062042977e+02
1.978000000000000000e+03, 8.903416299630661968e+01, 2.738810662137793202e+02, 8.712951023570076359e+01, 5.269580465751606653e+02, 2.129726719886488695e+02, 2.649734510841929023e+02, 1.594150237579621319e+02, 8.051689343675248267e+01, 7.691617747888152508e+02, 3.799328024025285799e+02, 3.191030117589984911e+02, 6.668069793693412066e+02, 3.524278219037942677e+02, 1.735021532922705205e+02
1.979000000000000000e+03, 8.908715507378455811e+01, 2.739670051210134716e+02, 8.717332280014498735e+01, 5.270980795349678374e+02, 2.127660468680654731e+02, 2.648510581692613073e+02, 1.594118278881457798e+02, 8.063937022250765096e+01, 7.691227220471884038e+02, 3.797466892677850296e+02, 3.192592962419637388e+02, 6.669205587343097932e+02, 3.527197478740372958e+02, 1.735547963923671091e+02
1.980000000000000000e+03, 8.914142660776141724e+01, 2.741683622611245141e+02, 8.709462646397145136e+01, 5.272206818374000932e+02, 2.125719776946347679e+02, 2.648130937991898577e+02, 1.593631935106604942e+02, 8.056137322092526176e+01, 7.690656310425480342e+02, 3.797110729039518446e+02, 3.193852976841827171e+02, 6.670260936806059817e+02, 3.530564968520340585e+02, 1.735930551170845888e+02
1.981000000000000000e+03, 8.924374945942005866e+01, 2.742648694653701682e+02, 8.701769797911561000e+01, 5.273615202022666608e+02, 2.124450203372482804e+02, 2.648257364542130290e+02, 1.593439644216122417e+02, 8.069252550228793552e+01, 7.690297228895007038e+02, 3.795213555911129220e+02, 3.194860504446032223e+02, 6.671123829110496217e+02, 3.533567577023634385e+02, 1.736858485957997402e+02
1.982000000000000000e+03, 8.933391993883161319e+01, 2.741908898111671533e+02, 8.695441776584965510e+01, 5.274583693837943201e+02, 2.122913198677750017e+02, 2.648206373492188277e+02, 1.594073391048119106e+02, 8.067499404657934292e+01, 7.689783828848233043e+02, 3.795760994710944374e+02, 3.195734897719540299e+02, 6.671922759575215878e+02, 3.536665933488699238e+02, 1.738445009147045539e+02
1.983000000000000000e+03, 8.942323997363446608e+01, 2.741475954211591102e+02, 8.689174744420377294e+01, 5.275326017019007168e+02, 2.121271775305865503e+02, 2.648139916495993020e+02, 1.594248984772500819e+02, 8.053688729570251326e+01, 7.690759210463725140e+02, 3.797020715713035770e+02, 3.196844233296158109e+02, 6.672680729470414462e+02, 3.539184019664048719e+02, 1.740027075645070624e+02
1.984000000000000000e+03, 8.951348237484032211e+01, 2.741661160753083095e+02, 8.693805057693980132e+01, 5.276368653829422328e+02, 2.119504165090880292e+02, 2.647809258612933263e+02, 1.594766798446853784e+02, 8.053249851588013541e+01, 7.690235567733759581e+02, 3.798115059000515998e+02, 3.198476653522981792e+02, 6.673611963459060235e+02, 3.542402504089662898e+02, 1.741266263609265934e+02
1.985000000000000000e+03, 8.958537725467314772e+01, 2.742895772105071615e+02, 8.690201723251540500e+01, 5.277334757695618919e+02, 2.117708163163647441e+02, 2.647552224469945941e+02, 1.596682889437070401e+02, 8.066765846869203926e+01, 7.689053041699066853e+02, 3.799186171768992040e+02, 3.199974172972442830e+02, 6.674551154898487084e+02, 3.545746974892055619e+02, 1.742290671829872224e+02
1.986000000000000000e+03, 8.964881583346527805e+01, 2.743449054171679791e+02, 8.683716043747760693e+01, 5.278713260245349375e+02, 2.115898893747792897e+02, 2.647240056251353053e+02, 1.596632488963640526e+02, 8.080065919128900020e+01, 7.689681853760902186e+02, 3.798804375262852773e+02, 3.201330399379231153e+02, 6.675668171305089800e+02, 3.548483722227477415e+02, 1.742826663115359338e+02
1.987000000000000000e+03, 8.970239145909314971e+01, 2.743959267122374968e+02, 8.684975296253274735e+01, 5.279867176496250067e+02, 2.114510279381220812e+02, 2.646564341131023070e+02, 1.596587450999103339e+02, 8.065177783383850851e+01, 7.690395884920488925e+02, 3.798613251328970932e+02, 3.202570437304178768e+02, 6.676725664250711816e+02, 3.551297849852708737e+02, 1.743801073681103446e+02
1.988000000000000000e+03, 8.977127286983966314e+01, 2.744951916172834103e+02, 8.677072556793814329e+01, 5.281120623048767584e+02, 2.112973767882968730e+02, 2.645821295503052966e+02, 1.597297061836801788e+02, 8.067035748955974839e+01, 7.689962794990300381e+02, 3.798433742057325162e+02, 3.204094354776984233e+02, 6.677879181827207731e+02, 3.554063380000867483e+02, 1.745065012089577294e+02
1.989000000000000000e+03, 8.985364595119602882e+01, 2.745566513100667976e+02, 8.676966996965653323e+01, 5.282375106099921140e+02, 2.111754098722037156e+02, 2.645968725341280106e+02, 1.597445062214644906e+02, 8.073008484847116506e+01, 7.689214738437401593e+02, 3.798115884343960147e+02, 3.205451848591350199e+02, 6.678636718178452156e+02, 3.557406337652946036e+02, 1.746607996414309127e+02
1.990000000000000000e+03, 8.995406383756603930e+01, 2.746682982312318018e+02, 8.674857981953809372e+01, 5.283564718432110112e+02, 2.110190693922745311e+02, 2.645479386577517857e+02, 1.597351528258375311e+02, 8.078876360719839056e+01, 7.689195835020658478e+02, 3.798101251036674739e+02, 3.206607163116399875e+02, 6.679022329998367695e+02, 3.560343124365238054e+02, 1.748178286371336867e+02
