year, IPSL-CM6A-LR, MIROC-ES2L, GFDL-ESM4, CESM2-WACCM, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, TaiESM1, CMCC-CM2-SR5, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, ACCESS-ESM1-5
1.860000000000000000e+03, 8.726286177947865497e+01, 2.777091735583044851e+02, 9.366461325551138373e+01, 5.233719896034959902e+02, 2.288214517885012640e+02, 2.723429631844467735e+02, 1.598634045117247808e+02, 7.935687282756451566e+01, 7.783894502474113324e+02, 3.865020903410424467e+02, 3.147149464385663009e+02, 6.645469413236618266e+02, 3.323889547403437064e+02, 1.654431014825821933e+02
1.861000000000000000e+03, 8.725513913914497266e+01, 2.777935310749579685e+02, 9.365120397271073216e+01, 5.233653369413219707e+02, 2.287805728475933051e+02, 2.723436240224071980e+02, 1.597679126610630362e+02, 7.938152992163315957e+01, 7.783243315312322466e+02, 3.866597442810430039e+02, 3.147154062261147374e+02, 6.645675519586567361e+02, 3.324136210810592615e+02, 1.654531940604727254e+02
1.862000000000000000e+03, 8.725263452811014986e+01, 2.777879678637486904e+02, 9.363168831617551291e+01, 5.233737613697043116e+02, 2.287458554465228531e+02, 2.723954217354307730e+02, 1.597975974894356170e+02, 7.937476814856782426e+01, 7.782023386514243839e+02, 3.864277047925997977e+02, 3.147228687956437057e+02, 6.645525066716883202e+02, 3.324092614396955128e+02, 1.654968006304214612e+02
1.863000000000000000e+03, 8.725244472986686617e+01, 2.777610215603440338e+02, 9.361245256751952581e+01, 5.233883309044986163e+02, 2.286991216536876834e+02, 2.723983133040737243e+02, 1.598575818746965922e+02, 7.938214391395658254e+01, 7.780307364327601363e+02, 3.865992910269010281e+02, 3.147350746750419717e+02, 6.645367555160489701e+02, 3.323705824322736362e+02, 1.655547891772116031e+02
1.864000000000000000e+03, 8.726057638380483183e+01, 2.777511848972887947e+02, 9.350432001469850718e+01, 5.233860319460673054e+02, 2.286772397298442456e+02, 2.724427265135927314e+02, 1.597232351170285654e+02, 7.938701048232125856e+01, 7.778825450821419736e+02, 3.866946348786112253e+02, 3.147423654931895953e+02, 6.645026128817314657e+02, 3.323352770061011370e+02, 1.656320577269075613e+02
1.865000000000000000e+03, 8.725181809144068268e+01, 2.777694428206414159e+02, 9.342859619547915884e+01, 5.233701330091441832e+02, 2.286796791518440273e+02, 2.723992670992308831e+02, 1.596331519522584301e+02, 7.942484661120684564e+01, 7.777673458565029705e+02, 3.869024834236501533e+02, 3.147168167891227313e+02, 6.644639446234391471e+02, 3.323671488986856275e+02, 1.657023464277099265e+02
1.866000000000000000e+03, 8.725497428192194604e+01, 2.777073276072724752e+02, 9.341557541668375109e+01, 5.233558087066227245e+02, 2.286431451450578436e+02, 2.723273776687101986e+02, 1.597673166967609859e+02, 7.939360459742889020e+01, 7.777080861636163718e+02, 3.870421956016958234e+02, 3.146710640388943148e+02, 6.644359482805009520e+02, 3.323856617581689079e+02, 1.657433095470368585e+02
1.867000000000000000e+03, 8.724701854214784191e+01, 2.776219955471971730e+02, 9.338227387852032280e+01, 5.233689819378251968e+02, 2.286117833579136231e+02, 2.723123930133965018e+02, 1.598976932982399148e+02, 7.935262389716736209e+01, 7.775657197621469550e+02, 3.871260829786993440e+02, 3.146315746310452823e+02, 6.644197477677307688e+02, 3.323569823054731955e+02, 1.657985146765073523e+02
1.868000000000000000e+03, 8.722580479583601232e+01, 2.775395254081802250e+02, 9.334149508618206426e+01, 5.233924909277925508e+02, 2.285617206606364107e+02, 2.722989197148775702e+02, 1.599530460072554376e+02, 7.950655693721434147e+01, 7.774047503358314088e+02, 3.872342816983404532e+02, 3.146189311128804889e+02, 6.643907115918996169e+02, 3.323611443713642188e+02, 1.658320000882916077e+02
1.869000000000000000e+03, 8.722873887428288242e+01, 2.774479934992935455e+02, 9.321673299000234181e+01, 5.233920088059172713e+02, 2.285156431615245083e+02, 2.722439049662010007e+02, 1.599383251572082258e+02, 7.968756187356835596e+01, 7.771757008148422301e+02, 3.870736188635027020e+02, 3.146384698575051857e+02, 6.643257658206334781e+02, 3.324158794106739947e+02, 1.658568358251608856e+02
1.870000000000000000e+03, 8.721779126419495753e+01, 2.773828538325296336e+02, 9.314912998020898272e+01, 5.233931675842669620e+02, 2.285161705356264861e+02, 2.721981615091081608e+02, 1.597433317403825299e+02, 7.961236304596560842e+01, 7.768859895339771811e+02, 3.870027490517423416e+02, 3.146565986054228574e+02, 6.643126548552537542e+02, 3.324278061194407314e+02, 1.658988739537116146e+02
1.871000000000000000e+03, 8.722348379034391996e+01, 2.773714008167008274e+02, 9.322840831784232307e+01, 5.233733584206626119e+02, 2.285351498448845291e+02, 2.721422648296090756e+02, 1.596168140937350017e+02, 7.952618519321519841e+01, 7.766635231583666155e+02, 3.869739227385556433e+02, 3.146845680322301178e+02, 6.643313214103527571e+02, 3.324519825473198011e+02, 1.659547788261635048e+02
1.872000000000000000e+03, 8.724164095589158308e+01, 2.773016077277586646e+02, 9.327874886911529018e+01, 5.233671633745424288e+02, 2.285224462260810299e+02, 2.720903241350304711e+02, 1.596894063317497512e+02, 7.948214062648584388e+01, 7.765350944875503956e+02, 3.869814335523538489e+02, 3.147462706601851892e+02, 6.643344129449241109e+02, 3.324986731612967219e+02, 1.660420401400025980e+02
1.873000000000000000e+03, 8.725604366496988007e+01, 2.772426488783235641e+02, 9.327070834656107934e+01, 5.233707521965804972e+02, 2.285034561339418815e+02, 2.720170058329011340e+02, 1.597382440929966947e+02, 7.937230936913799439e+01, 7.764295841237968716e+02, 3.867233673622827155e+02, 3.147800618511981270e+02, 6.643300471192289933e+02, 3.325580680423404942e+02, 1.661133455969351758e+02
1.874000000000000000e+03, 8.727689770308363393e+01, 2.771835269263812620e+02, 9.335579917644166414e+01, 5.233629963054771679e+02, 2.284971265291379439e+02, 2.719940435023723353e+02, 1.597253816869022955e+02, 7.932155838758858124e+01, 7.763489148798910264e+02, 3.867170069046928802e+02, 3.147959774504303709e+02, 6.643745624969936898e+02, 3.326232889090532581e+02, 1.662026708618951147e+02
1.875000000000000000e+03, 8.728421675581712691e+01, 2.771396167778937070e+02, 9.331517521939498749e+01, 5.233874558982870440e+02, 2.284684955097115449e+02, 2.719537386680435702e+02, 1.596745651036711422e+02, 7.948639785119725332e+01, 7.762877999015888690e+02, 3.866692506288140407e+02, 3.147766563735838190e+02, 6.643968646406697189e+02, 3.327306943362443121e+02, 1.662786865594632673e+02
1.876000000000000000e+03, 8.729359147027265919e+01, 2.771735411825205233e+02, 9.326485728217983251e+01, 5.233910200572679514e+02, 2.284278534923308825e+02, 2.719209091084055672e+02, 1.596826500968181790e+02, 7.946517393472302615e+01, 7.761463884978734313e+02, 3.864764494458556214e+02, 3.147518561538251447e+02, 6.644095817309608947e+02, 3.327997966621903743e+02, 1.663558948314460224e+02
1.877000000000000000e+03, 8.729092874002759572e+01, 2.771536363554760101e+02, 9.318407435964088847e+01, 5.234027005622500610e+02, 2.283910266648811103e+02, 2.719458266685903709e+02, 1.597784255213027222e+02, 7.935945499514781432e+01, 7.760928216613446011e+02, 3.863958418632381040e+02, 3.147626628353875162e+02, 6.644359008298572462e+02, 3.328529574950168239e+02, 1.664120507497383414e+02
1.878000000000000000e+03, 8.727474415390513229e+01, 2.770963334339173230e+02, 9.319454627841032845e+01, 5.233940008540186000e+02, 2.283552103515251304e+02, 2.719485419072548780e+02, 1.598406539154363770e+02, 7.938172754402634723e+01, 7.759083129450546039e+02, 3.864391745899240505e+02, 3.147639303249242175e+02, 6.644252346686805595e+02, 3.328881910030062272e+02, 1.664238096154937239e+02
1.879000000000000000e+03, 8.729414082069300207e+01, 2.770853930825834368e+02, 9.324693197932531064e+01, 5.233534560253744985e+02, 2.283211028733226158e+02, 2.719564063017716080e+02, 1.597899249241223458e+02, 7.938071136580221321e+01, 7.757512247866436610e+02, 3.867243231100502499e+02, 3.147725480786077696e+02, 6.643733482296622697e+02, 3.329814482790560533e+02, 1.664553723007235817e+02
1.880000000000000000e+03, 8.729864208040456219e+01, 2.771325001208282970e+02, 9.322712799324138189e+01, 5.233234705315829842e+02, 2.282783213672595082e+02, 2.719226642215198240e+02, 1.597028001643450636e+02, 7.938031747846270036e+01, 7.756989178007253258e+02, 3.866400552271991842e+02, 3.148110206095136050e+02, 6.643644269856445135e+02, 3.331057573264044436e+02, 1.664935141413261874e+02
1.881000000000000000e+03, 8.729620589044381518e+01, 2.770980974998345800e+02, 9.317428672282652258e+01, 5.233654434940235660e+02, 2.282128591033528267e+02, 2.718214182100149401e+02, 1.598182669289243165e+02, 7.941529655070375782e+01, 7.757010356521426502e+02, 3.864914045451374704e+02, 3.148373977554990120e+02, 6.643677575992337552e+02, 3.331959207419121185e+02, 1.664966023892088174e+02
1.882000000000000000e+03, 8.731240423974260523e+01, 2.770886233503796348e+02, 9.313632603455084791e+01, 5.234011482190263678e+02, 2.281096508556191793e+02, 2.717248509998174768e+02, 1.598793348360541984e+02, 7.935551941018141520e+01, 7.754914012792410176e+02, 3.865763358372334437e+02, 3.148518113498676598e+02, 6.643794230458257744e+02, 3.333079016576966751e+02, 1.665150830714685810e+02
1.883000000000000000e+03, 8.732805787083452742e+01, 2.771465858557663751e+02, 9.311999013326823160e+01, 5.233867619124152952e+02, 2.280045211444357847e+02, 2.716201079969880539e+02, 1.597612395497521334e+02, 7.947212207624926350e+01, 7.753176297931654517e+02, 3.862027294863750626e+02, 3.148643530930458496e+02, 6.643997141002332683e+02, 3.334039366171431880e+02, 1.665390402678536645e+02
1.884000000000000000e+03, 8.732932373612113963e+01, 2.771725700721387398e+02, 9.306080602551521963e+01, 5.233874468772290811e+02, 2.279584790174125999e+02, 2.715692760301041062e+02, 1.597355911724548889e+02, 7.957535397365008123e+01, 7.752020840192047899e+02, 3.860992325205175462e+02, 3.148994017028211374e+02, 6.643800903538218563e+02, 3.334111408075008285e+02, 1.665740356628971028e+02
1.885000000000000000e+03, 8.733970733930216568e+01, 2.772034572537914983e+02, 9.315319592418074990e+01, 5.234176841875701029e+02, 2.278930332684562359e+02, 2.715700596070444135e+02, 1.598507157045514475e+02, 7.960194148655442348e+01, 7.750549593316599157e+02, 3.861812879861921033e+02, 3.149227539768467636e+02, 6.643544029848374066e+02, 3.334968453380954543e+02, 1.666465330690659528e+02
1.886000000000000000e+03, 8.734733279092135660e+01, 2.773077000295600101e+02, 9.309139283322876679e+01, 5.234332806923231374e+02, 2.278268626881618104e+02, 2.715684050375009519e+02, 1.600184271011004853e+02, 7.951088945142949171e+01, 7.749325552630524498e+02, 3.861773989222600676e+02, 3.149450908806217626e+02, 6.643545526087191320e+02, 3.335919233444353154e+02, 1.667619370956701630e+02
1.887000000000000000e+03, 8.734081356535560303e+01, 2.774751004335629432e+02, 9.300165734177851107e+01, 5.234685244805135653e+02, 2.277521413671643700e+02, 2.715369113238638761e+02, 1.600019987224534930e+02, 7.953691352089047939e+01, 7.748109227028941177e+02, 3.859241706377544574e+02, 3.149606225756724029e+02, 6.643629108597319828e+02, 3.337694256533472981e+02, 1.668736014546191200e+02
1.888000000000000000e+03, 8.734737515835703903e+01, 2.775785758722229275e+02, 9.294165906039478386e+01, 5.234646298939776443e+02, 2.276857964581898841e+02, 2.714732844982322604e+02, 1.599521914669209650e+02, 7.949562365634493233e+01, 7.747267973535149395e+02, 3.857313738268722432e+02, 3.149582871131932507e+02, 6.643942876624364544e+02, 3.339202530722297411e+02, 1.669584002503112856e+02
1.889000000000000000e+03, 8.734765635573064912e+01, 2.776208102766118486e+02, 9.281835237012553819e+01, 5.234684050375821016e+02, 2.276028466598593525e+02, 2.713742474824534838e+02, 1.597807820626025261e+02, 7.949319941090467978e+01, 7.746998521141314313e+02, 3.857156104914062666e+02, 3.149490849693946188e+02, 6.644107015995851953e+02, 3.340528903815421131e+02, 1.670226289286455312e+02
1.890000000000000000e+03, 8.735458667451207759e+01, 2.775413049089682431e+02, 9.280718783572483233e+01, 5.234508272310062011e+02, 2.275182355603973008e+02, 2.712903055298710342e+02, 1.596918609106347731e+02, 7.946532466898584346e+01, 7.746786320943130022e+02, 3.858449354740797048e+02, 3.149430138442386351e+02, 6.644083903552482298e+02, 3.341706441599618529e+02, 1.670964069760238999e+02
1.891000000000000000e+03, 8.734693353104420055e+01, 2.774845506753627546e+02, 9.279403823969657594e+01, 5.234631827085274836e+02, 2.274136584528251603e+02, 2.712109730259114713e+02, 1.597315888354945628e+02, 7.952105086833104508e+01, 7.745863959420001947e+02, 3.857588008020259167e+02, 3.149654647831922603e+02, 6.644268272047589790e+02, 3.342621381858472205e+02, 1.671654575270478915e+02
1.892000000000000000e+03, 8.734121989432108535e+01, 2.775885944761199084e+02, 9.277514868363711287e+01, 5.234955967074224645e+02, 2.273259492778582853e+02, 2.711455931540951951e+02, 1.598031507266399558e+02, 7.965810775762582807e+01, 7.744821410351586337e+02, 3.852577386011406020e+02, 3.150036160506933243e+02, 6.644339714255440867e+02, 3.343834662209464454e+02, 1.672204819989526925e+02
1.893000000000000000e+03, 8.732456934404901006e+01, 2.776829749721154599e+02, 9.275695981042240135e+01, 5.235451822306116583e+02, 2.272207291290152114e+02, 2.711659504219243786e+02, 1.596247835242202484e+02, 7.973880254362981645e+01, 7.744243397633963468e+02, 3.849481519019648204e+02, 3.150508055491862933e+02, 6.644319193592236843e+02, 3.345654618888926848e+02, 1.672651026462840207e+02
1.894000000000000000e+03, 8.731793332911104244e+01, 2.777127700801081573e+02, 9.267822078000533281e+01, 5.235392787950814864e+02, 2.271162081418253251e+02, 2.711056229586664017e+02, 1.594881703951742509e+02, 7.952274218131483963e+01, 7.742989080063649681e+02, 3.850345966186553710e+02, 3.151092425657084846e+02, 6.644281702780584737e+02, 3.346845109791902360e+02, 1.673097875675543662e+02
1.895000000000000000e+03, 8.730899887995283848e+01, 2.776904933988876678e+02, 9.266481442555055992e+01, 5.235432624148901368e+02, 2.270029310963065257e+02, 2.708861300916636310e+02, 1.594956423183197103e+02, 7.942974332459436937e+01, 7.741944773747927684e+02, 3.852335830986129963e+02, 3.151447334391758091e+02, 6.644323350235814587e+02, 3.347829647649754179e+02, 1.673765045764299089e+02
1.896000000000000000e+03, 8.731398557410420835e+01, 2.776256200642837371e+02, 9.268769774906088799e+01, 5.235700375693827482e+02, 2.268884256035622400e+02, 2.707589421761557560e+02, 1.594424023731139641e+02, 7.959931929923746452e+01, 7.742305457133516029e+02, 3.852387877787402886e+02, 3.151702752957176585e+02, 6.643964092983527507e+02, 3.349282862278653852e+02, 1.674474888979296168e+02
1.897000000000000000e+03, 8.732733243157751701e+01, 2.775533595181876194e+02, 9.264118990368970685e+01, 5.235961233476950838e+02, 2.267270418128845222e+02, 2.706706631644224785e+02, 1.593393146939890528e+02, 7.965977818728380555e+01, 7.742436998518802511e+02, 3.851419191230784804e+02, 3.151912067057369882e+02, 6.644058142674909959e+02, 3.350792222336304462e+02, 1.675182077902057074e+02
1.898000000000000000e+03, 8.731668227038881014e+01, 2.775605781803571404e+02, 9.255792769242401619e+01, 5.235925111799919023e+02, 2.265454693744769656e+02, 2.705843568957856178e+02, 1.593733792150623856e+02, 7.974907582411266560e+01, 7.742196206358856898e+02, 3.851271631247827827e+02, 3.151870907679383436e+02, 6.644419500607230020e+02, 3.352104598849934973e+02, 1.676396595909955636e+02
1.899000000000000000e+03, 8.732440968377265733e+01, 2.775762049444711579e+02, 9.257055388890859149e+01, 5.235507245637182905e+02, 2.264347450085085995e+02, 2.704874250410068157e+02, 1.594097515976390014e+02, 7.966567159894584904e+01, 7.741358507502923203e+02, 3.850239741289386188e+02, 3.151964113788025088e+02, 6.644871027685926492e+02, 3.353327617371376732e+02, 1.677566835830510286e+02
1.900000000000000000e+03, 8.732355777507014238e+01, 2.775208131922947814e+02, 9.252137121327170632e+01, 5.235517866616160063e+02, 2.263131282028710132e+02, 2.703748438340190319e+02, 1.594265435828209547e+02, 7.956981941548144732e+01, 7.740137369098769113e+02, 3.850503586587006453e+02, 3.152243860322920455e+02, 6.645232135892897531e+02, 3.354577483441935328e+02, 1.678491586598039760e+02
1.901000000000000000e+03, 8.733063344296166974e+01, 2.774675372297425611e+02, 9.242027911415904384e+01, 5.235840579527390446e+02, 2.261670547633611648e+02, 2.703264482479808066e+02, 1.594276802599778478e+02, 7.962499283716714160e+01, 7.738523948953401259e+02, 3.848173926008122407e+02, 3.152694186355454349e+02, 6.645360161190917552e+02, 3.355821520791411672e+02, 1.679205970318651282e+02
1.902000000000000000e+03, 8.735326223882135821e+01, 2.774286625158930519e+02, 9.231116904032262482e+01, 5.236184320171238369e+02, 2.260109332020790589e+02, 2.702783570445550367e+02, 1.593618334430346124e+02, 7.964894636664017469e+01, 7.736699934120844091e+02, 3.847456896018488806e+02, 3.153225678750880547e+02, 6.645215158781225000e+02, 3.357478506371605818e+02, 1.679364703704619330e+02
1.903000000000000000e+03, 8.738834881196191873e+01, 2.772771604228061051e+02, 9.222911312093884817e+01, 5.236574109080386279e+02, 2.258690125614823216e+02, 2.702188136624947674e+02, 1.594231710597532015e+02, 7.964918158209974308e+01, 7.735936472679438793e+02, 3.844953910080306514e+02, 3.153336542052313121e+02, 6.645363410302519469e+02, 3.358880185165497210e+02, 1.679633358255447035e+02
1.904000000000000000e+03, 8.740468536167138325e+01, 2.771587124277820635e+02, 9.217740303059218832e+01, 5.236843671329223753e+02, 2.257694275648697726e+02, 2.702326020977243957e+02, 1.594370403571606971e+02, 7.970499714001637415e+01, 7.736448690157703822e+02, 3.842731387077279237e+02, 3.153511532630307670e+02, 6.645542280237191335e+02, 3.360051532725267407e+02, 1.680407010408740973e+02
1.905000000000000000e+03, 8.743356705177076549e+01, 2.771230937199986784e+02, 9.213622570843395465e+01, 5.236980780418737140e+02, 2.256692958721699256e+02, 2.701871925346345620e+02, 1.594926048701834986e+02, 7.975718644434424220e+01, 7.736220346987307721e+02, 3.843535391229047491e+02, 3.153875287567469741e+02, 6.645668873021867284e+02, 3.361701306938381322e+02, 1.681411353358439271e+02
1.906000000000000000e+03, 8.742929110646231550e+01, 2.771250344942611150e+02, 9.203943144038768764e+01, 5.237430096245468576e+02, 2.255593591141714001e+02, 2.701086048804078246e+02, 1.595036879342932252e+02, 7.970856830531646153e+01, 7.734706372664156788e+02, 3.843131340495227164e+02, 3.154424143563440452e+02, 6.645479908230144019e+02, 3.363137368714974400e+02, 1.682264124360062283e+02
1.907000000000000000e+03, 8.741460453901450478e+01, 2.771296786274426154e+02, 9.184601632352659806e+01, 5.237884956931789020e+02, 2.254275893482368645e+02, 2.700977617119359593e+02, 1.595073434353080586e+02, 7.982286702369496822e+01, 7.734231112393580361e+02, 3.841847147396937316e+02, 3.154499627317250088e+02, 6.645316833366595120e+02, 3.364934689966236192e+02, 1.682854080779486310e+02
1.908000000000000000e+03, 8.740357580474805843e+01, 2.771550589389142942e+02, 9.175548944338576973e+01, 5.238429748253410025e+02, 2.252813635197904603e+02, 2.700845306677801432e+02, 1.596072268717663576e+02, 7.975417120236365065e+01, 7.733577865032842737e+02, 3.839267438787526885e+02, 3.154910480996795172e+02, 6.645461218106507886e+02, 3.366581013702925134e+02, 1.683469001518799644e+02
1.909000000000000000e+03, 8.741499503040323305e+01, 2.770372397305649201e+02, 9.172122299392378864e+01, 5.238560626001265064e+02, 2.251336853535901810e+02, 2.699440295397261593e+02, 1.595821482991774758e+02, 7.970096128206876074e+01, 7.732225322115363042e+02, 3.836802876499651234e+02, 3.155466248458303085e+02, 6.645372522083308695e+02, 3.368166312355649552e+02, 1.684070636698490091e+02
1.910000000000000000e+03, 8.741627835557682147e+01, 2.768431704121551320e+02, 9.169612803874704809e+01, 5.238632703043763286e+02, 2.249704857139057026e+02, 2.698325271064743447e+02, 1.595557765352160970e+02, 7.982454672483189029e+01, 7.730297777476853298e+02, 3.837072230119296705e+02, 3.155977594754432403e+02, 6.645072079722446006e+02, 3.369670838077565804e+02, 1.684328932907583578e+02
1.911000000000000000e+03, 8.744015624327651892e+01, 2.767267338082352239e+02, 9.163222452567509890e+01, 5.238871265306838723e+02, 2.247911481165610041e+02, 2.697953871591847133e+02, 1.595134735173064655e+02, 7.989271198714418176e+01, 7.728320495867070576e+02, 3.836018195597607701e+02, 3.155993391535870387e+02, 6.644953598013894407e+02, 3.371584018326291812e+02, 1.684592429045185895e+02
1.912000000000000000e+03, 8.745021836274673888e+01, 2.765803706843255441e+02, 9.159958144483361764e+01, 5.238954923638300443e+02, 2.246448452064279877e+02, 2.697969068538141642e+02, 1.595435894471818017e+02, 7.995247339437254652e+01, 7.728415616705884759e+02, 3.833097707398530929e+02, 3.155636155991296050e+02, 6.645073760017052109e+02, 3.373475177858867369e+02, 1.684680197652847369e+02
1.913000000000000000e+03, 8.748029541342606308e+01, 2.763720568937447979e+02, 9.151292573354299975e+01, 5.239069289264887175e+02, 2.244768871990618493e+02, 2.698042310170809515e+02, 1.595504533708178485e+02, 7.992788722830340475e+01, 7.728132482093012641e+02, 3.831869925154949783e+02, 3.155626145063380932e+02, 6.645309208331165109e+02, 3.374984736343545819e+02, 1.685297683126075299e+02
1.914000000000000000e+03, 8.748946832858248968e+01, 2.761896231860868625e+02, 9.147204251422857624e+01, 5.239287117713280395e+02, 2.243102026597140650e+02, 2.697950126382602321e+02, 1.594815393919872122e+02, 7.984978392681401260e+01, 7.727465675217499665e+02, 3.830502866486846756e+02, 3.155906773383547375e+02, 6.645836206918509106e+02, 3.377257588328985776e+02, 1.686313578149835450e+02
1.915000000000000000e+03, 8.749716650877996926e+01, 2.761374018334324205e+02, 9.138910708506425351e+01, 5.239447510726974997e+02, 2.241419555654770761e+02, 2.697492727078773100e+02, 1.594872507575168754e+02, 7.991179398554885438e+01, 7.726737954305567655e+02, 3.829733163135265954e+02, 3.156067889706630467e+02, 6.646387451087231284e+02, 3.379038204974926316e+02, 1.687457873804608823e+02
1.916000000000000000e+03, 8.750892147439432733e+01, 2.761664846544230727e+02, 9.123990461284535058e+01, 5.239535409502925631e+02, 2.239868173609701500e+02, 2.697014640493533193e+02, 1.595929264694193819e+02, 7.983091688158661725e+01, 7.725193448436145900e+02, 3.828494377672743099e+02, 3.156229486616158511e+02, 6.646779228292147081e+02, 3.380592395128476255e+02, 1.688535320922638903e+02
1.917000000000000000e+03, 8.751206663603474567e+01, 2.761418030334720015e+02, 9.110846584777979729e+01, 5.239283871929419547e+02, 2.238428963166800543e+02, 2.696437375781538890e+02, 1.596360794931540283e+02, 7.978229844025962336e+01, 7.723841345197150758e+02, 3.826756000068131129e+02, 3.156611681963880187e+02, 6.647210387989547371e+02, 3.381657007436847380e+02, 1.689234984064046898e+02
1.918000000000000000e+03, 8.754376670769096336e+01, 2.759948693217756954e+02, 9.105657759051740641e+01, 5.239374303813125380e+02, 2.237065984001754941e+02, 2.695845800090165199e+02, 1.596732630469130356e+02, 7.980223831942907964e+01, 7.723942029774332241e+02, 3.825167822520508025e+02, 3.157372445684427475e+02, 6.647816166772502129e+02, 3.383073206987976960e+02, 1.689415165597428654e+02
1.919000000000000000e+03, 8.757033151567934226e+01, 2.758002827569256965e+02, 9.099051173326090236e+01, 5.239504073532541497e+02, 2.235346042382949463e+02, 2.695318273915736995e+02, 1.596410608595456324e+02, 7.986162858989987967e+01, 7.723066786565766506e+02, 3.822381682323149334e+02, 3.157891435290918025e+02, 6.647822763050806998e+02, 3.385548587512102472e+02, 1.689379605092555892e+02
