year, NorESM2-LM, MPI-ESM1-2-LR, CESM2-WACCM, NorESM2-MM, IPSL-CM6A-LR, INM-CM4-8, MIROC-ES2L, GFDL-ESM4, CanESM5, UKESM1-0-LL, TaiESM1, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-ESM2, EC-Earth3-Veg, INM-CM5-0
2.066000000000000000e+03, 1.648315640587962871e+00, 1.588791439794408955e+00, 1.854733694238135611e+00, 1.659561738026460231e+00, 1.168617049607538094e+00, 1.129666377756619378e+00, 9.415296917378085384e-01, 2.939306409915839691e+00, 1.464737461324234324e+00, 2.223969745133004050e+00, 1.443163288094987839e+00, 1.481369491784980674e+00, 1.468415999978683217e+00, 2.385916860882889790e+00, 1.419522179266535122e+00, 1.140155560588507866e+00
2.067000000000000000e+03, 1.677420110920511354e+00, 1.589056420695221128e+00, 1.933635376017865948e+00, 1.661242439153796768e+00, 1.190755843922771229e+00, 1.094134945941993786e+00, 9.099245185930531221e-01, 2.934277298709306869e+00, 1.514558224331781000e+00, 2.252347169905361213e+00, 1.448345855154610673e+00, 1.494482445147471861e+00, 1.415466540804132922e+00, 2.370711551205622936e+00, 1.485238397325137960e+00, 1.163043076555878130e+00
2.068000000000000000e+03, 1.708264365443566080e+00, 1.609061160299628312e+00, 1.925897160403343022e+00, 1.636838134776278597e+00, 1.180554254477923060e+00, 1.097134047328205853e+00, 9.498355312479302981e-01, 2.946180018082248164e+00, 1.476022066223891871e+00, 2.249930471138867460e+00, 1.461319124786410351e+00, 1.509526707828340752e+00, 1.450810501812687558e+00, 2.317740597929046853e+00, 1.449492694369299395e+00, 1.131517502810762243e+00
2.069000000000000000e+03, 1.661663333676118626e+00, 1.610000580614699972e+00, 1.958336407154807723e+00, 1.707916356436439687e+00, 1.193070837831802233e+00, 1.179773573818557963e+00, 9.516547815376159569e-01, 2.949004320620294717e+00, 1.495630669898763143e+00, 2.227322481108498398e+00, 1.498486999415761467e+00, 1.520618098715026401e+00, 1.465017443379700746e+00, 2.312958387816160144e+00, 1.393671338852106034e+00, 1.119351634676141627e+00
2.070000000000000000e+03, 1.671676451851050516e+00, 1.612446716463064256e+00, 1.989673927729614045e+00, 1.763573526711539108e+00, 1.195086647907680266e+00, 1.137446471363575906e+00, 9.506910993279273914e-01, 2.963888932945693444e+00, 1.463537075147640865e+00, 2.242099802784769835e+00, 1.464728288688357916e+00, 1.524189196295349769e+00, 1.431067504920814137e+00, 2.266977687412075504e+00, 1.425640582698425529e+00, 1.154124503417707226e+00
2.071000000000000000e+03, 1.614381254497805118e+00, 1.603988207909516239e+00, 1.961817429833114579e+00, 1.761874067063030846e+00, 1.223429031707583992e+00, 1.123282656499283272e+00, 9.672457936593629180e-01, 2.954421777241694080e+00, 1.477201890996298506e+00, 2.268322948660598026e+00, 1.440730681794432977e+00, 1.495281901061646712e+00, 1.442105177319928710e+00, 2.356888401332870142e+00, 1.431199105082151757e+00, 1.163660326911349463e+00
2.072000000000000000e+03, 1.652417382280573888e+00, 1.609294588446750662e+00, 1.982815941232767720e+00, 1.813741975006057494e+00, 1.245527619227495997e+00, 1.143510847993237656e+00, 9.058668160879654874e-01, 2.974779824767093128e+00, 1.505733028062465451e+00, 2.249051123402807217e+00, 1.463300745879751119e+00, 1.520536055306093814e+00, 1.431864422668269299e+00, 2.353719367045790545e+00, 1.439591361433683270e+00, 1.142085592051403475e+00
2.073000000000000000e+03, 1.731283682410240887e+00, 1.622713307533865557e+00, 1.966659236558353285e+00, 1.785472016134632911e+00, 1.202197232378318104e+00, 1.138994412250349031e+00, 9.292149170950564363e-01, 2.977662219099503904e+00, 1.531505527364825925e+00, 2.265976116169456933e+00, 1.499419428471796767e+00, 1.555864192875751728e+00, 1.476030816413739899e+00, 2.340847769377349064e+00, 1.425626659783818528e+00, 1.121902813727049253e+00
2.074000000000000000e+03, 1.774340998484683407e+00, 1.622846218507144611e+00, 1.949670276281231907e+00, 1.806825332234341275e+00, 1.211764735156170669e+00, 1.161884337666775791e+00, 9.613641528843135386e-01, 2.982495937123427865e+00, 1.476316450725214890e+00, 2.285265328061377943e+00, 1.562914792166088862e+00, 1.552074955498822684e+00, 1.475109336750691336e+00, 2.319367704517846906e+00, 1.468596407899108947e+00, 1.204331833571058885e+00
2.075000000000000000e+03, 1.783835349992507702e+00, 1.630424416598490467e+00, 1.953225126975650872e+00, 1.820949129256708154e+00, 1.204508713827280753e+00, 1.089824836502064409e+00, 9.414890023841281375e-01, 3.030329832749018681e+00, 1.542604661034316704e+00, 2.287536407830828455e+00, 1.530671231526112175e+00, 1.521365079359122463e+00, 1.455167288800957692e+00, 2.505525213635418691e+00, 1.499105520406756265e+00, 1.199492817678577294e+00
2.076000000000000000e+03, 1.641687067227090457e+00, 1.625144787555016457e+00, 2.019901659532318483e+00, 1.812377685983043385e+00, 1.241488615018025321e+00, 1.111923911831543155e+00, 9.669647690185112499e-01, 3.011639429508249144e+00, 1.586869946629949624e+00, 2.316461492017091395e+00, 1.495252377942775102e+00, 1.509526394537248351e+00, 1.513743742901330736e+00, 2.375950295223309805e+00, 1.581941280666330885e+00, 1.152800129849282706e+00
2.077000000000000000e+03, 1.713293839920821293e+00, 1.603643747765756133e+00, 1.947597562395134485e+00, 1.796675543396748953e+00, 1.235394653380532226e+00, 1.161609135200386556e+00, 1.000208878273963542e+00, 2.987281825473069752e+00, 1.634515437776148827e+00, 2.285960783563492082e+00, 1.538765321850039225e+00, 1.477454361367479985e+00, 1.491656030023890356e+00, 2.471021782624754692e+00, 1.593195522124821517e+00, 1.210673303886306451e+00
2.078000000000000000e+03, 1.726216400550533603e+00, 1.664264907258967474e+00, 2.000839525699161126e+00, 1.849932679191431451e+00, 1.197638884868884590e+00, 1.144428479275147126e+00, 9.477671456834252384e-01, 3.007203605899658960e+00, 1.610392573205346789e+00, 2.310378363025062498e+00, 1.570594272454960416e+00, 1.505532732066152457e+00, 1.433431777866701173e+00, 2.403182663231284266e+00, 1.605225348251138495e+00, 1.208044193536254030e+00
2.079000000000000000e+03, 1.688239942554090822e+00, 1.628704754864306992e+00, 1.991751549950246059e+00, 1.849368968896391241e+00, 1.241522194605526819e+00, 1.168010441696546886e+00, 9.419148306694238304e-01, 3.013457815467373457e+00, 1.613225328778380430e+00, 2.261431970564053096e+00, 1.531812060790851859e+00, 1.539081127447780029e+00, 1.475234371994808447e+00, 2.375884917393038531e+00, 1.570458958393893489e+00, 1.183416115557514470e+00
2.080000000000000000e+03, 1.694825053899284839e+00, 1.643350626372695800e+00, 1.998299533028714770e+00, 1.827859258081950378e+00, 1.220645959610950015e+00, 1.147063836854885777e+00, 9.449095130157881828e-01, 3.024002981750186780e+00, 1.630490873627327364e+00, 2.293560996121415396e+00, 1.471264391778098979e+00, 1.538256283201723473e+00, 1.499800611895991453e+00, 2.474931220870917770e+00, 1.511271437380705018e+00, 1.170006924389696223e+00
2.081000000000000000e+03, 1.714980434818378363e+00, 1.650977128329117694e+00, 2.065334649668427058e+00, 1.837574937509786066e+00, 1.222078577064488636e+00, 1.126139632921432820e+00, 9.907367018892323518e-01, 3.029053992937493778e+00, 1.625495909007639517e+00, 2.311614040055190333e+00, 1.522002724437279353e+00, 1.527188372281822692e+00, 1.577343788333395835e+00, 2.527115685585749727e+00, 1.483890170422479837e+00, 1.179728446343519810e+00
2.082000000000000000e+03, 1.736728635996277026e+00, 1.657669612453064545e+00, 2.069976220212483398e+00, 1.896346424450551016e+00, 1.255063611419988456e+00, 1.168226586320186833e+00, 9.905931520044728433e-01, 3.050824543163400904e+00, 1.607429249173644381e+00, 2.300627278476811366e+00, 1.546247031273262129e+00, 1.518419979256701469e+00, 1.544530663529046999e+00, 2.447550660490557473e+00, 1.521397913269981306e+00, 1.204053295496177567e+00
2.083000000000000000e+03, 1.766299396238076413e+00, 1.642551023132045263e+00, 2.044361321095393258e+00, 1.893337544782490500e+00, 1.244433871672533831e+00, 1.126664311836937493e+00, 9.592578281690202768e-01, 3.069750499757943007e+00, 1.694256549902484421e+00, 2.316864449317584729e+00, 1.484245560779943851e+00, 1.495396420121609449e+00, 1.555975659930942889e+00, 2.437589695115919053e+00, 1.553797292302909749e+00, 1.198120520056806804e+00
2.084000000000000000e+03, 1.809959140154016266e+00, 1.661927390904986090e+00, 2.005893363557749165e+00, 1.886509410479008331e+00, 1.257186934909804377e+00, 1.172657185217651277e+00, 9.613986467030406491e-01, 3.037904797112755517e+00, 1.656012549473935946e+00, 2.346525787481143155e+00, 1.529455139299732869e+00, 1.535561931815769166e+00, 1.507795734249440800e+00, 2.451907714313629416e+00, 1.623560675001796572e+00, 1.233721680816733723e+00
2.085000000000000000e+03, 1.851263935469959820e+00, 1.659208181077848732e+00, 2.014133764839642016e+00, 1.871461142934544020e+00, 1.239801251743288812e+00, 1.187585733746305827e+00, 9.769674719993109990e-01, 3.070275992705745693e+00, 1.687223571549425927e+00, 2.339299947611685138e+00, 1.560184966692053754e+00, 1.569880361043981321e+00, 1.575452908463513157e+00, 2.616763071278688901e+00, 1.636536458971849406e+00, 1.189806077539976137e+00
2.086000000000000000e+03, 1.903239302131557675e+00, 1.665746247251287837e+00, 2.113802765557961205e+00, 1.855926863244822922e+00, 1.258026242089214097e+00, 1.167104148827947885e+00, 9.853889353464279077e-01, 3.055882077129524532e+00, 1.682559261157770436e+00, 2.359995958387833159e+00, 1.561739668786528146e+00, 1.572346479698567778e+00, 1.571095946286190204e+00, 2.647143304436618827e+00, 1.632849446599510923e+00, 1.144064499532458479e+00
2.087000000000000000e+03, 1.903755414125743783e+00, 1.677018780191432690e+00, 2.084814943479458726e+00, 1.891133786267580996e+00, 1.255524165780722567e+00, 1.131508065921784212e+00, 9.867515109341368218e-01, 3.041311564104131282e+00, 1.760831038963895701e+00, 2.348038178943048671e+00, 1.537238222221382955e+00, 1.600014655498494864e+00, 1.572591334650620620e+00, 2.556994270056764940e+00, 1.696010280218941180e+00, 1.185030811801468964e+00
2.088000000000000000e+03, 1.865182889885465656e+00, 1.638453018425211072e+00, 2.099031096289253107e+00, 1.932692894288499108e+00, 1.251611002148619090e+00, 1.163937431671553169e+00, 1.021440403437690936e+00, 3.059281209274601121e+00, 1.749058518730799650e+00, 2.346966099497036939e+00, 1.533974320824415649e+00, 1.598448870320726245e+00, 1.586242802105096494e+00, 2.447556159375790852e+00, 1.690543531905670305e+00, 1.258238189103023208e+00
2.089000000000000000e+03, 1.818603332146040419e+00, 1.656522439672951208e+00, 2.062901416838867963e+00, 1.960510077788595096e+00, 1.277528306200096830e+00, 1.214021049730455992e+00, 1.052800505785965957e+00, 3.102384925202460231e+00, 1.758495508452045719e+00, 2.368158093081350390e+00, 1.509629571374558887e+00, 1.587899684925386579e+00, 1.616397355244456158e+00, 2.637678755675392672e+00, 1.715430733759250925e+00, 1.244306402230800801e+00
2.090000000000000000e+03, 1.846110259771523099e+00, 1.657802264218553701e+00, 2.075098682900593960e+00, 1.952147163390313800e+00, 1.261028845524387432e+00, 1.179865819318463016e+00, 1.068075318159583231e+00, 3.120219050181483489e+00, 1.762954401010738748e+00, 2.375949827540957404e+00, 1.573850246123079000e+00, 1.594481781842485679e+00, 1.591820045524887872e+00, 2.556330336879359511e+00, 1.704649753068032458e+00, 1.276110645582514636e+00
2.091000000000000000e+03, 1.827547687724791814e+00, 1.671575364335086578e+00, 2.108531000903901109e+00, 1.959006085709420253e+00, 1.286500957647044530e+00, 1.221323780012162130e+00, 1.046968022371858709e+00, 3.112203205094442815e+00, 1.773937649419037088e+00, 2.416518703596168827e+00, 1.590878160164030497e+00, 1.581592638259243344e+00, 1.547046276377491703e+00, 2.575157320791548798e+00, 1.629227819540863376e+00, 1.296631345240254918e+00
2.092000000000000000e+03, 1.874861742512424545e+00, 1.702102751655584667e+00, 2.113390569890157167e+00, 1.909120233240085618e+00, 1.281280779381817059e+00, 1.197088217862291915e+00, 1.016819941979071773e+00, 3.114911467692089708e+00, 1.801199724483864673e+00, 2.428798381265933504e+00, 1.577568979618194200e+00, 1.618035859982395852e+00, 1.606432165919331467e+00, 2.720149733534291681e+00, 1.665385685419224160e+00, 1.214258506917182512e+00
2.093000000000000000e+03, 1.851596641424134937e+00, 1.666820027125883286e+00, 2.076926730029991841e+00, 1.953068194521887513e+00, 1.274575231418890731e+00, 1.229440993505226620e+00, 1.026941275088673278e+00, 3.137103276391282503e+00, 1.836404067450261079e+00, 2.393534098834471990e+00, 1.597471248864144711e+00, 1.636978126350938201e+00, 1.567892444736524116e+00, 2.510007469607900887e+00, 1.701473472762292216e+00, 1.175755607144248982e+00
2.094000000000000000e+03, 1.944160411058827087e+00, 1.682494548235621279e+00, 2.128546991992899873e+00, 1.985544633334404230e+00, 1.283168300789259142e+00, 1.224922304667210193e+00, 1.032750086854896443e+00, 3.128678151600102542e+00, 1.803359214820393852e+00, 2.439423266013920344e+00, 1.612244584499111566e+00, 1.641521564981260450e+00, 1.641477431454957614e+00, 2.447978101074763213e+00, 1.708492603136790411e+00, 1.176674173828458514e+00
2.095000000000000000e+03, 1.960357334580208555e+00, 1.692781301710524877e+00, 2.195095157389771234e+00, 1.980341536994791873e+00, 1.285007717982570963e+00, 1.221471431614804759e+00, 1.018928164134220937e+00, 3.128419289253341340e+00, 1.838070925518614729e+00, 2.428099547683613135e+00, 1.549700522098052646e+00, 1.645301523018352752e+00, 1.645094527387351402e+00, 2.350722931892190726e+00, 1.648036282729752111e+00, 1.182458646753368425e+00
2.096000000000000000e+03, 1.874737587744712775e+00, 1.691598272886781995e+00, 2.165777174294738039e+00, 2.053941878935061194e+00, 1.317144065036073508e+00, 1.204112143330484219e+00, 1.079207407245167172e+00, 3.148300702979161425e+00, 1.834077436186113852e+00, 2.456821060317209593e+00, 1.572559283216028669e+00, 1.635470133687524585e+00, 1.601408869214804520e+00, 2.486874267681260520e+00, 1.747575820363513222e+00, 1.206979078522966153e+00
2.097000000000000000e+03, 1.883683420097996830e+00, 1.715297509659017283e+00, 2.166841015629636047e+00, 2.080764602451616874e+00, 1.284851465558633832e+00, 1.197663841247115002e+00, 1.047508341877111615e+00, 3.147914749264578926e+00, 1.838760879027544703e+00, 2.479655095699432099e+00, 1.603983723439013076e+00, 1.654470298934235695e+00, 1.599057954360576295e+00, 2.465955126809982190e+00, 1.747811016412366580e+00, 1.248360827126051120e+00
2.098000000000000000e+03, 1.934128460736410426e+00, 1.688065345796074146e+00, 2.156842658991905193e+00, 2.048172482262998972e+00, 1.299540990377443306e+00, 1.162147400434516475e+00, 1.037070690934452477e+00, 3.132074438864890897e+00, 1.862543300118387535e+00, 2.471742448260453084e+00, 1.607802799156278661e+00, 1.630960591778722657e+00, 1.634348152818453137e+00, 2.254313377144923081e+00, 1.762235889539002676e+00, 1.258168329413437370e+00
2.099000000000000000e+03, 1.984676059497556322e+00, 1.700868684160894651e+00, 2.125908146845725266e+00, 2.025030821364942391e+00, 1.274113754937085341e+00, 1.212447267487680724e+00, 1.049619948124859814e+00, 3.186006577043078547e+00, 1.865044419586090907e+00, 2.476424137858443952e+00, 1.594151538213871344e+00, 1.604439694146122086e+00, 1.591036497984098741e+00, 2.336247459189609188e+00, 1.730965706469893783e+00, 1.235789370478666438e+00
2.100000000000000000e+03, 2.055761326184773807e+00, 1.701399429915515071e+00, 2.194989974294150770e+00, 2.051563899442251593e+00, 1.282356584999430948e+00, 1.194924598283365169e+00, 1.016750122244082677e+00, 3.171117354256315135e+00, 1.927534310043747867e+00, 2.483475949557965912e+00, 1.660093522354322948e+00, 1.632390271315794061e+00, 1.587563573519363835e+00, 2.473668025873360321e+00, 1.778620671920499552e+00, 1.267078483678660161e+00
