year, IPSL-CM6A-LR, UKESM1-0-LL, INM-CM5-0, NorESM2-MM, EC-Earth3-Veg, TaiESM1, CanESM5, INM-CM4-8, MPI-ESM1-2-LR, MIROC-ES2L, CMCC-CM2-SR5, CESM2-WACCM, NorESM2-LM, CNRM-ESM2-1, ACCESS-ESM1-5, GFDL-ESM4
2.076000000000000000e+03, 1.395584910409966284e+01, 1.708788646849498605e+01, 1.155787406004492190e+01, 1.389272359112193911e+01, 1.514219429516565718e+01, 9.439978293204424276e+00, 1.728551119752396303e+01, 1.168767181039879510e+01, 1.572151606535769197e+01, 1.537735258584505083e+01, 1.361686226105761044e+01, 1.526813645411792564e+01, 1.096074376930565464e+01, 1.608682569513693039e+01, 1.120265738669198186e+01, 1.535218252181456577e+01
2.077000000000000000e+03, 1.397945455722652675e+01, 1.708236987990371603e+01, 1.199044600764852575e+01, 1.377037632074024565e+01, 1.623501574283373472e+01, 9.891993209824311961e+00, 1.781160708680192784e+01, 1.169105095955697671e+01, 1.477084235941169688e+01, 1.654883378121142101e+01, 1.389761279677779626e+01, 1.393251187503387101e+01, 1.271827661437458801e+01, 1.615842366990718304e+01, 1.129377479236326565e+01, 1.560485247310595369e+01
2.078000000000000000e+03, 1.317441613463620165e+01, 1.747159521507095903e+01, 1.246866809904310891e+01, 1.432295955355212058e+01, 1.538767829846543833e+01, 9.632094846762072393e+00, 1.768672687017300049e+01, 1.180628934978164857e+01, 1.750622944885889254e+01, 1.607934651646839441e+01, 1.347883707699069156e+01, 1.543090048751446375e+01, 1.233767525641199647e+01, 1.525267130326519371e+01, 1.139083415653615461e+01, 1.559946368822562768e+01
2.079000000000000000e+03, 1.403233358077280180e+01, 1.573265803972529220e+01, 1.206234358898693770e+01, 1.414097423565017131e+01, 1.632782145455613687e+01, 9.427240012756952225e+00, 1.753957624199854237e+01, 1.226086119894331716e+01, 1.629228634301838596e+01, 1.582178409891306536e+01, 1.277479197646852604e+01, 1.476995853108830303e+01, 1.225910889340864784e+01, 1.611962087512487329e+01, 1.209022227072156852e+01, 1.581740942168882924e+01
2.080000000000000000e+03, 1.345173396649972730e+01, 1.706761652428565768e+01, 1.196400798448377323e+01, 1.342578571737634441e+01, 1.402723678597398838e+01, 9.633897382109646301e+00, 1.728984442348795270e+01, 1.197852739794283039e+01, 1.629780214342100564e+01, 1.620034634602231804e+01, 1.416258130911539936e+01, 1.517081337523107543e+01, 1.261578398565144354e+01, 1.646816078909797909e+01, 1.192353194212301482e+01, 1.594895654204404600e+01
2.081000000000000000e+03, 1.398035232895029267e+01, 1.676462400145160814e+01, 1.193088641656656534e+01, 1.411512951592587228e+01, 1.555816043004380589e+01, 9.818753730208507946e+00, 1.751229812199332514e+01, 1.142175826701003771e+01, 1.629934934390115586e+01, 1.637382927184969361e+01, 1.432410063453524351e+01, 1.571670871011951931e+01, 1.252882037103084656e+01, 1.735449076702122895e+01, 1.166229369221683498e+01, 1.643627785220986226e+01
2.082000000000000000e+03, 1.430943786703207188e+01, 1.709451314632608643e+01, 1.240246969849232173e+01, 1.447656814106857226e+01, 1.582928681338384713e+01, 9.806018438249733293e+00, 1.702316679119519804e+01, 1.205122425326383961e+01, 1.722079387146113660e+01, 1.685234365913315813e+01, 1.345564665374856972e+01, 1.535234471910816012e+01, 1.303004464804801188e+01, 1.705035130848538216e+01, 1.151185425217864555e+01, 1.650863568017873462e+01
2.083000000000000000e+03, 1.442714811892154181e+01, 1.667250036596847451e+01, 1.201143983880993815e+01, 1.390286062135484002e+01, 1.621981374326067282e+01, 9.234143096592713817e+00, 1.830561340066126164e+01, 1.185926927661306962e+01, 1.606043014262060709e+01, 1.631671592383580105e+01, 1.450980076046324641e+01, 1.451160510844390572e+01, 1.269874245445353367e+01, 1.706362267406087696e+01, 1.160391903627384025e+01, 1.649616695732936833e+01
2.084000000000000000e+03, 1.438944056400440985e+01, 1.802080954272041424e+01, 1.294620291717480498e+01, 1.432688207838895700e+01, 1.735930707838411635e+01, 1.001934497902046850e+01, 1.786237556448489272e+01, 1.174507050604016456e+01, 1.712314647650509514e+01, 1.625939847507633473e+01, 1.456277364587805856e+01, 1.530553336560776323e+01, 1.328978458230031912e+01, 1.676389286649994403e+01, 1.206808554522363153e+01, 1.597317660911012815e+01
2.085000000000000000e+03, 1.412803310676735968e+01, 1.809301429649920578e+01, 1.288233603402168548e+01, 1.390515779821338960e+01, 1.673045729742855059e+01, 9.856608594227424192e+00, 1.847517269519426364e+01, 1.226729807403590478e+01, 1.647777419990598347e+01, 1.620634056008345780e+01, 1.349381609314337460e+01, 1.536027141350319525e+01, 1.443327839617695396e+01, 1.738575542877024915e+01, 1.240163642055189719e+01, 1.701863633962556221e+01
2.086000000000000000e+03, 1.432339030034491678e+01, 1.774151199790383870e+01, 1.252602590933422277e+01, 1.433258946506323817e+01, 1.735881344800245429e+01, 9.897218920395307151e+00, 1.799824710579203924e+01, 1.230882710294043747e+01, 1.700121444451790609e+01, 1.661059951965341241e+01, 1.346805463191734908e+01, 1.631600056932973430e+01, 1.412545710611775540e+01, 1.755060370603423436e+01, 1.204553326128746882e+01, 1.630981201705240480e+01
2.087000000000000000e+03, 1.459449261698585154e+01, 1.757824517447107127e+01, 1.273736588288271676e+01, 1.480966428547239921e+01, 1.794858666507706602e+01, 9.614195256227912267e+00, 1.913230069275909173e+01, 1.185579372827059785e+01, 1.673312048848064038e+01, 1.628513569937997474e+01, 1.469228873841409388e+01, 1.557923678201732720e+01, 1.387513197218295602e+01, 1.763042818316673888e+01, 1.235140172202073749e+01, 1.622090359520095149e+01
2.088000000000000000e+03, 1.449644525082718260e+01, 1.760888230451400815e+01, 1.333838607160053513e+01, 1.460029605468216651e+01, 1.739698416051086127e+01, 9.870752337955257971e+00, 1.902917485453034629e+01, 1.183778944774146424e+01, 1.603997955581705170e+01, 1.659743175682566374e+01, 1.462865683685754981e+01, 1.602615484201021800e+01, 1.370929011081052096e+01, 1.793802822496573768e+01, 1.250610214039251566e+01, 1.653876935160769790e+01
2.089000000000000000e+03, 1.475803384525692685e+01, 1.780932422582812436e+01, 1.289962415833239717e+01, 1.491367308638056066e+01, 1.813526450828219083e+01, 1.001634442204476549e+01, 1.918852923606819871e+01, 1.261210585461226330e+01, 1.628734547082156325e+01, 1.789299608919550977e+01, 1.452263788506367703e+01, 1.483754396891952432e+01, 1.299017676071097149e+01, 1.834037133331656122e+01, 1.225192862897015011e+01, 1.701374841851997743e+01
2.090000000000000000e+03, 1.404516979474118088e+01, 1.794557426770899156e+01, 1.298307850486303039e+01, 1.461088068446550103e+01, 1.660706764414908321e+01, 1.019665771512891084e+01, 1.891559319377435244e+01, 1.221069120423863019e+01, 1.571304740196628025e+01, 1.755949026868614737e+01, 1.403216806493521140e+01, 1.601594425440487512e+01, 1.387289803351612250e+01, 1.818853813633290883e+01, 1.229792535352488336e+01, 1.689286575306431004e+01
2.091000000000000000e+03, 1.496205989751925358e+01, 1.863344859001059461e+01, 1.379982339546685033e+01, 1.511999842119286619e+01, 1.674898292909801256e+01, 1.004035501925612373e+01, 1.899241631219004844e+01, 1.285937431018820298e+01, 1.694570643050001024e+01, 1.733007449320751192e+01, 1.438270707860625031e+01, 1.592799968963786839e+01, 1.312038870596127893e+01, 1.732672434797364858e+01, 1.253158753303192618e+01, 1.722105518431291671e+01
2.092000000000000000e+03, 1.480188073095631474e+01, 1.866267813809058751e+01, 1.277132991007774798e+01, 1.457161158352573160e+01, 1.772649502829666801e+01, 9.913730228828240953e+00, 1.949948530043334216e+01, 1.227011224794037325e+01, 1.737203465553945847e+01, 1.673336376323270969e+01, 1.382913383516342698e+01, 1.566498784028124369e+01, 1.378333004421640418e+01, 1.837350812659536459e+01, 1.287823087483702267e+01, 1.716131785719576541e+01
2.093000000000000000e+03, 1.454349210672229731e+01, 1.860615157434276412e+01, 1.291819343335396830e+01, 1.542529266479279038e+01, 1.745683163367501933e+01, 1.045389093960794824e+01, 1.984599346963709365e+01, 1.288835752489953812e+01, 1.654035853182881155e+01, 1.773374874341788399e+01, 1.527784642961426975e+01, 1.556378399404879431e+01, 1.356789170465511951e+01, 1.794488841857607753e+01, 1.279102259637691574e+01, 1.731203945092480012e+01
2.094000000000000000e+03, 1.510851726511737070e+01, 1.860211977098742864e+01, 1.270443933364947497e+01, 1.485453269779235086e+01, 1.818267114887232339e+01, 1.026999191919405163e+01, 1.958865423450414056e+01, 1.290555065101290921e+01, 1.756738212262704124e+01, 1.733727044821840479e+01, 1.494008966149173645e+01, 1.622039474337637088e+01, 1.499145937640638948e+01, 1.875152926648167195e+01, 1.290019457914226919e+01, 1.709029853303570334e+01
2.095000000000000000e+03, 1.522262751245749079e+01, 1.899578817479124737e+01, 1.245002733182803212e+01, 1.501543504773939475e+01, 1.776114668551634779e+01, 9.932768576167541497e+00, 1.964492479183638451e+01, 1.229843775261327288e+01, 1.779699472703583041e+01, 1.759087018164611038e+01, 1.424441978565157996e+01, 1.731032740735926012e+01, 1.426152996122954697e+01, 1.905791174392180309e+01, 1.271093857829785811e+01, 1.729183913285157814e+01
2.096000000000000000e+03, 1.554240299808929926e+01, 1.910419397342165126e+01, 1.291842223957547731e+01, 1.630134436384115304e+01, 1.893189799608113688e+01, 9.913548751643356027e+00, 1.960202483082837333e+01, 1.235980824876494033e+01, 1.759964280803786352e+01, 1.783894120314782583e+01, 1.415461407646539982e+01, 1.610633456934645835e+01, 1.297730103933273327e+01, 1.857081703795590144e+01, 1.284774976466092866e+01, 1.791863899050190057e+01
2.097000000000000000e+03, 1.503123285103078288e+01, 2.007057645022763381e+01, 1.336998333280818940e+01, 1.604799495168670731e+01, 1.806750209947663777e+01, 1.056071104283766893e+01, 1.962086064580448763e+01, 1.311803986934834398e+01, 1.791013056920320778e+01, 1.766849993898426874e+01, 1.503212071258498561e+01, 1.644378739401191325e+01, 1.378507885613165662e+01, 1.862946463839183053e+01, 1.324962991950328295e+01, 1.748255465766333216e+01
2.098000000000000000e+03, 1.543291501987802405e+01, 1.927648445852343073e+01, 1.344985815499673087e+01, 1.543454428691951108e+01, 1.812752435419182717e+01, 1.041620282730014679e+01, 2.024504384579121208e+01, 1.227829814784495888e+01, 1.698210996745391910e+01, 1.790021803433438308e+01, 1.498406953378258066e+01, 1.611597349256657452e+01, 1.448186488385238846e+01, 1.916840074212935363e+01, 1.243666219960377006e+01, 1.711030332317676894e+01
2.099000000000000000e+03, 1.462801125348944531e+01, 1.904091288409043159e+01, 1.315620497735874395e+01, 1.521416710019891028e+01, 1.846397388862527933e+01, 1.029092473047557554e+01, 1.981036991125333202e+01, 1.264776479562540779e+01, 1.802313476175087104e+01, 1.755259386449826664e+01, 1.515605297843392307e+01, 1.645985329889613524e+01, 1.501800501154362344e+01, 1.830826790464321618e+01, 1.281779599816196757e+01, 1.804742734412281280e+01
2.100000000000000000e+03, 1.488128020966991016e+01, 1.998386517352362901e+01, 1.314455259950741173e+01, 1.606650729140439537e+01, 1.870328941536489609e+01, 1.067897281140493071e+01, 2.100939177948242431e+01, 1.288521701788361540e+01, 1.736564202341169150e+01, 1.686376460592260429e+01, 1.501864499011338161e+01, 1.699275361113113902e+01, 1.493641300249814918e+01, 1.860499079652623777e+01, 1.299114739828130105e+01, 1.802567757528498049e+01
