year, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, ACCESS-ESM1-5, TaiESM1, EC-Earth3-Veg, CMCC-CM2-SR5, IPSL-CM6A-LR, MIROC-ES2L, GFDL-ESM4, MPI-ESM1-2-LR, CanESM5, CESM2-WACCM
2.082000000000000000e+03, 7.591560255948359703e+00, 5.764154400264688505e+00, 5.033404400071074036e+00, 8.532078979411446440e+00, 5.617116222938720149e+00, 3.136472018570871434e+00, 5.793617856509663433e+00, 6.226802336061168397e+00, 4.886440967677454950e+00, 8.800648776143225049e+00, 7.050753525258311782e+00, 7.640006770527291380e+00, 8.571088189446905758e+00, 6.121588076911129050e+00
2.083000000000000000e+03, 7.629881175506458391e+00, 5.582470811006345457e+00, 5.368428794353350852e+00, 8.479289112507771620e+00, 5.760200084917081575e+00, 3.172895399263327754e+00, 5.562335451258989316e+00, 6.435680345156558957e+00, 4.933404892037445144e+00, 8.757483293060017715e+00, 7.110248517536429169e+00, 7.590886625230194085e+00, 8.849650361579231017e+00, 6.306963768023129191e+00
2.084000000000000000e+03, 7.965810258294882651e+00, 5.518060393577809641e+00, 5.077945729966708122e+00, 8.532074078406436612e+00, 5.801130196302006325e+00, 3.224068801686416741e+00, 5.885667137077195576e+00, 6.403830200207216272e+00, 4.886920887195981500e+00, 8.582791982463069402e+00, 6.901215752250700497e+00, 8.035743849931847649e+00, 9.198221801720679380e+00, 6.486860655987636726e+00
2.085000000000000000e+03, 7.622507570629474039e+00, 5.636535451601528024e+00, 5.264858898806960674e+00, 8.587607232025943560e+00, 5.824319037370562668e+00, 3.287328660401998892e+00, 5.512246905973969824e+00, 6.149139030889116064e+00, 4.896634958783804947e+00, 8.667235896151847641e+00, 7.248882525176271407e+00, 7.866180068323622265e+00, 8.924949571137874571e+00, 6.286789031039219822e+00
2.086000000000000000e+03, 7.788848073659553783e+00, 5.811839389212386742e+00, 5.141647570719842797e+00, 8.669985649226511271e+00, 5.771193381224298591e+00, 3.286415033832693844e+00, 5.961761825431082684e+00, 6.358140813494384425e+00, 4.968884929765787106e+00, 8.990736890694872585e+00, 6.935973574210103187e+00, 7.943327397644180721e+00, 9.217801282359689097e+00, 6.436485060142390857e+00
2.087000000000000000e+03, 7.980608546094603462e+00, 5.523244295919029767e+00, 5.215436066159088391e+00, 8.771952407061691659e+00, 5.741479223256289899e+00, 3.226089677758279262e+00, 5.850627380503670594e+00, 6.105212021958356772e+00, 4.951008848935815720e+00, 8.903459952388123710e+00, 6.819245612698907166e+00, 7.937981050393917215e+00, 9.557314127544948690e+00, 6.359363969893441215e+00
2.088000000000000000e+03, 8.032899025392421066e+00, 5.667661442354618551e+00, 5.672492138954422281e+00, 8.686894194426116655e+00, 5.879301713969304899e+00, 3.273355059383007859e+00, 6.072819339694367713e+00, 6.383530683027473174e+00, 4.986646638513277274e+00, 9.242166023909854644e+00, 7.023839979399181033e+00, 7.546425797737915886e+00, 9.316889410523899073e+00, 6.478066479904673436e+00
2.089000000000000000e+03, 8.043403834641507544e+00, 6.055643095618508553e+00, 5.618896641811762294e+00, 9.155429407925179675e+00, 5.772416969807228071e+00, 3.347221428184582237e+00, 5.893859329977221506e+00, 6.503478285773869771e+00, 5.053448427880583793e+00, 9.396911448928156219e+00, 7.379969872175940360e+00, 7.781400802847270093e+00, 9.321390438259610889e+00, 6.421462989305302571e+00
2.090000000000000000e+03, 7.885881207057838793e+00, 5.844335394280204099e+00, 5.298641704038465683e+00, 8.590410556488398797e+00, 5.817512392025071755e+00, 3.210807706033938391e+00, 5.155778597027912191e+00, 6.336553085351599002e+00, 5.039054187317034028e+00, 9.288860085808279266e+00, 7.014049799574349819e+00, 7.634091711177728889e+00, 9.512337728680099858e+00, 6.519764816941502339e+00
2.091000000000000000e+03, 8.006148606724719841e+00, 5.584620191758610908e+00, 5.665601793885103099e+00, 8.615365981216147162e+00, 5.965843737732702046e+00, 3.278695043449294744e+00, 5.520921550415159196e+00, 6.423052791861613819e+00, 5.082594694891785281e+00, 9.300187192224948163e+00, 7.093058966075981964e+00, 7.503761538307286649e+00, 9.642509819954602435e+00, 6.602402523426313508e+00
2.092000000000000000e+03, 8.061375137376805000e+00, 5.829904868378424254e+00, 5.379833115066733562e+00, 8.886793107306056427e+00, 5.939246870871130568e+00, 3.135215924317990677e+00, 6.387646235374403680e+00, 6.148473009414016310e+00, 5.125923500474177885e+00, 9.026237144833839210e+00, 7.309845651425313839e+00, 8.016018464339774496e+00, 9.664190570016309323e+00, 6.737426741231633542e+00
2.093000000000000000e+03, 8.378357159538131427e+00, 6.062125869891872298e+00, 5.444870482395311129e+00, 8.884612462591862325e+00, 5.942945753855331859e+00, 3.268879161168419589e+00, 6.213859719597209619e+00, 6.440766462855968655e+00, 5.053020787104332889e+00, 9.346163842851515469e+00, 7.358786440992351352e+00, 7.757237131744107117e+00, 9.896462505069317572e+00, 6.570869648648230310e+00
2.094000000000000000e+03, 8.369809760045761493e+00, 5.959510451633007300e+00, 5.595181113011902241e+00, 9.329040732654528156e+00, 5.970611114428527877e+00, 3.376928209600514652e+00, 6.230257908793727317e+00, 6.602415698408969469e+00, 5.187862858717351422e+00, 9.231298338111033175e+00, 7.226082065718864911e+00, 8.175779268327854510e+00, 9.898741300512883257e+00, 6.508250946761381606e+00
2.095000000000000000e+03, 8.194015160865328440e+00, 5.933749933336997628e+00, 5.476586866335602544e+00, 9.262223739633157038e+00, 5.887159739118595247e+00, 3.335265054237583016e+00, 5.909429519267106912e+00, 6.094783885582580218e+00, 5.202110413334952277e+00, 9.330109649572710495e+00, 7.427249962358161817e+00, 8.088581519351428994e+00, 9.548124741462471476e+00, 6.706223240284971077e+00
2.096000000000000000e+03, 8.274359023669720870e+00, 5.858463734907402021e+00, 5.328973269033437710e+00, 9.258364012839342294e+00, 6.081519400973455447e+00, 3.271075179458067250e+00, 6.091354946445195928e+00, 6.488701835594442358e+00, 5.332718324348135752e+00, 9.416730359720075327e+00, 7.492398365517492387e+00, 8.367634470689671033e+00, 9.519511944309593687e+00, 6.493663656208902069e+00
2.097000000000000000e+03, 8.690713433643189489e+00, 6.082838512592429581e+00, 5.613785407651711523e+00, 8.934384934363858832e+00, 6.008408540589336155e+00, 3.378830617811226400e+00, 5.718079725741698205e+00, 6.802930799788524219e+00, 5.117716983530554486e+00, 9.583006512115789022e+00, 7.351652801076623334e+00, 8.303405274150790660e+00, 9.820237915229217407e+00, 6.816316005866103644e+00
2.098000000000000000e+03, 8.362523347391016770e+00, 6.189825759712134889e+00, 5.727755934240116531e+00, 9.228459614604336281e+00, 5.911400610746769146e+00, 3.403402591663777343e+00, 5.811441593427192132e+00, 6.580590268494558082e+00, 5.239781535635759546e+00, 9.424967524295832177e+00, 7.181886873250074466e+00, 8.260939273632464719e+00, 1.030822394352508020e+01, 6.680013241400717838e+00
2.099000000000000000e+03, 8.569194166362080978e+00, 6.063207194110979970e+00, 5.891051083131633170e+00, 9.149936948933291347e+00, 6.100442677182667417e+00, 3.364015596160186750e+00, 6.272217567414201334e+00, 6.445788628796381481e+00, 5.116546520226910033e+00, 9.417757854326110234e+00, 7.540843337473249974e+00, 8.352472862978357782e+00, 1.020639801692116500e+01, 6.903042439107317740e+00
2.100000000000000000e+03, 8.879855915505386221e+00, 6.509304154867375125e+00, 6.156264638316589988e+00, 9.209591461048285410e+00, 6.046002963843419842e+00, 3.439291292349734519e+00, 6.067275659887819472e+00, 6.619160184907982192e+00, 5.116668685972233455e+00, 9.274650033246215841e+00, 7.486052503582428130e+00, 7.734755219119088032e+00, 1.030347297768427772e+01, 6.894345525891800719e+00
