year, NorESM2-LM, IPSL-CM6A-LR, TaiESM1, CMCC-CM2-SR5, MIROC-ES2L, INM-CM5-0, CanESM5, GFDL-ESM4, INM-CM4-8, NorESM2-MM, ACCESS-ESM1-5, EC-Earth3-Veg, CESM2-WACCM, MPI-ESM1-2-LR, CNRM-ESM2-1, UKESM1-0-LL
2.071000000000000000e+03, 5.220135034337564761e+00, 5.784817983532638763e+00, 3.289702124628733682e+00, 6.677710947401322095e+00, 9.574338370305628843e+00, 6.133184886724356133e+00, 8.704209514456380248e+00, 7.856871823327331583e+00, 5.690777049012451627e+00, 6.139719583538385095e+00, 5.797517977152403468e+00, 6.728861469365083003e+00, 6.635210471463402371e+00, 7.903263686719693482e+00, 9.618347540393438422e+00, 7.871099965548398636e+00
2.072000000000000000e+03, 5.715138879100993385e+00, 5.928988806627074837e+00, 3.468058188362586058e+00, 6.619710485143293965e+00, 8.928188503560615885e+00, 5.798197697965718156e+00, 9.342391900061601362e+00, 8.100035095713689515e+00, 5.901513567571901930e+00, 6.443608047034434350e+00, 6.186770951609431357e+00, 6.250840540543725510e+00, 6.907642435359559130e+00, 8.015936339547049982e+00, 9.485473253323004172e+00, 7.956990206841381585e+00
2.073000000000000000e+03, 5.769976383845057732e+00, 5.595660932417812816e+00, 3.397340412375452701e+00, 6.474012070912692707e+00, 9.708745582554678677e+00, 5.778076815467052540e+00, 9.561752471960422994e+00, 8.262133790980335846e+00, 6.016539759055123504e+00, 6.215318186382781995e+00, 6.316084437605463897e+00, 7.172258591721074161e+00, 6.840854293556933641e+00, 8.224896787517211649e+00, 9.800454397535951045e+00, 7.708273558776148171e+00
2.074000000000000000e+03, 6.013204844498408974e+00, 5.732084495653591460e+00, 3.690654083559564480e+00, 6.240851489873755931e+00, 9.671683041900198674e+00, 6.209212075408795606e+00, 8.674945373749890720e+00, 7.887506602092657637e+00, 6.274088240231324498e+00, 6.255193364172284554e+00, 6.042797179744072267e+00, 6.894853224635852484e+00, 6.870308083110804986e+00, 8.208105155128841091e+00, 9.756160084816874800e+00, 8.020308142626600301e+00
2.075000000000000000e+03, 5.511560171248634177e+00, 5.643998363786631778e+00, 3.320610044628250712e+00, 6.362474831431725875e+00, 9.712335407184014002e+00, 6.298167184205893498e+00, 9.718024187180198226e+00, 8.389740717313753038e+00, 5.713583973355412127e+00, 6.129545698890590977e+00, 5.755826612031170519e+00, 7.157283904640075356e+00, 6.937368119504810693e+00, 8.179626598321712905e+00, 9.766561423406137976e+00, 8.393423109017611239e+00
2.076000000000000000e+03, 4.772276466646172111e+00, 5.922026527475654945e+00, 3.439971069096148248e+00, 6.579012145353426710e+00, 9.355613585559327205e+00, 5.787770556423847523e+00, 9.992325241549371739e+00, 8.115293303565742633e+00, 5.890423548622525374e+00, 6.245588966468647918e+00, 5.735704172581328919e+00, 7.183191920023038968e+00, 7.156420970924206593e+00, 8.318883905658015721e+00, 1.008136195787648504e+01, 8.164327991998202805e+00
2.077000000000000000e+03, 5.723795309006252552e+00, 5.947016786595999527e+00, 3.641423326241281622e+00, 6.761042659824979317e+00, 1.015518395726579293e+01, 5.910179987383604505e+00, 1.030404458491899078e+01, 8.204741600876733543e+00, 5.900924984104150006e+00, 6.265979388111811765e+00, 5.720229801359109523e+00, 7.561023033802584337e+00, 6.418402230578093004e+00, 7.916987660740033128e+00, 1.002913183733166846e+01, 8.220625380928860082e+00
2.078000000000000000e+03, 5.413307935670553128e+00, 5.552301605702784748e+00, 3.446515279037375201e+00, 6.466888166283036199e+00, 9.864066985417530020e+00, 6.267331264600639606e+00, 1.028050192144998576e+01, 8.124010444874972592e+00, 5.894833048308556478e+00, 6.534244127670868707e+00, 6.101046044521498679e+00, 7.060916945335336870e+00, 7.193189133640796484e+00, 8.945735741934427665e+00, 9.499917342253599628e+00, 8.327885486767819145e+00
2.079000000000000000e+03, 5.434099649026090439e+00, 5.906204398568527303e+00, 3.377985180303906709e+00, 6.124551722130191500e+00, 9.705398797585136350e+00, 6.116263894584006877e+00, 1.006845125561045684e+01, 8.259318906451845521e+00, 6.114816400744206071e+00, 6.431050810342260782e+00, 6.180251632283486174e+00, 7.373704605876635121e+00, 6.890373209978956304e+00, 8.481778414044446990e+00, 1.000071442677061029e+01, 7.476393851477414643e+00
2.080000000000000000e+03, 5.664283914636716766e+00, 5.667948696385944451e+00, 3.545310138343540363e+00, 6.990525835452532810e+00, 9.940359133643992706e+00, 6.006439844166980180e+00, 9.908535255051946322e+00, 8.305960365098549403e+00, 6.011129274684575918e+00, 6.036859736262507603e+00, 6.197040163166698257e+00, 6.524250141303700623e+00, 7.099692005764303815e+00, 8.464512589788180108e+00, 1.007016041244540894e+01, 8.187539098498927359e+00
2.081000000000000000e+03, 5.549390207495445537e+00, 5.951852744890574698e+00, 3.605102228931408970e+00, 6.879819920517573628e+00, 1.004323393755487537e+01, 5.883361566198983539e+00, 1.012388154014512054e+01, 8.667397471169570267e+00, 5.739875641337968126e+00, 6.417410217568384034e+00, 5.965519689686703764e+00, 7.029684496627371715e+00, 7.240440189778862390e+00, 8.533131202530631398e+00, 1.064280185864127226e+01, 8.010600865043189245e+00
2.082000000000000000e+03, 5.814972706696778459e+00, 6.037168228099847767e+00, 3.549764393845801447e+00, 6.297752470644957690e+00, 1.033089452100398553e+01, 6.141321327057569057e+00, 9.714042590397429677e+00, 8.485705772283619552e+00, 5.968969981149958137e+00, 6.601942073207008654e+00, 5.798769337946036551e+00, 7.317001613137600557e+00, 7.135973220299475450e+00, 8.737987387364212211e+00, 1.047720292253076124e+01, 8.342626475851847800e+00
2.083000000000000000e+03, 5.674089533475236813e+00, 6.063400999205696529e+00, 3.330470597513147446e+00, 7.010887284874740111e+00, 9.979061457238428190e+00, 6.041136166435230770e+00, 1.058850039624540784e+01, 8.690141983453374408e+00, 5.882578619238156392e+00, 6.275410434467196374e+00, 5.852003015355617066e+00, 7.488641944554582430e+00, 6.568989594785631603e+00, 8.447742446683493611e+00, 1.052188900682817696e+01, 7.915554915431616934e+00
2.084000000000000000e+03, 6.035125440396329921e+00, 6.131617092548114378e+00, 3.605486524971466711e+00, 6.990896075307692747e+00, 9.974612225028502976e+00, 6.487434965155929767e+00, 1.013956454619478365e+01, 8.109786960940585487e+00, 5.886124689214155659e+00, 6.494165120154244519e+00, 6.221214118390840930e+00, 7.853053707241530290e+00, 7.143093669928147982e+00, 8.736933028316693495e+00, 1.016801416324367402e+01, 8.592621720926594264e+00
2.085000000000000000e+03, 6.369847205022815650e+00, 6.008679049563504293e+00, 3.472762198051512872e+00, 6.345996838024442255e+00, 9.912607234111899146e+00, 6.471405384049556453e+00, 1.061980367359735844e+01, 8.852690126757938316e+00, 6.136041197128792923e+00, 6.252826222442994464e+00, 6.341146290481733949e+00, 7.509215686832908965e+00, 7.086491061873785746e+00, 8.637121966997906242e+00, 1.062692960490433869e+01, 8.612951583372854714e+00
2.086000000000000000e+03, 6.112628997579848011e+00, 5.985573512085309744e+00, 3.566594822184522062e+00, 6.453531216385139047e+00, 1.014934155835026175e+01, 6.267792003524221833e+00, 1.023143799461594128e+01, 8.460343448046797832e+00, 6.217347202245714577e+00, 6.546577062050185525e+00, 6.110365041630282157e+00, 7.855687186074050921e+00, 7.560960205277121204e+00, 8.729795270033838150e+00, 1.068244505059074179e+01, 8.374771404225143101e+00
2.087000000000000000e+03, 5.940415140402107497e+00, 6.166255221580098755e+00, 3.407970322132350738e+00, 7.143608377738623894e+00, 9.935726311133572963e+00, 6.188401605358155422e+00, 1.106758319931289947e+01, 8.558294229701491673e+00, 6.016485797948003977e+00, 6.783862937450518160e+00, 6.225253398081283862e+00, 8.291362501677401298e+00, 7.167612850234490907e+00, 8.766322197066580557e+00, 1.066419137292180785e+01, 8.340148272077408720e+00
2.088000000000000000e+03, 5.972546045687686878e+00, 6.125855311714085261e+00, 3.540367215149386571e+00, 6.948098641107573137e+00, 1.010786784585394926e+01, 6.606434374506934049e+00, 1.094702393639331817e+01, 8.521575307463288951e+00, 5.860452300387381186e+00, 6.522559262232542565e+00, 6.299615880968462811e+00, 7.874851217665240988e+00, 7.286736997438239882e+00, 8.395633913103345947e+00, 1.081336693505747704e+01, 8.358901751182644446e+00
2.089000000000000000e+03, 5.800456864011459324e+00, 6.247017079475256196e+00, 3.683137648462806890e+00, 6.951900894756579241e+00, 1.095502463989842745e+01, 6.356510891036959876e+00, 1.096563024785174179e+01, 8.903703822875103313e+00, 6.263695201155208281e+00, 6.792037162089718194e+00, 6.239491645341168180e+00, 8.222946349344365302e+00, 6.763292305435819607e+00, 8.616358937321452416e+00, 1.102443846536265859e+01, 8.516556700299474869e+00
2.090000000000000000e+03, 6.224176289617786573e+00, 5.702376245972868851e+00, 3.652237288221548361e+00, 6.769756468942262906e+00, 1.072229387552085988e+01, 6.357800717522352763e+00, 1.092216378358731177e+01, 8.842827196195425898e+00, 6.125373186146600091e+00, 6.703705902585434195e+00, 6.194268798257700048e+00, 7.666842972730931294e+00, 7.429274411979486459e+00, 8.387864143296042130e+00, 1.097840131627719806e+01, 8.491300600135346599e+00
2.091000000000000000e+03, 5.743699264233455892e+00, 6.207821215219281541e+00, 3.540623597781969334e+00, 6.937983261490802356e+00, 1.058646392774562450e+01, 6.944039287723835052e+00, 1.090899848247810411e+01, 8.965931020227282389e+00, 6.413230286582040307e+00, 6.703698216523799935e+00, 6.234052299821465581e+00, 7.600045547522555012e+00, 7.319888245147518013e+00, 8.648214734972992090e+00, 1.060173820192098226e+01, 8.812176692486467289e+00
2.092000000000000000e+03, 6.211039427858135120e+00, 6.089260254509444081e+00, 3.546664289782689661e+00, 6.635133846275568459e+00, 1.019110706238178388e+01, 6.386579423666506550e+00, 1.131326325488582540e+01, 8.827118546575464464e+00, 6.081563755019722350e+00, 6.520722560010193902e+00, 6.573795792178882991e+00, 7.876889924346775373e+00, 7.199540386869061948e+00, 9.066753623999128209e+00, 1.094202717839706018e+01, 8.524935678685476859e+00
2.093000000000000000e+03, 5.986589231384195742e+00, 5.965050433872923996e+00, 3.656308769143508108e+00, 7.314161508530585110e+00, 1.084074404789857304e+01, 6.467450798739839968e+00, 1.146409731269755028e+01, 8.994034412654189126e+00, 6.427024574195524309e+00, 6.983238207670980913e+00, 6.454590041830667424e+00, 7.666076408439796097e+00, 7.240985172655032720e+00, 8.585062809911628179e+00, 1.063373111245550540e+01, 8.954095062666771909e+00
2.094000000000000000e+03, 6.597639378276421773e+00, 6.266214075168909936e+00, 3.556957129352035896e+00, 7.095257335246510699e+00, 1.057952852761816587e+01, 6.301258426172686278e+00, 1.126096672863409154e+01, 8.759700518448878981e+00, 6.465911134275055261e+00, 6.821166325950969167e+00, 6.372372830066431959e+00, 8.052977328038355864e+00, 7.354883697414428489e+00, 8.993754415129320279e+00, 1.120477179264906553e+01, 8.726379702097812441e+00
2.095000000000000000e+03, 6.206245373396606979e+00, 6.277072696313073408e+00, 3.577396377550795314e+00, 6.751550647190659227e+00, 1.075314645627481980e+01, 6.154236507308487703e+00, 1.134260846728401972e+01, 8.978079420889876872e+00, 6.182918866103518596e+00, 6.811377394446926026e+00, 6.346100309612333845e+00, 8.047650016067898093e+00, 7.961300659292790627e+00, 9.006225599214694455e+00, 1.128821757018826943e+01, 8.852517692221507417e+00
2.096000000000000000e+03, 5.600023398753378068e+00, 6.228613071178494387e+00, 3.516969282176791278e+00, 6.743713397231079654e+00, 1.088716361482470418e+01, 6.320097252107182761e+00, 1.125445839617909982e+01, 9.179460881440530073e+00, 6.033771312533962927e+00, 7.250902882735918986e+00, 6.306511511155703076e+00, 8.629307778257738093e+00, 7.190440042006154719e+00, 8.931517655877245332e+00, 1.093379004360984119e+01, 8.837563883663250408e+00
2.097000000000000000e+03, 6.115318831825636181e+00, 6.123194755435149794e+00, 3.768993977463471090e+00, 7.209778402664525743e+00, 1.076249185486998172e+01, 6.672566558805162806e+00, 1.128031269788982272e+01, 8.993371258277226943e+00, 6.574593267194074109e+00, 7.177196760403705689e+00, 6.700596515657761820e+00, 8.180534736072234026e+00, 7.543614794849252903e+00, 9.242514606815426248e+00, 1.108788159854673694e+01, 9.481486605556570524e+00
2.098000000000000000e+03, 6.410409856517423677e+00, 6.340572737579651452e+00, 3.645049263938272333e+00, 7.170355223710755510e+00, 1.093722669196666430e+01, 6.670243461936337326e+00, 1.161356401120921511e+01, 8.941900315664444321e+00, 6.067502355236848111e+00, 6.913422485313372334e+00, 6.047187405068799926e+00, 8.244824021212458831e+00, 7.279548328600334628e+00, 8.815174345001020484e+00, 1.127043859472051501e+01, 8.924939458210868537e+00
2.099000000000000000e+03, 6.750948168163109386e+00, 5.954532511717422594e+00, 3.672896638768814448e+00, 7.201885311552936209e+00, 1.069987570570657276e+01, 6.470758996021724663e+00, 1.124535841093629784e+01, 9.370655453905092358e+00, 6.288599738019915009e+00, 6.722372755480149564e+00, 6.290496911459989349e+00, 8.413690216066553873e+00, 7.604729261198500012e+00, 9.190796128367235696e+00, 1.087731318227337063e+01, 8.857326468468757596e+00
2.100000000000000000e+03, 6.617228534049000466e+00, 6.156995807847449598e+00, 3.743490669621528433e+00, 7.101656327169888705e+00, 1.025078594528801545e+01, 6.458974195913470773e+00, 1.211721215356519821e+01, 9.321284194430143444e+00, 6.497618797217296738e+00, 7.357825868791222135e+00, 6.505123615484263766e+00, 8.492527607279606983e+00, 7.866871318247603995e+00, 8.954937341837547748e+00, 1.101563853625325784e+01, 9.377293008327344026e+00
