year, CESM2-WACCM, INM-CM5-0, ACCESS-ESM1-5, NorESM2-LM, GFDL-ESM4, MPI-ESM1-2-LR, CanESM5, TaiESM1, NorESM2-MM, EC-Earth3-Veg, CMCC-CM2-SR5, UKESM1-0-LL, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L, INM-CM4-8
2.077000000000000000e+03, -1.503292843427750207e-02, 8.835786612706932053e-02, 9.166286541611969041e-02, 6.639703731313966184e-01, 8.632958965371934079e-01, 2.075518618115601011e-01, 1.634046057937418972e+00, 3.455680857573611431e-01, 4.719184608956317750e-01, 7.423190627684189691e-01, 3.391775834415879931e-01, 6.623407961686507139e-01, 7.874296552726315346e-01, 1.067835073442504612e+00, 1.321619832458329702e+00, 4.975263438687885786e-01
2.078000000000000000e+03, 6.738012496600459533e-01, 5.751604416489949356e-01, 6.911884150182542319e-01, 3.662999996788791623e-01, 5.491702371674881400e-01, 8.251979633453964125e-01, 1.671497714518411781e+00, 1.220975398258932337e-01, 6.539836581086087008e-01, 6.651955608748940652e-01, -3.753122582488077064e-01, 5.061738753484271713e-01, 5.947236770819647189e-01, 9.686970865773328887e-01, 1.180321787794302413e+00, 3.026870704019361535e-01
2.079000000000000000e+03, 5.391393319930516403e-01, 6.549719099929774968e-01, 3.758137191475317551e-01, 2.230269791328869100e-01, 5.950688404622671568e-01, 6.582305620570167992e-01, 1.377097715704131531e+00, -1.465651186776518317e-02, 5.956191287265943934e-01, 3.944959721085626314e-01, -2.601860628920888430e-01, 2.323405873577178704e-01, 7.368728356030894711e-01, 1.466119639285644594e+00, 1.054764949137727559e+00, 3.305156965886520970e-01
2.080000000000000000e+03, 4.916689599475654870e-01, 3.738024503511577779e-01, 4.784252950443840802e-01, 3.695711570014442726e-01, 7.831911650512519696e-01, 4.672163785854046014e-01, 1.114545750794573076e+00, 2.423167777716021820e-01, 4.601639155695215755e-01, 1.071535402730797948e+00, 3.719741138974551609e-01, 7.250783304533867657e-01, 6.400680510684609859e-01, 8.903422805933161044e-01, 1.110858384398418774e+00, 4.706573914391536384e-01
2.081000000000000000e+03, 6.127531585851017093e-01, 2.247900216097435330e-02, 3.375666583495945394e-01, 2.829811843613243560e-01, 8.128512715904162578e-01, 3.708451963467936374e-01, 1.357272045440355290e+00, 2.165693666597013900e-01, 6.417556178924609389e-01, 3.266006267000888807e-01, 4.411988155699139713e-01, 1.977066971516158039e-02, 7.755857895408224678e-01, 1.405195937528316064e+00, 1.200779965406254091e+00, 3.978653751695227503e-01
2.082000000000000000e+03, 6.572164993628899499e-01, 1.372992021834408272e-01, 1.659268108798524488e-01, 4.737800810401598950e-01, 6.051478135566344951e-01, 5.459408479155223315e-01, 1.142450755414613495e+00, 2.509076562010373879e-01, 6.055385178023829917e-01, 4.351914353381045042e-01, -6.946918998792718236e-01, 5.956354276403089676e-01, 7.558040714057268072e-01, 1.304769949662362150e+00, 1.310264858194412740e+00, 2.552929030886098016e-01
2.083000000000000000e+03, -1.854640090153243659e-02, 5.226271556577515298e-01, 7.609265746416596365e-02, 1.489763744233333631e-01, 8.616642573116717330e-01, 3.300822996062853787e-01, 1.738343558340495365e+00, 2.068476454642101739e-02, 4.424551245483775430e-01, 7.751947238533855034e-01, -2.852831281506196248e-01, 1.624766233402201443e-01, 7.777014777037909443e-01, 1.416253329800220451e+00, 1.001201904149989552e+00, 1.653129562384606788e-01
2.084000000000000000e+03, 3.893535916812018716e-01, 6.016572251843673724e-01, 4.044051910920190562e-01, 7.378706036299399473e-01, 2.942636461005904147e-01, 2.334711786490153707e-01, 9.408300079107739800e-01, 2.188762342073576894e-01, 6.725414766858061055e-01, 8.273222588116622145e-01, 3.617356736569438125e-02, 4.824491476111985033e-01, 8.253621580351971909e-01, 7.146102895267114619e-01, 1.170740669883234553e+00, 3.157231904235296982e-01
2.085000000000000000e+03, 5.303564210563270764e-01, 6.352617988648581182e-01, 5.012662732562722656e-01, 8.095094171877107447e-01, 7.587668570023907710e-01, 2.948967368030857572e-01, 1.694333964007686433e+00, 1.782936506891742365e-02, 2.160961130240242889e-01, 8.377886216079237780e-01, -2.077918293338807842e+00, 8.401455288231027829e-01, 7.337907864346441267e-01, 1.273477951106870121e+00, 1.024171234519225537e+00, 3.097159017264922154e-01
2.086000000000000000e+03, 8.145268210817059318e-01, 6.016619100525036901e-01, 3.232261057325685472e-01, 6.165229357619813610e-01, 6.304531710973413361e-01, 3.412408770279320436e-01, 1.012717842551230429e+00, 1.359420370693308344e-01, 4.728488940184044642e-01, 7.021308953264107089e-01, -2.744411597352438004e-01, 4.461233800276782624e-01, 6.159948107857068367e-01, 1.218211639068792707e+00, 9.362984116503005882e-01, 5.395530617884585212e-01
2.087000000000000000e+03, 5.472286849737491021e-01, 1.046908383795798619e-01, 4.676796542533078194e-01, 4.532349754731979097e-01, 9.620072919649889087e-01, 3.840047696382945519e-01, 1.509327905710471818e+00, 3.726368219352814426e-02, 9.505773395195172837e-01, 1.272767808960990177e+00, 5.921354558685921754e-01, 2.119273149152085534e-01, 8.113492605894938592e-01, 1.271633035456680272e+00, 8.029325234371793574e-01, 5.997043428522731423e-01
2.088000000000000000e+03, 4.823744761249790791e-01, 4.179537123401866894e-01, 4.041358891738440762e-01, 8.904226239476198401e-02, 3.676303876062804732e-01, 4.178418721771898769e-01, 1.629182213777016663e+00, 1.004443572482217745e-01, 5.152908884950471169e-01, 6.756030364610382533e-01, -3.503692944692133326e-01, 1.881511513155565418e-01, 7.493649708112437580e-01, 1.543179514518300266e+00, 6.395610163160800887e-01, -4.219955687669378619e-02
2.089000000000000000e+03, 7.649157112384212531e-02, 2.399245010949492551e-01, 4.508760934750951077e-01, -2.058077837237609273e-02, 6.977674830619235991e-01, 3.552882560935743950e-01, 1.643271595016465136e+00, 1.860599830116865805e-01, 5.126933986783949182e-01, 1.143312589948998870e+00, -7.900334567649132111e-01, 3.183815514663559387e-01, 7.658068927987933261e-01, 1.339525056261862135e+00, 1.335802697528208238e+00, 3.980156352325794344e-01
2.090000000000000000e+03, 6.400187647293678062e-01, 9.335255851481669143e-02, 3.605357302769955363e-01, 5.496082713511133422e-01, 8.972198576204690745e-01, 3.598795659305332739e-01, 1.408848907202687073e+00, 2.689681048291527876e-01, 5.759746083291412688e-01, 1.393550107326135379e+00, 2.102936901992964180e-01, 4.669783755225794253e-01, 3.383262717596697833e-01, 1.741912608798361184e+00, 1.210436704531346885e+00, 4.008077150356166851e-01
2.091000000000000000e+03, 3.910899924394447003e-01, 1.022291830264098644e+00, 2.523113928686474550e-01, -1.175027346867127814e-01, 9.377728616328181444e-01, 6.835897399293050514e-01, 1.265997257696187095e+00, 1.152027917836395687e-01, 6.394312283692178411e-01, 9.931903778727650955e-01, -8.547114314340348296e-02, 6.622963383701332418e-01, 7.723976003856424244e-01, 1.327043490412654014e+00, 1.063705365923632851e+00, 4.735088685400929975e-01
2.092000000000000000e+03, 1.389517966453034381e-01, 5.590590503174720505e-01, 6.187886337661413494e-01, 5.467917931487872307e-01, 5.359468306103686297e-01, 5.109687972093622799e-01, 1.648596983393302295e+00, 2.573736841900466921e-01, 4.244179278062439331e-01, 3.103418918357851997e-01, 3.702759699363318835e-01, 3.136338844230354139e-01, 5.903445914635975234e-01, 1.179222926154167794e+00, 9.440769701773746858e-01, 1.649463077955013734e-01
2.093000000000000000e+03, 3.792293667883023245e-01, 7.223409043324583445e-01, 4.959694382185036998e-01, 3.694822852391461687e-01, 8.458721566883505849e-01, 3.629612102838410403e-01, 1.567155330300014970e+00, 2.167945087063563869e-01, 6.078321538873094898e-01, 2.956053147970319483e-01, 1.875850445117764331e-01, 4.092080518116971710e-01, 5.604667841359995961e-01, 1.047339390014245586e+00, 1.273926636726204320e+00, 5.102703338934831967e-01
2.094000000000000000e+03, 5.464461654651932010e-01, 5.211992486380339074e-01, 3.861540903163149241e-01, 7.806883202112069320e-01, 6.749678925918070060e-01, 2.564964826752783034e-01, 1.361739548402876476e+00, 4.373562102949548301e-03, 5.537029501576385959e-01, 6.544286078685005448e-01, -5.983902213116869262e-02, 2.084481104675227625e-01, 6.446835522447822431e-01, 1.287053758650889224e+00, 1.124998403641647160e+00, 6.710974058828196309e-01
2.095000000000000000e+03, 7.890544082116336400e-01, 3.399506512708638795e-01, 4.433884237631981473e-01, 5.038964177424188895e-01, 6.530773417386082080e-01, 4.754219603369432279e-01, 1.793990865772551846e+00, 1.015082273816650671e-01, 5.755410501508584353e-01, 9.481130123464531767e-01, -6.825754376799519907e-02, 5.058485189256229919e-01, 6.637041300634193286e-01, 1.380070573938098288e+00, 1.202451941024985427e+00, 4.700107873464563490e-01
2.096000000000000000e+03, 2.928579860539757829e-01, 7.049931239508566705e-02, 2.101250826779300918e-01, 4.552273808256094775e-03, 7.608885751349497850e-01, 4.986842293652727492e-02, 1.734495552236873017e+00, 9.458773471228679175e-02, 9.759359742300595109e-01, 1.308842241875052048e+00, -7.627556595204564027e-02, 4.262816302157306780e-01, 5.112658389403696990e-01, 7.083532119216596756e-01, 1.252584042795253705e+00, -1.250044841811444041e-01
2.097000000000000000e+03, 3.444962995329938771e-01, 6.374045952705518214e-01, 6.776513289108091476e-01, 2.828826637712740788e-01, 7.463189627142047256e-01, 3.917477379504232804e-01, 1.459622214918031124e+00, 2.327516715410874182e-01, 6.913303351687712928e-01, 1.322633297496634386e+00, -2.930965960105114121e-01, 6.225560760717869790e-01, 6.294267829440292061e-01, 1.392855660321610678e+00, 9.632870235724203534e-01, 6.917847936663548136e-01
2.098000000000000000e+03, 1.685538028589652348e-01, 7.727274110644961613e-01, 1.214481136797277427e-01, 4.931201872220923876e-01, 8.565086893600131202e-01, 1.704198044121385536e-01, 1.304881150606354234e+00, 6.004319214725731269e-02, 4.019582478659055047e-01, 1.257212193812346834e+00, 2.046079050667483634e-01, 4.123277858813385599e-01, 6.984138571066736967e-01, 1.023017588849251203e+00, 1.293443219539456290e+00, 2.379649796099944092e-01
2.099000000000000000e+03, 2.977917172265175938e-01, 3.551710635702865493e-01, 1.758636105760075785e-01, 6.184014273776295978e-01, 1.014892678554069061e+00, 3.536447137980492927e-01, 1.038498142989194628e+00, 1.657897205925991657e-01, 2.914691507272271775e-01, 9.291012203941015901e-01, 5.129151545373756838e-01, 1.486313011402735917e-01, 4.692811196162260945e-01, 8.797614487460708732e-01, 1.061864497871745305e+00, 4.331816485283305207e-01
2.100000000000000000e+03, 5.940696094615092182e-01, 2.783355428058534864e-01, 4.450562421138866687e-01, 3.233603832374513098e-01, 8.966887339900995180e-01, 6.974540449783355189e-01, 1.813287691166995064e+00, 1.596297852765890535e-01, 5.960992962282006813e-01, 1.144701560296381038e+00, -1.823212200094334601e-01, 3.293533449686354420e-01, 6.435817640914665017e-01, 1.083270824569606106e+00, 7.567843542628026610e-01, 8.813868964336849521e-01
