year, INM-CM5-0, CanESM5, MPI-ESM1-2-LR, CMCC-CM2-SR5, ACCESS-ESM1-5, UKESM1-0-LL, EC-Earth3-Veg, IPSL-CM6A-LR, CESM2-WACCM, NorESM2-LM, GFDL-ESM4, TaiESM1, MIROC-ES2L, INM-CM4-8, NorESM2-MM, CNRM-ESM2-1
2.071000000000000000e+03, 2.946854784249280783e+02, 2.980979587178238717e+02, 2.949525614241973130e+02, 2.976987075146332131e+02, 2.978004808911576333e+02, 2.971605303709807799e+02, 2.964747210528763048e+02, 2.959117176032256680e+02, 2.976296924459996376e+02, 2.965196082910684368e+02, 2.952491426224849533e+02, 2.967350031246107847e+02, 2.963690196048613075e+02, 2.948964804408255986e+02, 2.966476525533605013e+02, 2.963117748967901548e+02
2.072000000000000000e+03, 2.949197198421383064e+02, 2.972598929755652648e+02, 2.953044587745490048e+02, 2.978864186757774064e+02, 2.980457647915835082e+02, 2.970463022734775791e+02, 2.963470577061565336e+02, 2.953267834207459828e+02, 2.975287159245304451e+02, 2.965738841564175345e+02, 2.950520510069864599e+02, 2.972169364606204454e+02, 2.968386394361701832e+02, 2.948013539285948923e+02, 2.963139167764294370e+02, 2.961374885838698106e+02
2.073000000000000000e+03, 2.949029467471658563e+02, 2.982826689332875958e+02, 2.951588478123872505e+02, 2.983078460329280688e+02, 2.983461078559453199e+02, 2.973547034517317229e+02, 2.957274323422557814e+02, 2.955868777914614043e+02, 2.972153094359971988e+02, 2.972254387698226878e+02, 2.951251716866984225e+02, 2.975103126182584674e+02, 2.978439960355904645e+02, 2.950893320393088288e+02, 2.964079846499508335e+02, 2.958565341137742735e+02
2.074000000000000000e+03, 2.949149361146431829e+02, 2.984648081384448233e+02, 2.946333886232745840e+02, 2.979101855599746500e+02, 2.985205085588710858e+02, 2.975174637965212696e+02, 2.956970920320360960e+02, 2.954238109376958050e+02, 2.977880272853313386e+02, 2.974110913749214546e+02, 2.951983560448419439e+02, 2.969240444136735846e+02, 2.976890027653618063e+02, 2.948466446194179866e+02, 2.964504752571499466e+02, 2.956420438989686090e+02
2.075000000000000000e+03, 2.948440467884824443e+02, 2.981399206471152752e+02, 2.951038514396695973e+02, 2.974339766415669146e+02, 2.979000792896366647e+02, 2.974825621533464641e+02, 2.961093619600447369e+02, 2.956404932085209794e+02, 2.975847631791431809e+02, 2.972827450861555576e+02, 2.951591470936007227e+02, 2.971952449474522950e+02, 2.968559367482944253e+02, 2.949439119645431333e+02, 2.966082794571091767e+02, 2.960995195676493381e+02
2.076000000000000000e+03, 2.952202369455304165e+02, 2.975854273809235906e+02, 2.951357835721092329e+02, 2.973172143899041089e+02, 2.980056802317625966e+02, 2.973348590596880854e+02, 2.962850556195266449e+02, 2.960248071005535166e+02, 2.976120111556362531e+02, 2.971608792412365574e+02, 2.948087052640150887e+02, 2.971032860129013216e+02, 2.967574516807649161e+02, 2.950490468240506630e+02, 2.965367166706343482e+02, 2.956897805263529904e+02
2.077000000000000000e+03, 2.946683320484370370e+02, 2.976922976487845176e+02, 2.954141459052345340e+02, 2.978316696081595865e+02, 2.980629588372939907e+02, 2.968706765764030138e+02, 2.963881470606226003e+02, 2.960444726697828628e+02, 2.978023971409539854e+02, 2.976870535140470224e+02, 2.957258827886590211e+02, 2.973015307457852714e+02, 2.968766298184321499e+02, 2.946632560399434624e+02, 2.961292873850260321e+02, 2.959096571571947152e+02
2.078000000000000000e+03, 2.946859858023166225e+02, 2.979379886705294780e+02, 2.955359916709013532e+02, 2.985376883591706019e+02, 2.982843199534772793e+02, 2.977350460049934213e+02, 2.957324608229689602e+02, 2.951725396229092553e+02, 2.969582583627899908e+02, 2.969335295194368882e+02, 2.960129859501390683e+02, 2.974386033211595759e+02, 2.971011625266811507e+02, 2.947432113699365459e+02, 2.968781157946305598e+02, 2.962418130839776609e+02
2.079000000000000000e+03, 2.948793362099770548e+02, 2.977774245187853239e+02, 2.954977690180377294e+02, 2.983437965210007405e+02, 2.978548438783361121e+02, 2.978055846976280350e+02, 2.958815852508602688e+02, 2.957018862728870090e+02, 2.978177767515516052e+02, 2.967862403714360653e+02, 2.953019356932075539e+02, 2.970149615990362690e+02, 2.977625081367615962e+02, 2.951055941390790167e+02, 2.968064693679515926e+02, 2.962163760958096077e+02
2.080000000000000000e+03, 2.949213771627809137e+02, 2.979281623093942244e+02, 2.946673971311911373e+02, 2.981225187818417339e+02, 2.980947568729411614e+02, 2.977878313229606420e+02, 2.961249021081737851e+02, 2.960414055988009068e+02, 2.980446038580925006e+02, 2.971110402908407195e+02, 2.953789753467201535e+02, 2.973141329641083530e+02, 2.979517574810863039e+02, 2.947938837989891567e+02, 2.965307456516505340e+02, 2.959748070590459292e+02
2.081000000000000000e+03, 2.948043471453988218e+02, 2.973562829538126380e+02, 2.952055652103305192e+02, 2.975657139491164003e+02, 2.986180427901335861e+02, 2.976779273387756461e+02, 2.965615557561123978e+02, 2.956953419963497822e+02, 2.969117540305256284e+02, 2.975576140231435147e+02, 2.955876290288547921e+02, 2.972814291540510681e+02, 2.967984584592378496e+02, 2.950162873329654190e+02, 2.964578126884030098e+02, 2.965564227761836378e+02
2.082000000000000000e+03, 2.947553945675556974e+02, 2.980376682097576122e+02, 2.946721160013062217e+02, 2.975048226554977759e+02, 2.979701414917001898e+02, 2.979548707044701814e+02, 2.968759059699040677e+02, 2.960895362166431823e+02, 2.971353088673463958e+02, 2.974501450274124750e+02, 2.959709896327335628e+02, 2.965923975553931768e+02, 2.968192144648650128e+02, 2.947933876301000851e+02, 2.964104161467490712e+02, 2.961181123249479015e+02
2.083000000000000000e+03, 2.947719057534334297e+02, 2.978117599982286379e+02, 2.951735763620360444e+02, 2.977741565681570819e+02, 2.980015075432557978e+02, 2.974849433477627372e+02, 2.962881760405873024e+02, 2.960654889566550878e+02, 2.978212263191787201e+02, 2.970368894355837028e+02, 2.954214390586494119e+02, 2.967518601803417369e+02, 2.968970116003596331e+02, 2.948752222199913717e+02, 2.964029714136527218e+02, 2.958064104371860026e+02
2.084000000000000000e+03, 2.948527678009372153e+02, 2.984618783928381163e+02, 2.949346791682443722e+02, 2.976404275885122956e+02, 2.987378205281943337e+02, 2.974670975843545762e+02, 2.960807366644348804e+02, 2.958664461195389777e+02, 2.978944947558032936e+02, 2.975097444383744687e+02, 2.946855813348097968e+02, 2.972753015737491182e+02, 2.981829698138831191e+02, 2.946309472254840784e+02, 2.961750298344917383e+02, 2.954114124016028313e+02
2.085000000000000000e+03, 2.949182878383497268e+02, 2.989888823693472091e+02, 2.946513047183470349e+02, 2.980878003564005212e+02, 2.989875186324039760e+02, 2.977903682187434811e+02, 2.963881707139954074e+02, 2.956611668284071470e+02, 2.977000369476775745e+02, 2.965517560471267302e+02, 2.949788500898122265e+02, 2.977677850607398682e+02, 2.973536533079354172e+02, 2.949139521006661653e+02, 2.967244435106696869e+02, 2.955657879334987683e+02
2.086000000000000000e+03, 2.947815275541116193e+02, 3.002396284079219981e+02, 2.946672800972948494e+02, 2.979844439178327207e+02, 2.989418329186136134e+02, 2.979155235213542028e+02, 2.958574254933712382e+02, 2.954875879517739463e+02, 2.981763679286924571e+02, 2.961580187606406298e+02, 2.958047930811126207e+02, 2.974357788956405670e+02, 2.967265840217843333e+02, 2.947856848168518127e+02, 2.969250374675216335e+02, 2.960523039305912789e+02
2.087000000000000000e+03, 2.946335178486082214e+02, 2.970752474092801094e+02, 2.950583205889782334e+02, 2.984170472241402763e+02, 2.984665033908328269e+02, 2.967982412740488485e+02, 2.959475038835614669e+02, 2.958074610221175931e+02, 2.976237753573892633e+02, 2.962952532993771229e+02, 2.951934815695989869e+02, 2.970288721634715898e+02, 2.968782733090370698e+02, 2.948393700773845580e+02, 2.958892945560932617e+02, 2.952753910938129707e+02
2.088000000000000000e+03, 2.945481935585109454e+02, 2.969423321059691148e+02, 2.952627401284710800e+02, 2.981112774514027137e+02, 2.976539259718488779e+02, 2.970588645869342486e+02, 2.969977647707143547e+02, 2.959193577519471887e+02, 2.975949124163636270e+02, 2.967328815265746584e+02, 2.951827227969653791e+02, 2.973137087682659399e+02, 2.978104514368417313e+02, 2.947222242221905617e+02, 2.961913433513205405e+02, 2.957016886566512426e+02
2.089000000000000000e+03, 2.946328760943639509e+02, 2.979196266671352191e+02, 2.947840212143052554e+02, 2.976606306913632238e+02, 2.982892113000119139e+02, 2.974013931976760432e+02, 2.960046718001166255e+02, 2.952440175075072943e+02, 2.980416525696418830e+02, 2.974399666102509059e+02, 2.954276173318546626e+02, 2.971698096499461030e+02, 2.969399483195422818e+02, 2.948308971239192147e+02, 2.961583396710100260e+02, 2.956873423435319523e+02
2.090000000000000000e+03, 2.947423225860092657e+02, 2.981039017534124014e+02, 2.950486487026022928e+02, 2.975867732048285461e+02, 2.982037892507724450e+02, 2.973535303511761754e+02, 2.957373333657336048e+02, 2.955142282872357100e+02, 2.977517779345027407e+02, 2.971426019552975504e+02, 2.955779564121097565e+02, 2.975946741618290048e+02, 2.967974426517008055e+02, 2.947192154675990992e+02, 2.963509448769136156e+02, 2.960761018145234402e+02
2.091000000000000000e+03, 2.947017559478734938e+02, 2.977721870233222603e+02, 2.950434325080525468e+02, 2.978986585096936892e+02, 2.979116852406960447e+02, 2.973197030934769032e+02, 2.961525732411612353e+02, 2.950914782866440191e+02, 2.980769611101216583e+02, 2.973574157077722475e+02, 2.950430119854779605e+02, 2.975371862678865682e+02, 2.979905561437925030e+02, 2.946638240031043097e+02, 2.971153532954861589e+02, 2.960292020884949693e+02
2.092000000000000000e+03, 2.947153015459423386e+02, 2.970128770853261244e+02, 2.949880302511010655e+02, 2.983820229025626531e+02, 2.982876170263066342e+02, 2.978631677303039282e+02, 2.966290380001001381e+02, 2.954902787898193992e+02, 2.977344621656214372e+02, 2.968686632986358518e+02, 2.952996014130239359e+02, 2.972536725542360614e+02, 2.978754194973619178e+02, 2.950563889894744989e+02, 2.963540814705343678e+02, 2.956408521490128578e+02
2.093000000000000000e+03, 2.947001612627552163e+02, 2.981631061419279831e+02, 2.950003479512701574e+02, 2.981981534901756845e+02, 2.979367625984257870e+02, 2.977452202980109632e+02, 2.955064507399328591e+02, 2.958277606015292349e+02, 2.974857089379755735e+02, 2.970306614983152258e+02, 2.954178306455302163e+02, 2.975838689782865458e+02, 2.967696643666716909e+02, 2.947859822338597837e+02, 2.963124053277268786e+02, 2.962416601388811159e+02
2.094000000000000000e+03, 2.949325250522659303e+02, 2.974478741867775398e+02, 2.948354640624116882e+02, 2.980969878534430109e+02, 2.977090592558354274e+02, 2.970833177567039343e+02, 2.956257493545884927e+02, 2.956373009721413609e+02, 2.977256933677728057e+02, 2.975770594177234898e+02, 2.949649332196697173e+02, 2.978359677162275148e+02, 2.964112283926733653e+02, 2.947308757749223673e+02, 2.969020011191143453e+02, 2.958029914704429757e+02
2.095000000000000000e+03, 2.948594138815578845e+02, 2.978003044143000011e+02, 2.944596489641949688e+02, 2.980878171211855943e+02, 2.988292101605625817e+02, 2.973368055437420594e+02, 2.962086669371648213e+02, 2.953169614667793894e+02, 2.971734864037264856e+02, 2.973441431314372494e+02, 2.950035131952027996e+02, 2.972870969051984957e+02, 2.966929869072280326e+02, 2.945577944243996171e+02, 2.961105911711291583e+02, 2.958445341868265359e+02
2.096000000000000000e+03, 2.946857036103353380e+02, 2.982941981764129764e+02, 2.942940984395683586e+02, 2.979429995711345782e+02, 2.984357281184492763e+02, 2.971820519701864214e+02, 2.969733266891099674e+02, 2.951712671033527613e+02, 2.978270348987988427e+02, 2.963605627181922273e+02, 2.950656676034142833e+02, 2.972750550130274974e+02, 2.975278405397862116e+02, 2.947222824343627394e+02, 2.960304679346861008e+02, 2.956350312688616668e+02
2.097000000000000000e+03, 2.945352185306447836e+02, 2.974511450860404125e+02, 2.950125270784939175e+02, 2.978961860510719362e+02, 2.976234163878371533e+02, 2.965930599854137881e+02, 2.967182034993996353e+02, 2.951880837776869839e+02, 2.979967091458592563e+02, 2.967429273186793353e+02, 2.955940905506726608e+02, 2.976510328019936082e+02, 2.979862424915777410e+02, 2.945531739091924806e+02, 2.968009879387303158e+02, 2.963535537319719424e+02
2.098000000000000000e+03, 2.948186067576299365e+02, 2.971832429206065171e+02, 2.951527480706185429e+02, 2.979278020916713103e+02, 2.979153545961677878e+02, 2.969053740030832955e+02, 2.957582293923599650e+02, 2.955868758873406819e+02, 2.974129201571983003e+02, 2.973375590920731497e+02, 2.952125407909423416e+02, 2.972041589270601207e+02, 2.965642910975564632e+02, 2.948008310046405427e+02, 2.969628284040441031e+02, 2.957912589428729007e+02
2.099000000000000000e+03, 2.946507814753921366e+02, 2.981246815408966313e+02, 2.948636997662786143e+02, 2.978362726124833557e+02, 2.981855906275457073e+02, 2.975570483382709313e+02, 2.959097188582152853e+02, 2.958495384328329010e+02, 2.980193239489864254e+02, 2.969502568957866515e+02, 2.956613438572767336e+02, 2.970240572638776371e+02, 2.965778891587582393e+02, 2.945944497155507520e+02, 2.959581586574894345e+02, 2.958031071243098040e+02
2.100000000000000000e+03, 2.945419382630284417e+02, 2.986070697159429983e+02, 2.951533984005859566e+02, 2.978584380414125690e+02, 2.980389847956928975e+02, 2.975539809881443603e+02, 2.964034832725842534e+02, 2.957237035348709924e+02, 2.974817987256910783e+02, 2.968230841431952172e+02, 2.953869950836243561e+02, 2.971391632897043564e+02, 2.970865561310454837e+02, 2.949097667854594533e+02, 2.963002056139014257e+02, 2.962665005458720202e+02
