year, NorESM2-MM, CESM2-WACCM, GFDL-ESM4, EC-Earth3-Veg, GFDL-ESM4, NorESM2-MM, TaiESM1, CNRM-ESM2-1, MPI-ESM1-2-LR, CNRM-ESM2-1, TaiESM1, NorESM2-LM
2.084000000000000000e+03, 1.335830893417158551e-09, 1.130753235498896704e-09, 2.262128399216573758e-09, 2.023335863752983712e-09, 2.247428607688884846e-09, 1.335830893417158551e-09, 1.635821259708709868e-09, 7.602858361838675347e-10, 7.666102892059529879e-10, 7.602858361838675347e-10, 1.635821259708709868e-09, 1.087107750486719161e-09
2.085000000000000000e+03, 1.256142170147007899e-09, 1.117823983648578001e-09, 3.419577461481565005e-09, 2.294488627321356223e-09, 3.404831908126022887e-09, 1.256142170147007899e-09, 1.537205300144811263e-09, 7.237196721817352262e-10, 8.112044207877088911e-10, 7.237196721817352262e-10, 1.537205300144811263e-09, 1.040276076060288836e-09
2.086000000000000000e+03, 1.744575809729297427e-09, 1.228453194280684874e-09, 3.181234935130529872e-09, 2.440359691301778903e-09, 3.166028206459834651e-09, 1.744575809729297427e-09, 1.929540007096361731e-09, 6.000582905314412374e-10, 7.435818337981539636e-10, 6.000582905314412374e-10, 1.929540007096361731e-09, 1.057780344505485816e-09
2.087000000000000000e+03, 1.567231225798269567e-09, 1.182747469173619452e-09, 2.485884571557583979e-09, 2.512138046563183846e-09, 2.470601312903724868e-09, 1.567231225798269567e-09, 1.736538530913943741e-09, 7.099895801183544872e-10, 7.652914672005367578e-10, 7.099895801183544872e-10, 1.736538530913943741e-09, 1.263310918284013837e-09
2.088000000000000000e+03, 1.660339507625932050e-09, 1.439701154650635903e-09, 2.165995610230297684e-09, 3.765645103952238163e-09, 2.150977084100776187e-09, 1.660339507625932050e-09, 1.690027573697224715e-09, 8.362763342910199206e-10, 7.467995569975323313e-10, 8.362763342910199206e-10, 1.690027573697224715e-09, 9.527410552121803112e-10
2.089000000000000000e+03, 1.392268009598669769e-09, 1.348391588979295503e-09, 2.902409909168973744e-09, 1.974994059122581310e-09, 2.887332990768606793e-09, 1.392268009598669769e-09, 1.709500866685982238e-09, 6.233335189979357482e-10, 6.803260045759199633e-10, 6.233335189979357482e-10, 1.709500866685982238e-09, 8.065648424978510543e-10
2.090000000000000000e+03, 1.385963082454051430e-09, 2.272270413007148134e-09, 3.051317389940001613e-09, 1.590356270039605415e-09, 3.036347579579894549e-09, 1.385963082454051430e-09, 1.876299522298887698e-09, 7.662563199177821187e-10, 7.654226176068066532e-10, 7.662563199177821187e-10, 1.876299522298887698e-09, 1.034246833697977479e-09
2.091000000000000000e+03, 1.257609050370528597e-09, 9.300467551534271438e-10, 3.239841772037250803e-09, 1.948535881770026949e-09, 3.224836404688543559e-09, 1.257609050370528597e-09, 2.101904012231037868e-09, 5.808115297348882776e-10, 6.942202558127067159e-10, 5.808115297348882776e-10, 2.101904012231037868e-09, 9.198946832225194539e-10
2.092000000000000000e+03, 1.216365813899003040e-09, 1.097501146882026577e-09, 2.610523186783708098e-09, 2.799700674920655148e-09, 2.595536662637740755e-09, 1.216365813899003040e-09, 2.035724791149930475e-09, 6.863212826748772924e-10, 8.040095560880893843e-10, 6.863212826748772924e-10, 2.035724791149930475e-09, 1.085406776813091274e-09
2.093000000000000000e+03, 9.475625257816217397e-10, 1.305322225916614225e-09, 4.724743525882704128e-09, 2.119223732845608756e-09, 4.709912950251474520e-09, 9.475625257816217397e-10, 1.489218328766933397e-09, 6.119720053341798769e-10, 9.027732769334597037e-10, 6.119720053341798769e-10, 1.489218328766933397e-09, 8.003279421782862488e-10
2.094000000000000000e+03, 1.076427260725547174e-09, 1.363117727616150637e-09, 2.251117882596700314e-09, 2.120928691180977126e-09, 2.236271072734495098e-09, 1.076427260725547174e-09, 1.552092616219677740e-09, 6.413361126938227707e-10, 6.942357717419802791e-10, 6.413361126938227707e-10, 1.552092616219677740e-09, 5.851128651802304568e-10
2.095000000000000000e+03, 1.257736764961156016e-09, 1.272974971970343818e-09, 2.397332913451630691e-09, 3.289912151697398324e-09, 2.382321956701633586e-09, 1.257736764961156016e-09, 1.420806816787658854e-09, 7.718507427272806182e-10, 6.879375887546092996e-10, 7.718507427272806182e-10, 1.420806816787658854e-09, 7.660126773227656041e-10
2.096000000000000000e+03, 9.877196924616616287e-10, 1.071787087157306909e-09, 2.590928829731530907e-09, 4.598283095166104692e-09, 2.575863114133549149e-09, 9.877196924616616287e-10, 1.704417432559561018e-09, 6.692001022840277088e-10, 7.086144568765239360e-10, 6.692001022840277088e-10, 1.704417432559561018e-09, 7.376514289061660251e-10
2.097000000000000000e+03, 7.813472604913667810e-10, 1.187940171552538256e-09, 2.584152653195369374e-09, 2.341856168430265262e-09, 2.569687596216971054e-09, 7.813472604913667810e-10, 1.643528881222238335e-09, 6.327696578134689358e-10, 7.343683323522398838e-10, 6.327696578134689358e-10, 1.643528881222238335e-09, 6.821013937200396026e-10
2.098000000000000000e+03, 9.307795525443368679e-10, 9.500765983779822014e-10, 4.984825004140705776e-09, 2.123569775597315257e-09, 4.970617063782022457e-09, 9.307795525443368679e-10, 1.480291449031945060e-09, 4.819821109036835642e-10, 8.321348220464582419e-10, 4.819821109036835642e-10, 1.480291449031945060e-09, 7.377697535712796578e-10
2.099000000000000000e+03, 9.588521300771919047e-10, 8.995877309473618003e-10, 3.076261340202213045e-09, 2.105487122195111864e-09, 3.062018132257295534e-09, 9.588521300771919047e-10, 1.495476530257795118e-09, 8.653850922110448780e-10, 7.202146986259378039e-10, 8.653850922110448780e-10, 1.495476530257795118e-09, 7.906452493382198275e-10
2.100000000000000000e+03, 1.317755584111692277e-09, 8.412507662536593867e-10, 2.458868189003898571e-09, 3.487342063089638444e-09, 2.445240758403800945e-09, 1.317755584111692277e-09, 1.466277502931397454e-09, 6.281727283743492572e-10, 8.238034487934069974e-10, 6.281727283743492572e-10, 1.466277502931397454e-09, 7.056478180394262793e-10
