year, CESM2-WACCM, MPI-ESM1-2-LR, EC-Earth3-Veg, TaiESM1, IPSL-CM6A-LR, NorESM2-MM, CMCC-CM2-SR5, CNRM-ESM2-1, INM-CM4-8, GFDL-ESM4, UKESM1-0-LL, ACCESS-ESM1-5, MIROC-ES2L, NorESM2-LM, INM-CM5-0, CanESM5
2.071000000000000000e+03, 1.241068970664436044e+01, 2.203631775215346877e+01, 1.461934152051895275e+01, 1.228088143068913141e+01, 1.316439340037032757e+01, 1.218772611752970114e+01, 1.021153457211236670e+01, 1.005906133085609078e+01, 2.092011093406059530e+01, 1.597963913333227737e+01, 2.017055384647464678e+01, 1.218166783477984616e+01, 1.428951262082069285e+01, 1.318942675920948382e+01, 2.170462569634309347e+01, 1.661614431631989675e+01
2.072000000000000000e+03, 1.277680480258889517e+01, 2.152944774796791449e+01, 1.533358476592110620e+01, 1.167177825226831267e+01, 1.414634223033544735e+01, 1.264798117211655537e+01, 1.013668299973242171e+01, 9.482331097716233614e+00, 2.091580885681086954e+01, 1.655797958636777878e+01, 1.980439217071112523e+01, 1.237433523444005878e+01, 1.434532060358717587e+01, 1.342426134171097729e+01, 2.040714466514694081e+01, 1.793371774495923887e+01
2.073000000000000000e+03, 1.271387735754768933e+01, 2.326531402487900380e+01, 1.560592438268242255e+01, 1.230163618198938913e+01, 1.423033950208085230e+01, 1.261444477994913527e+01, 9.944849735581566819e+00, 1.089566698837516157e+01, 2.068418297067713496e+01, 1.602283036830749907e+01, 1.978517762846271211e+01, 1.194080741911343146e+01, 1.398062577554044061e+01, 1.209322204197536088e+01, 2.045985063748449306e+01, 1.523100825020944704e+01
2.074000000000000000e+03, 1.142557704538303298e+01, 2.304363866132928962e+01, 1.587328839573342520e+01, 1.263374347530893438e+01, 1.409211116746054948e+01, 1.245949070111611157e+01, 1.038111723761548788e+01, 1.022969553090300288e+01, 2.057438874040807875e+01, 1.593656576152001847e+01, 1.920759445102900997e+01, 1.112123540081223183e+01, 1.330976198898980734e+01, 1.258335703041161757e+01, 2.013739681140711113e+01, 1.542932688099690886e+01
2.075000000000000000e+03, 1.233620839917524314e+01, 2.235944366111509396e+01, 1.459623633500555862e+01, 1.104719393416452533e+01, 1.420421022315024828e+01, 1.260938555619003054e+01, 1.058554431491763381e+01, 9.626347384557471187e+00, 2.020087763024087479e+01, 1.580733512822246922e+01, 1.959704424473191153e+01, 1.200063861147135391e+01, 1.359346024941910258e+01, 1.285491157586264244e+01, 2.016982720936674056e+01, 1.616708783365107038e+01
2.076000000000000000e+03, 1.239127837173862190e+01, 2.109635029656639205e+01, 1.547076174805981275e+01, 1.303756298989735107e+01, 1.330165301960849966e+01, 1.242133279689162428e+01, 1.035895085578095909e+01, 1.126901278804857398e+01, 1.945313938475713300e+01, 1.585137138612784469e+01, 2.018855480880143460e+01, 1.231972056373390600e+01, 1.390628369629222405e+01, 1.239587571232566354e+01, 1.907529243911940497e+01, 1.692135221798726619e+01
2.077000000000000000e+03, 1.245146846394504436e+01, 2.090707380305022411e+01, 1.445563564495516218e+01, 1.231535652795528257e+01, 1.323841736376329337e+01, 1.302986799569258025e+01, 1.015301158127326886e+01, 1.034425303048768008e+01, 2.037964534828988405e+01, 1.472399773439683734e+01, 2.199962625840171171e+01, 1.250116988105588511e+01, 1.394708517462700925e+01, 1.214432871094754063e+01, 2.056513039863573056e+01, 1.696845683416875161e+01
2.078000000000000000e+03, 1.281710679686979759e+01, 2.041446607086885123e+01, 1.578033460036199642e+01, 1.228337918754024649e+01, 1.412272785910858275e+01, 1.275798927337257105e+01, 9.352275428928415124e+00, 9.549531588479366562e+00, 2.081899858164157635e+01, 1.462302446996560334e+01, 1.973305440421350099e+01, 1.154440972107445873e+01, 1.372011095123478164e+01, 1.269808590376835156e+01, 2.012706108726584020e+01, 1.660153064076119378e+01
2.079000000000000000e+03, 1.175575579180568475e+01, 2.129315501787336018e+01, 1.481382050848131193e+01, 1.303539897387253177e+01, 1.476212076630137737e+01, 1.243338301917216171e+01, 1.010408751857875487e+01, 1.041438002122133355e+01, 1.975350886917309268e+01, 1.546189810180601931e+01, 1.925241991876228553e+01, 1.225568827642858949e+01, 1.386618799302095439e+01, 1.275473052035694543e+01, 2.060497202693484908e+01, 1.641124433966334806e+01
2.080000000000000000e+03, 1.142495836111567975e+01, 2.260540967458352668e+01, 1.512446524168446871e+01, 1.191957010755871238e+01, 1.410712548115922971e+01, 1.292577797128218364e+01, 1.048992884720791885e+01, 9.563328576501245237e+00, 2.069041313271582183e+01, 1.515800914142540101e+01, 1.893062683841679927e+01, 1.210688370889539378e+01, 1.342607247314810692e+01, 1.266375445883543094e+01, 2.064159980297095842e+01, 1.694015580950555488e+01
2.081000000000000000e+03, 1.303331026687339644e+01, 2.198947582168915815e+01, 1.466234683337768807e+01, 1.277460752696006629e+01, 1.446508863440172732e+01, 1.239600393853882387e+01, 1.054808633837581411e+01, 9.311322351926952123e+00, 1.994235809224937128e+01, 1.441561676657824442e+01, 1.965856781261740238e+01, 1.071087187098084570e+01, 1.353916833051707158e+01, 1.290629464423217954e+01, 2.024658938826532051e+01, 1.731985692078887595e+01
2.082000000000000000e+03, 1.254371102023412199e+01, 2.287745773364783730e+01, 1.395865305375359000e+01, 1.297494677189174972e+01, 1.438284575582247271e+01, 1.264070927788525367e+01, 1.018476521948478464e+01, 1.016536481923648871e+01, 2.110432496987214535e+01, 1.449913243234773752e+01, 1.911767705199786604e+01, 1.164518699206899832e+01, 1.362065279626548353e+01, 1.291415110540507527e+01, 2.061767923125954027e+01, 1.636916788378144361e+01
2.083000000000000000e+03, 1.200599778943578322e+01, 2.145843755629751115e+01, 1.536131690362331348e+01, 1.176433286212038709e+01, 1.398623037119730306e+01, 1.236830073385743844e+01, 9.953168054942359788e+00, 1.030019621478016312e+01, 2.022660943430246405e+01, 1.496526166261670809e+01, 2.002587219120476192e+01, 1.197775893821902038e+01, 1.378487721601622340e+01, 1.286734054232183055e+01, 2.034058152570570854e+01, 1.649195383606246068e+01
2.084000000000000000e+03, 1.198909105101639305e+01, 2.251232144757389975e+01, 1.542327207058219507e+01, 1.194128185874124881e+01, 1.454656144749319679e+01, 1.275662221482951608e+01, 1.028173446824168913e+01, 1.153843112900881174e+01, 2.044620566637906123e+01, 1.674488239664279021e+01, 1.896187933605262899e+01, 1.020694982174252274e+01, 1.337661020300445180e+01, 1.268163411817566022e+01, 2.070101336494313671e+01, 1.555021759666614400e+01
2.085000000000000000e+03, 1.208675811503666964e+01, 2.257073316143158337e+01, 1.475887413837183892e+01, 1.193837588728275989e+01, 1.427338545221377686e+01, 1.258203586023846832e+01, 9.633059897970237984e+00, 1.097553157376478339e+01, 2.015194745596631165e+01, 1.571324601798266407e+01, 1.870589430894857585e+01, 9.826141741887392200e+00, 1.319356117296930364e+01, 1.340807592853848362e+01, 2.055096386551387155e+01, 1.469093216540390578e+01
2.086000000000000000e+03, 1.182882830310590982e+01, 2.182957372221435932e+01, 1.535583350132850633e+01, 1.189619164826055275e+01, 1.304375478013432499e+01, 1.158628160625404213e+01, 1.013001854143222324e+01, 9.943937967767704222e+00, 2.024441759957612774e+01, 1.459499990442911255e+01, 1.830712028299916128e+01, 9.656602435556223440e+00, 1.341592753273532601e+01, 1.288839324383999418e+01, 2.010861075124559250e+01, 1.237833964048108371e+01
2.087000000000000000e+03, 1.223392496913016458e+01, 2.053327756579671970e+01, 1.534796852636356590e+01, 1.246156174259894200e+01, 1.444342488696823068e+01, 1.281042939529512381e+01, 1.007221068845919376e+01, 1.098846794227863910e+01, 2.065372171197752493e+01, 1.568867515900958765e+01, 2.186866750323376607e+01, 1.072796212828876250e+01, 1.407293385417747089e+01, 1.282214111335973783e+01, 2.079972309365528105e+01, 1.872933083718960035e+01
2.088000000000000000e+03, 1.215883264546342524e+01, 2.170611877846040372e+01, 1.443204540926874202e+01, 1.183948836525565618e+01, 1.392659928972426009e+01, 1.246054180797954736e+01, 1.013010023655193059e+01, 9.765769892770430616e+00, 2.078444146464243403e+01, 1.556812284305956773e+01, 2.148938239324014532e+01, 1.260174195147691734e+01, 1.352265024197457421e+01, 1.323542417828662643e+01, 2.094165200452089337e+01, 1.834421359462475110e+01
2.089000000000000000e+03, 1.181344501453633455e+01, 2.178922740631077204e+01, 1.518470215988919314e+01, 1.181096928052405026e+01, 1.481931502738786222e+01, 1.239149017947816489e+01, 1.033362023286127496e+01, 1.113655576068320485e+01, 2.002556770985511037e+01, 1.513560399498659592e+01, 2.025016093350724944e+01, 1.154119993936917155e+01, 1.355681125610793103e+01, 1.264364530180072599e+01, 2.089729513714199172e+01, 1.668336393002731555e+01
2.090000000000000000e+03, 1.170268585932108429e+01, 2.213831571802937503e+01, 1.563666046347685423e+01, 1.188625155986599324e+01, 1.410019992921451149e+01, 1.264767895586487079e+01, 1.020485472961383522e+01, 9.608019021490870060e+00, 1.965698369147015612e+01, 1.463352373793328987e+01, 1.900937645671245591e+01, 1.187248249727469940e+01, 1.389239130927028754e+01, 1.279832022628908916e+01, 2.077564117836185531e+01, 1.597280531298301121e+01
2.091000000000000000e+03, 1.147079359027282308e+01, 2.178589924231928876e+01, 1.506313099581662840e+01, 1.212512472847107681e+01, 1.496704995551390738e+01, 1.210462384163752603e+01, 1.018924383809715017e+01, 1.058116468543203581e+01, 1.999804637348897529e+01, 1.522356495526295461e+01, 1.976656591455808254e+01, 1.200204849875522939e+01, 1.312496219263568520e+01, 1.211249542207912278e+01, 2.035892147781467543e+01, 1.613602141835605508e+01
2.092000000000000000e+03, 1.215449896861726664e+01, 2.218160916262224092e+01, 1.475777711422683858e+01, 1.158852625203320130e+01, 1.368110167668253574e+01, 1.267254678000145596e+01, 9.893087874968895079e+00, 1.082649283123674344e+01, 1.933674348621437744e+01, 1.520470595755120868e+01, 1.933184252939760128e+01, 1.153198483365363103e+01, 1.279855952617542947e+01, 1.241453254439988285e+01, 2.036034741524145630e+01, 1.809982009971257000e+01
2.093000000000000000e+03, 1.195219188845725533e+01, 2.204432360669649427e+01, 1.553875592138377826e+01, 1.252511250720126768e+01, 1.430478279223170723e+01, 1.266614140604472105e+01, 1.021664887192024018e+01, 9.723102927340251611e+00, 1.939992212559020146e+01, 1.456429583557019747e+01, 2.003339963619761832e+01, 1.198564247830279150e+01, 1.348737034033951687e+01, 1.262275720078364571e+01, 1.998128379599700111e+01, 1.562331412231115912e+01
2.094000000000000000e+03, 1.099791117179327671e+01, 2.224776892452225141e+01, 1.507190364025652940e+01, 1.210495769643278585e+01, 1.391754730786714589e+01, 1.247875044861507732e+01, 1.045931762716626778e+01, 1.047955540226762494e+01, 2.010750623378937263e+01, 1.559178810741259902e+01, 2.009116046288990631e+01, 1.273507137954534763e+01, 1.367194851475303885e+01, 1.273655558079782146e+01, 2.046785358276433442e+01, 1.678311223357720294e+01
2.095000000000000000e+03, 1.205075429935747522e+01, 2.210379790247968756e+01, 1.419983517725351696e+01, 1.211373833644156939e+01, 1.375121182520202900e+01, 1.252253442473893585e+01, 9.690226095913335058e+00, 1.005877776797107259e+01, 2.032195280877744636e+01, 1.559883496560376770e+01, 2.002627358473937846e+01, 9.767164391680065449e+00, 1.358469659722902634e+01, 1.230615375630460306e+01, 2.006523639100537793e+01, 1.625320702625825930e+01
2.096000000000000000e+03, 1.187926367450167575e+01, 2.218651819079908449e+01, 1.256402977980228108e+01, 1.173009648196028643e+01, 1.380933360973630641e+01, 1.281557453012882064e+01, 1.024491643359835003e+01, 1.058195595130119671e+01, 2.023149137242335627e+01, 1.517359216042197723e+01, 2.036232328180750528e+01, 1.022938807287886398e+01, 1.350077372408294352e+01, 1.310121521941904632e+01, 2.086322798387654487e+01, 1.529942984972636744e+01
2.097000000000000000e+03, 1.157232385278319420e+01, 2.116843057553557017e+01, 1.448665174037756920e+01, 1.195203075486566391e+01, 1.426016888879608757e+01, 1.238445746438904749e+01, 1.082883026681628813e+01, 9.644408199686377969e+00, 2.030721800304185365e+01, 1.491730685148783841e+01, 2.186437379261198544e+01, 1.164222366009389198e+01, 1.311375946268951154e+01, 1.337537663366265406e+01, 2.057883688593809879e+01, 1.715400794698055620e+01
2.098000000000000000e+03, 1.217618349611664819e+01, 2.065868991251436171e+01, 1.504789026746276903e+01, 1.245188368982111093e+01, 1.482469624586697421e+01, 1.230685695064800989e+01, 1.024880933225036372e+01, 1.118386710429384046e+01, 1.961097466004043355e+01, 1.466778929913501806e+01, 2.098918017766053978e+01, 1.164394766708727147e+01, 1.353174995129238134e+01, 1.271467011332993735e+01, 1.928892084270334806e+01, 1.709796417272067970e+01
2.099000000000000000e+03, 1.186299727764173007e+01, 2.172668588897437658e+01, 1.522069033638011604e+01, 1.199741401426162035e+01, 1.384362634165199957e+01, 1.300128146329150702e+01, 9.869087943314253764e+00, 9.823237904978265433e+00, 2.060652456905564378e+01, 1.418593187182921511e+01, 1.851888692159517902e+01, 1.135375190447434690e+01, 1.354387079753692724e+01, 1.271232918887732311e+01, 2.030362545821520825e+01, 1.603507542519225382e+01
2.100000000000000000e+03, 1.242399796960002689e+01, 2.097317983444271761e+01, 1.410461825034832195e+01, 1.183485383956678305e+01, 1.397771443943601710e+01, 1.245518735445721781e+01, 9.609025048898409693e+00, 1.028652062931512212e+01, 1.937595972070041839e+01, 1.441413033093486895e+01, 1.855060245278998110e+01, 1.166210553718954657e+01, 1.384967032871800718e+01, 1.280878545679851754e+01, 2.045087894552542096e+01, 1.453031825885024197e+01
