year, UKESM1-0-LL, NorESM2-LM, ACCESS-ESM1-5, IPSL-CM6A-LR, MIROC-ES2L, INM-CM5-0, TaiESM1, EC-Earth3-Veg, NorESM2-MM, GFDL-ESM4, MPI-ESM1-2-LR, CESM2-WACCM, INM-CM4-8, CanESM5, CMCC-CM2-SR5, CNRM-ESM2-1
2.069000000000000000e+03, 1.909932034648929573e+02, 1.836189758855093146e+02, 1.864806804326111660e+02, 1.480030278857945802e+02, 1.371183823638500030e+02, 1.582541323735766525e+02, 1.521921091665309689e+02, 1.333354187730365936e+02, 1.805816654468557374e+02, 7.406183223449093589e+01, 1.588266774336392473e+02, 1.760335108624304894e+02, 1.554440223027517050e+02, 1.065751216128809773e+02, 1.476813393248667410e+02, 1.383294639391990302e+02
2.070000000000000000e+03, 1.908277904661609341e+02, 1.843350125487037872e+02, 1.850560968634374603e+02, 1.477981583450747962e+02, 1.369185424092618462e+02, 1.585571205998513449e+02, 1.521578981252563096e+02, 1.340833659222498397e+02, 1.806028358066794226e+02, 7.422575160439021147e+01, 1.593840549378764138e+02, 1.767340776707366388e+02, 1.555946037585544275e+02, 1.065738906819744329e+02, 1.470543745110495024e+02, 1.384380572828580682e+02
2.071000000000000000e+03, 1.905789703627723100e+02, 1.846542112193685625e+02, 1.850226845324096416e+02, 1.473593764489963007e+02, 1.372267437467685340e+02, 1.591103023254652555e+02, 1.523434348264235609e+02, 1.336868773962907255e+02, 1.806010235277838376e+02, 7.489382786682553217e+01, 1.598771490602288168e+02, 1.770498180915792545e+02, 1.561581919243650418e+02, 1.056753459894058693e+02, 1.469220030130734926e+02, 1.379184085882978081e+02
2.072000000000000000e+03, 1.905059590635300708e+02, 1.852686671458002365e+02, 1.857853661595236190e+02, 1.474693425868138945e+02, 1.376250341042260175e+02, 1.591972136435790048e+02, 1.525779999542826317e+02, 1.327654239944456833e+02, 1.804835168052685503e+02, 7.519739355617421950e+01, 1.595320174535002593e+02, 1.774118547958609327e+02, 1.563868624779838115e+02, 1.073011758351780145e+02, 1.474946817105777654e+02, 1.380211556282208676e+02
2.073000000000000000e+03, 1.905000524854878847e+02, 1.853050662681535528e+02, 1.861610797153791452e+02, 1.478093112540331333e+02, 1.379331411409016823e+02, 1.586878823495179347e+02, 1.521031397188169478e+02, 1.334959566276187672e+02, 1.810139272747146322e+02, 7.567324065663942179e+01, 1.591215567899075154e+02, 1.779795122846111610e+02, 1.566434384877293837e+02, 1.076890755604353132e+02, 1.473798806176358767e+02, 1.377810676712274471e+02
2.074000000000000000e+03, 1.901568018771320681e+02, 1.847304755715636873e+02, 1.857352811723935986e+02, 1.479193302561551207e+02, 1.375778030758085322e+02, 1.586288877799730699e+02, 1.521107368958311099e+02, 1.341779724609175162e+02, 1.811654890022271900e+02, 7.571391650077372049e+01, 1.599488815352455617e+02, 1.777446080833760504e+02, 1.565176551794370141e+02, 1.063135374133777447e+02, 1.475120619389409171e+02, 1.383557171146345013e+02
2.075000000000000000e+03, 1.898495298152840576e+02, 1.848229862596825512e+02, 1.855520865864158111e+02, 1.480733306400826166e+02, 1.370532839017545825e+02, 1.580942697942021482e+02, 1.513317506901996410e+02, 1.348571108420841256e+02, 1.811392530684995847e+02, 7.627543738039818777e+01, 1.605320384689976834e+02, 1.770878812857594937e+02, 1.565191035510718507e+02, 1.055991528216764692e+02, 1.478180481328469966e+02, 1.377306770568686716e+02
2.076000000000000000e+03, 1.897786517849119150e+02, 1.848428825130242501e+02, 1.860571440672468100e+02, 1.477475335608197895e+02, 1.368532290564312177e+02, 1.573637265335258917e+02, 1.499159672396208975e+02, 1.342894819070629921e+02, 1.813690457414718651e+02, 7.642470785248039533e+01, 1.582322918941653143e+02, 1.776980509267328046e+02, 1.559137986615778004e+02, 1.055533963663943098e+02, 1.481158780931281171e+02, 1.380986366466163986e+02
2.077000000000000000e+03, 1.898761720311750025e+02, 1.845128424308404362e+02, 1.869044083702543446e+02, 1.471278805598689701e+02, 1.369243403317570653e+02, 1.567468052945290538e+02, 1.513578219429358853e+02, 1.343621747339012416e+02, 1.816643159408078532e+02, 7.629887910656312044e+01, 1.575594709175537957e+02, 1.776614792326749637e+02, 1.555758110749604555e+02, 1.060829679856146299e+02, 1.488780822153602799e+02, 1.379743496786109915e+02
2.078000000000000000e+03, 1.900585398225296956e+02, 1.844019325750149108e+02, 1.866875508614284342e+02, 1.472681889929019690e+02, 1.368777477931329258e+02, 1.567146413566962053e+02, 1.508688827037490512e+02, 1.344014460028711255e+02, 1.820344874045465531e+02, 7.551972453843271182e+01, 1.566369191845830642e+02, 1.782690140701895700e+02, 1.559831083154187468e+02, 1.066572785303507231e+02, 1.480723741601555901e+02, 1.377035850217273776e+02
2.079000000000000000e+03, 1.893508076420142174e+02, 1.845768230937347596e+02, 1.868275884601509347e+02, 1.478531776308746259e+02, 1.366871835558713997e+02, 1.567901797180194876e+02, 1.511970080119327235e+02, 1.349612038100374320e+02, 1.823565147039249723e+02, 7.565702361153152822e+01, 1.560391958918472994e+02, 1.783646624688323925e+02, 1.559115319955456869e+02, 1.062694873723846172e+02, 1.478300711539780821e+02, 1.373567281310282340e+02
2.080000000000000000e+03, 1.887838303559435644e+02, 1.847149812823785169e+02, 1.870699744007657728e+02, 1.476660105861149930e+02, 1.365928106894678820e+02, 1.569841702490818989e+02, 1.517913273514905370e+02, 1.349025704224027891e+02, 1.823155786123205644e+02, 7.576798174398693675e+01, 1.564986662594903351e+02, 1.774998480890164956e+02, 1.556717518691438045e+02, 1.068119515131635353e+02, 1.485973759909504679e+02, 1.377795738750476460e+02
2.081000000000000000e+03, 1.882437998211415220e+02, 1.846291166503570196e+02, 1.865238524549738202e+02, 1.474743024300973389e+02, 1.361095470672107979e+02, 1.569304628743014973e+02, 1.517487993074177268e+02, 1.348774083830715824e+02, 1.823561647139276829e+02, 7.585761744528606698e+01, 1.569912917471058336e+02, 1.777370192583445032e+02, 1.559263177580355091e+02, 1.070107434400339912e+02, 1.488817297506369357e+02, 1.363836160202699546e+02
2.082000000000000000e+03, 1.877235461511410506e+02, 1.846548949119168697e+02, 1.860109982612450779e+02, 1.479414786788784966e+02, 1.358894270280757439e+02, 1.567953466478822691e+02, 1.520480573693686210e+02, 1.341247025588895667e+02, 1.823780981938826926e+02, 7.538187794853983803e+01, 1.575381538205297716e+02, 1.784305054514432811e+02, 1.558219200423708060e+02, 1.078749932767665598e+02, 1.487998828017773292e+02, 1.362126855902992872e+02
2.083000000000000000e+03, 1.872833593165391335e+02, 1.847702731637049851e+02, 1.864987947524260221e+02, 1.474619091801350521e+02, 1.357878353049568716e+02, 1.566614424792522016e+02, 1.525264756071011618e+02, 1.334922506991370312e+02, 1.824796747228342326e+02, 7.507118909897266690e+01, 1.572896698687009973e+02, 1.783970323756891787e+02, 1.560520966624636969e+02, 1.064761736174076532e+02, 1.486496196811917230e+02, 1.363583001106982238e+02
2.084000000000000000e+03, 1.868813127048497051e+02, 1.846003797706573835e+02, 1.858225403666359341e+02, 1.476113137225641481e+02, 1.356423614144280521e+02, 1.567785473805274989e+02, 1.520705900777883812e+02, 1.338921938279977439e+02, 1.825781998344113219e+02, 7.640712546419382534e+01, 1.570843186682725729e+02, 1.780244193574856979e+02, 1.559539453383126784e+02, 1.063364097620989099e+02, 1.489450354515154800e+02, 1.367085060567849553e+02
2.085000000000000000e+03, 1.861497726373897024e+02, 1.849537082037447249e+02, 1.843584129191576153e+02, 1.477022683064649016e+02, 1.350431278721005697e+02, 1.568972924385991519e+02, 1.517472830077075798e+02, 1.343361269645801599e+02, 1.829314135637377206e+02, 7.693121753527711348e+01, 1.573411504825902796e+02, 1.781095753372657100e+02, 1.556446407121251241e+02, 1.044331133453486871e+02, 1.489421755190863053e+02, 1.374285900447557651e+02
2.086000000000000000e+03, 1.853886484681360969e+02, 1.853145728853916978e+02, 1.829234853864139154e+02, 1.472726410313826193e+02, 1.345267124388577429e+02, 1.565999695662907243e+02, 1.510842268637458119e+02, 1.343872090474364711e+02, 1.824620222714347904e+02, 7.600817961787483057e+01, 1.573372689404639004e+02, 1.779855393423731300e+02, 1.555595256259058488e+02, 1.007487346141605542e+02, 1.487736818280348814e+02, 1.371301585454194765e+02
2.087000000000000000e+03, 1.850616534632130765e+02, 1.855165870002812198e+02, 1.824186672563024842e+02, 1.471031751610339882e+02, 1.345855076253947402e+02, 1.567778417468041141e+02, 1.506539717363470174e+02, 1.346431093145477291e+02, 1.822041325113614221e+02, 7.638362154045367447e+01, 1.570638999930427815e+02, 1.775938769424024315e+02, 1.558842049720144018e+02, 1.003474668462261974e+02, 1.491399131575406329e+02, 1.372191942599419292e+02
2.088000000000000000e+03, 1.853266342895638275e+02, 1.858048581622099675e+02, 1.831631826267503982e+02, 1.469779442273773498e+02, 1.347227167800517975e+02, 1.569621720159945824e+02, 1.502065714254104876e+02, 1.344673959011685156e+02, 1.823407704757174770e+02, 7.680097635888621710e+01, 1.564677005961273437e+02, 1.779628759660426738e+02, 1.559145158398997069e+02, 1.028042915856742496e+02, 1.489206794191713357e+02, 1.372085813994745251e+02
2.089000000000000000e+03, 1.852372722200909152e+02, 1.859377434682623402e+02, 1.836504978647906796e+02, 1.471934887819589619e+02, 1.343821613919307083e+02, 1.574683546103216258e+02, 1.494022175901358196e+02, 1.333599810717665264e+02, 1.822552038520104531e+02, 7.695636248046851335e+01, 1.566301242791483332e+02, 1.774989730253924449e+02, 1.559362884139873699e+02, 1.038721026891433752e+02, 1.488058420414990053e+02, 1.369405093650320566e+02
2.090000000000000000e+03, 1.847628251029474882e+02, 1.858398049838861539e+02, 1.838979819704253771e+02, 1.473849724293538941e+02, 1.343331638741460949e+02, 1.576037939851022998e+02, 1.488890739350018748e+02, 1.339867981649782962e+02, 1.824421787204668703e+02, 7.683153116412172778e+01, 1.574260425253059736e+02, 1.773070664730574890e+02, 1.553102192279012570e+02, 1.026682976764042650e+02, 1.490677521914640806e+02, 1.369882255987792803e+02
2.091000000000000000e+03, 1.843452345016850700e+02, 1.856135682964703335e+02, 1.841814513459460159e+02, 1.474564074246972041e+02, 1.343571307778648816e+02, 1.573112229495495171e+02, 1.481774909308867336e+02, 1.348964255509975203e+02, 1.823698722643978272e+02, 7.706010186678366836e+01, 1.574097069738349433e+02, 1.765694123002730009e+02, 1.550650625089150196e+02, 1.021430261377114306e+02, 1.494636142061908117e+02, 1.366177327186370860e+02
2.092000000000000000e+03, 1.839501644209930191e+02, 1.853088596175823852e+02, 1.842265889469279330e+02, 1.477055003713494159e+02, 1.336821462641518110e+02, 1.574209142446855765e+02, 1.476400762208972424e+02, 1.352987700860965674e+02, 1.824662655898562775e+02, 7.707956183067365430e+01, 1.574491531711069854e+02, 1.767508050372933894e+02, 1.548179195628097489e+02, 1.026769348755322824e+02, 1.492388555481496155e+02, 1.371378679925332449e+02
2.093000000000000000e+03, 1.834386845637908721e+02, 1.852624143126728598e+02, 1.844651824016208650e+02, 1.475459766014443517e+02, 1.332135733465375722e+02, 1.569759843174316529e+02, 1.472620167282782973e+02, 1.350371898880908361e+02, 1.828127159869260936e+02, 7.650915063693012996e+01, 1.575560044402016047e+02, 1.771929958049289269e+02, 1.540138557056220066e+02, 1.030930391141925782e+02, 1.489959952948568969e+02, 1.371702684261058494e+02
2.094000000000000000e+03, 1.831733731447261562e+02, 1.856882568827053035e+02, 1.853897805413940887e+02, 1.471669502269342900e+02, 1.333578221272005067e+02, 1.568543139259491568e+02, 1.480029197442768805e+02, 1.357444904742557412e+02, 1.830374244379789843e+02, 7.638510945419265852e+01, 1.576753210255259319e+02, 1.765193676815278536e+02, 1.541453388191157501e+02, 1.023733831198065900e+02, 1.496711774975873936e+02, 1.370344185900287357e+02
2.095000000000000000e+03, 1.829866453233891548e+02, 1.855419094955205139e+02, 1.845296249398614918e+02, 1.470152669628453737e+02, 1.334304164466882696e+02, 1.565847534971028665e+02, 1.480563901504610840e+02, 1.355631849743995474e+02, 1.829801784699427571e+02, 7.708082337805026896e+01, 1.582896303562976357e+02, 1.762810037497500559e+02, 1.538455551922284883e+02, 1.023369224291228505e+02, 1.496630670321594607e+02, 1.372645384101010677e+02
2.096000000000000000e+03, 1.829506101836848018e+02, 1.858887938054372739e+02, 1.832687202542436467e+02, 1.469743287415166435e+02, 1.332927083826991463e+02, 1.566817975160562355e+02, 1.472529970645708772e+02, 1.344565718251566864e+02, 1.834108027330656228e+02, 7.719291981419839033e+01, 1.587261515925428057e+02, 1.765628837790907539e+02, 1.541968361409286672e+02, 1.011473138092656257e+02, 1.488900320904842545e+02, 1.378001840956227397e+02
2.097000000000000000e+03, 1.828740500612681217e+02, 1.865013770854545498e+02, 1.832002211114952672e+02, 1.470260310043239258e+02, 1.332214594439319058e+02, 1.566413604128426869e+02, 1.471988073990253838e+02, 1.321899137329413918e+02, 1.836796304945404472e+02, 7.702570183769844903e+01, 1.585687029987121264e+02, 1.764998691059749660e+02, 1.541621452360746218e+02, 1.002303908802751664e+02, 1.494963192893604855e+02, 1.375928084184917566e+02
2.098000000000000000e+03, 1.833176779653514927e+02, 1.871012393641016160e+02, 1.838316086352303955e+02, 1.472380722619942048e+02, 1.329286006228662131e+02, 1.562372173579103389e+02, 1.471696749530002535e+02, 1.321177911123760680e+02, 1.836266417556167880e+02, 7.652324822913718094e+01, 1.576779310418994555e+02, 1.765842407723754377e+02, 1.541153281929009040e+02, 1.017742696159987617e+02, 1.506522288427136971e+02, 1.377856660922126935e+02
2.099000000000000000e+03, 1.829135547428403186e+02, 1.872587748263526919e+02, 1.838033883758854756e+02, 1.470030611985540361e+02, 1.329259451563148957e+02, 1.559814714417494486e+02, 1.476883248384228580e+02, 1.328150234088862192e+02, 1.841991629376553021e+02, 7.604944650767708936e+01, 1.569388120853714383e+02, 1.767709611360823203e+02, 1.538759230669130602e+02, 1.015328247335041567e+02, 1.504896910209689338e+02, 1.383837759649660484e+02
2.100000000000000000e+03, 1.820680180863854218e+02, 1.873924844272505084e+02, 1.840951390285395917e+02, 1.469949687724597140e+02, 1.330620182269731231e+02, 1.559968902873204399e+02, 1.474206941123666468e+02, 1.331267818527488771e+02, 1.846195171603366134e+02, 7.602805877691000092e+01, 1.574338342518055356e+02, 1.771875163218753642e+02, 1.541018425846890523e+02, 1.002253192721178721e+02, 1.506103121814847157e+02, 1.379039445022223447e+02
