year, TaiESM1, CanESM5, NorESM2-LM, INM-CM5-0, MPI-ESM1-2-LR, CESM2-WACCM, INM-CM4-8, EC-Earth3-Veg, CMCC-CM2-SR5, GFDL-ESM4, UKESM1-0-LL, NorESM2-MM, IPSL-CM6A-LR, MIROC-ES2L, ACCESS-ESM1-5, CNRM-ESM2-1
2.075000000000000000e+03, -1.707472896331830192e+00, -4.347722553330876094e-01, 2.835409118458763755e-01, -4.530920638535743117e-01, 7.467490321371845763e-01, 3.350381332050117456e-01, 3.495468208840749047e-02, -7.341336016197282932e-01, 3.683915280618208499e-01, 2.526637407410968761e-01, -1.939076573640556855e-01, 2.997033747989846786e-01, 1.083814821411098472e-01, -1.387855001908038233e-01, 4.624894144436624277e-01, -5.775330378432302902e-01
2.076000000000000000e+03, 4.540979931534676051e-01, 5.033347310805219577e-01, 1.160561093093992469e-02, -2.100780190693962268e+00, -1.144921233298565433e+00, 2.283609920041794195e-01, -1.001185724720614179e+00, 4.604262310173728445e-01, 5.242891972141393575e-01, 5.589399072413858693e-01, -9.552379338662722597e-02, 3.386124200000995010e-02, -8.531031558920596503e-01, 2.872523418635319348e-01, 6.212224463127341556e-01, 6.092076148608013275e-01
2.077000000000000000e+03, -2.747101578561656973e-02, 3.956756127619132091e-01, -1.957025732707556864e-01, 3.890992638341014276e-01, -6.774755849772554628e-01, 3.287644079882665049e-01, 5.287536819952192158e-01, -5.970146237801398081e-01, 4.106547329478391073e-01, -1.078101746173305120e+00, 8.066194271738857946e-01, 6.965757197817393775e-01, -6.247049992682143227e-01, 3.006229454360824227e-01, 6.709912593840461348e-01, -6.042582697374451056e-02
2.078000000000000000e+03, -6.333685763350997977e-01, 1.346021038164436079e-01, 2.515119643154291595e-01, -9.554433032962378336e-02, -1.176542978232636649e+00, 6.283203423900884932e-01, 8.290818509571108441e-01, 1.246079014647429428e+00, -5.461641449257246261e-01, -8.716829399385661592e-01, -3.937816467371126339e-01, 2.636007692860090623e-01, 6.343125054135353436e-01, -1.191140522142138114e-01, -4.158147230813487027e-01, -5.020886179576605768e-01
2.079000000000000000e+03, 9.208269798804354922e-01, -3.290414182577358626e-01, 3.033059609246394617e-01, 1.708710277737895689e-01, -5.144439494189003703e-01, -2.445123237538399108e-01, -7.944651486404125107e-01, -3.203938704115626979e-01, 1.542467758143968304e-01, 5.335636933053897746e-01, -1.213596733786212356e+00, 7.413320003077218667e-02, 4.172835904387690031e-01, -3.257339370467641770e-01, 5.209238108900895448e-01, -1.030957078372266300e-01
2.080000000000000000e+03, -4.918307854569316517e-01, 5.090186888148011679e-01, 5.072912238445221461e-02, 1.806182762499904115e-01, 4.186302285163570613e-01, -2.990281814410603034e-01, 7.952450605326115696e-01, -1.843117587921338230e-01, 6.586477856984878088e-01, 1.470084542945224171e-01, -9.060817348034959640e-01, 3.115555119456793198e-01, -3.635066568015147270e-01, -9.486725555288849643e-01, 1.878326450344766085e-01, -1.176931000165497565e-01
2.081000000000000000e+03, 2.977390203346621522e-01, 3.109888759529114144e-01, 2.236289590980671260e-01, -2.612393711203961910e-01, -9.796271425387372001e-02, 6.459119352622681998e-01, -4.373231992510459576e-01, -1.109260655872509771e+00, 4.467477415677805763e-01, -5.700729497352300390e-01, -5.497831799867419766e-01, 2.476112638311933276e-02, 2.342323226534436253e-01, -5.686734202183352238e-02, -1.323386636056532950e+00, -1.132571019171527249e+00
2.082000000000000000e+03, 7.078462621002203914e-01, -1.072049175115356717e-01, 2.172852135802660067e-01, 3.205342049138566463e-01, 6.913379507812589253e-01, 4.457777922462347053e-01, 1.339686647444075174e+00, -1.648910070250165560e+00, 1.373955652967148167e-01, -4.321272881267528843e-01, -8.425158027826433749e-01, 3.930696093080847109e-01, -8.886819504467224906e-02, 1.556383092839918048e-01, 6.448293251802059145e-02, 5.342739178915216491e-02
2.083000000000000000e+03, -2.001900516258051932e-01, -3.346794395680787182e-01, 1.124138313493862062e-01, 5.553471685113882395e-02, -3.234092855897755525e-01, -3.124610363143286440e-01, -1.756854280647831982e-03, 7.135470926442367690e-01, 6.725757666688733649e-02, -4.136313452878045971e-02, -1.946528832528354042e-02, -8.542434980543721357e-02, -3.954901504438307902e-01, 9.914182527456979685e-03, 3.074423492553203241e-01, -5.281964510196715708e-03
2.084000000000000000e+03, -3.894642548620506628e-01, -1.472926451727979202e+00, -1.207205886204158890e-01, 3.022054219906826766e-01, -1.392778732544998864e-02, 4.745099090148312965e-02, 5.329587492620249112e-01, 8.273917597328415141e-01, 4.076129025575251918e-01, 2.419021888873900128e+00, -5.204239047555180298e-01, 2.508767373359288011e-01, 1.072011693967556134e-01, -9.901677553384213848e-01, -1.734854059639117541e+00, 1.140147604427924843e+00
2.085000000000000000e+03, -4.621080877358620942e-01, -2.330485753437146368e+00, 3.129449895972097329e-01, 6.682782967176945088e-02, 4.676900527250018591e-01, 7.940124237731598089e-02, -1.057500545917988005e-01, -3.945345665980601879e-01, -1.786955556550408331e-01, 1.366473275755555328e-01, -8.870929454520913859e-01, 2.170991557959538187e-01, -7.516606434082047372e-02, -7.709714385901849099e-01, -1.895993685637962001e+00, 3.546871211191494622e-01
2.086000000000000000e+03, -6.501592682415200386e-01, -3.792363872064336672e+00, 2.633686169150462053e-01, -3.057939264181849803e-01, -4.449511737733897743e-01, -1.934417907076168841e-01, 2.512380482500567447e-01, 4.777914059326268115e-01, 2.581384355602818204e-01, -1.063051216941739208e+00, -1.158386627035820293e+00, -5.210800961777214413e-01, -6.268543728645566970e-01, -4.504206568543445838e-02, -1.737837826221504178e+00, -7.752769889951319771e-01
2.087000000000000000e+03, -2.508666821431494373e-02, 1.067711997286816539e+00, 6.344342394823926368e-02, 9.071407864142196908e-01, -8.423770628429156915e-01, -2.008940162107805683e-02, 6.063837819908770577e-01, 3.971553220662645822e-01, 1.599832948351290751e-01, 9.261631296277541558e-01, 8.430617862037729227e-01, 1.886421602899443495e-01, 2.787085291843489077e-01, 3.942079792322134013e-01, -4.569165816503431565e-01, 7.820393331590529407e-01
2.088000000000000000e+03, -6.142467331697117894e-01, 1.838156417229231954e+00, 2.770529724521724191e-01, 1.052472370793799072e+00, -3.092011437275148378e-01, 7.987904884737719383e-03, 9.781420678994932061e-01, -1.665170520211126659e+00, -1.515639902070687051e-01, 7.709732572334405676e-01, 3.762958201388348356e-01, -9.307995256359427941e-03, -4.092703977969814888e-01, -7.817448897178299605e-01, 1.547172117511299128e+00, -3.514308053189416636e-01
2.089000000000000000e+03, -6.849370199886946065e-01, 1.534738553240110326e-01, 3.064092658137746589e-02, 7.344170286802699232e-01, -3.260239293655504689e-01, -2.392252636173739788e-01, -6.310775069307739127e-02, 6.517741901304772156e-01, 2.338402373402581336e-01, -3.990226636127041510e-02, -2.305615261695749818e-01, 1.927876357682179742e-01, 6.299082387236479841e-01, -4.533262346147540894e-02, 4.422276442323293255e-02, 6.068301354470474474e-01
2.090000000000000000e+03, -6.018268952839406216e-01, -1.219455655092894553e+00, -4.966818060673487689e-02, 5.712896724818741223e-01, 1.441752985624521199e-01, -6.273926140375751803e-01, -3.891713842534397227e-01, 1.558851967002333527e+00, 3.047756612239906904e-01, -4.752501097352091475e-01, -3.480427877995807551e-01, 1.957291350649248141e-01, -1.823214272074526188e-01, 4.855583038975512244e-01, 3.781479277156743479e-01, -6.718028186732950546e-01
2.091000000000000000e+03, -5.328428459056380184e-01, -6.903061764070278494e-01, -1.980494421782180367e-02, -1.318136273913898295e-02, 8.078276142889263822e-02, -2.212945526741419075e-02, 1.514022564440575258e-01, 2.836010865229044442e-01, 2.105603117514441569e-01, 1.588928083515629974e-01, -1.677548978419861059e-01, -3.259941215974969664e-01, 6.928839237987264310e-01, -8.424244562870509823e-01, 5.514822344239667107e-01, 8.776010670134588854e-02
2.092000000000000000e+03, -7.892314038639173246e-01, 9.660201837939018654e-01, -1.458314631901352354e-01, 6.476584008981628449e-02, 1.352850439613025313e-01, 1.122157413836552958e-01, -1.047189406251842536e+00, -4.484425433096302926e-01, -2.199201502373864248e-01, 2.707120225891022081e-01, -1.224080007450093266e+00, 3.483515401206075390e-01, -4.872362121776206978e-01, -1.414496018426103285e+00, -1.102979312425858560e-01, 6.778957817848851874e-01
2.093000000000000000e+03, 1.728226992674109785e-01, -9.409749294108108453e-01, 3.105661804128926340e-01, -3.616570682915066226e-01, 2.184398449694095745e-01, 9.570595532034049946e-02, -6.413564383290064619e-01, 8.983185589663612580e-01, -2.126386745329749556e-02, -1.584954511156993151e+00, -1.224118166838471744e+00, 4.784685599263337474e-01, -9.067902148666913712e-04, 8.283693417798690395e-02, 4.899059867486756925e-01, -6.089804891600514303e-01
2.094000000000000000e+03, -1.059890625637157080e-01, -4.594222790880427010e-02, 1.942053710786433018e-01, -4.055161134007565643e-02, 3.273995662617489033e-02, -3.708976310551164723e-01, 1.792212416522535046e-01, 5.392902816810770661e-01, 4.957636859969992704e-01, 9.928964290624606726e-01, 2.984588949623177556e-01, -6.234536228028253989e-03, -2.518007247336130350e-01, 4.612891718578321365e-01, 1.113607526165587780e+00, 3.126818628141536660e-01
2.095000000000000000e+03, -2.426836500181696887e-01, -5.111064628788803965e-01, -6.708605912978839181e-02, -4.180879598286486032e-01, 2.528443127000369328e-01, 2.549012099179271962e-01, 6.529959770730037194e-01, -1.279808746805499275e+00, -3.781724886876153269e-01, 8.140924245541312221e-01, -3.740218801195240861e-01, 4.663662353469058552e-02, -2.073683556421268004e-01, 1.276462928205348291e-01, -2.088758520105422178e+00, -2.754750034933508077e-02
2.096000000000000000e+03, -6.610593291984453446e-01, -1.893643853612580807e+00, 4.140023482028331037e-01, 7.482308418974807918e-01, 3.903368303571511100e-01, 3.247959180849387117e-02, 4.695756108361248682e-01, -4.032689249217321859e+00, -4.746062678495120007e-02, 2.274676130882984093e-01, 5.465508710306032913e-01, 5.308702593698917394e-01, -1.242411844699584100e-01, -2.514635123725819654e-01, -1.198764063795558332e+00, 4.067297135398399432e-01
2.097000000000000000e+03, -3.465940953007907166e-01, -1.898589460598796852e-01, 5.167384011305841129e-01, 6.533499422844131210e-01, -3.739150332029595458e-01, -2.028717906728485787e-01, 6.581613503471118731e-01, -2.310909527940836206e-01, 7.743324750366115117e-01, -1.685309451026712757e-01, 9.049206387513791805e-01, 1.686644920501856326e-01, 3.608613481975638804e-01, -1.042431555638257068e+00, 5.940256012442289846e-01, -4.160764353512710345e-01
2.098000000000000000e+03, 1.420041835676453812e-01, 5.769753336848882919e-01, -1.294443506559815951e-02, -1.226950483709872808e+00, -6.505041240089008969e-01, 3.422264931724137149e-01, -4.175341285492525922e-01, 7.989633303192604785e-01, 4.616692534818355176e-01, -1.459015836116654308e+00, 8.217376217843724850e-01, 9.527489438297539418e-04, 3.099988093007939316e-01, 3.545666020484740666e-01, 2.889476402419357548e-01, 5.037339492757374471e-01
2.099000000000000000e+03, 2.279811790974369326e-02, -8.052936903890360876e-01, 2.734152355744181584e-01, 1.467552995394171278e-01, -2.724433617476002545e-01, -1.096989791369165912e-01, 1.013607541376150278e+00, 9.019663134182106523e-01, 4.207870621144625678e-02, -9.584567382640273303e-01, -1.293770960696480232e+00, 4.617112902020056864e-01, -6.395138303822295311e-01, 4.079669521334909343e-01, -9.952463106192110942e-02, -8.779766474641817475e-02
2.100000000000000000e+03, -3.342067630063829120e-01, -2.112944974383644148e+00, 2.494488978241815591e-01, 3.521305766431192530e-01, -3.248580515937664615e-01, 3.299484062830708719e-01, -8.900094559876807754e-01, -1.335708940165820202e+00, 2.731711824996357896e-02, 1.259569090387089030e-01, -1.499247756472895432e+00, 8.365574641425393976e-02, -2.284248686800768868e-01, 2.756645034357284585e-01, 3.291022207475894357e-01, -4.995532068170551732e-01
