year, EC-Earth3-Veg, MPI-ESM1-2-LR, GFDL-ESM4, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L, TaiESM1, CESM2-WACCM, CMCC-CM2-SR5, UKESM1-0-LL, ACCESS-ESM1-5, NorESM2-MM, NorESM2-LM, CanESM5
2.075000000000000000e+03, 1.991963222298275014e+02, 1.247984500235720020e+02, 2.823843702334622208e+01, 1.152157092950332213e+02, 1.903860963062819849e+02, 1.165349010320944956e+02, 1.050747724453526644e+02, 1.455259087740435575e+02, 2.958349729851473171e+02, 3.209220075131938188e+02, 1.042883053994265623e+02, 1.431761026885887418e+02, 1.463378872565444340e+02, 2.026578264765856261e+02
2.076000000000000000e+03, 1.991884470776319915e+02, 1.257728418134029198e+02, 2.828809116078669561e+01, 1.152577803654558437e+02, 1.903302724722272217e+02, 1.167830090934265712e+02, 1.052919753952955233e+02, 1.455468428783291870e+02, 2.959140704360612517e+02, 3.208678532761003339e+02, 1.042987868146099970e+02, 1.432112095378522554e+02, 1.464165001533008024e+02, 2.026377763851514260e+02
2.077000000000000000e+03, 1.991685037746240141e+02, 1.257663708546469650e+02, 2.807579312008887840e+01, 1.152460499480466183e+02, 1.904481455392923692e+02, 1.169138715830798390e+02, 1.049196752061979936e+02, 1.455841590958559379e+02, 2.958905634202176316e+02, 3.210150673729323216e+02, 1.043347314560041497e+02, 1.432664359081284715e+02, 1.464905481857281586e+02, 2.025891675456506960e+02
2.078000000000000000e+03, 1.991568260505531214e+02, 1.257046323826894536e+02, 2.764959361428290663e+01, 1.152230060365432252e+02, 1.905572078487274155e+02, 1.170481055114770328e+02, 1.049909625109573597e+02, 1.455925550020994308e+02, 2.959844626597725323e+02, 3.212724729983265206e+02, 1.043613966700470286e+02, 1.432982448251287337e+02, 1.465227855857443728e+02, 2.025213585337122879e+02
2.079000000000000000e+03, 1.991758894568414462e+02, 1.255819156786771060e+02, 2.773452637916885521e+01, 1.152472814789263680e+02, 1.906204412660248977e+02, 1.171263028569776736e+02, 1.049810682754509656e+02, 1.456795881172405700e+02, 2.961551832098309660e+02, 3.206671356297763964e+02, 1.043900397187111082e+02, 1.432934220892005612e+02, 1.465565573252325464e+02, 2.023930491783202967e+02
2.080000000000000000e+03, 1.991475708137907077e+02, 1.253349473104392047e+02, 2.768462103245005679e+01, 1.152222620969435809e+02, 1.905490775630898952e+02, 1.168164746093824391e+02, 1.048099404236226633e+02, 1.457533380395577183e+02, 2.961539703146753482e+02, 3.204040427274808849e+02, 1.044560056219646214e+02, 1.433622542154529071e+02, 1.466052685470640711e+02, 2.023185948435829005e+02
2.081000000000000000e+03, 1.990654840032678123e+02, 1.252094127798080621e+02, 2.764460187104797129e+01, 1.152274324939489532e+02, 1.907175663712663436e+02, 1.168116360190864498e+02, 1.047695072471121875e+02, 1.457743724037197808e+02, 2.961974283741510590e+02, 3.203196201875770157e+02, 1.044523232660274203e+02, 1.434216146265991085e+02, 1.466208055616063177e+02, 2.021936249164265860e+02
2.082000000000000000e+03, 1.989309608384905630e+02, 1.250781242492378453e+02, 2.744427887422666501e+01, 1.152532945057544964e+02, 1.907132570499925350e+02, 1.168076348180031516e+02, 1.047636164974964146e+02, 1.457840941375367265e+02, 2.962930996590596351e+02, 3.200695774290248892e+02, 1.043491653684087055e+02, 1.435006686672551552e+02, 1.466139503367904524e+02, 2.021631607979672651e+02
2.083000000000000000e+03, 1.988252135051487812e+02, 1.253914999674574631e+02, 2.736746835975640124e+01, 1.152117474685918097e+02, 1.907075415444297164e+02, 1.169266548488145645e+02, 1.046470956464585242e+02, 1.458555658177366467e+02, 2.964021903081952587e+02, 3.201767820042156245e+02, 1.043591283180426785e+02, 1.435426754416215260e+02, 1.466573617725467784e+02, 2.020192314946961289e+02
2.084000000000000000e+03, 1.987695531043026449e+02, 1.253678219928822415e+02, 2.775941896442218848e+01, 1.151694634952025069e+02, 1.907754367577620940e+02, 1.169226331390038069e+02, 1.046327942666592890e+02, 1.458765254760794221e+02, 2.964821073774882052e+02, 3.204000717213272083e+02, 1.043191223071467277e+02, 1.436037102675488484e+02, 1.467317566753337417e+02, 2.019935141241031431e+02
2.085000000000000000e+03, 1.987192655327800992e+02, 1.253514591626462789e+02, 2.800866595564203010e+01, 1.151796491029781748e+02, 1.908260770811600082e+02, 1.166923881423609828e+02, 1.046057666805844661e+02, 1.458684187702757526e+02, 2.965334078798355222e+02, 3.201899317241606582e+02, 1.040733511379172995e+02, 1.436279300056191914e+02, 1.467646730108633335e+02, 2.017744692188236115e+02
2.086000000000000000e+03, 1.986105481889040050e+02, 1.254332639951428945e+02, 2.772292138140646856e+01, 1.152122631804546558e+02, 1.908777295020665292e+02, 1.167096211064252742e+02, 1.045259554104932107e+02, 1.458777189542489339e+02, 2.966313770979306810e+02, 3.200165804579869473e+02, 1.037402462291257024e+02, 1.436340401801816711e+02, 1.468048573330009958e+02, 2.012977943480618706e+02
2.087000000000000000e+03, 1.985543902313441720e+02, 1.253114429648673394e+02, 2.764547596419762954e+01, 1.152167641765104946e+02, 1.909186991733504328e+02, 1.168553514001130651e+02, 1.044898641169790068e+02, 1.459037408947257859e+02, 2.966366019500281936e+02, 3.199014714875453933e+02, 1.034885612096527723e+02, 1.436914861283134428e+02, 1.468942438049946873e+02, 2.011652917636587858e+02
2.088000000000000000e+03, 1.984533502772513884e+02, 1.251826684134551044e+02, 2.785124282520375871e+01, 1.151759612091104685e+02, 1.910757702354403591e+02, 1.168067911275164192e+02, 1.044877809019511545e+02, 1.458958881747392411e+02, 2.966674831007214834e+02, 3.204264932554576149e+02, 1.033809055659392158e+02, 1.437279431993931098e+02, 1.469510927348044902e+02, 2.010667143601638145e+02
2.089000000000000000e+03, 1.984296292911051864e+02, 1.249843220721424473e+02, 2.782147226344410385e+01, 1.151746780268658057e+02, 1.912724508893864765e+02, 1.168991069533977480e+02, 1.046120103470362181e+02, 1.459117097483696170e+02, 2.967475724544573836e+02, 3.206984808727706309e+02, 1.033918448051391863e+02, 1.437814925179740158e+02, 1.469400999149420670e+02, 2.009177487724995217e+02
2.090000000000000000e+03, 1.984905448367536280e+02, 1.246649350830227121e+02, 2.776113364228402958e+01, 1.152164862349449379e+02, 1.913370406635942800e+02, 1.168668653497460355e+02, 1.045316442627256919e+02, 1.459003004284537042e+02, 2.968404893219037604e+02, 3.209046667570030991e+02, 1.033666530878205094e+02, 1.438204133723278062e+02, 1.469214391693676589e+02, 2.006369394659140823e+02
2.091000000000000000e+03, 1.985376172095965046e+02, 1.247250260973872429e+02, 2.778503113046476258e+01, 1.152448533182801640e+02, 1.914213495394369033e+02, 1.167973010132739660e+02, 1.044742748482038195e+02, 1.459540574023056934e+02, 2.968928266240477569e+02, 3.209765644920215664e+02, 1.033778125346739358e+02, 1.438502344731400058e+02, 1.469547313304152567e+02, 2.004184282541442599e+02
2.092000000000000000e+03, 1.984820861837147277e+02, 1.248082256237791654e+02, 2.783464734100750348e+01, 1.153266622562940853e+02, 1.914775743037688471e+02, 1.164739263443902786e+02, 1.044333378935511405e+02, 1.459203905301414466e+02, 2.969513544225832220e+02, 3.206752044391157028e+02, 1.034140739125471100e+02, 1.438304590472653501e+02, 1.470152319494496282e+02, 2.003109879359091963e+02
2.093000000000000000e+03, 1.984583140889309334e+02, 1.249289506356762729e+02, 2.767310554214844842e+01, 1.153545285266895775e+02, 1.915573959895953919e+02, 1.163481646662913107e+02, 1.044346140322533074e+02, 1.459064705681514340e+02, 2.970675079091769817e+02, 3.197698389206369711e+02, 1.034054343095953783e+02, 1.438488093040695333e+02, 1.470773408538716751e+02, 2.000605932270111964e+02
2.094000000000000000e+03, 1.985339456101852136e+02, 1.249340718933733996e+02, 2.771674850360397357e+01, 1.153589487499343988e+02, 1.915743500365207979e+02, 1.164094138832402194e+02, 1.041939335556881190e+02, 1.459747862578516049e+02, 2.970956563431075210e+02, 3.199307249354004057e+02, 1.034796443082829853e+02, 1.438619758774017612e+02, 1.470381495218329633e+02, 1.998499015003760064e+02
2.095000000000000000e+03, 1.985455420452643125e+02, 1.246382357194723056e+02, 2.783298794520572628e+01, 1.153656796843472847e+02, 1.915618547551669906e+02, 1.166222860729125728e+02, 1.041161981752229053e+02, 1.460509191013641441e+02, 2.970894214089783532e+02, 3.200479584208086408e+02, 1.035011710044184099e+02, 1.438877475039576552e+02, 1.469840756025187147e+02, 1.997151328265445045e+02
2.096000000000000000e+03, 1.984551752449980029e+02, 1.245601094810953811e+02, 2.777924481238003906e+01, 1.154184508667016473e+02, 1.915549231713045515e+02, 1.167748008764386185e+02, 1.041905357901326710e+02, 1.460207399607145646e+02, 2.972498635522092627e+02, 3.203255102420095568e+02, 1.033373260132212010e+02, 1.439285656491775853e+02, 1.470111680901551949e+02, 1.994607115384648068e+02
2.097000000000000000e+03, 1.982693939360886759e+02, 1.247438742090132564e+02, 2.768339997864164914e+01, 1.154929779365608482e+02, 1.916379771627115929e+02, 1.164613327737994979e+02, 1.041085867874441533e+02, 1.460176821335666091e+02, 2.972967333257692530e+02, 3.206958155646293562e+02, 1.032072744102081572e+02, 1.439546394329127565e+02, 1.470273202950064615e+02, 1.992324807751223830e+02
2.098000000000000000e+03, 1.981454367146712343e+02, 1.249186387575770141e+02, 2.754311864019667766e+01, 1.155184608129362545e+02, 1.916046272114998885e+02, 1.163011274216356270e+02, 1.040757866822612812e+02, 1.460212345397557954e+02, 2.971859987604377693e+02, 3.215489448263378449e+02, 1.032081031450515383e+02, 1.439124164546787483e+02, 1.469943709925954067e+02, 1.990861642964217708e+02
2.099000000000000000e+03, 1.980810740333514559e+02, 1.249909253677947447e+02, 2.751399661002823649e+01, 1.155197078811311115e+02, 1.915983605834168486e+02, 1.163087628087586012e+02, 1.039233180160761236e+02, 1.460250988466899003e+02, 2.972245530812959942e+02, 3.214681261498687945e+02, 1.031582773517755811e+02, 1.438978531094922744e+02, 1.469827409434692811e+02, 1.988409242606446412e+02
2.100000000000000000e+03, 1.979510563830363594e+02, 1.247319413962387102e+02, 2.729960083109249425e+01, 1.155148343869697811e+02, 1.917094994205785383e+02, 1.164509292417003081e+02, 1.039246456837334733e+02, 1.459718880278275037e+02, 2.972531852222933821e+02, 3.208617376945464912e+02, 1.030804938514306599e+02, 1.439076196696863121e+02, 1.470251075776605489e+02, 1.984807833656791161e+02
