year, NorESM2-MM, CMCC-ESM2, INM-CM5-0, MPI-ESM1-2-LR, GFDL-ESM4, UKESM1-0-LL, CESM2-WACCM, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, NorESM2-LM, CNRM-ESM2-1, IPSL-CM6A-LR, CanESM5, INM-CM4-8, ACCESS-ESM1-5
2.032000000000000000e+03, 3.070102255307997297e+00, 3.046295025569380588e+00, 2.483606092835889623e+00, 2.969216426478420878e+00, 3.297085070037578891e+00, 4.509628103204386562e+00, 3.111900064115522113e+00, 3.872183667464760504e+00, 4.245606889945345408e+00, 2.884225196937652225e+00, 3.209042172672680326e+00, 2.530865731970057819e+00, 3.391682104142524246e+00, 2.277843406888970801e+00, 2.508722164856602710e+00, 2.309677601322228213e+00
2.033000000000000000e+03, 3.109542125575933902e+00, 3.144314304615988043e+00, 2.492783546550592977e+00, 3.310027793626102000e+00, 3.283901639125321292e+00, 4.510572720415965797e+00, 3.208434310734993744e+00, 3.866036772495509588e+00, 4.224672620577447191e+00, 2.868747299910010540e+00, 3.159725378961348863e+00, 2.417656565388492496e+00, 3.390052363493124776e+00, 2.336709002155493931e+00, 2.523971584036009741e+00, 2.258830893759563363e+00
2.034000000000000000e+03, 3.219770122426661274e+00, 3.234658268457582420e+00, 2.484120191965784930e+00, 3.243117368190923777e+00, 3.103312892368885301e+00, 4.516383380211122400e+00, 3.200546432450208201e+00, 3.714427247117785935e+00, 4.162200610210272878e+00, 2.851471179812407719e+00, 3.251303999434693726e+00, 2.408376336406357510e+00, 3.425101969384071410e+00, 2.346965863986304246e+00, 2.527489734604276617e+00, 2.379959541104754717e+00
2.035000000000000000e+03, 3.218907144724686642e+00, 3.106147016341565426e+00, 2.519582520747638554e+00, 3.003413202028337281e+00, 3.336806639709202660e+00, 4.535444894942235017e+00, 3.189367902818887490e+00, 3.843441209814671744e+00, 4.189236616074794028e+00, 2.838276106739501703e+00, 3.322286640619356746e+00, 2.570074743842282405e+00, 3.402097080850652322e+00, 2.337727961122859632e+00, 2.467545469308238815e+00, 2.415433107867406282e+00
2.036000000000000000e+03, 3.242803332245029591e+00, 2.974149418574953074e+00, 2.440013822253559006e+00, 2.999912871708676931e+00, 3.243383536876799145e+00, 4.533219910059524516e+00, 3.136697977887018318e+00, 3.950125550017288045e+00, 4.309825964494512718e+00, 2.859589523126195854e+00, 3.306603258392931899e+00, 2.553729196931289636e+00, 3.442090609732760598e+00, 2.507457721302605691e+00, 2.501457347218208227e+00, 2.429306375472751078e+00
2.037000000000000000e+03, 3.224153352588111421e+00, 2.970984372012138053e+00, 2.503207843205796035e+00, 3.264506004800553640e+00, 3.215881906463766260e+00, 4.518680321803377531e+00, 3.161192796378160530e+00, 3.813146106168090910e+00, 4.237488302153712638e+00, 2.885933490800450141e+00, 3.250367935793851970e+00, 2.661859318813719177e+00, 3.431693481019593595e+00, 2.601088450283700837e+00, 2.481914144193381411e+00, 2.450964397453825772e+00
2.038000000000000000e+03, 3.159920363515039909e+00, 3.082270832125292070e+00, 2.450204672394674876e+00, 3.289833935693768030e+00, 3.302663809787776295e+00, 4.527281116810173422e+00, 3.135394749731392761e+00, 3.641020800384321632e+00, 4.292141930688702089e+00, 2.851815412676113937e+00, 3.159360674027034577e+00, 2.663083094645769755e+00, 3.410712059368034232e+00, 2.404830767890068444e+00, 2.485714644265828444e+00, 2.433316747556989235e+00
2.039000000000000000e+03, 3.161155299021239706e+00, 3.151904546974269028e+00, 2.468956813793465876e+00, 3.153079928787991371e+00, 3.483680181988418667e+00, 4.516136993120980492e+00, 3.064477947150942683e+00, 3.731538760172469438e+00, 4.274574809236517225e+00, 2.836290472229574533e+00, 3.125889959070296431e+00, 2.643134290982935841e+00, 3.453402156065533468e+00, 2.313644921347192795e+00, 2.494234439557510896e+00, 2.183530426488297760e+00
2.040000000000000000e+03, 3.205369190868171181e+00, 3.130836187169252938e+00, 2.463462477863215039e+00, 3.160581425373016895e+00, 3.559146329172771406e+00, 4.521142238948934633e+00, 3.093298745972335784e+00, 3.877066650089701305e+00, 4.272723507031995105e+00, 2.857313330441860533e+00, 3.227404237589612812e+00, 2.702674447786565626e+00, 3.472298677484861873e+00, 2.359556729155432908e+00, 2.486041412552563834e+00, 2.289585527466621695e+00
2.041000000000000000e+03, 3.178006020616694904e+00, 3.059659975686200184e+00, 2.487991786651591486e+00, 3.090184398884152195e+00, 3.321507688970282590e+00, 4.530656853649570159e+00, 3.091814460158580857e+00, 4.076442950846227653e+00, 4.365629024258224966e+00, 2.865363467346575099e+00, 3.295959029480024061e+00, 2.700135964280997669e+00, 3.453871390046654444e+00, 2.302098522633567068e+00, 2.465674388437041564e+00, 2.335171613410263802e+00
2.042000000000000000e+03, 3.218102168261211649e+00, 3.161742244947823188e+00, 2.463469479364319259e+00, 2.940164251304380194e+00, 3.142575737724106588e+00, 4.519809262032955743e+00, 3.210440925077540975e+00, 4.040148231410794821e+00, 4.284899761141930163e+00, 2.874124657703858166e+00, 3.310437296797918982e+00, 2.701482415458178021e+00, 3.324433533601666824e+00, 2.420078318844870235e+00, 2.517269795443571212e+00, 2.270678459466778154e+00
2.043000000000000000e+03, 3.232050473005500635e+00, 3.199394398598479849e+00, 2.486486495997711543e+00, 2.910674131270806875e+00, 3.311279427124234509e+00, 4.523602002261734256e+00, 3.262143172012974990e+00, 4.018362632788578637e+00, 4.291286376758711718e+00, 2.885534628685287650e+00, 3.249201563826982220e+00, 2.599729975998451792e+00, 3.414549717065409773e+00, 2.491525462391155799e+00, 2.497401221688262396e+00, 2.197294812562612609e+00
2.044000000000000000e+03, 3.269344445345400363e+00, 3.148633169514067021e+00, 2.509101515618241240e+00, 3.107503252922044990e+00, 3.503626816520259091e+00, 4.516963711355948874e+00, 3.197302844202590144e+00, 4.007136763708905036e+00, 4.402915124479390485e+00, 2.857539260873056097e+00, 3.313889977559826949e+00, 2.570528161715524451e+00, 3.465300800434271355e+00, 2.497177236509628528e+00, 2.470674366901003172e+00, 2.225442666789169355e+00
2.045000000000000000e+03, 3.285832359187200957e+00, 3.159553160775074865e+00, 2.532413237040991305e+00, 3.101742254412572564e+00, 3.239739712241909597e+00, 4.512847181440213795e+00, 3.206386208653076331e+00, 3.995112513194371662e+00, 4.346512027424666691e+00, 2.864892444586562448e+00, 3.389751324979120017e+00, 2.605423701600668718e+00, 3.357564596795875378e+00, 2.297298280940128112e+00, 2.462447386921976733e+00, 2.419440486495900711e+00
2.046000000000000000e+03, 3.277606065236094324e+00, 3.147130749854072818e+00, 2.538315996549520559e+00, 3.180008529218244728e+00, 3.078153926040378519e+00, 4.506779301762563250e+00, 3.174879396467390258e+00, 3.882019276223438453e+00, 4.355698361445405453e+00, 2.874022445829098604e+00, 3.459576485834034987e+00, 2.634295401022851202e+00, 3.390611134841884144e+00, 2.219058585214070511e+00, 2.471352069976827437e+00, 2.387803568966531564e+00
2.047000000000000000e+03, 3.252775081276735758e+00, 3.247116984134190254e+00, 2.526653165808684154e+00, 3.055070269684164508e+00, 3.271786877733565468e+00, 4.506584282753583359e+00, 3.140863189694716340e+00, 4.017222356669351235e+00, 4.342055914809896500e+00, 2.878998365622394751e+00, 3.478790870625383835e+00, 2.743405516975574443e+00, 3.365717148482255006e+00, 2.323783991580249175e+00, 2.514097273750273587e+00, 2.426890666928921192e+00
2.048000000000000000e+03, 3.201272312563048672e+00, 3.316862062519507326e+00, 2.515542238936401720e+00, 2.975533610119799999e+00, 3.298187595816270967e+00, 4.507146176272649463e+00, 3.135920697801676482e+00, 3.994934861516881597e+00, 4.370765730080509393e+00, 2.848672722914839195e+00, 3.401485618023935231e+00, 2.698844087014050874e+00, 3.379234815380279588e+00, 2.398391266995937965e+00, 2.447981727791890272e+00, 2.510432360385631334e+00
2.049000000000000000e+03, 3.233491854923312037e+00, 3.279435788206595426e+00, 2.491660483213430588e+00, 3.120677299402785376e+00, 3.261880266923695704e+00, 4.509397579052507155e+00, 3.100818453821235110e+00, 3.886138803125046337e+00, 4.212510895636373931e+00, 2.850301723913213792e+00, 3.326019597439838105e+00, 2.615360448567995100e+00, 3.392192737678411785e+00, 2.333556526056224101e+00, 2.501196734243638087e+00, 2.320390394354913344e+00
2.050000000000000000e+03, 3.239041531040189437e+00, 3.157076421422968071e+00, 2.526851664610440196e+00, 3.279267211380609837e+00, 3.233018711926438193e+00, 4.522335155752760905e+00, 3.021966014039211501e+00, 3.871996119763910560e+00, 4.133918389149033423e+00, 2.893067448983067447e+00, 3.244657474543405140e+00, 2.578719917753000246e+00, 3.368423433843720449e+00, 2.336310001052507079e+00, 2.477269966072373375e+00, 2.050038749745664468e+00
2.051000000000000000e+03, 3.176793314352822861e+00, 2.986742008624982514e+00, 2.434265842197351315e+00, 3.200191967255145098e+00, 3.222261301923501353e+00, 4.497332169433668092e+00, 3.154693484008058491e+00, 3.916660183445204169e+00, 4.296164856141425403e+00, 2.870596975824565966e+00, 3.231279154195345615e+00, 2.489389560700185910e+00, 3.250845822291027254e+00, 2.375937255369824808e+00, 2.469986939362074807e+00, 2.147391996819008053e+00
2.052000000000000000e+03, 3.190647997375509970e+00, 3.082411433732149764e+00, 2.449308721598912886e+00, 3.185328550595893038e+00, 3.209980591242731052e+00, 4.498742992236639537e+00, 3.157524412380527057e+00, 3.837311553377479090e+00, 4.346661525181384711e+00, 2.848685082529193835e+00, 3.284290638820694941e+00, 2.511937026362710323e+00, 3.388584542357807816e+00, 2.505659379759002103e+00, 2.452405974035592351e+00, 2.190989573857813344e+00
2.053000000000000000e+03, 3.276179009678287013e+00, 3.131732856389763064e+00, 2.509254060503678829e+00, 3.283692902428200000e+00, 3.423343006790682708e+00, 4.505690329366707658e+00, 3.176024132960515889e+00, 3.636895139913689956e+00, 4.335000812498329914e+00, 2.870756107102532706e+00, 3.355934851298420174e+00, 2.430697296816277664e+00, 3.440982237356375428e+00, 2.408927444417225505e+00, 2.489216868279584105e+00, 2.180730062293413596e+00
2.054000000000000000e+03, 3.307666916010914893e+00, 3.146797585722473478e+00, 2.536106505774557984e+00, 3.245276256881408639e+00, 3.119463964169487902e+00, 4.495341315079003586e+00, 3.185438164275980366e+00, 3.563392118681021348e+00, 4.354681955199957599e+00, 2.894000969239183707e+00, 3.278430205245634443e+00, 2.465246425948436126e+00, 3.413754994279394772e+00, 2.342330440141890513e+00, 2.477613361510462742e+00, 2.278581689278729172e+00
2.055000000000000000e+03, 3.279680541576606156e+00, 3.243622245362120626e+00, 2.538266699433249229e+00, 3.068236191541536151e+00, 3.085228480861917699e+00, 4.509752523322836382e+00, 3.168193335528420640e+00, 3.783565518902282321e+00, 4.366699048222589141e+00, 2.878583939913264444e+00, 3.332354244991317493e+00, 2.621199661690931659e+00, 3.478367430207366162e+00, 2.284035710234495475e+00, 2.503987615588846083e+00, 2.490380973040266621e+00
2.056000000000000000e+03, 3.323682624654759721e+00, 3.185037364024484230e+00, 2.566665429685698552e+00, 2.992963117426432618e+00, 3.163808091110476450e+00, 4.488885013545556468e+00, 3.202531890616519661e+00, 3.964482511097502382e+00, 4.315353027960369126e+00, 2.855906686192551280e+00, 3.462694815722590302e+00, 2.787573584673257443e+00, 3.460164919870117206e+00, 2.292842599704228324e+00, 2.489699873520565987e+00, 2.642202324944594505e+00
2.057000000000000000e+03, 3.335772165277402390e+00, 3.144026573875989605e+00, 2.478133735928122139e+00, 2.919687502085874353e+00, 3.403984733560552201e+00, 4.485347646358520457e+00, 3.258446683346868600e+00, 3.770717426979092846e+00, 4.355410466902273292e+00, 2.863022255317635878e+00, 3.487762063960047509e+00, 2.761269868580489728e+00, 3.446243581836737402e+00, 2.266005505016732702e+00, 2.472871704252888936e+00, 2.504106219552276968e+00
2.058000000000000000e+03, 3.236654331689102104e+00, 3.186321648673119178e+00, 2.475759872880205936e+00, 3.114746302351724339e+00, 3.447110869555141122e+00, 4.507365736338957873e+00, 3.255678330322500535e+00, 3.775550320466818377e+00, 4.382398820956678875e+00, 2.880489224449242158e+00, 3.512647621101998574e+00, 2.632002343614291640e+00, 3.479041061274799951e+00, 2.293081971579302270e+00, 2.490735684981971954e+00, 2.246518820538512706e+00
2.059000000000000000e+03, 3.269953149111811452e+00, 3.257032963658650804e+00, 2.475301667066156064e+00, 3.030515403526888196e+00, 3.393779755568623102e+00, 4.506868128836377885e+00, 3.294938974757404271e+00, 3.858808384607774311e+00, 4.301304871877354330e+00, 2.895804096268746353e+00, 3.462369941348352409e+00, 2.525222637372154466e+00, 3.435438190961634053e+00, 2.424203949097194055e+00, 2.528393666503975901e+00, 2.133924081185842869e+00
2.060000000000000000e+03, 3.282801514250907271e+00, 3.264037546175266424e+00, 2.469902765897831198e+00, 3.040031816850568447e+00, 3.315770866856920573e+00, 4.501376973125359449e+00, 3.279639908856822661e+00, 4.029916233510248524e+00, 4.074068006445279444e+00, 2.861763245093431163e+00, 3.440076282535303953e+00, 2.479133851965184210e+00, 3.410827999375090513e+00, 2.302102380259963166e+00, 2.512342888956727638e+00, 2.280624927318737782e+00
2.061000000000000000e+03, 3.308228322954487766e+00, 3.077161892532240817e+00, 2.523075184990076547e+00, 2.836531263429643346e+00, 3.084753647300574109e+00, 4.505551105745872142e+00, 3.217068311208637343e+00, 3.812088504607483941e+00, 4.316637540591196753e+00, 2.877091845161106054e+00, 3.416141668319793379e+00, 2.576598034220866307e+00, 3.451829009660378311e+00, 2.313001663432851185e+00, 2.495951504759637452e+00, 2.277689990888043248e+00
2.062000000000000000e+03, 3.284679565134789758e+00, 3.133870660749087822e+00, 2.515379957842567737e+00, 3.183466773165300356e+00, 3.289597261369986203e+00, 4.522493342702112784e+00, 3.222202764987202706e+00, 3.566909389961024690e+00, 4.222850769801334003e+00, 2.885958133457167119e+00, 3.354884799818834917e+00, 2.577779530819443110e+00, 3.476536017965763392e+00, 2.330833498462674402e+00, 2.456359404128853452e+00, 2.226370466032888906e+00
2.063000000000000000e+03, 3.254077917391689834e+00, 3.108786169938447586e+00, 2.483186742650790091e+00, 3.244961215479059025e+00, 3.420732740205588041e+00, 4.504491714542674607e+00, 3.217545697273298977e+00, 3.790588763730612598e+00, 4.279766042494730804e+00, 2.891827467056885315e+00, 3.414057598956078632e+00, 2.451684935653593023e+00, 3.421585421301405194e+00, 2.240778889872605983e+00, 2.453361166572188612e+00, 2.356283798199642732e+00
2.064000000000000000e+03, 3.148674290293944633e+00, 3.124545499646684377e+00, 2.437242838801309652e+00, 3.123846063410913310e+00, 3.495618827775894832e+00, 4.511448167701217038e+00, 3.221581621168627230e+00, 3.999270921451012040e+00, 4.146912631321630904e+00, 2.866456251944605960e+00, 3.426499627489936639e+00, 2.473829952614181593e+00, 3.456290340116403126e+00, 2.309077852443730983e+00, 2.482339748245808941e+00, 2.389835322829894082e+00
2.065000000000000000e+03, 3.184211913258415017e+00, 3.117026282352219901e+00, 2.441616845467804442e+00, 3.165856328078769710e+00, 3.543457117697300429e+00, 4.504624394666013387e+00, 3.191672798035229519e+00, 3.793965252614379668e+00, 4.152322851654791869e+00, 2.861663763333807342e+00, 3.403645627074832536e+00, 2.549719481453534886e+00, 3.499846759483446146e+00, 2.342886898282220187e+00, 2.476084537822046627e+00, 2.499819163009828760e+00
2.066000000000000000e+03, 3.295582012700438934e+00, 3.089997583348602195e+00, 2.480775692891211026e+00, 3.012455786869183250e+00, 3.254155526710416080e+00, 4.516521347848759582e+00, 3.208329624702314309e+00, 3.742882023214884502e+00, 4.076393475385406973e+00, 2.873838670390528982e+00, 3.363695727997436880e+00, 2.527231505201738671e+00, 3.437825458298781722e+00, 2.301636776107504723e+00, 2.471737222824978542e+00, 2.477413613107911416e+00
2.067000000000000000e+03, 3.349092085248604800e+00, 3.049979304266571933e+00, 2.478291995735308895e+00, 3.176286944332348039e+00, 3.422376311506601709e+00, 4.505872353745042247e+00, 3.252726032619603025e+00, 3.882994057179870673e+00, 4.231579656011542845e+00, 2.895596056513924488e+00, 3.402421897231275860e+00, 2.695529880873962725e+00, 3.481597284050830687e+00, 2.393683988440768129e+00, 2.518293820169011266e+00, 2.317853606984730419e+00
2.068000000000000000e+03, 3.278074969395617710e+00, 2.970062149148326558e+00, 2.528641066461180920e+00, 2.991806801553269057e+00, 3.358910397532441916e+00, 4.497816742662368306e+00, 3.163184409654592244e+00, 3.918648744815163898e+00, 4.231372637812621740e+00, 2.890692330028608481e+00, 3.397827225115079397e+00, 2.730424680598440013e+00, 3.398519955949134363e+00, 2.447569207802850588e+00, 2.466030107962840390e+00, 2.413728129199839589e+00
2.069000000000000000e+03, 3.204469348013367913e+00, 2.922495803800010616e+00, 2.543022725900351499e+00, 3.093764068499528008e+00, 3.283519993526961223e+00, 4.506445299250696479e+00, 3.107438762922582143e+00, 3.865227942840036679e+00, 4.205552877224925545e+00, 2.863211720374462033e+00, 3.377688171682880380e+00, 2.706048822477031823e+00, 3.487620241449841618e+00, 2.408546948344590710e+00, 2.494874811560592764e+00, 2.428359237429602580e+00
2.070000000000000000e+03, 3.180347101798409071e+00, 2.992938609313040565e+00, 2.492604334103277974e+00, 3.193677298916159035e+00, 3.514713156214260170e+00, 4.491576705576273199e+00, 3.158744976307165331e+00, 3.942039169916800478e+00, 4.272718461713218119e+00, 2.851963657384056994e+00, 3.331671492379099320e+00, 2.642193677128486851e+00, 3.372350762736462393e+00, 2.331737905051080695e+00, 2.514607830654359333e+00, 2.158369648587231016e+00
2.071000000000000000e+03, 3.138613404350857117e+00, 2.985858943086118877e+00, 2.552197306853448477e+00, 3.134688840847743574e+00, 3.525900840955157989e+00, 4.462501549402724699e+00, 3.217100637813008923e+00, 3.853434915036499486e+00, 4.153145734414898094e+00, 2.888707483932002607e+00, 3.327216956191458408e+00, 2.545933692118151903e+00, 3.311833198845104853e+00, 2.328927343054119081e+00, 2.507138410564071052e+00, 2.277127105760330394e+00
2.072000000000000000e+03, 3.148278594286012755e+00, 3.006883527970408032e+00, 2.467551693280873426e+00, 3.035365682895485140e+00, 3.591916518987086526e+00, 4.464930244482951949e+00, 3.229840054669275151e+00, 3.833852231099318164e+00, 4.176302376341428868e+00, 2.914964111736464414e+00, 3.415406942181875127e+00, 2.541906283629039365e+00, 3.402727855168254933e+00, 2.519983028158316873e+00, 2.485173504501912323e+00, 2.411064711139085492e+00
2.073000000000000000e+03, 3.174282441666654631e+00, 3.072478760883803339e+00, 2.461754410577950303e+00, 3.172350106347095355e+00, 3.467750521072875625e+00, 4.472964297080997298e+00, 3.306351921224985890e+00, 3.935437187035074391e+00, 4.215129603689265814e+00, 2.909163238314012023e+00, 3.381744045719598635e+00, 2.551206053474273983e+00, 3.455405526242623093e+00, 2.358114972191164060e+00, 2.508293050204803087e+00, 2.433917142322602256e+00
2.074000000000000000e+03, 3.229802040627818727e+00, 3.122204723128329640e+00, 2.453944199066794951e+00, 3.214078526354905208e+00, 3.461889727805390393e+00, 4.485516274287449257e+00, 3.232138157467262296e+00, 4.124216885574912617e+00, 4.249038148749499477e+00, 2.882281681128946005e+00, 3.388820235592412189e+00, 2.612634222569959253e+00, 3.459338531646720227e+00, 2.310321915972327833e+00, 2.478696438157613091e+00, 2.325398089323080786e+00
2.075000000000000000e+03, 3.234327635816899527e+00, 3.022705190202036984e+00, 2.464435180562151384e+00, 3.183722666070986751e+00, 3.509441953583603002e+00, 4.471511377162249445e+00, 3.117295244812379629e+00, 3.967213547998788670e+00, 4.269075634944297981e+00, 2.866345077617341808e+00, 3.240978147489261385e+00, 2.509617683009242484e+00, 3.479972305437317281e+00, 2.314048454713906633e+00, 2.465454851126878566e+00, 2.302125703313303795e+00
2.076000000000000000e+03, 3.178846331004542947e+00, 3.035643536233627593e+00, 2.400170220118931663e+00, 2.899452381220581909e+00, 3.495468669231535319e+00, 4.474808781432504823e+00, 3.137008313391210557e+00, 3.652483245157060132e+00, 4.161575325541977399e+00, 2.867922689344867937e+00, 3.294861277680640743e+00, 2.631614732007159674e+00, 3.376230902240529019e+00, 2.390730393332554549e+00, 2.409479135697174979e+00, 2.388836142000769769e+00
