year, CNRM-ESM2-1, INM-CM5-0, CanESM5, NorESM2-MM, CESM2-WACCM, IPSL-CM6A-LR, MIROC-ES2L, GFDL-ESM4, ACCESS-ESM1-5, TaiESM1, CMCC-CM2-SR5, MPI-ESM1-2-LR, INM-CM4-8, NorESM2-LM, EC-Earth3-Veg, UKESM1-0-LL
2.062000000000000000e+03, 3.442528593813980109e+01, 2.453762540680243021e+01, 3.453674887568528362e+01, 1.604464008699913791e+01, 1.757849754330921144e+01, 1.352042327666433685e+01, 3.005351299647239216e+01, 8.985449008430480333e+00, 4.257205296689983953e+01, 4.487470780732689235e+00, 8.171942459557117289e+00, 6.673475548340658037e+00, 2.304936633548014768e+01, 1.576482369900846514e+01, 1.933389698973684290e+01, 1.641120471565695382e+01
2.063000000000000000e+03, 3.462273835387659204e+01, 2.454757199992880246e+01, 3.459836991654486127e+01, 1.616109132797417658e+01, 1.761975962631843728e+01, 1.359148876596297661e+01, 3.013214030528796528e+01, 8.982299804830638834e+00, 4.267289402491946504e+01, 4.475114696410311232e+00, 8.382515888812287486e+00, 6.862576792929706571e+00, 2.303009420693222964e+01, 1.571910872087002886e+01, 1.939377200997974171e+01, 1.645447855505040735e+01
2.064000000000000000e+03, 3.462416011610017819e+01, 2.455936623538358532e+01, 3.479659783033002185e+01, 1.618912693596695718e+01, 1.771707373802035335e+01, 1.364246052623110472e+01, 3.016922918575983203e+01, 9.010766623048890978e+00, 4.264979192755451010e+01, 4.386040762639400903e+00, 8.599915252106276498e+00, 6.961633040406811190e+00, 2.319151489491840934e+01, 1.586428033570028084e+01, 1.954110553734348699e+01, 1.662254378985176828e+01
2.065000000000000000e+03, 3.472679081624951891e+01, 2.453954876174017130e+01, 3.485516963107718169e+01, 1.627136878720962088e+01, 1.778101769703516410e+01, 1.374707175342342325e+01, 3.015356166596557230e+01, 9.083344330553359214e+00, 4.266069464843673131e+01, 4.433980641495358199e+00, 8.547208559263063776e+00, 7.023817102948289204e+00, 2.331014517991492596e+01, 1.595609152861452884e+01, 1.966385449113449013e+01, 1.674757084332195589e+01
2.066000000000000000e+03, 3.493376762660027168e+01, 2.472736991424812203e+01, 3.485171376132134924e+01, 1.616778969908079588e+01, 1.785952607905155531e+01, 1.380276060826493278e+01, 3.004158610608014612e+01, 9.226606161958995855e+00, 4.266323904762229091e+01, 4.276896534528786376e+00, 8.679096641840201798e+00, 6.933279983477250497e+00, 2.335033322142792400e+01, 1.599712818323343022e+01, 1.987678169879382750e+01, 1.684343766067872750e+01
2.067000000000000000e+03, 3.487198750926235391e+01, 2.496783150881536173e+01, 3.490903093656424261e+01, 1.629155231979443030e+01, 1.785719998790643359e+01, 1.388670836226730465e+01, 3.005282956615316792e+01, 9.177369362537987740e+00, 4.280858682042359220e+01, 4.245498911527631591e+00, 9.168627422223980972e+00, 7.002093294561229087e+00, 2.326411747169790090e+01, 1.607780524396406463e+01, 1.969850627836198953e+01, 1.693087712653197485e+01
2.068000000000000000e+03, 3.496106188771564405e+01, 2.495142950246637525e+01, 3.498169631884444186e+01, 1.639860828380058777e+01, 1.782848974618137561e+01, 1.391610534605575999e+01, 3.007535663573550977e+01, 9.216573784774052314e+00, 4.294061323996155721e+01, 4.253819067769622819e+00, 8.864363633610363280e+00, 7.065737946839640848e+00, 2.333493433988262211e+01, 1.615000132337378957e+01, 1.973582322879922657e+01, 1.699505436703495320e+01
2.069000000000000000e+03, 3.508524598415484519e+01, 2.494001451958210325e+01, 3.506257864340081909e+01, 1.641553018840951950e+01, 1.789474464174096724e+01, 1.402557123930106187e+01, 3.000653552833890814e+01, 9.119329690091840135e+00, 4.296011902145773576e+01, 4.287486572162283238e+00, 8.597418487760934980e+00, 7.068274880293436979e+00, 2.338085578492766814e+01, 1.622975100602022991e+01, 1.987103197282042544e+01, 1.705827067475703274e+01
2.070000000000000000e+03, 3.501410411381398546e+01, 2.485149284516364432e+01, 3.512155953314767487e+01, 1.642414487449094196e+01, 1.792461505708232039e+01, 1.410345774294632548e+01, 3.011516809409729234e+01, 9.087768067524852000e+00, 4.298578074065800791e+01, 4.367671102085044943e+00, 8.800074801815622294e+00, 6.980775912459644239e+00, 2.332296328392594020e+01, 1.626901140289121628e+01, 1.963893321560411209e+01, 1.712649784258726626e+01
2.071000000000000000e+03, 3.502630462819143986e+01, 2.493026337126962488e+01, 3.508924694735661376e+01, 1.644227866118430725e+01, 1.793181021796753072e+01, 1.412228217811078856e+01, 3.013572567561566373e+01, 9.108888572801648209e+00, 4.309802987220921722e+01, 4.188028052870091500e+00, 8.164657896444204255e+00, 7.029390298298791251e+00, 2.330749067220141413e+01, 1.624517996011815768e+01, 1.990513190030938873e+01, 1.726536555208036461e+01
2.072000000000000000e+03, 3.517187097027800036e+01, 2.500816895581526467e+01, 3.500558374725582667e+01, 1.649024625223851004e+01, 1.790337455179277271e+01, 1.407363710219358488e+01, 3.014660338940167961e+01, 9.163216576487043241e+00, 4.319865277341848042e+01, 4.367214426165854313e+00, 8.310420394293219104e+00, 7.120996984580713729e+00, 2.327525797766204363e+01, 1.609770055717621773e+01, 2.006875478152844039e+01, 1.730446466519942206e+01
2.073000000000000000e+03, 3.542771391899269418e+01, 2.500919187616588246e+01, 3.500648242704616564e+01, 1.655596150897707730e+01, 1.789733161881315482e+01, 1.412340257931267828e+01, 2.994385653729051455e+01, 9.176486529457585917e+00, 4.324008173569728797e+01, 4.268666439390766065e+00, 9.124844958917085691e+00, 7.136970632601935982e+00, 2.336026336811981707e+01, 1.618977231340076983e+01, 2.028858974871827670e+01, 1.729523698065094806e+01
2.074000000000000000e+03, 3.541178575374527782e+01, 2.489458926538080163e+01, 3.515476043937936623e+01, 1.652682617998680215e+01, 1.797726141925744514e+01, 1.409624782834140255e+01, 2.984485164406428837e+01, 9.065519619103159954e+00, 4.314906156228647660e+01, 3.955343035434507826e+00, 8.975195738122318190e+00, 7.149806475453182486e+00, 2.341875052595348450e+01, 1.632041281098130270e+01, 2.017991986808430482e+01, 1.733558957400245859e+01
