year, TaiESM1, CanESM5, CNRM-ESM2-1, MPI-ESM1-2-LR, EC-Earth3-Veg, IPSL-CM6A-LR, GFDL-ESM4, MIROC-ES2L, NorESM2-MM, CMCC-CM2-SR5, NorESM2-LM, CESM2-WACCM, ACCESS-ESM1-5, UKESM1-0-LL
2.084000000000000000e+03, 1.328181353205009074e+00, 4.453668618712966598e+00, 2.863291707693857990e+00, 3.028151519516297796e+00, 1.881506690295237316e+00, 1.948122546043977943e+00, 2.008332025635702678e+00, 3.599649451992769755e+00, 1.638075606456686373e+00, 2.064427018894940957e+00, 1.734909999656630175e+00, 1.951680701719304079e+00, 2.948171993345967135e+00, 2.711501833381304571e+00
2.085000000000000000e+03, 1.272880618523228202e+00, 4.656131155984813752e+00, 2.684878172336278901e+00, 3.016990618745147845e+00, 1.685122234592290269e+00, 2.017954289099396448e+00, 2.058947849777127193e+00, 3.465395239272049288e+00, 1.850802707474434206e+00, 2.077967435418604847e+00, 1.549935106829861242e+00, 1.953592259515192886e+00, 2.887627592531895715e+00, 2.702733616486959090e+00
2.086000000000000000e+03, 1.315849686528442364e+00, 4.573558938763913062e+00, 2.890400159091525367e+00, 2.993065861908662306e+00, 1.844331491219010744e+00, 2.076497034356822091e+00, 1.993639691679269577e+00, 3.469836697982382923e+00, 1.743337551021616694e+00, 2.151468840414211048e+00, 1.737089642970181869e+00, 2.017080596659947656e+00, 2.985368543554860477e+00, 2.868891787072628929e+00
2.087000000000000000e+03, 1.332616777541816733e+00, 4.739365412310795556e+00, 2.917455313971905717e+00, 3.237404687707720718e+00, 1.765769933146272619e+00, 2.036089999214699464e+00, 2.000263161245980026e+00, 3.445475275379988211e+00, 1.742217875505428504e+00, 1.888503561355052929e+00, 1.725887150729185748e+00, 1.953477097569835008e+00, 2.961882449869827294e+00, 2.861680746142303278e+00
2.088000000000000000e+03, 1.321692296122680021e+00, 4.372570245311357517e+00, 2.897364764082111410e+00, 3.162401656527274785e+00, 1.721424792982064300e+00, 2.028722086864221286e+00, 1.954481571833808440e+00, 3.564900406943179334e+00, 1.759917093529035803e+00, 2.117773237681112253e+00, 1.611133027632949855e+00, 1.818688668418864562e+00, 2.960518334698935661e+00, 3.011402839239574192e+00
2.089000000000000000e+03, 1.274461604588347452e+00, 4.468586337828685195e+00, 2.726167662416860704e+00, 2.943462469842923035e+00, 1.709748478151380313e+00, 2.041328333191417155e+00, 2.022206070808454381e+00, 3.592574318605599615e+00, 1.800625781848679940e+00, 2.195997218018093555e+00, 1.703696276836963674e+00, 1.954525056392730775e+00, 2.950650499320333964e+00, 2.964202426071077756e+00
2.090000000000000000e+03, 1.220082447089683608e+00, 4.768976400751646416e+00, 2.707459901934046176e+00, 3.008004094650266858e+00, 1.889789683868905223e+00, 2.082114709783227546e+00, 1.972193826989995458e+00, 3.427781681537863001e+00, 1.664661718376525101e+00, 2.172953121318718317e+00, 1.658390146828817802e+00, 1.876702925510892683e+00, 2.936738976604631457e+00, 2.858167763729872579e+00
2.091000000000000000e+03, 1.311798326201530251e+00, 4.670457018948780181e+00, 2.990297298052406738e+00, 3.035265924574617191e+00, 1.625715515988359838e+00, 1.980297765883026306e+00, 2.044817340576718045e+00, 3.561074125129429557e+00, 1.886233508818611515e+00, 1.971277300057696635e+00, 1.663190648068517241e+00, 1.896751429581975623e+00, 2.858468569950477267e+00, 2.625046629394803599e+00
2.092000000000000000e+03, 1.419564873015729090e+00, 4.414301751910352678e+00, 2.911365022247014434e+00, 2.889023090663679572e+00, 1.815250632508948136e+00, 1.942665231455033448e+00, 2.079708588623958576e+00, 3.514552735067542510e+00, 1.794540626487438839e+00, 1.995359368027043390e+00, 1.781764885644171681e+00, 1.861991238805048132e+00, 2.938121698841210439e+00, 2.863674926058219494e+00
2.093000000000000000e+03, 1.298779011308716536e+00, 4.600666718799431010e+00, 2.943131207807184513e+00, 3.024136332375515046e+00, 1.869928716924276202e+00, 2.012762449996292613e+00, 1.990374689875929137e+00, 3.311280923523187258e+00, 1.660690074710380104e+00, 2.220818207389563703e+00, 1.737506231327167416e+00, 1.984528973895482995e+00, 2.857299261676634838e+00, 2.922931225847026582e+00
2.094000000000000000e+03, 1.216929396402632424e+00, 4.454859213862898848e+00, 2.682172975789676173e+00, 3.064192389692175666e+00, 1.689588012438277387e+00, 1.962873751494850660e+00, 1.929520865300903498e+00, 3.302438958537242897e+00, 1.771167318372964150e+00, 2.021737504743936764e+00, 1.663528019442558348e+00, 2.008135437437779558e+00, 2.905349265768482958e+00, 2.533999569683417885e+00
2.095000000000000000e+03, 1.287103884668530762e+00, 4.655082616921464300e+00, 2.774323501625763022e+00, 3.051637555788520917e+00, 1.632994906108885314e+00, 1.970184260028492007e+00, 1.960621396309642606e+00, 3.342905208929152217e+00, 1.720133416201425236e+00, 1.981300988949103337e+00, 1.815284815016409370e+00, 1.862045570685044504e+00, 2.957114380632070993e+00, 2.697082814126475547e+00
2.096000000000000000e+03, 1.354153164857270220e+00, 4.487835152988108867e+00, 2.655616672455009208e+00, 3.161560618980551851e+00, 1.932262405897480217e+00, 2.035787890762150276e+00, 2.030892501381667881e+00, 3.327603931124369030e+00, 1.723408958683258829e+00, 1.999786993982756167e+00, 1.610315124572057721e+00, 1.892839338997627019e+00, 2.823953181430962189e+00, 2.764863319466732694e+00
2.097000000000000000e+03, 1.286776663190101644e+00, 4.329915640460948900e+00, 2.925398452306645858e+00, 3.034910239454762237e+00, 1.773379340259165771e+00, 1.992030093701657067e+00, 1.926137969058718591e+00, 3.492394664184530484e+00, 1.939319649144704449e+00, 1.949047541439930642e+00, 1.661961512322707613e+00, 1.893944672200884805e+00, 2.815830438211798903e+00, 2.577317498310852883e+00
2.098000000000000000e+03, 1.331316935786578393e+00, 4.544200624654103571e+00, 2.936122135035085012e+00, 2.916445908396700037e+00, 1.904980223774695780e+00, 1.998311824809928083e+00, 1.894085988103803908e+00, 3.421142166107313365e+00, 1.645783085726262307e+00, 2.038683454563197106e+00, 1.819848308387344904e+00, 1.849717931348838995e+00, 2.878091152605863012e+00, 2.775514022217983712e+00
2.099000000000000000e+03, 1.380217651296843151e+00, 4.496242801024454394e+00, 2.810233355853273718e+00, 3.085351040048281313e+00, 1.841590953293206878e+00, 2.060893751838808630e+00, 1.898624894609025393e+00, 3.562518446630592361e+00, 1.797944136987833730e+00, 2.037942028605875588e+00, 1.608218489747144986e+00, 1.902187805779500085e+00, 2.791807214498523759e+00, 2.771965132833867251e+00
2.100000000000000000e+03, 1.293118401880234192e+00, 4.626342263544380273e+00, 2.780070797896098345e+00, 3.234307624232130696e+00, 1.848681086101252369e+00, 1.868289064781590403e+00, 1.934149106680862040e+00, 3.382311712611103527e+00, 1.851154029744374707e+00, 2.085373727815635458e+00, 1.794086459403751999e+00, 1.731123643698954551e+00, 2.834225734807598318e+00, 2.884794468583216975e+00
