year, UKESM1-0-LL, CanESM5, ACCESS-ESM1-5, NorESM2-MM, NorESM2-LM, TaiESM1, CESM2-WACCM, CMCC-CM2-SR5, IPSL-CM6A-LR, EC-Earth3-Veg, CNRM-ESM2-1, MIROC-ES2L, GFDL-ESM4, MPI-ESM1-2-LR
2.079000000000000000e+03, 1.111875349915148661e+02, 7.531139568972297127e+01, 5.466934430512478826e+01, 4.267835524623279753e+01, 4.172301651393665622e+01, 1.742032114470188020e+01, 4.355513802641805654e+01, 1.794166162851907131e+02, 3.072511395192804784e+01, 5.986531018927368564e+01, 1.004521369806399349e+02, 7.406174903246633789e+01, 1.177528652048411040e+01, 3.831853356985289594e+01
2.080000000000000000e+03, 1.111472334914807476e+02, 7.538225540686974568e+01, 5.462323165007136794e+01, 4.267997217911655383e+01, 4.173496762847474884e+01, 1.736880409249218005e+01, 4.357379922770007852e+01, 1.794363262938078094e+02, 3.073929127936812833e+01, 5.986921810927695020e+01, 1.005542382936169048e+02, 7.408116927895730441e+01, 1.177463853538960414e+01, 3.833306185338990701e+01
2.081000000000000000e+03, 1.111656076693222843e+02, 7.546936914112932016e+01, 5.457908846195010000e+01, 4.268502070135907189e+01, 4.175414563533354340e+01, 1.741914580429668646e+01, 4.359823810732226690e+01, 1.793502148596676307e+02, 3.074784698382777393e+01, 5.988217892827077549e+01, 1.006514220366439645e+02, 7.412419130751798946e+01, 1.178727528822281023e+01, 3.836654730039425942e+01
2.082000000000000000e+03, 1.112668904194170949e+02, 7.557264862988327536e+01, 5.455968566896767413e+01, 4.269619158030099726e+01, 4.174790297073532486e+01, 1.745989785724259136e+01, 4.365198236181512925e+01, 1.793923487725764403e+02, 3.074881301420808200e+01, 5.987393656403956754e+01, 1.007119762315365108e+02, 7.417762719583625142e+01, 1.182211101861391178e+01, 3.842197697409707047e+01
2.083000000000000000e+03, 1.113683899528975019e+02, 7.566025486133014510e+01, 5.453510060511402457e+01, 4.270739271677960147e+01, 4.175479295788893097e+01, 1.746147731292572303e+01, 4.367065035194460876e+01, 1.794282528085713579e+02, 3.076225159376710749e+01, 5.988636691247787525e+01, 1.007618345210609760e+02, 7.418489702598905922e+01, 1.185696248781460405e+01, 3.843579923013122368e+01
2.084000000000000000e+03, 1.114353657259404144e+02, 7.574094895645640690e+01, 5.449706806460675068e+01, 4.272754964682380319e+01, 4.178831519023289331e+01, 1.747970899748448304e+01, 4.367105943577777083e+01, 1.793827745348473286e+02, 3.076743403308177349e+01, 5.988164589963692919e+01, 1.008102143791081744e+02, 7.425969068299067999e+01, 1.187765958747101713e+01, 3.837198040503931651e+01
2.085000000000000000e+03, 1.114661278386568171e+02, 7.585457739397021726e+01, 5.446165088130184984e+01, 4.276739827547982742e+01, 4.181629421945913094e+01, 1.751581900312859119e+01, 4.368298201251372603e+01, 1.793601997852549346e+02, 3.077715578121285134e+01, 5.986878571628072621e+01, 1.008751033851909682e+02, 7.431915106698514251e+01, 1.187369204468974537e+01, 3.835767487147582244e+01
2.086000000000000000e+03, 1.114237582843163779e+02, 7.594915100861166479e+01, 5.444540114817449705e+01, 4.278461919423327231e+01, 4.186162732858368685e+01, 1.748159967659267622e+01, 4.368108262738996928e+01, 1.793684653347924609e+02, 3.079737560201776958e+01, 5.986799257609409608e+01, 1.009590052150950754e+02, 7.441889147857851583e+01, 1.186190612738817052e+01, 3.842134149362436091e+01
2.087000000000000000e+03, 1.114716633773179950e+02, 7.603107767766051950e+01, 5.439972404236755921e+01, 4.280993265735556008e+01, 4.188678680462306403e+01, 1.749835361297332170e+01, 4.368489291128802421e+01, 1.791974800894958832e+02, 3.080319102669678699e+01, 5.985329149589517783e+01, 1.009962691396862908e+02, 7.449492000739699904e+01, 1.186954896038035479e+01, 3.834325662116013689e+01
2.088000000000000000e+03, 1.114506162251396688e+02, 7.610368241866784444e+01, 5.436262458230992678e+01, 4.283586755995435880e+01, 4.190117131338170253e+01, 1.751334484751265563e+01, 4.369801725939102965e+01, 1.791300298178606170e+02, 3.081832569809606426e+01, 5.984527716803320629e+01, 1.010264317224995381e+02, 7.457430990173858731e+01, 1.186346942587330666e+01, 3.831011000791632171e+01
2.089000000000000000e+03, 1.114241418895071263e+02, 7.614394248069935145e+01, 5.431994714722385709e+01, 4.287284435467741872e+01, 4.191244713413490075e+01, 1.749503535672434040e+01, 4.373804116725592905e+01, 1.791871891928027196e+02, 3.083718148250467550e+01, 5.983766609179104279e+01, 1.010961050792694493e+02, 7.460275092480665649e+01, 1.185133274320411978e+01, 3.835807043147353568e+01
2.090000000000000000e+03, 1.114672715691870621e+02, 7.621427374419911871e+01, 5.425283773749351468e+01, 4.289922243575626482e+01, 4.192980694661009267e+01, 1.748447873958796706e+01, 4.375642902134364221e+01, 1.792283137587926660e+02, 3.084733694214147448e+01, 5.982985965774498993e+01, 1.011841389374321238e+02, 7.455629356209534819e+01, 1.185953183745777828e+01, 3.839368008718672343e+01
2.091000000000000000e+03, 1.115719220235586135e+02, 7.629361770899787132e+01, 5.418382354946704282e+01, 4.293284878221005840e+01, 4.196074299147796438e+01, 1.746617125332461029e+01, 4.377171318862543359e+01, 1.791680785293914084e+02, 3.086681008529077275e+01, 5.980552187655012375e+01, 1.012421808924098201e+02, 7.449482991379440477e+01, 1.189020263172339220e+01, 3.840566253036949007e+01
2.092000000000000000e+03, 1.116946789959312980e+02, 7.633409956375339789e+01, 5.412856958381738792e+01, 4.291567227307768206e+01, 4.198229685980148673e+01, 1.757543036871692976e+01, 4.379083099722996053e+01, 1.791054825381840772e+02, 3.089309521076851084e+01, 5.979719569271163948e+01, 1.012835616744496008e+02, 7.443476202225519955e+01, 1.184981729670188244e+01, 3.841789636951263276e+01
2.093000000000000000e+03, 1.117101051629657462e+02, 7.639154716855870220e+01, 5.408040785228487835e+01, 4.291354121310428837e+01, 4.199863163881419581e+01, 1.763824150009739711e+01, 4.383406554178325365e+01, 1.791992055923356872e+02, 3.090466050121772312e+01, 5.977437555394600111e+01, 1.013062490015927182e+02, 7.437216600862669225e+01, 1.182481013663611868e+01, 3.846411978728561820e+01
2.094000000000000000e+03, 1.117974063210123603e+02, 7.644499500575574302e+01, 5.405378067451873392e+01, 4.294073473106044503e+01, 4.201434166624252953e+01, 1.755611832413316975e+01, 4.385672996898761511e+01, 1.791218107711183620e+02, 3.092559715478621385e+01, 5.974786067349919705e+01, 1.013623110678660737e+02, 7.434705586498026264e+01, 1.180684252684626401e+01, 3.844805866510085224e+01
2.095000000000000000e+03, 1.118468805774242298e+02, 7.652250518536776269e+01, 5.401054058379984468e+01, 4.295256276159972231e+01, 4.202447257982174733e+01, 1.751879707027469379e+01, 4.386113864959961717e+01, 1.790351113630979398e+02, 3.094208318475216046e+01, 5.975463572464662576e+01, 1.014601848308407455e+02, 7.435918495265077865e+01, 1.180276917376774470e+01, 3.841935525842541210e+01
2.096000000000000000e+03, 1.118477550006440282e+02, 7.661381186745546756e+01, 5.393108172660343769e+01, 4.297607322523307261e+01, 4.202739538867293589e+01, 1.759807273682354989e+01, 4.387662540379574239e+01, 1.789655314627472364e+02, 3.095813702023539449e+01, 5.976582419783573386e+01, 1.015426340169559296e+02, 7.444094624521157755e+01, 1.178097081460514950e+01, 3.834864017662349056e+01
2.097000000000000000e+03, 1.119885823516407299e+02, 7.666714949971579074e+01, 5.386038031798260306e+01, 4.296920915871491786e+01, 4.206155836491345923e+01, 1.759732520442166148e+01, 4.388622053204784379e+01, 1.788665481366168137e+02, 3.094673166100350414e+01, 5.974543797948017954e+01, 1.016104846258655243e+02, 7.452456810770090101e+01, 1.174528545700010440e+01, 3.839484607697477969e+01
2.098000000000000000e+03, 1.120893651445858836e+02, 7.671741558804139061e+01, 5.380718148541646428e+01, 4.296168303436022029e+01, 4.207225001959277222e+01, 1.760027103093785072e+01, 4.389803146768713304e+01, 1.788301072865842514e+02, 3.094920046130102520e+01, 5.972753409558684012e+01, 1.016699247029559672e+02, 7.456958845594269292e+01, 1.175588914500677795e+01, 3.844806227649913666e+01
2.099000000000000000e+03, 1.121187549084569639e+02, 7.678147054071737898e+01, 5.375061760344159012e+01, 4.299407220379738703e+01, 4.205792038101323271e+01, 1.768854751355242882e+01, 4.391361871349317880e+01, 1.787177175611345206e+02, 3.098795080884650588e+01, 5.969685754483737128e+01, 1.017704348839353941e+02, 7.456462228470483922e+01, 1.177571558605320234e+01, 3.853175870726003893e+01
2.100000000000000000e+03, 1.120812074485747445e+02, 7.684882736219654475e+01, 5.371696578659858545e+01, 4.298658346235523453e+01, 4.206183270828864806e+01, 1.765433777303569940e+01, 4.393261813462120102e+01, 1.786995491108231420e+02, 3.098779917954189855e+01, 5.967355848980907496e+01, 1.018258047272542228e+02, 7.455189336421297241e+01, 1.180274739591325428e+01, 3.849976704729248667e+01
