year, MIROC-ES2L, MPI-ESM1-2-LR, NorESM2-MM, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, CMCC-ESM2, INM-CM4-8, IPSL-CM6A-LR, CNRM-ESM2-1, CanESM5, CESM2-WACCM, TaiESM1
2.053000000000000000e+03, 1.438617841795956309e+00, 1.432517240268273095e+00, 1.624542698809151364e+00, 1.668308814964802433e+00, 1.820195163045757569e+00, 1.790556347588488251e+00, 1.813081535610651773e+00, 1.501681857190959812e+00, 2.355264534719168079e+00, 2.560462836714353596e+00, 1.534737733867095111e+00, 1.545740698412756187e+00, 1.587090341329052690e+00, 1.783454429931288443e+00, 1.952689087781678490e+00, 1.716304282220465716e+00
2.054000000000000000e+03, 1.375050586675996778e+00, 1.448341801988709099e+00, 1.589948442465660472e+00, 1.739732051037308658e+00, 1.862917511327931486e+00, 1.888754605999203751e+00, 1.792854355824607060e+00, 1.571895352191983397e+00, 2.354442295431904419e+00, 2.416622662772308860e+00, 1.553441399664585276e+00, 1.555241774100742713e+00, 1.568315527669163822e+00, 1.819291744918817733e+00, 1.916076263289877568e+00, 1.795760944990925534e+00
2.055000000000000000e+03, 1.396561648419935020e+00, 1.424270543114147802e+00, 1.609207208761616714e+00, 1.788036300589402883e+00, 1.935859967156022154e+00, 1.784083977587650693e+00, 1.770574127033553768e+00, 1.574454688348139175e+00, 2.391699121043328269e+00, 2.354298374039233810e+00, 1.544203971597143621e+00, 1.480985115330494928e+00, 1.626238043857469950e+00, 1.814502436477034353e+00, 1.858065487604759536e+00, 1.699819328046993538e+00
2.056000000000000000e+03, 1.386484436458079950e+00, 1.404985126812321239e+00, 1.700657789885539950e+00, 1.787589353332484254e+00, 1.851619992525214364e+00, 1.776065727578248765e+00, 1.803329461204744355e+00, 1.545620426938501879e+00, 2.361608301029410661e+00, 2.434180136017634943e+00, 1.497676319261443290e+00, 1.542660332095198816e+00, 1.492644113808238693e+00, 1.768211249108814220e+00, 1.847119376703345361e+00, 1.611892065128001095e+00
2.057000000000000000e+03, 1.414702633784608254e+00, 1.506268974535843741e+00, 1.762607575594299369e+00, 1.739222841196320202e+00, 1.772481610610260327e+00, 1.770382940395469840e+00, 1.829130058668477998e+00, 1.583107328470789943e+00, 2.372969337115843125e+00, 2.590529530251009405e+00, 1.526728926277960197e+00, 1.606138904475557849e+00, 1.532975027506505272e+00, 1.766840063348447565e+00, 1.755323939733890226e+00, 1.587468942979500808e+00
2.058000000000000000e+03, 1.359078383229905373e+00, 1.406466527529954602e+00, 1.824163301145666161e+00, 1.730584523077532078e+00, 1.800025731790074524e+00, 1.799761230419292257e+00, 1.867012841063687478e+00, 1.512928258743660548e+00, 2.388111201092009583e+00, 2.609924927834856412e+00, 1.543651739121262967e+00, 1.624916138728248027e+00, 1.374184021327968575e+00, 1.802507976357721420e+00, 1.769728498861349308e+00, 1.661547778850504642e+00
2.059000000000000000e+03, 1.333965819471820469e+00, 1.403390744716656036e+00, 1.766675656918431203e+00, 1.750168667579125037e+00, 1.826904016686491383e+00, 1.881281503124718091e+00, 1.782694811848106298e+00, 1.615817638638851417e+00, 2.382898070209387598e+00, 2.873295196480381453e+00, 1.536243746351473094e+00, 1.562898989660511662e+00, 1.495871056005239286e+00, 1.781087942870495100e+00, 1.869600679055261949e+00, 1.859147214376283275e+00
2.060000000000000000e+03, 1.379699074904055189e+00, 1.345833311105147923e+00, 1.689780282216231111e+00, 1.694418493521903102e+00, 1.734248932649097519e+00, 1.855848934106029580e+00, 1.821958317179721121e+00, 1.563715260842334809e+00, 2.362421352688682141e+00, 2.712568583237725761e+00, 1.567747967610067628e+00, 1.545464933007756114e+00, 1.535648129538257578e+00, 1.867221685341686310e+00, 1.847516600054596614e+00, 1.724252480017923306e+00
2.061000000000000000e+03, 1.389102128445985018e+00, 1.469651569460459495e+00, 1.712310598972424547e+00, 1.682121103849210098e+00, 1.733010766710212147e+00, 1.840794371016467590e+00, 1.813363611384992025e+00, 1.569667015891259787e+00, 2.382441633555567595e+00, 2.673922775583398082e+00, 1.565202514744041151e+00, 1.521616408253287700e+00, 1.481249643950649064e+00, 1.841088229217645145e+00, 1.853676891283541517e+00, 1.405465696410845622e+00
2.062000000000000000e+03, 1.393649472905267528e+00, 1.403926585257968762e+00, 1.742563244627526986e+00, 1.690314266943341304e+00, 1.824064208524735164e+00, 1.664668457127641998e+00, 1.803302560573655233e+00, 1.616615608564870854e+00, 2.354767996780880335e+00, 2.414997582508329632e+00, 1.556408584932041483e+00, 1.539925511554553816e+00, 1.720030337887625604e+00, 1.895034275887579334e+00, 1.888675596058850603e+00, 1.599555897310324992e+00
2.063000000000000000e+03, 1.368325987245447184e+00, 1.455517095861112331e+00, 1.804283462261162319e+00, 1.595728746728322767e+00, 1.818703085391189189e+00, 1.696757870811879565e+00, 1.761868079802830112e+00, 1.542067261971087566e+00, 2.364915987053729740e+00, 2.299380336960837212e+00, 1.558612938623682220e+00, 1.526087833591799336e+00, 1.640921232378550698e+00, 1.814197745821300556e+00, 1.855936793749128011e+00, 1.647652792033578839e+00
2.064000000000000000e+03, 1.384114679388298352e+00, 1.440421265723454081e+00, 1.718009932289146890e+00, 1.660582376264629678e+00, 1.812131307129931868e+00, 1.734880829744083641e+00, 1.819152068091349994e+00, 1.583253930901229900e+00, 2.450398877946479370e+00, 2.130257181424612511e+00, 1.598691367865635371e+00, 1.525227094549877371e+00, 1.473898256340914203e+00, 1.879616107070046560e+00, 1.919469162230763137e+00, 1.592253125301675176e+00
2.065000000000000000e+03, 1.376362555961504919e+00, 1.462624933726767384e+00, 1.731260225242746920e+00, 1.718919967604817245e+00, 1.764823366504649105e+00, 1.792718999815848147e+00, 1.843687939201594128e+00, 1.515478814332958946e+00, 2.394695376525763475e+00, 2.343235635860484223e+00, 1.586482732795394757e+00, 1.571366886586472722e+00, 1.565060428395896208e+00, 1.788911901176675423e+00, 1.910970377194361136e+00, 1.649442554586834975e+00
2.066000000000000000e+03, 1.310487886001748148e+00, 1.414930413399961839e+00, 1.691052186888061915e+00, 1.650949208074383723e+00, 1.817364239243395962e+00, 1.906793932640213463e+00, 1.871167051654650137e+00, 1.643575418676888944e+00, 2.417715570911076473e+00, 2.657438972348455941e+00, 1.590333528059556745e+00, 1.553036018219025705e+00, 1.675488678470184123e+00, 1.802245455958903175e+00, 1.894125914674346989e+00, 1.570437027419822940e+00
2.067000000000000000e+03, 1.396359857438514318e+00, 1.431204183237548611e+00, 1.725139005296334238e+00, 1.693804261858917304e+00, 1.897308327917641257e+00, 1.799331371015217673e+00, 1.748312168237641462e+00, 1.660236554168028844e+00, 2.417582585726469446e+00, 2.299100198282706398e+00, 1.519846312082333117e+00, 1.582789964927459270e+00, 1.414195440261155179e+00, 1.799140673160268822e+00, 1.875880026767605901e+00, 1.526676376947117220e+00
2.068000000000000000e+03, 1.385529963681066068e+00, 1.434737546111651607e+00, 1.765373678574546190e+00, 1.715565052490503062e+00, 1.880810298890969401e+00, 1.815495594787110978e+00, 1.767136883985544582e+00, 1.562061515721535399e+00, 2.380691183514626275e+00, 2.046116627257215548e+00, 1.557238376772664301e+00, 1.562981705214143702e+00, 1.567151046072034815e+00, 1.814836494384893584e+00, 1.850049939982422620e+00, 1.502416330935440136e+00
2.069000000000000000e+03, 1.287272530258561698e+00, 1.428365904228815486e+00, 1.777754502475990206e+00, 1.652236742296307570e+00, 1.811872022821880535e+00, 1.651799019359085019e+00, 1.790897416446373125e+00, 1.587140737889826569e+00, 2.398592478892107582e+00, 2.432162409375334455e+00, 1.567466214521336054e+00, 1.628028246508260057e+00, 1.607582132990239776e+00, 1.842119913516213625e+00, 1.819807496301949490e+00, 1.513146021424073284e+00
2.070000000000000000e+03, 1.439862088113310623e+00, 1.397859451856833246e+00, 1.732939392466031681e+00, 1.708763570479996829e+00, 1.874779789210782699e+00, 1.600330559596509383e+00, 1.782283361751350714e+00, 1.548653264868375512e+00, 2.415292234667709259e+00, 2.459387593915117520e+00, 1.552845259418103918e+00, 1.597061953431286652e+00, 1.403663465316320469e+00, 1.841264523409198883e+00, 1.829286377398848362e+00, 1.570190484069997394e+00
2.071000000000000000e+03, 1.387542511200239526e+00, 1.438248764086984322e+00, 1.714357479637704129e+00, 1.670734120824222124e+00, 1.897830063596336547e+00, 1.679504147428381167e+00, 1.851318078575420634e+00, 1.590941866181330377e+00, 2.455602303355771898e+00, 2.596356423475286057e+00, 1.561512665094301644e+00, 1.560434157697955682e+00, 1.506632074247159725e+00, 1.764424017434194969e+00, 1.852812316114520019e+00, 1.526777188545285435e+00
2.072000000000000000e+03, 1.390860526627120120e+00, 1.401693710359235734e+00, 1.697395795942979291e+00, 1.578494606070036888e+00, 1.907100113233919592e+00, 1.716637758168924943e+00, 1.835963760700994873e+00, 1.585894358351720212e+00, 2.382887391814135114e+00, 2.619295469528381659e+00, 1.505020830391831987e+00, 1.488191279635707520e+00, 1.625942752007954351e+00, 1.770085509522164369e+00, 1.806285441842354844e+00, 1.617683241502786196e+00
2.073000000000000000e+03, 1.320398229468219720e+00, 1.410336849291632610e+00, 1.736798140406580870e+00, 1.625127957831867365e+00, 1.915925685022030756e+00, 1.691347224930997761e+00, 1.840527962506404824e+00, 1.537652454048833883e+00, 2.383887874293494580e+00, 2.932228087959983576e+00, 1.586955702726941198e+00, 1.520818224582777711e+00, 1.768964889873547497e+00, 1.847335904643951920e+00, 1.804061559824970962e+00, 1.568884728451755084e+00
2.074000000000000000e+03, 1.392412724405150959e+00, 1.452389097005073015e+00, 1.708336737607025091e+00, 1.668237546983079689e+00, 1.777731706649241517e+00, 1.613887868641155965e+00, 1.762346542593129284e+00, 1.539467897889847281e+00, 2.407632968641310711e+00, 3.144943147553151963e+00, 1.553542869517451130e+00, 1.471740536847499836e+00, 1.570681282540657531e+00, 1.867311305435371382e+00, 1.855366175677280127e+00, 1.371378900964412173e+00
