year, CNRM-ESM2-1, CanESM5, INM-CM4-8, CESM2-WACCM, IPSL-CM6A-LR, ACCESS-ESM1-5, NorESM2-MM, UKESM1-0-LL, EC-Earth3-Veg, GFDL-ESM4, MIROC-ES2L, MPI-ESM1-2-LR, NorESM2-LM, CMCC-CM2-SR5, TaiESM1, INM-CM5-0
2.067000000000000000e+03, 4.768896180403599416e+00, 7.329159886498614718e+00, 4.221306125051091485e+00, 5.273526723894164547e+00, 5.733955206963361029e+00, 6.232804125192660472e+00, 5.123354214268170281e+00, 5.929098478291775720e+00, 6.840711020781029994e+00, 4.885211065824210053e+00, 6.686507420305289884e+00, 7.362342373497350323e+00, 4.857444775197446774e+00, 5.379704717827110905e+00, 3.551715275263379379e+00, 5.484713086717581731e+00
2.068000000000000000e+03, 5.368664898818152231e+00, 7.500783677455562071e+00, 4.877579904169150993e+00, 5.302634158530310060e+00, 5.710604479236441655e+00, 6.250691449905481534e+00, 5.004608419820993248e+00, 5.833045143015906042e+00, 6.978522150517475708e+00, 5.028610338242451405e+00, 6.797805018251746212e+00, 7.533461905741170916e+00, 4.852155916691523352e+00, 4.968128819827686726e+00, 3.494960184408650417e+00, 4.875522620205918756e+00
2.069000000000000000e+03, 5.415421438866368398e+00, 7.662302368726381374e+00, 4.472726535185827856e+00, 5.198176000450952294e+00, 6.027964457038089030e+00, 5.952489854335986763e+00, 5.093233521166919076e+00, 5.612447290944889922e+00, 7.197235155227688530e+00, 4.427406220237000589e+00, 6.407936775611703162e+00, 7.442223086565277868e+00, 4.900619367730339349e+00, 5.010266164923425691e+00, 3.826056578412679432e+00, 4.900122735967712195e+00
2.070000000000000000e+03, 4.663556845783327631e+00, 7.592803192939230783e+00, 4.444806404538553579e+00, 5.217176274979476780e+00, 6.030671937234028945e+00, 6.128394595711347925e+00, 4.958090917927469476e+00, 6.279618509014031069e+00, 7.444137050392896526e+00, 4.386509340652492206e+00, 6.944777965286850652e+00, 6.619380607963651464e+00, 4.812812849651325386e+00, 5.114371515121526102e+00, 3.484010976901269707e+00, 4.687231277044728195e+00
2.071000000000000000e+03, 5.281212320270362248e+00, 7.129129294897796676e+00, 4.477353646211498450e+00, 5.251086137570300849e+00, 5.654520252329055197e+00, 6.154977383250705536e+00, 4.730980849245182362e+00, 6.342430872991191571e+00, 6.825050824199683674e+00, 4.538235737334512798e+00, 6.818240658019793621e+00, 7.357941714226100771e+00, 4.613778651705739087e+00, 4.249502920686954788e+00, 3.648423973224109051e+00, 5.112915270669588175e+00
2.072000000000000000e+03, 5.549182677940375896e+00, 7.249669458879576034e+00, 4.364796826770982463e+00, 4.930023978688495845e+00, 5.271760111979728158e+00, 6.234937500314233105e+00, 5.051464551015468984e+00, 5.498520652211341897e+00, 6.824001371283959116e+00, 4.767207317258700172e+00, 6.670745288079181989e+00, 7.554823037490978166e+00, 4.281772055031409785e+00, 4.956887620874780076e+00, 3.797007067860355356e+00, 4.980592466049978739e+00
2.073000000000000000e+03, 6.003155909192749107e+00, 7.404515033498929810e+00, 4.729200619136709527e+00, 5.205303764172999337e+00, 5.608115061487222164e+00, 6.207748224360676303e+00, 5.010132364707727604e+00, 5.403943588118623076e+00, 6.740107749433416728e+00, 4.623444685112303887e+00, 6.401658471092704694e+00, 7.284691880260828256e+00, 4.869147272197822396e+00, 5.331820514333764471e+00, 3.511240224782630204e+00, 4.845573748189296204e+00
2.074000000000000000e+03, 5.345680189661865533e+00, 7.633970981583376947e+00, 4.589358010491674911e+00, 5.316031200669230294e+00, 5.271683343458969162e+00, 5.769543834947078231e+00, 4.783100764830847673e+00, 5.745654511247408003e+00, 6.746667022810832748e+00, 4.500066578780939075e+00, 6.767603688689539432e+00, 7.508765876951018825e+00, 4.839675429909156001e+00, 4.816282561818224117e+00, 3.292158699588141335e+00, 4.587566702494730642e+00
2.075000000000000000e+03, 5.407889955994537701e+00, 7.406936742691122788e+00, 4.332548287906848650e+00, 5.141750256844577649e+00, 5.598481033345644953e+00, 6.080783167737835448e+00, 5.198296236525976610e+00, 5.467327846339561148e+00, 7.312559317527560054e+00, 4.679672342765754500e+00, 7.173993924218629026e+00, 7.455547044924214717e+00, 4.890931206632022743e+00, 4.813457434023241888e+00, 3.719987564531095359e+00, 5.179239479068200147e+00
2.076000000000000000e+03, 5.375476134701146158e+00, 7.474259022228986638e+00, 4.625736578976121116e+00, 5.605959453686183203e+00, 5.217483421730936044e+00, 6.244153362784690131e+00, 4.890956078930999595e+00, 5.506449868233303846e+00, 7.219164762760066800e+00, 4.662485559493230625e+00, 6.581056451404426966e+00, 7.608895946854304704e+00, 5.069618709872586670e+00, 4.998974817146473626e+00, 3.761647668393167887e+00, 5.008870285845103965e+00
2.077000000000000000e+03, 4.959958597955226089e+00, 7.572440397211051888e+00, 4.507105941394507376e+00, 5.308379949354395499e+00, 5.511720009017150090e+00, 6.392027812057866853e+00, 4.850701718920386263e+00, 5.419244021453499371e+00, 7.469158736709904822e+00, 4.781167011113451437e+00, 6.395981568412334006e+00, 6.907777583715046354e+00, 5.014629691484695506e+00, 5.258801488939583102e+00, 3.507643723759767518e+00, 4.956056510722768316e+00
2.078000000000000000e+03, 5.558216633151960906e+00, 7.768395892494655897e+00, 4.477900414171487320e+00, 5.065960512652890380e+00, 5.135898023760367970e+00, 5.925780297095511351e+00, 4.669384946124589320e+00, 5.906809357816407591e+00, 6.852511318998465661e+00, 4.716819184825311595e+00, 6.481616768750851243e+00, 7.163535823086840004e+00, 4.757884317314259093e+00, 4.796706746544812106e+00, 3.570641420630542573e+00, 5.411946131560612550e+00
2.079000000000000000e+03, 4.785607241171057069e+00, 7.809629891915345290e+00, 4.738066280098881755e+00, 5.367320448411947886e+00, 5.667859766864657090e+00, 5.570087407201512519e+00, 4.760190442357242979e+00, 5.787837849378837163e+00, 7.118106531454278851e+00, 4.443100466610888866e+00, 6.582381439249456179e+00, 7.719557497859615758e+00, 4.879981765594662235e+00, 4.567342802252274403e+00, 3.887507161046604764e+00, 4.600514899982948158e+00
2.080000000000000000e+03, 5.413653935662956052e+00, 7.535086378778105498e+00, 4.461001507302959190e+00, 5.104017941729051877e+00, 5.650786316499160300e+00, 5.617634830351258657e+00, 4.951086030085836143e+00, 6.111655884055168464e+00, 6.991953131981117231e+00, 4.367579775009907905e+00, 6.443891149391673956e+00, 7.359685931469336140e+00, 4.593971642554687485e+00, 5.104647767889353815e+00, 3.785763805178179453e+00, 4.927821720394196525e+00
2.081000000000000000e+03, 4.762527149624067313e+00, 7.472383684565329531e+00, 4.227537496663804184e+00, 4.807500706812541047e+00, 5.276325961875617310e+00, 5.888282088695475203e+00, 4.785568772885723021e+00, 6.010093100688781220e+00, 7.199093353202355772e+00, 4.729480432065968465e+00, 6.830699200621614509e+00, 7.384544170380983985e+00, 4.771119197756871877e+00, 4.935575632457933182e+00, 3.644048256764999660e+00, 5.042343375997772270e+00
2.082000000000000000e+03, 5.047678792961621141e+00, 7.562221028312577253e+00, 4.258589773717830873e+00, 5.040924462606953149e+00, 5.631336719182018946e+00, 5.901407144368592483e+00, 4.830453371057328305e+00, 5.697487625246273169e+00, 7.022567358365677137e+00, 4.743329579175412647e+00, 6.829127466362705512e+00, 7.437223448042995955e+00, 4.973471189433465334e+00, 4.896508551884704907e+00, 3.778601583301754552e+00, 4.930320044685824854e+00
2.083000000000000000e+03, 5.349304578151697243e+00, 7.723404414675519192e+00, 4.348814906609547393e+00, 5.096169712928623419e+00, 5.573633239743210233e+00, 5.848963045467915123e+00, 4.994736292642397935e+00, 5.858897533171849581e+00, 6.944511528284821544e+00, 4.522605015902247949e+00, 6.370361530818534845e+00, 7.450589059066572872e+00, 4.891295391170588758e+00, 4.974820681885751661e+00, 3.745897192239391771e+00, 5.208694965892172846e+00
2.084000000000000000e+03, 5.285161064984039037e+00, 6.977199960471290652e+00, 4.867000284370587515e+00, 5.341337046945451306e+00, 5.517255657906066091e+00, 5.639303973938194936e+00, 4.563470006974850612e+00, 5.479453048913430102e+00, 7.053063276560731509e+00, 4.870423031094260224e+00, 6.491759675416820308e+00, 7.049102727277967162e+00, 4.767164482106181822e+00, 5.031735452024254762e+00, 3.656989796726288766e+00, 4.973533133169985909e+00
2.085000000000000000e+03, 5.290467029773148866e+00, 7.717644412287691935e+00, 4.420982622058152955e+00, 5.160476417679585204e+00, 5.924422327301614111e+00, 5.935355095601813069e+00, 4.787136952145152335e+00, 5.258331740777834717e+00, 7.086965821078003103e+00, 4.511471302249004722e+00, 6.447763458439190742e+00, 7.099855540995113401e+00, 4.372049241000556918e+00, 4.600468229755620087e+00, 3.833904080692533078e+00, 4.901873774857231858e+00
2.086000000000000000e+03, 5.212726742835958049e+00, 7.465560395681075434e+00, 4.731251651058310692e+00, 5.503839293765067531e+00, 5.954132309494277742e+00, 5.513513101557363072e+00, 4.609211707041737327e+00, 5.831318898818304675e+00, 6.975017913470630049e+00, 4.732660303208729324e+00, 6.453719513514894146e+00, 6.835094692100065039e+00, 4.715622448328383065e+00, 5.438762634435851950e+00, 3.716847989209405956e+00, 5.219440624992884636e+00
2.087000000000000000e+03, 5.532529742320218880e+00, 7.563104491614162761e+00, 4.634097955240348732e+00, 5.403774173556080918e+00, 6.003144253473634784e+00, 5.814498075530058152e+00, 4.831653897251828589e+00, 5.602301962051567941e+00, 7.039645182394747458e+00, 4.501265346104755594e+00, 6.678877090163465979e+00, 7.219845433036542914e+00, 4.616505354136464234e+00, 5.492298491650014824e+00, 3.704637288361784631e+00, 4.848619456656009241e+00
2.088000000000000000e+03, 5.717092728790005296e+00, 7.668333010407827999e+00, 4.624497206548056738e+00, 5.235552247283593807e+00, 5.917460105948610938e+00, 5.759332009118616647e+00, 4.832298240700526826e+00, 6.008766381610429974e+00, 7.061254424053507783e+00, 4.297578884148430589e+00, 7.043702814815435254e+00, 7.453356330382431949e+00, 4.474234882719575701e+00, 4.859130181068629817e+00, 3.837524082015055793e+00, 4.706253945776503578e+00
2.089000000000000000e+03, 5.035885490238068307e+00, 7.517558284047874295e+00, 4.937523677478293571e+00, 5.136414466370935017e+00, 5.775147457284536046e+00, 5.492197295725860684e+00, 4.699718135934325858e+00, 6.189726638637682576e+00, 6.489837731031257384e+00, 4.903237941529541288e+00, 6.580857517586791161e+00, 6.935767015722949402e+00, 4.757525672551398799e+00, 4.829422025351898462e+00, 3.806317749024282548e+00, 4.350525498699481908e+00
2.090000000000000000e+03, 5.023572579845075659e+00, 7.629982861543515682e+00, 4.673367265215120803e+00, 5.139575852817374724e+00, 6.086229978144006125e+00, 5.453986762536389143e+00, 4.437060277101359418e+00, 5.737520325314489078e+00, 7.069233768802487106e+00, 4.571425866999247134e+00, 6.600661842814163904e+00, 7.224363008905852368e+00, 4.515735524944215484e+00, 4.791988911351382718e+00, 3.906148384030815990e+00, 4.695134760383895767e+00
2.091000000000000000e+03, 5.807159231981780856e+00, 7.534703941579934394e+00, 4.361865695837221502e+00, 5.271741728518666292e+00, 5.754799355164469610e+00, 5.626185792301154009e+00, 4.745942812260548926e+00, 5.586619997853446762e+00, 6.991390008935700173e+00, 4.906943120894256438e+00, 6.190719626451796742e+00, 7.202848169006553114e+00, 4.523031173895239121e+00, 5.003340836938678038e+00, 3.920533811276580405e+00, 4.887724555669899829e+00
2.092000000000000000e+03, 5.266919255762913643e+00, 7.540547295658736715e+00, 4.458421957736489638e+00, 5.253867286337785991e+00, 5.459588675594827301e+00, 5.798094022667521941e+00, 4.844138093575312887e+00, 5.929711482495575225e+00, 7.119960288342544352e+00, 4.755889288748980981e+00, 6.687675093779178681e+00, 6.979123623469128290e+00, 4.820901985869050499e+00, 4.601052764583967836e+00, 3.321919491164659899e+00, 4.591925988573620110e+00
2.093000000000000000e+03, 5.794715187675415713e+00, 7.513673309478526186e+00, 4.409203737963184544e+00, 5.252463079794628342e+00, 5.904873050829069214e+00, 5.716136042787369753e+00, 4.496628381236404515e+00, 5.806407268740476191e+00, 7.268129797501938327e+00, 4.169258659790663124e+00, 6.331318298729059713e+00, 7.116328339404574876e+00, 4.572632150378674432e+00, 4.613427721511788704e+00, 3.740983713896674168e+00, 4.839442046103939354e+00
2.094000000000000000e+03, 5.050136725749033495e+00, 7.355456070141459968e+00, 4.544731829234975429e+00, 5.174695539456414473e+00, 5.525410435444809920e+00, 5.742510452082719929e+00, 4.456457135270438741e+00, 5.321437851297694976e+00, 7.384180430338759038e+00, 4.873737122337659322e+00, 6.523531539724190864e+00, 6.927456866660215873e+00, 4.478513666608000321e+00, 5.189336308721357760e+00, 3.985242684040561922e+00, 4.690068403057891189e+00
2.095000000000000000e+03, 5.116349771275973346e+00, 7.302573409727790121e+00, 4.753459842738248398e+00, 4.984628467299253352e+00, 5.589078363236208880e+00, 5.395565732183097651e+00, 4.560186424706564878e+00, 5.236484821789786359e+00, 6.757006969463636992e+00, 4.667335035273922905e+00, 6.129235297243329939e+00, 6.637047908094403148e+00, 4.810307783859358643e+00, 4.846032824786686177e+00, 3.612768306576764843e+00, 4.859895800321044845e+00
2.096000000000000000e+03, 4.968841151217151975e+00, 7.130692615409279789e+00, 4.852652168391005993e+00, 5.116037149661454286e+00, 5.463952939313111656e+00, 5.278648874963360882e+00, 4.652688089996175336e+00, 5.616518633538162497e+00, 7.449135792519400390e+00, 4.619199682656756956e+00, 6.633914118213098732e+00, 7.395546468182121025e+00, 4.509482046815389999e+00, 5.329093736039914653e+00, 3.782774772351066073e+00, 4.344342356200773914e+00
2.097000000000000000e+03, 5.770813983040340212e+00, 7.246565469865362985e+00, 4.432412958935576519e+00, 5.104790937708766130e+00, 5.619997861711135911e+00, 5.563496707888303305e+00, 5.027547326292425289e+00, 5.416860615755326513e+00, 7.232377839197686953e+00, 4.270439908395688988e+00, 6.633188752460637438e+00, 7.582709010551949014e+00, 4.214093252481446505e+00, 4.979579602676839301e+00, 3.873755383484721815e+00, 5.065622877723387596e+00
2.098000000000000000e+03, 5.628431028524963686e+00, 7.425964682082358159e+00, 4.690522982391967410e+00, 4.995322506867635681e+00, 6.178244655336589730e+00, 5.530801242564578502e+00, 4.834440077003254288e+00, 5.739559482003149249e+00, 7.275467289290761919e+00, 4.442024892454880636e+00, 6.605218765339587073e+00, 6.999036030342463910e+00, 4.766112504672352479e+00, 5.442599887691092597e+00, 3.549273628989537244e+00, 4.589155039318398188e+00
2.099000000000000000e+03, 5.076998245997959458e+00, 7.183802568260938770e+00, 4.371670872056169443e+00, 5.191505565292140467e+00, 5.578117293353697548e+00, 5.626963598440688941e+00, 4.490055191974921200e+00, 5.587265643426788664e+00, 7.051681397989888467e+00, 4.544204159787192054e+00, 7.040514577413788722e+00, 6.994445139379339871e+00, 4.605358052414675107e+00, 5.350535890246185033e+00, 3.598993928170652001e+00, 4.874661763843243456e+00
2.100000000000000000e+03, 5.310583299340799535e+00, 7.595284256307389903e+00, 4.474341964646269432e+00, 4.693227978501540498e+00, 5.681641769585767499e+00, 5.636606262702079206e+00, 5.095144369067489798e+00, 5.453300709482638453e+00, 7.285592566363906286e+00, 4.868585599864896807e+00, 6.715273655585463963e+00, 7.423759311192138277e+00, 4.870785698685976328e+00, 4.683132543933248293e+00, 3.525033153317415735e+00, 5.128906997321294625e+00
