year, ACCESS-ESM1-5, UKESM1-0-LL, CNRM-ESM2-1, MPI-ESM1-2-LR, INM-CM5-0, MIROC-ES2L, CanESM5, TaiESM1, IPSL-CM6A-LR, CESM2-WACCM, NorESM2-MM, CMCC-ESM2, GFDL-ESM4, EC-Earth3-Veg, INM-CM4-8, NorESM2-LM
2.074000000000000000e+03, 1.089878102789059389e+00, 2.005303601654052859e+00, 8.429644428322838889e-01, 1.502241175956959385e+00, 1.520470305826045365e+00, 1.364726506205809597e+00, 1.864535323586874238e+00, 1.888450227535293235e+00, 1.460649265244985395e+00, 1.270090901486987223e+00, 1.172156714919559972e+00, 1.380376205825042391e+00, 1.652073457127400724e+00, 2.340804658614996647e+00, 1.458543215344016319e+00, 1.040527691997191972e+00
2.075000000000000000e+03, 1.075188192762910111e+00, 2.034035726405162947e+00, 9.112017395116848162e-01, 1.464954881687114518e+00, 1.539151937287322580e+00, 1.377544789532221259e+00, 1.890893353602121518e+00, 1.832750489077925815e+00, 1.481620316986544950e+00, 1.283814482553472081e+00, 1.172022385433407088e+00, 1.287563780086874443e+00, 1.589208719177823470e+00, 2.275098955441835269e+00, 1.484174571079966309e+00, 1.024082826342505026e+00
2.076000000000000000e+03, 1.086979874108763511e+00, 2.011607098718907860e+00, 8.834126086184035387e-01, 1.483774761975934720e+00, 1.503768403330191683e+00, 1.380158887179286031e+00, 1.896164132961921434e+00, 1.936247888755170843e+00, 1.450934031830563686e+00, 1.219413228044184727e+00, 1.143895922681702926e+00, 1.275959899710744638e+00, 1.657338492605433977e+00, 2.291077086650255001e+00, 1.485337258382230630e+00, 1.053094375317757070e+00
2.077000000000000000e+03, 1.089738187045648843e+00, 2.013637735767590087e+00, 8.658536883652574456e-01, 1.464317736741924225e+00, 1.493647021017300736e+00, 1.378141439083924835e+00, 1.854730247197496462e+00, 1.998384832428757640e+00, 1.425801850697671957e+00, 1.201965346202022777e+00, 1.142209241149934495e+00, 1.271908059195832053e+00, 1.567832429143432238e+00, 2.221644891330624816e+00, 1.506847429128188587e+00, 1.029765583631105486e+00
2.078000000000000000e+03, 1.061881168847671031e+00, 2.004806281790846967e+00, 8.004107982348597217e-01, 1.418235243144095437e+00, 1.498273570763990037e+00, 1.372298376728412039e+00, 1.898115734317009196e+00, 2.086753167009283594e+00, 1.454080871054491464e+00, 1.236074953986776803e+00, 1.073099595313069310e+00, 1.313858126122049885e+00, 1.523245929638163521e+00, 2.204439896539572619e+00, 1.520420252354991453e+00, 1.079005967141605682e+00
2.079000000000000000e+03, 1.059366683333189840e+00, 2.012266365379015820e+00, 8.201726218772202870e-01, 1.399886516701813077e+00, 1.475512415240978870e+00, 1.371272618674066468e+00, 1.885451196083017589e+00, 1.932175320276402486e+00, 1.463608250253459753e+00, 1.216125526098858822e+00, 1.050530466557263676e+00, 1.401121005968471334e+00, 1.581660222031902263e+00, 2.210384430180066584e+00, 1.506020555491027091e+00, 1.088883126879372609e+00
2.080000000000000000e+03, 1.084494765675965811e+00, 2.023347779284015768e+00, 8.710922617347466312e-01, 1.420551248364461117e+00, 1.488913534162705332e+00, 1.366640087597567943e+00, 1.794131955488898811e+00, 1.889977611353035103e+00, 1.477471309703278335e+00, 1.233934645883230319e+00, 1.028913063147663731e+00, 1.317629247741819443e+00, 1.579709518323394235e+00, 2.356977182240552970e+00, 1.488929618445856917e+00, 1.074658974800751565e+00
2.081000000000000000e+03, 1.102803819526247064e+00, 2.042007867959160006e+00, 8.524754497660487207e-01, 1.460420751604268874e+00, 1.508474475147266514e+00, 1.365906618042616927e+00, 1.811306941340716792e+00, 2.051400963407312705e+00, 1.468420019219981665e+00, 1.207396714412193761e+00, 1.098332705892471672e+00, 1.249292843371996753e+00, 1.585713287978083086e+00, 2.334361797903532931e+00, 1.471211658291773805e+00, 1.050542035159875764e+00
2.082000000000000000e+03, 1.077362314299945778e+00, 1.994810803732869120e+00, 8.528362999882977968e-01, 1.484770696757754749e+00, 1.544175509341265462e+00, 1.376273461469878612e+00, 1.816775572972155306e+00, 1.947952452011904034e+00, 1.423536116634887216e+00, 1.211573857652764596e+00, 1.125030858247442644e+00, 1.297058313103725435e+00, 1.536255412696115208e+00, 2.206521588692900604e+00, 1.520314984395749969e+00, 1.033965066535567523e+00
2.083000000000000000e+03, 1.088061781147826590e+00, 2.016140426642903716e+00, 8.728389544836400171e-01, 1.468764369410724857e+00, 1.517250361997644514e+00, 1.388285458051715437e+00, 1.782849115963109021e+00, 1.726527113248430112e+00, 1.431161848086161426e+00, 1.240359296405931122e+00, 1.090013857996110724e+00, 1.406843826026312971e+00, 1.521263652440368208e+00, 2.360662775377588840e+00, 1.478224802730622178e+00, 1.049306534572400640e+00
2.084000000000000000e+03, 1.114230467371503330e+00, 2.018513614429002789e+00, 8.786369345930219454e-01, 1.437347877045090705e+00, 1.557777479368073648e+00, 1.373886898348321228e+00, 1.842021968726849757e+00, 1.740970809059888325e+00, 1.426060673807883372e+00, 1.238536268631367232e+00, 1.102776228413196780e+00, 1.351923467668893597e+00, 1.522420509211335871e+00, 2.244574434277012198e+00, 1.493045287387852360e+00, 1.065314679183045454e+00
2.085000000000000000e+03, 1.127107452911345398e+00, 2.017407067598325110e+00, 8.347732295587088069e-01, 1.410571131131703071e+00, 1.477003275143969008e+00, 1.365672727262785990e+00, 1.747871082047019353e+00, 1.973239182982718276e+00, 1.475991622274694048e+00, 1.261755831452309629e+00, 1.088997276017726445e+00, 1.272093162218792095e+00, 1.694277368633056780e+00, 2.199693106047915236e+00, 1.503831285214396241e+00, 1.033742668266419917e+00
2.086000000000000000e+03, 1.090309768932892442e+00, 2.031150820328327722e+00, 8.339080702490703212e-01, 1.444521900117066604e+00, 1.526518072087448941e+00, 1.376739797099982621e+00, 1.741923876385277570e+00, 2.136455901590915918e+00, 1.487055237056291057e+00, 1.207531478793653079e+00, 1.106191777816194710e+00, 1.290928776700020375e+00, 1.538274547223934308e+00, 2.174373651821059905e+00, 1.500867698573553843e+00, 1.063502665927366753e+00
2.087000000000000000e+03, 1.115529957971855834e+00, 2.025207106478246200e+00, 9.465491292613005259e-01, 1.457091728160538446e+00, 1.505554688250763107e+00, 1.374361600900914526e+00, 1.821951228199935713e+00, 2.005561901168414707e+00, 1.544485185623014400e+00, 1.234517026589919020e+00, 1.140155973310770454e+00, 1.318381395096848152e+00, 1.544320616906619703e+00, 2.236175327274995350e+00, 1.506542379975174706e+00, 1.071127837371874003e+00
2.088000000000000000e+03, 1.147207850374865279e+00, 1.992051061283417690e+00, 8.692485165329962848e-01, 1.454240414693108940e+00, 1.531110893760845526e+00, 1.350248846086827159e+00, 1.827910846070903927e+00, 2.028493888896700348e+00, 1.496839920412563751e+00, 1.241621404757730973e+00, 1.114970074047386461e+00, 1.350539770823951713e+00, 1.593349541445819861e+00, 2.270181625090760491e+00, 1.481816564186339891e+00, 1.052478793063972740e+00
2.089000000000000000e+03, 1.100026829525324157e+00, 1.992461215288250376e+00, 9.087655212394647464e-01, 1.400289827558428790e+00, 1.524885545384186303e+00, 1.360350240938243749e+00, 1.805058307919151783e+00, 1.976320385020267523e+00, 1.452363900001405472e+00, 1.253850928621456529e+00, 1.115691035788661134e+00, 1.323924515399177437e+00, 1.547261145784495806e+00, 2.224114216448022763e+00, 1.480141240691297044e+00, 1.027558411089337653e+00
2.090000000000000000e+03, 1.124511052080577889e+00, 2.034397223501426488e+00, 8.518830486626964849e-01, 1.380642091438394559e+00, 1.498457097284107586e+00, 1.369595462161055988e+00, 1.780013334057157337e+00, 1.999406141846529872e+00, 1.508000754744973193e+00, 1.262079952033907215e+00, 1.095376476693677992e+00, 1.267749686234090234e+00, 1.531422905686121272e+00, 2.111124936419909837e+00, 1.468795549701447767e+00, 1.033842962138947108e+00
2.091000000000000000e+03, 1.133097544434501724e+00, 1.990404493037929878e+00, 8.262788440123388645e-01, 1.399317827696656913e+00, 1.517467556556428177e+00, 1.380710800394556070e+00, 1.811322479293599352e+00, 2.113671738341544426e+00, 1.482502496992321950e+00, 1.242141687986982879e+00, 1.069860570458591953e+00, 1.334099231509980665e+00, 1.619128555992828122e+00, 2.169928506234422905e+00, 1.421439708425542126e+00, 1.054075606261392073e+00
2.092000000000000000e+03, 1.111264609136078940e+00, 1.989098330475557619e+00, 8.002163949840491730e-01, 1.431324248607703353e+00, 1.452309341019215827e+00, 1.345917572406162721e+00, 1.709898682091347766e+00, 1.813814144062713574e+00, 1.426487532581977247e+00, 1.212089532778120482e+00, 1.100322589660402972e+00, 1.355525076604590540e+00, 1.632542955450397848e+00, 2.302568835939935443e+00, 1.476340469270821298e+00, 1.062430432540699909e+00
2.093000000000000000e+03, 1.167465637542818513e+00, 1.984970454030485332e+00, 7.946722404436205034e-01, 1.430178001550145073e+00, 1.555549857202641162e+00, 1.349332722077052127e+00, 1.783341917421574330e+00, 1.675489148909163006e+00, 1.512334137773236886e+00, 1.225326633871118176e+00, 1.123688895688370826e+00, 1.335875649594563841e+00, 1.554688660865322980e+00, 2.233547181507966162e+00, 1.457169741931787721e+00, 1.039329492933122046e+00
2.094000000000000000e+03, 1.181772282056182455e+00, 1.994756742528136728e+00, 8.282934451425946198e-01, 1.380444201284233952e+00, 1.511254660649049120e+00, 1.352830603996110437e+00, 1.822831820892595767e+00, 1.901889092289213545e+00, 1.479913584223171652e+00, 1.239205599066348640e+00, 1.104091121928804986e+00, 1.279547449217746546e+00, 1.617426260434780660e+00, 2.135490254062470061e+00, 1.492432902057266864e+00, 1.030318806442570789e+00
2.095000000000000000e+03, 1.101221546451243150e+00, 2.007777963670219545e+00, 7.772234258879424651e-01, 1.394649090936065150e+00, 1.497124824748710781e+00, 1.356695280546408533e+00, 1.801393607681033737e+00, 2.118556686534511790e+00, 1.471737650113165596e+00, 1.259925391649152626e+00, 1.085923458062761249e+00, 1.305736776187978343e+00, 1.554734452069818751e+00, 2.180065634409726893e+00, 1.490945274551520816e+00, 1.044790947613886578e+00
2.096000000000000000e+03, 1.047659212221663028e+00, 2.021595078238485055e+00, 8.560916151255025808e-01, 1.466960213437843663e+00, 1.517066993447697465e+00, 1.367336837754280721e+00, 1.824470678375575972e+00, 1.796071532116629177e+00, 1.473285191696843466e+00, 1.199271637942376900e+00, 1.092660296664195618e+00, 1.361266606979068872e+00, 1.659953885074047841e+00, 2.259704620170237988e+00, 1.488058151126507189e+00, 1.064325445312911178e+00
2.097000000000000000e+03, 1.118064597382507630e+00, 1.979485282966489956e+00, 8.228216293447594420e-01, 1.469877534941082864e+00, 1.481354194982340555e+00, 1.350609806016767944e+00, 1.813579070476986965e+00, 1.847495221042240621e+00, 1.512312020407694080e+00, 1.223519473446498029e+00, 1.101720804069354687e+00, 1.395504154672293273e+00, 1.600753721047970091e+00, 2.313207056739713163e+00, 1.493850482874600205e+00, 1.031383140485043093e+00
2.098000000000000000e+03, 1.138394561029276941e+00, 1.976179310829672353e+00, 8.343895698425526364e-01, 1.453581259755479138e+00, 1.495226666162617235e+00, 1.362661562706362517e+00, 1.818146029924844198e+00, 2.021160558309710531e+00, 1.464240715916699465e+00, 1.222487999351500321e+00, 1.085418427328764812e+00, 1.381079517735543050e+00, 1.619800454018561986e+00, 2.161538659676710772e+00, 1.495399642304183319e+00, 1.033045113904118351e+00
2.099000000000000000e+03, 1.107886624344840643e+00, 2.022142633367921771e+00, 9.086838891935313800e-01, 1.478323546437217528e+00, 1.503209531366644258e+00, 1.371697420951017543e+00, 1.765376064396137812e+00, 1.946969752459110747e+00, 1.476390145213825722e+00, 1.235662774573534906e+00, 1.079993269349262430e+00, 1.371735060528604500e+00, 1.645934305843679279e+00, 2.209722131351437024e+00, 1.448101086095519463e+00, 1.038331709296238303e+00
2.100000000000000000e+03, 1.095495140607971596e+00, 2.002980244727387227e+00, 8.535220708467569084e-01, 1.410997373878601024e+00, 1.542534121758375676e+00, 1.354317387108753046e+00, 1.727819169313863812e+00, 1.799606794307651025e+00, 1.404462578825614649e+00, 1.240814388764553300e+00, 1.111163108300521341e+00, 1.301617089201845490e+00, 1.654168354062403035e+00, 2.212092047043247245e+00, 1.443563395341327382e+00, 1.051640012678586533e+00
