year, ACCESS-ESM1-5, MIROC-ES2L, CanESM5, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, CNRM-ESM2-1, GFDL-ESM4, MPI-ESM1-2-LR, TaiESM1, NorESM2-MM, NorESM2-LM, EC-Earth3-Veg
2.085000000000000000e+03, 5.812358799681531352e+00, 4.005319542575564640e+01, 2.323896460775051409e+01, 3.795609982802014670e+00, 2.412623566693324051e+01, 6.075949911422751093e+00, 2.571664305895684066e+01, 1.770915133910842698e+01, 3.706035571899148096e+01, 1.866187954789748193e+00, 3.804159959503234933e+00, 3.549094056800210062e+00, 6.314829659288302643e+00
2.086000000000000000e+03, 5.748568810946566465e+00, 4.040551758702205376e+01, 2.282879131198781053e+01, 3.945630019655430587e+00, 2.428199722915607239e+01, 6.102632203295717872e+00, 2.559567915644956670e+01, 1.808348831226944853e+01, 3.702107420322813169e+01, 2.190130470111353311e+00, 3.696046680333363366e+00, 3.410951010000473183e+00, 6.094120069132233475e+00
2.087000000000000000e+03, 5.749169334870257053e+00, 4.053260520864170502e+01, 2.264338484402513529e+01, 3.787450533806710151e+00, 2.432019194317672728e+01, 5.710677253691883060e+00, 2.569696979418351290e+01, 1.803973441760793150e+01, 3.700050856396259036e+01, 2.415767066265027019e+00, 3.799368460140786663e+00, 3.495516427687566541e+00, 6.037977623743325140e+00
2.088000000000000000e+03, 5.896440866785182422e+00, 4.036921207877430362e+01, 2.308733710343751611e+01, 3.828886358371986098e+00, 2.442581074692046172e+01, 6.014066693356321380e+00, 2.594132122075981428e+01, 1.798047383418657930e+01, 3.696244189655109125e+01, 2.140987174691372452e+00, 3.923706763448344681e+00, 3.558226568786222010e+00, 5.855187506570937117e+00
2.089000000000000000e+03, 5.876575136317496728e+00, 4.029788702644373188e+01, 2.333137661662281914e+01, 3.769143316913984965e+00, 2.448829092569069843e+01, 6.459368672656303545e+00, 2.589929831969831753e+01, 1.788348334602482836e+01, 3.705592203020857056e+01, 2.383832910855959941e+00, 3.857534333504406998e+00, 3.579951451698650811e+00, 5.876659715325280864e+00
2.090000000000000000e+03, 5.854049549045661216e+00, 4.032608411599370157e+01, 2.337405533362920806e+01, 3.978285958758398078e+00, 2.443759491584043531e+01, 6.072798015812537642e+00, 2.603802618051742357e+01, 1.778623971342179999e+01, 3.708748045483070399e+01, 2.029329709357997391e+00, 3.895872972992155958e+00, 3.399557416504931151e+00, 5.954197434865146299e+00
2.091000000000000000e+03, 5.914495211389944274e+00, 4.037786597360080521e+01, 2.337998469958875702e+01, 3.983129504288072553e+00, 2.462669711486418578e+01, 6.037748762756493193e+00, 2.596542701582717427e+01, 1.760820481940175597e+01, 3.704585041360628139e+01, 2.040426714053440893e+00, 3.901984761335875351e+00, 3.381163494141943726e+00, 6.021210886807022433e+00
2.092000000000000000e+03, 5.879954394316396105e+00, 3.996965912544452237e+01, 2.362420123076011791e+01, 3.990419421798603761e+00, 2.465330337236935421e+01, 6.316048887868573658e+00, 2.598684578689296032e+01, 1.780898804607473096e+01, 3.694838809182486727e+01, 2.846109850960790943e+00, 3.721178596389462800e+00, 3.491977194221203451e+00, 5.711773354241771905e+00
2.093000000000000000e+03, 5.991550671590910149e+00, 3.982722291789433200e+01, 2.322285225274514531e+01, 3.823161984805563574e+00, 2.447969023367650010e+01, 5.897294086195765672e+00, 2.595892170886202166e+01, 1.772897504175430683e+01, 3.713870683761416558e+01, 2.265585457219547738e+00, 3.744664059133904210e+00, 3.585558427247319102e+00, 5.999052377540583514e+00
2.094000000000000000e+03, 6.122846776677951297e+00, 3.994100593173304503e+01, 2.285308197884536696e+01, 3.663325593707145611e+00, 2.451193939779721731e+01, 6.371625493820061159e+00, 2.587103962223454801e+01, 1.769575735877608125e+01, 3.721476081317248230e+01, 1.750209601794881387e+00, 3.909436069681284653e+00, 3.446953241221298203e+00, 6.360941772176257558e+00
2.095000000000000000e+03, 6.024545823515683907e+00, 4.008701443620719118e+01, 2.305890612007583229e+01, 3.943248925236462643e+00, 2.460547069803337195e+01, 6.246744107262163226e+00, 2.599746726099073513e+01, 1.787571198835729902e+01, 3.732402091276217249e+01, 2.385191833632629432e+00, 3.896931802520862576e+00, 3.324118800179489686e+00, 6.046547815782639113e+00
2.096000000000000000e+03, 5.835529105180596865e+00, 3.983852705300973440e+01, 2.298582024908783694e+01, 4.035503373827512341e+00, 2.447564254073320811e+01, 5.984173581688945198e+00, 2.576206399103159228e+01, 1.779104904899616457e+01, 3.750508484163739098e+01, 2.615256353604648254e+00, 3.840235137733811754e+00, 3.462168544296041262e+00, 5.731089882096837229e+00
2.097000000000000000e+03, 5.890652683575257065e+00, 3.943348603908142280e+01, 2.279211222745483667e+01, 3.822638677784084393e+00, 2.463004477352883370e+01, 6.172168993777492396e+00, 2.575982761053711201e+01, 1.806877883417901742e+01, 3.758328766589200143e+01, 1.882299519637817831e+00, 3.843510273747583916e+00, 3.572643261085190147e+00, 5.745758427116596678e+00
2.098000000000000000e+03, 6.014168590094011613e+00, 3.955998292169952180e+01, 2.289936466955730410e+01, 3.803070042561481401e+00, 2.456363635553304903e+01, 6.126612390267257346e+00, 2.560637975582125847e+01, 1.801485115389965586e+01, 3.755811897676639433e+01, 2.103453166063039337e+00, 3.863644190592565142e+00, 3.504487090819324635e+00, 6.239371245537633115e+00
2.099000000000000000e+03, 5.982011343899261036e+00, 3.973107836121872793e+01, 2.312513637984080006e+01, 3.855879031222066988e+00, 2.443721028818312035e+01, 5.921400783304290982e+00, 2.547524865042425901e+01, 1.810134081826242891e+01, 3.757602317971847583e+01, 2.316391760534107558e+00, 3.871064829460723722e+00, 3.495347693044117410e+00, 6.514217255998329570e+00
2.100000000000000000e+03, 5.906689737794991402e+00, 3.976527878157254747e+01, 2.293548204402555157e+01, 3.808671475419165731e+00, 2.440263313740543083e+01, 6.055205886421989980e+00, 2.563552037958993424e+01, 1.825013668594246496e+01, 3.767032289829548830e+01, 2.272589501120589439e+00, 3.829522595020826259e+00, 3.407910713467770414e+00, 6.133017134472849463e+00
