year, CESM2-WACCM, GFDL-ESM4, CNRM-ESM2-1, MPI-ESM1-2-LR, INM-CM5-0, MIROC-ES2L, CMCC-CM2-SR5, CanESM5, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-LM, TaiESM1, ACCESS-ESM1-5, NorESM2-MM, IPSL-CM6A-LR, INM-CM4-8
2.077000000000000000e+03, 1.481021154689189136e-02, -4.202002076047208767e-01, -2.503702300741858511e-01, -1.613515527690036477e-01, 8.340190871144927132e-02, 3.493077952584338480e-03, 2.036503331235363645e-01, 2.718782418501944353e-01, 5.132098680727037975e-03, -1.229158068804848541e-01, -2.057931622782736281e-01, 3.592784092215207670e-01, -3.689033340061455002e-01, 2.173040719352470895e-01, -1.982123100340302535e-01, 1.513278992371875464e+00
2.078000000000000000e+03, 3.041874529475606104e-01, -2.662490519964266777e-01, -2.591755460333046157e-01, -1.685356158154585615e-01, 2.867505913616035240e-01, -2.039202170696842176e-01, 1.996490406025971387e-01, -2.890775171474888744e-02, 3.404848979603747328e-01, -6.612589860910046413e-01, 5.536515556988617082e-01, 2.227484109883998142e-01, -8.560897854099360771e-01, -2.916457138822379225e-01, 3.423709629851482972e-01, 1.138375003020901444e+00
2.079000000000000000e+03, 3.690950270309795861e-02, -9.638327265670575128e-02, -4.407104039362069181e-01, -3.457160208265661616e-01, -1.668647681346068667e+00, -7.756390535056478797e-01, 3.535794685077779387e-01, 4.316096820599669703e-01, -2.268675480527601318e-01, -3.657061640194380625e-01, 5.236352001504409603e-01, -9.410427342449114718e-01, -2.142305989821499668e-01, 1.015291057850351703e-01, -2.771461459870872557e-01, 7.829524079400198566e-01
2.080000000000000000e+03, 3.244029645272307749e-01, 1.097976082455556640e-01, 4.780667260978322952e-01, 3.052390916295365519e-01, -6.692671082555109452e-01, -6.209230358738000444e-01, 5.401080705205776322e-01, -5.071804279228798729e-01, 1.842749700767319698e+00, 1.038707924847758444e-02, 1.662713600937248404e-01, 3.194481091551134022e-01, -4.924213358663017542e-02, -1.384418202636183114e-02, 3.048869329658521754e-01, 7.205356003417224819e-01
2.081000000000000000e+03, -1.657574233646807726e-01, 3.329674188161225179e-01, -2.327214095573321706e-01, 3.533725209417255542e-01, -1.827521489904058161e-01, 2.047313182717853675e-01, -2.412467747184357802e-01, 1.690254594191160364e-01, -3.697431226170001528e-01, 3.685550150725609986e-01, -1.171456084292276691e-02, 1.143151640820842641e+00, 2.629598538375558237e-01, 7.769822475379827287e-01, -1.578704992723764244e-01, -4.127019849718756572e-01
2.082000000000000000e+03, 4.114114980586889847e-01, -5.432345102507729617e-01, 1.175745111221249556e-01, 4.461976026310270904e-01, 8.914309565457197992e-01, 7.705910525743735473e-01, 3.178937057971836788e-01, -5.305187047762800479e-01, 2.151285761855759038e-01, -3.922555793545583480e-01, -3.872061286259697033e-01, -6.790262586172991499e-01, -3.190401921010566633e-01, 3.016929255174614077e-01, -2.523825652514548046e-01, 7.725312171194589350e-01
2.083000000000000000e+03, 2.997285809759651642e-01, -1.896552771742450183e-01, 5.102633742193485311e-02, 5.168852006076068983e-01, 5.847683707266038144e-01, 3.210918070192292917e-01, 5.560581542169079627e-01, -4.867968508243013526e-01, 9.555803231533057662e-01, -3.496085229627843294e-01, 5.342150686885777100e-01, -6.045754146497713810e-01, 1.335828223593855668e-01, -2.509116573886770868e-02, -2.615265062603264745e-01, -5.449898381116138335e-01
2.084000000000000000e+03, 1.202545603811940728e-01, -1.818496030622587245e-01, 2.453541843968930769e-01, -2.581041346265909933e-02, 5.202782976885363952e-01, -1.039974913807579115e+00, 1.961935652173015521e-01, -5.059950272870288313e-01, -6.669758755602070988e-01, 5.800892175628435954e-01, 2.482907035192486456e-01, 2.698837771961586363e-01, 5.291206892971465070e-01, 3.191442919170761616e-01, -1.864975334529009321e-01, 9.228894389955689670e-01
2.085000000000000000e+03, 2.605999677420272054e-01, 1.127284175060804916e+00, -2.003713653453681465e-01, 1.436851908615091877e-01, -1.512869696021541532e+00, -3.939112204192547484e-01, 2.571026071201061303e-01, -9.790028536689372451e-01, -4.041929233614716122e-01, -1.126903969943160305e-01, 7.776549095456461447e-02, 9.382551459148616990e-01, -1.620706694191593189e-01, 1.204252796914520862e-01, 4.030165517819371823e-01, 1.078850202091423238e+00
2.086000000000000000e+03, -3.061630405979128833e-01, -3.896910358413436248e-01, -2.942092335462594133e-02, 2.581019771062229573e-01, 3.548248178961855848e-01, 2.771385221605402460e-01, 1.361976538427343564e-01, -8.652941707109548242e-01, -2.185320989034958139e-01, 2.905618844466826278e-01, 4.744691281724586762e-01, -2.597708604461361204e-01, -4.543447643539013647e-01, 4.336195110581030354e-01, 2.812438118242077678e-01, 5.824774320062546806e-01
2.087000000000000000e+03, 3.194445071528702607e-01, 1.279075959390305883e-01, 5.540925139324469617e-01, -9.135384407695482101e-02, -7.814723801735271036e-02, 1.304425815461202620e-01, 4.686879398617685988e-01, -7.584556052962306005e-02, 8.427340284619830868e-01, 4.239274655208546960e-01, 3.838338369526380633e-01, -4.901997900741883463e-01, 6.783616546426601834e-01, 4.510753371645052079e-01, 7.753061583725917583e-01, 7.356662824832176373e-01
2.088000000000000000e+03, 8.951585511147759633e-02, 6.426434583543712276e-02, -9.295668396910534981e-02, 1.089859214125744602e-01, -2.077882772131897648e-01, -1.123478651863787814e+00, 1.371947433743223588e-01, 5.382293071346313518e-01, 1.278243493560042299e-01, -1.876270964348713266e-01, 3.386193076193121099e-02, 4.538458164252102134e-01, 5.786342084317015466e-01, 2.325044468093889205e-01, -2.199139966439258853e-01, 4.160796937402069795e-01
2.089000000000000000e+03, 3.306508533032719854e-01, -4.891103042210069862e-01, 3.674267463842242898e-01, 5.446292347962588404e-02, -8.108396034508691397e-01, -2.479480638870295434e-02, -1.387812623681301816e-01, -6.424885950513542499e-02, -3.794114077529711637e-01, -3.488352513905575436e-01, -1.267008545825577814e-01, -6.614231357526895172e-01, -5.681028528613497608e-01, 1.912853992367903599e-01, -5.803380234781079471e-03, -4.717264659605108768e-01
2.090000000000000000e+03, 1.232402972797157492e-01, -3.251940787211288209e-01, -2.088810968281419322e-01, -3.853889226639413135e-01, -2.448965220298532086e-01, 3.284403083361308040e-01, 6.401772718913898430e-01, -6.352327146212910502e-01, -1.138926191096461871e+00, 8.069918872756033368e-01, 4.134103765133985697e-01, 7.184852214045561736e-01, 4.802022316305240013e-01, 1.620828003413878615e-01, 4.535725970154290132e-01, -1.796376180258320299e-01
2.091000000000000000e+03, 1.853314896101625475e-01, 4.175482179248600212e-01, -4.067501317477826284e-01, -3.724723993112626919e-01, 1.191315633101633631e-01, -1.454931634759651926e-01, 3.694390952494673308e-01, 1.729030443149862095e-01, 2.172767935860433208e-01, -7.241409666347294882e-01, 4.155723193762958512e-01, 5.326349637096795542e-01, 5.047221139491173125e-02, -5.084326579316013339e-02, 7.171821346246406992e-02, -2.629044733309060522e+00
2.092000000000000000e+03, -3.015635950695033096e-01, 4.487652872139174381e-02, -2.143772978845429611e-01, 5.586758138379079863e-01, -1.405248009833239831e+00, -1.443383857322764419e+00, -1.219801970491913301e-01, -6.877019087913023299e-01, 1.438527353920247442e+00, -6.474761956748087410e-01, 1.390759957874464769e-01, -1.521956033769580330e+00, -1.840395891874810341e-01, 4.370558656163657796e-01, -2.176411661222348304e-01, -4.706680925422173645e-01
2.093000000000000000e+03, 2.839537668587451824e-01, -1.629761215256440576e-01, -2.510395113398973255e-01, 3.517631280425539964e-01, 8.639290124226625123e-01, -1.149008049895135913e-02, 5.699554855429673772e-01, -6.788597829731430888e-01, 3.356920946279404183e-01, -8.425317347939689228e-01, -9.728052603993854117e-03, 2.102488451549857640e-01, 1.255591485141583696e+00, 4.772743482694349892e-01, 4.332412696769090688e-01, -5.734914529553416518e-01
2.094000000000000000e+03, 9.534591981275251094e-01, 5.437157499900646673e-01, -6.044128184211351035e-02, -4.253295409887152267e-01, -1.352342678470970228e+00, 3.609974944930199325e-01, -1.810498390771430044e-01, 6.896226180995271293e-02, -6.877774771084880223e-01, -3.019985670559011126e-02, 1.179511827707765553e-01, 1.508254824288665308e+00, 6.129189991725300102e-01, -1.259119141955452291e-02, 1.975568503797928144e-01, 8.084076932244573799e-01
2.095000000000000000e+03, 6.147762252444047976e-02, -2.840802529288642408e-01, -5.987142465796539970e-01, 4.323759443197919827e-01, -6.325305696724043969e-01, 1.962672188741215740e-01, 2.006217299491753481e-01, 4.412190891416919308e-03, -2.137613726445603823e-01, 1.852925714089347087e-01, 3.296897448166389299e-01, -9.610520488559329833e-01, -1.365745464382086771e+00, -4.285374013281029182e-02, -1.389643410543809909e-01, 6.433831836679628768e-01
2.096000000000000000e+03, -9.953756811086002243e-02, 9.671834374983864224e-01, 3.584172542957393959e-01, 7.540555933143407996e-01, 4.590558010585213955e-01, -1.254148987497524237e-01, 4.277505342196221139e-01, -2.248888517292705891e-01, 1.148006779786698628e+00, 6.580467784898467176e-01, 4.104484235817851268e-01, -1.062026879751237773e+00, -4.516965208894003769e-01, 4.441808151240174141e-01, 4.324782035511885447e-01, 4.471256892743329381e-01
2.097000000000000000e+03, 2.796285912210014213e-01, -4.892358396677539134e-01, -5.047996176893183584e-01, 2.615205381926629657e-01, -9.948081422750092440e-01, -7.741310809177234242e-01, 1.908033510123193222e-01, -8.709275314765525106e-03, -2.228714516747344609e-02, -4.958197079714529165e-01, 2.223461651816176221e-01, 1.144178716804132412e+00, 6.943447028042045721e-01, 2.912325252047995860e-01, 1.252179020481891947e-01, 1.636202041537492546e-01
2.098000000000000000e+03, 5.242982658245360916e-01, 1.404223390467009558e-01, -1.798568462404677437e-01, 1.728607465515670516e-01, -1.001323052636717836e+00, 3.745520077764803446e-01, 7.599465987625060592e-02, 3.362590798627967947e-01, 1.827540559271953191e-01, -1.597046484788428866e-01, 2.347370120868825794e-01, 6.663882409574604926e-02, 4.430277665642083362e-01, -7.993894781775658098e-02, -2.828083618729376192e-01, 7.304397106753746094e-02
2.099000000000000000e+03, 1.548502420388971346e-01, 3.037948311058968343e-01, 6.254702076936421440e-01, 6.059916539384281320e-01, 1.208441629227913483e-01, 7.033091134765802055e-01, 4.139128043551154046e-01, -3.797749659471146844e-01, -5.431655587999769663e-01, 2.366948024035092080e-01, 2.631279208720936902e-01, -6.146110067724763759e-01, -4.712628617415303145e-01, 3.784292778816858993e-01, 1.019002294590936886e-01, -1.280969367116514990e+00
2.100000000000000000e+03, 2.350755712264685215e-01, 1.962893330480400822e-01, -4.007221694321419503e-01, -2.625511130747271715e-01, 1.096151516896475275e+00, 9.304901137768686881e-02, 1.620373008672430781e-01, -9.906929083421472937e-01, 3.791266126787642965e-01, -3.035421331380314669e-01, 5.641871685075494636e-01, -2.880534399212359986e-01, -1.685636574714952096e-01, 5.721365324048234280e-01, -6.035812166462968253e-01, -1.668899171392562719e+00
