year, CESM2-WACCM, GFDL-ESM4, CNRM-ESM2-1, MPI-ESM1-2-LR, INM-CM5-0, MIROC-ES2L, CMCC-CM2-SR5, CanESM5, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-LM, TaiESM1, ACCESS-ESM1-5, NorESM2-MM, IPSL-CM6A-LR, INM-CM4-8
2.027000000000000000e+03, 1.697653222567382936e-01, 3.705936644794648460e-01, -2.054447306519698313e-01, 9.764604528378976189e-01, 1.199958892438156344e+00, 8.362666227190831414e-01, 4.845239888821827323e-01, 2.777206079687992712e-01, -1.081139427376886647e-01, -4.038018016078410155e-01, 1.400105426220895344e-01, 8.772584193492699578e-01, -1.708719752557577021e-01, 4.874105179492113082e-01, 1.986557643135357931e-01, 1.552206646961258596e-01
2.028000000000000000e+03, 2.910970582454341926e-01, 4.100700209312708178e-01, 2.552057635040062000e-01, 1.094818868263308209e+00, 1.403273717597126380e+00, 5.524957315230806243e-01, 2.251460986292752875e-01, 2.056916827369072442e-01, -5.914445984105141108e-01, -4.736583295760188328e-01, 8.760772798657531779e-02, -4.279986073533501717e-02, -1.616381203017421830e-01, 2.436045152748170239e-01, 6.673276539637871263e-01, -4.627500720270119050e-01
2.029000000000000000e+03, 3.813092903386644528e-01, 2.758353872766958759e-01, 2.708860984143207085e-01, 6.909650234229008925e-01, 1.173901978775777843e+00, -3.069223241513094891e-01, -4.268513912298445984e-02, 1.189353925078613372e+00, -1.161460860855439758e+00, 3.464353964257890772e-01, 1.987054394733352436e-01, -9.315368435900088506e-02, 1.268498521495787512e-01, 2.051200306846216459e-01, 5.182550195025288353e-01, 2.183696159549567972e-01
2.030000000000000000e+03, 7.901365887801842236e-01, 4.460500706192208065e-01, 8.083320482304541532e-02, -9.436935028924295921e-01, 1.054315426993181370e+00, 5.461013322503572853e-01, 4.634391874690881319e-01, 1.003092888945382288e+00, 3.418280966559869016e-01, -5.119626776403759516e-01, 4.610756453902718488e-01, 3.127355174357029921e-01, -1.077174933313986421e-01, 6.353435818462581652e-01, 1.550908745368884990e-02, 1.067015097564825377e+00
2.031000000000000000e+03, 7.769257645685936908e-02, 2.497996133842164401e-01, -4.261065700735352513e-01, -1.446732373792669890e-01, 1.205966703020229236e+00, 9.871867279680763829e-01, 6.913454041761423197e-01, 2.904309598197074571e-01, 8.574384892817124015e-01, 1.791373389741660049e-02, 6.496868521276341069e-01, 2.451394849036729259e-02, 1.589824782708023354e-01, 5.491494699463201094e-04, 4.378741136270682954e-01, 1.312290990089402198e+00
2.032000000000000000e+03, 1.201269821536077864e-01, 5.497817904211413920e-01, 3.108292565986433553e-01, 6.169587456552442228e-01, -2.272784530889772614e-01, 7.591170539703825382e-01, 3.721603504454313316e-01, 6.616145548927500064e-01, 3.727652052401340677e-01, 2.701674324749706035e-02, 5.488643747558523689e-01, -2.705339859570416450e-01, 2.649894721329368319e-01, 8.580605984635152061e-02, 1.190964233452951743e-01, 1.874689937871879764e+00
2.033000000000000000e+03, 1.941392968124877327e-01, 1.034313885877466560e-01, -1.152480089867597562e-02, 5.961152318670646100e-01, 1.612028760431076346e+00, 3.983339839101994184e-01, 6.409422657650726274e-02, 8.004713364198786651e-01, 7.566768831667939343e-01, 1.483457982859637536e-01, 5.758589399086591065e-01, 4.660789579298593721e-01, 1.919742973533066221e-01, 7.576832370101218572e-01, 1.378232180207219493e-01, 1.680930385929051418e+00
2.034000000000000000e+03, 7.877587594551843653e-01, 1.079117168572960583e+00, 2.631327348570483005e-01, 1.055610748672219934e+00, 1.469548840896601982e+00, -5.520872787146451355e-01, 2.606897382310245925e-01, 7.883128977284756811e-01, 1.678731248242419039e+00, -4.432495400183333878e-01, 3.932906480423764561e-01, 2.942383701646581473e-01, 1.491113862461196371e-01, 6.359797216753976246e-01, 2.677420105458213073e-01, 2.006232548509595315e+00
2.035000000000000000e+03, 3.644039274327524613e-01, -3.020842910940096937e-01, -4.148567512514083483e-02, 4.602986428703795263e-01, 6.380378332888224646e-01, 2.463251310179184750e-01, 4.603953089375930063e-01, 6.038271780369085517e-01, -8.279947562690797014e-01, -7.860210112349051981e-01, 5.971666599564332545e-01, -9.659511641953649752e-02, -4.510058961935404370e-02, 8.761737697717656426e-01, 4.273791666061675376e-01, -1.308900257511709797e-01
2.036000000000000000e+03, 4.399610760626568862e-01, 1.063115119835389866e+00, -2.746462822767063994e-01, -2.316360768452476251e-02, 1.019509368466771093e+00, 7.898836357434573241e-01, 3.833685747495896856e-01, 6.762079734685640942e-01, -1.425599011252148607e+00, -7.948602640954031129e-01, 3.312527559526957655e-01, -1.587912955004722737e-01, 5.297421020569492711e-01, 3.058953019095650983e-01, 4.439401243388854112e-01, 1.553697924170665434e+00
2.037000000000000000e+03, 1.989421190095984060e-01, 1.605667463562395758e-01, 4.053599054217259523e-01, 1.561097274177456029e+00, 1.231506888883499018e+00, 4.827626069681283383e-01, 4.143206221766994601e-01, 9.628094651364317302e-01, 8.996036617006779590e-01, 4.571607530254411245e-01, 1.909305336628371597e-01, 1.106855445945373440e+00, -1.336528010911773763e-02, 6.184688553126423960e-01, -6.560607938667042394e-01, 3.814691343244335647e-02
2.038000000000000000e+03, 2.418538449424204317e-01, 7.237224410334681668e-01, 3.505312959245021620e-01, 8.570853117710003355e-01, 1.735840191802322963e+00, -2.486800778044577220e-01, 3.639151614558152614e-01, 1.058042498314426094e+00, -4.491149838485841012e-02, 8.103593227568708923e-02, 1.973395963141366116e-01, -5.887106772808402555e-01, 2.921150869788355364e-01, 2.477221758449621447e-01, 5.354562403965664741e-01, 1.558151756773013874e+00
2.039000000000000000e+03, 4.193189416303970130e-01, -4.741853005493788520e-01, -3.597867346459227011e-01, -1.678717135257858928e-01, 1.261317864165200975e+00, -4.808997010450761778e-01, 1.336227892983585241e-01, 2.946357585566904413e-01, 1.453141417145803915e+00, 5.224018527372122911e-01, 5.956338348823531081e-01, -1.040811607299215596e-02, -2.006216723717343942e-01, 1.425231640950025691e-01, 1.701594921245956349e-01, 8.742209173668881450e-02
2.040000000000000000e+03, 7.515094599973625167e-01, 8.962623577013565379e-01, 1.409052436391753926e-01, 8.270791811448150455e-01, 1.130610166376618153e+00, 6.698392954743095373e-01, 3.862757931022655633e-01, 7.620516516654151085e-01, 2.248033903631036778e-01, -1.232397778386489923e-01, 3.281904658287705945e-01, 5.371667510567491588e-01, 1.956817131207301830e-01, 5.100774280097546409e-01, 7.469853801152790407e-01, 9.412424568383789270e-01
2.041000000000000000e+03, 5.125867293820143278e-01, 3.957654067687961241e-01, -3.487864073758988881e-01, 3.572059685884584335e-01, 1.920431866562658074e+00, 9.100728951579012405e-01, 3.776900261502119105e-01, 3.950407299589325238e-01, -7.891187305131784624e-02, -1.958134037751322887e-01, 5.264360552593729814e-01, -2.872152013979473728e-01, -2.949695003669480786e-01, 7.001213939205841452e-01, 3.834669217088905735e-01, 1.165962260899708669e+00
2.042000000000000000e+03, 3.178346705670582750e-01, -7.503499629491951206e-02, -4.261055462553938744e-01, 2.732613085796058994e-01, 2.009195802631563943e+00, 2.839912288841642263e-01, 1.219950584798941418e-01, 5.878658320263068227e-01, 6.136021097611701336e-01, -9.258253525989398880e-03, 4.521591581544933125e-01, 8.514744255233277492e-01, -4.075935614533781060e-01, 3.840595081106565334e-01, 1.227745192868630458e-01, 7.031528362791769071e-01
2.043000000000000000e+03, 6.497537279244102182e-01, 4.023928545417300162e-01, 1.366615071446052876e-01, 7.412921204531165431e-01, 3.577340569099147771e-01, -7.078999857455470224e-01, 2.335793748839356809e-01, 1.433497324510109860e-01, -2.732961930083210311e-01, 4.020076892220357800e-01, 5.259356775978147880e-01, -2.517524751394357163e-01, 4.628466007460068643e-01, 3.928274753540033637e-01, 6.565372755423957152e-01, 1.156626863370461278e+00
2.044000000000000000e+03, -1.370734263951501608e-01, -1.798983591825519812e-01, -2.021155387000042047e-01, 1.040300220423874711e+00, 1.569008551363112680e+00, 4.432954533576890371e-02, 7.222840318921518454e-01, 4.662289867702032464e-01, -4.629508870718810343e-01, -1.151522599034680433e-01, 5.642957093721169270e-01, -7.071332096903731879e-02, 1.921377296903304943e-01, 8.870392797991003553e-01, -1.349870829915603421e-01, 8.493539462149006791e-01
2.045000000000000000e+03, 4.181314758227339667e-01, 7.668142996570014303e-01, 2.330456694176348265e-01, 1.123980471125556768e+00, 4.242794530903304384e-01, 7.573977954510611177e-01, 3.916539850362579789e-01, 5.973115542645283105e-01, 8.659588306315335604e-01, -5.623549088373125393e-01, 5.994270051334259497e-01, 1.067052615812650096e+00, 3.988895768996361113e-01, 7.340390750578094092e-01, 1.553162594314388620e-02, -2.023733182982566381e-01
2.046000000000000000e+03, 8.379161726842386804e-01, 3.738702801674343434e-01, -5.282626578435527520e-01, 7.436361108503600770e-01, 4.796450892608039585e-02, 4.250835990643506146e-01, 1.116692653481397429e-01, 4.655637057404928281e-01, 6.394643329844292845e-01, -3.962960575673853403e-01, 2.735744622520444036e-01, -1.013792067965355148e+00, -9.029027908303138839e-02, 4.778456278812774349e-01, 7.197593979359837579e-01, -8.996957963055417506e-01
2.047000000000000000e+03, 4.006453513338639194e-01, 2.840455348564703830e-01, -7.774317692418385162e-02, 1.933795777146722072e-01, -1.908325005251122197e-01, -6.515270910854852326e-01, 3.192226824076852543e-01, 9.224538524887884172e-01, 1.902231107804372101e+00, 1.781512889777008279e-01, 4.701747926753402917e-01, 2.076830868335903177e-02, 4.826111978641974276e-01, 6.316685270765327598e-01, 5.919165771759022920e-01, -3.252721712483896410e-01
2.048000000000000000e+03, -2.236888044508448040e-02, -6.271745364047156546e-01, -4.856010551516624640e-01, 5.232376003262274589e-01, -8.638958764172137428e-02, 8.591493383531961792e-02, 7.006827931556462996e-01, 3.220433713505234663e-01, -1.210169935220604343e+00, 8.400158193050715205e-01, 4.698650458492826809e-01, 1.279094271010074335e+00, 2.743375872008216310e-01, 5.175819814678200848e-01, -3.593067420188634231e-01, -9.479173172339210307e-01
2.049000000000000000e+03, 8.450271605502339689e-01, -1.921660421802431074e-01, 2.310207315090222480e-01, 7.472923617502480464e-01, 4.857218257174364950e-01, 4.770482877996254367e-01, 2.619116780380174592e-01, 8.834072475736596264e-01, 1.049348063094943384e-01, -8.065922408587261616e-02, 5.550941898059130741e-01, -4.382837478923556213e-02, -4.329450438041561600e-01, 5.607349365927697393e-01, 4.363892706975644464e-01, 1.274098094401793668e+00
2.050000000000000000e+03, 4.861798014028673176e-01, 8.682016408491962656e-01, -5.069891858534009144e-01, -7.316774322546012455e-01, 1.293505458154471599e+00, 1.390326401444383353e-01, -1.109265103968863492e-01, 7.343030595692437990e-01, 4.251864411424369217e-01, 2.323785765831010500e-02, 4.717726155847302150e-01, -4.761360257366490378e-01, -1.222802031341022611e+00, 2.895356002535962592e-01, 4.535160888575535121e-01, 1.157116738606018158e+00
2.051000000000000000e+03, 2.553883762243364663e-01, 3.134381220086441266e-01, 3.413642738994365766e-01, 6.285942181499941661e-01, 1.377527022355208075e+00, -4.308223480278661199e-01, 7.878095474765239858e-01, 1.099588667659552543e+00, 1.167445948982531956e+00, -5.494340170591655026e-01, 5.560869456246466669e-01, -2.245356673312710050e-01, -7.733001391136314906e-01, 2.321300854708451822e-01, 2.639486933379951439e-01, 4.878510939143972380e-01
2.052000000000000000e+03, 1.727035242376094570e-01, 1.010288237722084981e+00, 3.409540879600126972e-01, 5.370582050346546232e-01, 2.438406195273357113e+00, 5.049219872354213656e-01, 4.024462834881323281e-01, 7.775975348647244934e-01, -2.933193681053839486e-01, -1.398630301499104722e-01, 4.927065282989743777e-01, 1.098264935184786406e+00, 1.609685954226031113e-02, 7.453065126432523169e-01, 5.223624608398045321e-01, 1.261758559639677424e+00
2.053000000000000000e+03, 6.181864669434674608e-01, -4.595085031835290379e-01, -3.024415411480096960e-01, 1.093693316700539153e+00, 3.034892233535746789e-02, 9.494565336678251199e-01, 8.358419723595750250e-02, -3.224340803774348729e-01, 5.235685898544809591e-01, -8.381587737025476548e-01, 5.622161303059803883e-01, 6.694965376343530172e-01, -2.430600516642627551e-01, 3.871214570073562289e-01, 3.143200931773563189e-01, 8.197715254439733590e-01
2.054000000000000000e+03, 5.707762868537815670e-01, -3.081728651237605199e-01, -8.621794095833464761e-03, 1.140064314757750941e+00, 8.226014132598254980e-01, 1.005585046459182230e+00, 1.568022804184301122e-01, 7.114940779584767450e-01, 1.035594735106010633e+00, -4.018525048870645322e-01, 2.424009126622747867e-01, -4.519334273407081271e-01, -1.418293482651788728e-01, 6.770620421871405004e-01, 3.706497510983276511e-01, 1.760843582844080712e+00
2.055000000000000000e+03, 2.472902377624823234e-01, 1.754691816295597950e-01, 1.674218746320185192e-01, 1.707068226247891729e-01, 1.708666545378495771e-01, 2.484849777918646252e-01, 5.298609738142048275e-01, 6.618857528499513254e-01, 7.118713109603258538e-01, -3.627190627030232872e-01, 5.496086749500416202e-01, -7.215292154067540209e-02, 4.413324481672405986e-01, 8.010669150618877632e-01, 5.091168164758569370e-01, 1.629540885687414509e+00
2.056000000000000000e+03, 4.349524452542534725e-01, 1.376883826931423194e+00, 6.035352181407154237e-01, 2.358737666495415164e-01, 6.694554259886337233e-01, 7.239504973116418773e-02, 6.708663360468977155e-01, 6.235058715457010292e-01, 4.474640118612389639e-01, 1.107670752702054617e-01, 4.963306764163210039e-01, -4.407935449496530045e-01, 9.651007396010731210e-01, 3.563949579613187035e-01, -2.724985797119623965e-01, 9.577105000726715556e-01
2.057000000000000000e+03, 4.223837468087990321e-01, 3.239924371850827489e-01, -2.656176050570483449e-01, 3.869831675099982826e-01, 1.229205795991465157e-02, 1.121792124191643147e-01, 7.576756023817168839e-02, 6.218466813257446102e-01, 1.222070769512409588e-01, 3.069149046948373427e-01, 5.043142123799244647e-01, 6.374663103630198169e-01, 4.306966936620234554e-01, 4.632023148362436338e-01, 1.400820260180278901e-02, 1.588835820471935056e+00
2.058000000000000000e+03, 8.884089032145675580e-01, 2.987485210201831221e-01, -9.817662581126894439e-02, 8.440146062419128237e-01, 1.627801376677119327e+00, 2.541427707902097488e-01, -2.472929076348725011e-02, 4.868941895349691573e-01, -4.673929352184361119e-01, -4.295351349177670142e-01, 3.894086431478375188e-01, 2.542025118004914708e-01, -1.629376843727986246e-01, 1.891157777399611606e-01, 3.087252412710575489e-01, 1.151020775311457633e+00
2.059000000000000000e+03, 3.599860068486917530e-01, 2.923616246847863254e-01, 3.622649330522517697e-01, 6.758271421088037911e-01, 1.502923344659269356e-01, 2.094182406555086529e-01, 3.480516666761010458e-01, 7.215360175744389704e-01, -4.642376825947453489e-01, 4.572553754983452179e-01, 6.170758101825083441e-01, 4.108164891730752277e-01, 2.293319385897517604e-01, 5.228212366045719151e-01, -9.357684057836994362e-02, -2.864198854650887305e-01
2.060000000000000000e+03, 4.748363366066496449e-01, -1.828812026980830563e-01, -1.117593781599019176e-01, -9.051471455946572542e-01, 9.575488602054714471e-02, 3.724520908199949742e-01, 6.509602656494886119e-01, 1.932636809248066967e-01, -3.547202449207592090e-01, 5.799021431636337542e-01, 4.416396903160690335e-01, -1.026771697683793505e+00, 8.188463716406082504e-01, 6.337401189557189118e-01, 7.109688372982740923e-01, 8.458065811141484147e-01
2.061000000000000000e+03, 6.508484100688637364e-01, -5.947534012309181328e-01, -3.141688416294149966e-01, -5.182225144073425716e-01, 1.296539075574942190e+00, 4.448607958986309230e-01, 5.331878766657354163e-01, 4.770314507316378294e-02, 3.277611296044874445e-01, 7.586819908985269201e-02, 4.472972532622885855e-01, -4.043886084265448794e-02, -9.137128497180881936e-01, 4.062094743916776496e-01, 4.349130342494996748e-01, 9.618222287600636244e-01
2.062000000000000000e+03, 5.305291792792258265e-01, 3.604399392970156768e-01, -3.585633922243205290e-02, 1.400856254001667800e+00, 1.727270500820971666e+00, 5.113772835667971250e-01, 5.861344264022499972e-01, 5.483489380206495456e-01, 1.592927506795034365e+00, -6.610882188571203244e-01, 4.485687111338206301e-01, 7.999541519154342861e-01, -6.308931900396940184e-01, 6.949814332609709489e-01, 5.192569458871493238e-02, 9.936261379644423242e-01
2.063000000000000000e+03, -9.061160159181082252e-02, 1.064957180071751247e-01, -4.423430920017762391e-02, 7.571797214595774594e-01, -3.009048238341802128e-02, -1.982687492862566236e-01, 1.606781512022756320e-01, -3.291299086628713400e-01, 2.416387060679612286e-01, -1.834685340996949632e-01, 5.106284530208778927e-01, -9.152980379917338150e-01, -4.477872630038924884e-01, 1.179997003003831896e-01, 1.364064153263853940e-01, 1.584684588180217846e+00
2.064000000000000000e+03, 5.070155569064634937e-01, 3.682800376395977682e-01, 3.326296844713536593e-01, 7.979979868843708468e-01, -1.485058241229151033e-01, -6.252143885540767387e-01, 3.121353378149575863e-02, 7.704581489076131051e-01, -4.872830284239708099e-01, -6.815127076969033915e-02, 6.483850178106854711e-01, -5.925715105605392496e-01, -1.179847577300831896e+00, 5.093213477851048498e-01, 1.197717429187504685e-02, 1.388357067672687961e+00
2.065000000000000000e+03, 9.334894141570193593e-01, 2.341940989122876515e-01, 3.525926473093590197e-01, 5.355799005250845291e-01, 1.011662593040521196e+00, 1.913976602542343253e-01, 6.068040413360485941e-01, 4.133758306046050879e-01, 9.403001333299113584e-01, 8.019203803172962886e-01, 3.343276802840576822e-01, 9.923261371445583068e-01, 4.876634709568770099e-01, 6.307298947197104155e-01, 5.924351030379945149e-01, 6.401045032731611517e-01
2.066000000000000000e+03, 5.703300576020723378e-01, 6.783741106605126747e-01, -5.577168829736811606e-01, 4.178717012482138782e-01, -2.967986858268582551e-01, 6.093851160975259917e-01, 5.779883939379705238e-01, 1.068106281964571885e-01, -1.541474182959341743e-01, -7.623761524108033094e-02, 5.251503168078969219e-01, 1.343959308046840107e-01, -5.347827938933380487e-01, 3.943473797953266358e-01, -1.429429657566173573e-01, 1.008030617843089782e+00
2.067000000000000000e+03, 4.433614805391490887e-01, 9.452933619702177381e-01, 4.384032617212823418e-02, 4.875931630614722678e-01, 4.435738638560715597e-01, 3.447535948239807690e-01, 2.480368632990045674e-01, 2.356063610469201763e-01, 1.276102657446551492e+00, -2.859297621671984535e-01, 8.445148909088676659e-01, -1.328867594258827500e+00, -4.066667922152351067e-01, 5.058870950923876064e-01, 4.077565270278843412e-01, -6.484668907592421316e-01
2.068000000000000000e+03, 3.337894225277505122e-01, -1.351396817865511579e+00, 3.750697615559593356e-01, -1.189850249933649962e-01, 1.709106667953271819e+00, -3.860981264121000622e-01, 1.024862755584838442e-01, 3.537669365677824640e-01, 1.279539719689720689e-01, 4.714934236604081258e-02, 5.098450410583648118e-01, 2.719296276214654973e-01, 1.986889071379669552e-02, 6.687933616200735232e-01, 2.538575666660338737e-01, -2.861844120902999333e-01
2.069000000000000000e+03, 4.165313755904286319e-01, -5.797035183394362579e-02, -5.159042744516187384e-02, 4.281845822939921442e-01, 1.731137944855886346e+00, 2.034070914604452565e-02, 2.517250457269740171e-01, -9.890391560653552516e-02, 9.751287568868799438e-01, -5.592628867156940187e-01, 4.543235029169063327e-02, 1.685809183271020917e+00, -6.369624947632557266e-01, 3.789158525246463238e-01, 2.612017398699145732e-01, 8.857097574884157387e-01
2.070000000000000000e+03, 2.647034289318603850e-01, 1.937638459717316297e-01, 7.192026178489921984e-01, 6.069973809576181267e-01, 7.782422777600556119e-01, 6.874899143914293687e-01, 4.933300981452145018e-01, -3.743331158776871948e-01, -1.116552592377169306e+00, -2.386180970100343357e-01, -2.356703600453748937e-01, -8.924659464265680686e-01, 2.219952384319164307e-01, 4.044755674921760580e-01, 4.299861357162490516e-01, -1.211782286448915245e-02
2.071000000000000000e+03, 5.848403043001429435e-02, -4.228598488249960541e-01, -1.107703358507778013e+00, 4.857096314639432477e-01, -9.082688508814168449e-01, 9.281449257328449054e-01, 2.655252711093741280e-01, 4.052879234457964497e-01, 2.200826904314401866e-01, 1.460929497188669657e-01, 4.689169562660537305e-01, -1.155750029805389545e+00, 9.720635757998934423e-01, 2.561762970473498990e-01, 4.670240646901291925e-01, -8.334696605500701017e-01
2.072000000000000000e+03, 5.106161908269213345e-01, 1.013439973069222289e+00, 2.698999334663301219e-01, 6.076520213436221729e-01, -2.745205687909195169e-01, 8.075612543598734705e-01, 4.778587430753221121e-01, -6.086219137652936623e-02, 1.420145426052711601e-01, 5.453113161850262763e-02, 6.373346785479350185e-01, 3.252745647374631344e-01, 1.320577680342221782e+00, 2.221473200368736245e-01, -5.735521455940031932e-02, 1.705631763778283905e-01
2.073000000000000000e+03, 2.240993437032654800e-01, -7.398736484027348959e-02, -1.468935276071263174e-01, 1.005113724651794313e-02, -2.449421907514111874e-01, 1.313154163360077953e-01, 1.720730887551722987e-01, 8.217147568520254408e-01, 1.438196152807976524e+00, 1.551913284530963104e-02, 5.280227129224134286e-01, 8.275607832133818897e-01, 4.585908002034311814e-01, 5.649199192741476416e-01, 3.090848209112103673e-01, -9.567323286330260412e-01
2.074000000000000000e+03, 5.924184691228805422e-01, -3.755156445909915014e-02, 2.520117501109711555e-01, 1.163870797801982437e+00, -8.632268947001192627e-01, -8.822522406876441847e-01, 4.195513941284226833e-01, 5.606876610973977881e-02, 9.954985738128509232e-02, -1.647017752600775375e-01, 1.780265206507805620e-01, -9.264160214356953471e-01, -9.097118833214105083e-01, 6.643199181741767934e-01, -2.447339372256088566e-02, -9.631545580238516646e-02
2.075000000000000000e+03, 2.907601178841315304e-01, -4.034346753552188469e-02, 4.200292191931834784e-01, -8.698215945729037557e-02, -2.012133363506705963e-01, -3.429293219205376692e-02, 1.551689937981823586e-01, 3.967897289701515229e-01, 3.507440236047836835e-01, 1.951184690586550419e-01, 1.969257411150657777e-01, 2.432311255512639714e-01, -9.420252844371417300e-01, 4.981736744406057293e-01, 3.048509568952838533e-01, 8.992768161849730157e-01
2.076000000000000000e+03, -4.625750851516950979e-01, 4.776753677076527316e-01, -1.578599448326208077e-01, 8.360923686057331050e-01, -7.944728099210196515e-01, 2.385323765240953131e-01, 5.906224839568438023e-01, 3.154202823914099008e-01, -5.144808698654973478e-01, -1.947860108120040290e-01, 3.458634335722700626e-01, 8.069130922064730871e-02, 3.868039302433818466e-02, 4.565247276562790779e-02, -3.700315469319993000e-01, 3.271794425960585229e-01
