year, MPI-ESM1-2-LR, EC-Earth3-Veg, CanESM5, CESM2-WACCM, NorESM2-LM, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-MM, TaiESM1, GFDL-ESM4, IPSL-CM6A-LR, INM-CM4-8, INM-CM5-0, ACCESS-ESM1-5, UKESM1-0-LL, CNRM-ESM2-1
2.074000000000000000e+03, 2.279808485080436764e+00, 1.999762481951147919e+00, 2.501702656636587641e+00, 2.745688284452998840e+00, 2.491400508770828637e+00, 3.029075393105121528e+00, 3.159625179711296195e+00, 2.030925432210868298e+00, 2.737703388704483043e+00, 2.283289161946082668e+00, 2.108228916510476392e+00, 3.090092753468371534e+00, 3.269187833872917448e+00, 2.971718053386489089e+00, 2.745155212715656212e+00, 2.325150905330823470e+00
2.075000000000000000e+03, 2.217692844362175730e+00, 2.054110138136823416e+00, 2.682374641145819805e+00, 2.980056504878816348e+00, 2.249249849680611035e+00, 3.014219933126951023e+00, 3.073476433011821829e+00, 2.292741441084180209e+00, 2.497250712589059063e+00, 2.189932401455229272e+00, 2.412692319554768261e+00, 3.150340981379293748e+00, 3.273901840908069349e+00, 3.071752491527093731e+00, 2.762649065430206274e+00, 2.286834644414215578e+00
2.076000000000000000e+03, 2.400970703621980284e+00, 2.240047999819831936e+00, 2.707045156700790045e+00, 2.591801680681242281e+00, 2.203554266490241886e+00, 2.821072910818970492e+00, 2.806247703798528725e+00, 2.383301894153073697e+00, 2.819505826455546149e+00, 2.379670336414464238e+00, 2.232300344596670705e+00, 3.259921826416725565e+00, 3.162571468199179225e+00, 3.098469242817218028e+00, 2.613042470325032784e+00, 2.450168697407075769e+00
2.077000000000000000e+03, 2.340738111759994133e+00, 2.134748842524972989e+00, 2.589921521724137587e+00, 2.712379588598063940e+00, 2.419926917063414784e+00, 2.841196200072972022e+00, 3.093215838453212463e+00, 2.162278335694492348e+00, 2.728884611237657243e+00, 2.273089408452788174e+00, 2.236322777324113886e+00, 3.365064393711405533e+00, 3.095233233488115854e+00, 2.927866822397185764e+00, 2.643540083031378440e+00, 2.285835660740242581e+00
2.078000000000000000e+03, 2.343514945850601716e+00, 2.160660243480871046e+00, 2.378120345358369025e+00, 2.612008717080787967e+00, 2.293607251193775287e+00, 2.820001233278232711e+00, 3.126754146483903263e+00, 2.131012527615672170e+00, 2.632904289311752244e+00, 2.343794818248949419e+00, 2.330298290145843332e+00, 3.168183718468826626e+00, 3.170869160494214967e+00, 3.160187519407660073e+00, 2.693014868299671072e+00, 2.335503824824568753e+00
2.079000000000000000e+03, 2.309611592853535900e+00, 2.000273973970460695e+00, 2.576577773323069920e+00, 2.521237236033502693e+00, 2.331192723246831466e+00, 2.832666212298852848e+00, 3.122716872147504041e+00, 2.165984301446287397e+00, 2.818865078393311574e+00, 2.190975751991950826e+00, 2.256489628302665640e+00, 3.164318347049642099e+00, 3.076137091226747167e+00, 2.899117636127580333e+00, 2.664668954592041672e+00, 2.500740810495709177e+00
2.080000000000000000e+03, 2.417384929673773719e+00, 2.121023680347482454e+00, 2.567116486964666322e+00, 2.890421665957285668e+00, 2.541739797195485373e+00, 2.990052693690056884e+00, 3.265648187841539318e+00, 1.990175467267704112e+00, 2.628616344109844238e+00, 2.167547629731886527e+00, 2.276501124498745643e+00, 3.236786385083273210e+00, 3.187448795122946432e+00, 2.884079007800921968e+00, 2.591296352737666009e+00, 2.300696126064213587e+00
2.081000000000000000e+03, 2.346992434828644392e+00, 2.170071565738679986e+00, 2.698411903982461890e+00, 2.594176791451631381e+00, 2.297916285080988441e+00, 2.925251510931146992e+00, 2.945479572154782844e+00, 2.298905361863183838e+00, 2.906957544312474440e+00, 2.155252382359470253e+00, 2.241677393803348295e+00, 3.158876789055327095e+00, 3.208314580897595469e+00, 3.325188949576803221e+00, 2.703394125292398975e+00, 2.333896737291560441e+00
2.082000000000000000e+03, 2.317802878148903289e+00, 2.135241439010229225e+00, 2.546685574687178377e+00, 2.602246830860483584e+00, 2.566163378434621833e+00, 3.036516494767551588e+00, 2.901984380711891909e+00, 2.161132204137069746e+00, 2.752408221797016719e+00, 2.207893789974603838e+00, 2.315143494864629226e+00, 3.211845828484721110e+00, 3.118741656351137426e+00, 3.070538220249660721e+00, 2.807453918171725959e+00, 2.465373131447177180e+00
2.083000000000000000e+03, 2.336972013620294497e+00, 2.158023173195392719e+00, 2.364283489010441386e+00, 2.680992256459299838e+00, 2.256341219023477507e+00, 3.050039441404859719e+00, 3.007072742120381115e+00, 2.344647729611440745e+00, 2.703243856437319348e+00, 2.377906968614965866e+00, 2.252169189397793314e+00, 3.245570477483135541e+00, 3.229242592616115015e+00, 2.961528556153218528e+00, 2.745609865446362541e+00, 2.424464006448626030e+00
2.084000000000000000e+03, 2.329017538422295974e+00, 1.970137676610922650e+00, 2.209944786452759047e+00, 2.837120945087506119e+00, 2.610426624100087523e+00, 2.822959858179120651e+00, 3.110352962016283307e+00, 2.179543403350118425e+00, 2.609752749347522549e+00, 2.319532030420687452e+00, 2.182363919600128543e+00, 3.235954448041590492e+00, 3.230596080077562160e+00, 2.675363832640322403e+00, 2.737104662231606866e+00, 2.337615788964205521e+00
2.085000000000000000e+03, 2.213382843219099616e+00, 2.024158939561198078e+00, 2.426649672735120777e+00, 2.440341709807939630e+00, 2.385945330647126550e+00, 2.802556413983557260e+00, 2.989520140464934528e+00, 2.283770338166537517e+00, 2.786182959209245968e+00, 2.082289256329460603e+00, 2.292296668727206832e+00, 3.104247515160854842e+00, 3.248514953327469090e+00, 3.040962599670441247e+00, 2.536027798390022348e+00, 2.373536898151180186e+00
2.086000000000000000e+03, 2.367004121399294725e+00, 2.064076025878991416e+00, 2.455587456461711504e+00, 3.112922107613587119e+00, 2.528798195850014086e+00, 2.625755702678148840e+00, 3.059415970133523288e+00, 2.421542480990673152e+00, 2.837629688047083043e+00, 2.399710808261805273e+00, 2.312851217259172198e+00, 3.322358071638600308e+00, 3.168036183236818903e+00, 2.957853002722120372e+00, 2.789033428919762692e+00, 2.350120988492943930e+00
2.087000000000000000e+03, 2.188529603397841861e+00, 1.843514942500697584e+00, 2.625434957532030378e+00, 2.864299680686277938e+00, 2.186625694770117256e+00, 2.743133559942149358e+00, 2.954319103954746062e+00, 2.239355529739595951e+00, 2.805979928290735170e+00, 2.316514987793088398e+00, 2.443361137917953840e+00, 3.222476965243648905e+00, 3.116371721303296205e+00, 3.003624615872409365e+00, 2.503251231485478012e+00, 2.504047525401524421e+00
2.088000000000000000e+03, 2.364189597841511059e+00, 2.181288657672188158e+00, 2.883048710307743345e+00, 2.458247812482651895e+00, 2.489200747603772967e+00, 2.818719329851465005e+00, 3.070057892335247729e+00, 2.226310184638457645e+00, 2.822023409561405405e+00, 2.347135199662765626e+00, 2.207672928460650663e+00, 3.210655576772348585e+00, 3.388515449891047027e+00, 3.018693427449461453e+00, 2.514553321749241732e+00, 2.302619070109124255e+00
2.089000000000000000e+03, 2.508943207140019283e+00, 1.855050446450040580e+00, 2.432425933735890666e+00, 2.574063926077388320e+00, 2.520148821659297322e+00, 3.251654074911155323e+00, 2.953703631642609295e+00, 2.234585263117406573e+00, 2.662532151052041662e+00, 2.398134486409549737e+00, 2.394564202509705364e+00, 3.168883356487448566e+00, 3.214586108914429197e+00, 3.106248770745031251e+00, 2.612391015145649753e+00, 2.387973976136427812e+00
2.090000000000000000e+03, 2.290539668211392765e+00, 2.152671701774724777e+00, 2.578716235758848452e+00, 2.642882539174356005e+00, 2.055539364178373241e+00, 3.046040405141163365e+00, 2.943903998721046467e+00, 2.432443592467577798e+00, 2.656465532591468115e+00, 2.321404155146171711e+00, 2.310870062602389474e+00, 3.090725653297875297e+00, 3.018556241852069721e+00, 3.119609829778124066e+00, 2.874788105034527863e+00, 2.373903285615849956e+00
2.091000000000000000e+03, 2.412105827057764884e+00, 2.163234777895153282e+00, 2.463086103360061063e+00, 2.450396387792855180e+00, 2.373684140348921279e+00, 2.662375751333889706e+00, 3.181684520303823316e+00, 2.312051620229682136e+00, 2.919856039115448443e+00, 2.173237028904097645e+00, 2.238933657316649839e+00, 3.335978957930903377e+00, 3.073471753690599328e+00, 3.089320981651543896e+00, 2.509277691267332688e+00, 2.239180867657061036e+00
2.092000000000000000e+03, 2.411388689371178007e+00, 2.240633798898738149e+00, 2.541196345359646003e+00, 2.526816220435601057e+00, 2.479745321949415882e+00, 2.821757611267519561e+00, 3.189185243597474795e+00, 2.373448121464778904e+00, 2.665307002141879433e+00, 2.371479731238610444e+00, 2.292673548146891616e+00, 3.213862159088920034e+00, 3.192919848032411689e+00, 3.068239112469473451e+00, 2.645231070284383534e+00, 2.194776981259754400e+00
2.093000000000000000e+03, 2.322156620606183441e+00, 2.164336951497135342e+00, 2.555701224297685314e+00, 2.543235886929577916e+00, 2.448064724175986751e+00, 2.954046483022134684e+00, 2.890522968101363777e+00, 2.145971891432560064e+00, 2.814719869602401392e+00, 2.371575605558554400e+00, 2.154790306314496195e+00, 3.307829557724815572e+00, 3.090148294947563379e+00, 3.206063172868522937e+00, 2.840663763514212903e+00, 2.358194466226652519e+00
2.094000000000000000e+03, 2.378717627633364362e+00, 1.947281038359886640e+00, 2.536247988166461909e+00, 2.834367881680217138e+00, 2.602335108574825195e+00, 2.720979220256337427e+00, 3.076963503629352115e+00, 2.299495932680360788e+00, 3.109197632876638639e+00, 2.231814687980758993e+00, 2.158184215317719090e+00, 3.305468272605276869e+00, 3.312167344522259249e+00, 2.977722980751143833e+00, 2.613112827611806743e+00, 2.346533739143128905e+00
2.095000000000000000e+03, 2.188677113956591480e+00, 2.025716333260650259e+00, 2.512625253641183498e+00, 2.507193644760824291e+00, 2.687706695837519977e+00, 2.886469048037558771e+00, 2.924135174625768663e+00, 2.229946627280616767e+00, 2.922732693581580943e+00, 2.186890572506591468e+00, 2.339792849968994837e+00, 3.333700943211642009e+00, 3.196883707342792924e+00, 3.065131629736519425e+00, 2.707807633635955558e+00, 2.425430030576922746e+00
2.096000000000000000e+03, 2.402558531130142061e+00, 2.152280601695123696e+00, 2.444088273245481613e+00, 2.673795805382518598e+00, 2.137098364411090579e+00, 2.999278618621422865e+00, 3.044560437665372987e+00, 2.048884964963979094e+00, 2.642519341469917293e+00, 2.136108230442046896e+00, 2.029293472193579362e+00, 3.126438122946456843e+00, 2.915906860645807619e+00, 2.987518898152206503e+00, 2.900345812467801654e+00, 2.419316798456939033e+00
2.097000000000000000e+03, 2.228002309251910784e+00, 2.194303889880756309e+00, 2.673446116646267079e+00, 2.852466153084681100e+00, 2.301267785904989704e+00, 2.992173926282502894e+00, 3.139294494496827070e+00, 2.373567559646660108e+00, 2.935371388319400143e+00, 2.190040191646152934e+00, 2.295481520020059563e+00, 3.160525172530436411e+00, 3.089609890209468634e+00, 3.103104190224033498e+00, 2.636100752790963231e+00, 2.483523906852445950e+00
2.098000000000000000e+03, 2.431121061060653510e+00, 2.006903529446336432e+00, 2.514804616065803522e+00, 2.537539864293592018e+00, 2.353805954005601553e+00, 2.947408200763077080e+00, 3.166781427627786361e+00, 2.251958731669820413e+00, 2.819904367827137381e+00, 2.294250838696615169e+00, 2.243969048637977970e+00, 3.266016797458824339e+00, 3.301003777481801738e+00, 3.210795162966705529e+00, 2.643322441018509217e+00, 2.446820105234877918e+00
2.099000000000000000e+03, 2.413090236112140019e+00, 1.955869638060547588e+00, 2.299084316459348187e+00, 2.852183839893667638e+00, 2.420197824002509268e+00, 2.892429119186899822e+00, 2.917405591287023814e+00, 2.163537597667751999e+00, 2.637194511714656908e+00, 2.269377786458285584e+00, 2.223870487564319820e+00, 3.187917119911102937e+00, 3.016876885435004763e+00, 3.109324548394583498e+00, 2.742313573405436244e+00, 2.209199450739737003e+00
2.100000000000000000e+03, 2.327134689445830240e+00, 2.005322641854316412e+00, 2.593020148265564817e+00, 2.734965263411480496e+00, 2.356038249465761680e+00, 2.860790136785235749e+00, 3.103569058712228212e+00, 2.214540231837510031e+00, 2.645341543162827325e+00, 2.133552523400766621e+00, 2.088019121518342125e+00, 3.092057520211725308e+00, 3.033181019673697243e+00, 3.266112872436317538e+00, 2.774049165700975372e+00, 2.457731539460963788e+00
