year, MIROC-ES2L, MPI-ESM1-2-LR, CNRM-ESM2-1, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, INM-CM4-8, UKESM1-0-LL, ACCESS-ESM1-5, CMCC-CM2-SR5, NorESM2-MM, CESM2-WACCM, INM-CM5-0, CanESM5
2.035000000000000000e+03, 9.075100195567117112e+00, 1.163257437420201867e+01, 7.335369630049363820e+00, 1.355484827662678349e+01, 1.112162981756752878e+01, 8.002311550620264669e+00, 7.411467627803291158e+00, 1.273812237230515265e+01, 1.183389364561516288e+01, 1.198354387970126389e+01, 8.593495219326243273e+00, 1.120318002620877529e+01, 1.137050363144633813e+01, 1.059724068615056680e+01, 1.141335187737720069e+01, 8.412650158645828213e+00
2.036000000000000000e+03, 9.080028073436922753e+00, 1.195776191808029765e+01, 7.684947639727321089e+00, 1.396638879236572706e+01, 1.104663404453652298e+01, 7.458529955313565551e+00, 7.314586624526960179e+00, 1.298821176475075312e+01, 1.166966720288344206e+01, 1.234405724991250430e+01, 8.868470593370128441e+00, 1.126298016318703610e+01, 1.145486643284311867e+01, 1.080995674530568529e+01, 1.130076011682537462e+01, 9.387710690110935730e+00
2.037000000000000000e+03, 8.823358553364849755e+00, 1.133426346489546610e+01, 7.955221621428336221e+00, 1.410637092512657986e+01, 1.083787531409995530e+01, 7.838334018082504073e+00, 7.182869739119703389e+00, 1.316251819785006028e+01, 1.151681607148572617e+01, 1.230113442845478033e+01, 8.903999036268746892e+00, 1.051830482303642889e+01, 1.089620397691870579e+01, 1.122404702163935220e+01, 1.169536215256787060e+01, 9.256750450980284484e+00
2.038000000000000000e+03, 9.126014044189826535e+00, 1.239544250289527660e+01, 8.206837952195995101e+00, 1.331827240598822470e+01, 1.125807011029076854e+01, 7.743520379965572964e+00, 7.158733497586256433e+00, 1.334706843017555400e+01, 1.163184940556891789e+01, 1.259161867760060183e+01, 8.689340692631756013e+00, 1.175499483826354385e+01, 1.094725200179161284e+01, 1.136288071662419696e+01, 1.141250954687973262e+01, 9.288116953967071154e+00
2.039000000000000000e+03, 8.897183922595358396e+00, 1.190731113808476138e+01, 8.345548695399047645e+00, 1.381511292787129008e+01, 1.141822356909266745e+01, 7.939512520090440617e+00, 7.297860363829757446e+00, 1.344524286295360938e+01, 1.164676497558822632e+01, 1.227616705601389846e+01, 8.412638085136334709e+00, 1.198769880803576626e+01, 1.122633291627124308e+01, 1.118233522804863789e+01, 1.122474434363660833e+01, 9.111368092564964272e+00
2.040000000000000000e+03, 9.060410281603362037e+00, 1.218923133519347957e+01, 8.263022439421336074e+00, 1.372875857654275222e+01, 1.145965195062878372e+01, 8.137037154635967440e+00, 7.256681340188428031e+00, 1.392691194701264301e+01, 1.146736071321413952e+01, 1.274697273612334492e+01, 8.633257850938107936e+00, 1.130198911781640092e+01, 1.093794148117417819e+01, 1.155941277407590384e+01, 1.153670368322856810e+01, 9.329224417091431576e+00
2.041000000000000000e+03, 8.841410754310924602e+00, 1.271591473491355551e+01, 8.037442220169934259e+00, 1.350520879188373335e+01, 1.095648618649958550e+01, 8.493797708428743931e+00, 7.398683651845905374e+00, 1.355122461122769906e+01, 1.195707553838070325e+01, 1.283020827345002779e+01, 8.993952654600542829e+00, 1.201666868140832634e+01, 1.112768768880804693e+01, 1.134967828554784575e+01, 1.164805263682849912e+01, 9.107294086885499240e+00
2.042000000000000000e+03, 9.210953712555058459e+00, 1.204787841690841077e+01, 7.960127260518770065e+00, 1.362076960812025561e+01, 1.080065075774429495e+01, 8.206979884093424715e+00, 7.233823479331999984e+00, 1.288993560965269936e+01, 1.161089302253382627e+01, 1.255630534540715715e+01, 8.916060049708763202e+00, 1.164701238690673080e+01, 1.141569309375823060e+01, 1.212948970609639510e+01, 1.198623025371142603e+01, 8.814136284514123787e+00
2.043000000000000000e+03, 9.124046428052215774e+00, 1.238424641217953059e+01, 8.295532660921535850e+00, 1.337406856986206272e+01, 1.131995879877641720e+01, 8.544625794637276783e+00, 7.464446164628416369e+00, 1.292114534292809580e+01, 1.209479203815160808e+01, 1.225302047706067832e+01, 9.039109404053453645e+00, 1.194700878636511554e+01, 1.116834444710630869e+01, 1.181545969308653987e+01, 1.142257392301861607e+01, 9.392651720307414465e+00
2.044000000000000000e+03, 9.289636815153359706e+00, 1.229676773435466153e+01, 8.067968261292389087e+00, 1.360273331730134672e+01, 1.129285206916057405e+01, 8.477713539572537371e+00, 7.068583953858421864e+00, 1.303858135186732703e+01, 1.165374836515225176e+01, 1.197756416152589765e+01, 8.941005749739387554e+00, 1.190892345735279534e+01, 1.093017290658604423e+01, 1.169270306279003613e+01, 1.131216656128822429e+01, 9.356010102438730769e+00
2.045000000000000000e+03, 9.219003675342126058e+00, 1.250532679433498018e+01, 8.330055938732446208e+00, 1.367969019804516861e+01, 1.151773999682601435e+01, 8.266178723198493117e+00, 7.439791591840036133e+00, 1.346681986554331623e+01, 1.153650658170055898e+01, 1.281771908233374369e+01, 9.124910362386925655e+00, 1.167871433134115833e+01, 1.117279738694608504e+01, 1.179333342706727628e+01, 1.166951802464862453e+01, 9.082035148372883171e+00
2.046000000000000000e+03, 9.591412532715418493e+00, 1.239472926475356829e+01, 8.632958473299837010e+00, 1.388209211446524982e+01, 1.188398736694827029e+01, 8.981198093535416760e+00, 7.702971726517524154e+00, 1.363444282157907139e+01, 1.170320684888734242e+01, 1.298357222750179751e+01, 9.140948522713211233e+00, 1.167955368115543280e+01, 1.113386215301635573e+01, 1.180342676821310732e+01, 1.194139898530362132e+01, 9.665687757842972516e+00
2.047000000000000000e+03, 9.563225944456471339e+00, 1.238398037935993301e+01, 9.058302690823916592e+00, 1.393040333229596150e+01, 1.180113887807348405e+01, 8.438051674544876590e+00, 7.341304305921621420e+00, 1.326273732783290882e+01, 1.178369471800696111e+01, 1.261544927343908995e+01, 8.974504854982978230e+00, 1.221954004193003129e+01, 1.105810876546955157e+01, 1.174668666551317742e+01, 1.152750821396002401e+01, 9.411752212928517380e+00
2.048000000000000000e+03, 8.977919166017704455e+00, 1.264069662000384753e+01, 8.567336291795426106e+00, 1.423894711537750624e+01, 1.164790818295141150e+01, 8.475161063572619113e+00, 7.692554036080875512e+00, 1.297431861109620854e+01, 1.182839905696174831e+01, 1.298549464716700363e+01, 9.017758974025548824e+00, 1.207192147576622610e+01, 1.110152118857114090e+01, 1.110698619914386853e+01, 1.167268137187612531e+01, 9.704223345169632253e+00
2.049000000000000000e+03, 9.492484228658645051e+00, 1.228050606424777946e+01, 8.422578021721740527e+00, 1.411979791351502023e+01, 1.150921126023155594e+01, 8.245420182115845265e+00, 7.310068274873763983e+00, 1.321874405588778068e+01, 1.188641394675813601e+01, 1.314012194436642567e+01, 8.809237194967449724e+00, 1.112128353515415391e+01, 1.097394080173437914e+01, 1.160881587661067549e+01, 1.167970988707117641e+01, 9.491925048467281911e+00
2.050000000000000000e+03, 9.444378561514193748e+00, 1.185758658935549548e+01, 9.410245559855326292e+00, 1.378077027961859713e+01, 1.139911538802827629e+01, 8.889797460251594785e+00, 7.684589283612169197e+00, 1.351376836424075734e+01, 1.161487833607821862e+01, 1.295147904486839785e+01, 9.080308560844068566e+00, 1.197277403904340431e+01, 1.055113795131360810e+01, 1.149295897987877701e+01, 1.114190019968915557e+01, 9.599309826796782019e+00
2.051000000000000000e+03, 9.315370407711302647e+00, 1.251431263656601622e+01, 8.680867387645712085e+00, 1.430568594696632800e+01, 1.139887995891615979e+01, 8.748453512761235729e+00, 7.373377228139702311e+00, 1.374128493459646627e+01, 1.194937861470912210e+01, 1.285770761636678294e+01, 9.250393973778516354e+00, 1.160989855140119431e+01, 1.113530498359692622e+01, 1.093186342221701324e+01, 1.150014170692708859e+01, 1.008833943881994344e+01
2.052000000000000000e+03, 9.383357744420086632e+00, 1.202443269421747019e+01, 8.468953824551109122e+00, 1.441645253132615423e+01, 1.144519787976762615e+01, 8.802191991422006367e+00, 7.675628024444741904e+00, 1.399440975845569390e+01, 1.181684476528839411e+01, 1.220817686343837316e+01, 9.201863125823715350e+00, 1.193949431140823947e+01, 1.099640855714923937e+01, 1.164870311728827623e+01, 1.151540446775480575e+01, 9.685019066958766132e+00
2.053000000000000000e+03, 8.806673163059791420e+00, 1.252154179940305845e+01, 8.279759330968659015e+00, 1.386748485664058173e+01, 1.140360990675558028e+01, 8.861509016780189540e+00, 7.619526001025459294e+00, 1.384821501976912295e+01, 1.197948643280516023e+01, 1.235664143968975637e+01, 9.119839645454806742e+00, 1.244168804887567781e+01, 1.121145057929686040e+01, 1.154690271293760517e+01, 1.178928744970395392e+01, 9.788577299089986639e+00
2.054000000000000000e+03, 9.343549512249776257e+00, 1.230586207582201119e+01, 8.646638049172656437e+00, 1.409510861507516388e+01, 1.195977125220714399e+01, 9.156881792192999470e+00, 7.768464858685884877e+00, 1.392027225381081301e+01, 1.174712738481348140e+01, 1.281178968965215681e+01, 9.211875811864542740e+00, 1.172041635210689314e+01, 1.151299837691955119e+01, 1.125361934736319824e+01, 1.160307868234034601e+01, 9.804539529683873766e+00
2.055000000000000000e+03, 9.253770337540714763e+00, 1.233682260395201702e+01, 8.940092742317682806e+00, 1.427992493527114881e+01, 1.161450853799877336e+01, 9.320757901848676141e+00, 7.926792852042187754e+00, 1.355566534227434516e+01, 1.151337651064343071e+01, 1.289334981900360155e+01, 9.256216360763536599e+00, 1.140458340944351967e+01, 1.104864823930347661e+01, 1.170342267320552310e+01, 1.139134062728512120e+01, 9.475327724462403012e+00
2.056000000000000000e+03, 9.560466261970699264e+00, 1.231841319540420621e+01, 8.235035119324114916e+00, 1.409913335236943510e+01, 1.214762208739829497e+01, 9.103136575880146353e+00, 7.615322339509187799e+00, 1.366906607024043119e+01, 1.186517837202777592e+01, 1.320176409475921986e+01, 9.216530236338030591e+00, 1.257062267822482049e+01, 1.112572554266488289e+01, 1.202824550427975581e+01, 1.158409864797569000e+01, 9.911397577298194150e+00
2.057000000000000000e+03, 9.626477433012661677e+00, 1.251681042670771404e+01, 8.457898443243795583e+00, 1.398302246520093028e+01, 1.151945948921308371e+01, 9.543795465948896606e+00, 7.827069326544484618e+00, 1.371514123146419450e+01, 1.196661767216238026e+01, 1.355252058317084263e+01, 9.301606911754277007e+00, 1.212844968500398046e+01, 1.141462156984572296e+01, 1.230107306168370762e+01, 1.140440090569236808e+01, 1.017322284534694532e+01
2.058000000000000000e+03, 9.393081210074551990e+00, 1.220809169938110728e+01, 8.296992252939929813e+00, 1.384108099282090443e+01, 1.179163460931453500e+01, 9.971063125333769150e+00, 7.864505439620969263e+00, 1.376094644245394072e+01, 1.159299899257447564e+01, 1.277364264849166453e+01, 9.423094103122394927e+00, 1.182972791050283412e+01, 1.124128732246834161e+01, 1.169864341351506454e+01, 1.161117584249121570e+01, 9.512828128001171279e+00
2.059000000000000000e+03, 9.331012869276275268e+00, 1.268947985879030504e+01, 8.551247324776250380e+00, 1.431868414676387680e+01, 1.135069256065376919e+01, 9.872436245458837689e+00, 7.667504715511633151e+00, 1.377108416118753276e+01, 1.178107161119362267e+01, 1.323655765479940882e+01, 9.384666270311088354e+00, 1.177158451413028573e+01, 1.161159516899359545e+01, 1.182152385886836754e+01, 1.219144714681810271e+01, 9.575468526053619200e+00
2.060000000000000000e+03, 9.276069240993598086e+00, 1.234895729120700558e+01, 8.525960138624963491e+00, 1.378788634562786619e+01, 1.145590115888577465e+01, 9.756998586932352779e+00, 7.933725022525854875e+00, 1.386667887671593036e+01, 1.197894172904330468e+01, 1.381751553422294521e+01, 9.608350425078683088e+00, 1.228705152668955058e+01, 1.111152138280662349e+01, 1.198280700979376689e+01, 1.155010956861459981e+01, 1.011147893206143600e+01
2.061000000000000000e+03, 9.328715911142344552e+00, 1.272016639327318366e+01, 8.771402808353036207e+00, 1.371031312127431612e+01, 1.149881011760114369e+01, 9.973989887064895754e+00, 7.735329541742961723e+00, 1.344965948123237887e+01, 1.197154449128937159e+01, 1.380054986999286548e+01, 9.500467358598989165e+00, 1.229586152653225284e+01, 1.103876159361830034e+01, 1.191496532546509712e+01, 1.201517065165521103e+01, 9.923104000239396427e+00
2.062000000000000000e+03, 8.960828663386132931e+00, 1.224866143118177320e+01, 8.609406971311987178e+00, 1.418288287337715481e+01, 1.107724956596250543e+01, 9.872732140363169151e+00, 7.463215063295469243e+00, 1.357365537887209861e+01, 1.214202728244180207e+01, 1.322310121146841411e+01, 9.251939236163494229e+00, 1.288615149206248134e+01, 1.135219394430159845e+01, 1.176329927648245111e+01, 1.137231010701654732e+01, 9.604710712644278559e+00
2.063000000000000000e+03, 9.232445294250274159e+00, 1.269953362092159033e+01, 9.177215130574138513e+00, 1.390380515423058760e+01, 1.156857150071285290e+01, 9.707264371438197870e+00, 7.553170456946160627e+00, 1.378614279086668937e+01, 1.241421838274301237e+01, 1.322794594669426971e+01, 9.364584521574940368e+00, 1.278051172414534342e+01, 1.140246255386369079e+01, 1.184077581110225097e+01, 1.168538256107566475e+01, 9.833451160505390476e+00
2.064000000000000000e+03, 8.930341213340865281e+00, 1.256972003171959607e+01, 9.122173427278946534e+00, 1.428628485825010230e+01, 1.119571924982840372e+01, 9.699710553439114591e+00, 7.840648013454980081e+00, 1.369112274487704717e+01, 1.181643700948893105e+01, 1.426387639733078494e+01, 9.193467752995646336e+00, 1.217372526870343208e+01, 1.119642908276297888e+01, 1.083438521277722089e+01, 1.179463342315050589e+01, 9.859259388734063378e+00
2.065000000000000000e+03, 9.379521168302039413e+00, 1.232291527100160700e+01, 9.107981443429634894e+00, 1.396075291632088877e+01, 1.134782053299456450e+01, 1.003674881956588294e+01, 7.807321835415582889e+00, 1.330960371436109568e+01, 1.163012892519948949e+01, 1.420657511251399896e+01, 9.241599076655766964e+00, 1.186492552623188779e+01, 1.129140303341617368e+01, 1.096296809782439219e+01, 1.166216815698644993e+01, 9.977983006499359320e+00
2.066000000000000000e+03, 9.334947232992661270e+00, 1.224005485545336924e+01, 9.042654439277450606e+00, 1.421581965325767882e+01, 1.160742344714544672e+01, 9.886421894244746156e+00, 7.994336683490251616e+00, 1.382817229780638435e+01, 1.190870250457211554e+01, 1.327609391743367695e+01, 9.249259756658283038e+00, 1.225959315520491621e+01, 1.144483612633762348e+01, 1.133926048451271562e+01, 1.135207811709361359e+01, 9.697482101759748119e+00
2.067000000000000000e+03, 8.959511747739377086e+00, 1.193022226956048648e+01, 8.201460599723990441e+00, 1.472229462491550045e+01, 1.145262615427445141e+01, 1.037442179934232023e+01, 8.219445230825508375e+00, 1.367851358139797036e+01, 1.167712132235026168e+01, 1.380167889594973119e+01, 9.274338432392042364e+00, 1.242143417459319110e+01, 1.159611737402139831e+01, 1.160578198586766874e+01, 1.175063777988228431e+01, 9.733518867407832786e+00
2.068000000000000000e+03, 9.443746778568097966e+00, 1.236912875423447744e+01, 8.528685893678945362e+00, 1.402335081926097082e+01, 1.132090624563483949e+01, 9.953259583668012667e+00, 8.047711429473539013e+00, 1.345054420450393451e+01, 1.175088765020175430e+01, 1.312718229777184398e+01, 9.320868164895411923e+00, 1.259224335496163327e+01, 1.174929009756560916e+01, 1.154334679696920851e+01, 1.138390231171617373e+01, 9.675913749351270354e+00
2.069000000000000000e+03, 9.609728392314906387e+00, 1.234973936430813701e+01, 8.571001988396805160e+00, 1.453143632092664639e+01, 1.154329302704579341e+01, 9.559952503282600489e+00, 7.772011229361869944e+00, 1.370346374694631741e+01, 1.201787832723626437e+01, 1.262602284979926637e+01, 9.293184539720460435e+00, 1.243170505493399602e+01, 1.122896958935467637e+01, 1.151598196348256664e+01, 1.162994876373787356e+01, 9.561117590470608718e+00
2.070000000000000000e+03, 9.008941487005989401e+00, 1.295940283552330463e+01, 9.276954163427181044e+00, 1.493578862697783372e+01, 1.160158392575495867e+01, 9.403304848138210659e+00, 7.622970065367326242e+00, 1.363837737555278551e+01, 1.177192318075512745e+01, 1.289473432245725526e+01, 8.942975268262321364e+00, 1.164634714784145508e+01, 1.131063866470114121e+01, 1.190985818257518680e+01, 1.147567566166891417e+01, 1.004630254225821595e+01
2.071000000000000000e+03, 9.069211366887611092e+00, 1.215710793213073160e+01, 9.261750456560632117e+00, 1.408716857275817880e+01, 1.091599060601465432e+01, 9.635932922358607655e+00, 7.821680488114882479e+00, 1.364619557262252769e+01, 1.177896740590467850e+01, 1.359003228753507031e+01, 9.081129992860555333e+00, 1.225928912604101129e+01, 1.116761163250439637e+01, 1.177161820471186893e+01, 1.124447267684941743e+01, 9.541859331932634802e+00
2.072000000000000000e+03, 9.377171459056413028e+00, 1.223408630867113978e+01, 8.543280281543950139e+00, 1.459206385619305735e+01, 1.071786723250153095e+01, 9.567890716915981031e+00, 7.716842904332851028e+00, 1.329874924495199018e+01, 1.178378567557095202e+01, 1.379368275272016753e+01, 9.250763767276676930e+00, 1.214765269494252387e+01, 1.082181494767571550e+01, 1.144684298718671478e+01, 1.118098294687507099e+01, 1.006389835375118125e+01
2.073000000000000000e+03, 8.888752974368870241e+00, 1.286724529496857450e+01, 9.151416361828021095e+00, 1.364920135420885750e+01, 1.161234309378940210e+01, 9.872927661489875106e+00, 7.990347256513215868e+00, 1.351567591592032613e+01, 1.166267513940698031e+01, 1.449804756228233593e+01, 9.268839521289647720e+00, 1.240324676766882206e+01, 1.116269118285153006e+01, 1.186447438918695774e+01, 1.159809578827917598e+01, 9.941747081987189816e+00
2.074000000000000000e+03, 9.289433379037216554e+00, 1.237348135937885019e+01, 9.138210649804594965e+00, 1.451064793987998591e+01, 1.149059422770486449e+01, 9.850500787402861391e+00, 8.050805045412984029e+00, 1.385411965886944330e+01, 1.157056518904060205e+01, 1.381039467523062569e+01, 9.162613692403258625e+00, 1.261579916437402105e+01, 1.111611109951386389e+01, 1.174483761140301219e+01, 1.204634482987171751e+01, 9.671512576586447807e+00
2.075000000000000000e+03, 9.635423291913918220e+00, 1.214806120563242153e+01, 8.538071288520974633e+00, 1.429286854796816186e+01, 1.108334246404151813e+01, 9.668347911939806139e+00, 7.943813526818597204e+00, 1.330384236853206303e+01, 1.203433374073610906e+01, 1.331022543298776206e+01, 9.240117086070640084e+00, 1.289926151889446615e+01, 1.104654689150411073e+01, 1.192134426075521425e+01, 1.152202611398224619e+01, 1.015866633298033861e+01
2.076000000000000000e+03, 9.466299287118815187e+00, 1.264487073508174042e+01, 8.984274878658164099e+00, 1.432593968444194132e+01, 1.127519429455424671e+01, 9.673855773156518012e+00, 8.069469213134542684e+00, 1.351975750017357925e+01, 1.196893375987274943e+01, 1.358729703203897010e+01, 9.252940795672930818e+00, 1.232617868267017158e+01, 1.070084626963692820e+01, 1.200747764802092910e+01, 1.134843960273972385e+01, 9.933274859110076349e+00
