year, IPSL-CM6A-LR, INM-CM4-8, UKESM1-0-LL, TaiESM1, NorESM2-LM, ACCESS-ESM1-5, EC-Earth3-Veg, INM-CM5-0, GFDL-ESM4, MIROC-ES2L, CESM2-WACCM, NorESM2-MM, CanESM5, MPI-ESM1-2-LR, CMCC-CM2-SR5, CNRM-ESM2-1
2.075000000000000000e+03, 3.688203365379489451e+00, 6.713572104642558713e+00, 7.155721893438751202e+00, 4.552302858474969405e+00, 5.484605118337142926e+00, 4.528196261755861762e+00, 4.671357395056978667e+00, 6.456007713126369119e+00, 4.974484684756854236e+00, 5.532733788469037961e+00, 5.865575747897626258e+00, 5.313097112393736055e+00, 5.934534747533375842e+00, 6.360649390979412843e+00, 5.628555492966197171e+00, 3.982729988502928808e+00
2.076000000000000000e+03, 3.777700993635510152e+00, 6.693886244101186378e+00, 7.330278936408894275e+00, 5.126643383240838681e+00, 5.469394067120680880e+00, 4.551408766584567722e+00, 4.897584350987840729e+00, 6.334810616196834943e+00, 4.822772159292799010e+00, 5.409485093389007737e+00, 5.751738082870531343e+00, 5.348764370421557501e+00, 5.784813283203614986e+00, 6.602157378535603804e+00, 5.241344960389248797e+00, 4.331683875927180516e+00
2.077000000000000000e+03, 3.757929340950173724e+00, 6.616780198561231785e+00, 6.938992277538493347e+00, 4.980802039341829079e+00, 5.622939514946598827e+00, 4.650258033327707707e+00, 4.779105508457728746e+00, 6.288381202082951482e+00, 4.995219411490533723e+00, 5.183260381214130241e+00, 5.784489941101970345e+00, 5.340651043684544241e+00, 5.803736520765474083e+00, 6.515862017268246653e+00, 5.134683264693319593e+00, 4.260225392784970921e+00
2.078000000000000000e+03, 3.890911608621328011e+00, 6.575169437361151559e+00, 6.950230000649206374e+00, 4.651085600832871592e+00, 5.781583550550847050e+00, 4.659794950948670689e+00, 4.916717298332969222e+00, 6.552106509853404148e+00, 4.787647775688842700e+00, 5.170436375042174681e+00, 6.046301016578795817e+00, 5.189931641894470538e+00, 5.568765898728495145e+00, 6.468795627416233707e+00, 5.406180266715187699e+00, 4.143753929140438608e+00
2.079000000000000000e+03, 3.864527630251136880e+00, 6.357181429942992956e+00, 7.231444084318578547e+00, 4.922922573929694678e+00, 5.691407328650379682e+00, 4.633356893506848984e+00, 4.979345539567404444e+00, 6.499990681803018866e+00, 4.868357927740693647e+00, 5.090244500569655273e+00, 5.690146021473505122e+00, 5.312609348751935912e+00, 5.614524794012498710e+00, 6.374244445296367800e+00, 5.572057979066037170e+00, 4.539368420241999935e+00
2.080000000000000000e+03, 3.714318085852659213e+00, 6.642526977214407324e+00, 7.268878375379713042e+00, 5.035555900703215571e+00, 5.772738348394071295e+00, 4.648974029746497649e+00, 4.672134597726508964e+00, 6.444842680811010638e+00, 4.635048293176960321e+00, 5.307250078334041277e+00, 5.595907670963160108e+00, 5.220455425216246503e+00, 5.806717115478723379e+00, 6.663368696975185301e+00, 5.231433793655051012e+00, 4.219423606497836765e+00
2.081000000000000000e+03, 3.731161321045758594e+00, 6.463302014216722569e+00, 7.033100103719522878e+00, 4.737706444144816231e+00, 5.425361348364425851e+00, 4.493723611715739530e+00, 4.737895215085608847e+00, 6.372851496285951711e+00, 4.760242841223480958e+00, 5.370245126311599115e+00, 5.730874322843362734e+00, 5.471784750201526215e+00, 5.975361333612905668e+00, 6.855740653031387133e+00, 5.433209658984474721e+00, 4.401922963794834054e+00
2.082000000000000000e+03, 3.737042041468594977e+00, 6.720723132595005644e+00, 7.574285878928121107e+00, 5.095014994997228541e+00, 5.595022653466064533e+00, 4.604409281397802367e+00, 4.466142041556392606e+00, 6.310195352097965227e+00, 4.548831587919382358e+00, 5.224850949749546558e+00, 5.897608678582208164e+00, 5.398896576554549576e+00, 5.816932194426320812e+00, 6.612674179167835398e+00, 5.305025984509811110e+00, 4.545160459053128932e+00
2.083000000000000000e+03, 3.695811779486827486e+00, 6.448593913705948033e+00, 7.641986078187891884e+00, 4.782918754543415751e+00, 5.638826073704580999e+00, 4.535713191922007503e+00, 4.721614901573324197e+00, 6.573607427312357032e+00, 4.783976135733710500e+00, 5.177695930736391006e+00, 5.492769431590692086e+00, 5.469876040363407910e+00, 5.761691679096010432e+00, 6.611559800342448945e+00, 5.378644208894915124e+00, 4.446911237032787234e+00
2.084000000000000000e+03, 3.728879105697207041e+00, 6.372598248498974272e+00, 7.372000214809248497e+00, 4.794870824603506776e+00, 5.488113562574866044e+00, 4.488231681801336137e+00, 4.930483646861931746e+00, 6.327048229636391241e+00, 4.770684586894936352e+00, 5.213461864430128934e+00, 5.719597175228908092e+00, 5.297708693952356995e+00, 5.445412294505934447e+00, 6.554881678061255101e+00, 5.015002647529428259e+00, 4.290641827057830149e+00
2.085000000000000000e+03, 3.593320696154719496e+00, 6.472731551710023012e+00, 7.044657866815580149e+00, 4.940724105485890583e+00, 5.562688833769730223e+00, 4.625882187765880893e+00, 4.723813627558083539e+00, 6.578458404918851699e+00, 4.592804049560443858e+00, 5.236133436159652099e+00, 5.602405385321117315e+00, 5.318807843642396449e+00, 5.732611717415794672e+00, 6.400780663882209787e+00, 5.215856017767835695e+00, 4.289651362666262457e+00
2.086000000000000000e+03, 3.851212212760393161e+00, 6.471588899670244643e+00, 7.305092890756138324e+00, 5.099701021102656107e+00, 5.792419920482288376e+00, 4.456072853029151126e+00, 4.991670735268882275e+00, 6.281614668256757739e+00, 4.764388503939802177e+00, 5.267236340548556051e+00, 5.556554671357059050e+00, 5.522741583735707671e+00, 5.983323013891403086e+00, 6.273932036010484659e+00, 5.416130380681244638e+00, 4.303299678979194631e+00
2.087000000000000000e+03, 3.676686716992460635e+00, 6.367699919084126137e+00, 7.181951544305588797e+00, 4.860650272459288601e+00, 5.664454566985772210e+00, 4.229827258556498215e+00, 4.756129694047966261e+00, 6.417618831873589613e+00, 4.793881902584286259e+00, 5.238532126107051212e+00, 5.728939572696432947e+00, 5.586892821329233705e+00, 5.794488408473291940e+00, 6.377430994632969252e+00, 5.215520255165001728e+00, 4.339001664760162136e+00
2.088000000000000000e+03, 3.725209783008857301e+00, 6.408115386708174377e+00, 6.850646058556622009e+00, 4.641864142868275422e+00, 5.417509440757335426e+00, 4.436764410160720651e+00, 4.888868495088375177e+00, 6.369308403431835686e+00, 4.618148470822938556e+00, 5.519457592971171778e+00, 5.809282524856330454e+00, 5.300656459488327421e+00, 6.061499411957498751e+00, 6.188593140972702855e+00, 5.302715385629070077e+00, 4.079873767655985972e+00
2.089000000000000000e+03, 3.830835790926656603e+00, 6.181262033682243029e+00, 6.995988095124830330e+00, 4.815841177717046229e+00, 5.632308366759312790e+00, 4.598192484500442490e+00, 4.597437624716765647e+00, 6.537558792249773987e+00, 4.803587564112764774e+00, 5.610252239791718942e+00, 5.587503892610056866e+00, 5.480438050822202811e+00, 5.997804196055208870e+00, 6.469761467256716969e+00, 5.500363663765454270e+00, 4.214855503298240436e+00
2.090000000000000000e+03, 3.739095172956737212e+00, 6.304348635365037978e+00, 7.460294634541221548e+00, 4.913347592818241516e+00, 4.923427436217257203e+00, 4.455769491474487864e+00, 4.961674836860536786e+00, 6.243108811903969269e+00, 4.525874617211966822e+00, 5.354994236795368678e+00, 5.583300611724137497e+00, 5.687165011270090886e+00, 5.745590165034244023e+00, 6.476959407163736415e+00, 5.345255952961696089e+00, 4.410944121998330303e+00
2.091000000000000000e+03, 3.711381071949292121e+00, 6.585098438481105099e+00, 7.259074440677632190e+00, 5.113825658321957235e+00, 5.216485096464664295e+00, 4.678212720719191253e+00, 4.927492713659842316e+00, 6.308707494078955591e+00, 4.817032292265199800e+00, 4.784550290499238301e+00, 5.381605819702505400e+00, 5.494441969993853370e+00, 5.574292124040396423e+00, 6.411122741970588734e+00, 4.867288158679849985e+00, 4.175586961503610084e+00
2.092000000000000000e+03, 3.839925521141485998e+00, 6.444596712161138718e+00, 7.064687998783806044e+00, 4.824227252274881472e+00, 5.619414858208364727e+00, 4.670438476165718278e+00, 4.712378551729991649e+00, 6.467903188193832698e+00, 4.660430952612987454e+00, 5.220045033458424300e+00, 5.425743553343687964e+00, 5.425614498942606723e+00, 5.604578308701943179e+00, 6.388405593170825902e+00, 5.122801361757553629e+00, 4.177665850789666457e+00
2.093000000000000000e+03, 3.596479173443253075e+00, 6.423853560312377198e+00, 7.607100246132699972e+00, 4.683257153615465462e+00, 5.694648250436086911e+00, 4.603360738432068722e+00, 4.638532780137378353e+00, 6.365205816897435476e+00, 4.662409669872901397e+00, 5.403638555931854270e+00, 5.624134390088492808e+00, 5.229408449352465738e+00, 5.964257276438950761e+00, 6.905975203538281981e+00, 5.746079469345845681e+00, 4.562652224811523993e+00
2.094000000000000000e+03, 3.492902089289644074e+00, 6.709757713579430849e+00, 7.587712132875592985e+00, 4.812007971456673694e+00, 5.719375688381386880e+00, 4.638929614608496621e+00, 4.753439352264908990e+00, 6.536420583835863773e+00, 4.742329181968070628e+00, 5.060236210266437773e+00, 5.726743060603805446e+00, 5.207036404993024448e+00, 5.957392817675663643e+00, 6.382824322385215687e+00, 5.568480794826529134e+00, 4.065171673402930175e+00
2.095000000000000000e+03, 3.721103602348025952e+00, 6.330857304531338769e+00, 7.433564323217155767e+00, 4.802473065373970229e+00, 5.675528551577444958e+00, 4.627053736172205056e+00, 4.715307125387009357e+00, 6.348858950659637124e+00, 4.513360592465502918e+00, 5.145278179055983614e+00, 5.685490547596176114e+00, 5.399513733070080868e+00, 5.352998965381427610e+00, 6.458425136637827357e+00, 4.771389932599990225e+00, 4.447204327414589820e+00
2.096000000000000000e+03, 3.377432132011502830e+00, 6.168197878519433353e+00, 7.397126149094348513e+00, 4.863556589798264440e+00, 5.414071688208427879e+00, 4.463814048118427635e+00, 4.515609082867454660e+00, 6.300547817461583655e+00, 4.585614331667712484e+00, 5.037244170978229185e+00, 5.584190518796481761e+00, 5.244057956927040465e+00, 5.690683865497857319e+00, 6.654951042107903447e+00, 5.549562907407414869e+00, 4.365411908476998448e+00
2.097000000000000000e+03, 3.573889988959120245e+00, 6.430846161744566025e+00, 7.416233413426430943e+00, 5.046152541819554749e+00, 5.414506562458154981e+00, 4.553482527697754634e+00, 4.916093908761748565e+00, 6.233258471142355539e+00, 4.263746564142028461e+00, 5.299554421772649349e+00, 5.446019541964806976e+00, 5.151554708098759150e+00, 5.821151840247686060e+00, 6.132746608647078546e+00, 5.514795309287815250e+00, 4.457422832773733745e+00
2.098000000000000000e+03, 3.612834294720220996e+00, 6.347518062224935420e+00, 6.955989544601315799e+00, 4.796752086787355651e+00, 5.236146466874413541e+00, 4.647770374042863750e+00, 4.878276748197414747e+00, 6.332234498776398546e+00, 4.687337092187631171e+00, 5.169957093995153130e+00, 5.574003724425685036e+00, 5.391672951770605238e+00, 5.656680297017637749e+00, 6.170990754899091435e+00, 5.071060190016511093e+00, 4.386713890505113511e+00
2.099000000000000000e+03, 3.728980163296539807e+00, 6.338988005147608185e+00, 6.983370791137931910e+00, 5.089176421184233412e+00, 5.736710265774662254e+00, 4.612114237374655090e+00, 4.929602298739057531e+00, 6.286053767468823494e+00, 4.752115587042133882e+00, 5.528419076980680025e+00, 5.603325514393369566e+00, 5.305781909601799740e+00, 5.481133861617632164e+00, 6.484837646178977622e+00, 5.500396310991520821e+00, 4.199610843292473028e+00
2.100000000000000000e+03, 3.501366061144811859e+00, 6.453254128553338020e+00, 7.215309000271931339e+00, 4.798975719534384510e+00, 5.324789964655655794e+00, 4.607799981494089536e+00, 4.993457891623140021e+00, 6.017088869703241194e+00, 4.328445035584338463e+00, 5.247578312972482451e+00, 5.439522170714815807e+00, 5.449776058135439527e+00, 5.496270757535461016e+00, 6.463265985986574869e+00, 5.422931479975962255e+00, 4.148099266726664958e+00
