year, GFDL-ESM4, MPI-ESM1-2-LR, EC-Earth3-Veg
2.047000000000000000e+03, 5.628532150925678192e-11, 5.056060560429143602e-10, 8.768402722673283549e-11
2.048000000000000000e+03, 7.141367844490093338e-11, 5.015870687667045176e-10, 8.157450015691175065e-11
2.049000000000000000e+03, 6.150854121071682342e-11, 5.234003282272016007e-10, 9.052882855681199437e-11
2.050000000000000000e+03, 5.475007319427925302e-11, 5.069270000249031006e-10, 8.674421368609938664e-11
2.051000000000000000e+03, 6.327184063799439702e-11, 5.158151115866595067e-10, 8.822505260679684845e-11
2.052000000000000000e+03, 6.536350932764884886e-11, 4.889216534444701422e-10, 8.708961545648982891e-11
2.053000000000000000e+03, 6.820925191522932634e-11, 5.368468460078929715e-10, 8.102058753326097279e-11
2.054000000000000000e+03, 6.307454600051881893e-11, 5.159957447295546893e-10, 8.986215638419205303e-11
2.055000000000000000e+03, 7.640994291044496501e-11, 5.248798503435944946e-10, 8.169412521712934118e-11
2.056000000000000000e+03, 8.163379256390352347e-11, 5.136163583947665291e-10, 8.675019049446766201e-11
2.057000000000000000e+03, 8.167450674340765451e-11, 5.170237482421472052e-10, 9.005383906647962830e-11
2.058000000000000000e+03, 6.414509882416172021e-11, 5.280591242620326411e-10, 8.877403388373833977e-11
2.059000000000000000e+03, 7.849637997415875286e-11, 4.950024985393619076e-10, 8.918114516315321172e-11
2.060000000000000000e+03, 6.601644887493943612e-11, 5.004044051711860895e-10, 9.048782030878154428e-11
2.061000000000000000e+03, 6.830687018017167034e-11, 5.229495117420151014e-10, 8.301068706635067266e-11
2.062000000000000000e+03, 6.328955307288437251e-11, 5.305492921329886424e-10, 8.643672748986118458e-11
2.063000000000000000e+03, 7.393908672269996682e-11, 5.261872354688091691e-10, 8.283204399945849761e-11
2.064000000000000000e+03, 7.288588472033119383e-11, 5.301143252250684786e-10, 8.905972979021120249e-11
2.065000000000000000e+03, 8.104631822885277841e-11, 5.234195180558695170e-10, 9.069860099780783673e-11
2.066000000000000000e+03, 7.115736378637817042e-11, 5.202591227810000679e-10, 8.244359213814004849e-11
2.067000000000000000e+03, 7.099021310983224565e-11, 5.121665014423954915e-10, 7.819384618641450911e-11
2.068000000000000000e+03, 6.498325557528050570e-11, 5.220247305855501963e-10, 8.895211791281813136e-11
2.069000000000000000e+03, 7.825224459431071437e-11, 5.231438293736287676e-10, 9.078970737277485889e-11
2.070000000000000000e+03, 7.512463806059115771e-11, 5.147369799250639628e-10, 8.754302777405741755e-11
2.071000000000000000e+03, 9.384326936575060239e-11, 5.464735726226188938e-10, 8.726761932023571200e-11
2.072000000000000000e+03, 6.684539810709498339e-11, 5.214101352583889342e-10, 8.920755092549481760e-11
2.073000000000000000e+03, 5.919248280765722691e-11, 5.096615242753021498e-10, 7.436881648707321818e-11
2.074000000000000000e+03, 7.602453546385983010e-11, 5.065585115507982505e-10, 8.221275715908980044e-11
2.075000000000000000e+03, 7.673619894628270477e-11, 5.046768632668142031e-10, 7.450187478143226168e-11
2.076000000000000000e+03, 7.115475959118221811e-11, 5.192085246957829825e-10, 9.560818825734953141e-11
2.077000000000000000e+03, 5.604136298096189490e-11, 5.101904466399992917e-10, 8.705474239573922827e-11
2.078000000000000000e+03, 4.969300457977114406e-11, 5.250848787638659815e-10, 8.365327188011326797e-11
2.079000000000000000e+03, 6.611933343015652025e-11, 5.072918491315367502e-10, 7.524312012838822292e-11
2.080000000000000000e+03, 5.672984999185261170e-11, 5.326865281202986441e-10, 8.644054128913991978e-11
2.081000000000000000e+03, 6.274120796281197011e-11, 5.515227262797537844e-10, 7.459059133727853562e-11
2.082000000000000000e+03, 6.654292863876190431e-11, 5.149165656506869643e-10, 8.089689999944212519e-11
2.083000000000000000e+03, 7.595296163243703190e-11, 5.337302119783503774e-10, 8.919090267941007737e-11
2.084000000000000000e+03, 7.197540776062068249e-11, 5.222054320137102071e-10, 8.088793147257247722e-11
2.085000000000000000e+03, 8.217298843373972006e-11, 5.098325367247084982e-10, 8.455107455159050971e-11
2.086000000000000000e+03, 4.916894235497765794e-11, 5.194374907205108164e-10, 7.695273594484490784e-11
2.087000000000000000e+03, 6.026936492239774472e-11, 4.914339156100617229e-10, 7.636632827770613229e-11
2.088000000000000000e+03, 6.273319624338403616e-11, 4.996670434305762250e-10, 7.999076157714525822e-11
2.089000000000000000e+03, 6.130386531403412994e-11, 4.992904260397838873e-10, 8.275157778632392387e-11
2.090000000000000000e+03, 5.878364276444029279e-11, 5.021470783113317565e-10, 7.039005926992872192e-11
2.091000000000000000e+03, 5.314143402040434605e-11, 5.540500812417351108e-10, 7.315387589628326319e-11
2.092000000000000000e+03, 4.621191778656996989e-11, 5.044488274657467081e-10, 7.469628533154181433e-11
2.093000000000000000e+03, 4.676267268727987852e-11, 5.225536210824767935e-10, 7.942607612891114879e-11
2.094000000000000000e+03, 5.869964796931577905e-11, 5.304523506735735739e-10, 7.512267857443972804e-11
2.095000000000000000e+03, 6.626530233072217305e-11, 5.289032736587458824e-10, 7.717706538604655299e-11
2.096000000000000000e+03, 5.983156454225041805e-11, 5.102863201895633765e-10, 7.463493012642311275e-11
2.097000000000000000e+03, 5.897522203934217764e-11, 5.428282892432449336e-10, 7.424256361980740877e-11
2.098000000000000000e+03, 5.907844153459510983e-11, 5.130467255708351610e-10, 8.597033307103372776e-11
2.099000000000000000e+03, 4.679871894665795903e-11, 5.179187176703279972e-10, 7.422099432057923141e-11
2.100000000000000000e+03, 4.463092781081540376e-11, 5.136277382510397912e-10, 7.843698202155833535e-11
