year, NorESM2-MM, ACCESS-ESM1-5, GFDL-ESM4, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, IPSL-CM6A-LR, NorESM2-LM, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, CanESM5, CMCC-CM2-SR5
2.081000000000000000e+03, 1.085617459636989857e+01, 1.181706257776169267e+01, 6.235985501136560316e+01, 5.711590731525930664e+01, 7.495797746023369257e+01, 1.093805580491804896e+01, 1.780370619570465962e+01, 9.724153343467309085e+00, 1.535249605320223587e+00, 1.642750360995367842e+01, 7.138543060606987467e+01, 1.752490535872762578e+01, 9.759305710637569575e+00
2.082000000000000000e+03, 1.107940395686820345e+01, 1.188890182108738180e+01, 6.258740452413801592e+01, 5.723496514152345327e+01, 7.495464393937008651e+01, 1.100017588960798420e+01, 1.786203080001375909e+01, 9.670593305559203046e+00, 1.540104527303508553e+00, 1.647650075342769327e+01, 7.135534571360858536e+01, 1.761015878983211636e+01, 9.830815377133648170e+00
2.083000000000000000e+03, 1.106756334478389192e+01, 1.177161013477943108e+01, 6.276600128331487838e+01, 5.737226520016511699e+01, 7.497416853132041581e+01, 1.119511105106054316e+01, 1.780898172426737247e+01, 9.576573125643635720e+00, 1.517651216708590267e+00, 1.633500903324098630e+01, 7.155869958677628517e+01, 1.777192359103690222e+01, 9.792196379041596899e+00
2.084000000000000000e+03, 1.098924705744015284e+01, 1.177160092444842832e+01, 6.290099362010766271e+01, 5.739001830909221979e+01, 7.493277933547003045e+01, 1.138282851913128191e+01, 1.790167697267918712e+01, 9.509247620194951622e+00, 1.484487926052333151e+00, 1.664763102503267689e+01, 7.170654828886998189e+01, 1.793330515721627805e+01, 9.839534385662181748e+00
2.085000000000000000e+03, 1.105625679251797422e+01, 1.174031262455965674e+01, 6.327005000088067277e+01, 5.748363414945682592e+01, 7.487227329457407166e+01, 1.139077473383032135e+01, 1.790976849466046161e+01, 9.503696910381616902e+00, 1.437133420239306902e+00, 1.687366382658439079e+01, 7.163766970280661894e+01, 1.787010424761741234e+01, 9.908797734942373481e+00
2.086000000000000000e+03, 1.109948285857858252e+01, 1.170028582455295130e+01, 6.354561603351540811e+01, 5.748644907034099560e+01, 7.496196338133923120e+01, 1.127956330771426430e+01, 1.795360666347275469e+01, 9.573126241220229815e+00, 1.427991814861235165e+00, 1.711385186030764061e+01, 7.150256601697137171e+01, 1.783439609411682270e+01, 9.784070627526780584e+00
2.087000000000000000e+03, 1.124168322930991160e+01, 1.162323608504827277e+01, 6.376495327929995938e+01, 5.749354524893490748e+01, 7.471324356435162883e+01, 1.134222276308404886e+01, 1.800331005694489761e+01, 9.835645284658687260e+00, 1.407295735323351726e+00, 1.705880714653944352e+01, 7.127397738401079152e+01, 1.780721463852888675e+01, 9.752189498901604026e+00
2.088000000000000000e+03, 1.135045863712798564e+01, 1.163851514660500008e+01, 6.404841984241095076e+01, 5.756553943410816743e+01, 7.495008519021450866e+01, 1.144861478361597129e+01, 1.803773897860329711e+01, 9.994950172978613878e+00, 1.611410067698256121e+00, 1.705921918448362007e+01, 7.104497746554298487e+01, 1.782998872904914833e+01, 9.509431000080855512e+00
2.089000000000000000e+03, 1.149167240826017888e+01, 1.164346722006476220e+01, 6.428848007038867252e+01, 5.756597798911891317e+01, 7.492227384283916081e+01, 1.128431652590344036e+01, 1.805500294202574452e+01, 9.955610333803466716e+00, 1.483244056252649656e+00, 1.702673585675864132e+01, 7.085885255845286679e+01, 1.799847992798495966e+01, 9.294412724748671195e+00
2.090000000000000000e+03, 1.150322737099765646e+01, 1.167295337431211877e+01, 6.460159176045688412e+01, 5.762468253846773791e+01, 7.505885867762752639e+01, 1.124635814270378376e+01, 1.801597496116570341e+01, 9.955738472213553791e+00, 1.483380506675391119e+00, 1.688098112070269607e+01, 7.088037903180345722e+01, 1.801993266904259627e+01, 9.580578584520937468e+00
2.091000000000000000e+03, 1.159918145575681336e+01, 1.166177021764017141e+01, 6.495508017586500671e+01, 5.767482939875534953e+01, 7.490292014472549909e+01, 1.142176191447732414e+01, 1.811893799358151824e+01, 1.010387999442072449e+01, 1.602988282861938396e+00, 1.677190708178219225e+01, 7.086394745983710663e+01, 1.802397431151466023e+01, 9.746875956542414343e+00
2.092000000000000000e+03, 1.154790318237094304e+01, 1.160367453916690295e+01, 6.514043818434238631e+01, 5.779975373482763246e+01, 7.498453087372008952e+01, 1.156763160171350791e+01, 1.821579064265181103e+01, 9.973175081946765275e+00, 1.488939990814477587e+00, 1.710027653308525686e+01, 7.073501903843720129e+01, 1.788684002080026758e+01, 9.569578244553477830e+00
2.093000000000000000e+03, 1.148413011990097665e+01, 1.164663381433585876e+01, 6.528179198163549302e+01, 5.791615248821397444e+01, 7.498985469098221301e+01, 1.172116318849245609e+01, 1.811348660821056455e+01, 1.007466461490602505e+01, 1.547419826199118775e+00, 1.700459856812761572e+01, 7.069993882143273822e+01, 1.777417138989360268e+01, 9.737639258951332977e+00
2.094000000000000000e+03, 1.140240362910628491e+01, 1.166103618251917773e+01, 6.545279187431759738e+01, 5.789593990951382807e+01, 7.484736802021583912e+01, 1.183941606260675883e+01, 1.813083248945795489e+01, 1.026091866932089403e+01, 1.583725791856905429e+00, 1.681584443409992602e+01, 7.073703565587126718e+01, 1.769049113173617016e+01, 9.525630743249315913e+00
2.095000000000000000e+03, 1.131164634096031207e+01, 1.166201299816216164e+01, 6.562711123813788561e+01, 5.793588045042196200e+01, 7.480809329580658584e+01, 1.178497122903286431e+01, 1.812985515068895026e+01, 1.027746475973635754e+01, 1.529600203967349747e+00, 1.649183455867485293e+01, 7.072820752398281741e+01, 1.782211479536159970e+01, 9.578548374324123316e+00
2.096000000000000000e+03, 1.130912552963463114e+01, 1.166684300496338622e+01, 6.597979097663071002e+01, 5.807107978506049051e+01, 7.468391483714070489e+01, 1.181368374703500734e+01, 1.817971824620367016e+01, 1.018737347409684624e+01, 1.537872004091990430e+00, 1.615412338642497758e+01, 7.073290461058904555e+01, 1.809754208915437701e+01, 9.583379844025557759e+00
2.097000000000000000e+03, 1.137656104283616010e+01, 1.169954202157291689e+01, 6.624414231636133366e+01, 5.821769489435806122e+01, 7.457009864742778404e+01, 1.195957929378827167e+01, 1.814701402275480291e+01, 1.016031476032484981e+01, 1.624567693804225943e+00, 1.605620877735409380e+01, 7.056422040946732466e+01, 1.825299645152087891e+01, 9.485242853792293261e+00
2.098000000000000000e+03, 1.140752924812344737e+01, 1.172990268789237156e+01, 6.645365724297225540e+01, 5.840237771681243117e+01, 7.461111531344810999e+01, 1.198761126109141273e+01, 1.810227360741282254e+01, 1.024945066069233413e+01, 1.495239818358639949e+00, 1.643196424383576471e+01, 7.044156235534795485e+01, 1.819261695877831997e+01, 9.552759095308630322e+00
2.099000000000000000e+03, 1.135388536661162462e+01, 1.171371507999240080e+01, 6.668318568509735655e+01, 5.844310037040925465e+01, 7.468670348690092453e+01, 1.198965523562586633e+01, 1.809312466452994528e+01, 1.036692302691680112e+01, 1.477538457248002146e+00, 1.665048761060710092e+01, 7.047161866289792442e+01, 1.794072820833094539e+01, 9.395576546821260422e+00
2.100000000000000000e+03, 1.142668879694952189e+01, 1.167038524204582117e+01, 6.698388383722065953e+01, 5.833948713942706377e+01, 7.450671190776145636e+01, 1.197342146643401151e+01, 1.820647576610320328e+01, 1.037476790639231083e+01, 1.502046557344722588e+00, 1.654181011633068010e+01, 7.059893704081196120e+01, 1.774280755045965918e+01, 9.465349080659796854e+00
