year, CMCC-CM2-SR5, GFDL-ESM4, IPSL-CM6A-LR, CNRM-ESM2-1, NorESM2-MM, ACCESS-ESM1-5, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, INM-CM4-8, UKESM1-0-LL, NorESM2-LM, CESM2-WACCM, MPI-ESM1-2-LR, CanESM5, INM-CM5-0
2.072000000000000000e+03, 1.631243751663749686e+00, 1.825395500235037494e+00, 1.880267071257173628e+00, 1.694814255179394324e+00, 1.489816534017569083e+00, 2.183542932143192061e+00, 1.655169295704756571e+00, 1.610613033448604181e+00, 1.874030448090267642e+00, 1.749597791489238885e+00, 1.816060051606367853e+00, 1.530412479769334588e+00, 1.550707548748242681e+00, 1.859829687249317409e+00, 1.789431804705533313e+00, 1.688386855215032512e+00
2.073000000000000000e+03, 1.785218564911212002e+00, 1.789317117722197814e+00, 1.772251472226188396e+00, 1.679207469804806285e+00, 1.596941987589213241e+00, 1.942375487616285756e+00, 1.641385883215964236e+00, 1.620341779478707167e+00, 1.900957422393513063e+00, 1.730655130811292741e+00, 1.849010941484094284e+00, 1.666614202902041209e+00, 1.610226311296888646e+00, 1.935938943246853006e+00, 1.844061950341265410e+00, 1.709824217266739721e+00
2.074000000000000000e+03, 1.775640592235940618e+00, 1.874883137646287556e+00, 1.833076028318604500e+00, 1.825846944178205700e+00, 1.488119283364683021e+00, 2.040701787478053753e+00, 1.628856347234951762e+00, 1.667223516574583009e+00, 1.879928952725054003e+00, 1.820361756484687454e+00, 1.813788244466939759e+00, 1.583349320083450529e+00, 1.673815894265797244e+00, 1.921485462188906590e+00, 1.784193638961834472e+00, 1.781724394262775624e+00
2.075000000000000000e+03, 1.742430212639679787e+00, 1.857377482741642494e+00, 1.843377910309154100e+00, 1.792184928256137288e+00, 1.469962374979170816e+00, 2.082217933235098517e+00, 1.602480875589171072e+00, 1.660974428996804031e+00, 1.918635489292196628e+00, 1.704617938355517559e+00, 1.830250970881742711e+00, 1.679102687312803210e+00, 1.474251195904373590e+00, 1.842984587566351085e+00, 1.793463541211329337e+00, 1.717384217902339971e+00
2.076000000000000000e+03, 1.744147473207083854e+00, 1.797471365715796132e+00, 1.915266898662548067e+00, 1.690086839906928651e+00, 1.482900280132848136e+00, 2.139741888259374836e+00, 1.590587856021536073e+00, 1.664957358071152083e+00, 2.015907989660564947e+00, 1.796878987872899014e+00, 1.817084876295093299e+00, 1.576029963541260237e+00, 1.674206860173679479e+00, 2.026768241995133835e+00, 1.790490562198181257e+00, 1.817396402369665376e+00
2.077000000000000000e+03, 1.737045800984679644e+00, 1.786632821436819674e+00, 1.914277883993436680e+00, 1.817245517342821470e+00, 1.568678159741778044e+00, 2.126426591287305712e+00, 1.565941485478400841e+00, 1.671605748551134640e+00, 1.913744383496705170e+00, 1.759535406619874731e+00, 1.902782938502080023e+00, 1.698105543091658287e+00, 1.619323248314568531e+00, 1.845184380667865609e+00, 1.883219109106720079e+00, 1.764625474896793333e+00
2.078000000000000000e+03, 1.728427498951614849e+00, 1.940995696033318785e+00, 1.819531878363496835e+00, 1.785664951959290203e+00, 1.520835987962064317e+00, 2.133751166937069677e+00, 1.634694065848839584e+00, 1.619708395405865753e+00, 1.933479283278481953e+00, 1.835756387562547998e+00, 1.720239559685610820e+00, 1.591290869401847274e+00, 1.637230953854154736e+00, 1.985921922383281357e+00, 1.823141864589373995e+00, 1.861713136941241853e+00
2.079000000000000000e+03, 1.692915940782982354e+00, 1.810656904387239363e+00, 1.933517074886514031e+00, 1.780663770121993839e+00, 1.529691720286108003e+00, 2.100425208728251558e+00, 1.537164102740564697e+00, 1.642879706691906749e+00, 1.919303449155731700e+00, 1.744535333803416854e+00, 1.800705101235922978e+00, 1.599365860736904121e+00, 1.567329852428893000e+00, 1.918488081813610968e+00, 1.802240739749684906e+00, 1.834075985287754396e+00
2.080000000000000000e+03, 1.717535229764600935e+00, 1.815207127608134297e+00, 1.839376298104951513e+00, 1.727984434837576577e+00, 1.588735867473695995e+00, 2.149077958625051021e+00, 1.592180558253121214e+00, 1.660471434992246698e+00, 1.907526673153683294e+00, 1.763837858463942476e+00, 1.872787862744253795e+00, 1.614496942292060977e+00, 1.689192065438701373e+00, 1.914037623137838873e+00, 1.793717760022506047e+00, 1.735448218396128839e+00
2.081000000000000000e+03, 1.758654861982850592e+00, 1.841689982897299016e+00, 1.857590064670662899e+00, 1.767253605528514626e+00, 1.533107952001839580e+00, 1.958131140172007401e+00, 1.621457914321502658e+00, 1.622192670229642086e+00, 1.953024396905688187e+00, 1.713099122285119957e+00, 1.819986128738547926e+00, 1.584118844374519552e+00, 1.580003815033414138e+00, 1.934446565254430928e+00, 1.929110865214761494e+00, 1.782547290102128423e+00
2.082000000000000000e+03, 1.780907854449091721e+00, 1.846118495818680483e+00, 1.835548435131288292e+00, 1.771018831575785546e+00, 1.479339002561407490e+00, 2.073026416658392712e+00, 1.660113326730067396e+00, 1.619186727172751805e+00, 1.978141482839342880e+00, 1.652265821857793693e+00, 1.852079326703244044e+00, 1.563729329438972249e+00, 1.451639871352254474e+00, 1.970712006539207195e+00, 1.798917737527709226e+00, 1.839186190056590675e+00
2.083000000000000000e+03, 1.758193438310147183e+00, 1.868992568757948503e+00, 1.941260535531228237e+00, 1.699925353254208016e+00, 1.533917404796569350e+00, 2.060764963209325895e+00, 1.599801534124349001e+00, 1.686633628823224207e+00, 1.906637070280603252e+00, 1.746629577817580214e+00, 1.864933602282056402e+00, 1.611825221718654610e+00, 1.633816012234184045e+00, 1.865595538937785847e+00, 1.887699801350743778e+00, 1.868723717495180958e+00
2.084000000000000000e+03, 1.746647568953185292e+00, 1.839982410980343541e+00, 1.732937681230160010e+00, 1.884549336337562719e+00, 1.504188811375110735e+00, 2.095735374152123853e+00, 1.605410610886024880e+00, 1.698709473611869525e+00, 1.986376809839641933e+00, 1.709071737495980070e+00, 1.872304579090924292e+00, 1.509120739973525360e+00, 1.572677460550054418e+00, 1.961836769981116779e+00, 1.822684261646795312e+00, 1.815150080370314223e+00
2.085000000000000000e+03, 1.813435427903394626e+00, 1.856229211329755824e+00, 1.806587272015004020e+00, 1.797397217250114032e+00, 1.535504347265499669e+00, 2.201521509260790932e+00, 1.633262760093524557e+00, 1.746366031852423895e+00, 1.963923085588062944e+00, 1.807993878405399490e+00, 1.805843797802407336e+00, 1.617357262406781127e+00, 1.669271966603599555e+00, 1.975460995598293579e+00, 1.832258791118392294e+00, 1.760640746262182699e+00
2.086000000000000000e+03, 1.728011828164793373e+00, 1.783314630401530154e+00, 1.827778623803892222e+00, 1.672554066493672886e+00, 1.519554456290368449e+00, 2.124259561396306228e+00, 1.618892838356716268e+00, 1.628413083405240602e+00, 1.917167710022806393e+00, 1.652317946906724178e+00, 1.767787638350306167e+00, 1.637040436525881493e+00, 1.560973010135692896e+00, 1.932385391247654516e+00, 1.842242206782826797e+00, 1.829917320784398616e+00
2.087000000000000000e+03, 1.848413941426701124e+00, 1.781657136407178488e+00, 1.850751064273306712e+00, 1.847528308582100598e+00, 1.505231432023728555e+00, 2.098226100718163512e+00, 1.567740638419710564e+00, 1.863789009824251997e+00, 1.917285630706706323e+00, 1.746045076455677414e+00, 1.937295698135212518e+00, 1.609701672587273702e+00, 1.561181240795561642e+00, 1.905454174668094414e+00, 1.813950367401876651e+00, 1.837996644916428890e+00
2.088000000000000000e+03, 1.850317763513233293e+00, 1.772357393177374840e+00, 1.879813308268688310e+00, 1.686785146137613989e+00, 1.510963297114161774e+00, 2.187149224416128579e+00, 1.531720931799934515e+00, 1.715013586300325299e+00, 1.966044996939954492e+00, 1.739641042294227891e+00, 1.823949788861294774e+00, 1.535505113218511353e+00, 1.596404897724999161e+00, 1.946409645600343019e+00, 1.830564154795694343e+00, 1.750723158997876006e+00
2.089000000000000000e+03, 1.830205492164926007e+00, 1.845677608525914559e+00, 1.831381337774455442e+00, 1.719374366684761402e+00, 1.431790403939021461e+00, 2.120207584609179019e+00, 1.645550000679135039e+00, 1.696380851076228158e+00, 1.932108528899656896e+00, 1.782698500567060140e+00, 1.729803066877951823e+00, 1.599538598320530802e+00, 1.625320988480077000e+00, 1.989857441807765026e+00, 1.867513901057997083e+00, 1.741178662882485240e+00
2.090000000000000000e+03, 1.772152668115273944e+00, 1.780106191057325038e+00, 1.871956633453833563e+00, 1.777622398914379120e+00, 1.457285001694101023e+00, 2.091258559814953788e+00, 1.576372496196009720e+00, 1.626301841769737688e+00, 1.901913912248734295e+00, 1.760834992572047231e+00, 1.782106690974326169e+00, 1.607602004288429365e+00, 1.572191967821456648e+00, 1.959207510131842023e+00, 1.770291650059799382e+00, 1.914792727686268847e+00
2.091000000000000000e+03, 1.784518213837396505e+00, 1.817751527318607563e+00, 1.891250808214294032e+00, 1.832892692093305076e+00, 1.458079923968849334e+00, 2.057220301739334900e+00, 1.576552967294242213e+00, 1.703232775007170741e+00, 1.871490463386076719e+00, 1.724661942037387652e+00, 1.758446297540052328e+00, 1.677850817835375929e+00, 1.530242250496897771e+00, 1.910121786033228464e+00, 1.868237440011620398e+00, 1.770549560588637217e+00
2.092000000000000000e+03, 1.753339901131002243e+00, 1.850206691249751456e+00, 1.715361903342571992e+00, 1.735505720771900684e+00, 1.496007866868113156e+00, 2.109264767169188648e+00, 1.674130204267621158e+00, 1.681410844763838508e+00, 1.909356222332545316e+00, 1.743610549204938964e+00, 1.817300487763927830e+00, 1.597769607854260032e+00, 1.605728203825812939e+00, 1.888591498037090366e+00, 1.862062013801322635e+00, 1.711129908667710309e+00
2.093000000000000000e+03, 1.809521603755879449e+00, 1.836892792557597298e+00, 1.843629066912636727e+00, 1.871785479232883631e+00, 1.503596694772881159e+00, 2.157368450827370499e+00, 1.539501035534409423e+00, 1.653064505501103065e+00, 1.952785594332639318e+00, 1.730439795335936504e+00, 1.826817557649814905e+00, 1.711250382106392243e+00, 1.614361976190602288e+00, 2.022001253969118562e+00, 1.839918819989944998e+00, 1.748764716447004375e+00
2.094000000000000000e+03, 1.917815372507738036e+00, 1.853926689859248134e+00, 1.874537664949019078e+00, 1.773411495737181154e+00, 1.501458672098529235e+00, 2.199802961814745217e+00, 1.523526466966535597e+00, 1.615603577052806328e+00, 1.934133711011060575e+00, 1.724585123888436877e+00, 1.915265540779814257e+00, 1.584876886831293241e+00, 1.547269633098388830e+00, 1.941388368923593344e+00, 1.872751648218193843e+00, 1.823390998346747338e+00
2.095000000000000000e+03, 1.738989006427342554e+00, 1.844534998865583919e+00, 1.782183441190254625e+00, 1.774827450060443734e+00, 1.538188341032010076e+00, 2.040751634509313739e+00, 1.571655515276994874e+00, 1.670246110885361235e+00, 1.949366845251188529e+00, 1.780555459722733769e+00, 1.844303899021813464e+00, 1.540264281808284119e+00, 1.621687030999028112e+00, 1.976370056134487685e+00, 1.780095582006988142e+00, 1.754675019639560407e+00
2.096000000000000000e+03, 1.946926769959147929e+00, 1.788657240966712081e+00, 1.889730772716079699e+00, 1.722622487713858730e+00, 1.540563648765970628e+00, 2.155788246468027580e+00, 1.536684068883877430e+00, 1.655182289923113448e+00, 1.834845258809856938e+00, 1.749848645732292818e+00, 1.746889149060801616e+00, 1.632791214771317057e+00, 1.631758117527620344e+00, 1.955400990171324072e+00, 1.717506086397856624e+00, 1.821171860736485293e+00
2.097000000000000000e+03, 1.793412291279689708e+00, 1.837365572937609048e+00, 1.842237893198834575e+00, 1.857343325605123940e+00, 1.451678411909252508e+00, 2.090518409586885618e+00, 1.546452711674505931e+00, 1.678636802252518878e+00, 1.926523238492091394e+00, 1.752814054820018619e+00, 1.822457534264275925e+00, 1.614097672758237012e+00, 1.538132082939343892e+00, 1.843791293624982286e+00, 1.778656035760204812e+00, 1.752339477885816121e+00
2.098000000000000000e+03, 1.869677372665714099e+00, 1.787166948437020952e+00, 1.856057490969527324e+00, 1.857891567827301804e+00, 1.510586958530576895e+00, 2.159321277740317679e+00, 1.637516433103983093e+00, 1.706887493374360298e+00, 1.984526006390324726e+00, 1.638004841953684787e+00, 1.768745449875429587e+00, 1.615007816057419276e+00, 1.651435048722261989e+00, 1.884263425771493417e+00, 1.799508161321091926e+00, 1.750594458664576303e+00
2.099000000000000000e+03, 1.870773726321686370e+00, 1.744507674209288428e+00, 1.839379132710608156e+00, 1.753601074997836795e+00, 1.510561632727364101e+00, 2.153208302638896399e+00, 1.658176010313686000e+00, 1.669220674904729584e+00, 1.932906998018881772e+00, 1.727455963703938391e+00, 1.851472300542337912e+00, 1.679936793439560816e+00, 1.577750970039058398e+00, 1.976670511587814261e+00, 1.890710877414577329e+00, 1.784293114253045154e+00
2.100000000000000000e+03, 1.852874664616128264e+00, 1.726058321532312645e+00, 1.799709573615463576e+00, 1.799214558597133529e+00, 1.537031292219879219e+00, 2.136611896490363094e+00, 1.630709199155860434e+00, 1.764043396206049330e+00, 1.891675465975123149e+00, 1.693419302976829632e+00, 1.777539009822406424e+00, 1.665639048242892883e+00, 1.618855125219306190e+00, 2.049156606589295659e+00, 1.847523630609356537e+00, 1.659733513103481162e+00
