year, CMCC-CM2-SR5, INM-CM4-8, NorESM2-MM, MPI-ESM1-2-LR, CESM2-WACCM, NorESM2-LM, TaiESM1, CanESM5, UKESM1-0-LL, ACCESS-ESM1-5, INM-CM5-0, CNRM-ESM2-1, MIROC-ES2L, IPSL-CM6A-LR, EC-Earth3-Veg, GFDL-ESM4
2.069000000000000000e+03, -7.539242401753563916e-02, 1.469504337199156463e-01, 2.613795969177356571e-01, 2.665705586142406158e-01, 5.691907023044666669e-01, 2.243494184830115978e-01, -1.111840620724752760e-01, 6.244895437875992439e-01, 3.566248355593901742e-01, 2.822354396062488613e-01, 1.842688087684940801e-01, 3.235882762792245959e-01, 6.694651265522123529e-01, 5.613956980345351511e-01, 5.578406753043830824e-01, 4.008289673620964444e-01
2.070000000000000000e+03, -3.115058652254061866e-01, 1.933487244210871370e-01, -1.568555271213558922e-01, -2.026302617527581118e-02, 2.896082784584028125e-01, 8.352280684003908495e-02, 1.627421493672306096e-01, 4.528498217589417285e-01, 4.384557556437322368e-01, 4.764623235148530145e-01, 5.680549618669493706e-01, 4.933207656118394069e-01, 1.583763013828844435e-01, 5.336484658510263213e-01, 3.427169067521271817e-01, 5.087212840426902360e-01
2.071000000000000000e+03, -2.767419382506217801e-03, -1.471805622881599551e-01, 1.640018480538939505e-01, 4.200071450505976078e-01, 3.554593021544186215e-02, 1.797139668444956151e-01, 2.166560075122168916e-01, 3.645922564682253508e-01, 2.446366548966937837e-01, 4.475850894293104676e-01, 2.200430353142181217e-01, 4.147055660085485762e-01, 4.926214658583787931e-01, 3.540327238395373222e-01, 7.989831255080924732e-01, 4.904926903806181016e-01
2.072000000000000000e+03, 1.709886654360791569e-01, 3.954526612351087489e-01, 3.241202363132182906e-01, 4.930179753363537198e-01, 2.870188567322245476e-01, 3.895386656391617852e-01, 6.975861638824502886e-02, 6.702775477152411732e-01, 2.880293894396375176e-01, 1.679975914202284371e-01, 2.178431118218122908e-01, 6.504264281126364011e-01, 2.543008734243280555e-01, 7.028562255565965478e-01, 4.478378267916076072e-01, 3.365141902898960979e-01
2.073000000000000000e+03, -1.408783310921715437e-01, 1.939866135411856818e-01, 4.751800467537785622e-01, 1.857847529478603155e-01, 2.137178819470540170e-01, 2.007076981146949379e-01, 5.632331998716672006e-02, 5.368599246645193723e-01, 2.946896180513801644e-01, -2.259472747693021949e-02, 3.381307823949124547e-01, 7.219531362299353994e-01, 2.274192430590107061e-01, 5.827351493675918537e-01, 3.596382372330974575e-01, 7.864887270688445398e-01
2.074000000000000000e+03, -9.301364348193222331e-02, 3.329957087072856203e-01, 1.776596471531695365e-01, 1.643505486082580958e-01, 3.638120024099204541e-01, 4.302971497589615502e-01, 7.167126739131365887e-02, 4.774615093990155490e-01, 2.904299428046049902e-01, -5.209596909913381119e-03, 5.265552182792549579e-02, 6.274720709980661226e-01, 2.267508956525648989e-01, 3.892016900232821430e-01, -1.744992440882752738e-01, 7.627885220646405395e-01
2.075000000000000000e+03, -5.453104904671883801e-01, -1.836402724737931300e-02, 2.905525113295500117e-01, 3.272481273207165642e-01, 6.590749134750847338e-01, 1.870491715959594903e-01, 8.285808799922654566e-02, 4.852894346808448445e-01, 4.576807579640695400e-01, 8.229242076605756961e-02, 8.776028632995577783e-02, 2.983927212544850716e-01, 6.654646644864161686e-01, 6.025783006568738998e-01, 2.624785508415189428e-01, 4.485839770456795939e-01
2.076000000000000000e+03, -4.404988937471814303e-01, 3.948030892133262970e-01, 3.801502199782673119e-01, -8.736591781550759328e-02, 3.001478604599023825e-01, 4.824861310368748213e-01, -7.484472850655885835e-03, 2.044296975308607656e-01, 1.679177954274249651e-01, 1.954894686275091276e-01, 3.868152925220936234e-01, 5.270932972401503047e-01, 1.120351788429828771e-01, 4.827185472800768484e-01, 3.689218149909356814e-01, 4.586960295220911532e-01
2.077000000000000000e+03, 3.820249119474298377e-02, 3.635063393138672772e-01, 3.969033429793926149e-01, 3.614078239983487539e-01, 4.331633952948331090e-01, 1.554115478288158325e-01, 2.465623239125415075e-02, 4.001595318209016372e-01, 3.361188838268362455e-01, 2.300440586621182448e-01, 5.660748579929296698e-01, 2.888205118170997232e-01, 3.874938726802911737e-01, 4.159611210621081967e-01, 2.201032885291901164e-01, 5.339418195893050889e-01
2.078000000000000000e+03, -2.549659109199374218e-01, 6.838852385234009956e-01, 2.919494838022969607e-01, 2.434900508448098189e-01, 3.476801663905810247e-01, 3.549340155258913221e-01, 1.477950905769482848e-01, 4.225388799487082014e-01, 4.932303171980283452e-01, 4.261108505607563157e-01, 2.694009066009256381e-01, 6.759062893256221338e-01, 5.117625762756139451e-01, 3.387691786317163500e-01, 3.104457740099751950e-01, 3.649726883547470546e-01
2.079000000000000000e+03, 1.852751139562329452e-01, 3.759390307378694396e-01, 4.823787630505438906e-01, 1.366340465542970339e-01, -1.170169784118355871e-01, 2.727331841072521135e-01, 1.431177367813292467e-01, 3.533278911361458774e-01, 3.177710246354753520e-01, 7.188543982843546842e-02, 5.642152346145447028e-01, 6.239021696912154802e-01, -1.119925236779249073e-01, 1.352379068914069393e-01, 3.868055120442769890e-01, 1.795892930362167350e-01
2.080000000000000000e+03, 3.609352880079182407e-03, 3.900723852225445598e-01, 4.385820170112838534e-01, 3.334505405827326019e-01, 1.767173886514638304e-01, -5.965888870628088814e-02, 6.085512710061359576e-02, 3.762977676468504118e-01, 1.315243125243631406e-01, 2.880101006315207712e-01, 2.921925725803266038e-01, 3.744677589119391747e-01, -2.101535340104347812e-04, 3.280949502763875758e-01, 1.540732529530166872e-01, 3.674457108547189432e-01
2.081000000000000000e+03, 4.335318415731709285e-02, 1.431017541059651788e-01, 4.748635696287801244e-01, 3.002947052059134481e-01, 5.368726240417539541e-01, 1.404840778042685812e-01, 4.640680447528978264e-02, 5.770608349884642774e-01, 3.297796175531512164e-01, 4.411955411128899995e-01, 6.487645885729530493e-01, 2.754800079746448915e-01, 3.186325795661956173e-01, 4.056219283573512802e-01, 2.124887885669264342e-01, 4.983177424429955371e-01
2.082000000000000000e+03, -4.655062100487809135e-02, -8.573457998503891675e-02, 2.341618350991047370e-01, 1.239141591928949043e-01, 5.789386639348088615e-01, 2.669313420911210641e-02, 7.813577204820304749e-04, 4.706477283995083583e-01, 1.216184426355443327e-01, -5.870816235869340607e-03, 1.899366508004876053e-01, 3.907680471117446208e-01, 3.966676203515193122e-01, 1.426334204429593744e-01, 6.306584987832195566e-01, 5.412062659342466997e-01
2.083000000000000000e+03, 2.046868020067095784e-01, 2.859917669985111988e-01, 2.325978957579628026e-01, 4.102660243708405874e-01, 2.864869209776618186e-01, 2.283813873894362523e-01, -1.240546344527921063e-01, 4.817373251581417715e-01, 1.734445230766277768e-01, -1.527457719850444477e-02, 3.051599699351757455e-01, 3.538020398840394654e-01, 2.094926967605053036e-01, 4.081535343525717341e-01, 4.866909039407005255e-01, 6.492491520501175728e-01
2.084000000000000000e+03, -2.371552864582736897e-01, 3.964449671979373147e-01, 3.819948231104883241e-01, 1.387892906938776316e-01, 2.761726373752484420e-01, 2.973923167623745978e-01, 2.946978772943541561e-02, 3.601769536313364495e-01, 2.854836804526234006e-01, 2.182082217449900219e-01, 2.596201668619407266e-01, 2.375692175538417217e-01, -4.201754318621914869e-02, 2.609753017341630010e-01, 6.038922674827894577e-01, 8.708612177887745665e-01
2.085000000000000000e+03, 9.818240245088635798e-03, 4.762210823031146067e-01, 2.527917048683371859e-01, 1.126323456260666100e-01, 7.851681348865982568e-02, 4.055672159954091804e-01, -3.929589525098545200e-03, 2.887607394537490269e-01, 3.004321255418207492e-01, -6.226883519322199551e-02, 5.218185748475607788e-01, 2.506813994866184947e-01, 3.397330108961155726e-01, 4.639440699504708832e-01, 3.528513185438348354e-01, 4.294804164161491467e-01
2.086000000000000000e+03, -7.926935530968221011e-01, 3.119553024969110577e-01, 3.420253653835459429e-01, 1.203783862181581482e-01, 4.632773461999057374e-01, 4.547790361249999802e-01, 1.275451696660617196e-01, -8.670358014267307359e-03, 2.110979096451207626e-01, -6.183022365564248141e-02, 5.054021941983349864e-01, -5.806991378389336073e-02, 3.712940780748505976e-01, 3.368670326949266269e-01, 5.766861808720120941e-02, 4.140067561919626993e-01
2.087000000000000000e+03, -3.576133831604025315e-01, 2.797020749882084267e-01, 2.707116668108430768e-01, 1.012111425410360324e-02, 3.057034931509233777e-01, 1.914736744495201259e-01, 1.261923475448545606e-01, 4.104069430969013443e-01, 1.193544654893313323e-01, -2.121031208067441012e-02, 2.342212114894616781e-01, 4.959817400941758381e-01, 4.025717654350157160e-01, 4.782734967373074020e-01, 5.418321146705487035e-01, 3.021705709513340943e-01
2.088000000000000000e+03, -5.372584639297240533e-02, 3.037334490952240951e-01, 1.684186752117372843e-01, 1.844687900411089987e-01, 3.773583248170246651e-02, 2.225215605770821115e-01, -3.501246776291525725e-02, 3.785274884813714658e-01, 7.876182300140741055e-02, 1.132103978330143701e-01, -2.553605062486238308e-01, 5.875263106370436361e-01, 1.423551482142398350e-01, 3.616017916170265467e-01, 3.026359867750832988e-01, 2.780878590374400439e-01
2.089000000000000000e+03, 2.736395881080144199e-01, 5.817384644054356402e-01, -9.235056429985248963e-03, -2.955539469322755047e-02, 2.224458112169485080e-01, 2.527025967379079030e-01, 1.502797691822316539e-01, 2.147525898150015877e-01, 2.394497957458553150e-01, 1.554810204945402397e-01, 1.413965368691006141e-01, 6.551267499491251201e-01, 3.951977182039366210e-01, 2.126331290330653323e-01, 5.138000778737232821e-01, 4.362846781786610673e-01
2.090000000000000000e+03, -7.421369053399479165e-01, 2.892472830339553047e-01, 3.761780287078971274e-01, 1.288135843705350558e-01, 3.706133286326289134e-01, 4.177210919602688532e-01, 2.194219716581640722e-01, 4.760170938654654793e-01, 2.376798864686230639e-01, 2.638982828516255319e-01, 2.789659448108621209e-01, 4.562414776967729235e-01, -1.959197569233955272e-01, 4.323157284442328829e-01, -3.389450778502336448e-01, 1.595293964131510589e-01
2.091000000000000000e+03, -4.328647394172691065e-02, 6.898332280758397161e-02, 6.848111544352695340e-03, 4.692022549627029582e-01, 4.928319614596633480e-01, 6.462221939037153529e-02, -1.528481747791897716e-01, 4.575982653292278712e-01, 2.411278471533686019e-01, -6.289392708179468439e-02, 1.505371023169606026e-01, 3.075777333775044919e-01, -6.645007912849040799e-02, 4.414446872643318365e-01, 5.060958056266917637e-01, -1.495740247500317900e-02
2.092000000000000000e+03, 3.803005153413518968e-02, 2.989705575113461578e-01, 1.917329519398039417e-01, 3.207435427811232698e-01, 4.985952673400618207e-01, 3.422064239265412700e-01, 1.593869992229728361e-01, 4.027322998708192658e-01, 7.461598650237775965e-02, 2.900601044002025231e-01, -6.968088232261299142e-02, 4.026938858116636544e-01, -1.747558353853220503e-01, 8.178671046961476232e-02, 3.961780471192046793e-01, 8.786198567863157116e-02
2.093000000000000000e+03, -6.848169431544644248e-02, 1.232732183451401911e-02, 1.931223555531727532e-01, -8.014399731780090519e-02, 1.773085585583056567e-01, 1.526149512501495664e-01, -5.977154072186601635e-02, -1.039105637120932984e-01, 3.465731446213790590e-01, 2.769363115564029698e-01, 3.037696323361169237e-01, 1.953941790449155100e-02, 1.016382719297991705e-01, 2.575543420040378173e-01, 2.685437830648504387e-01, 3.790601174332782208e-01
2.094000000000000000e+03, -9.840045674330299974e-02, -5.244322837541616489e-02, 1.494051309784867332e-01, 2.907553973155429516e-01, 3.552328635112597666e-01, 2.600319254091210674e-01, 4.073383013679279102e-02, 2.898255289501059928e-01, 8.141959923856331716e-02, 1.755076761157779441e-01, 4.932960013627662454e-01, 1.144423091774843110e-01, 1.938001025911483266e-01, 1.041256971753274224e-01, -1.200219540891445114e-01, 4.313773754930284587e-01
2.095000000000000000e+03, -5.157991884509679492e-01, 2.586677982468572057e-01, 2.310580133196901420e-01, 3.117800319162148948e-01, 3.786920225625407532e-01, 4.684643225941457351e-02, 1.795178701791306786e-01, 8.988949954767269657e-02, 2.507875244565420658e-01, 1.020782992575768738e-01, 2.807065094232490954e-01, 1.438859962336410947e-01, 3.570436455483931848e-01, 3.856661837194947928e-01, -4.609795098754219944e-02, 4.404259103364502881e-01
2.096000000000000000e+03, 8.995334423821357839e-02, 4.943164858898117520e-01, 3.152548986348262527e-01, 6.813251689678391509e-02, 4.788257756353531125e-01, 4.054363952919714520e-01, 8.545857090597593075e-02, 4.279408201861439331e-01, -2.112939375479450446e-02, 7.958890378883025363e-02, 7.412854170436303236e-02, 1.075472454323245369e-01, -8.329302049001753583e-02, 1.430174887019351748e-01, -2.464883862475241993e-01, 9.865034899084802744e-02
2.097000000000000000e+03, 5.892631378763962813e-02, 3.433669528580852309e-02, 2.003523764102179416e-01, 6.545763820041711201e-01, 2.327903086165317714e-01, 3.385232737186930629e-01, -1.278561355041139824e-01, 2.667026362154457653e-01, 3.746459630586438383e-01, 2.412445515113025574e-01, 9.976280353321467786e-02, 3.700966366469404800e-01, 1.955652215647845915e-01, 1.771466317061650420e-01, 7.971081960698831459e-01, 3.086366016508319543e-01
2.098000000000000000e+03, -3.079906965137204633e-01, 1.504616275499792155e-01, 2.280531876235534217e-01, 1.957409359180484476e-01, 1.728756322592362171e-01, 3.678855834041181994e-01, 5.044548784311180673e-02, 3.021964860369171224e-01, 1.587828241833696141e-01, 6.322116135126240599e-02, 1.606045024809292787e-01, 4.563084572404227934e-01, -3.029061063531487616e-02, 1.952120974866702607e-01, 5.218520981302329220e-01, 2.479761950174177443e-01
2.099000000000000000e+03, -1.071555482589441194e-01, 9.124334379261603289e-02, 1.829745591149308792e-01, 4.497447238614514509e-02, 3.903146713456457362e-01, 2.678810300967558455e-01, 2.062656739844313455e-02, 1.592240371469741678e-01, 2.807341787474168515e-01, 1.495604855817943279e-01, 3.291562373275669917e-01, -1.744577784971117762e-01, 2.749297907773005645e-01, 3.523654948348508009e-01, 3.763124122422481510e-01, 5.016732631236033024e-02
2.100000000000000000e+03, -2.719685256891123948e-01, 1.521856397232706215e-01, 1.512982681101375237e-01, -1.534467856506712691e-01, 1.838327774697421368e-01, -1.350933221374752413e-01, -1.409032779695576325e-02, 2.540521224401666167e-01, 1.531468611604476782e-01, 2.121071528771965031e-01, 1.934835398333948908e-01, 2.706202818083872641e-01, 2.343107653964887627e-01, 2.594354495714445430e-01, -2.932619973825671966e-01, 1.904065742234990477e-01
