year, GFDL-ESM4, MIROC-ES2L, CESM2-WACCM, NorESM2-LM, EC-Earth3-Veg, INM-CM5-0, CanESM5, UKESM1-0-LL, TaiESM1, NorESM2-MM, CNRM-ESM2-1, IPSL-CM6A-LR, MPI-ESM1-2-LR, INM-CM4-8, CMCC-CM2-SR5, ACCESS-ESM1-5
2.075000000000000000e+03, 6.835918641606128610e+00, 8.527365431840072674e+00, 6.101293748369130299e+00, 5.154429933906038208e+00, 5.131351298886987600e+00, 5.091177829426520418e+00, 7.820976515567741316e+00, 7.501348013196841968e+00, 3.062382022196796338e+00, 5.368228017956602649e+00, 7.497297337533705530e+00, 5.105787816578864380e+00, 6.851936105364055507e+00, 4.850246178703014444e+00, 5.768516873270477241e+00, 5.257349597036436784e+00
2.076000000000000000e+03, 6.699942636703935861e+00, 7.859740784165173189e+00, 5.910580877263879707e+00, 5.287606125365837961e+00, 5.203405910155965763e+00, 5.299707320858805915e+00, 7.635762190858957688e+00, 7.162530752415984914e+00, 3.032436931114125933e+00, 5.389348664802905198e+00, 7.475175317917284623e+00, 5.104949855228553268e+00, 7.142363312739679948e+00, 5.304861336559108409e+00, 5.965124042425949291e+00, 5.393793872327388605e+00
2.077000000000000000e+03, 6.937892118085701831e+00, 8.270344810487443965e+00, 5.963045796709448787e+00, 4.820590122063482141e+00, 5.182968279093422836e+00, 5.497439681681387746e+00, 7.872370270266035419e+00, 7.383111638900882845e+00, 2.971322741286961833e+00, 5.374236529906242232e+00, 7.500966132772642680e+00, 5.031413232174902106e+00, 7.055387756656942067e+00, 5.382631288883541920e+00, 5.992066765293359687e+00, 5.481773119653173154e+00
2.078000000000000000e+03, 6.672210423505005039e+00, 8.123733083864276949e+00, 6.013938350093350316e+00, 5.008491501154651360e+00, 5.111975408980115709e+00, 5.369876534417295844e+00, 7.741260141165349218e+00, 7.215465800094275295e+00, 3.115833408321666997e+00, 5.298640769257885630e+00, 7.604734693334965989e+00, 4.941319719631724894e+00, 7.220231011131547305e+00, 5.363550909657294419e+00, 5.556253665212001813e+00, 5.647200799164413532e+00
2.079000000000000000e+03, 6.499334465694616370e+00, 7.474909161141610525e+00, 5.297888077950252850e+00, 4.982679635183807854e+00, 5.277996435941113340e+00, 5.687315366391482385e+00, 7.728040338756581917e+00, 6.982253981324719305e+00, 3.060445949247469599e+00, 5.552580520576437806e+00, 7.860182057346253970e+00, 4.739744077578096793e+00, 6.956381568047663499e+00, 5.182996376783707504e+00, 5.847390283959462920e+00, 5.410651578129114903e+00
2.080000000000000000e+03, 6.717026394164843595e+00, 7.450059620575231634e+00, 5.757326781658830051e+00, 4.490027180375982141e+00, 5.590145563750358981e+00, 5.433556424007210062e+00, 7.579962126435254355e+00, 7.175867744730662245e+00, 3.034586701979261392e+00, 5.534635836309151458e+00, 7.192703594288459179e+00, 4.818065523940653350e+00, 7.382461914007334869e+00, 5.310759485030650318e+00, 5.507970195848992390e+00, 5.550528497233804259e+00
2.081000000000000000e+03, 6.680310979519122228e+00, 8.163734740594911443e+00, 5.972432033273730845e+00, 4.850470877982529849e+00, 5.157550541610402384e+00, 5.698769232012956820e+00, 8.139495715234035700e+00, 7.144118342282526513e+00, 3.066942506355685438e+00, 5.352322282021947153e+00, 7.326626716804664596e+00, 4.905635214025606317e+00, 7.587617187699882138e+00, 5.020922164198836413e+00, 6.098199998479892692e+00, 5.466529382328349840e+00
2.082000000000000000e+03, 6.763119376254296711e+00, 8.068629508376208292e+00, 5.941952167254521910e+00, 4.668608777981294367e+00, 5.906198310249819450e+00, 5.105401582998914556e+00, 7.837968076571122822e+00, 7.052920838028470030e+00, 2.998879089671655063e+00, 5.257754317085105100e+00, 7.370649963068131250e+00, 4.626033715912150512e+00, 7.041666089631436698e+00, 4.855453101388848225e+00, 5.923145248970902443e+00, 5.161738727532153348e+00
2.083000000000000000e+03, 6.830485634215472501e+00, 7.684980459109260309e+00, 5.789257012290777382e+00, 4.955800245713603225e+00, 5.441874335260742157e+00, 5.292565577640319319e+00, 7.873879458034793721e+00, 7.106684521458459081e+00, 3.029465711159379016e+00, 5.589999906265555651e+00, 7.436298110201332356e+00, 4.960699133956846474e+00, 7.425264961673729402e+00, 5.217944987529301137e+00, 5.966350058661603839e+00, 5.368271716807895722e+00
2.084000000000000000e+03, 7.303910876620974157e+00, 7.560109466808156320e+00, 5.825742864068703675e+00, 5.002952934287818287e+00, 5.524925394508034771e+00, 5.359761610189448966e+00, 7.541137637817049821e+00, 7.160433540716243606e+00, 3.068518216470537130e+00, 5.363469852755758716e+00, 7.472248272918568190e+00, 4.730221630537005950e+00, 7.182038968848722504e+00, 5.260354294844780121e+00, 5.732859726656117871e+00, 5.357646525301184681e+00
2.085000000000000000e+03, 6.900776222967008877e+00, 7.972108478879309068e+00, 5.753234620833076463e+00, 5.281946791161947097e+00, 5.016511036273778146e+00, 5.465794687227626625e+00, 7.837899475150543971e+00, 7.020200928923907568e+00, 3.085120866302215159e+00, 5.403058133569309085e+00, 7.445200924433996725e+00, 5.000951367300733530e+00, 7.052319879564029392e+00, 5.180884190600166583e+00, 5.947628087291714216e+00, 5.199053405173247100e+00
2.086000000000000000e+03, 6.912151263965222725e+00, 8.052200844398234025e+00, 6.089904993092066121e+00, 5.186947128634959547e+00, 5.067853333550025319e+00, 5.610615290330792426e+00, 7.467516554195239742e+00, 7.003459535380567758e+00, 3.219460807893023357e+00, 5.235393709864379908e+00, 6.802398428000841157e+00, 4.946062132205781836e+00, 7.234015282202323149e+00, 5.164885101410281898e+00, 5.997146274603857741e+00, 5.129360889130357037e+00
2.087000000000000000e+03, 6.923914514426313893e+00, 8.383027593873761063e+00, 5.771838538416179887e+00, 4.899402422244687472e+00, 5.216752876843523623e+00, 5.332874074620762350e+00, 7.819927896846945892e+00, 7.181060601905976171e+00, 3.097516140643179927e+00, 5.134143040087419507e+00, 7.705626308647942402e+00, 5.087015813215162829e+00, 6.760418412298145441e+00, 4.949851557157217030e+00, 5.834612713960679820e+00, 5.152376256719565895e+00
2.088000000000000000e+03, 6.784251453739797100e+00, 8.000092097173757466e+00, 5.767184500506104428e+00, 4.805021514934272098e+00, 5.173168460206900576e+00, 4.789818999763874707e+00, 7.850253374331795264e+00, 7.054747350151178154e+00, 3.000787653734052984e+00, 5.111842038474164518e+00, 7.346002781453600861e+00, 5.063744895246412803e+00, 7.044879047374019265e+00, 5.126161779703602761e+00, 6.009304676126501654e+00, 5.242257999401730650e+00
2.089000000000000000e+03, 6.953669790420663688e+00, 8.267738953591972972e+00, 5.932638776756692600e+00, 5.065850091724619197e+00, 5.065586231380812876e+00, 5.210814880407538929e+00, 7.532495303306647294e+00, 6.949326638144179391e+00, 3.198789199371297798e+00, 4.751339092806789566e+00, 7.823059989214748988e+00, 4.837570231853431935e+00, 6.892235247498125439e+00, 5.319506995509929226e+00, 6.402540747855109515e+00, 5.295397746239467907e+00
2.090000000000000000e+03, 6.572950800699493890e+00, 7.473267221732191601e+00, 5.996815198477653652e+00, 5.074923958411176272e+00, 5.303263450997416584e+00, 5.379858797526855696e+00, 7.909062323304186570e+00, 6.949039152450055212e+00, 3.116595558051720172e+00, 5.244347563174900806e+00, 7.783528109884672475e+00, 5.113660931559871337e+00, 6.842321336765719408e+00, 5.277467090164300600e+00, 5.787753102619513257e+00, 5.358080025102811561e+00
2.091000000000000000e+03, 6.477665776068628922e+00, 7.715890511116811901e+00, 5.826382830307427874e+00, 4.957584953590186139e+00, 4.922969745356936322e+00, 5.121565151426353601e+00, 8.181462382498805752e+00, 6.635893683796719067e+00, 2.858265426075845106e+00, 4.714362652401589138e+00, 7.741219085663375132e+00, 4.993863729561667242e+00, 7.576796778306245095e+00, 5.021423556758697337e+00, 5.761813724716812857e+00, 5.158844912791701098e+00
2.092000000000000000e+03, 6.420185718644447093e+00, 7.689215996916835216e+00, 6.165061274709812800e+00, 5.402668197569764352e+00, 5.114226245518052494e+00, 4.926488445048781806e+00, 7.898570610805135672e+00, 6.866235657867418851e+00, 3.186288408429595709e+00, 5.091803198203361802e+00, 7.501871848518770314e+00, 4.601894888708740083e+00, 6.929387693147507576e+00, 5.127179068573843423e+00, 6.153770423757584318e+00, 5.474105617954983849e+00
2.093000000000000000e+03, 6.855902328862330641e+00, 7.621898718972807352e+00, 5.715111081748880828e+00, 4.816872606246985100e+00, 5.182032890460471108e+00, 5.244248234835817257e+00, 7.384349467736988082e+00, 7.065287072430808557e+00, 2.917908545812222254e+00, 5.167024739188050830e+00, 7.185979390034419545e+00, 4.866670872102303314e+00, 7.086338999052885335e+00, 4.799425030906225409e+00, 5.851278785201513344e+00, 5.379799062120238062e+00
2.094000000000000000e+03, 7.072178240427440699e+00, 7.892874974496602469e+00, 5.978279433800706144e+00, 5.119377662974784471e+00, 5.295148266692545569e+00, 5.362187477721423789e+00, 7.728628077453453038e+00, 7.202368458652428806e+00, 2.967859321955458096e+00, 5.169026356908275943e+00, 7.182774576325920535e+00, 4.626525787878286167e+00, 7.345088624749849693e+00, 5.006889747158374426e+00, 6.287145605190164410e+00, 5.406120278617612129e+00
2.095000000000000000e+03, 6.673584611121183841e+00, 8.048417693047076327e+00, 6.057987483360418146e+00, 4.694345647304360547e+00, 5.097442128548566487e+00, 5.023673771125054976e+00, 7.098048685417045256e+00, 7.206766407476626668e+00, 3.150124443210325254e+00, 5.315699484062061941e+00, 7.054111499570277388e+00, 4.857189925705175604e+00, 7.175977722491624355e+00, 5.171998138216761909e+00, 5.913996636961956987e+00, 5.232848216319315071e+00
2.096000000000000000e+03, 6.275452034054167960e+00, 7.617473063424548663e+00, 5.998779885451467564e+00, 5.260577351564447390e+00, 5.422306220500320073e+00, 5.045207840726937398e+00, 7.550030519578781352e+00, 6.979259424156390779e+00, 2.997750290144428398e+00, 5.276618046388184879e+00, 7.333042452662490440e+00, 4.503161042053831942e+00, 6.957541230641011154e+00, 5.127156286607522873e+00, 6.078231841843606098e+00, 5.209989669015626212e+00
2.097000000000000000e+03, 6.670248499315595936e+00, 8.047753222801977913e+00, 5.761137103924130365e+00, 5.232025586826590136e+00, 5.245316422397888978e+00, 4.944696385729754340e+00, 7.525396830252085500e+00, 7.185990999848007377e+00, 2.858622758770993144e+00, 5.109417370346727161e+00, 7.410560448762812946e+00, 4.688475450544212997e+00, 7.229954058174887344e+00, 5.144162726946267306e+00, 6.227835284725440346e+00, 5.266217490247710131e+00
2.098000000000000000e+03, 6.456819572808891294e+00, 7.827297482696378594e+00, 5.963361115774720389e+00, 5.059438497040511074e+00, 5.287713973554498459e+00, 5.195709877810847921e+00, 7.721384443533685804e+00, 6.895845670416635542e+00, 3.135851851152635206e+00, 5.235066159933989383e+00, 7.717794021498289858e+00, 4.722433794532610030e+00, 6.915808923930364394e+00, 5.110155799969529511e+00, 6.010039942573950356e+00, 5.216057379942193428e+00
2.099000000000000000e+03, 6.264289439277349381e+00, 7.896181420912382620e+00, 6.031236178906349998e+00, 5.284204609103590577e+00, 4.923240460937643448e+00, 5.351979116308422491e+00, 7.713187871208524449e+00, 7.044007269255337711e+00, 3.017030069532011360e+00, 5.322538365734238219e+00, 6.923945566409185126e+00, 4.891041820423283504e+00, 6.984060726049258427e+00, 4.948206498022980959e+00, 6.355796834218549130e+00, 5.308260537206878737e+00
2.100000000000000000e+03, 6.158493612358523883e+00, 7.744687510856057777e+00, 6.129792136799816049e+00, 4.769237636183843776e+00, 5.189039478152925433e+00, 5.095850990312189133e+00, 7.794208078670900264e+00, 7.039134760312856898e+00, 3.053805113284188355e+00, 5.095283230474481506e+00, 7.561936632136754710e+00, 4.729170948853129275e+00, 7.102347425113665125e+00, 4.973175213995893351e+00, 6.024133174718208750e+00, 5.387522881180680123e+00
