year, INM-CM5-0, EC-Earth3-Veg, NorESM2-MM, MIROC-ES2L, ACCESS-ESM1-5, CMCC-CM2-SR5, CNRM-ESM2-1, TaiESM1, IPSL-CM6A-LR, GFDL-ESM4, UKESM1-0-LL, CESM2-WACCM, INM-CM4-8, NorESM2-LM, MPI-ESM1-2-LR, CanESM5
2.071000000000000000e+03, 6.709313157438145936e+01, 3.474953005464222144e+01, 6.675842022625523953e+01, 6.216747739999724587e+01, 1.000657515102068515e+02, 4.356804369662028620e+01, 8.284104145666969998e+01, 3.243159621832250394e+01, 3.965798759064781365e+01, 8.076281171800170000e+01, 5.613030678790932626e+01, 7.535093380705257005e+01, 6.489818527980709462e+01, 6.800179949349012531e+01, 4.258798386046955642e+01, 7.842707244438840064e+01
2.072000000000000000e+03, 6.707172155173181238e+01, 3.480835779077289516e+01, 6.710678890071812930e+01, 6.208671642007121250e+01, 1.001533195309442164e+02, 4.385844814904734790e+01, 8.292575859453033615e+01, 3.254932349515932799e+01, 4.010430637671562693e+01, 8.097232914626276568e+01, 5.624499913844285715e+01, 7.538616713436704231e+01, 6.496399638553367595e+01, 6.818302081090313038e+01, 4.269177933405421044e+01, 7.851955719806706213e+01
2.073000000000000000e+03, 6.704758127160523884e+01, 3.494557219849168916e+01, 6.755949268851034617e+01, 6.199241758730777008e+01, 1.001054968756592416e+02, 4.385106257139435826e+01, 8.323163004019356492e+01, 3.256114145189282993e+01, 4.056286202520708173e+01, 8.127311391848721200e+01, 5.647849650821685685e+01, 7.564424498531144536e+01, 6.507657784171566107e+01, 6.836683732102309818e+01, 4.272114389291038350e+01, 7.885277907928873731e+01
2.074000000000000000e+03, 6.704763116936395306e+01, 3.516431667975754749e+01, 6.748841489782898861e+01, 6.178092021344627938e+01, 9.998192491240300228e+01, 4.390219561132955306e+01, 8.363433390258401801e+01, 3.275053156304740298e+01, 4.090483297479889302e+01, 8.182627027645865780e+01, 5.669326565895379133e+01, 7.595723738508303313e+01, 6.513852853111571051e+01, 6.855244138980231128e+01, 4.275387092827759972e+01, 7.926214100855460742e+01
2.075000000000000000e+03, 6.693625820016005434e+01, 3.529180734050877533e+01, 6.763429070568425061e+01, 6.197497830765536264e+01, 9.999254748641726565e+01, 4.371704347816142189e+01, 8.383938924694750483e+01, 3.284640155152026608e+01, 4.123450199233915470e+01, 8.228621483635259892e+01, 5.699350633372204555e+01, 7.634826610261511348e+01, 6.505667158517644566e+01, 6.883975486242310637e+01, 4.277138984253060272e+01, 7.959135809491145608e+01
2.076000000000000000e+03, 6.690815164640409307e+01, 3.550794402755310841e+01, 6.800519759106634865e+01, 6.200854955740603458e+01, 1.001355537405970608e+02, 4.364812029785673531e+01, 8.391618261479445096e+01, 3.284235332191392587e+01, 4.156625755800925504e+01, 8.251332478295067574e+01, 5.723996926434446664e+01, 7.664152681645694543e+01, 6.508863734183046290e+01, 6.919746957800582265e+01, 4.281672847494878198e+01, 7.976350628037033630e+01
2.077000000000000000e+03, 6.702388102972203399e+01, 3.570605904768920169e+01, 6.834561970804854525e+01, 6.203180926063495093e+01, 1.003644958559446678e+02, 4.362959854459084141e+01, 8.416935124593135242e+01, 3.286415307327945357e+01, 4.186497269882493555e+01, 8.282703996681216552e+01, 5.742998847791217543e+01, 7.680612937234501203e+01, 6.528982977638359841e+01, 6.933954430748426034e+01, 4.291004724722508712e+01, 7.990585316888945044e+01
2.078000000000000000e+03, 6.710850992798062009e+01, 3.581654334127837558e+01, 6.846586662671164447e+01, 6.217186330296218699e+01, 1.006807588905495550e+02, 4.361004689724330063e+01, 8.434411859555356727e+01, 3.289514008900784603e+01, 4.214315946925172085e+01, 8.301281914294584396e+01, 5.768130294924623058e+01, 7.704487332506697328e+01, 6.539111094093620125e+01, 6.924909440896296076e+01, 4.302708789229331643e+01, 8.004717037174468430e+01
2.079000000000000000e+03, 6.729246878315362324e+01, 3.582899632440483373e+01, 6.865403409140958502e+01, 6.184492895072600760e+01, 1.009278735485387273e+02, 4.367347725873848674e+01, 8.467537694874427245e+01, 3.298800442763480589e+01, 4.236676981029179956e+01, 8.309319191774848434e+01, 5.788027692104512312e+01, 7.685879915012084496e+01, 6.548136789505933564e+01, 6.929020845303526244e+01, 4.311529432549011887e+01, 8.023938023170268252e+01
2.080000000000000000e+03, 6.742777069249930832e+01, 3.616097605345788679e+01, 6.903145100101824028e+01, 6.126501298180600941e+01, 1.011544758055845961e+02, 4.398223255880804317e+01, 8.467673075792578175e+01, 3.297671674056970659e+01, 4.255880548182482670e+01, 8.327002836115873663e+01, 5.804236894543250003e+01, 7.679581621762217480e+01, 6.552025568297308666e+01, 6.920671422945225970e+01, 4.325843558226561925e+01, 8.026209644847949676e+01
2.081000000000000000e+03, 6.757921617426644900e+01, 3.643943596141251362e+01, 6.928346771216057220e+01, 6.115603246523869529e+01, 1.013672969231522529e+02, 4.419603730003817788e+01, 8.479600640358535202e+01, 3.309478019220203748e+01, 4.282877896709975829e+01, 8.346399476081468549e+01, 5.822596467961114541e+01, 7.710047159580317100e+01, 6.551662042241237316e+01, 6.911958594426438651e+01, 4.341199670550479084e+01, 8.057717411076293956e+01
2.082000000000000000e+03, 6.746832703824216537e+01, 3.661421875276888471e+01, 6.929370719260717237e+01, 6.125463832020851385e+01, 1.013986953822958128e+02, 4.432938318282602097e+01, 8.487064966547769984e+01, 3.318303967852821756e+01, 4.301225343741094775e+01, 8.372449323031506196e+01, 5.832826055627123907e+01, 7.744692759540396310e+01, 6.537439090692960519e+01, 6.913713055120462059e+01, 4.338085592413825253e+01, 8.077969260495798665e+01
2.083000000000000000e+03, 6.735089152196853490e+01, 3.697142332958997457e+01, 6.941514364995080655e+01, 6.109242032218148921e+01, 1.014556154701256645e+02, 4.458749229155980487e+01, 8.500107728724590572e+01, 3.315422072778414275e+01, 4.328188488782157606e+01, 8.398732478206977703e+01, 5.841237493175513151e+01, 7.758171941196637533e+01, 6.539479577073926464e+01, 6.927422444065328477e+01, 4.340770616520642022e+01, 8.095877489020007545e+01
2.084000000000000000e+03, 6.737779455252820071e+01, 3.719966756912116779e+01, 6.961859609887076772e+01, 6.076223764131891869e+01, 1.015611596082633241e+02, 4.477165881772936729e+01, 8.511995059921942186e+01, 3.310112756465226624e+01, 4.346164311113118828e+01, 8.449540544213493831e+01, 5.853809231622719977e+01, 7.749728651473355967e+01, 6.554613280871130598e+01, 6.955365250822369205e+01, 4.348548097168884397e+01, 8.095648766340734426e+01
2.085000000000000000e+03, 6.740473705915346159e+01, 3.735356244561139505e+01, 6.974886483288526051e+01, 6.060147429815999232e+01, 1.016265939199831081e+02, 4.465190443576859991e+01, 8.528575770080868779e+01, 3.317549204864201329e+01, 4.375850845633734565e+01, 8.489601674043106527e+01, 5.868670237014974589e+01, 7.753820592156571934e+01, 6.560559742083651713e+01, 6.994239753595732623e+01, 4.347437973767941344e+01, 8.102273107360468885e+01
2.086000000000000000e+03, 6.758090313102368896e+01, 3.725575031736405407e+01, 6.984596046417060222e+01, 6.073321313780310504e+01, 1.016275220168773075e+02, 4.463380109504741000e+01, 8.520903749209216471e+01, 3.333697069889174713e+01, 4.403847065685550888e+01, 8.512433842974478182e+01, 5.873892285943387037e+01, 7.779745002707537083e+01, 6.564988468111077680e+01, 7.032884819946349353e+01, 4.364477301714961044e+01, 8.099907314359920463e+01
2.087000000000000000e+03, 6.762182601130133719e+01, 3.735634683780158838e+01, 6.983447178259476118e+01, 6.098425780404408414e+01, 1.016790259439646036e+02, 4.416805364194735972e+01, 8.543944019205133600e+01, 3.356234618646762158e+01, 4.433640809343663847e+01, 8.539815260095775784e+01, 5.887174982675774970e+01, 7.799722693895489556e+01, 6.554357555066239627e+01, 7.035696845876192640e+01, 4.365091788857572652e+01, 8.091339861487732321e+01
2.088000000000000000e+03, 6.733729287601380520e+01, 3.755052442634222842e+01, 6.973645531608596571e+01, 6.116181667252324416e+01, 1.017108418354517454e+02, 4.439822753011840462e+01, 8.556309495345149685e+01, 3.332970261352917873e+01, 4.463365134134387091e+01, 8.553165018892963190e+01, 5.888127391030938185e+01, 7.796394418004665283e+01, 6.553891643083237284e+01, 7.021931473994068540e+01, 4.369916536671917129e+01, 8.112282198574293091e+01
2.089000000000000000e+03, 6.715725123301005794e+01, 3.767148445123690692e+01, 6.941050596843584231e+01, 6.127384971011037607e+01, 1.018183589065661323e+02, 4.502497056780654106e+01, 8.596739531626236896e+01, 3.346744913320669923e+01, 4.489101049634848550e+01, 8.560338939058767949e+01, 5.887160355700250136e+01, 7.814887722465827835e+01, 6.562483605266274367e+01, 7.037773615341825462e+01, 4.374735858077332296e+01, 8.109476972592355537e+01
2.090000000000000000e+03, 6.721286756626236070e+01, 3.774182251798473686e+01, 6.931168256822732587e+01, 6.112252171246031196e+01, 1.019838127507825476e+02, 4.479995115858253740e+01, 8.622108139641858315e+01, 3.372070756231157418e+01, 4.520479539944370373e+01, 8.557345761151037777e+01, 5.889464863446695375e+01, 7.842967165438284383e+01, 6.581035981397536716e+01, 7.063492353606849861e+01, 4.380631168246985396e+01, 8.110474536519670608e+01
2.091000000000000000e+03, 6.719168324132520809e+01, 3.790930440290485848e+01, 6.923170758448198114e+01, 6.085133831787256042e+01, 1.020743595191275972e+02, 4.431471345847930365e+01, 8.655413370730364875e+01, 3.365863235653706198e+01, 4.546059299945981991e+01, 8.524585478299492536e+01, 5.882460206794103641e+01, 7.856273263805212537e+01, 6.573109816741833811e+01, 7.065993836717858301e+01, 4.414824808739901130e+01, 8.137969952453376266e+01
2.092000000000000000e+03, 6.704025130905382923e+01, 3.798904910148173997e+01, 6.926330594345216696e+01, 6.067743681783077392e+01, 1.022792792635442964e+02, 4.472297449286470794e+01, 8.664020144331780671e+01, 3.373544036401252555e+01, 4.557726932874591341e+01, 8.517788416123153183e+01, 5.881432764182725492e+01, 7.883374651891993778e+01, 6.570283568222383508e+01, 7.095757089997111677e+01, 4.414926405078913518e+01, 8.167982360813532239e+01
2.093000000000000000e+03, 6.697712303512652454e+01, 3.817181521277118605e+01, 6.935823952090660782e+01, 6.045717440705368517e+01, 1.025013738572971107e+02, 4.473907628739079456e+01, 8.672773883538458506e+01, 3.371320234345823508e+01, 4.578638766511488001e+01, 8.526962417161888652e+01, 5.888186373897401893e+01, 7.896204999094597099e+01, 6.556476976128385559e+01, 7.108423991862147773e+01, 4.419265892308882115e+01, 8.170804095060263705e+01
2.094000000000000000e+03, 6.706635805353235469e+01, 3.840823407870227157e+01, 6.951552430537887517e+01, 6.039119620290134094e+01, 1.026834320311156432e+02, 4.505380488780556902e+01, 8.675252345052474823e+01, 3.357742544260667472e+01, 4.592415972434116611e+01, 8.553753097143626860e+01, 5.906762987228011497e+01, 7.893505038976597632e+01, 6.548002411123039224e+01, 7.097776297157530223e+01, 4.436631440220823919e+01, 8.168850879858528913e+01
2.095000000000000000e+03, 6.699529999989053408e+01, 3.865887040297118205e+01, 6.972579630103159332e+01, 6.051272090594116548e+01, 1.028024890533745292e+02, 4.497122721892364439e+01, 8.676934833460938989e+01, 3.373380339508639736e+01, 4.613773364540153210e+01, 8.575491353456793320e+01, 5.921921375416916078e+01, 7.924139919971395329e+01, 6.551163230354127620e+01, 7.097453770928112249e+01, 4.449096583412180195e+01, 8.159062215212263425e+01
2.096000000000000000e+03, 6.686503413075639912e+01, 3.884614027996675389e+01, 6.992577473197329141e+01, 6.035498174527342741e+01, 1.028741931676493380e+02, 4.490788382280518931e+01, 8.698911472489010066e+01, 3.387182025797780938e+01, 4.629297294839741284e+01, 8.564788071389776292e+01, 5.920623640423110601e+01, 7.947081838984955482e+01, 6.555052362673100674e+01, 7.116125883697787913e+01, 4.454634765318775180e+01, 8.136810701160582937e+01
2.097000000000000000e+03, 6.671688854833462301e+01, 3.908129460666279442e+01, 6.998555759551285860e+01, 6.037202222928272022e+01, 1.029621966158573230e+02, 4.529113686352056334e+01, 8.712752435643271554e+01, 3.364298297644583613e+01, 4.648967407396392559e+01, 8.560660136453978453e+01, 5.934195999463237570e+01, 7.953420946409639214e+01, 6.560841863015691899e+01, 7.157799557170267235e+01, 4.469365729507766360e+01, 8.135236116957958075e+01
2.098000000000000000e+03, 6.667122992749062860e+01, 3.924893230371736763e+01, 7.007687825547360205e+01, 6.042814382355897607e+01, 1.030502991822865511e+02, 4.545260071135594160e+01, 8.748717381033104346e+01, 3.373135226706401113e+01, 4.669225755090713648e+01, 8.562245708688685397e+01, 5.941439683293271656e+01, 7.965130044325611891e+01, 6.561093762195061174e+01, 7.175961439331240399e+01, 4.467545756909913024e+01, 8.146385569573418195e+01
2.099000000000000000e+03, 6.678424027653983330e+01, 3.948214585322171644e+01, 7.029374777879711189e+01, 6.046436087738577925e+01, 1.031502461892617646e+02, 4.557447370107314555e+01, 8.740039702853391645e+01, 3.389905205367853114e+01, 4.692601065970252705e+01, 8.558933098747397139e+01, 5.953376913426742334e+01, 7.988165779787405540e+01, 6.557665388044107146e+01, 7.193284015313584234e+01, 4.480207778745828762e+01, 8.177665275778794296e+01
2.100000000000000000e+03, 6.676372497566025288e+01, 3.962312121331563475e+01, 7.032555559204811857e+01, 6.042654881691190383e+01, 1.033536505944743311e+02, 4.560905413478231196e+01, 8.759522149874489116e+01, 3.390207434209014536e+01, 4.710392815083088180e+01, 8.538850798662862474e+01, 5.956330553509595660e+01, 8.009655408600369242e+01, 6.547065445620054902e+01, 7.197377480250550263e+01, 4.501276723305874583e+01, 8.197563550890620832e+01
