year, NorESM2-MM, CNRM-ESM2-1, CMCC-ESM2, TaiESM1, MPI-ESM1-2-LR, CESM2-WACCM, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-LM, IPSL-CM6A-LR
2.059000000000000000e+03, 1.895788947160157592e-10, 1.267488696738582124e-11, 9.919260469594365160e-11, 8.061153192707750109e-11, 2.458731426512181298e-11, 1.351337800742891819e-10, 4.319012303852530519e-11, 1.469234526353086666e-13, 2.364189566044951529e-10, 2.038769534492637078e-11
2.060000000000000000e+03, 1.991636017522608658e-10, 1.332919943411173843e-11, 9.964200698723048302e-11, 8.101238480943132606e-11, 2.706031923008879646e-11, 1.368561045277501031e-10, 4.418105749054923141e-11, 1.445741966119908038e-13, 2.421897410053205728e-10, 2.162427081573326804e-11
2.061000000000000000e+03, 2.048422932545602187e-10, 1.284370781832576071e-11, 9.931105658620204574e-11, 8.062487485420166707e-11, 2.884209599089034612e-11, 1.367752598386584172e-10, 5.294310471856617784e-11, 1.610417537530513352e-13, 2.300911530410032820e-10, 2.383033286789809135e-11
2.062000000000000000e+03, 2.026420178862818971e-10, 1.271781133142467776e-11, 9.844135151207291393e-11, 8.074490896357918001e-11, 2.938892885298337734e-11, 1.372497107888808755e-10, 5.336017572747074415e-11, 1.692295242204298116e-13, 2.285140550697788523e-10, 2.446906969637399551e-11
2.063000000000000000e+03, 1.941614788482699878e-10, 1.437970667371514054e-11, 9.808530053982985033e-11, 8.076602281849261861e-11, 2.975650065848822074e-11, 1.378296496459456262e-10, 5.131802380405877498e-11, 1.643457579684692123e-13, 2.142489705225290592e-10, 2.503972768617024078e-11
2.064000000000000000e+03, 2.021131210952411355e-10, 1.657958058515814007e-11, 9.817853125930839350e-11, 8.013495148786040478e-11, 3.001821506906742963e-11, 1.378985693645519162e-10, 5.078566590015496922e-11, 1.837713749192433823e-13, 2.098398984779037558e-10, 2.567478682465783812e-11
2.065000000000000000e+03, 2.353187623259770588e-10, 1.640041359382354177e-11, 9.812722374188011372e-11, 7.917328580678586641e-11, 2.569468457491893745e-11, 1.380409922869060443e-10, 5.513685815322942977e-11, 1.828078186697323134e-13, 2.315260392134553225e-10, 2.619975254706190129e-11
2.066000000000000000e+03, 2.181635710877648963e-10, 1.211068322179449266e-11, 9.755697631392054465e-11, 7.839116486231012019e-11, 2.273389573422387268e-11, 1.329597183223760186e-10, 4.299284056259331906e-11, 1.567761026529138896e-13, 2.332205015269057221e-10, 2.170243687285858972e-11
2.067000000000000000e+03, 1.990140468897105190e-10, 1.248372056322153935e-11, 9.854033795343708991e-11, 7.823349083416034569e-11, 2.224099877800879955e-11, 1.325873427082375285e-10, 4.266709372299552956e-11, 1.517250405617393285e-13, 2.471774016311409903e-10, 2.182024211168647184e-11
2.068000000000000000e+03, 1.972778791173564689e-10, 1.242614539612759969e-11, 9.823485011030518213e-11, 7.703766896301560923e-11, 2.203618271641035767e-11, 1.324808493469704560e-10, 4.155654783436651164e-11, 1.572334700362392565e-13, 2.450888398502788417e-10, 2.193533619524307811e-11
2.069000000000000000e+03, 1.984382772988836157e-10, 1.246215022214840257e-11, 9.779170936044760008e-11, 7.330974342650166861e-11, 2.184196775621114008e-11, 1.297151701644131934e-10, 3.991465229833312917e-11, 1.719308009505312585e-13, 2.206788061538897698e-10, 2.197521234372279630e-11
2.070000000000000000e+03, 1.877591584098642953e-10, 1.243382709838832752e-11, 9.832485307199236521e-11, 7.296668557246254414e-11, 2.696807235138253421e-11, 1.254570667059044043e-10, 3.863925152152077681e-11, 1.715180178069018714e-13, 2.311934323936091599e-10, 2.206690463679687534e-11
2.071000000000000000e+03, 1.986575196696248956e-10, 1.855770784082899853e-11, 9.806116376868249119e-11, 7.180317888814334494e-11, 3.062258370152500629e-11, 1.299897259507959030e-10, 4.183881990881020536e-11, 1.651892014402956204e-13, 2.319548783863792397e-10, 2.873942780081186969e-11
2.072000000000000000e+03, 2.082228030567992374e-10, 1.959398522560437445e-11, 9.589566479904857881e-11, 7.113903534250216342e-11, 3.209344246731567955e-11, 1.287942944131244089e-10, 4.255736091149287130e-11, 1.541286234725797570e-13, 2.178677104514267132e-10, 2.920648160540192226e-11
2.073000000000000000e+03, 2.015671984533834385e-10, 2.003439707774245620e-11, 9.476008115692571924e-11, 6.857371300289701263e-11, 3.310926567711140383e-11, 1.273749126039356939e-10, 4.454805828969465853e-11, 1.395368193316327853e-13, 2.391079009968628258e-10, 3.031556555540731126e-11
2.074000000000000000e+03, 2.156540786561470250e-10, 2.312496848901996790e-11, 9.392605789346226952e-11, 6.679692948037329771e-11, 3.364360743775054687e-11, 1.257316711458591131e-10, 4.154116828651183644e-11, 1.404747333739065447e-13, 2.464599483812436058e-10, 3.086924678989962442e-11
2.075000000000000000e+03, 2.048303528947623299e-10, 2.856020082578573908e-11, 9.790243823240612970e-11, 7.816383155450181563e-11, 4.881502513017945832e-11, 1.246911807949506257e-10, 4.980988417866600852e-11, 1.553900901511897779e-13, 2.313752053800854052e-10, 3.143873489909815995e-11
2.076000000000000000e+03, 1.918133590904662506e-10, 4.413702175422575907e-11, 9.756375936919592560e-11, 7.808401550071053336e-11, 5.901819640702779053e-11, 1.448359242925984819e-10, 4.695153368248155548e-11, 1.712228115206994737e-13, 2.487058089898395506e-10, 4.833557589293803596e-11
2.077000000000000000e+03, 1.909623854271387291e-10, 4.678898506013126423e-11, 9.774072321033834300e-11, 7.818081749602146022e-11, 6.193330300382465048e-11, 1.467320624744238648e-10, 5.380824412482172289e-11, 1.774522589849582978e-13, 2.758644425160333000e-10, 5.011021458314325771e-11
2.078000000000000000e+03, 2.063567342273883707e-10, 4.870426223956454183e-11, 9.689919409108754851e-11, 7.818633289439674616e-11, 6.369691381875418057e-11, 1.473333908327611629e-10, 5.527484195357133158e-11, 1.744531638086012556e-13, 2.699787348865612080e-10, 5.213343527142832958e-11
2.079000000000000000e+03, 2.359876361629623190e-10, 5.107680516615145631e-11, 9.606933591674308428e-11, 7.796092124607376308e-11, 6.507530923117117982e-11, 1.471261109960794200e-10, 5.348226036164617326e-11, 1.782577781622028767e-13, 2.574244720517502006e-10, 5.387253716083315448e-11
2.080000000000000000e+03, 2.345783132905960791e-10, 5.557698361877530737e-11, 8.983607448050283829e-11, 7.248614077907131754e-11, 6.213606847261950116e-11, 1.464059912820398000e-10, 5.664593410997720202e-11, 1.825508423278418347e-13, 2.501023130372243475e-10, 5.562822075009533404e-11
2.081000000000000000e+03, 2.123987694962422108e-10, 5.026939270168587131e-11, 8.764088171374520433e-11, 7.262381641674902100e-11, 6.015446726899567839e-11, 1.343117061403360913e-10, 3.933482889792890826e-11, 1.680812751022404180e-13, 2.601228160089197981e-10, 4.985570695669351449e-11
2.082000000000000000e+03, 2.000356398999836842e-10, 5.317993946042403937e-11, 8.676714326691562224e-11, 7.283289874259391277e-11, 6.001890149293500426e-11, 1.354615692585598163e-10, 3.990880428626502035e-11, 1.704024018577139488e-13, 2.679036177757126473e-10, 5.083762822931739078e-11
2.083000000000000000e+03, 1.973380095480136907e-10, 5.525004323382153687e-11, 8.524948388982051404e-11, 7.163209467500625943e-11, 5.996348244746697049e-11, 1.342786937931322968e-10, 4.687255477784264593e-11, 1.779442351031446344e-13, 2.635820392089202611e-10, 5.182237444812309567e-11
2.084000000000000000e+03, 1.877019138169024229e-10, 5.543095362570488700e-11, 8.349262754731006079e-11, 7.062019300945641835e-11, 6.012460997824850407e-11, 1.314220977007914594e-10, 4.489983340149389675e-11, 1.714390249994353948e-13, 2.664731967164310758e-10, 5.295724915843084519e-11
2.085000000000000000e+03, 1.817834148294519579e-10, 5.698315373907104391e-11, 7.719995817395347588e-11, 6.072743741983352331e-11, 4.313741913891830384e-11, 1.306334249428789897e-10, 4.859993133479820361e-11, 1.577757270051869973e-13, 2.575344675646304504e-10, 5.402521064736684434e-11
2.086000000000000000e+03, 1.869585867473051747e-10, 2.769615360649330777e-11, 7.567177115222205778e-11, 5.948061716691104869e-11, 3.160227527216760617e-11, 1.081315965039424783e-10, 3.178977361197719340e-11, 1.244811692956213970e-13, 2.272221894744275099e-10, 3.381257636034397758e-11
2.087000000000000000e+03, 1.847628773336713631e-10, 2.604862339686357030e-11, 7.375452013702500398e-11, 5.881245786603848638e-11, 2.903993726057836208e-11, 1.059817827579483223e-10, 3.249352868194310003e-11, 1.052221517300813294e-13, 2.131513452507815966e-10, 3.260429896463388256e-11
2.088000000000000000e+03, 1.704935582870189769e-10, 2.519392320784706703e-11, 7.244030637759572897e-11, 5.725759774179257402e-11, 2.758106833809427755e-11, 1.040355466592496594e-10, 3.342125047415578934e-11, 9.653617302692740650e-14, 2.082111473753902208e-10, 3.149344629261515278e-11
2.089000000000000000e+03, 1.633650820703389334e-10, 2.404428874535603438e-11, 7.125418376814423194e-11, 5.681195270419950067e-11, 2.652089795436502466e-11, 1.019704011376784776e-10, 3.171072527621168290e-11, 9.255458753722419244e-14, 2.056986873458118468e-10, 3.029698138958927648e-11
2.090000000000000000e+03, 1.719345888676176793e-10, 2.307688395854841602e-11, 7.300509807838264212e-11, 5.482571213998093748e-11, 2.232990169285543120e-11, 1.008152127641391966e-10, 3.137856243941523667e-11, 9.665340118657025847e-14, 2.074340117204496241e-10, 2.912755446232858658e-11
2.091000000000000000e+03, 1.739976845032683695e-10, 1.779641614311988973e-11, 7.121800558584836110e-11, 5.369111586344981495e-11, 1.946585427413253992e-11, 9.640752561088790653e-11, 3.225344267700247125e-11, 1.145358192286801099e-13, 1.933664806693127894e-10, 2.502222212812167340e-11
2.092000000000000000e+03, 1.689562563734159414e-10, 1.590773832845771399e-11, 7.068846488417052198e-11, 5.273572574839660719e-11, 1.842228746235216530e-11, 9.495436765058438865e-11, 3.282272891121998567e-11, 1.330672203121544596e-13, 1.964968214426257030e-10, 2.400531018453868587e-11
2.093000000000000000e+03, 1.658538875185101820e-10, 1.431802376527621661e-11, 7.078353846303108574e-11, 5.164295009916980374e-11, 1.770222011308008397e-11, 9.348808379405448808e-11, 3.316855660658014487e-11, 1.380315353740015059e-13, 2.207154425837328607e-10, 2.295670203060450658e-11
2.094000000000000000e+03, 1.511267600987247975e-10, 1.316307336474986775e-11, 6.970378955878314666e-11, 5.088665754962834648e-11, 1.720170130751256665e-11, 9.242410473243691537e-11, 3.366805276142399159e-11, 1.467494373028730849e-13, 2.060285327134416150e-10, 2.189391178494161738e-11
2.095000000000000000e+03, 1.556473254052666726e-10, 1.240780046816189495e-11, 7.242560155738160911e-11, 4.910379436510316609e-11, 1.309425112634753953e-11, 9.139794401025517005e-11, 3.198086669986640562e-11, 1.403594103317916276e-13, 1.867073128233653389e-10, 2.083059126973982957e-11
2.096000000000000000e+03, 1.521155741047496854e-10, 7.150427200711241492e-12, 6.965581310252442437e-11, 4.840543572834249967e-11, 1.021968331874405103e-11, 8.183140602868864059e-11, 2.473856091045572417e-11, 1.298760651307423413e-13, 1.822888968388938590e-10, 1.337230025970387995e-11
2.097000000000000000e+03, 1.521675922963310783e-10, 6.776566562115910019e-12, 6.690356686031598151e-11, 4.712793680817883332e-11, 9.333841150214917515e-12, 7.946875245135541947e-11, 2.437249929134335516e-11, 1.218933203438542769e-13, 1.839702337397937479e-10, 1.296145291145472435e-11
2.098000000000000000e+03, 1.749875636775287280e-10, 6.462032655716753454e-12, 6.471155808371552135e-11, 4.674654997438644823e-11, 8.843603180432681759e-12, 7.814347043335720958e-11, 2.417218233099607174e-11, 1.144807107254338821e-13, 1.949224392753233993e-10, 1.256880380387835191e-11
2.099000000000000000e+03, 1.693732078802922533e-10, 6.025724375126874882e-12, 6.348173648159307382e-11, 4.705204232780857266e-11, 8.267482980431209265e-12, 7.692385416805963520e-11, 2.413189481054527329e-11, 1.113853171361750846e-13, 1.946857871207045793e-10, 1.217857197737405905e-11
2.100000000000000000e+03, 1.622708966446881026e-10, 5.539001017237511264e-12, 5.070069620718866286e-11, 3.959343392459561197e-11, 5.708487273501769606e-12, 7.521164276603376322e-11, 2.491733738803747942e-11, 1.024851588170059869e-13, 1.925446557385081889e-10, 1.174286682732256424e-11
