year, UKESM1-0-LL, CanESM5, CESM2-WACCM, CMCC-CM2-SR5, TaiESM1, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4, INM-CM4-8, CNRM-ESM2-1, MIROC-ES2L, NorESM2-MM, IPSL-CM6A-LR, MPI-ESM1-2-LR, ACCESS-ESM1-5, INM-CM5-0
2.074000000000000000e+03, 2.790775397358139571e+02, 2.800648493701564234e+02, 2.792659487511438670e+02, 2.804524427586143815e+02, 2.789028990530267151e+02, 2.780204269978310663e+02, 2.792560635619100253e+02, 2.775939302882025572e+02, 2.783221936482397609e+02, 2.776716986060639556e+02, 2.815201947853713023e+02, 2.783131232292083155e+02, 2.778770787594024227e+02, 2.775239671069294900e+02, 2.798011550067932376e+02, 2.782353397733384099e+02
2.075000000000000000e+03, 2.789252889131265079e+02, 2.792515355740790710e+02, 2.800244575873990698e+02, 2.803275664208603075e+02, 2.793082548176292335e+02, 2.769531656020259902e+02, 2.784161371045746023e+02, 2.773643953276109642e+02, 2.784584989903774499e+02, 2.776118901511692911e+02, 2.810151081549385026e+02, 2.778778479346146355e+02, 2.779186462986056085e+02, 2.773227064967701381e+02, 2.797017135207775027e+02, 2.780351865962568922e+02
2.076000000000000000e+03, 2.784827109239615766e+02, 2.793709792776509744e+02, 2.787302811544143424e+02, 2.801110336973941344e+02, 2.790271991438810346e+02, 2.771048263202419548e+02, 2.787029410602693247e+02, 2.769449450175480933e+02, 2.780696431365110470e+02, 2.778138062018697951e+02, 2.807164089189198535e+02, 2.776165560870922491e+02, 2.780749368305682196e+02, 2.770142250789046443e+02, 2.796561934823286606e+02, 2.773959890285170218e+02
2.077000000000000000e+03, 2.785893127755762748e+02, 2.791360093021479543e+02, 2.792105335130455614e+02, 2.806720306007517252e+02, 2.796307260671229074e+02, 2.777615814119268407e+02, 2.793666161258199168e+02, 2.775944387243868050e+02, 2.780158237766599427e+02, 2.780288599661688522e+02, 2.806218904313418534e+02, 2.772436834056480279e+02, 2.778763878807055221e+02, 2.773984770752339841e+02, 2.799614838066572702e+02, 2.777378159567283546e+02
2.078000000000000000e+03, 2.787565292348045887e+02, 2.799146331697162964e+02, 2.792983978262097935e+02, 2.806796578472603301e+02, 2.794747202173736582e+02, 2.776106651026410077e+02, 2.794562358262853081e+02, 2.774588581405410537e+02, 2.777913234524773429e+02, 2.774056332704985266e+02, 2.809147689560423373e+02, 2.784830105220659675e+02, 2.775686291726128729e+02, 2.772927082637937133e+02, 2.798948676347715150e+02, 2.773726898250757813e+02
2.079000000000000000e+03, 2.783549638161540543e+02, 2.795634179735587281e+02, 2.798382924915820809e+02, 2.815982657189835550e+02, 2.793210891923931740e+02, 2.779638760987328396e+02, 2.787531839158512526e+02, 2.774950647389659935e+02, 2.777887612348091579e+02, 2.783339445130053491e+02, 2.811143459373096221e+02, 2.782610957216069210e+02, 2.775524783902687886e+02, 2.776223728827209243e+02, 2.799457665201506984e+02, 2.772020678226754171e+02
2.080000000000000000e+03, 2.787827568446833197e+02, 2.795778541905746692e+02, 2.795144595411630348e+02, 2.810327230757537222e+02, 2.793410172866974222e+02, 2.775155409023277571e+02, 2.790426457537032547e+02, 2.777842041710979402e+02, 2.780225987717968792e+02, 2.774218535478381114e+02, 2.811185082995040716e+02, 2.778427953612943497e+02, 2.781279655297550448e+02, 2.773166121481251594e+02, 2.796004119373190520e+02, 2.782539489837288897e+02
2.081000000000000000e+03, 2.787521650729576095e+02, 2.793427189112227893e+02, 2.789352531176753587e+02, 2.806431145867611576e+02, 2.797406442114013885e+02, 2.780413552499585990e+02, 2.793397818591535611e+02, 2.771252480924371184e+02, 2.776815021145073388e+02, 2.784091203268576464e+02, 2.809899042871880397e+02, 2.781179268126861643e+02, 2.781900070670318428e+02, 2.774133093335462377e+02, 2.800187109348205468e+02, 2.780157740679010203e+02
2.082000000000000000e+03, 2.786812756381695522e+02, 2.794922424152393887e+02, 2.799841033272909954e+02, 2.803387385531632958e+02, 2.787882480340689426e+02, 2.784521183126100823e+02, 2.791900817833429755e+02, 2.777767732429706484e+02, 2.779183688419587384e+02, 2.783093400004463547e+02, 2.803700995851608013e+02, 2.776276594136651852e+02, 2.778052769155219721e+02, 2.779148534707872500e+02, 2.804464410639188259e+02, 2.779020791664133867e+02
2.083000000000000000e+03, 2.787968939188872355e+02, 2.795648320502922957e+02, 2.797692445650372974e+02, 2.808503425626928447e+02, 2.790295567367592753e+02, 2.785706563355670937e+02, 2.786292285525404964e+02, 2.776136874507599259e+02, 2.779747703463095263e+02, 2.779489882611974281e+02, 2.813919981916166648e+02, 2.776663661366994234e+02, 2.777278931505873061e+02, 2.775875106650529460e+02, 2.797463915028283736e+02, 2.781019415008648821e+02
2.084000000000000000e+03, 2.784265208917346968e+02, 2.798307085575245310e+02, 2.795747836789556118e+02, 2.808417691180393376e+02, 2.792815365799540359e+02, 2.777129887613539267e+02, 2.788750960022313734e+02, 2.774609303973223859e+02, 2.785862851090562344e+02, 2.775935434759612690e+02, 2.813936469992654565e+02, 2.777103013474397812e+02, 2.785455010829324465e+02, 2.773254399874469982e+02, 2.799275215375701009e+02, 2.774225470442808614e+02
2.085000000000000000e+03, 2.788648562356781895e+02, 2.800811645001043075e+02, 2.788467603642530435e+02, 2.806896778229560709e+02, 2.794755778890874467e+02, 2.782352885468391719e+02, 2.789397354626669312e+02, 2.769400595679971389e+02, 2.781296991175792073e+02, 2.774719083819814500e+02, 2.814052589641849522e+02, 2.782051929818451299e+02, 2.778621331144378246e+02, 2.776606612248013448e+02, 2.798136251635906433e+02, 2.775796115793846184e+02
2.086000000000000000e+03, 2.788521433990799778e+02, 2.797001442965087676e+02, 2.799023054494496705e+02, 2.804381997265750783e+02, 2.790040172838176886e+02, 2.776972224558269886e+02, 2.787434418914469347e+02, 2.773871237723800505e+02, 2.778340105300673031e+02, 2.786605475403363812e+02, 2.805912563262422168e+02, 2.782081901683184242e+02, 2.776579687839799817e+02, 2.774780843560967583e+02, 2.804448861778305968e+02, 2.774417907729971944e+02
2.087000000000000000e+03, 2.786543493738075767e+02, 2.796829252452344008e+02, 2.794153535640419932e+02, 2.811207468683255115e+02, 2.795927012606392736e+02, 2.774758984248778120e+02, 2.781294009233196789e+02, 2.771686848114704844e+02, 2.774820887115744767e+02, 2.776706930031210163e+02, 2.809930499643259623e+02, 2.774083559092824771e+02, 2.780712343588210160e+02, 2.773508588191320428e+02, 2.795181500142064692e+02, 2.775016530403656816e+02
2.088000000000000000e+03, 2.784990464687207350e+02, 2.793690868556334408e+02, 2.798928021503696755e+02, 2.807747447939719905e+02, 2.797783646435624405e+02, 2.777149920114459292e+02, 2.783482418103045575e+02, 2.774897783356212813e+02, 2.776205933549924225e+02, 2.778958141956514396e+02, 2.812361830164390426e+02, 2.775920488797595453e+02, 2.779724509016838283e+02, 2.776088246187066488e+02, 2.799367820400280493e+02, 2.779612365279429582e+02
2.089000000000000000e+03, 2.792441642385016394e+02, 2.791408808418416356e+02, 2.795800031224156896e+02, 2.807163367355836385e+02, 2.785680764489224543e+02, 2.780878689982662877e+02, 2.791836622541613906e+02, 2.774588902889072415e+02, 2.772753679654917960e+02, 2.777142648089756563e+02, 2.808285993649316197e+02, 2.779270034221626133e+02, 2.783476541640112032e+02, 2.776012200732660631e+02, 2.794575383353825941e+02, 2.778602990309443044e+02
2.090000000000000000e+03, 2.786933880179989842e+02, 2.798799986954091992e+02, 2.794471938124929125e+02, 2.806727893924092996e+02, 2.798520799719648267e+02, 2.775871585230296432e+02, 2.791769851963010183e+02, 2.777682100043643914e+02, 2.777019742005227272e+02, 2.777542221087761050e+02, 2.806886904392812312e+02, 2.781355613401398728e+02, 2.773410874239563668e+02, 2.777664409064710753e+02, 2.798670833749590088e+02, 2.777401681648900649e+02
2.091000000000000000e+03, 2.786104750090270841e+02, 2.796882194190610562e+02, 2.801650681596743766e+02, 2.808873760420224244e+02, 2.793819013309337151e+02, 2.775918229829119923e+02, 2.792847454401226059e+02, 2.777406483900599028e+02, 2.778218907614263458e+02, 2.787399930591330985e+02, 2.812764557795950964e+02, 2.780606836451319737e+02, 2.774972167045085030e+02, 2.775677186213904406e+02, 2.797069347526182810e+02, 2.775219164527818521e+02
2.092000000000000000e+03, 2.785924797796332086e+02, 2.793606535646324573e+02, 2.797373630066936130e+02, 2.813982472920226883e+02, 2.789229021557275132e+02, 2.780978466287498350e+02, 2.792458834596743600e+02, 2.773176353509946921e+02, 2.779507540129483232e+02, 2.785948673292875810e+02, 2.811943777821704202e+02, 2.779680817670081296e+02, 2.775666179720975606e+02, 2.773131193320742227e+02, 2.800369488298814531e+02, 2.777430255443628653e+02
2.093000000000000000e+03, 2.787241395567055520e+02, 2.795139506201613813e+02, 2.793329699028655568e+02, 2.813289874424458503e+02, 2.794063362065275555e+02, 2.779519538745345244e+02, 2.789736676793326069e+02, 2.773143860397526623e+02, 2.774909703345992966e+02, 2.786810970764502144e+02, 2.808920571781313811e+02, 2.779702130174334798e+02, 2.776733277060827163e+02, 2.775585551464089917e+02, 2.794534088358172994e+02, 2.775272296784081050e+02
2.094000000000000000e+03, 2.787982148899411072e+02, 2.792318629329515716e+02, 2.797384614052216989e+02, 2.811963880906968711e+02, 2.797256120591811168e+02, 2.776109890706876513e+02, 2.787840889309426871e+02, 2.774323153874982495e+02, 2.778490517406315803e+02, 2.779189713519717770e+02, 2.806376432516624959e+02, 2.782630240104838890e+02, 2.774479123755160686e+02, 2.773551952157793608e+02, 2.789096905940813258e+02, 2.775353817332463677e+02
2.095000000000000000e+03, 2.789289198782219614e+02, 2.792694558592805265e+02, 2.794182161623446063e+02, 2.813799873530484206e+02, 2.789643066233046511e+02, 2.780924697792970619e+02, 2.786433448147776630e+02, 2.768003766772753238e+02, 2.778623597907824205e+02, 2.781404353705694916e+02, 2.810075633087096776e+02, 2.782754022236683227e+02, 2.776672688591241922e+02, 2.774065530350134736e+02, 2.793717556472174692e+02, 2.774084467571111645e+02
2.096000000000000000e+03, 2.787627830626366858e+02, 2.795743120296809821e+02, 2.799226944961329764e+02, 2.810504164019225755e+02, 2.790130391242780661e+02, 2.781205854314570729e+02, 2.780562626121835024e+02, 2.769078027637727359e+02, 2.779835152992469602e+02, 2.776673327675577525e+02, 2.814869421035329538e+02, 2.772806788061447492e+02, 2.774439731255537254e+02, 2.772138945398278906e+02, 2.798524213114746431e+02, 2.774674876221258728e+02
2.097000000000000000e+03, 2.788047040385088167e+02, 2.793297010796657673e+02, 2.798849831667273520e+02, 2.813230186174719734e+02, 2.794462703195217159e+02, 2.783442636111154229e+02, 2.786896140456866533e+02, 2.778130465990295761e+02, 2.778068692443675332e+02, 2.785031272766246957e+02, 2.808450572177100071e+02, 2.780126644248052230e+02, 2.771864387064508151e+02, 2.773702120014332309e+02, 2.798511133281036791e+02, 2.776675414357833915e+02
2.098000000000000000e+03, 2.786482940923406204e+02, 2.792015546585531069e+02, 2.798708948186469456e+02, 2.815950209053066828e+02, 2.795771978168058922e+02, 2.779399405485916077e+02, 2.789394509302457550e+02, 2.772319810556874700e+02, 2.779166090720149782e+02, 2.786609455463884615e+02, 2.801943636184146271e+02, 2.780141670239538030e+02, 2.773398483425357881e+02, 2.774896919435128666e+02, 2.795173310408419525e+02, 2.771815507231916627e+02
2.099000000000000000e+03, 2.786318162381682555e+02, 2.793544092261243463e+02, 2.797686631222788947e+02, 2.812316975002939898e+02, 2.792150652442070395e+02, 2.780733703866043811e+02, 2.784217014934657755e+02, 2.775648728094909075e+02, 2.779261693629384240e+02, 2.774597052987141979e+02, 2.799743665497192069e+02, 2.778589005707844990e+02, 2.776389743957436735e+02, 2.779050699368351047e+02, 2.796840649522042668e+02, 2.774856554578327064e+02
2.100000000000000000e+03, 2.790706102486416853e+02, 2.796854606950869311e+02, 2.796515404903413469e+02, 2.811736587336094999e+02, 2.792119562471386871e+02, 2.778230669845419811e+02, 2.785247980867528099e+02, 2.775608336589415330e+02, 2.772969178775543355e+02, 2.784524146151234163e+02, 2.805364357933824522e+02, 2.781386262951256185e+02, 2.783498793330636545e+02, 2.775578282676770527e+02, 2.797336337488029017e+02, 2.773803192963175093e+02
