year, NorESM2-LM, ACCESS-ESM1-5, MIROC-ES2L, NorESM2-MM, GFDL-ESM4, CanESM5, INM-CM5-0, CESM2-WACCM, CMCC-ESM2, INM-CM4-8, UKESM1-0-LL, EC-Earth3-Veg, MPI-ESM1-2-LR, TaiESM1, CNRM-ESM2-1, IPSL-CM6A-LR
2.062000000000000000e+03, 1.558884426504935750e+00, 1.300598057753836523e+00, 1.173545544614851721e+00, 1.440743190029407428e+00, 2.318875347506065943e+00, 1.338124122061825627e+00, 1.690859526351539799e+00, 1.520705196146600269e+00, 2.311809983943815094e+00, 1.658514466101987717e+00, 2.447821889814630225e+00, 1.707811544416502070e+00, 1.428679851173248361e+00, 1.899454929114003710e+00, 1.243517386543314007e+00, 1.588841926389390480e+00
2.063000000000000000e+03, 1.544979561833352166e+00, 1.300198189569859331e+00, 1.187572216871626063e+00, 1.466024785906006933e+00, 2.238860048371547951e+00, 1.369112290496000250e+00, 1.681595763139982269e+00, 1.554182345881389704e+00, 2.308754214317087161e+00, 1.657884316390975332e+00, 2.503806748893110612e+00, 1.692434439734227691e+00, 1.431003271189666082e+00, 1.850768014694638808e+00, 1.249899091298749099e+00, 1.626768023014019571e+00
2.064000000000000000e+03, 1.514943898580902948e+00, 1.308143721597198050e+00, 1.151460442072597345e+00, 1.484410863019165250e+00, 2.265431186784418571e+00, 1.373718274025567343e+00, 1.665654439898138994e+00, 1.585274861964058424e+00, 2.491951671502103505e+00, 1.636727076015594973e+00, 2.473026909232042492e+00, 1.682710383767029194e+00, 1.441026524707699874e+00, 1.688640208486064997e+00, 1.163913964112283983e+00, 1.637658022932336976e+00
2.065000000000000000e+03, 1.506774160272318364e+00, 1.259924561323035208e+00, 1.149449480711377758e+00, 1.477757007290321445e+00, 2.299833708111260311e+00, 1.361034291590942802e+00, 1.665102681872885348e+00, 1.565964054992303733e+00, 2.518031831622915995e+00, 1.711395563789903207e+00, 2.404358538409352430e+00, 1.695386563672574454e+00, 1.420490049101096108e+00, 1.726762484998829894e+00, 1.286640644353109986e+00, 1.628378692684034235e+00
2.066000000000000000e+03, 1.545818407122121041e+00, 1.253850606083843910e+00, 1.153551384453655793e+00, 1.475798546677333123e+00, 2.284635896851038073e+00, 1.346179779895731121e+00, 1.656315493231736991e+00, 1.569881881581767002e+00, 2.494771815987655739e+00, 1.671067045443461963e+00, 2.461578974325379754e+00, 1.661154580346787535e+00, 1.442479903768940863e+00, 1.807774931508314031e+00, 1.236051332080074783e+00, 1.561361168825507573e+00
2.067000000000000000e+03, 1.509094075163589954e+00, 1.251479283263405629e+00, 1.164756234178856653e+00, 1.476611213903822772e+00, 2.291600241847629338e+00, 1.358138944040273577e+00, 1.689331163386160739e+00, 1.527253192144762517e+00, 2.462239005850557216e+00, 1.680924078202735261e+00, 2.495264044304378981e+00, 1.623236530154334334e+00, 1.453094933239778896e+00, 1.809185139574604584e+00, 1.235629140484113542e+00, 1.524821680699394832e+00
2.068000000000000000e+03, 1.491757431251339527e+00, 1.249843784677839631e+00, 1.153846879802368885e+00, 1.488949699760453660e+00, 2.347434309866148983e+00, 1.370237142909489503e+00, 1.669675548757521222e+00, 1.528161022860418550e+00, 2.431186603507466959e+00, 1.630692638342020162e+00, 2.481598935542519424e+00, 1.657014878785138423e+00, 1.427714972037134933e+00, 1.685799862501780488e+00, 1.289406429406831034e+00, 1.552515073104132837e+00
2.069000000000000000e+03, 1.512022119951445642e+00, 1.263154518930661885e+00, 1.162382140777100892e+00, 1.471238626196488042e+00, 2.286409047464820432e+00, 1.375657304697296190e+00, 1.624780395045161363e+00, 1.543251510371941748e+00, 2.431971497705518015e+00, 1.627293783078789247e+00, 2.493927279375110384e+00, 1.638799364805393122e+00, 1.450394271114155531e+00, 1.697465915755534294e+00, 1.264846068104001020e+00, 1.594066002028230677e+00
2.070000000000000000e+03, 1.535061633596632724e+00, 1.264405139612608364e+00, 1.145766821405450830e+00, 1.485327342130794648e+00, 2.334397770798067651e+00, 1.407557507887362336e+00, 1.629927857209996001e+00, 1.564368858898173231e+00, 2.436592344144909106e+00, 1.690257728967170747e+00, 2.500382872301974313e+00, 1.611615322156779051e+00, 1.448387671729299164e+00, 1.742097761456791405e+00, 1.249840857782465120e+00, 1.645782569730010136e+00
2.071000000000000000e+03, 1.491591545280497977e+00, 1.271213528551290661e+00, 1.167375601084781556e+00, 1.497822816896096088e+00, 2.229419994505512648e+00, 1.401532691263925212e+00, 1.600153716890418965e+00, 1.573715973328919437e+00, 2.189332041063448475e+00, 1.685984846409984916e+00, 2.517126296675533670e+00, 1.617264779234109717e+00, 1.445017744633902090e+00, 1.709756133554233282e+00, 1.257029560581970129e+00, 1.587504975679637109e+00
2.072000000000000000e+03, 1.484427542553566459e+00, 1.255899204908256905e+00, 1.170193194222838295e+00, 1.488320721205923736e+00, 2.263665041884028728e+00, 1.378675165451612061e+00, 1.693357451050482521e+00, 1.593829267601869937e+00, 2.400385265500295517e+00, 1.674207859102067486e+00, 2.487226028843295911e+00, 1.742422582567223932e+00, 1.427232413168113112e+00, 1.752266746667623831e+00, 1.270499287146090506e+00, 1.641187910539814609e+00
2.073000000000000000e+03, 1.476474303065835381e+00, 1.274418594872344768e+00, 1.165725268914001411e+00, 1.501088731247330665e+00, 2.220305562192022908e+00, 1.380687922764497921e+00, 1.664573377318856240e+00, 1.565051675347816307e+00, 2.630391545461133518e+00, 1.660273340302782952e+00, 2.437926800630240809e+00, 1.691492593910373543e+00, 1.445845790645122753e+00, 1.855373174039965933e+00, 1.290067728077039844e+00, 1.638846503260760423e+00
