year, INM-CM5-0, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-MM, TaiESM1, NorESM2-LM, MPI-ESM1-2-LR, INM-CM4-8, CNRM-ESM2-1, CESM2-WACCM, GFDL-ESM4, IPSL-CM6A-LR, UKESM1-0-LL, CanESM5, ACCESS-ESM1-5, EC-Earth3-Veg
2.059000000000000000e+03, 4.672840812329345783e-01, 3.200545676865552691e-01, 3.267073532481885034e-01, 5.633459198276086211e-01, -2.505899684685316056e-02, 3.711184872330763329e-01, 2.193019329265268325e-01, 8.824670874192535042e-01, 2.894366513011998876e-01, 4.787704756304045350e-01, 6.284545593718414702e-01, 4.723651738416530521e-01, 9.891916487427770965e-02, 5.747284033281068183e-01, 5.786700366744526036e-01, 1.218566579161983521e+00
2.060000000000000000e+03, 3.941010656026862624e-01, 5.899100639071538366e-01, -2.993884424218471452e-01, 2.204580635037146075e-01, 2.016136416427006528e-01, 4.996430534056817141e-01, 1.793841710749995710e-01, -7.210306220740370087e-01, 7.221553740671373678e-01, 3.469168511146596967e-01, 9.573099090667464006e-01, 2.494577987400420083e-01, 1.705062028428278309e-01, 9.522668498733825038e-01, 5.728296638886851838e-02, -8.409091891947682862e-02
2.061000000000000000e+03, -1.622403226645480201e-01, -3.138312221693878024e-01, -3.431893825100526541e-01, 6.155466975365473381e-01, -2.655485890078931530e-03, 5.497066835052771827e-01, 7.724819642880651482e-01, 3.015025697021040951e-01, 6.248353452838301125e-01, 4.053001579676283606e-01, 3.271015712173643286e-01, 5.470745693530230103e-01, 1.903668758224354718e-01, 4.717085619692659715e-01, 2.974710063379903402e-01, 6.728333533250371312e-01
2.062000000000000000e+03, 1.321602260634068049e+00, -5.172675160235047365e-01, -2.807449124096758619e-02, 3.387506123248298917e-01, 1.192867373983632351e-01, 6.510663488365329987e-02, 3.095693988343674041e-01, -5.616164200376978083e-02, 5.750260698141123061e-01, 2.381940523177293878e-01, 4.803341076167945700e-01, 7.354249811813680093e-01, -1.194949669539936143e-01, 1.117149411160479056e-01, 2.033893837808134208e-01, 2.880608891916945913e-01
2.063000000000000000e+03, -1.962689751033373786e-01, -3.848643363846689369e-01, -1.094087123210050472e-01, 4.853814118998731053e-01, -3.807029110338095990e-01, 4.012900123343518533e-01, 5.097429657851425960e-02, 2.926486621026627710e-01, 1.419949688344366301e-01, 6.685560216654331533e-01, 1.410589715180764481e-01, 7.261206702058297102e-01, 6.974059633138587344e-01, 4.588394526271692420e-01, 2.449224562845004893e-01, -1.312516056002376585e-01
2.064000000000000000e+03, -1.471602925532600192e-01, -2.875279417863539355e-01, -8.385546902141645109e-01, 4.662149350630882538e-01, -5.345178687494951397e-01, 2.115640171080419296e-01, 4.381455425064663678e-01, 6.593709636273663299e-02, -1.934186856149189560e-01, 4.237302807462213772e-01, 3.953955060918517006e-01, 7.111375631896268423e-01, 2.917521072347007971e-01, 4.349226326348468730e-01, 3.316138402288743570e-01, 8.277376847764175705e-02
2.065000000000000000e+03, -9.027799360344107571e-02, 7.902996744347233760e-01, -2.983294604936491679e-01, 3.599478432378039883e-01, 6.565441422451722131e-01, 3.525873120711426889e-01, 1.989901595532607148e-01, 8.761543082162371876e-01, 9.338860220953731917e-01, 5.129971139735088892e-01, 4.649258766625769534e-01, 5.335076739426941606e-01, -3.286187441618275140e-01, 4.213127853749056295e-01, -3.259671706315279138e-01, 3.669301746885007542e-01
2.066000000000000000e+03, -1.517820203225159481e-01, -9.587723600057072859e-02, -1.178335030150825663e-01, 1.476545596119453463e-01, 2.541421504030623724e-01, 4.632342761423166588e-01, 8.855811695153175123e-01, -2.004808121825003564e-01, -3.127918749848894175e-01, 3.144151822079531144e-01, 1.557797768239064795e-01, 6.721995937348774694e-03, 4.309331008477796376e-01, 1.025796283545144100e-01, 1.318409998680676876e-01, -1.480571555366706482e-01
2.067000000000000000e+03, 6.904644026929190881e-01, -8.621805727612810166e-01, 2.109635836115003882e-01, 5.464410411151420233e-01, -3.133121771652216392e-01, 2.467992568533131925e-01, 3.458083699477946249e-01, 6.050929434930548689e-01, 6.726139570436646675e-01, 1.928400526598487985e-01, 5.619647058812955454e-01, -9.446110696239316817e-02, 1.895359799720435778e-01, 4.073333756674906714e-01, -2.237979159400297138e-02, 3.698268666032223373e-01
2.068000000000000000e+03, 1.247967930189094909e+00, -4.498088795685744601e-01, -7.664480749952045091e-01, 4.277769879969937072e-01, 1.522718035102824108e-01, 6.497743051445499518e-02, 8.434018564425439790e-02, 3.714302839072662343e-01, 7.309578897459813041e-01, 4.243492210924660890e-01, 6.252498500681764604e-01, 6.373291159234345526e-01, 1.542435283990392092e-01, 3.438344004936015885e-01, -2.110669359061042791e-02, -2.019231634855660762e-01
2.069000000000000000e+03, -3.156655628618300069e-01, 7.432205805859859460e-01, -1.882357271587158931e-01, 1.342396855877344974e-01, 4.193511189815704587e-02, 3.253749006720589310e-01, 1.452778614809174251e-01, -8.315606021176230600e-02, 6.627590943758823183e-01, 2.780775968872883919e-01, 4.071151482530415144e-01, 7.867643393940484398e-01, 2.858896539348710353e-01, 4.640722436832205311e-01, -8.975921226372653161e-02, 7.394671589237467035e-02
2.070000000000000000e+03, 3.644199233434732288e-01, 1.416549859935124778e-01, -2.111939315022321739e-01, 4.617658019932611158e-01, -2.543724114999370012e-01, 5.354076742020438262e-01, 3.704157289066037362e-01, 3.084830510067512743e-01, 2.175480426717499305e-01, 2.465326393757320544e-01, 6.113614186128468742e-01, 8.903639854548858201e-01, -2.522797283180594485e-02, 6.290108835736369919e-01, -2.412248013564056645e-02, -2.834089970836347061e-01
2.071000000000000000e+03, 2.657550356910841072e-01, -4.553612362420226822e-01, -2.189411019615644105e-01, 5.532563708403949176e-01, -1.998376755933404733e-02, 1.889152066082216697e-01, 2.117668827152263678e-01, -7.726444269462087733e-02, -1.382545930115425536e-01, 5.933319006487856040e-01, -6.324021943547895874e-02, 2.782489859321712888e-01, 6.724713604961324309e-01, 5.315570270736207359e-01, 1.726118526396847597e-01, 9.001197978733078697e-01
2.072000000000000000e+03, 1.132479753199002959e+00, 6.032621709725854986e-01, -7.244299322614626557e-02, 3.045440713837541113e-01, 2.256221982937263726e-01, -8.728155190963782228e-02, -9.436481954719381712e-03, -2.071525045289873690e-01, 4.677054004977984070e-01, 2.315702747541174833e-01, 3.541313422762918384e-01, 9.637176566972192049e-01, -1.267104042456619339e-01, 1.188796656955349029e-01, -1.648347158805743562e-01, 6.296073625977253174e-01
2.073000000000000000e+03, 1.469240161775769438e-01, 7.760848247836501512e-01, -3.001772254939675810e-01, 4.907353155726713045e-01, 1.727175301061717738e-01, 4.057325085245083174e-01, 1.648047531164723023e-01, 8.081908067885925639e-01, 2.818126299331933371e-01, 4.950398068720914813e-01, -1.395614502098657672e-01, 4.870482066920807096e-01, -1.679297436279932054e-01, 3.511329549066075084e-01, 4.122564893633025029e-01, 7.604200614288897375e-02
2.074000000000000000e+03, -6.606941525976535168e-01, -2.555539220195637284e-01, -1.600619751630037169e-01, 3.146315811318115552e-01, -1.984767456375594596e-01, 6.482997496948649241e-01, -2.128062063769297144e-02, 1.339706972808167418e+00, 4.811861971168097662e-01, 2.859713052749536244e-01, -2.194935417227341506e-02, 2.986395414546746951e-01, 4.410516400178544072e-01, 6.527119549876128080e-01, 5.997893259704272229e-01, -4.551166057354095185e-01
