year, NorESM2-MM, GFDL-ESM4, TaiESM1, CNRM-ESM2-1, CNRM-ESM2-1, EC-Earth3-Veg, GFDL-ESM4, TaiESM1, NorESM2-MM, CESM2-WACCM, NorESM2-LM, MPI-ESM1-2-LR
2.085000000000000000e+03, 2.515037065828246008e-10, 9.173265127405810352e-10, 2.614404461385914133e-10, 6.496768247961154839e-10, 6.496768247961154839e-10, 5.968303089481561315e-10, 9.222218635632393687e-10, 2.614404461385914133e-10, 2.515037065828246008e-10, 3.224557146158894595e-10, 2.957223079653378256e-10, 4.934551177787746365e-10
2.086000000000000000e+03, 2.338893169501095250e-10, 1.072984909230176819e-09, 2.556238352749607444e-10, 7.772787811475052418e-10, 7.772787811475052418e-10, 6.204905976667081391e-10, 1.077800748947442420e-09, 2.556238352749607444e-10, 2.338893169501095250e-10, 2.401964331272814449e-10, 1.916238281038151148e-10, 5.564733429540036554e-10
2.087000000000000000e+03, 2.566022464801143833e-10, 8.396256502155884798e-10, 2.753232342375502241e-10, 6.603589545527948111e-10, 6.603589545527948111e-10, 5.747658057798316550e-10, 8.445568109393936431e-10, 2.753232342375502241e-10, 2.566022464801143833e-10, 2.332115898191651497e-10, 1.534912625400916541e-10, 4.945810235805671453e-10
2.088000000000000000e+03, 1.542849765677105844e-10, 8.742597142133552806e-10, 2.368143013646169769e-10, 9.086147393120351768e-10, 9.086147393120351768e-10, 5.122055383580941683e-10, 8.791203768854263491e-10, 2.368143013646169769e-10, 1.542849765677105844e-10, 2.768171781741173246e-10, 1.647876246422258763e-10, 5.502829905278116115e-10
2.089000000000000000e+03, 1.895432095894684563e-10, 8.149332109479130275e-10, 2.076082218365670654e-10, 8.517019738579269012e-10, 8.517019738579269012e-10, 4.491034764628264701e-10, 8.200573952188328397e-10, 2.076082218365670654e-10, 1.895432095894684563e-10, 2.613878818236352386e-10, 1.049830996674321139e-10, 6.979204101901670356e-10
2.090000000000000000e+03, 2.427807247334981610e-10, 9.736105213519178870e-10, 2.388738878927896315e-10, 6.011305421533093305e-10, 6.011305421533093305e-10, 4.428725304387416033e-10, 9.788219812229907413e-10, 2.388738878927896315e-10, 2.427807247334981610e-10, 2.372075749110316102e-10, 1.741062303214376703e-10, 6.258047963815281163e-10
2.091000000000000000e+03, 1.787373833863559432e-10, 9.588065473948987378e-10, 2.638465252650823859e-10, 9.356214039850426411e-10, 9.356214039850426411e-10, 5.517019416618314162e-10, 9.638357751532744483e-10, 2.638465252650823859e-10, 1.787373833863559432e-10, 1.649197778939960794e-10, 1.374764709963204792e-10, 5.922300058834354627e-10
2.092000000000000000e+03, 1.558271826932403046e-10, 8.945570765528022214e-10, 2.727557572579703846e-10, 9.022790554325390901e-10, 9.022790554325390901e-10, 8.573907037658762124e-10, 8.995566207837873190e-10, 2.727557572579703846e-10, 1.558271826932403046e-10, 1.780072473354061851e-10, 1.854121774873788163e-10, 5.296785847548992281e-10
2.093000000000000000e+03, 1.784918989115543203e-10, 6.780832288023072156e-10, 2.203864396483502843e-10, 9.888454058439128797e-10, 9.888454058439128797e-10, 7.408173640242299143e-10, 6.832637554127580113e-10, 2.203864396483502843e-10, 1.784918989115543203e-10, 1.556083756370080853e-10, 1.524547924656049496e-10, 5.344713875816973656e-10
2.094000000000000000e+03, 1.569325838134528195e-10, 8.707914515964673667e-10, 2.265643400843589698e-10, 5.132904749378386582e-10, 5.132904749378386582e-10, 5.306139431313755117e-10, 8.757159997959980477e-10, 2.265643400843589698e-10, 1.569325838134528195e-10, 2.250229599296663753e-10, 1.288153533511359213e-10, 6.173685486933949778e-10
2.095000000000000000e+03, 1.626499256643434695e-10, 8.843622676094855778e-10, 2.400685588142713596e-10, 7.747585036020844926e-10, 7.747585036020844926e-10, 6.574703222426912477e-10, 8.894936502229890971e-10, 2.400685588142713596e-10, 1.626499256643434695e-10, 2.178139015273565062e-10, 1.886293403931307492e-10, 5.153255652965958560e-10
2.096000000000000000e+03, 9.525915405601120914e-11, 8.030602639205790945e-10, 2.228254548254028404e-10, 9.070156158859190645e-10, 9.070156158859190645e-10, 4.089499882423898076e-10, 8.077051881128887337e-10, 2.228254548254028404e-10, 9.525915405601120914e-11, 1.549262645713075317e-10, 1.050213330132451295e-10, 5.469862421792661477e-10
2.097000000000000000e+03, 1.978829003921094206e-10, 7.850017761241077698e-10, 2.205523234951999523e-10, 7.676838967197597383e-10, 7.676838967197597383e-10, 5.330996772761526324e-10, 7.898607353995816579e-10, 2.205523234951999523e-10, 1.978829003921094206e-10, 1.762459975195003098e-10, 1.104504270359420944e-10, 4.977026987430449618e-10
2.098000000000000000e+03, 1.663012887695510465e-10, 9.351006585945986848e-10, 2.651869894518970188e-10, 7.991171708647297885e-10, 7.991171708647297885e-10, 6.722189264901071949e-10, 9.398141540203231462e-10, 2.651869894518970188e-10, 1.663012887695510465e-10, 2.253672062711624926e-10, 1.470679704519934008e-10, 5.846170979381647449e-10
2.099000000000000000e+03, 1.462494994843749566e-10, 7.967952157234359962e-10, 2.510377887537163073e-10, 8.302793713437611470e-10, 8.302793713437611470e-10, 5.069678106074463101e-10, 8.015383204299232637e-10, 2.510377887537163073e-10, 1.462494994843749566e-10, 2.288329408700911405e-10, 1.600549105600155789e-10, 8.252782309010863487e-10
2.100000000000000000e+03, 1.672617739056652493e-10, 8.044685070729958580e-10, 2.630380522036260598e-10, 8.620356875718887403e-10, 8.620356875718887403e-10, 4.669058034147879932e-10, 8.091123354764764752e-10, 2.630380522036260598e-10, 1.672617739056652493e-10, 1.815223725367696322e-10, 1.107429675199069359e-10, 5.519216421480978450e-10
