year, MIROC-ES2L, EC-Earth3-Veg, GFDL-ESM4, CESM2-WACCM, CMCC-CM2-SR5, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1, IPSL-CM6A-LR, ACCESS-ESM1-5, CanESM5, NorESM2-LM, NorESM2-MM
2.088000000000000000e+03, 7.636076255095161969e+01, 1.177007853640688317e+01, 6.433641413498791906e+01, 8.338066988349412512e+00, 1.072840282671656453e+01, 1.978715878325063571e+00, 6.222912156378096427e+01, 7.307854023684397760e+01, 2.319558906644229168e+01, 1.062304107351062932e+01, 1.986279576992709650e+01, 8.075696880686880519e+00, 8.458116591539832640e+00
2.089000000000000000e+03, 7.622296086084213584e+01, 1.166031343234652518e+01, 6.465587771935126682e+01, 8.248166863854025976e+00, 1.095161400023210163e+01, 1.904918165360719007e+00, 6.228907218422305903e+01, 7.277488871415469873e+01, 2.311868119965177470e+01, 1.057189361381712800e+01, 1.991275680215844446e+01, 7.756707625799328376e+00, 8.371206616931235800e+00
2.090000000000000000e+03, 7.637897683903878487e+01, 1.172259564021152478e+01, 6.485130153178137391e+01, 8.200425938907697443e+00, 1.093585632678015429e+01, 1.818810086903534184e+00, 6.230018603273358480e+01, 7.268951536747374575e+01, 2.311658217933082327e+01, 1.050936212193983010e+01, 1.991023272251138110e+01, 7.657851917521437457e+00, 8.424822077698717493e+00
2.091000000000000000e+03, 7.625604274788281600e+01, 1.176950142405102895e+01, 6.473478413398794373e+01, 8.374154764084279279e+00, 1.056575067334123830e+01, 2.139212022956458625e+00, 6.220282625487224237e+01, 7.317725346709855216e+01, 2.310333602820695376e+01, 1.056358936534985027e+01, 1.974692210592557018e+01, 7.842959736725602760e+00, 8.462987919907286383e+00
2.092000000000000000e+03, 7.598053225896681795e+01, 1.179783043705513457e+01, 6.473284119906428202e+01, 8.378561827174882737e+00, 9.851533235823216827e+00, 2.188519657881399016e+00, 6.241384598247315552e+01, 7.282166649219129795e+01, 2.311740949976657333e+01, 1.055900259604119817e+01, 1.984678976609469103e+01, 8.097190087099082945e+00, 8.459556321875377094e+00
2.093000000000000000e+03, 7.605608444871704421e+01, 1.155101128871103100e+01, 6.474412491569336225e+01, 8.395227329005619410e+00, 1.012390909679413120e+01, 1.777449054167502984e+00, 6.234387856199248290e+01, 7.270546043421221327e+01, 2.308225238965040305e+01, 1.058694644284277153e+01, 1.968335425113208714e+01, 8.128349775523753706e+00, 8.540757131009339531e+00
2.094000000000000000e+03, 7.654186789327822282e+01, 1.160637609105204682e+01, 6.512604522704971544e+01, 8.302987222974167025e+00, 1.082250275604417666e+01, 1.752990852980744751e+00, 6.232991295291429878e+01, 7.235952295448974780e+01, 2.320590270128005983e+01, 1.056782484919791187e+01, 1.972940968577220389e+01, 8.003012351059718199e+00, 8.444972037926772757e+00
2.095000000000000000e+03, 7.686106879000770675e+01, 1.150582250630486492e+01, 6.553103049278253422e+01, 8.470492985773185879e+00, 1.044540192716581650e+01, 1.873946738327283867e+00, 6.231633548210267293e+01, 7.271967530557773784e+01, 2.323339043012848038e+01, 1.067867973065971121e+01, 1.992594914966727870e+01, 8.027802526894072699e+00, 8.407913800841992469e+00
2.096000000000000000e+03, 7.680304722578173937e+01, 1.129441776946171849e+01, 6.583036352212330655e+01, 8.346177683530367375e+00, 1.055793513759094893e+01, 1.935972143771987231e+00, 6.237913087716306393e+01, 7.266916365169977610e+01, 2.330101606788301538e+01, 1.068335859585532077e+01, 1.980430534035719603e+01, 8.145816815212407747e+00, 8.563144682570221988e+00
2.097000000000000000e+03, 7.685242650021477573e+01, 1.121186341925854002e+01, 6.596510371666025208e+01, 8.142215206637427372e+00, 1.039596411208847648e+01, 1.883150394375171510e+00, 6.235923265455955544e+01, 7.263789373628479495e+01, 2.329489524482243468e+01, 1.065758496318843740e+01, 1.980004196240225767e+01, 8.148274868927602554e+00, 8.583240647318026717e+00
2.098000000000000000e+03, 7.699191516933075263e+01, 1.134136610728893935e+01, 6.611172138076727833e+01, 8.270055373078477601e+00, 1.017531257288086977e+01, 2.011172458293437160e+00, 6.242782997424676950e+01, 7.251091652166837775e+01, 2.328090913457377553e+01, 1.062534757467004454e+01, 2.008154817268979997e+01, 8.091782542870037176e+00, 8.537190278138822919e+00
2.099000000000000000e+03, 7.716585380384572090e+01, 1.146715478762621032e+01, 6.617860677113883128e+01, 8.406195227877065079e+00, 1.066407796487126980e+01, 1.941064421933692552e+00, 6.255351011858453347e+01, 7.236594852083372587e+01, 2.339251764574420278e+01, 1.058784418560730956e+01, 1.968740282294736943e+01, 8.240242420649535049e+00, 8.566736905439430672e+00
2.100000000000000000e+03, 7.714754922139483995e+01, 1.136683397095794668e+01, 6.621947061115508859e+01, 8.514859297627385359e+00, 1.055532270481042367e+01, 1.878223528724513036e+00, 6.261329575060300101e+01, 7.231810389132580497e+01, 2.336949560393147607e+01, 1.049294799397200961e+01, 1.932176378974441633e+01, 8.304226644705034133e+00, 8.549649576671951579e+00
