year, EC-Earth3-Veg, CNRM-ESM2-1, CMCC-CM2-SR5, ACCESS-ESM1-5, MPI-ESM1-2-LR, CanESM5, UKESM1-0-LL, TaiESM1, NorESM2-MM, GFDL-ESM4, CESM2-WACCM, NorESM2-LM, MIROC-ES2L, IPSL-CM6A-LR
2.030000000000000000e+03, 6.287884168637018156e+00, 7.976651262617532545e+00, 7.081412373779127911e+00, 7.495601163392657362e+00, 1.050868155205847643e+01, 1.012395591234106540e+01, 9.896802198862141964e+00, 5.095868181763770544e+00, 5.834514228594112062e+00, 7.704935695652186389e+00, 6.236894919966929685e+00, 5.795259201966732832e+00, 1.011192205777354047e+01, 6.511444935990247984e+00
2.031000000000000000e+03, 6.231752749460203411e+00, 8.381276924655265859e+00, 6.952498830686488773e+00, 7.440064929011952266e+00, 1.093264133991627673e+01, 1.011414679493850777e+01, 9.491263787340955105e+00, 5.132315817124957213e+00, 6.232124530849780797e+00, 7.610529378918599264e+00, 6.057901188195670805e+00, 5.736238226587952127e+00, 9.865539557194727749e+00, 6.610310136387930413e+00
2.032000000000000000e+03, 6.282998094659863142e+00, 8.802479979893426787e+00, 7.237791747717698954e+00, 7.365424297074545379e+00, 1.082246546423214895e+01, 1.020206009274555825e+01, 9.353225724410769715e+00, 5.419246954677158001e+00, 5.955024419192961105e+00, 7.424964591782606149e+00, 6.141246698650878244e+00, 5.895629264399470770e+00, 1.008049067212575522e+01, 6.583979796543584229e+00
2.033000000000000000e+03, 6.099470507212901182e+00, 8.406039972105313396e+00, 7.045667263240487976e+00, 7.417311728831943896e+00, 1.058838948721540341e+01, 1.007626667139337506e+01, 9.459699215775760450e+00, 5.269071506353665946e+00, 5.976750888386249905e+00, 7.797426708260752903e+00, 6.190138165231920730e+00, 5.462393263502443475e+00, 1.045297774989993655e+01, 6.660679082816506558e+00
2.034000000000000000e+03, 6.077688130951285572e+00, 8.459283539975317012e+00, 7.197648482562031269e+00, 7.427042939430046786e+00, 1.083038371008907497e+01, 9.865529780472023447e+00, 1.034357766862681771e+01, 5.124606757567407023e+00, 5.866560998811796601e+00, 8.080307519300003349e+00, 6.257034079495053192e+00, 5.623736513862266584e+00, 1.027230858303116712e+01, 6.940539969378678897e+00
2.035000000000000000e+03, 6.777505931822401131e+00, 8.316734519305990503e+00, 7.283884094226373840e+00, 7.460058950481628592e+00, 1.065958882955194653e+01, 1.000049962529429060e+01, 9.471652810675500689e+00, 5.141259355463875913e+00, 5.856911202356448243e+00, 7.816408393543190947e+00, 6.231420007095413105e+00, 5.796369324234277975e+00, 1.016148309058425880e+01, 6.537140470642776258e+00
2.036000000000000000e+03, 6.782844396180796487e+00, 8.651885872141004796e+00, 7.210054816498357333e+00, 7.473921148885666277e+00, 1.091543907293821825e+01, 1.023304346757774219e+01, 1.023472314756317658e+01, 5.254971428304177294e+00, 5.884430812822353474e+00, 8.077067614216876024e+00, 6.375882399925586697e+00, 5.843718831262460611e+00, 9.920350738593782580e+00, 6.571676359036511705e+00
2.037000000000000000e+03, 6.619292032043778917e+00, 8.414019161814518810e+00, 7.502018517379561047e+00, 7.599275194715723103e+00, 1.068826505368627622e+01, 1.017456792392882825e+01, 1.001282676400137461e+01, 5.174763581672394253e+00, 6.279175358299609933e+00, 8.254760305418116673e+00, 6.271004832628428005e+00, 6.174570427517999782e+00, 1.011303041016436488e+01, 6.624734154605550707e+00
2.038000000000000000e+03, 6.481644027484584569e+00, 7.942779134068645774e+00, 7.174565050632589092e+00, 7.488225254160614242e+00, 1.051443912299897399e+01, 1.034810431555256827e+01, 1.009515671974502204e+01, 5.269138563951495158e+00, 6.166840888086491113e+00, 8.312315135147246181e+00, 6.651945919661411466e+00, 5.722403949815328517e+00, 1.062977792346597106e+01, 6.681424576206287824e+00
2.039000000000000000e+03, 6.546912519036682809e+00, 8.580106188166404024e+00, 7.371956948997747006e+00, 7.558971783801012201e+00, 1.065053970879912981e+01, 1.029795971318712944e+01, 9.660642603438500231e+00, 5.348106950239311708e+00, 5.985362816939641561e+00, 8.181576213232618855e+00, 6.420715845380311038e+00, 5.776354771907196373e+00, 1.050282880339315206e+01, 6.871022174085364753e+00
2.040000000000000000e+03, 5.954383757539289057e+00, 8.690402687441464380e+00, 7.209846380693955226e+00, 7.727095144819550399e+00, 1.055923710073152755e+01, 1.045615401484577234e+01, 9.811344012419876748e+00, 5.353227100215343093e+00, 6.011812320975164603e+00, 7.994299476644628477e+00, 6.136574296024387642e+00, 5.913085891023087903e+00, 1.034988146373017237e+01, 7.021791902167676014e+00
2.041000000000000000e+03, 6.368759194602126250e+00, 8.513975342970026006e+00, 7.412915341780220047e+00, 7.675449444218259032e+00, 1.041649743345534596e+01, 1.038142596114695060e+01, 1.006980398923243314e+01, 5.121824642619684731e+00, 6.308142278933067004e+00, 8.130278911056031177e+00, 6.468552143285881684e+00, 6.047044394422062652e+00, 9.963895161297447345e+00, 6.909477358234171973e+00
2.042000000000000000e+03, 6.686156211844211938e+00, 8.877698539505130881e+00, 7.444980638728400990e+00, 7.670773845866055929e+00, 1.094181648106418514e+01, 1.062793245564981248e+01, 1.071726849141105120e+01, 5.271989543908734532e+00, 6.104137696429230431e+00, 8.216782307952575692e+00, 6.068247461417672461e+00, 6.078164247165399381e+00, 1.048596252768624915e+01, 6.898176972297135556e+00
2.043000000000000000e+03, 6.222653777462524793e+00, 8.932294590976132653e+00, 7.187054747129737464e+00, 7.610278328872984943e+00, 1.090599980173469596e+01, 1.034079468404222091e+01, 1.033757326579489799e+01, 5.445082934622116788e+00, 6.342072263969392054e+00, 8.254906117504846819e+00, 6.280956042819364704e+00, 5.909614771146903145e+00, 1.054534637507813954e+01, 6.897940642680727485e+00
2.044000000000000000e+03, 6.602755771019491959e+00, 8.197503728648584342e+00, 7.282551504181324020e+00, 7.634121513329462871e+00, 1.020047839934073686e+01, 1.043943620864148691e+01, 1.017356803383424513e+01, 5.264453326135770439e+00, 6.099941245325644523e+00, 8.032654717645842268e+00, 6.376480434230753502e+00, 5.860936259903801293e+00, 1.037496107533836565e+01, 6.762393100397484424e+00
2.045000000000000000e+03, 6.311238928811349957e+00, 8.402187671855541495e+00, 7.877237139395002252e+00, 7.658728663269083192e+00, 1.077340027576072501e+01, 1.074302942288555585e+01, 1.010785196768286021e+01, 5.524612500608694354e+00, 6.190806774360002152e+00, 8.120213001640122386e+00, 6.333250949018269793e+00, 5.996659219113028350e+00, 1.017251865046586268e+01, 6.747295379153630535e+00
2.046000000000000000e+03, 6.106298033913045487e+00, 8.921791471711578936e+00, 7.430168349381467863e+00, 7.660755139903208999e+00, 1.055445142172148287e+01, 1.049795040361650678e+01, 1.084882707589474826e+01, 5.515343975329551007e+00, 5.918420168508501611e+00, 8.346474183773798572e+00, 6.558482570747812268e+00, 5.835396530430827511e+00, 1.038075754323178757e+01, 6.893864872168318669e+00
2.047000000000000000e+03, 6.977959975177924434e+00, 8.877724462923611171e+00, 7.581120282050865633e+00, 7.655171944996260969e+00, 1.091734846522757074e+01, 1.063178230739209340e+01, 1.058659918952691115e+01, 5.200697193266560880e+00, 6.090741402267074278e+00, 8.148604443890398841e+00, 6.083964324775594790e+00, 6.080386015273417044e+00, 1.049957674777394345e+01, 6.717730756988811613e+00
2.048000000000000000e+03, 6.277145611803752523e+00, 8.630498417258211319e+00, 7.446717023188032414e+00, 7.592187874098884848e+00, 1.070102507154963511e+01, 1.073589582274074772e+01, 1.018505286954283662e+01, 5.251062481178653485e+00, 6.080303321056428345e+00, 8.039341211056196812e+00, 6.705570897159980781e+00, 6.255991957126890490e+00, 1.040255437257906479e+01, 6.906611830946396857e+00
2.049000000000000000e+03, 6.820003097845249052e+00, 9.051990881200651984e+00, 7.617914066983706434e+00, 7.664529124803504345e+00, 1.075614088759308373e+01, 1.072584635283482335e+01, 1.028655574152003105e+01, 5.180377350753381016e+00, 5.996059620102592191e+00, 8.197523416344184355e+00, 6.491892882881611371e+00, 6.274038084742160848e+00, 1.047731350528259675e+01, 6.961668538643843718e+00
2.050000000000000000e+03, 6.788634744922075193e+00, 8.657085109746386564e+00, 7.424450473076141144e+00, 7.617933472847795429e+00, 1.037776332235207200e+01, 1.054379058434849270e+01, 1.024169595217487405e+01, 5.610631179440536798e+00, 6.363563236967699766e+00, 8.133953437049344259e+00, 6.599481800031864687e+00, 5.958011519764270680e+00, 1.083319886885259464e+01, 6.950594848266017145e+00
2.051000000000000000e+03, 6.331178083711773930e+00, 8.658347364758197884e+00, 7.717051848805743575e+00, 7.749217894014783781e+00, 1.080968758189474066e+01, 1.106575144276131439e+01, 1.039741434592120939e+01, 5.641679748402618877e+00, 6.080314264597877383e+00, 8.222191465237091990e+00, 6.405910008701897418e+00, 5.944499548931928778e+00, 1.034474118063306314e+01, 6.842787303246968378e+00
2.052000000000000000e+03, 6.034618896072507788e+00, 8.674142962073458918e+00, 7.626046509897781434e+00, 7.817383155477515722e+00, 1.083541659731492146e+01, 1.057613479033995496e+01, 1.023974739206664886e+01, 5.540807812440028179e+00, 6.404174677209717892e+00, 8.434099501544205069e+00, 6.648241797012541809e+00, 5.911715259077211293e+00, 1.055961016953523490e+01, 6.655077408340308587e+00
2.053000000000000000e+03, 6.309552443664957266e+00, 8.754534794074624315e+00, 7.617788860915903015e+00, 7.626249580472930667e+00, 1.052032555207094688e+01, 1.088497408902707164e+01, 1.053789887930620317e+01, 5.192036379214314046e+00, 6.171458694747158802e+00, 8.160872550288017280e+00, 6.162237984346257136e+00, 5.982782023757103218e+00, 1.038019141725294325e+01, 6.787842688772053101e+00
2.054000000000000000e+03, 6.322791335521657174e+00, 8.554183950729147057e+00, 7.837104585379978339e+00, 7.638828772486566443e+00, 1.027343596002702597e+01, 1.111421777497531060e+01, 1.000716540883574091e+01, 5.291125424923073695e+00, 6.318691936002425180e+00, 8.145588345062666491e+00, 6.566625766378229478e+00, 6.097587391720791672e+00, 1.010900763639543953e+01, 6.792061530587767848e+00
2.055000000000000000e+03, 6.606245359725267718e+00, 8.674226207580030490e+00, 7.558149300837289530e+00, 7.700287675476995553e+00, 1.070817967632158663e+01, 1.098550943531421886e+01, 1.025247321499083419e+01, 5.196724058584583084e+00, 6.191729523889462072e+00, 8.174864545433409901e+00, 6.710263218287353837e+00, 5.943825031473041420e+00, 1.075407646811969542e+01, 7.045879267123331680e+00
2.056000000000000000e+03, 6.991163286089051354e+00, 8.924552783415151680e+00, 7.663683137445197247e+00, 7.475096428688579486e+00, 1.075435714345139004e+01, 1.081124356079653559e+01, 1.045315686569017899e+01, 5.817598990479289967e+00, 6.185973936701479658e+00, 8.358676790972662474e+00, 6.430920905245715247e+00, 6.371434297669516411e+00, 1.074782982111563179e+01, 6.942081305646425449e+00
2.057000000000000000e+03, 6.828597432437828019e+00, 9.167176776699589524e+00, 7.626155870316865482e+00, 7.697246217177615257e+00, 1.075315722241090555e+01, 1.119495484092742998e+01, 1.042376222275033015e+01, 5.346434951985316708e+00, 6.063223416652342657e+00, 8.353870394938752497e+00, 6.206982593790186797e+00, 6.110806154066310114e+00, 1.067782525664634719e+01, 7.112028522683493392e+00
2.058000000000000000e+03, 6.726634160762575476e+00, 9.077291451538625822e+00, 7.497721874918268803e+00, 7.702693799036081757e+00, 1.126730940611693477e+01, 1.083655727232458865e+01, 1.074813681879494531e+01, 5.221259382643822278e+00, 6.507243569096105240e+00, 8.415270815789298808e+00, 6.975385064032628257e+00, 6.089231154771747256e+00, 1.064049051736726703e+01, 7.103970958282071813e+00
2.059000000000000000e+03, 6.583281167682004664e+00, 8.706858160975937011e+00, 7.753932113258067638e+00, 7.918303720768167686e+00, 1.100865867261157938e+01, 1.117373124165583675e+01, 1.079918357584957533e+01, 5.384721218168300183e+00, 6.057932554516476387e+00, 8.434993391501381055e+00, 6.333148017317462575e+00, 6.458768015575786059e+00, 1.076121202271195365e+01, 7.140418256587103940e+00
2.060000000000000000e+03, 7.023162340315940000e+00, 8.770747146909947389e+00, 7.595468223377197070e+00, 7.801904900535527432e+00, 1.130599391527698216e+01, 1.124376711417928298e+01, 1.069003345600101618e+01, 5.463644770213499591e+00, 6.220500871430047596e+00, 8.319653641676930889e+00, 6.496299130076713446e+00, 6.288515688558855565e+00, 1.058773622796575609e+01, 6.938950901282476380e+00
2.061000000000000000e+03, 6.445138159827731528e+00, 8.748001269879859265e+00, 7.512967415926934400e+00, 7.783198454483514439e+00, 1.059957292957555275e+01, 1.098880924598423015e+01, 1.011534166045456651e+01, 5.374364608982786784e+00, 6.205816107404387161e+00, 8.548474454487815066e+00, 6.470715802079907597e+00, 6.430317057285731330e+00, 1.036473497175386704e+01, 6.896084096194304180e+00
2.062000000000000000e+03, 6.478771382869537909e+00, 8.459456436713667316e+00, 7.519733589295204190e+00, 7.910631815895996510e+00, 1.060172792190620505e+01, 1.098970828437660785e+01, 9.980269774202874089e+00, 5.412369585574094977e+00, 6.109036455142033972e+00, 8.691370180875530593e+00, 6.593692235213359787e+00, 6.455383799562268266e+00, 1.029459026924915754e+01, 7.075208350933997359e+00
2.063000000000000000e+03, 6.799240269385123270e+00, 8.566852546537557345e+00, 7.538098177700918612e+00, 7.842117674273222150e+00, 1.055970480672332812e+01, 1.111114610049124174e+01, 1.044148719837442840e+01, 5.524149178779746983e+00, 6.596342967789281531e+00, 8.474753754674212658e+00, 6.618891106090524445e+00, 6.533195486483137415e+00, 1.102703753248948360e+01, 7.301014442342898647e+00
2.064000000000000000e+03, 6.457777839924347063e+00, 7.985607918237037417e+00, 7.396412534006667983e+00, 7.850667698360981994e+00, 1.089511446076083345e+01, 1.101447940367581424e+01, 1.009824372674771276e+01, 5.703214798289545584e+00, 6.642282678103295979e+00, 8.528480094172859793e+00, 6.933978679276508572e+00, 5.987610429040948645e+00, 1.086620575799754107e+01, 7.276526104023679054e+00
2.065000000000000000e+03, 6.671156846156526932e+00, 8.469666310860986869e+00, 7.717972956411854213e+00, 7.867258544409402532e+00, 1.073664697010427815e+01, 1.105877037125717166e+01, 9.599435391611661927e+00, 5.270155611450921818e+00, 6.497666774410218338e+00, 8.345712333501959179e+00, 6.638320663839005320e+00, 6.454520853819545323e+00, 1.048270647276248191e+01, 7.255349839453733907e+00
2.066000000000000000e+03, 6.523269749090884417e+00, 8.573752196177300888e+00, 7.559364872191838280e+00, 7.589027718224563124e+00, 1.079954141409861812e+01, 1.104326889442780057e+01, 1.033241477299916689e+01, 5.341570631322674956e+00, 6.534804421155257614e+00, 8.613127162783658974e+00, 6.500994590740675427e+00, 6.316962522935217095e+00, 1.032427480247003082e+01, 7.167706044617579764e+00
2.067000000000000000e+03, 6.654966763210039105e+00, 8.285526020092639499e+00, 7.629526713217254397e+00, 7.747798076952039814e+00, 1.130747623598754359e+01, 1.095799728872836809e+01, 1.043403527635635619e+01, 5.499197048485585881e+00, 6.467974303983718087e+00, 8.612565438831200737e+00, 6.766074087603208831e+00, 6.251482385764736804e+00, 1.062423081451748708e+01, 6.996133252765227795e+00
2.068000000000000000e+03, 7.037139264983396814e+00, 8.589576303050888484e+00, 7.642433229834512787e+00, 7.817335235468708454e+00, 1.126145448908577862e+01, 1.120871844360174308e+01, 1.047352698319367370e+01, 5.424294682691960467e+00, 6.363234086026263725e+00, 8.636837353832500952e+00, 6.725288010479799183e+00, 6.341128819010562800e+00, 1.073896752453950043e+01, 6.984911921082663788e+00
2.069000000000000000e+03, 6.651752486718184976e+00, 8.810725512096629686e+00, 7.606594888476396754e+00, 7.803403305878953589e+00, 1.103943040661740227e+01, 1.138810280707996014e+01, 1.075842090508646010e+01, 5.429381190664415158e+00, 6.249439197544258917e+00, 8.516235915871927631e+00, 6.872164917665795514e+00, 6.702562358277944554e+00, 1.058803749701303687e+01, 7.236218147242931664e+00
2.070000000000000000e+03, 6.561184713658166245e+00, 8.570189172011129841e+00, 7.395105881713569751e+00, 7.840118916076402655e+00, 1.093140173755587874e+01, 1.150540823934644763e+01, 1.107474516551051380e+01, 5.413808326508291024e+00, 6.681563147188037455e+00, 8.586113024926406823e+00, 6.631893670595724544e+00, 6.407758196949524532e+00, 1.043835712896374801e+01, 7.355468138686116042e+00
2.071000000000000000e+03, 6.709692286386418125e+00, 8.747065807877442367e+00, 7.467518908256070453e+00, 7.804029724723529959e+00, 1.097959140147889556e+01, 1.150475635062545265e+01, 1.074135122105952611e+01, 5.372868796929104462e+00, 6.524508512660221804e+00, 8.461240904280804997e+00, 6.829915893429969742e+00, 5.894280283334924597e+00, 1.036174605902336587e+01, 7.219995187003704018e+00
2.072000000000000000e+03, 6.611281273363423416e+00, 8.615386178971169429e+00, 7.772455907208101422e+00, 7.795397576905440218e+00, 1.088868810971740864e+01, 1.140895828322372552e+01, 1.029174478341149879e+01, 5.470630603224776678e+00, 6.608907732122770717e+00, 8.530632424313317586e+00, 6.785620438534880172e+00, 6.479395368117379483e+00, 1.057666471713848289e+01, 7.213380645200281549e+00
2.073000000000000000e+03, 6.748964720676746687e+00, 8.665863106079690681e+00, 7.619140424762608887e+00, 7.650128929227636654e+00, 1.134435967710042448e+01, 1.137404639946022833e+01, 1.016783498998599100e+01, 5.234366631451411678e+00, 6.691797301456878344e+00, 8.498462879875315679e+00, 6.356703151848456912e+00, 6.392739588473792978e+00, 1.087672781597195559e+01, 7.516544355586132653e+00
2.074000000000000000e+03, 6.772718735888258124e+00, 9.041285478622684835e+00, 7.913875652456346721e+00, 7.795018790504032680e+00, 1.091255334721632764e+01, 1.153418048216324898e+01, 1.034704977037863749e+01, 5.525219739526575857e+00, 6.233678261585522407e+00, 8.331357767323176233e+00, 6.702733868520205363e+00, 6.535732405509945053e+00, 1.068280956766912482e+01, 7.376348044139121818e+00
2.075000000000000000e+03, 6.616910847449617883e+00, 8.416583554021359603e+00, 7.620661137322738199e+00, 8.062189242349637297e+00, 1.056106723166873174e+01, 1.133861503891779243e+01, 1.068237764678001689e+01, 5.369544686894952790e+00, 6.460469100021991373e+00, 8.307374344878130756e+00, 6.979666282690418555e+00, 6.357079252360150257e+00, 1.052121477678799621e+01, 7.291639033311124507e+00
2.076000000000000000e+03, 6.521109783644688740e+00, 8.841509198732355301e+00, 7.714352693818455897e+00, 7.796305395204859323e+00, 1.089999635614037210e+01, 1.104725830439594247e+01, 1.038881992084168537e+01, 5.435150040015900075e+00, 6.374775203370981913e+00, 8.377059440157937686e+00, 6.767485109086734063e+00, 6.500127569027843499e+00, 1.041072824059351376e+01, 7.423737303337032856e+00
2.077000000000000000e+03, 6.847499332676700412e+00, 9.040995966973456532e+00, 7.800254460801694378e+00, 7.854075809705662436e+00, 1.033723154037288694e+01, 1.151419471116387250e+01, 1.016057808858862543e+01, 5.685507433921946685e+00, 6.361103718865351198e+00, 8.557398597472877455e+00, 6.568431570242308837e+00, 6.827712682940680011e+00, 1.029652850956584764e+01, 7.233433008504484008e+00
2.078000000000000000e+03, 6.444551415007492068e+00, 8.988407117385468936e+00, 7.778617318405413705e+00, 7.842807063272793755e+00, 1.071404547815035535e+01, 1.126908370932896020e+01, 1.063639741608682776e+01, 5.084162200724953173e+00, 6.595822206700358237e+00, 8.520872558731731772e+00, 6.588108236139689211e+00, 6.533596516885863181e+00, 1.051677736673483210e+01, 7.345845738699384952e+00
2.079000000000000000e+03, 6.763070457911501521e+00, 9.276715046074594184e+00, 7.723143992737555585e+00, 7.881220371140729597e+00, 1.092484743347948672e+01, 1.174506540964086199e+01, 1.073928154941466140e+01, 5.296015260048797302e+00, 6.597091043048743941e+00, 8.536640629233552602e+00, 7.146586313649130773e+00, 6.457502496118735280e+00, 1.071995988559462987e+01, 7.380539989940833934e+00
2.080000000000000000e+03, 6.294711877543560874e+00, 8.685412092490915725e+00, 7.864295910252625532e+00, 7.708419434772879164e+00, 1.108721426890556039e+01, 1.172532158371638644e+01, 1.075961401078090773e+01, 5.673665816349652502e+00, 6.599999742619187870e+00, 8.588761082165062177e+00, 6.846761966548510436e+00, 6.296637456467621519e+00, 1.042886061926243535e+01, 7.375700192828175794e+00
2.081000000000000000e+03, 6.971256775709598230e+00, 9.031225379188096980e+00, 7.959168842828948875e+00, 7.813108749701037858e+00, 1.125791790263560266e+01, 1.177268109272565155e+01, 1.081601226805724814e+01, 5.559771015157539686e+00, 6.537084151921112252e+00, 8.436984372135320598e+00, 6.553638047499793728e+00, 6.705090681455406099e+00, 1.044700359969467129e+01, 7.631249853099646430e+00
2.082000000000000000e+03, 7.028964763331887688e+00, 8.889965981127243566e+00, 7.721513785002729335e+00, 8.013778378319226903e+00, 1.138064536178664099e+01, 1.145254023501426488e+01, 1.058540396357462221e+01, 5.265836935822386877e+00, 6.487020105814368165e+00, 8.787405926200444028e+00, 6.472206255171192524e+00, 6.515845969542191085e+00, 1.026363814919258388e+01, 7.648229352237148504e+00
2.083000000000000000e+03, 6.824978315997030087e+00, 8.928397229116500355e+00, 7.784698115237734584e+00, 7.820249659308672108e+00, 1.106995879910691905e+01, 1.145494286886026636e+01, 1.055307189023129943e+01, 5.399894859587618612e+00, 6.443139415723064367e+00, 8.673806554594458262e+00, 6.840561527913484596e+00, 6.537725142130221379e+00, 1.079686020860970963e+01, 7.534527211519082890e+00
2.084000000000000000e+03, 6.339615085978646647e+00, 9.065577668470858441e+00, 7.817045463429205476e+00, 7.871674490773216348e+00, 1.093008199432925487e+01, 1.148985949787523708e+01, 1.068503322933667832e+01, 5.398097707955254343e+00, 6.509141312935368795e+00, 8.448039483911093939e+00, 6.928980617140239495e+00, 6.441147254837469305e+00, 1.060202277221609535e+01, 7.436925377542274340e+00
