year, CMCC-CM2-SR5, EC-Earth3-Veg, CNRM-ESM2-1, UKESM1-0-LL, TaiESM1, CESM2-WACCM, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, NorESM2-MM, MIROC-ES2L, IPSL-CM6A-LR, NorESM2-LM, CanESM5
2.032000000000000000e+03, 7.675293111803634929e+02, 2.637474478604709134e+02, 3.670940491115673581e+02, 3.844115932918102772e+02, 8.146664483138071944e+01, 5.322229165500317549e+02, 1.629767952323760198e+02, 8.471506037866247141e+01, 1.773174172255070857e+02, 3.250847463748314681e+02, 2.768302760823466997e+02, 9.425733909606968552e+01, 6.711877223426712362e+02, 2.077096358937920400e+02
2.033000000000000000e+03, 7.674722169966127012e+02, 2.637658883496048929e+02, 3.673230679026771099e+02, 3.846031527759751043e+02, 8.151856620186894986e+01, 5.322660385029723784e+02, 1.632131808896671146e+02, 8.479631035279508922e+01, 1.773502071430130229e+02, 3.251823494903626397e+02, 2.768167402751572581e+02, 9.441706603724270508e+01, 6.712442511644005663e+02, 2.077163642708690929e+02
2.034000000000000000e+03, 7.674103993810191469e+02, 2.638138121683311965e+02, 3.676208878707763574e+02, 3.845255317857374280e+02, 8.148669621848060274e+01, 5.322838724240239117e+02, 1.633025918307401128e+02, 8.478522383215799607e+01, 1.773718647519331739e+02, 3.253107193825717331e+02, 2.767624838622873540e+02, 9.458613577810226047e+01, 6.713199338814946486e+02, 2.077273384859408907e+02
2.035000000000000000e+03, 7.673306084471194026e+02, 2.638596196656404800e+02, 3.678987825296716778e+02, 3.846231765303607517e+02, 8.147198170739039824e+01, 5.323202398462574365e+02, 1.633715928854162769e+02, 8.475829072964187105e+01, 1.773990927868273388e+02, 3.254446028410214922e+02, 2.766854566909489108e+02, 9.470070537469226224e+01, 6.713685310614474702e+02, 2.077560760308454064e+02
2.036000000000000000e+03, 7.672520368421410240e+02, 2.638213952426169726e+02, 3.682020399459830742e+02, 3.848010900413713102e+02, 8.145926768103770144e+01, 5.323951474163409330e+02, 1.633673403814970584e+02, 8.479159483574129297e+01, 1.774188296022681470e+02, 3.255715518911245567e+02, 2.766072473087679668e+02, 9.480543928043724122e+01, 6.714049271753490302e+02, 2.077947036373502101e+02
2.037000000000000000e+03, 7.672476977977133856e+02, 2.637750923124901874e+02, 3.684558391975461404e+02, 3.847932022365098419e+02, 8.139852162137563596e+01, 5.324255903685465228e+02, 1.634626026291252572e+02, 8.481391442684335402e+01, 1.774572561308668526e+02, 3.256816600833153643e+02, 2.765934690542999874e+02, 9.494052409870661791e+01, 6.714383510022144037e+02, 2.078213425935425676e+02
2.038000000000000000e+03, 7.671242645904505935e+02, 2.637255414517139229e+02, 3.688051779034790343e+02, 3.848586263651841932e+02, 8.146725490012605064e+01, 5.325205510713626609e+02, 1.637047415292972801e+02, 8.474131828750934403e+01, 1.775126208130343457e+02, 3.257357529247876755e+02, 2.766682023235132988e+02, 9.504987537253782648e+01, 6.714287173746599819e+02, 2.078775442036327945e+02
2.039000000000000000e+03, 7.670187629375055849e+02, 2.636870386359761937e+02, 3.691818439395748896e+02, 3.850779651125357077e+02, 8.148843081459158100e+01, 5.325633031161348754e+02, 1.638986927319281506e+02, 8.463956122217520317e+01, 1.775801189938908067e+02, 3.257809619836015145e+02, 2.766940189456668122e+02, 9.521344439681682559e+01, 6.714833605588818273e+02, 2.079672379478394646e+02
2.040000000000000000e+03, 7.668621917552336527e+02, 2.636650609999093149e+02, 3.694362560047164266e+02, 3.852569145453138049e+02, 8.156243166043543624e+01, 5.326202438668125296e+02, 1.640532471204555804e+02, 8.460079600321112991e+01, 1.776560735196584346e+02, 3.258487739247626678e+02, 2.765911030408097986e+02, 9.537910759303125019e+01, 6.715266647479149924e+02, 2.080491778407792651e+02
2.041000000000000000e+03, 7.668773797922565336e+02, 2.637081399816901239e+02, 3.697760794278761409e+02, 3.849353556502753690e+02, 8.155713149483180757e+01, 5.327366895108560811e+02, 1.641584660910558284e+02, 8.462479302983113882e+01, 1.777266477453367770e+02, 3.259537461450971136e+02, 2.764955905258355529e+02, 9.552872407015627232e+01, 6.715724185791182208e+02, 2.081360732145995485e+02
2.042000000000000000e+03, 7.669371507870949927e+02, 2.637112931474563311e+02, 3.701249720843139244e+02, 3.847080839744608625e+02, 8.130384573467453890e+01, 5.328092768017111212e+02, 1.642704127674927577e+02, 8.459593212386715777e+01, 1.777809414307437805e+02, 3.260440007803938443e+02, 2.765363800820430811e+02, 9.571398883172163607e+01, 6.716004530240322765e+02, 2.082363221183483688e+02
2.043000000000000000e+03, 7.667902579459688468e+02, 2.636906104579924204e+02, 3.704219963632268673e+02, 3.847513240305419799e+02, 8.142068038639962424e+01, 5.329074991870095346e+02, 1.642445775379122495e+02, 8.458540271969793878e+01, 1.778229804243918011e+02, 3.261384351057085382e+02, 2.765692305868130347e+02, 9.586944056357778265e+01, 6.716299914195029714e+02, 2.083356861882296585e+02
2.044000000000000000e+03, 7.667576443154312074e+02, 2.636610333462537028e+02, 3.706855407340951274e+02, 3.850246755190642034e+02, 8.132679935638957147e+01, 5.329825927620754555e+02, 1.644048369516803803e+02, 8.449944999487237851e+01, 1.778776956544426753e+02, 3.262009932346551295e+02, 2.766293401534520626e+02, 9.597531100479048405e+01, 6.716875530813539399e+02, 2.084238936396421309e+02
2.045000000000000000e+03, 7.669059544533727149e+02, 2.636401402672174186e+02, 3.710545630145086875e+02, 3.851744615323945595e+02, 8.142046613873191063e+01, 5.330439200993783970e+02, 1.645673783951144742e+02, 8.450855414288487566e+01, 1.779587633204565975e+02, 3.262815964453151309e+02, 2.766790624764011568e+02, 9.608360755924535113e+01, 6.717720552929754376e+02, 2.085692116625848769e+02
2.046000000000000000e+03, 7.667271049228744459e+02, 2.636858559581756367e+02, 3.713045059209671308e+02, 3.854427283180433506e+02, 8.159362212578507467e+01, 5.330834394592834542e+02, 1.646396317018336219e+02, 8.454536213043522253e+01, 1.780524392314872273e+02, 3.263684193892813710e+02, 2.767366868399099076e+02, 9.620432952955185613e+01, 6.718371198947522771e+02, 2.086836628995352214e+02
2.047000000000000000e+03, 7.665593420528823572e+02, 2.637486166226099158e+02, 3.714807823917406040e+02, 3.854980249787065532e+02, 8.159008507776101737e+01, 5.331135775718753393e+02, 1.645412637452988633e+02, 8.450668849155252360e+01, 1.781051663169409665e+02, 3.264907892291637950e+02, 2.768575052536311887e+02, 9.632285614518838202e+01, 6.718916443733903634e+02, 2.088046455603321476e+02
2.048000000000000000e+03, 7.664279273947965976e+02, 2.637567279726618494e+02, 3.717825944252359704e+02, 3.857736212634404183e+02, 8.139953813785726311e+01, 5.331800678134605960e+02, 1.644594718015826231e+02, 8.451333394819043576e+01, 1.780875746951514600e+02, 3.266031888831606693e+02, 2.770282009615708603e+02, 9.640280269030320426e+01, 6.718603689202657279e+02, 2.089078699750013186e+02
2.049000000000000000e+03, 7.663710613540072245e+02, 2.637821706487865754e+02, 3.721275708623662695e+02, 3.858285183149020554e+02, 8.120145517873750407e+01, 5.331885877343339644e+02, 1.645758246652690673e+02, 8.455066285365438716e+01, 1.780800764715111768e+02, 3.267146159209166285e+02, 2.772232076024363892e+02, 9.652393040478386865e+01, 6.718200512907285429e+02, 2.090657527191330871e+02
2.050000000000000000e+03, 7.663022421183339929e+02, 2.637738363697815203e+02, 3.723362760953557427e+02, 3.859208542661934302e+02, 8.125681790475672983e+01, 5.331949836741318904e+02, 1.647097991011069098e+02, 8.459094647791320654e+01, 1.780829767335912095e+02, 3.268117400915769508e+02, 2.774742490213781139e+02, 9.666353845169368242e+01, 6.718529543631464094e+02, 2.091815773693335245e+02
2.051000000000000000e+03, 7.662338947085747805e+02, 2.637748089414125161e+02, 3.726297097574655481e+02, 3.860029660346461355e+02, 8.146968498437801998e+01, 5.332463011111899505e+02, 1.646388029174103451e+02, 8.458138684560529441e+01, 1.781247891501839433e+02, 3.268647026871848311e+02, 2.776703646133654502e+02, 9.683221471434693228e+01, 6.719204005053314859e+02, 2.093344511613311738e+02
2.052000000000000000e+03, 7.661478744010906894e+02, 2.638034422698325443e+02, 3.728923826189550823e+02, 3.863429672547546261e+02, 8.148287920456762379e+01, 5.333349145225212169e+02, 1.646372190803003832e+02, 8.453637035712347370e+01, 1.781398290055801965e+02, 3.269228542250287433e+02, 2.778206364587312009e+02, 9.691775671737781295e+01, 6.720037043229821165e+02, 2.095014239251832180e+02
2.053000000000000000e+03, 7.661015510113280698e+02, 2.638607652043195344e+02, 3.731908323330508779e+02, 3.862648075773374217e+02, 8.142929838315835411e+01, 5.334010275141455395e+02, 1.647955083603747539e+02, 8.446662735773118413e+01, 1.781214604823439061e+02, 3.270067225211776076e+02, 2.779209942058620300e+02, 9.699652471106350049e+01, 6.720932143042147118e+02, 2.096768230956541572e+02
2.054000000000000000e+03, 7.661150272816842062e+02, 2.639201314084963883e+02, 3.734740767588928065e+02, 3.862481674641964560e+02, 8.138337290744453867e+01, 5.335089364941275107e+02, 1.649938067482657402e+02, 8.442413457935650456e+01, 1.781335408625803041e+02, 3.271152448241495563e+02, 2.779683960965130609e+02, 9.710715716923198215e+01, 6.721768028385007483e+02, 2.098622964877462493e+02
2.055000000000000000e+03, 7.659403264568040868e+02, 2.639908376603466422e+02, 3.737973341416364974e+02, 3.863656571103491046e+02, 8.120611048366329499e+01, 5.335212659431699649e+02, 1.651939572473769715e+02, 8.447080603346438465e+01, 1.781549239090115009e+02, 3.272403443197094361e+02, 2.781249674191437293e+02, 9.724324057998646254e+01, 6.721879156339042538e+02, 2.100804874352885179e+02
2.056000000000000000e+03, 7.658251994717732032e+02, 2.639691522657963105e+02, 3.740835984740484150e+02, 3.866450362541897334e+02, 8.135600529445106588e+01, 5.335136961793044748e+02, 1.652174393974730151e+02, 8.459790218164289399e+01, 1.781372162185015213e+02, 3.273492446047993099e+02, 2.782799444190044369e+02, 9.739002893316957454e+01, 6.721896872242635936e+02, 2.102413480497929754e+02
2.057000000000000000e+03, 7.657919444652261518e+02, 2.638777832777900016e+02, 3.743832173128939189e+02, 3.867420687064955587e+02, 8.151828236378673864e+01, 5.335922389254754989e+02, 1.651874029359318001e+02, 8.459351130306926336e+01, 1.781652821984987156e+02, 3.274287014087923922e+02, 2.783942878371807410e+02, 9.752567551006593760e+01, 6.721557255437867298e+02, 2.104494499118285944e+02
2.058000000000000000e+03, 7.657495094160432245e+02, 2.638055067897900017e+02, 3.746675524416136795e+02, 3.865652313286813637e+02, 8.130964111873124978e+01, 5.336528235812063485e+02, 1.652523555638730102e+02, 8.445276966701767662e+01, 1.782395451607979453e+02, 3.275124572363931748e+02, 2.784383774200515518e+02, 9.765260730149934432e+01, 6.721337715708409632e+02, 2.106310634340531465e+02
2.059000000000000000e+03, 7.657092960024477861e+02, 2.637658630092236081e+02, 3.749171444591136719e+02, 3.864019963488400435e+02, 8.127003625349648530e+01, 5.336141654177175724e+02, 1.652310159577376112e+02, 8.441882699516722255e+01, 1.783760138647616884e+02, 3.275388173393134252e+02, 2.785324705469266178e+02, 9.779261184422755093e+01, 6.721772294826802181e+02, 2.108201352174941121e+02
2.060000000000000000e+03, 7.655402603181884160e+02, 2.637521721213192336e+02, 3.752285678850412296e+02, 3.862579652023887320e+02, 8.121480824625916739e+01, 5.336421768925638389e+02, 1.652242929213111324e+02, 8.443564271906586782e+01, 1.784865454556345696e+02, 3.276268647055045449e+02, 2.785592747809967591e+02, 9.790994389637751283e+01, 6.721744201281816231e+02, 2.110263142666162537e+02
2.061000000000000000e+03, 7.653706773107378467e+02, 2.637234189265791997e+02, 3.755286338197319083e+02, 3.862733216537952785e+02, 8.117612542105030116e+01, 5.336711324787756894e+02, 1.653344946555950514e+02, 8.447651382873398518e+01, 1.785619370281106626e+02, 3.277131941890847884e+02, 2.784925769439830674e+02, 9.802728982932710267e+01, 6.721719658990074322e+02, 2.111786405491552330e+02
2.062000000000000000e+03, 7.653478286002782625e+02, 2.637519537192133612e+02, 3.758678626551940170e+02, 3.863394149322240310e+02, 8.114735968608246708e+01, 5.337222573808825246e+02, 1.656627218299761637e+02, 8.445451820497055451e+01, 1.786264750716703986e+02, 3.277830277584019427e+02, 2.784021286543566021e+02, 9.816707072591354688e+01, 6.721796011667744324e+02, 2.113563510759941266e+02
2.063000000000000000e+03, 7.653664458898492740e+02, 2.637789752843550559e+02, 3.761836082683438462e+02, 3.864516696307940720e+02, 8.122798225990729293e+01, 5.337649519028000213e+02, 1.657864641123195213e+02, 8.445130768622897222e+01, 1.786823402229504438e+02, 3.278295876947036618e+02, 2.784448177310984534e+02, 9.832124077881624657e+01, 6.721933472938110299e+02, 2.116042585218616807e+02
2.064000000000000000e+03, 7.653464601092373414e+02, 2.637501815993639411e+02, 3.764932375462511231e+02, 3.868477941718465445e+02, 8.144951873566908773e+01, 5.337689576635929143e+02, 1.658942280349435521e+02, 8.439845110465941502e+01, 1.787777088238867691e+02, 3.278454853370811861e+02, 2.783565411855138905e+02, 9.845545507106896821e+01, 6.721739278566744815e+02, 2.118387736610241916e+02
2.065000000000000000e+03, 7.652471029937705680e+02, 2.637511020555326127e+02, 3.767822852216672800e+02, 3.870258909201709798e+02, 8.141734730446904678e+01, 5.337600868336392068e+02, 1.659709300023442893e+02, 8.439933792303303051e+01, 1.788439935504802065e+02, 3.278964513443480087e+02, 2.781941678078250675e+02, 9.861522390421752959e+01, 6.722024993686967491e+02, 2.120715685789553504e+02
2.066000000000000000e+03, 7.650078190686340349e+02, 2.637491611035404162e+02, 3.770619421003040088e+02, 3.870829647590696254e+02, 8.126354307464809779e+01, 5.337914295909324665e+02, 1.660641151853892552e+02, 8.441550515577914382e+01, 1.788690740572858715e+02, 3.279633946757685976e+02, 2.781185386318193764e+02, 9.875022477615468119e+01, 6.721804562290894864e+02, 2.123073516220252941e+02
2.067000000000000000e+03, 7.649448543377249052e+02, 2.637455343303062705e+02, 3.773128406147747569e+02, 3.871901998839836665e+02, 8.133640808931306765e+01, 5.338838937988325597e+02, 1.663172297378829683e+02, 8.437869298074592450e+01, 1.789374148051872169e+02, 3.280191597363519236e+02, 2.781792622281968193e+02, 9.882876401402384658e+01, 6.721649921652244757e+02, 2.125208565460511068e+02
2.068000000000000000e+03, 7.649944747245490362e+02, 2.636963581857199870e+02, 3.775582352805170672e+02, 3.871708058101938263e+02, 8.143899490704846755e+01, 5.339196641671452426e+02, 1.663687856910241010e+02, 8.440156191550748588e+01, 1.789781382306576347e+02, 3.280504842379692718e+02, 2.780683014424363364e+02, 9.889348176256210365e+01, 6.722151699542124561e+02, 2.127071874339617068e+02
2.069000000000000000e+03, 7.649260724366826025e+02, 2.635943675377527597e+02, 3.778861243169900490e+02, 3.872055662159681901e+02, 8.134649142416434131e+01, 5.339440492398451852e+02, 1.663664755078609687e+02, 8.440449016857782283e+01, 1.790038209954774118e+02, 3.281278846397612483e+02, 2.779057707017204280e+02, 9.901851994143852664e+01, 6.722527494950015807e+02, 2.129143297261593659e+02
2.070000000000000000e+03, 7.647342470856162890e+02, 2.635236574599726964e+02, 3.781796410036856173e+02, 3.871917410255312575e+02, 8.141659368489212056e+01, 5.339523509141188242e+02, 1.664828336181363682e+02, 8.448367301876828606e+01, 1.790195343914875252e+02, 3.281883614681092922e+02, 2.777996851504310030e+02, 9.915410106486100972e+01, 6.721752998846330911e+02, 2.131419075438844288e+02
2.071000000000000000e+03, 7.646233643401644713e+02, 2.634688803885748030e+02, 3.784323021002664404e+02, 3.871495691876407932e+02, 8.146668387794538546e+01, 5.339441481260615774e+02, 1.666023551805654677e+02, 8.447870903084555039e+01, 1.790351132886029291e+02, 3.281691964174643203e+02, 2.776295522101968345e+02, 9.931691471096854684e+01, 6.721586421541185246e+02, 2.133416129200668649e+02
2.072000000000000000e+03, 7.645380612922265300e+02, 2.634417642025798614e+02, 3.785610467672436812e+02, 3.873709629343502456e+02, 8.144573298544547413e+01, 5.339424308536098351e+02, 1.667001171574775640e+02, 8.448228752571476718e+01, 1.790482645517359686e+02, 3.282114117106738718e+02, 2.775209802505720518e+02, 9.943299554449806976e+01, 6.722521667495543625e+02, 2.135357014068122794e+02
2.073000000000000000e+03, 7.643081247448229760e+02, 2.633977496556545361e+02, 3.787411946383755321e+02, 3.873073227991819749e+02, 8.127838090681262884e+01, 5.340159416860592501e+02, 1.666586995231114372e+02, 8.435143756169104279e+01, 1.790742966500790203e+02, 3.282521485017604732e+02, 2.774999893917045597e+02, 9.959254839935991299e+01, 6.722555625559067494e+02, 2.137479520442166177e+02
2.074000000000000000e+03, 7.641662561455233345e+02, 2.633589429190413398e+02, 3.790289991718669853e+02, 3.874474226245914110e+02, 8.133993295387008970e+01, 5.341186237127639060e+02, 1.667522461570673329e+02, 8.429209681833864920e+01, 1.791872891924577118e+02, 3.283009522523770443e+02, 2.774196122960051412e+02, 9.972013044056281217e+01, 6.721957273138809796e+02, 2.139726379901343591e+02
2.075000000000000000e+03, 7.641183345060184138e+02, 2.632810976529847267e+02, 3.792803841405723233e+02, 3.874390569854117530e+02, 8.130475538933495727e+01, 5.341332971839427728e+02, 1.668386584941756325e+02, 8.443019099488668644e+01, 1.793146769333692987e+02, 3.284064612988279350e+02, 2.772948877709362705e+02, 9.983793803887249396e+01, 6.721849130657539035e+02, 2.141611568190747903e+02
2.076000000000000000e+03, 7.641624157348494464e+02, 2.632250246117950496e+02, 3.795953474637380509e+02, 3.874739172740889899e+02, 8.133103812869305216e+01, 5.341615839857630590e+02, 1.669158113425100680e+02, 8.447066166213946303e+01, 1.793515908524803422e+02, 3.285084889084018300e+02, 2.772843937428582421e+02, 9.996589309821003155e+01, 6.722127065542623541e+02, 2.143805287259285137e+02
2.077000000000000000e+03, 7.641840582647904512e+02, 2.631829335348475070e+02, 3.798601784299115707e+02, 3.876738075808952999e+02, 8.163716914926803270e+01, 5.342061069178154185e+02, 1.669043582822518488e+02, 8.452859985043335200e+01, 1.793913298827744711e+02, 3.285972113117897493e+02, 2.773783087759614432e+02, 1.001015020116184928e+02, 6.721869759965570665e+02, 2.146427712892568707e+02
2.078000000000000000e+03, 7.640457755616633904e+02, 2.631260004067323166e+02, 3.801406689188864902e+02, 3.875846946494517624e+02, 8.140815693209476933e+01, 5.342625163590807915e+02, 1.670188224476861762e+02, 8.447547052116398447e+01, 1.794220918920140093e+02, 3.286340445096387839e+02, 2.774981307368822741e+02, 1.002161680414702829e+02, 6.720683749329716647e+02, 2.149196706461672477e+02
2.079000000000000000e+03, 7.637362822992006386e+02, 2.631080181955047124e+02, 3.804308828752471072e+02, 3.876236729709121960e+02, 8.123182202148792896e+01, 5.342816490956447524e+02, 1.670067312512958893e+02, 8.443594919529323306e+01, 1.794602816507914724e+02, 3.286591471534878792e+02, 2.776062151935865359e+02, 1.003349159090993936e+02, 6.720416311987575000e+02, 2.151739639648542948e+02
2.080000000000000000e+03, 7.635481632086733725e+02, 2.630811158440959616e+02, 3.806578638950597906e+02, 3.876207514881047018e+02, 8.136987878258062779e+01, 5.342062408411410388e+02, 1.671784518333461733e+02, 8.446106986937390104e+01, 1.794810645109764664e+02, 3.287132308863531875e+02, 2.776162726490885575e+02, 1.004699919419978897e+02, 6.720575939940134731e+02, 2.154095891089913266e+02
2.081000000000000000e+03, 7.635231481159407849e+02, 2.630808262301071068e+02, 3.809287612436577319e+02, 3.875876674843103729e+02, 8.136012379527613803e+01, 5.342188397623465335e+02, 1.670620071082970810e+02, 8.448499130665571499e+01, 1.795326426701662967e+02, 3.287619543673906151e+02, 2.775921306530760262e+02, 1.006165951357559010e+02, 6.721027595904261034e+02, 2.156123018903604418e+02
2.082000000000000000e+03, 7.635424623955670995e+02, 2.630288882206171479e+02, 3.811252852287358905e+02, 3.873079515553245642e+02, 8.129648436133565781e+01, 5.343152133984960983e+02, 1.671336974442811254e+02, 8.448628302781568777e+01, 1.796056713539801137e+02, 3.287976374003548017e+02, 2.775729509810935838e+02, 1.007690731027047235e+02, 6.720936279777665732e+02, 2.157752785728953597e+02
2.083000000000000000e+03, 7.634903203844444306e+02, 2.629734629534063401e+02, 3.813376416353918898e+02, 3.873901770315147246e+02, 8.131790165019621952e+01, 5.343782469366561827e+02, 1.669998516501480879e+02, 8.442073466751119781e+01, 1.796273741633811198e+02, 3.288454828025559209e+02, 2.777352176808157651e+02, 1.009250049559502571e+02, 6.721219138453142250e+02, 2.159512788420321954e+02
2.084000000000000000e+03, 7.634664355340378279e+02, 2.629522599079309657e+02, 3.816090406116459803e+02, 3.873070144639722798e+02, 8.130048514828953898e+01, 5.343478184648871547e+02, 1.670218033486500815e+02, 8.432825605586511131e+01, 1.796549077209880920e+02, 3.289100661006706332e+02, 2.777822786311082268e+02, 1.010596462387855041e+02, 6.721603990126493500e+02, 2.161512095037536199e+02
