year, CanESM5, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, CESM2-WACCM, NorESM2-LM, INM-CM5-0, CNRM-ESM2-1, GFDL-ESM4, INM-CM4-8, NorESM2-MM, EC-Earth3-Veg, UKESM1-0-LL, CMCC-CM2-SR5, ACCESS-ESM1-5, IPSL-CM6A-LR
2.062000000000000000e+03, 1.000955092265604378e+02, 4.680426081123039950e+01, 9.684647420519863203e+01, 3.949405384491562643e+01, 8.391480320349424460e+01, 7.870811904209602972e+01, 1.344436381541003698e+02, 1.260889079931496894e+02, 8.783451155535051669e+01, 1.306038490129321303e+02, 8.003218836053005703e+01, 6.159384299369175153e+01, 8.335566544318304238e+01, 6.477070097005207572e+01, 1.223111860730376179e+02, 7.305774083823560261e+01
2.063000000000000000e+03, 1.002044365661360672e+02, 4.681690310751086770e+01, 9.692981781423222287e+01, 3.902163654716434138e+01, 8.434302195908458089e+01, 7.886961243628010720e+01, 1.347539410546599754e+02, 1.262729294442959826e+02, 8.784159028505229116e+01, 1.307266911551642181e+02, 8.038073100089940226e+01, 6.164913156085700052e+01, 8.353699414091910569e+01, 6.441069947626290570e+01, 1.223516118086931783e+02, 7.369156668193754456e+01
2.064000000000000000e+03, 1.002820823740397742e+02, 4.680920548615675614e+01, 9.682793684868059358e+01, 3.814454069285218907e+01, 8.487489394923233021e+01, 7.901068318387089562e+01, 1.348398448465956108e+02, 1.257620456374139906e+02, 8.806404963099420513e+01, 1.307473483835628940e+02, 8.082653772119554958e+01, 6.161878268293193628e+01, 8.366377664877578013e+01, 6.439583341386929760e+01, 1.225175051076179500e+02, 7.423125737583656303e+01
2.065000000000000000e+03, 1.003371478199485551e+02, 4.677035602264415104e+01, 9.645374080289604990e+01, 3.870173692634171658e+01, 8.517918406971953971e+01, 7.915811787606386929e+01, 1.348220182934164768e+02, 1.261809026547683317e+02, 8.825233743101915707e+01, 1.310640381834685400e+02, 8.110446618941350039e+01, 6.159431340534828792e+01, 8.336109369841537386e+01, 6.515614605969966533e+01, 1.224309704854929350e+02, 7.463455350715497616e+01
2.066000000000000000e+03, 1.002201948578545512e+02, 4.728972958297576668e+01, 9.614429525799546639e+01, 3.924997409620684152e+01, 8.534526855184370220e+01, 7.959553478574159158e+01, 1.347087997332380951e+02, 1.260779183592894555e+02, 8.836944829028270476e+01, 1.311774670843389288e+02, 8.133159171955600186e+01, 6.181166801958569579e+01, 8.345628690844813491e+01, 6.601379439236850999e+01, 1.221967664502964226e+02, 7.474763574989627557e+01
2.067000000000000000e+03, 1.002782166487057935e+02, 4.749986468309226240e+01, 9.624678941278023103e+01, 3.898380575544842941e+01, 8.527301335009326522e+01, 7.980107874308701810e+01, 1.348600493489014411e+02, 1.260966624992098559e+02, 8.861294913386159067e+01, 1.313456321511750673e+02, 8.171402875632270479e+01, 6.157575585587296985e+01, 8.369973529161988779e+01, 6.475064147203411835e+01, 1.221531681452236171e+02, 7.477882319520402632e+01
2.068000000000000000e+03, 1.005462466305078664e+02, 4.739174339092690502e+01, 9.617087267339491063e+01, 3.865438858007890843e+01, 8.573297566947026382e+01, 7.978153780141211371e+01, 1.353130229163030549e+02, 1.265538773642645936e+02, 8.908274638440693138e+01, 1.313626482131183479e+02, 8.210298643623833925e+01, 6.191227237513645321e+01, 8.380982598994697241e+01, 6.391980829196723590e+01, 1.221390954390681287e+02, 7.511372115738387834e+01
2.069000000000000000e+03, 1.007050879478377823e+02, 4.752229597208913248e+01, 9.593713010994035528e+01, 3.901311041949060154e+01, 8.602942904827349935e+01, 8.012531987307106363e+01, 1.353804670455333792e+02, 1.266072630307729412e+02, 8.920917109819157531e+01, 1.313583842516944458e+02, 8.203201680793873152e+01, 6.210079248638978555e+01, 8.395366275891252883e+01, 6.494959540703902690e+01, 1.220725989971847412e+02, 7.572191788374104249e+01
2.070000000000000000e+03, 1.013254740795282629e+02, 4.748956458934544145e+01, 9.574167911486117077e+01, 3.883610783359706176e+01, 8.636493859516825466e+01, 8.074899747483004830e+01, 1.352335507785952871e+02, 1.267828098344724026e+02, 8.944264953734337098e+01, 1.314592077140580102e+02, 8.236636800753421994e+01, 6.191592506373682880e+01, 8.420494209463704749e+01, 6.570236324564071140e+01, 1.220406375470616496e+02, 7.650552265203639024e+01
2.071000000000000000e+03, 1.018725348679819547e+02, 4.759744809041583835e+01, 9.558256186905772722e+01, 3.866471994257311451e+01, 8.672730490350160437e+01, 8.081430800633734179e+01, 1.351914759924308385e+02, 1.268373158395762346e+02, 8.928214788128890689e+01, 1.315321280406904236e+02, 8.294938225001678234e+01, 6.177385760729552544e+01, 8.448122090025955799e+01, 6.560038214892412611e+01, 1.220665139901812069e+02, 7.677487883324369022e+01
2.072000000000000000e+03, 1.019722149303983088e+02, 4.754600432830591217e+01, 9.558807447568878501e+01, 3.890687501340108412e+01, 8.709212115175257907e+01, 8.065427897571949245e+01, 1.356425530088849882e+02, 1.268693076285388912e+02, 8.951622874324137058e+01, 1.315997951912428618e+02, 8.309546848198544922e+01, 6.264507279895171621e+01, 8.454781049642654978e+01, 6.575266414846412033e+01, 1.221014870905884351e+02, 7.732551445158927095e+01
2.073000000000000000e+03, 1.019548620998847213e+02, 4.768709234673566044e+01, 9.570892283534146827e+01, 3.952110445285616436e+01, 8.705303776750548650e+01, 8.101437742793430630e+01, 1.358165774387573492e+02, 1.270932073162442890e+02, 8.960845023555125977e+01, 1.317585844316811006e+02, 8.350486726811938354e+01, 6.297705676683141007e+01, 8.441154048478739469e+01, 6.712786506128128394e+01, 1.220483292670654265e+02, 7.778470272656711870e+01
