year, CMCC-CM2-SR5, TaiESM1, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, IPSL-CM6A-LR, CanESM5, CESM2-WACCM, INM-CM4-8, MPI-ESM1-2-LR, NorESM2-MM, CNRM-ESM2-1, INM-CM5-0, MIROC-ES2L, EC-Earth3-Veg, UKESM1-0-LL
2.065000000000000000e+03, 8.918589759822685537e+00, 6.196534408479940303e+00, 7.470866773181979781e+00, 7.618676706559228684e+00, 1.064674760529518593e+01, 8.947827706016710181e+00, 1.150221719056539627e+01, 7.900432691266512819e+00, 1.046058199890387108e+01, 1.173218845022342904e+01, 7.518453119975163190e+00, 1.014497142143303599e+01, 1.000078086676553646e+01, 1.092078672317948218e+01, 9.046027509837397673e+00, 9.578559568736698893e+00
2.066000000000000000e+03, 8.432904959431878567e+00, 5.873266589774334356e+00, 7.502021772836414470e+00, 7.799763174009017419e+00, 1.063592830785600540e+01, 8.246721453351383957e+00, 1.115872449654571597e+01, 7.578476631615579606e+00, 9.462777923353035803e+00, 1.258601839932194189e+01, 7.357585679461903005e+00, 9.263217393821115309e+00, 9.867344745854873977e+00, 1.094089686309597376e+01, 8.380087338809870445e+00, 1.115646414110899975e+01
2.067000000000000000e+03, 7.729056892340580909e+00, 5.478516961644481320e+00, 7.142880558988373707e+00, 7.804453723291830514e+00, 1.082885430325154630e+01, 7.927817881792815768e+00, 1.137787785350531777e+01, 7.593760862435862791e+00, 1.004456009523396354e+01, 1.256221282741375234e+01, 7.704138370514707290e+00, 9.631202951478758933e+00, 1.047108111529866115e+01, 1.157028479852361436e+01, 9.055730234706947712e+00, 1.102104744597063224e+01
2.068000000000000000e+03, 7.817634558727881711e+00, 5.856962974252944321e+00, 6.991103089447620711e+00, 7.877935155229629061e+00, 1.105286952892044461e+01, 8.726408973069672115e+00, 1.156518145872971637e+01, 7.834931598208726200e+00, 9.750088494574058018e+00, 1.220882087589447984e+01, 7.467655063920066283e+00, 9.943805705590950339e+00, 1.078468518703940404e+01, 1.070323882252490399e+01, 8.896241521021364562e+00, 1.103318290627518294e+01
2.069000000000000000e+03, 8.845748850864401547e+00, 5.752641407872194357e+00, 7.605916766041154631e+00, 7.795728056167187781e+00, 1.065308171096609158e+01, 9.110216637539860329e+00, 1.186485665943731860e+01, 7.842204612055841295e+00, 9.528724695894300822e+00, 1.209348092079079073e+01, 7.038027184924255941e+00, 1.007407288386428945e+01, 9.679859246551655971e+00, 1.112845868095280544e+01, 8.780167440428494174e+00, 1.147562354554058395e+01
2.070000000000000000e+03, 8.135074624712745006e+00, 5.485871069894948882e+00, 7.608025447622778437e+00, 7.900844303017328762e+00, 1.110413477683187189e+01, 9.413137234472142012e+00, 1.214719084015528061e+01, 7.642698127771604177e+00, 9.887731990334344800e+00, 1.226695908996882167e+01, 7.795397671287832786e+00, 9.517564520980698717e+00, 1.019026924698102476e+01, 1.095333916752200842e+01, 8.313602650714548403e+00, 1.147584508921361035e+01
2.071000000000000000e+03, 8.061640250717792000e+00, 5.647185450751948110e+00, 6.728819931406004429e+00, 8.062069565131377402e+00, 1.033837412570717618e+01, 8.592338277801612634e+00, 1.205325783189678823e+01, 8.087867419683966830e+00, 9.671007728787712310e+00, 1.209887648694760998e+01, 7.664850093457478586e+00, 9.430367539748244710e+00, 9.959735953212923931e+00, 1.086476651174421448e+01, 9.677241225218880416e+00, 1.186756130724345226e+01
2.072000000000000000e+03, 8.801004427084272663e+00, 5.961251832778418525e+00, 6.968032443742754545e+00, 7.716372174003955031e+00, 1.065666011404561964e+01, 9.342808636092579277e+00, 1.154472133416292401e+01, 7.691372761417499149e+00, 9.593662989975824118e+00, 1.184157110598987650e+01, 7.580485605902578250e+00, 9.857431033474927773e+00, 1.079940612857731708e+01, 1.122274211576567282e+01, 9.393681305998297759e+00, 1.054787346721330721e+01
2.073000000000000000e+03, 8.837480280715855230e+00, 5.704927905313505576e+00, 7.393672648284002946e+00, 8.149569270630356854e+00, 1.029847479301771429e+01, 9.109975568392252754e+00, 1.174162970692328223e+01, 7.508280456153069160e+00, 1.006569060649106362e+01, 1.245434774188739091e+01, 7.888817514743204029e+00, 9.816033357449747143e+00, 9.991699290784350040e+00, 1.129192135267407160e+01, 8.896005554699801365e+00, 1.037245682051766593e+01
2.074000000000000000e+03, 8.256738132391651774e+00, 5.637894929906840602e+00, 7.819855424632721430e+00, 8.483198568410948326e+00, 1.032244131333709802e+01, 8.817657490601927606e+00, 1.220308459160925452e+01, 7.655011785626722798e+00, 1.059373833629998352e+01, 1.195376041353846119e+01, 7.261990486355275998e+00, 1.016888408858407011e+01, 9.513326280109170696e+00, 1.123963519687393564e+01, 8.306618041196845326e+00, 1.119798795001590896e+01
2.075000000000000000e+03, 8.242128404499300842e+00, 5.971784321321129241e+00, 7.049074682256664559e+00, 7.802418809560536239e+00, 1.046962093248813019e+01, 8.958407656006638575e+00, 1.146907510248409245e+01, 8.006181970662037628e+00, 9.894210780693981633e+00, 1.164002384838454596e+01, 7.274160060124156502e+00, 9.722337065516725829e+00, 1.043124792228282161e+01, 1.137687075655439095e+01, 8.824970734640821490e+00, 1.122982760470182484e+01
2.076000000000000000e+03, 7.753626735355405586e+00, 4.886063154366827810e+00, 7.424123345771876714e+00, 8.108474030593001203e+00, 1.061475116482686509e+01, 9.127591129081112697e+00, 1.166938004966338660e+01, 7.668859191512884088e+00, 9.567003396544809135e+00, 1.149132566128015753e+01, 7.199279185794968505e+00, 9.710002530693060407e+00, 1.099536529508765170e+01, 1.140065318864105848e+01, 9.533671005398835163e+00, 1.120177284348542379e+01
2.077000000000000000e+03, 8.741333500112329347e+00, 5.924244611021491025e+00, 7.970660837659973019e+00, 8.050705155185054807e+00, 1.075061784212113025e+01, 8.670507702021673424e+00, 1.180598843206530546e+01, 7.628144789640077583e+00, 9.938989152457695653e+00, 1.126878493469869902e+01, 7.348492813273606039e+00, 1.037738830804194734e+01, 1.024847373254565674e+01, 1.100799754488607896e+01, 9.300057541938812733e+00, 1.041541543173423712e+01
2.078000000000000000e+03, 9.084748379035092469e+00, 6.224457043729290540e+00, 7.798179041384026178e+00, 8.051104346419741375e+00, 1.061717762617295158e+01, 8.921779045552282739e+00, 1.120576093113952432e+01, 7.441773398802588702e+00, 9.859987919054029604e+00, 1.179379818830172511e+01, 7.927794494192936803e+00, 1.025801963068116684e+01, 9.669834744152934647e+00, 1.166003755075674952e+01, 8.480990994497311419e+00, 1.113403156128856963e+01
2.079000000000000000e+03, 9.030124814012522094e+00, 5.531360115683482626e+00, 7.457910546206889535e+00, 7.617876787412581230e+00, 1.074255900915617801e+01, 9.183209585748974391e+00, 1.209034675386705793e+01, 8.246068333956943164e+00, 9.532608598279932011e+00, 1.267357506589152116e+01, 7.704121580304773786e+00, 1.014193385605523723e+01, 1.081607081394506942e+01, 1.148943716350302680e+01, 9.618876234459516894e+00, 1.133808201905983637e+01
