year, MPI-ESM1-2-LR, CanESM5, NorESM2-MM, GFDL-ESM4, IPSL-CM6A-LR, CESM2-WACCM, NorESM2-LM, EC-Earth3-Veg, MIROC-ES2L, CMCC-CM2-SR5, CNRM-ESM2-1, ACCESS-ESM1-5, TaiESM1
2.079000000000000000e+03, 6.610375788730118529e+01, 1.402546245525452662e+01, 1.051725067588769846e+01, 9.362712688007322015e+01, 1.878983087695594278e+01, 1.093790715127184399e+01, 8.616003143920542229e+00, 1.938499585534653846e+01, 7.319204935452130201e+01, 1.041432716940521708e+01, 7.911214778257227920e+01, 1.029728000874014171e+01, 1.344163964067890404e+00
2.080000000000000000e+03, 6.615608434852495634e+01, 1.406320317082550631e+01, 1.059485523273291641e+01, 9.380575456160097758e+01, 1.878144506000154124e+01, 1.080817729087097412e+01, 8.710863398395837010e+00, 1.931120945497110597e+01, 7.342037912172911263e+01, 1.035954910701470055e+01, 7.919199596347679915e+01, 1.029327718754628762e+01, 1.421091814210601045e+00
2.081000000000000000e+03, 6.622144441488534028e+01, 1.392101309333430414e+01, 1.070332146504364346e+01, 9.416888781239502748e+01, 1.880631908233609195e+01, 1.081580081331989796e+01, 8.749812807172318685e+00, 1.903073063583682156e+01, 7.352852036442131123e+01, 1.033372017173956969e+01, 7.900339736175898508e+01, 1.034408011639704839e+01, 1.419365513089619446e+00
2.082000000000000000e+03, 6.631886745454877996e+01, 1.392635229374635486e+01, 1.088868460972087249e+01, 9.452506626159915015e+01, 1.887594933834419564e+01, 1.091172529381824852e+01, 8.772280273771793091e+00, 1.873690497839812963e+01, 7.353154752839665775e+01, 1.033908334552909380e+01, 7.906356388432905646e+01, 1.038174619563818268e+01, 1.409901997282380526e+00
2.083000000000000000e+03, 6.638959713969715892e+01, 1.406633259669039937e+01, 1.088030064409066888e+01, 9.488078901418177225e+01, 1.890056655141749076e+01, 1.097245045896357851e+01, 8.737463851895450162e+00, 1.854031415681877704e+01, 7.362860608386166916e+01, 1.037429091796330027e+01, 7.901247436222347176e+01, 1.035413057493881439e+01, 1.335180337358086167e+00
2.084000000000000000e+03, 6.649471964207786812e+01, 1.413061598035113775e+01, 1.079699367547925881e+01, 9.506924078494395758e+01, 1.894403528410530413e+01, 1.108411030844219347e+01, 8.635830594743357125e+00, 1.898884456855699554e+01, 7.372564651703710581e+01, 1.050265686553171740e+01, 7.904712760897369606e+01, 1.039403024608891002e+01, 1.330727145461941374e+00
2.085000000000000000e+03, 6.663355854678378876e+01, 1.404112559454447506e+01, 1.083697861790323280e+01, 9.546636876988536358e+01, 1.899670674861233621e+01, 1.117371562005645202e+01, 8.575155390547816836e+00, 1.940595729586529217e+01, 7.372191454550143419e+01, 1.044713781731978663e+01, 7.903702761008837285e+01, 1.042440322702818811e+01, 1.356732205723882867e+00
2.086000000000000000e+03, 6.676554589755807001e+01, 1.411316307186700492e+01, 1.081970688199994690e+01, 9.577870253995607186e+01, 1.904958130476952149e+01, 1.110683213012172210e+01, 8.633490879783275673e+00, 1.954467100367545385e+01, 7.364331397951259817e+01, 1.034709865699742437e+01, 7.907930342667042112e+01, 1.041197143931557711e+01, 1.331608768218648597e+00
2.087000000000000000e+03, 6.682883441301788707e+01, 1.419575133851568260e+01, 1.101158776346817803e+01, 9.601857169683688653e+01, 1.912421459930039092e+01, 1.113038543409546932e+01, 8.841864398851720708e+00, 1.953205876253157314e+01, 7.352863410344505724e+01, 1.026490897258968360e+01, 7.911310308198667940e+01, 1.039453276298392304e+01, 1.326184474484430664e+00
2.088000000000000000e+03, 6.688345488348957701e+01, 1.432737574955376303e+01, 1.106947210881663146e+01, 9.634960794349687774e+01, 1.912642893785526255e+01, 1.122229024804164688e+01, 8.924802594043701021e+00, 1.960683746350239431e+01, 7.338400716974281579e+01, 1.028408679167563378e+01, 7.927267783572388282e+01, 1.042072319981148887e+01, 1.407332655594184301e+00
2.089000000000000000e+03, 6.698864931423409530e+01, 1.450212730679856676e+01, 1.112511432581042570e+01, 9.669559241181374887e+01, 1.911677665126439862e+01, 1.102813714313849403e+01, 8.807115013101460832e+00, 1.947762015780935840e+01, 7.323254536583688434e+01, 1.032059122594884748e+01, 7.918332216645811172e+01, 1.042021478811860469e+01, 1.428391913797325108e+00
2.090000000000000000e+03, 6.707149590189190747e+01, 1.448030882595508828e+01, 1.116858670207220605e+01, 9.693875936250147163e+01, 1.917630400088975051e+01, 1.101177373122266978e+01, 8.752346953905192350e+00, 1.952609620627031717e+01, 7.322690584204488573e+01, 1.040053243561445662e+01, 7.920498467905713369e+01, 1.042173333651875922e+01, 1.448620925486589828e+00
2.091000000000000000e+03, 6.709160569187832834e+01, 1.443106754587360108e+01, 1.125656343854078756e+01, 9.721517878350047681e+01, 1.923498712846655678e+01, 1.126827694496531862e+01, 8.914003759527318493e+00, 1.954718492699234389e+01, 7.321204976410599841e+01, 1.055482794728371232e+01, 7.911951560203993949e+01, 1.041177023492155662e+01, 1.463451627739343452e+00
2.092000000000000000e+03, 6.721536366714063604e+01, 1.432478676303721521e+01, 1.132761075791262684e+01, 9.752075206754808789e+01, 1.928399933177924908e+01, 1.145226777502065652e+01, 8.916042542891075229e+00, 1.976626029687656683e+01, 7.313281872684649443e+01, 1.039094152936684168e+01, 7.904809076828264836e+01, 1.039538174790096470e+01, 1.416049728048672351e+00
2.093000000000000000e+03, 6.726420032039044372e+01, 1.431854434031762402e+01, 1.128453417126543101e+01, 9.774874245671553297e+01, 1.922880408034944821e+01, 1.162846010437957922e+01, 9.111804505418502842e+00, 1.965136256725299191e+01, 7.316767344237989334e+01, 1.032567128282819446e+01, 7.900390568839485184e+01, 1.043360902119541045e+01, 1.414790950821511295e+00
2.094000000000000000e+03, 6.722056229407741057e+01, 1.431246110272817162e+01, 1.106509731924125184e+01, 9.801876744110667516e+01, 1.924445638644306911e+01, 1.165614901464384268e+01, 9.170241647435876331e+00, 1.975706688707974834e+01, 7.322065106126711953e+01, 1.034191578083546048e+01, 7.892339938065043725e+01, 1.045309217267260138e+01, 1.421536363313470108e+00
2.095000000000000000e+03, 6.723334117170644220e+01, 1.436940454026594871e+01, 1.099666903194964007e+01, 9.833517200856778118e+01, 1.931014107703762051e+01, 1.161355333668646850e+01, 9.100085584467109356e+00, 1.951172318147942875e+01, 7.329158988450595302e+01, 1.034323073074898147e+01, 7.900629599105829470e+01, 1.047430777485073783e+01, 1.395879253197248371e+00
2.096000000000000000e+03, 6.731585374471029581e+01, 1.444484269240330221e+01, 1.109853073063445450e+01, 9.875174372678017676e+01, 1.935441480322571906e+01, 1.155215504112346458e+01, 9.147279752386662466e+00, 1.901486298204966729e+01, 7.337681651205507194e+01, 1.038666452659619743e+01, 7.889000818870243847e+01, 1.045165635336475063e+01, 1.391943008964784179e+00
2.097000000000000000e+03, 6.744080778300515533e+01, 1.441723597018683733e+01, 1.107742947025277402e+01, 9.901343380470706279e+01, 1.939248268810333542e+01, 1.157278977592778091e+01, 9.174497786623039275e+00, 1.873831227913062492e+01, 7.333631124750486663e+01, 1.030151630695002929e+01, 7.894345191418298668e+01, 1.042329703504990057e+01, 1.419230456654734907e+00
2.098000000000000000e+03, 6.760530880630714989e+01, 1.441004783916373277e+01, 1.111949746026285979e+01, 9.928513101699067533e+01, 1.937426083813496547e+01, 1.167695021815309886e+01, 9.216142345747813991e+00, 1.902525505208458867e+01, 7.331123708879013634e+01, 1.033052702935452594e+01, 7.873788547296713602e+01, 1.041021996627689283e+01, 1.421235320697275428e+00
2.099000000000000000e+03, 6.763807685101004097e+01, 1.438159357453884368e+01, 1.110246047449343187e+01, 9.957024614211728419e+01, 1.937132173769046517e+01, 1.176241266364948856e+01, 9.367848040930130793e+00, 1.942185911600874348e+01, 7.328799295931993640e+01, 1.012459431081099126e+01, 7.879361647952238457e+01, 1.040311853665778408e+01, 1.381661230827319065e+00
2.100000000000000000e+03, 6.763695079006967603e+01, 1.432228075999885775e+01, 1.111062895619053847e+01, 9.983504313162774224e+01, 1.940350052475209708e+01, 1.178187607220515254e+01, 9.385707215383654045e+00, 1.926072418782862172e+01, 7.331824036184862337e+01, 1.007600662402600733e+01, 7.868636473566010636e+01, 1.036847609979143314e+01, 1.355160102404604272e+00
