year, CanESM5, NorESM2-MM, MPI-ESM1-2-LR, INM-CM4-8, MIROC-ES2L, UKESM1-0-LL, IPSL-CM6A-LR, TaiESM1, CNRM-ESM2-1, EC-Earth3-Veg, CMCC-CM2-SR5, INM-CM5-0, NorESM2-LM, GFDL-ESM4, ACCESS-ESM1-5, CESM2-WACCM
2.075000000000000000e+03, 1.810751561893728878e+00, 1.587734522738320164e+00, 1.797711814875072367e+00, 1.830107882459603985e+00, 1.969167866063136207e+00, 1.879761120966848997e+00, 1.933180926680000633e+00, 1.676069465306566197e+00, 1.895883844712150434e+00, 1.684276168657219408e+00, 1.915803522797040470e+00, 1.759338420852202711e+00, 1.693052712638958734e+00, 1.963537986494180210e+00, 2.118038972717465551e+00, 1.613975469837815924e+00
2.076000000000000000e+03, 1.776498397584000744e+00, 1.624856861941746500e+00, 1.890599483350114740e+00, 1.871673192796517338e+00, 1.969264435902914556e+00, 1.853039991343672144e+00, 1.915509285748077994e+00, 1.638944260160599242e+00, 1.771116570531070078e+00, 1.694751636756106183e+00, 1.835468960559874407e+00, 1.826657378335832194e+00, 1.601627671473549563e+00, 1.953154543270960941e+00, 2.116601279369525468e+00, 1.722576838640194508e+00
2.077000000000000000e+03, 1.823905298394552288e+00, 1.638895521826319479e+00, 1.932660304823093478e+00, 1.874586582055902895e+00, 1.935951215510947510e+00, 1.962957272495441385e+00, 1.935105079945227846e+00, 1.571120236252097513e+00, 1.921281783877043736e+00, 1.742661198591622496e+00, 1.910565832748496451e+00, 1.820161919345606227e+00, 1.620182535095173737e+00, 1.907138511128004588e+00, 2.104464178003505381e+00, 1.704321433735743296e+00
2.078000000000000000e+03, 1.818593188207358269e+00, 1.593520616822655445e+00, 1.893573828260751712e+00, 1.864666877619266305e+00, 1.863052868447169219e+00, 1.880626599632294171e+00, 1.883875716935988986e+00, 1.647954551273687507e+00, 1.851890264743066616e+00, 1.705634178706083137e+00, 1.847695620043147136e+00, 1.912766130855269475e+00, 1.673610434097608124e+00, 1.952383422435940652e+00, 2.114466135216005682e+00, 1.699861434428564522e+00
2.079000000000000000e+03, 1.808685062212017192e+00, 1.609199720593199157e+00, 1.867993696992866104e+00, 1.838803677436786188e+00, 1.872701690407305497e+00, 1.837652911487484442e+00, 2.029447495931440137e+00, 1.580692135747492788e+00, 1.772471610256966201e+00, 1.755608404727964533e+00, 1.804547714739936026e+00, 1.885798209243166657e+00, 1.630834658062941589e+00, 1.902862510408140251e+00, 2.166650842409447719e+00, 1.683729704747597200e+00
2.080000000000000000e+03, 1.821203414071796090e+00, 1.619650796215399424e+00, 1.924592663117044689e+00, 1.822031390674673901e+00, 1.880698299549459884e+00, 1.877051808216169348e+00, 1.934818277733421743e+00, 1.662511876171511638e+00, 1.804678077665197833e+00, 1.722601981308526931e+00, 1.844542363162110288e+00, 1.838480079906892328e+00, 1.619452466013752145e+00, 1.920967356309927432e+00, 2.206484688442471143e+00, 1.772689831368582603e+00
2.081000000000000000e+03, 1.905721730219572807e+00, 1.624265105132694620e+00, 1.837252570714465794e+00, 1.805707632092610426e+00, 1.919945890944372735e+00, 1.915083903332609028e+00, 1.908247765910304095e+00, 1.581595712364723072e+00, 1.852985658915103917e+00, 1.651967181381842176e+00, 1.839513068113288297e+00, 1.771219415877700376e+00, 1.573924199222703102e+00, 1.849642174368212322e+00, 2.015245402814973108e+00, 1.707390102412112975e+00
2.082000000000000000e+03, 1.798859549338402086e+00, 1.577167405496521679e+00, 1.960060411448126816e+00, 1.821996517075171296e+00, 2.013757604386115840e+00, 1.891181512085738481e+00, 1.928389428348760148e+00, 1.699284871713643286e+00, 1.870669734123672212e+00, 1.682784201622941955e+00, 1.899644626494592758e+00, 1.865968481468559981e+00, 1.548663802268690715e+00, 1.903189201294973598e+00, 2.199409901135517931e+00, 1.652103808396361062e+00
2.083000000000000000e+03, 1.837419848628435437e+00, 1.630117104433479680e+00, 1.876755933746970584e+00, 1.786860168402836013e+00, 1.891526411819363096e+00, 1.923503173475527905e+00, 2.013182445581545021e+00, 1.683689121852132597e+00, 1.818506079047954804e+00, 1.770527351468930366e+00, 1.847157185402678259e+00, 1.866736639157743571e+00, 1.592380884054877210e+00, 1.861899075225682321e+00, 2.102086033209534133e+00, 1.720121393169661062e+00
2.084000000000000000e+03, 1.883538545762226679e+00, 1.661081709505462634e+00, 1.882933338398279366e+00, 1.824528992404542915e+00, 1.910210044215372882e+00, 1.959242285229285896e+00, 1.934291232941293348e+00, 1.669154909514394047e+00, 1.870105582328801974e+00, 1.751798016624438237e+00, 1.912521482617694613e+00, 1.855845212804246858e+00, 1.571883218904001955e+00, 1.899712362006118926e+00, 2.160090649843096955e+00, 1.677077958542862790e+00
2.085000000000000000e+03, 1.810856794160849326e+00, 1.566879966144052894e+00, 1.836743739078557258e+00, 1.841675447002016686e+00, 1.935526060504845436e+00, 1.881828903730625946e+00, 1.973339189917679981e+00, 1.645993714583229739e+00, 1.875421661950156249e+00, 1.786889915653625538e+00, 1.900940007989393887e+00, 1.771351696287364108e+00, 1.669196560646044158e+00, 1.945302653007367155e+00, 2.175271173190887808e+00, 1.685782129935645912e+00
2.086000000000000000e+03, 1.763466652741255913e+00, 1.627662791056487146e+00, 1.897061779043873742e+00, 1.784388437596966082e+00, 1.956543317352682054e+00, 1.822843417759661966e+00, 1.892402522807912657e+00, 1.649039828346504644e+00, 1.857150204928323722e+00, 1.671389393307214810e+00, 1.914951938040805990e+00, 1.812431854343668380e+00, 1.627995895627853518e+00, 1.871596512907451437e+00, 2.169290002167332698e+00, 1.700931848069705765e+00
2.087000000000000000e+03, 1.853861568285946060e+00, 1.603268044312715190e+00, 1.840084775734690981e+00, 1.783807708593162289e+00, 1.892632057015139813e+00, 1.934393810253897117e+00, 1.886944769453150483e+00, 1.619905060847217637e+00, 1.879300369165655793e+00, 1.772279819005217361e+00, 1.936980851343840015e+00, 1.837738300052124796e+00, 1.672653099685803557e+00, 1.924268640375969897e+00, 2.116018007821232505e+00, 1.703904337728854523e+00
2.088000000000000000e+03, 1.764107805774252746e+00, 1.614633713799980885e+00, 1.892489523598145151e+00, 1.838328112635330136e+00, 1.931665921592854218e+00, 1.953091710269041714e+00, 1.933993258657862091e+00, 1.650626871615503921e+00, 1.779012038928011075e+00, 1.693777019413392981e+00, 2.004713302062587577e+00, 1.871175283967365877e+00, 1.571776043275065593e+00, 1.863587839730988849e+00, 2.203395155095914326e+00, 1.714103663642587483e+00
2.089000000000000000e+03, 1.813677693095336441e+00, 1.509936281082514320e+00, 1.866975837341279032e+00, 1.852845502719408399e+00, 1.925558580802082975e+00, 1.787885534717300162e+00, 1.957108247020440173e+00, 1.658814877059040738e+00, 1.900437423822711747e+00, 1.761930159872638235e+00, 2.014648787277040665e+00, 1.816413258470522374e+00, 1.587430216332565758e+00, 1.912045820244832051e+00, 2.131141152596410571e+00, 1.707127195861148694e+00
2.090000000000000000e+03, 1.741014975303037726e+00, 1.564976728850349996e+00, 1.844696367262705028e+00, 1.865270251654480127e+00, 1.932010487547455746e+00, 1.863957367926889042e+00, 1.941960310917024923e+00, 1.550873913705465901e+00, 1.865586132872327330e+00, 1.707084385870642596e+00, 1.916419354148211074e+00, 1.918406958161589904e+00, 1.642068015401481507e+00, 1.941742853929151469e+00, 2.102037058124619495e+00, 1.701164586666115808e+00
2.091000000000000000e+03, 1.907469001204256998e+00, 1.566599330326223338e+00, 1.846114022389746312e+00, 1.801556858029455643e+00, 1.861789626487562854e+00, 1.852667130180663646e+00, 1.975969257935289658e+00, 1.635364278296091989e+00, 1.894369198321522729e+00, 1.720109402964941969e+00, 1.905845056291450179e+00, 1.860693666795666834e+00, 1.704634972735373566e+00, 1.897301803903479689e+00, 2.095215353799896985e+00, 1.608221399027280452e+00
2.092000000000000000e+03, 1.902583975173732789e+00, 1.622165662687560683e+00, 1.888045325127763796e+00, 1.790503583942592458e+00, 1.885026583974787728e+00, 1.801844475104217080e+00, 1.870938450139267184e+00, 1.688626543432520721e+00, 1.816371744540744793e+00, 1.676891835026320221e+00, 1.879177750465058638e+00, 1.906642913499442926e+00, 1.656164886863345398e+00, 1.950312610949991310e+00, 2.166873011732350029e+00, 1.731878377159357330e+00
2.093000000000000000e+03, 1.794665945383068451e+00, 1.615717208136671967e+00, 1.950119684027704414e+00, 1.863935659034555048e+00, 1.954552214010954581e+00, 1.821489673672520349e+00, 1.919389643510503785e+00, 1.619712770992228767e+00, 1.887603248795457267e+00, 1.785224686478466216e+00, 1.930896475956646263e+00, 1.828857761309500729e+00, 1.653095058544492124e+00, 1.942059836282596041e+00, 2.129764348128978746e+00, 1.696572893389865833e+00
2.094000000000000000e+03, 1.825412460274110416e+00, 1.600292614904937905e+00, 1.948190473031207182e+00, 1.842272441713349362e+00, 1.908721452956983589e+00, 1.898544760372392837e+00, 1.939538229167112604e+00, 1.634784054131368736e+00, 1.859911218612487982e+00, 1.766328513032438430e+00, 2.047134997023247305e+00, 1.835548674842725436e+00, 1.618678439978288752e+00, 1.923547913254863628e+00, 2.194058247900740000e+00, 1.739411640326643305e+00
2.095000000000000000e+03, 1.769203623058090979e+00, 1.623096990972723752e+00, 1.943191734825175487e+00, 1.819532447919878448e+00, 1.960734669561797094e+00, 1.978289051721795477e+00, 1.920854005495206795e+00, 1.636726577959842999e+00, 1.839265481203196106e+00, 1.762923164230494333e+00, 1.904477727306982615e+00, 1.748158911950616012e+00, 1.548271176880631206e+00, 1.878413596987297485e+00, 2.082790691975969555e+00, 1.705041664756561604e+00
2.096000000000000000e+03, 1.834645940572812606e+00, 1.601672776352104144e+00, 1.867265632350729732e+00, 1.833621221109111632e+00, 1.834539471172374814e+00, 1.844432086949152172e+00, 2.052168281873562261e+00, 1.640667543487307478e+00, 1.806480061379887037e+00, 1.710786274427969600e+00, 2.003691035633059503e+00, 1.873572931286400012e+00, 1.642584222372792224e+00, 1.946208135929112570e+00, 2.199810230984017512e+00, 1.721266166029131073e+00
2.097000000000000000e+03, 1.870786271669786505e+00, 1.576061034958200713e+00, 1.804633797369259218e+00, 1.855181429241764102e+00, 1.908305417216161981e+00, 1.884889958553092493e+00, 1.990444960706382771e+00, 1.618288274053380604e+00, 1.881612497749104218e+00, 1.716258482049819900e+00, 1.925725515675998256e+00, 1.818827118531626041e+00, 1.626439895112385292e+00, 1.895185038564493052e+00, 2.188805983416283407e+00, 1.667548628148901591e+00
2.098000000000000000e+03, 1.768926667939691111e+00, 1.545686716806295768e+00, 1.845420771189745901e+00, 1.803796033663163989e+00, 1.989445593662701350e+00, 1.857551513445359737e+00, 2.005262466530408627e+00, 1.640686826104300167e+00, 1.886079244171271263e+00, 1.815509554734909381e+00, 2.031024644500283305e+00, 1.784586304512050692e+00, 1.650127861210217484e+00, 1.858143153261237135e+00, 2.146683635617212982e+00, 1.740215726043400357e+00
2.099000000000000000e+03, 1.824644784018213839e+00, 1.604284021467490717e+00, 1.922089482434856000e+00, 1.807525965018688563e+00, 1.968526739110194823e+00, 1.905382346206824007e+00, 1.917920469108996828e+00, 1.698239564279342195e+00, 1.853199539790623351e+00, 1.726712166371294765e+00, 1.955204482978559311e+00, 1.832288004769156320e+00, 1.745461448302968233e+00, 1.913725917588791958e+00, 2.144579128111345767e+00, 1.748205505549380367e+00
2.100000000000000000e+03, 1.864247778053156779e+00, 1.595539444511156146e+00, 1.901844504295027383e+00, 1.801029307315347161e+00, 1.797389904440727104e+00, 1.805611440452149274e+00, 1.891325602287182939e+00, 1.681547047335814726e+00, 1.837015359848273910e+00, 1.737624560451644484e+00, 1.974545844317789900e+00, 1.765033647865986488e+00, 1.665140114009379335e+00, 1.871207241725281634e+00, 2.223903679529723121e+00, 1.774279998574993078e+00
