year, GFDL-ESM4, ACCESS-ESM1-5, CNRM-ESM2-1, CESM2-WACCM, MIROC-ES2L, UKESM1-0-LL, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, NorESM2-LM, IPSL-CM6A-LR, CanESM5, MPI-ESM1-2-LR, NorESM2-MM
2.030000000000000000e+03, 6.191974086702650482e+00, 3.316970914503835743e+00, 5.848658319729017840e+00, 4.475093680810740437e+00, 6.545109173006518510e+00, 6.024177277336131731e+00, 3.483904736775080835e+00, 2.021691520457472802e+00, 5.356217844843476961e+00, 3.748139680344515057e+00, 3.273176708363275456e+00, 4.091916858197738094e+00, 5.975964290272711921e+00, 4.198297152659189457e+00
2.031000000000000000e+03, 6.336707595183639796e+00, 3.295754627960000516e+00, 6.189097290069828894e+00, 4.565288358637666910e+00, 6.383463111343169238e+00, 5.899606523711550921e+00, 3.656441965923855175e+00, 2.043162437405572796e+00, 5.308644245185388577e+00, 3.850319691220855489e+00, 3.348494138731747505e+00, 3.995212268829205993e+00, 6.172820740322275235e+00, 4.295539103590640728e+00
2.032000000000000000e+03, 6.196878228349846474e+00, 3.318890278930003657e+00, 6.151150442636863502e+00, 4.621539073240048090e+00, 6.312915023391805214e+00, 6.148571940653270396e+00, 3.116715464307507233e+00, 2.100270856534793840e+00, 5.426581410410200590e+00, 3.659826314090560029e+00, 3.321045798764945989e+00, 4.142960817445257682e+00, 6.131234296739761724e+00, 4.177045894784824576e+00
2.033000000000000000e+03, 6.423413618164897976e+00, 3.302022378914751144e+00, 6.071400447177851767e+00, 4.786557999764480265e+00, 6.470202079106599946e+00, 6.290250063872451669e+00, 3.257149951228210938e+00, 2.062821852979697557e+00, 5.392999312246328891e+00, 3.845375919685678934e+00, 3.417647876687827768e+00, 4.154278475500229106e+00, 6.177907484495881896e+00, 4.028022012815146269e+00
2.034000000000000000e+03, 6.476166586353070187e+00, 3.358888587781106327e+00, 6.170850929380904404e+00, 4.875823270523852671e+00, 6.508417916595241159e+00, 6.253732007871964704e+00, 3.081132023758438088e+00, 2.107151001927838330e+00, 5.567328290970214866e+00, 3.640316262204808861e+00, 3.466170254120094718e+00, 4.032236680289543962e+00, 6.031662378724423235e+00, 4.146836894297604381e+00
2.035000000000000000e+03, 6.223483793458305158e+00, 3.292981144033969354e+00, 5.900414202444093092e+00, 4.965437403270414052e+00, 6.475921793762010381e+00, 6.201911152415238604e+00, 3.805710226361466386e+00, 2.044933911663555204e+00, 5.488342876186965924e+00, 3.849907325779195588e+00, 3.519278458158911160e+00, 4.119456265507579928e+00, 5.932909331750855664e+00, 4.060214080138974779e+00
2.036000000000000000e+03, 6.306175022373695427e+00, 3.317357620216412339e+00, 5.926549211470995893e+00, 4.881447330453688060e+00, 6.467194066091753513e+00, 6.232672505250989481e+00, 3.630129083333899054e+00, 2.106223560043873011e+00, 5.623510048835801634e+00, 3.974196656891601620e+00, 3.440909384969431883e+00, 4.420661129914069676e+00, 6.313889349581306654e+00, 4.246692381474671762e+00
2.037000000000000000e+03, 6.447166015719995258e+00, 3.322019450203970159e+00, 6.073780198237637151e+00, 4.875838033453753440e+00, 6.582064198901662166e+00, 6.251615395755777627e+00, 3.335911859815479552e+00, 2.066570154032472573e+00, 5.480823774305546792e+00, 4.096555948804280867e+00, 3.515783321316216625e+00, 4.412757068766804736e+00, 6.375993564859927076e+00, 4.250636360085935372e+00
2.038000000000000000e+03, 6.352901562745302932e+00, 3.291200448426029990e+00, 5.855186565690539524e+00, 4.877854750069468892e+00, 6.543166151239461215e+00, 6.440782843143590064e+00, 3.411463416697968931e+00, 2.076976929060465160e+00, 5.583249301723571811e+00, 3.997013853156244689e+00, 3.540867328669827785e+00, 4.399796028536443693e+00, 6.068230808142020649e+00, 4.364563036135964857e+00
2.039000000000000000e+03, 6.586429036199508147e+00, 3.370565928712505155e+00, 5.870701490041711601e+00, 4.888073216398415077e+00, 6.600449608833415027e+00, 6.409554272701731392e+00, 3.103840547959962670e+00, 2.108313421491474493e+00, 5.539758448168187854e+00, 4.064597027603897850e+00, 3.500868258691741453e+00, 4.312028152852843910e+00, 6.033546562805510938e+00, 4.301133858543317423e+00
2.040000000000000000e+03, 6.651852936679837569e+00, 3.398467438919034134e+00, 6.093520331582253036e+00, 5.021765271464492031e+00, 6.736754823543716242e+00, 6.293982154214606162e+00, 2.801468452722397195e+00, 2.155859982620203841e+00, 5.487812831779518064e+00, 3.901410052582815258e+00, 3.525141496731261093e+00, 4.361210294068458282e+00, 6.170735309639004740e+00, 4.365964166350883247e+00
2.041000000000000000e+03, 6.582120813680575999e+00, 3.395696725695727558e+00, 5.997518915725518873e+00, 5.157451356368683015e+00, 6.423549597297063762e+00, 6.398381013032779840e+00, 3.814112905280156784e+00, 2.155646555160054767e+00, 5.555623141125365372e+00, 4.058882659628374689e+00, 3.534283549928444401e+00, 4.454083952242799072e+00, 6.288126900198538927e+00, 4.598301050480153584e+00
2.042000000000000000e+03, 6.234977519857443085e+00, 3.413903669410258690e+00, 6.191078824113657397e+00, 4.787199218756954089e+00, 6.672216593265059004e+00, 6.530146658861949227e+00, 3.769746859993301502e+00, 2.129486595004820959e+00, 5.745925769310308517e+00, 3.880990082155965304e+00, 3.550323337612558472e+00, 4.363953333749240215e+00, 6.541459923066264892e+00, 4.545946857083224657e+00
2.043000000000000000e+03, 6.600090664498706516e+00, 3.368003841558237177e+00, 6.300814122949437213e+00, 4.938150019383498623e+00, 6.741873151565984656e+00, 6.813147495840246037e+00, 3.153874685748751183e+00, 2.097369237472240577e+00, 5.645988249592055475e+00, 3.892116604035229521e+00, 3.642113830987041556e+00, 4.393524950982579114e+00, 6.116454047506221237e+00, 4.421572364368778096e+00
2.044000000000000000e+03, 6.564454058999771746e+00, 3.399023040641506732e+00, 6.145555532275657207e+00, 5.079609589720857521e+00, 6.655053582138747537e+00, 6.640732374363124357e+00, 3.620146017596840071e+00, 2.057305310708097412e+00, 5.749566204142384507e+00, 4.034792111451436902e+00, 3.569757909629309722e+00, 4.503921509162403858e+00, 5.942875964312190895e+00, 4.546528967446231029e+00
2.045000000000000000e+03, 6.324562290238700868e+00, 3.365398426787068686e+00, 6.125147395565314845e+00, 5.031953576436941411e+00, 6.617235996327350378e+00, 6.501721118783758691e+00, 3.486410113838489533e+00, 2.161517493353005470e+00, 5.697063196019894527e+00, 4.129225466725548799e+00, 3.648316580340372983e+00, 4.430437421396244524e+00, 6.444113978999474135e+00, 4.612876826638747652e+00
2.046000000000000000e+03, 6.685318386492898668e+00, 3.393106666041798114e+00, 6.354079619818754132e+00, 5.152849738146652037e+00, 6.672550628557997854e+00, 6.592656471691753062e+00, 3.498735888482141121e+00, 2.150629871367595314e+00, 5.710067103334466765e+00, 4.129983177276876916e+00, 3.653733828015353513e+00, 4.476953593467692727e+00, 6.416901235653911684e+00, 4.393986593432512855e+00
2.047000000000000000e+03, 6.515868776785914918e+00, 3.366242540909398784e+00, 6.324726779776543850e+00, 4.739461029943102588e+00, 6.763473360564922210e+00, 6.816442906052312622e+00, 3.942116211433814854e+00, 2.170769803622099925e+00, 5.898106921002257863e+00, 3.968550713000651431e+00, 3.724325710943542145e+00, 4.347345433533959635e+00, 6.362672080458387391e+00, 4.477016921001564675e+00
2.048000000000000000e+03, 6.334601719686561161e+00, 3.396875181876572558e+00, 6.519693329388939418e+00, 5.489662875609472081e+00, 6.634250533771865577e+00, 6.917972880034506389e+00, 3.381497788153942530e+00, 2.228431227199899833e+00, 6.006728335358559434e+00, 4.117606692024810222e+00, 3.753055605138614581e+00, 4.591794881393755468e+00, 6.481848246708723948e+00, 4.454011000115166929e+00
2.049000000000000000e+03, 6.533801602648579454e+00, 3.397747131940420662e+00, 6.103325151752327038e+00, 5.062924133446714769e+00, 6.782382907651634874e+00, 6.723973793726239379e+00, 4.129587275510552935e+00, 2.163516837708892027e+00, 5.937223105002003010e+00, 4.202043202492191654e+00, 3.785428687170807827e+00, 4.594173119286643292e+00, 6.440984788914311032e+00, 4.372694025776823423e+00
2.050000000000000000e+03, 6.596035848390977563e+00, 3.403591998922666395e+00, 6.082024642770012868e+00, 5.370484382217394881e+00, 6.851438957614092828e+00, 6.810538285403755054e+00, 3.435048311759499207e+00, 2.226489626879886163e+00, 5.808252145996255500e+00, 4.071495135805433208e+00, 3.840054897973295134e+00, 4.630202270104089912e+00, 6.240609574146184890e+00, 4.458395752558304004e+00
2.051000000000000000e+03, 6.377271889374022784e+00, 3.433991117204248766e+00, 6.181005374802079011e+00, 5.195224873397138232e+00, 6.635529645469473436e+00, 6.692048747966058642e+00, 3.174000077608066572e+00, 2.241974873127547063e+00, 6.009413306572087166e+00, 4.273874682810147263e+00, 3.769080870747718581e+00, 4.690205252366424382e+00, 6.256891635099978366e+00, 4.435414476816536222e+00
2.052000000000000000e+03, 6.788495505504890559e+00, 3.545462839067489824e+00, 6.269124280963809248e+00, 5.259784085970706791e+00, 6.618563257906731501e+00, 6.868543635358512311e+00, 3.375294173700551514e+00, 2.239758333589251027e+00, 6.028009730508845365e+00, 3.939250202236246334e+00, 3.653334629531278743e+00, 4.549855551863584147e+00, 6.416558333131226810e+00, 4.600700909649157566e+00
2.053000000000000000e+03, 6.519913522214540791e+00, 3.473309686497565885e+00, 6.323365436378663773e+00, 4.920923915295078110e+00, 6.888359695491843127e+00, 6.702209188081307722e+00, 3.355499744148911390e+00, 2.157199596200031433e+00, 5.974701655268076728e+00, 3.998655899042051765e+00, 3.829064480627311973e+00, 4.779584323328064599e+00, 6.579292280640242296e+00, 4.176378062939921421e+00
2.054000000000000000e+03, 6.556794101515268203e+00, 3.417868038265872599e+00, 6.246950930781167699e+00, 5.209280782207685867e+00, 6.684196076193726910e+00, 6.678976811221069454e+00, 3.537214004425545344e+00, 2.258448192154924428e+00, 6.048166082986480951e+00, 4.278908261871873897e+00, 3.822847670716209567e+00, 4.792491028074906900e+00, 6.206428278805715237e+00, 4.527457306176487783e+00
2.055000000000000000e+03, 6.706862634877825080e+00, 3.445863841015073259e+00, 6.258015500664132702e+00, 5.132012845641648724e+00, 6.915024519762372535e+00, 6.695572943345573513e+00, 3.526888599736962338e+00, 2.179895301904237748e+00, 6.134168094278892980e+00, 4.349096084120797734e+00, 3.806073801961163294e+00, 4.688347902925914745e+00, 6.311141625181469372e+00, 4.667726677440880323e+00
2.056000000000000000e+03, 6.950104969921715892e+00, 3.454038079461707600e+00, 6.377273205217328211e+00, 5.071388624017921565e+00, 6.974355811165387387e+00, 6.786453405086510848e+00, 4.132635818065197419e+00, 2.230417243824897700e+00, 5.754450796436907822e+00, 4.188886081950526474e+00, 3.796789169269168873e+00, 4.750526014750948711e+00, 6.053784729410187637e+00, 4.721427264607291896e+00
2.057000000000000000e+03, 6.708493710359679341e+00, 3.500211208392104201e+00, 6.400653131078156477e+00, 5.069066164861989243e+00, 6.887836457557316550e+00, 6.890166834742504243e+00, 4.318563339269313239e+00, 2.144619521357719272e+00, 6.002940404450743728e+00, 4.225445757477978681e+00, 3.868282259171283322e+00, 4.929790307309820818e+00, 6.225095778756456255e+00, 4.404786884477434938e+00
2.058000000000000000e+03, 6.848569913441664880e+00, 3.522688949809761549e+00, 6.350555899790507830e+00, 5.116720617641526303e+00, 6.909769779073013041e+00, 6.905904236716349232e+00, 3.922760940240771710e+00, 2.153454785464610222e+00, 5.968252066062748717e+00, 4.221477030293669941e+00, 3.860183126331016013e+00, 4.714818286941397041e+00, 6.496916113717949415e+00, 4.942308288357621926e+00
2.059000000000000000e+03, 6.709839097158535104e+00, 3.565442111459931951e+00, 6.274991625052664723e+00, 5.132982191759102975e+00, 6.896616145437591605e+00, 7.161875371642537402e+00, 3.326025781185514507e+00, 2.275475789546183680e+00, 6.209029011120006381e+00, 4.212105884506924802e+00, 3.815432527707589561e+00, 4.789085848142829782e+00, 6.196839572719336608e+00, 4.554185485191211136e+00
2.060000000000000000e+03, 6.954278619159145691e+00, 3.432771194029421657e+00, 6.377666500179409503e+00, 5.046420426157068206e+00, 7.003453743687880539e+00, 7.270091851280207074e+00, 3.788951536387587637e+00, 2.231669185005114908e+00, 6.070199216026389344e+00, 4.184652536672967216e+00, 3.828941112643607259e+00, 5.017531322791924708e+00, 6.408895853161222789e+00, 4.574588955289314640e+00
2.061000000000000000e+03, 6.826811551259774014e+00, 3.462727709428325085e+00, 6.445550281407413706e+00, 4.984935917477186784e+00, 6.858213678348852760e+00, 7.139009396641096572e+00, 3.331699813221110862e+00, 2.207043018174573934e+00, 6.222016881570410440e+00, 4.011130414486271611e+00, 3.868594929314924435e+00, 4.907010040640590987e+00, 6.501627764061656656e+00, 4.682566022243501713e+00
2.062000000000000000e+03, 6.898246052811233042e+00, 3.485437627046858111e+00, 6.285104725998737152e+00, 5.316834772019248589e+00, 6.659833245365681442e+00, 6.850570874521662468e+00, 3.549521451609146006e+00, 2.259136595768478362e+00, 6.058305434547199830e+00, 4.177574211139109650e+00, 3.823809949556790766e+00, 4.915805431177221685e+00, 6.402468518423336086e+00, 4.352164663441832282e+00
2.063000000000000000e+03, 7.011219865652022598e+00, 3.490028902493560015e+00, 6.541761739453971991e+00, 5.376096446522648620e+00, 7.011714958049788393e+00, 6.873450664301399726e+00, 3.699745249034515293e+00, 2.273232019109625135e+00, 5.908111346969290523e+00, 4.507710849957925703e+00, 4.049143666625165672e+00, 4.970833778152644378e+00, 6.362761942179657737e+00, 4.670444044082039170e+00
2.064000000000000000e+03, 6.864457556517271186e+00, 3.455712203636246649e+00, 6.408776938620649233e+00, 5.420337632169503372e+00, 7.032956785904656449e+00, 6.914462281557582024e+00, 3.647590311036466026e+00, 2.208846559906331830e+00, 6.108933125391109442e+00, 4.205144158493877349e+00, 3.995973966572284208e+00, 4.919804643232030372e+00, 6.234857356311622745e+00, 4.611778613740804111e+00
2.065000000000000000e+03, 6.766062723439760340e+00, 3.429690892763005206e+00, 6.273712107708139918e+00, 5.174967320841659557e+00, 6.945385478572539739e+00, 6.743461362261615299e+00, 3.983135574828221781e+00, 2.297969063437967030e+00, 6.035138278404033052e+00, 4.267676430087577799e+00, 3.892274077821738842e+00, 4.930414778193292769e+00, 6.260012096652086022e+00, 4.614865076759999241e+00
2.066000000000000000e+03, 6.972352499127072001e+00, 3.348968068797984365e+00, 6.283493361915339470e+00, 5.132778412790170997e+00, 6.871810587510446489e+00, 6.695229330348852592e+00, 3.812704717918829367e+00, 2.266183944647903292e+00, 6.177593698179700610e+00, 4.426509879482528831e+00, 4.051815296952332446e+00, 4.850918302545593086e+00, 6.324958412144233044e+00, 4.662763926438868722e+00
2.067000000000000000e+03, 7.157722189464005069e+00, 3.373368809118200140e+00, 6.425478352919462566e+00, 5.295262579896719224e+00, 6.879672381814590842e+00, 6.764736386414453406e+00, 3.913390590575116068e+00, 2.267507303957849274e+00, 6.249484532980678964e+00, 4.266018096751363231e+00, 3.899331664594886782e+00, 4.851613437291891984e+00, 6.250269576511016112e+00, 4.642714988306074098e+00
2.068000000000000000e+03, 6.965519236800035152e+00, 3.472625627005887949e+00, 6.510556943395426899e+00, 5.382792500761726551e+00, 7.218969571091439441e+00, 7.098036953814124139e+00, 4.034826815662986732e+00, 2.298486674277268715e+00, 6.126029819853124891e+00, 4.289189596263551785e+00, 3.913018053873874358e+00, 4.841614746875282371e+00, 6.427380167641816300e+00, 4.707099816247692914e+00
2.069000000000000000e+03, 6.694675838629303044e+00, 3.538070088798475510e+00, 6.550478792709310660e+00, 5.214886010329622401e+00, 7.127879490988911826e+00, 7.234927936934947290e+00, 3.667015228085707346e+00, 2.202130314756122420e+00, 6.096171098940017075e+00, 4.251516856719945281e+00, 3.906401991301585053e+00, 5.003757661109685451e+00, 6.359162158379699115e+00, 4.755259336005293491e+00
2.070000000000000000e+03, 6.862109537622452571e+00, 3.492372271419625473e+00, 6.547524465965577356e+00, 5.389941902540524410e+00, 6.961193450567839669e+00, 7.165019189673284217e+00, 4.108210691355925093e+00, 2.192398867256232009e+00, 5.888228079493032396e+00, 4.467558272356266791e+00, 3.920631971315724051e+00, 4.911215451402805243e+00, 6.464460920575637815e+00, 4.875575374671292650e+00
2.071000000000000000e+03, 6.790942530785035736e+00, 3.490153910170348261e+00, 6.481369869745490675e+00, 5.311296697846779047e+00, 6.943067003250232183e+00, 6.891152925510994010e+00, 3.793638708184223773e+00, 2.194303970073465226e+00, 5.954685545443443750e+00, 4.278606655084363553e+00, 3.871145358743377063e+00, 4.986233943549681413e+00, 6.404141458883881199e+00, 4.911794254690407868e+00
2.072000000000000000e+03, 6.903495455159248451e+00, 3.479773286827424705e+00, 6.373926643915110546e+00, 5.581059057147565561e+00, 7.007664041438580682e+00, 7.096756670511408238e+00, 3.568498610414350569e+00, 2.221629618611361323e+00, 5.851034513918544455e+00, 4.407068625123467420e+00, 3.953640268841884353e+00, 4.986242772741288576e+00, 6.209576736627055560e+00, 4.824687173820775499e+00
2.073000000000000000e+03, 7.028113001532898529e+00, 3.458748565022756072e+00, 6.589001691090245139e+00, 5.339004819533793800e+00, 7.060157581613894173e+00, 7.053939005957110098e+00, 3.875500610553626046e+00, 2.240417719071804648e+00, 6.016887627467397692e+00, 4.171057648913522264e+00, 4.140849536184259883e+00, 5.079696615392624182e+00, 6.320957532142777779e+00, 4.642036776637000095e+00
2.074000000000000000e+03, 7.088548516505291275e+00, 3.443254887268083042e+00, 6.851520393415555077e+00, 5.378982922825337631e+00, 7.059212405828783510e+00, 7.126106628290023615e+00, 3.621337763881955052e+00, 2.310373536873714162e+00, 5.990556914544746370e+00, 4.492642307656820932e+00, 4.113429462942260528e+00, 5.100391403894734665e+00, 6.367273284463323968e+00, 4.443626177717358239e+00
2.075000000000000000e+03, 6.802058744046380667e+00, 3.537743455990241870e+00, 6.701637890076182380e+00, 5.337513702291448503e+00, 7.212066460493633535e+00, 7.240248095885810642e+00, 3.795515789828925346e+00, 2.290494373571618780e+00, 6.177417005620768009e+00, 4.522817981070900828e+00, 4.067943767374083031e+00, 4.997312942873342045e+00, 6.186365664303814960e+00, 4.762057116932767897e+00
2.076000000000000000e+03, 6.877073430238797691e+00, 3.504918062418521441e+00, 6.657719816616316955e+00, 5.279643450822630868e+00, 6.987994166014771302e+00, 7.103134259186115962e+00, 4.044678359789732447e+00, 2.283129167873105381e+00, 5.968546352216932860e+00, 4.491438555283375322e+00, 4.119534465715522842e+00, 5.046590545002136885e+00, 6.487694544603633595e+00, 4.769361902405563569e+00
2.077000000000000000e+03, 6.992451487787766595e+00, 3.543510111883267921e+00, 6.860894270255575300e+00, 5.352402585742440877e+00, 7.085675972373989495e+00, 7.242001626266392655e+00, 4.090739864629260758e+00, 2.264097273334878313e+00, 6.292216122556617108e+00, 4.379871091524782933e+00, 4.077999724662776160e+00, 5.036106405189716639e+00, 6.426969338395134734e+00, 4.787332181779881068e+00
2.078000000000000000e+03, 7.016481527027806031e+00, 3.565109090991723129e+00, 6.620010843004140888e+00, 5.268799861825465669e+00, 6.955674256885867379e+00, 7.300786385340701123e+00, 3.446870688315433195e+00, 2.249049651327749366e+00, 6.071260262301102273e+00, 4.364507595080704405e+00, 3.983185717307041074e+00, 4.957605864988231303e+00, 6.418957157731668417e+00, 4.789531576017887815e+00
2.079000000000000000e+03, 6.946293201702771647e+00, 3.623158859975208479e+00, 6.586197007094821032e+00, 5.393930640670336452e+00, 6.998503839213922717e+00, 7.118779638728601533e+00, 3.634132140837729175e+00, 2.204762649428383625e+00, 6.216419225610901655e+00, 4.359697965366412298e+00, 4.105956914062105056e+00, 4.994881847772203010e+00, 6.392723170125045762e+00, 4.888964922179924066e+00
2.080000000000000000e+03, 7.014572716615035120e+00, 3.586580976040704360e+00, 6.422684015819354109e+00, 5.478169832680163331e+00, 6.889269553919790567e+00, 7.117012983730787390e+00, 4.210076532357432733e+00, 2.208301811148327687e+00, 6.155912710194162862e+00, 4.240028154567437646e+00, 4.061458063299917320e+00, 5.059667526684082262e+00, 6.585490518807393556e+00, 4.796463979145026535e+00
2.081000000000000000e+03, 6.838113379338204290e+00, 3.494564065499070615e+00, 6.647449411361216143e+00, 5.172587003460189514e+00, 7.102137906986292215e+00, 7.303127336632643463e+00, 4.149792019777291507e+00, 2.255270887202883046e+00, 6.175215669219020320e+00, 4.348964609510406198e+00, 4.121832062927157203e+00, 5.215253385952458132e+00, 6.633103269991370787e+00, 4.639587890340677312e+00
2.082000000000000000e+03, 6.978818108807371523e+00, 3.556137913449288313e+00, 6.671585569963356832e+00, 5.305286998101292895e+00, 6.990592183771022761e+00, 7.228536542384650154e+00, 4.507679788369075347e+00, 2.310065854484025127e+00, 6.195718318391040036e+00, 4.225296079467885768e+00, 4.122324013660645825e+00, 4.975845422292600517e+00, 6.642807078663954812e+00, 4.760327847729603157e+00
2.083000000000000000e+03, 6.865886115804574530e+00, 3.586095907781042591e+00, 6.577472770555405468e+00, 5.297995689240120321e+00, 6.897616933699705299e+00, 7.296201339998413360e+00, 3.880747404309581761e+00, 2.332008566848581932e+00, 6.152178953145769569e+00, 4.353508765552136950e+00, 4.138093891465690177e+00, 5.098715161971171028e+00, 6.505403715840261114e+00, 5.002322522879772748e+00
2.084000000000000000e+03, 7.005843440858857463e+00, 3.530974448060925752e+00, 6.641097935486745207e+00, 5.262010314224439433e+00, 7.021256794180884775e+00, 7.371509966913182943e+00, 3.608565931573249674e+00, 2.277003970204872996e+00, 6.231032460258669303e+00, 4.453528938246186009e+00, 4.139833526332395763e+00, 5.097523500125769047e+00, 6.414815601334552753e+00, 4.763793450352619807e+00
