year, EC-Earth3-Veg, UKESM1-0-LL, CESM2-WACCM, ACCESS-ESM1-5, MPI-ESM1-2-LR, INM-CM5-0, MIROC-ES2L, CanESM5, NorESM2-MM, GFDL-ESM4, INM-CM4-8, CNRM-ESM2-1, CMCC-CM2-SR5, IPSL-CM6A-LR, TaiESM1, NorESM2-LM
2.067000000000000000e+03, 9.256480785427704916e+00, 1.497169771935531379e+01, 1.202835210527334020e+01, 6.373047824107338499e+00, 1.206794379958066976e+01, 1.081741437111948834e+01, 1.200155101388195078e+01, 1.035870310562159524e+01, 1.107634711030674524e+01, 1.518813309366153419e+01, 1.062825609329028786e+01, 1.102424659097322035e+01, 1.324650007195103818e+01, 1.049779251130620494e+01, 7.353775717133121503e+00, 9.889522987947753307e+00
2.068000000000000000e+03, 9.273211325881963063e+00, 1.533659014887518524e+01, 1.255716970788617814e+01, 6.654293655583104261e+00, 1.171121613071636780e+01, 1.095338945903482575e+01, 1.288706996059668519e+01, 1.010860865553448740e+01, 1.150819843005096210e+01, 1.486912385808570569e+01, 1.055846050236272227e+01, 1.124422984496404432e+01, 1.321152419206823048e+01, 1.053685041054062133e+01, 7.310082850894484174e+00, 1.016626960538946101e+01
2.069000000000000000e+03, 9.129435138090201463e+00, 1.514277190525449335e+01, 1.266642664885137748e+01, 6.763117069097117628e+00, 1.234762763264690300e+01, 1.054654531602511369e+01, 1.254072238910689663e+01, 1.073323421010064926e+01, 1.103500635442761180e+01, 1.445657007699560737e+01, 1.051258054756859828e+01, 1.106170772031952687e+01, 1.308827965561691542e+01, 1.066429307478763633e+01, 6.936733776069561763e+00, 9.937132510156036602e+00
2.070000000000000000e+03, 9.403836470094882216e+00, 1.557613611029560019e+01, 1.291516986921182486e+01, 6.833273185778539371e+00, 1.232129261402243792e+01, 1.073527555005534317e+01, 1.153390676316257490e+01, 1.029756097376027668e+01, 1.072713326109638565e+01, 1.466722764802388035e+01, 1.085657839902535216e+01, 1.151689477148043572e+01, 1.244224695784626888e+01, 1.089780698130793013e+01, 7.011434429070829033e+00, 9.976449181300180769e+00
2.071000000000000000e+03, 8.903315049709826567e+00, 1.529121817159064811e+01, 1.172174148551816231e+01, 7.051057860521637188e+00, 1.272757378378444137e+01, 1.049698229639069424e+01, 1.230000057740615738e+01, 1.030304608970235591e+01, 1.092003593375358683e+01, 1.470145493324945996e+01, 1.090725662778705640e+01, 1.085156389452951231e+01, 1.270534524611175442e+01, 1.044236148738583658e+01, 7.220976809149119546e+00, 9.482695434580145744e+00
2.072000000000000000e+03, 8.927705102796920755e+00, 1.535472548677771165e+01, 1.236865555244058257e+01, 6.739992098229195427e+00, 1.192356402001350268e+01, 1.090517809221496570e+01, 1.216482969606438047e+01, 1.037904301082708258e+01, 1.055640587812730935e+01, 1.482909684437509945e+01, 1.080607200699365578e+01, 1.085702039464735336e+01, 1.282114662922031201e+01, 1.102774052590734932e+01, 7.079156484849391973e+00, 9.950914061295437207e+00
2.073000000000000000e+03, 9.211439833433525237e+00, 1.513353612680749727e+01, 1.227526469130694942e+01, 6.591536618342725085e+00, 1.222176411303978405e+01, 1.077883984163603870e+01, 1.221191674939920269e+01, 1.088370370191297098e+01, 1.114850477860459144e+01, 1.566856158547049382e+01, 1.074482423243892981e+01, 1.138000831897861964e+01, 1.299242315633544465e+01, 1.165486288904802770e+01, 7.129123423118766567e+00, 9.294413759196075375e+00
2.074000000000000000e+03, 8.621001662847355362e+00, 1.539945349326550428e+01, 1.260885594291070078e+01, 6.708527637814627909e+00, 1.222249545533623305e+01, 1.072706710291970644e+01, 1.201520338853707948e+01, 1.080256691042443506e+01, 9.543164863248238206e+00, 1.535514874937607388e+01, 1.078478334228568158e+01, 1.168260853181116765e+01, 1.278153076926824916e+01, 1.144512584727788429e+01, 7.219061054287525536e+00, 1.062367478890035954e+01
2.075000000000000000e+03, 8.424720632407014520e+00, 1.568437230294213869e+01, 1.261078034913195722e+01, 6.805207563887075040e+00, 1.176789238355607914e+01, 1.073950665398226079e+01, 1.303315681389094927e+01, 1.056572759213923440e+01, 1.091315708074275115e+01, 1.463472533363978023e+01, 1.058262743870873379e+01, 1.164853952630176082e+01, 1.322004599240097455e+01, 1.125944743302557960e+01, 7.248389780837590557e+00, 1.012683165361114845e+01
2.076000000000000000e+03, 8.731126903043152865e+00, 1.553345608235436082e+01, 1.180384664149125840e+01, 6.785396161771558354e+00, 1.214061602148223074e+01, 1.077367410903248768e+01, 1.192956944199994496e+01, 1.038386718726171232e+01, 1.075339204402201609e+01, 1.496418471455311838e+01, 1.085387024631889830e+01, 1.130865874077191791e+01, 1.280732043079977522e+01, 1.132569195248579597e+01, 7.209366968726197200e+00, 1.031746517191702139e+01
2.077000000000000000e+03, 9.198995112978053612e+00, 1.537340240944652869e+01, 1.234317544433272396e+01, 6.975860086180611042e+00, 1.185959800237682593e+01, 1.096558028840710719e+01, 1.234877805448772392e+01, 1.055486392672029794e+01, 1.101636241661483240e+01, 1.521194241978820116e+01, 1.095311137227195886e+01, 1.141946601816819218e+01, 1.323210386703356178e+01, 1.080198230800955628e+01, 7.019451562921524612e+00, 1.003293202528922556e+01
2.078000000000000000e+03, 8.767060313453313825e+00, 1.564992139752290434e+01, 1.240344404934569233e+01, 7.108701815241987632e+00, 1.225465968034479047e+01, 1.070798139366133306e+01, 1.213593187694569053e+01, 1.024025054997326301e+01, 1.161671365643809217e+01, 1.510130888507595159e+01, 1.053246469387589634e+01, 1.124150371258303771e+01, 1.296912750868549224e+01, 1.066859098671083395e+01, 7.195071027637792938e+00, 9.958768446395835028e+00
2.079000000000000000e+03, 9.090967428324773891e+00, 1.553328341401106982e+01, 1.148227835416667730e+01, 7.146177544060180686e+00, 1.168528541210907079e+01, 1.127823200772416179e+01, 1.145701949822494115e+01, 1.036027458063906614e+01, 1.131018087037247000e+01, 1.460750161965041194e+01, 1.034249322933240833e+01, 1.114874997604515805e+01, 1.336758866362915477e+01, 1.096878410057179742e+01, 7.244678547120429357e+00, 1.017360157857434189e+01
2.080000000000000000e+03, 9.217685062935650819e+00, 1.515739239930328530e+01, 1.219474999116974345e+01, 7.208799483788052243e+00, 1.270042692819864882e+01, 1.120973001174503381e+01, 1.126625041242272474e+01, 1.031065666150733939e+01, 1.137313111111848407e+01, 1.524772178460295358e+01, 1.068045317641909264e+01, 1.041609729898040904e+01, 1.264870771299050567e+01, 1.118251929051555393e+01, 6.977962568301605550e+00, 9.437541870863221050e+00
2.081000000000000000e+03, 9.247148784555612622e+00, 1.616199379666883118e+01, 1.188728275247036059e+01, 7.097685858260008196e+00, 1.345630818592131561e+01, 1.106652673814354237e+01, 1.207127762476444310e+01, 1.082407783452574002e+01, 1.110036564089560684e+01, 1.496479050168837510e+01, 1.073759832112587631e+01, 1.141488235881729452e+01, 1.352788580817344943e+01, 1.140955588395156717e+01, 7.130630123486328742e+00, 9.855963401603975882e+00
2.082000000000000000e+03, 1.043996350767626957e+01, 1.522253447150501771e+01, 1.214035185769691694e+01, 7.011200335144608609e+00, 1.203543092719341701e+01, 1.068087210672687881e+01, 1.198076861766538848e+01, 1.046529158412656280e+01, 1.093056705615491708e+01, 1.507496950445445272e+01, 1.083908861116272249e+01, 1.113239951141061646e+01, 1.317323127555294349e+01, 1.114394907578475724e+01, 7.053991202039535224e+00, 9.278382091312863622e+00
2.083000000000000000e+03, 9.781230669053135429e+00, 1.542272869187319984e+01, 1.263679467235585996e+01, 7.136468278797218900e+00, 1.302456460129829985e+01, 1.077501650848428838e+01, 1.188748599340281586e+01, 1.066486113508902989e+01, 1.141124097875331067e+01, 1.452470756052080780e+01, 1.086617730776301904e+01, 1.125121172611773801e+01, 1.354817843095420571e+01, 1.113311089937818466e+01, 7.269749902091968252e+00, 9.717961926318249510e+00
2.084000000000000000e+03, 9.482573985527235294e+00, 1.571496108848084283e+01, 1.265459683396129620e+01, 7.036602325003820546e+00, 1.215258993298617085e+01, 1.081194995892014354e+01, 1.169054139823348493e+01, 1.048223114521645094e+01, 1.104844799007948453e+01, 1.547931998916071272e+01, 1.093642454416820087e+01, 1.063257000607998393e+01, 1.310581430129704117e+01, 1.126267356376919615e+01, 7.333212544181481718e+00, 1.004470577421090205e+01
2.085000000000000000e+03, 9.081934972657702332e+00, 1.581925593971883970e+01, 1.203364318695491519e+01, 6.919225960082912685e+00, 1.225389254701474862e+01, 1.060717176346470758e+01, 1.193395560758452412e+01, 1.075619644571126265e+01, 1.141082108304079235e+01, 1.523507986489709687e+01, 1.052941876224779705e+01, 1.093718554681897359e+01, 1.315411571662716383e+01, 1.101512866706884708e+01, 7.350122329472494442e+00, 1.015474644967099671e+01
2.086000000000000000e+03, 9.255433993295895334e+00, 1.557938322917348373e+01, 1.314400247181437997e+01, 7.014714327322163712e+00, 1.264899127911464660e+01, 1.106261469939577857e+01, 1.177302826769041388e+01, 1.037418612518244565e+01, 1.144352983891255349e+01, 1.499935477766388026e+01, 1.065374761849110996e+01, 1.125608947958146899e+01, 1.343465440531916499e+01, 1.140961098181081290e+01, 7.427823236066073420e+00, 1.015436974852726415e+01
2.087000000000000000e+03, 8.610272582749296078e+00, 1.544307875844086198e+01, 1.187259661472341321e+01, 6.732969381313092860e+00, 1.157356882126197029e+01, 1.064346819199125527e+01, 1.253456670717764787e+01, 1.034432597221486816e+01, 1.053431763076797978e+01, 1.485915639266901245e+01, 1.036886931971345760e+01, 1.115824550758834732e+01, 1.389411743358548001e+01, 1.092541916480155173e+01, 7.365131903781337641e+00, 9.608934691266558303e+00
2.088000000000000000e+03, 9.069378011927256011e+00, 1.537757863434408989e+01, 1.237247764296305519e+01, 6.754100979092062751e+00, 1.178899548382362106e+01, 1.047877483262239906e+01, 1.232497628330893491e+01, 1.036066269376692972e+01, 1.090468735649796272e+01, 1.518187952035172827e+01, 1.045790896387843105e+01, 1.068128910296303324e+01, 1.347334328204746612e+01, 1.085344513860788318e+01, 7.313133835722378961e+00, 9.539882468636736945e+00
2.089000000000000000e+03, 8.779081224848530596e+00, 1.547864508737631795e+01, 1.278725454234751346e+01, 6.712344789809448820e+00, 1.205355188571745373e+01, 1.078192741294015100e+01, 1.216671628779086411e+01, 1.008687819329700908e+01, 1.039725716239022724e+01, 1.528350276641723049e+01, 1.035006514412223666e+01, 1.165624633778167940e+01, 1.393138535022523072e+01, 1.139942092368059789e+01, 7.135057269953729353e+00, 1.075969813152068788e+01
2.090000000000000000e+03, 8.990102593621324800e+00, 1.525791753528200978e+01, 1.305056603707555496e+01, 6.905365427532785816e+00, 1.172398780802447682e+01, 1.083041648942493396e+01, 1.169599802233183894e+01, 1.055493111159196395e+01, 1.145512257884102958e+01, 1.490375126690394580e+01, 1.068303687901894428e+01, 1.173254709728845491e+01, 1.321208125653864407e+01, 1.125074279541224875e+01, 7.153141706963700663e+00, 1.037636601598258679e+01
2.091000000000000000e+03, 8.104325786791836350e+00, 1.500567392450267690e+01, 1.289668228479308176e+01, 6.973475390997583290e+00, 1.335470929518313277e+01, 1.043250331158374422e+01, 1.244828060011159998e+01, 1.081945801212230762e+01, 1.081659773644848599e+01, 1.505383955009815899e+01, 1.024624187049414559e+01, 1.128854913456517117e+01, 1.307920607644385314e+01, 1.083410153825551170e+01, 6.985897119265273680e+00, 1.056836604721867090e+01
2.092000000000000000e+03, 8.750045685933589112e+00, 1.531266639805687824e+01, 1.348500713282078323e+01, 7.271939395859441824e+00, 1.194657480851344822e+01, 1.062754471262712208e+01, 1.196142703064072954e+01, 1.050887107789002961e+01, 1.039643904952871978e+01, 1.436286011994609524e+01, 1.072831085546524577e+01, 1.124157825628768492e+01, 1.374295430196043455e+01, 1.042269867920666648e+01, 7.219225499930619350e+00, 1.072006075147222859e+01
2.093000000000000000e+03, 8.279159336344704911e+00, 1.569352200675811382e+01, 1.256565434400920189e+01, 6.883192943981391920e+00, 1.198897201078073671e+01, 1.071456882627298945e+01, 1.161765554197728356e+01, 1.015453355039947070e+01, 1.105758643868173152e+01, 1.540612583318531392e+01, 1.005670337353625676e+01, 1.095372014411884720e+01, 1.373174444950179307e+01, 1.088358161675781943e+01, 6.932085143996726373e+00, 9.510605751695786481e+00
2.094000000000000000e+03, 8.319731455389666408e+00, 1.517875471929098197e+01, 1.296047813026210527e+01, 6.865633268080405749e+00, 1.220333243920628163e+01, 1.046993634660060657e+01, 1.223699582300358557e+01, 1.049071199966154921e+01, 1.151063614017861347e+01, 1.508178616761112067e+01, 1.029977982074906251e+01, 1.095495710725170646e+01, 1.372065077002155142e+01, 1.096348461111540473e+01, 7.104582144360096052e+00, 1.086100241094907837e+01
2.095000000000000000e+03, 8.728845265129338671e+00, 1.521371650372827666e+01, 1.265383774234114966e+01, 6.847600799403118721e+00, 1.198789282702098546e+01, 1.023183973834131777e+01, 1.212543284856088199e+01, 9.782098520646584916e+00, 1.123522525449753040e+01, 1.459093794466365424e+01, 1.049386511837165870e+01, 1.049506471213405057e+01, 1.361103126404257679e+01, 1.082172713488817273e+01, 7.209262347951174377e+00, 9.889402633585547164e+00
2.096000000000000000e+03, 9.153097942347738325e+00, 1.503187685025383935e+01, 1.352718318774130779e+01, 6.747030271405916935e+00, 1.140722727736324771e+01, 1.040340810304779318e+01, 1.188968709364765886e+01, 1.037645493052537837e+01, 1.092304334101654106e+01, 1.429629220316128269e+01, 1.016797196381156709e+01, 1.128795977016108232e+01, 1.349935253803097446e+01, 1.048842635724390071e+01, 7.106348422169452839e+00, 1.034475495280199020e+01
2.097000000000000000e+03, 9.128316446628394587e+00, 1.549102749554196379e+01, 1.279820787446092822e+01, 6.663625814949590165e+00, 1.231180195454505899e+01, 1.038425376035206682e+01, 1.227644897406167068e+01, 1.012907388724841695e+01, 1.092752440592646401e+01, 1.505267712388763002e+01, 1.072561995620581499e+01, 1.037661299288290984e+01, 1.371358643271751632e+01, 1.059764988135137109e+01, 7.109122745456031289e+00, 1.078195277279016295e+01
2.098000000000000000e+03, 8.691966590825298766e+00, 1.520828474792985929e+01, 1.315926338971664400e+01, 6.767571460597815225e+00, 1.159855831583398178e+01, 1.039359735534442919e+01, 1.163509304209155815e+01, 1.038259075140356380e+01, 1.130202743925695330e+01, 1.465160670425347611e+01, 1.059910116341795749e+01, 1.121580430347961865e+01, 1.364553418115387728e+01, 1.082122227228752642e+01, 7.157000758647336092e+00, 1.038293704688471486e+01
2.099000000000000000e+03, 8.065645119663154006e+00, 1.554136056947387523e+01, 1.300826033209460064e+01, 6.952025778859370675e+00, 1.194951741096080511e+01, 1.057928617098958846e+01, 1.161391579483018255e+01, 1.054382013540606522e+01, 1.080824613482941388e+01, 1.465913449239676503e+01, 1.027338041879174924e+01, 1.061741842361422350e+01, 1.408572628810425797e+01, 1.076267630105421702e+01, 7.018083404884243315e+00, 1.018871253330247306e+01
2.100000000000000000e+03, 9.217785994899108104e+00, 1.557851278333998657e+01, 1.328145507054615493e+01, 6.954639842735142352e+00, 1.228138933578833303e+01, 1.065560404502204506e+01, 1.165717740100182276e+01, 1.057458517089190586e+01, 1.084327780533078744e+01, 1.390194366299144058e+01, 1.009762708117137464e+01, 1.113949825311457609e+01, 1.380598533690450935e+01, 1.057519518643504064e+01, 7.300788420993121086e+00, 9.493624381443986238e+00
