year, CNRM-ESM2-1, NorESM2-MM, ACCESS-ESM1-5, GFDL-ESM4, CMCC-CM2-SR5, MIROC-ES2L, IPSL-CM6A-LR, TaiESM1, INM-CM4-8, CanESM5, UKESM1-0-LL, MPI-ESM1-2-LR, CESM2-WACCM, EC-Earth3-Veg, INM-CM5-0, NorESM2-LM
2.074000000000000000e+03, 5.387257211110391131e-01, -7.300381551884266296e-02, 1.669010293098870390e-01, 6.203008962294790374e-01, -4.863665281550563768e-02, 2.534879870684119130e-01, 5.452736385255758655e-01, 2.537029171562337360e-03, 3.596964108162049589e-01, 6.062305653102451064e-01, 3.351623167388600444e-01, 2.089819336798857397e-01, 4.167742397601053583e-01, 3.121854597546520615e-01, 2.529783804171651385e-01, 3.168267472587794065e-01
2.075000000000000000e+03, 7.542197848554605955e-01, 3.119005414283195776e-01, 1.331494933958237148e-01, 5.241070661536153530e-01, -2.370730545639409756e-02, 7.537077358294899110e-01, 5.635340844573698549e-01, 3.868844473510583970e-02, 3.473804057526120870e-01, 5.983372390136920682e-01, 3.776435473794975684e-01, 3.046935587105806809e-01, 4.626755112963886196e-01, 2.959920974614860603e-02, 1.705846980962726911e-01, 1.737503957813497091e-01
2.076000000000000000e+03, 4.975553070508529907e-01, 2.869040613698761732e-01, 2.215948288456044690e-01, 6.648893054753827192e-01, -7.851080902866249822e-01, 2.695730088594151530e-01, 4.838214780238455082e-01, 4.831804246779584228e-02, 4.208122285193274248e-01, 4.208600721299635694e-01, 3.090985199859666022e-01, 7.420701064358442567e-02, 1.728950935418107904e-01, -5.797093814026223202e-02, 4.487150292980822130e-01, 2.934432614532657690e-01
2.077000000000000000e+03, 3.512928338377420689e-01, 3.478901164404013535e-01, 2.647843218126582632e-01, 6.767967232726124216e-01, -8.573024027044746920e-03, 4.469354132619772213e-01, 2.671103028508098332e-01, -9.586849941715630541e-03, 3.974907721732998667e-01, 5.630042827088470592e-01, 2.015121274806947194e-01, 2.138486160028371386e-01, 3.373194307895410193e-01, 4.352672808270960370e-02, 4.171640090273104895e-01, 2.610991640027341409e-01
2.078000000000000000e+03, 6.620471806393690706e-01, 4.667943665227110572e-01, 2.995956000316205570e-01, 5.253899125290875105e-01, 8.595188373561843051e-03, 4.396856020604308912e-01, 3.611568974169550583e-01, 1.553655294844817902e-01, 3.830616904749016283e-01, 4.823439151210726639e-01, 3.461577213940844611e-01, 2.708608627205210673e-01, 3.717502064042978449e-01, 6.449944752838783213e-01, 3.965903865015639740e-01, 1.686975452685852972e-01
2.079000000000000000e+03, 4.358058553405628754e-01, 3.327507696252433589e-01, 1.713434842091243748e-01, 3.735177067708166376e-01, -1.963899643954939919e-02, -5.744686993751706855e-02, 3.247119758064444528e-01, 1.631681385917957416e-01, 2.431494321593893337e-01, 4.840381994487963913e-01, 3.515521197837130907e-01, 1.491247031910626630e-01, -6.504355764477479096e-02, 5.691794766956211893e-01, 4.682895307105499616e-01, 2.984989904128712013e-01
2.080000000000000000e+03, 1.819224923472712585e-01, 3.811248317138795083e-01, 3.148071830091512258e-01, 6.528111245764253168e-01, -2.306554680879596697e-01, -5.898034938055120302e-02, 5.263518734627957718e-01, 6.317552564986846086e-02, 3.674017625750314875e-01, 3.103712042197726562e-01, 1.605398506547533188e-01, 2.957757045837700050e-01, 2.860052153210339565e-01, 4.140456467714112923e-03, 4.100629748896578719e-01, 3.277566481943711835e-02
2.081000000000000000e+03, 5.025594499552669125e-01, 3.822885614916335384e-01, 3.032404365489050901e-01, 6.967674895607290919e-01, 1.132129602494479914e-01, 2.544724498656290579e-01, 4.874540581036942433e-01, 2.414740962229908888e-02, 4.872682672798845371e-01, 5.248771309039044208e-01, 4.247160579181070150e-01, 5.581301764674724275e-01, 3.253240883801301053e-01, 4.017521666004784248e-02, 3.363651062347318699e-01, 1.788908279713019300e-01
2.082000000000000000e+03, 3.727186785101894717e-01, 1.818364467189406419e-01, 9.726474906919915786e-02, 5.267051154830140192e-01, -1.566052537530693289e-01, 3.218327762898126609e-01, 4.129861634443224294e-01, -5.399736178370841827e-02, 3.059234223080018467e-01, 5.876611138551987024e-01, 1.731532968891819069e-01, 6.957284961393501999e-02, 2.837994557974565790e-01, 2.967708953259128313e-01, 2.289203133141323177e-01, 2.591009933897352874e-02
2.083000000000000000e+03, 3.497182004381296783e-01, 2.388808342353396785e-01, 2.680427032891346539e-01, 3.354362454002101090e-01, 1.821192455201235960e-01, 3.734115958165407090e-01, 3.710759371405681906e-01, 3.509560002095619968e-02, 4.184990824297852852e-01, 5.356805807150274434e-01, 1.970709695664254468e-01, 3.962268980601849622e-01, 4.248733914105823350e-01, 6.367990452155763981e-01, 3.370319093600495641e-01, 1.377795812307801571e-01
2.084000000000000000e+03, 2.898094260668547251e-01, 3.497010947829987115e-01, 2.421707307841594603e-01, 7.904009227067055887e-01, -2.963973095058096141e-01, 8.811992317833432231e-02, 4.683189879954150481e-01, 1.228698402274655960e-01, 3.812084427908198347e-01, 4.586424596367875139e-01, 2.559774493614189739e-01, 2.689967695800329905e-01, 2.669901430500828954e-01, 7.918845761382198312e-01, 3.343541787079353789e-01, 2.100526466385621016e-01
2.085000000000000000e+03, 4.371040981851311291e-01, 2.456774702621150053e-01, 1.464688581394240352e-01, 6.297040626892985715e-01, -3.599842089189611016e-01, 2.694914441816342876e-01, 4.205940743497035839e-01, 2.333949478295523766e-02, 3.639586887839101892e-01, 5.195663833280542709e-01, 3.359106946797288940e-01, 4.709444001023324056e-01, 1.753786691590873970e-01, 5.139869256303367662e-01, 2.968770241744280725e-01, 2.368809842827066803e-01
2.086000000000000000e+03, 4.078719877022677909e-01, 4.230080524219985150e-01, 1.439569067864271690e-01, 2.860620077385733762e-01, 2.820990861095251656e-02, 1.078380341713047336e-01, 5.298443554759925123e-01, 6.094815268783089490e-02, 3.863614841460898397e-01, 3.049547054702485549e-01, 3.343490546633286487e-01, 2.547147282364976562e-01, 3.743969503203082305e-01, -1.638996531672956003e-01, 3.982338221546262158e-01, 4.161010582352203668e-01
2.087000000000000000e+03, 4.231405537373496006e-01, 1.804067070153369812e-01, 1.380631248454936844e-01, 3.056039104013340557e-01, 8.686099856015966347e-02, 5.955796183841289837e-01, 3.523274275788543242e-01, 8.043916856588552433e-02, 3.814778147938938102e-01, 4.660109562809339190e-01, 1.991871455287947124e-01, 6.518515579861337839e-02, 1.720500033819646335e-01, 3.407555654874186435e-01, 1.630256732045364809e-01, 1.891470767880663179e-02
2.088000000000000000e+03, 4.134065215074358424e-01, 1.060655178760337020e-01, 6.990450526736977088e-02, 4.727257572590498058e-01, -8.770211641757762189e-02, 2.706215162488046500e-01, 3.278927136827168298e-01, 1.264197722382996714e-01, 3.490051505183411340e-01, 3.819740826340207729e-01, 4.695723148264288604e-02, 1.961334225480251270e-01, 8.224321324789307663e-02, 1.359373877161666397e-02, 1.367923412635564662e-01, -5.476436454528759573e-03
2.089000000000000000e+03, 5.179546619188981627e-01, 1.262529267388693421e-01, 6.862924145825820277e-02, 4.607380847945700131e-01, 1.162800843160963354e-01, 2.923797897159419179e-01, 5.056388012995383097e-01, 7.597864855887319531e-03, 4.439978344963211865e-01, 2.417451205491412958e-01, 3.757561416400726495e-01, 3.110891068801516779e-01, 3.108317571520632927e-01, 4.510368980714520304e-01, 3.062824315855219304e-01, 3.518078719882035132e-01
2.090000000000000000e+03, 3.252164536213709156e-01, 4.324952834212077435e-01, 2.129616402341600601e-01, 3.204182802526841511e-01, -6.268944198087621489e-01, 1.325795048318416103e-01, 3.578853659025884593e-01, 7.790251385372316817e-02, 4.258312724869406929e-01, 4.430325106364451093e-01, 1.596385669558509357e-01, 4.955409238113039905e-02, 6.127863127634496365e-01, 1.814088907665171264e-03, 3.484258821837026843e-01, 3.581552915248602531e-01
2.091000000000000000e+03, 1.645709218874072954e-01, 1.910434926099731923e-01, 1.750846396996645626e-01, 2.649509857776107813e-01, -1.058927735943195059e-01, 4.013454716444429526e-01, 2.656902423344469910e-01, -1.167720893821116643e-02, 8.520520133676856567e-02, 5.158020214362946110e-01, 2.594251563687111073e-01, 4.590131651362625020e-01, 4.329358974254358672e-01, 4.267289943000087127e-01, 1.684016292880378407e-01, 1.471735902307500787e-01
2.092000000000000000e+03, 3.285903302986016294e-01, 1.127793470516239432e-01, 3.220644673519986734e-01, 3.161632257762439502e-01, -1.548165257558277441e-03, 7.548010431138703347e-02, 1.886914481526698328e-01, 7.882064164484074709e-02, 4.561608289101147795e-01, 3.965786851267871227e-01, 2.340876894680554432e-01, 2.833821274290064807e-01, 5.106164050673276389e-01, 1.672774699049587033e-01, 2.958518134699075208e-01, 2.999069103152386950e-01
2.093000000000000000e+03, 2.377189948729846805e-02, 1.999872478350148974e-01, 2.296455240261003894e-01, 5.950454156951060503e-01, 5.220161746485239840e-02, 8.565364276009129751e-02, 2.344133886099687147e-01, -1.983851695603147669e-02, 1.510082026676712597e-01, 1.303166557573173234e-01, 4.180358822419396048e-01, -6.721287789897162357e-02, 1.223859830689470879e-01, 3.351771524296228155e-01, 3.956752034045045163e-01, 3.896641826093308336e-02
2.094000000000000000e+03, 3.182146117212225622e-01, 2.084939905169791441e-01, 1.079795257597956776e-01, 3.392719492014912852e-01, -1.264761356214086085e-01, 3.780480028150268179e-01, 4.014501839979173203e-01, 5.907577586611379578e-02, 1.255510007729869482e-01, 3.935684765928967876e-01, 1.227442994023713457e-01, 1.685001213305571122e-01, 2.076341608516152348e-01, 2.041659452095371807e-01, 2.878018740811228438e-01, 2.313535749065183389e-01
2.095000000000000000e+03, 2.326844783129338734e-01, 3.515643051178952150e-01, 1.152276019383575156e-01, 4.175088424181461755e-01, -4.954424061102716270e-01, 3.533501395478818585e-01, 4.028844794168333077e-01, 4.777784033485173859e-02, 3.211512791263025357e-01, 2.009895318485885041e-01, 1.586315786123154367e-02, 1.531942091272599227e-01, 2.470524024293202503e-01, -7.139659913383823719e-02, 2.820837591869692074e-01, 1.182102358221222144e-01
2.096000000000000000e+03, 2.575094190979018705e-01, 1.263483683128026058e-01, 3.669034126806888091e-02, 4.193011341118590418e-01, -8.813711218159284155e-02, 1.151784848033641645e-01, 2.484000021251260293e-01, 6.258186088539177683e-02, 2.302551646115710005e-01, 3.947551567743032841e-01, 4.145697183732201252e-02, 1.944602814212180453e-01, 4.894057981162153181e-01, -1.433893109298615964e-01, 2.457991001495411776e-01, 2.813419833940224990e-01
2.097000000000000000e+03, 7.229103445594746609e-03, 2.901220299339866138e-01, 6.157589332961433543e-02, 4.031425504214663502e-01, -2.178275258802822578e-01, 2.988708636332811364e-01, 1.979371090443506620e-01, 5.678707131101577710e-02, 2.639456325215891463e-01, 2.843290468548446692e-01, 3.203552224514290003e-01, 5.946196074154818101e-01, 1.989497680005754554e-01, 4.316220342331798521e-01, 3.409374971149140565e-01, 2.381810691591560447e-01
2.098000000000000000e+03, 2.798762474465988359e-01, 2.814629416971800024e-01, 9.038223399827072235e-02, 4.145687434458303899e-01, -2.728409570744942947e-01, -6.610868474695179298e-02, 2.461999586636388626e-01, -1.234975159461690203e-01, 2.124983079030315358e-01, 3.982982328888581280e-01, 1.930597962057349626e-01, 9.647922800701674850e-02, 3.217408059916758711e-01, 7.707411902986571750e-01, 2.515997646237742580e-01, 2.779546780420045771e-01
2.099000000000000000e+03, 1.628387070591400254e-01, 8.672386654651012550e-02, 1.869109119040903988e-01, 3.317482122523140453e-01, -3.031509130637485838e-01, 2.177016568428760332e-02, 2.223683676539536525e-01, -2.089655812409562524e-02, 1.453611933143049983e-01, 4.759225262784740895e-01, 2.920905354612762794e-01, 1.385572594721199147e-01, 3.306236183577725418e-01, 2.775774713164755325e-01, 3.345226716905698172e-01, 6.398755448314429051e-02
2.100000000000000000e+03, 7.855487767329932813e-02, 2.498190670975920513e-01, 1.314130209751016298e-01, 2.145408953039555644e-01, -2.098667124261845984e-01, 2.059453859722170654e-01, 2.565285668443559319e-01, 1.330055124778868614e-01, 2.663876726022900709e-01, 4.559466747509238194e-01, 2.191307785805715336e-01, 8.722473778598595351e-02, 1.099097834374817145e-01, -2.237430320997715882e-01, 3.544008864112295210e-01, -1.692229777542844926e-01
