year, EC-Earth3-Veg, NorESM2-LM, MPI-ESM1-2-LR, INM-CM4-8, INM-CM5-0, MIROC-ES2L, CESM2-WACCM, ACCESS-ESM1-5, UKESM1-0-LL, CanESM5, TaiESM1, CMCC-CM2-SR5, GFDL-ESM4, NorESM2-MM, IPSL-CM6A-LR, CNRM-ESM2-1
2.074000000000000000e+03, 2.347427326208971099e+00, 1.725196832497145172e+00, 2.320772903029600709e+00, 3.665531666463124782e+00, 3.282626437270814268e+00, 2.036618087524529219e+00, 1.955882174596673240e+00, 1.059318079066783325e+00, 1.993700032437814906e+00, 5.558517235875156004e+00, 1.974412988139963021e+00, 1.960212853306558367e+00, 8.167879160825720630e-01, 1.849201575640668782e+00, 1.805606317485642043e+00, 2.027515752974474061e+00
2.075000000000000000e+03, 2.456079605361198404e+00, 1.552090197632691737e+00, 2.396351287427208820e+00, 3.376024875466071329e+00, 3.266479143052159362e+00, 1.975510478286262694e+00, 1.928239693486544892e+00, 1.240621954463108523e+00, 2.025679933336908878e+00, 5.629557001420192108e+00, 1.562888795098739569e+00, 2.487341019123581631e+00, 8.718863733322929077e-01, 1.939255320430349760e+00, 1.994904496602285082e+00, 1.978544576732240490e+00
2.076000000000000000e+03, 2.223326794819605379e+00, 1.772554458889290085e+00, 2.530363370636777631e+00, 3.732211398269779767e+00, 3.313933556704444339e+00, 1.848418059634712396e+00, 1.967006773509964557e+00, 1.164388635535296368e+00, 2.052095138470495961e+00, 5.719667655720662935e+00, 1.779341352142788990e+00, 2.115714484578498755e+00, 9.416394403383696599e-01, 1.815547122687517279e+00, 2.170080710431052662e+00, 1.843970312883306706e+00
2.077000000000000000e+03, 2.834576577183911095e+00, 1.919425376530910388e+00, 2.531712970829276710e+00, 3.800712633024966536e+00, 3.091961170494165412e+00, 2.064415657954452588e+00, 2.027901603929347818e+00, 1.156197157882616455e+00, 2.045460542308469964e+00, 5.806394695899194325e+00, 1.837235368952700565e+00, 2.518502649424859463e+00, 8.865659713511108153e-01, 1.973845133415770725e+00, 2.173709697547976827e+00, 2.244228287031081681e+00
2.078000000000000000e+03, 2.482585106970236044e+00, 1.805637827566265230e+00, 2.631100451487365710e+00, 3.803076713411958742e+00, 3.057220377163869962e+00, 2.108994574807141031e+00, 2.148306940307705304e+00, 1.136898658047414301e+00, 1.896351142490262598e+00, 5.903495546644726311e+00, 1.944961930368025893e+00, 1.981251795687661854e+00, 8.034556475543623844e-01, 2.083723663950153071e+00, 1.605654468133256962e+00, 1.686682706514382568e+00
2.079000000000000000e+03, 2.413461147830298525e+00, 1.791015307252374900e+00, 2.399461946518664845e+00, 3.937712468177329228e+00, 3.235236727743603602e+00, 2.126147718056632829e+00, 2.214959822209778828e+00, 1.270602884388332132e+00, 1.984512572188893653e+00, 6.023379494466471584e+00, 1.596429287266569075e+00, 1.991736588965034915e+00, 8.107179370398724938e-01, 1.820233325912741673e+00, 1.756030637208837453e+00, 2.150325229322338494e+00
2.080000000000000000e+03, 2.351307046812272983e+00, 1.689431603795479742e+00, 2.506050056987504160e+00, 3.806641053301210942e+00, 3.153376985446787906e+00, 2.078726140287249891e+00, 2.011398990652328411e+00, 1.261124637026145079e+00, 1.746561096637646138e+00, 5.508881122208639347e+00, 1.881607160480531116e+00, 2.622702441018861297e+00, 8.480336591474467722e-01, 1.920121834761566060e+00, 2.035692313508831397e+00, 1.709026979922668055e+00
2.081000000000000000e+03, 2.555902192419461816e+00, 1.925582377935218359e+00, 2.593378350238522589e+00, 3.465692965984446428e+00, 3.288188626317581686e+00, 2.032954053735105404e+00, 1.983704139235255681e+00, 1.251399116056763683e+00, 1.805645962806589511e+00, 5.572157393628004662e+00, 1.973193930053959821e+00, 2.312772504815366670e+00, 8.029392938691369830e-01, 1.858534143693938656e+00, 2.203707305319344556e+00, 2.106068649288115768e+00
2.082000000000000000e+03, 2.468040086603520589e+00, 1.609251631160678597e+00, 2.413244295437980025e+00, 3.392794690614407749e+00, 3.339113649536334272e+00, 1.999879529257506006e+00, 2.203350177051247805e+00, 1.226416612466542988e+00, 1.863559690004469971e+00, 5.718351257797848142e+00, 1.759453685943628276e+00, 2.575116160109848451e+00, 8.579445281780810895e-01, 1.726136305277367056e+00, 1.936134147758654667e+00, 1.907974774824134245e+00
2.083000000000000000e+03, 2.465806336567918589e+00, 1.732875719809419124e+00, 2.675339633010634710e+00, 3.530125291741009974e+00, 3.228241795770241396e+00, 2.108158919110243890e+00, 1.925276558516588965e+00, 1.178536602248043019e+00, 2.089023081091625933e+00, 5.790654325750148601e+00, 1.878781459500838746e+00, 2.045474204071235924e+00, 9.662226624682139775e-01, 1.858111827605102961e+00, 2.256721906909244346e+00, 2.048852470791863833e+00
2.084000000000000000e+03, 2.504813942470143218e+00, 1.659003323485794601e+00, 2.668656333497038347e+00, 3.789725973983815610e+00, 3.305033304898046698e+00, 1.979879460962717053e+00, 1.878238010563871851e+00, 1.254064298792952670e+00, 1.820602918977371365e+00, 5.951617437803754740e+00, 2.055380541616244727e+00, 2.171929913808259727e+00, 8.764247070895890834e-01, 2.032564266244634599e+00, 1.890363759557909251e+00, 1.931560265835461365e+00
2.085000000000000000e+03, 2.503281329276932254e+00, 1.777256890070892492e+00, 2.402266541287478407e+00, 3.609306976228409791e+00, 3.034380079381837625e+00, 2.028355755546986661e+00, 1.909357744393769041e+00, 1.118352303490711241e+00, 2.081728825409368433e+00, 5.774040839456642260e+00, 1.564064652599010063e+00, 2.177712818677826956e+00, 8.976707389277825966e-01, 2.040056758105059043e+00, 1.798781562643730014e+00, 1.921754465914909726e+00
2.086000000000000000e+03, 2.501725465833542827e+00, 1.737799963115524315e+00, 2.199919368461376923e+00, 3.722818424956101158e+00, 3.132817534644479540e+00, 2.055127248125409700e+00, 2.212970143985058868e+00, 1.032841685570392132e+00, 2.364219548993782727e+00, 5.912947918825556037e+00, 1.847306152106235055e+00, 2.610044582593834761e+00, 9.255485189915811928e-01, 2.013203203594234214e+00, 1.806246028804165515e+00, 1.809115826345873090e+00
2.087000000000000000e+03, 2.604611088214871195e+00, 1.635208021644000587e+00, 2.341822847702623722e+00, 3.681100647657930214e+00, 3.137591963949114326e+00, 2.181409953371614474e+00, 2.201349828550207111e+00, 1.088095014323850140e+00, 2.213749314508048460e+00, 6.013682056819191324e+00, 1.885814295807570540e+00, 2.983965890817412259e+00, 8.840505645276603985e-01, 1.901067324671150693e+00, 1.956346745286888344e+00, 2.011346835847414027e+00
2.088000000000000000e+03, 2.246723172066282359e+00, 1.793930900492589631e+00, 2.620520040581550525e+00, 3.686510680529704764e+00, 3.117982544800232958e+00, 2.059751879078310921e+00, 2.083998944654043672e+00, 1.011635247525461523e+00, 2.122731009062127860e+00, 6.005308149437002641e+00, 2.022280310247399182e+00, 2.178236327382218285e+00, 9.376898023280355599e-01, 1.921216382043126503e+00, 1.856712902487767991e+00, 2.065429207969400327e+00
2.089000000000000000e+03, 2.485293678986671750e+00, 1.998772113324410071e+00, 2.525573734454233943e+00, 3.620936231227808833e+00, 3.398973870568448685e+00, 1.980212291676304970e+00, 2.049195423371788838e+00, 1.310460128315745987e+00, 1.827996558562622553e+00, 6.364830080698210324e+00, 1.846900262097347589e+00, 1.900750071829629295e+00, 8.765230966953529990e-01, 1.929209545934977843e+00, 1.756816868237231821e+00, 1.879291708491996449e+00
2.090000000000000000e+03, 2.985448297109696725e+00, 1.731731077342982816e+00, 2.511472608754137248e+00, 3.851183837969028190e+00, 3.040421151582743509e+00, 2.112573459681803101e+00, 2.127487277806219712e+00, 1.482542254154919803e+00, 1.902739862591096731e+00, 6.244474910658863287e+00, 1.690999164329421323e+00, 2.353887625053891597e+00, 8.889278979050783125e-01, 1.965412285643157064e+00, 1.687789944158324396e+00, 1.808678329058648782e+00
2.091000000000000000e+03, 2.878338932183342802e+00, 1.877496651068650158e+00, 2.594782829115236389e+00, 3.937719344661738674e+00, 3.244978927353530107e+00, 2.180941014921966570e+00, 2.072373933406224999e+00, 1.514017760268798973e+00, 2.086657287005446282e+00, 6.198035151875876281e+00, 1.973465831053524022e+00, 2.521843964795297044e+00, 9.659621295765615789e-01, 1.943756230573250976e+00, 2.008501142053508381e+00, 2.182012979323576740e+00
2.092000000000000000e+03, 2.460165960548554853e+00, 1.786384310358598349e+00, 2.473949145344673362e+00, 3.794576843498252305e+00, 3.624259989026405560e+00, 2.054833501723373423e+00, 2.264314676014583139e+00, 1.328711271103750757e+00, 1.996024483598777710e+00, 5.799790087987672926e+00, 1.918225361539938278e+00, 2.573308145903806743e+00, 1.062404600338595184e+00, 1.974063798421803906e+00, 2.108303514949340762e+00, 1.743899959776715747e+00
2.093000000000000000e+03, 2.739187320737612730e+00, 1.663840552918661508e+00, 2.716120392410660944e+00, 3.935587066933337930e+00, 3.632060874457166744e+00, 1.977307849383970195e+00, 2.367469489374231628e+00, 1.252554731082162309e+00, 1.948154860157024215e+00, 5.888162479631739998e+00, 2.033362000276819348e+00, 2.662738926732134637e+00, 9.562797384418267876e-01, 2.031050923165945488e+00, 1.925899959314768983e+00, 2.104143590124690100e+00
2.094000000000000000e+03, 2.689652927094466239e+00, 1.894394755981646750e+00, 2.739422415859654958e+00, 3.733100857833942410e+00, 3.413906580500118526e+00, 2.186559645837236943e+00, 1.972594131602070089e+00, 1.204903166956933669e+00, 2.210692096625484382e+00, 6.123646926702957849e+00, 1.851016411749897728e+00, 2.664032133200991748e+00, 9.689800113211652910e-01, 1.906688458088273697e+00, 2.301650962859946414e+00, 1.881628126944730584e+00
2.095000000000000000e+03, 2.602662861185874643e+00, 2.020440265433804949e+00, 2.693950460490062593e+00, 4.088220449768061648e+00, 3.434407927091005508e+00, 2.223775378778277467e+00, 2.036324419953496001e+00, 1.298358411441561167e+00, 2.402404777461364827e+00, 6.053988743101656134e+00, 1.919033296998026383e+00, 1.969032777176689786e+00, 9.705356882238792560e-01, 1.995495861535921289e+00, 2.163921188072167379e+00, 1.914650996732575772e+00
2.096000000000000000e+03, 2.679708108971195379e+00, 1.910152776071173619e+00, 2.695045301565046181e+00, 3.790447261412699387e+00, 3.171134728725082841e+00, 2.045863042133825971e+00, 2.028122767500914581e+00, 1.213252816030935932e+00, 1.942515310655058336e+00, 6.280928437292867983e+00, 1.798132276626253301e+00, 2.489243360997799748e+00, 9.126252772951690684e-01, 2.188395615829088481e+00, 2.436202096696280073e+00, 1.884071309560233720e+00
2.097000000000000000e+03, 2.492961760509599056e+00, 1.876728271011729898e+00, 2.775417341281356531e+00, 3.911529761177018560e+00, 3.180445581984053582e+00, 1.904577182562541493e+00, 2.197671570212152758e+00, 1.027191369118452435e+00, 2.200154527016200401e+00, 6.106775093098780971e+00, 2.138497219394382753e+00, 2.346019781670455107e+00, 9.614575932941217262e-01, 2.157281572133470604e+00, 1.995557410816197752e+00, 1.826406625222948721e+00
2.098000000000000000e+03, 2.738508149600729524e+00, 1.917548666235472377e+00, 2.674238382404118930e+00, 3.859728804920645739e+00, 3.602346233675902898e+00, 2.131000045098231599e+00, 2.072839058578986648e+00, 1.239661125060198321e+00, 2.138318028977630014e+00, 6.237577084061372901e+00, 1.782086505196839088e+00, 2.594040515880496223e+00, 9.836817502158727855e-01, 1.941205069517689896e+00, 1.899643744104340559e+00, 1.667607556813182290e+00
2.099000000000000000e+03, 2.777406016714274894e+00, 1.813993602251299242e+00, 2.593913809296111594e+00, 4.004560951940867142e+00, 3.659992159839767556e+00, 2.335172015928254297e+00, 2.296709057236416829e+00, 1.085213386523587342e+00, 2.030781001888255499e+00, 6.330519213017304914e+00, 2.138434056650142079e+00, 2.484503088217408173e+00, 9.516874891555477944e-01, 1.758541792475887044e+00, 1.880681144697923690e+00, 1.841346617432907617e+00
2.100000000000000000e+03, 2.602780270724825762e+00, 1.655463233091662989e+00, 2.756445356516469936e+00, 3.756385377235401446e+00, 3.314521750887642781e+00, 2.233975914331053136e+00, 2.105989443124714811e+00, 1.151694620998726215e+00, 1.807873298493182679e+00, 6.379401501288197274e+00, 1.718316749844449598e+00, 2.454166160398834506e+00, 9.973710289723194400e-01, 1.928510518507668747e+00, 2.314640240631726797e+00, 1.796831600997356837e+00
