year, NorESM2-MM, IPSL-CM6A-LR, MIROC-ES2L, CMCC-CM2-SR5, NorESM2-LM, CESM2-WACCM, EC-Earth3-Veg, CNRM-ESM2-1, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1, MPI-ESM1-2-LR, CanESM5
2.054000000000000000e+03, 1.536446055759974882e+01, 1.062750585207476561e+01, 1.599518351911047986e+01, 4.429139517099958567e+01, 1.551613975295312819e+01, 1.569606005779741409e+01, 2.676070343052980860e+01, 3.924321771572395079e+01, 3.239833795222258317e+01, 1.374516079030087212e+01, 1.356419846780294769e+01, 1.483674888684525683e+01, 2.262296021201604290e+01
2.055000000000000000e+03, 1.540734902284466834e+01, 1.064154990365268283e+01, 1.600990555063517817e+01, 4.430916141751609416e+01, 1.554819346665704316e+01, 1.574396245814325823e+01, 2.678415738297542603e+01, 3.929040738931481513e+01, 3.239101545084169942e+01, 1.378439248212854906e+01, 1.356267092776984384e+01, 1.494578762147771123e+01, 2.265578935353958911e+01
2.056000000000000000e+03, 1.547016096732143531e+01, 1.063456060378223178e+01, 1.602220048806538699e+01, 4.426532116174077203e+01, 1.558539499086520586e+01, 1.581998546752418022e+01, 2.680987614944975306e+01, 3.927340748428810713e+01, 3.241630237841678763e+01, 1.383865523127262698e+01, 1.356408772590063272e+01, 1.496803935876194558e+01, 2.265096186748824891e+01
2.057000000000000000e+03, 1.553448605175574571e+01, 1.065298479453246472e+01, 1.603720617329238607e+01, 4.437360267260952895e+01, 1.561027009699196810e+01, 1.585564109231769514e+01, 2.682203236150744630e+01, 3.927716108912771631e+01, 3.236656572873209115e+01, 1.387266869713686468e+01, 1.357700457935870730e+01, 1.496496148676642690e+01, 2.267494663412405487e+01
2.058000000000000000e+03, 1.551527544369574940e+01, 1.066078376400851901e+01, 1.606901599744094256e+01, 4.450408131228732600e+01, 1.564549113717986728e+01, 1.589998191405248029e+01, 2.682972216986313896e+01, 3.933282095990509220e+01, 3.231706998720877522e+01, 1.387678547698891762e+01, 1.366122019986563885e+01, 1.494376176497927311e+01, 2.271849029161941758e+01
2.059000000000000000e+03, 1.551713896740311682e+01, 1.065886010280584806e+01, 1.610094739250209983e+01, 4.460197320901790619e+01, 1.568187736423037393e+01, 1.597430501420310556e+01, 2.683390856110803213e+01, 3.933089016731704390e+01, 3.236824437005909516e+01, 1.387884633380495103e+01, 1.370890455010480480e+01, 1.494324860652870690e+01, 2.273790354091034160e+01
2.060000000000000000e+03, 1.555365121976899978e+01, 1.066135597231863308e+01, 1.609673773171910938e+01, 4.470692762915815877e+01, 1.569278441969502147e+01, 1.602599342202807264e+01, 2.682258176346600465e+01, 3.933366819991457675e+01, 3.239247913250926558e+01, 1.387178944777183354e+01, 1.360179053882321298e+01, 1.495847269134000790e+01, 2.275404310757008375e+01
2.061000000000000000e+03, 1.558985300590013168e+01, 1.067240934129869423e+01, 1.610835793097023938e+01, 4.482813653439988855e+01, 1.573986045176375193e+01, 1.607770887715942365e+01, 2.681212769149885489e+01, 3.933824651470774825e+01, 3.237393164935460987e+01, 1.387544008002502949e+01, 1.350448733229498011e+01, 1.496764091758172377e+01, 2.278670504385247852e+01
2.062000000000000000e+03, 1.559290517852322289e+01, 1.068476463939998489e+01, 1.614981644397979821e+01, 4.486694702121073419e+01, 1.579505217611124657e+01, 1.611693317535657854e+01, 2.681267386217706417e+01, 3.936615908174213985e+01, 3.239743721466000181e+01, 1.387199291962100389e+01, 1.364122574208308158e+01, 1.496548045908995661e+01, 2.278665534307669915e+01
2.063000000000000000e+03, 1.560892818858173570e+01, 1.069836700530964002e+01, 1.617239838896759707e+01, 4.487428593773914542e+01, 1.581419783628066966e+01, 1.614683902340357591e+01, 2.681488051447225018e+01, 3.940342105048557642e+01, 3.240240850882728552e+01, 1.386126049207685540e+01, 1.379828348431930429e+01, 1.492699285072367310e+01, 2.274619738758759979e+01
2.064000000000000000e+03, 1.566004561779197068e+01, 1.070877856548584361e+01, 1.616054119079279516e+01, 4.494895322506692992e+01, 1.583076060285024234e+01, 1.618966924962053611e+01, 2.680982635051549323e+01, 3.940482919373329906e+01, 3.239779796002228096e+01, 1.387977720116792568e+01, 1.368152596961402345e+01, 1.493651396381266849e+01, 2.276723212774933103e+01
2.065000000000000000e+03, 1.571001545764626606e+01, 1.074025979639967865e+01, 1.617639688937173403e+01, 4.506712355782594415e+01, 1.587309231193372483e+01, 1.622480302630148685e+01, 2.680566807219535974e+01, 3.941216625052418010e+01, 3.230066390630410922e+01, 1.389935034395522884e+01, 1.353932951978099197e+01, 1.502434323498309432e+01, 2.279974573646711633e+01
2.066000000000000000e+03, 1.577318421238659951e+01, 1.075561848235152240e+01, 1.620589193264618189e+01, 4.516824760280675122e+01, 1.592312368686974722e+01, 1.626355600580621896e+01, 2.680598346267628784e+01, 3.945541517005794674e+01, 3.224288448712356825e+01, 1.391604504799400210e+01, 1.368959194950593350e+01, 1.510858912453576153e+01, 2.278985320281295301e+01
2.067000000000000000e+03, 1.579313576269235142e+01, 1.076324148459291052e+01, 1.622176156533452485e+01, 4.528354697615462499e+01, 1.594338660375777827e+01, 1.632216282185489575e+01, 2.680916513173164617e+01, 3.946072350686293362e+01, 3.228111452586941965e+01, 1.391107197271572282e+01, 1.391540494223121982e+01, 1.517201810655524241e+01, 2.282232465761467921e+01
2.068000000000000000e+03, 1.582257571293543386e+01, 1.076622484671026925e+01, 1.623083977995092297e+01, 4.536498103572763796e+01, 1.595036334929521438e+01, 1.636343258627192654e+01, 2.681079079395939146e+01, 3.945992248637720934e+01, 3.230398150303448546e+01, 1.391636511368426987e+01, 1.370544166566598498e+01, 1.516887851922261632e+01, 2.288550497346943047e+01
2.069000000000000000e+03, 1.585327281279115574e+01, 1.079267206047235561e+01, 1.626439540924040728e+01, 4.538819926579722619e+01, 1.599248399474883087e+01, 1.640066678314233783e+01, 2.681199757077181900e+01, 3.948218092454152384e+01, 3.238733504821426834e+01, 1.393362468551119093e+01, 1.371223076763960513e+01, 1.521784166615270628e+01, 2.289830000202886495e+01
2.070000000000000000e+03, 1.589030065733808250e+01, 1.080898251619460204e+01, 1.628943519135019002e+01, 4.532325800087556189e+01, 1.602634705576921803e+01, 1.644246870520638382e+01, 2.682485826114674410e+01, 3.948420809819428712e+01, 3.239140226870332384e+01, 1.397844559440603440e+01, 1.390215264085635560e+01, 1.517992620136332249e+01, 2.291406916741311761e+01
2.071000000000000000e+03, 1.592547158724470258e+01, 1.082037220241603137e+01, 1.631430450255673037e+01, 4.537208650194138926e+01, 1.605550078894939858e+01, 1.647201325674912908e+01, 2.684133864392366320e+01, 3.949645928220297009e+01, 3.249278641776340493e+01, 1.402520177159568249e+01, 1.385966262053728926e+01, 1.517537046007672785e+01, 2.293888210698702679e+01
2.072000000000000000e+03, 1.597417520161764237e+01, 1.085646974959545652e+01, 1.632216637117332070e+01, 4.545563535199345040e+01, 1.609881289271067217e+01, 1.649379896604591167e+01, 2.684293487820939461e+01, 3.953072047345417417e+01, 3.258066174518888403e+01, 1.403237271443264156e+01, 1.391953346711384754e+01, 1.518827677005453225e+01, 2.297921497481343067e+01
2.073000000000000000e+03, 1.600629815545834234e+01, 1.086526598255501952e+01, 1.633137000011938156e+01, 4.553322133180607523e+01, 1.610373243177672009e+01, 1.653979778087881769e+01, 2.683367748629971672e+01, 3.954344332920851457e+01, 3.251395967793091302e+01, 1.403189063571416995e+01, 1.391653849939498322e+01, 1.525913540727887430e+01, 2.299767370245361064e+01
2.074000000000000000e+03, 1.600893770402458927e+01, 1.088347122132567968e+01, 1.635948045889605140e+01, 4.572613796155212640e+01, 1.611690976826055177e+01, 1.658531556969225207e+01, 2.684339063334464726e+01, 3.956101265824118940e+01, 3.257804129436370744e+01, 1.400989361284679724e+01, 1.380585873349621906e+01, 1.529104831843668677e+01, 2.299512698457530391e+01
2.075000000000000000e+03, 1.603180669172174433e+01, 1.089396584139194069e+01, 1.639015875974700620e+01, 4.589930316827643964e+01, 1.615935427998504181e+01, 1.663816829142632869e+01, 2.685931401637889238e+01, 3.958078661658863950e+01, 3.261712046816162314e+01, 1.399311783208933235e+01, 1.384405630958195310e+01, 1.528577259416349143e+01, 2.304450307241998530e+01
2.076000000000000000e+03, 1.607611479940695887e+01, 1.090604042668584128e+01, 1.640865310907972940e+01, 4.596525996567401506e+01, 1.619682492212596259e+01, 1.666629739330420890e+01, 2.685412657833422756e+01, 3.957008071248392156e+01, 3.262951764507963048e+01, 1.400608583922058692e+01, 1.400422843225671876e+01, 1.528129676423433914e+01, 2.308786426748278942e+01
2.077000000000000000e+03, 1.606287831423705725e+01, 1.092628167919523818e+01, 1.642618766083585058e+01, 4.605790103273587732e+01, 1.617835280397447306e+01, 1.669365169228012746e+01, 2.686138838420120933e+01, 3.958371832536408164e+01, 3.268518861757679161e+01, 1.401724704482714401e+01, 1.400285611143936926e+01, 1.529875861765689038e+01, 2.313644027510882140e+01
2.078000000000000000e+03, 1.606996718543133440e+01, 1.094024218793395065e+01, 1.643498793571095717e+01, 4.605592867658278067e+01, 1.619123940755874713e+01, 1.671647290481389092e+01, 2.688232947825529706e+01, 3.955672232062410387e+01, 3.271606143435971603e+01, 1.402804621280294661e+01, 1.396500962728837791e+01, 1.531829982261564105e+01, 2.319634431396357854e+01
2.079000000000000000e+03, 1.611882578589319337e+01, 1.093211301980988814e+01, 1.646610168434826349e+01, 4.627810420406972725e+01, 1.622768645839785506e+01, 1.671164193776114359e+01, 2.689834716833925299e+01, 3.954305147642235596e+01, 3.267155960228371470e+01, 1.403339135532218407e+01, 1.401158552656282019e+01, 1.539894021851333150e+01, 2.322440950504140034e+01
2.080000000000000000e+03, 1.618131519530432172e+01, 1.092829022698124142e+01, 1.650874578113690205e+01, 4.640168559381341140e+01, 1.626369457194469348e+01, 1.674484324210642328e+01, 2.691678784834487459e+01, 3.951173592967412418e+01, 3.271449677602587514e+01, 1.404944080180885990e+01, 1.411642074207592934e+01, 1.541529890122720126e+01, 2.323158660784078933e+01
2.081000000000000000e+03, 1.619573594022414298e+01, 1.093623769667810564e+01, 1.653400773402298185e+01, 4.642181878164131348e+01, 1.629328583412374343e+01, 1.680044711890000286e+01, 2.691606180552226490e+01, 3.951247459039220900e+01, 3.267485025542124788e+01, 1.407111304645578542e+01, 1.405310768067563210e+01, 1.542881218565793411e+01, 2.325995135767146493e+01
2.082000000000000000e+03, 1.622099413667157108e+01, 1.094661795111932356e+01, 1.655197467191468874e+01, 4.644945516900149585e+01, 1.632672043978630327e+01, 1.682552041211738114e+01, 2.693293237989138333e+01, 3.948018326872711015e+01, 3.268037016640705872e+01, 1.409336616724992020e+01, 1.403604336438538169e+01, 1.547422598416921780e+01, 2.328276522046668617e+01
2.083000000000000000e+03, 1.626458623656824898e+01, 1.094707986944920997e+01, 1.657100083614868424e+01, 4.645905768393217983e+01, 1.637389615610733529e+01, 1.686953452188197744e+01, 2.694155047664273539e+01, 3.944979692991921638e+01, 3.272428750178072931e+01, 1.410963839234354644e+01, 1.411705221774496621e+01, 1.547797614133627775e+01, 2.331949289183706853e+01
2.084000000000000000e+03, 1.625308961441258049e+01, 1.096622996950819839e+01, 1.657878823579806848e+01, 4.658408867311312207e+01, 1.641802029392821538e+01, 1.692384163133978703e+01, 2.694194771344085382e+01, 3.942743315021640882e+01, 3.277923022891347671e+01, 1.412003715547694505e+01, 1.398368676292353108e+01, 1.551276547759355751e+01, 2.338724434130733698e+01
2.085000000000000000e+03, 1.626874016153058022e+01, 1.096828714214395362e+01, 1.655567991869001077e+01, 4.676861981464613649e+01, 1.641174720996162151e+01, 1.697147442844167031e+01, 2.693976789062607935e+01, 3.938788218664613794e+01, 3.274245664153256996e+01, 1.412899055376589708e+01, 1.404446772333506921e+01, 1.558458672108854692e+01, 2.340439941732049078e+01
2.086000000000000000e+03, 1.629471782080425868e+01, 1.095796126724673059e+01, 1.656483740918423919e+01, 4.689481505754041990e+01, 1.640378678129032153e+01, 1.697950289463098272e+01, 2.695707409666791321e+01, 3.937835950070043367e+01, 3.277790603437709649e+01, 1.411685885115735495e+01, 1.418143300494220505e+01, 1.561124421947850038e+01, 2.347057453564707075e+01
2.087000000000000000e+03, 1.631464282436746416e+01, 1.096039759339247155e+01, 1.658035252590999420e+01, 4.679996374951004867e+01, 1.642262652166004244e+01, 1.701658320490241394e+01, 2.696296921726450080e+01, 3.934493347056039170e+01, 3.291059329230160557e+01, 1.409563277240338763e+01, 1.420663970222990535e+01, 1.558266590414322827e+01, 2.351272494631348309e+01
2.088000000000000000e+03, 1.633918061627112195e+01, 1.096016438815408200e+01, 1.659895401646588908e+01, 4.671186829187815448e+01, 1.646832961287323371e+01, 1.703858485639198861e+01, 2.695910171922895415e+01, 3.931097162562487313e+01, 3.299916009980169918e+01, 1.407872388535132124e+01, 1.418632187094670805e+01, 1.560350732554002384e+01, 2.355831305320106139e+01
